w,vector_semantico
fell,"['fall', 'drop', 'decrease', 'accrue', 'roughshod', 'flow', 'strike_down', 'shine', 'fell', 'barbarous', 'precipitate', 'devolve', 'vanish', 'hide', 'brutal', 'hang', 'strike', 'return', 'lessen', 'come', 'fly', 'pass', 'settle', 'savage', 'felled_seam', 'diminish', 'cut_down', 'go_down', 'vicious', 'fall_down', 'cruel', 'descend', 'come_down', 'light']",no especificó
swimming,"['liquid', 'swim', 'float', 'swimming', 'drown', 'naiant']",no especificó
we,[],no especificó
With,[],no especificó
stick,"['flummox', 'cleave', 'sting', 'joystick', 'stand_by', 'bond', 'beat', 'cling', 'control_stick', 'gravel', 'amaze', 'perplex', 'bewilder', 'hold_fast', 'pose', 'pin', 'vex', 'stick', 'puzzle', 'stay', 'reefer', 'stick_by', 'cohere', 'mystify', 'adhere', 'deposit', 'spliff', 'peg', 'lodge', 'stupefy', 'get', 'baffle', 'stick_to', 'bind', 'joint', 'wedge', 'nonplus', 'marijuana_cigarette', 'stay_put', 'dumbfound', 'stick_around']",no especificó
moment,"['moment', 'second', 'here_and_now', 'present_moment', 'consequence', 'minute', 'instant', 'import', 'bit', 'mo']",no especificó
apartment,"['apartment', 'flat']",no especificó
waiter,"['server', 'waiter']",no especificó
After,"['afterward', 'afterwards', 'after', 'subsequently', 'later_on', 'later']",no especificó
equal,"['peer', 'compeer', 'equalize', 'be', 'equal', 'match', 'adequate', 'equalise', 'rival', 'equate', 'touch']",no especificó
tricks,"['play_tricks', 'play_a_joke_on', 'fast_one', 'caper', 'legerdemain', 'john', 'conjuration', 'put-on', 'illusion', 'trick', 'conjuring_trick', 'prank', 'fox', 'whoremonger', 'magic', 'joke', 'magic_trick', 'flim-flam', 'pull_a_fast_one_on', 'fob', 'play_a_trick_on', 'whoremaster', 'deception', 'thaumaturgy', 'antic']",no especificó
Tuborg,[],no especificó
soon,"['before_long', 'presently', 'soon', 'shortly']",no especificó
You,[],no especificó
kind,"['sort', 'tolerant', 'form', 'genial', 'kind', 'variety']",no especificó
rain,"['rainwater', 'rainfall', 'pelting', 'rain_down', 'rain']",no especificó
frame,"['inning', 'frame_of_reference', 'border', 'frame_up', 'figure', 'chassis', 'frame_in', 'ensnare', 'skeletal_system', 'put', 'material_body', 'entrap', 'systema_skeletale', 'couch', 'compose', 'physical_body', 'build', 'skeletal_frame', 'anatomy', 'form', 'skeleton', 'soma', 'framing', 'frame', 'flesh', 'human_body', 'bod', 'cast', 'draw_up', 'set_up', 'redact', 'underframe', 'physique', 'shape']",no especificó
think,"['guess', 'believe', 'mean', 'reckon', 'recollect', 'opine', 'call_up', 'cerebrate', 'suppose', 'consider', 'recall', 'intend', 'retrieve', 'think', 'imagine', 'call_back', 'cogitate', 'remember', 'conceive']",no especificó
deeper,"['thick', 'cryptical', 'mysterious', 'deeply', 'bass', 'cryptic', 'recondite', 'mystifying', 'deep', 'inscrutable', 'abstruse', 'rich', 'profoundly']",no especificó
aside,"['excursus', 'aside', 'away', 'divagation', 'apart', 'by', 'digression', 'parenthesis']",no especificó
liked,"['care', 'like', 'wish', 'liked']",no especificó
wheeled,"['bicycle', 'cycle', 'wheeled', 'wheel_around', 'roll', 'wheel', 'pedal', 'bike']",no especificó
noblesse,"['nobility', 'noblesse']",no especificó
use,"['role', 'consumption', 'utilize', 'exercise', 'usance', 'usage', 'practice', 'purpose', 'employment', 'utilisation', 'manipulation', 'function', 'expend', 'utilise', 'enjoyment', 'apply', 'use_of_goods_and_services', 'habituate', 'economic_consumption', 'utilization', 'habit', 'employ', 'use']",no especificó
time,"['clip', 'clock', 'time', 'prison_term', 'sentence', 'fourth_dimension', 'clock_time', 'metre', 'meter']",no especificó
funny,"['rum', 'suspect', 'laughable', 'singular', 'funny_remark', 'funny_story', 'queer', 'comical', 'suspicious', 'good_story', 'fishy', 'amusing', 'curious', 'peculiar', 'mirthful', 'rummy', 'odd', 'shady', 'risible', 'funny', 'comic']",no especificó
sitting,"['seance', 'posing', 'sit_around', 'ride', 'seat', 'sit', 'model', 'posture', 'sit_down', 'pose', 'sitting', 'baby-sit', 'session', 'seated']",no especificó
A40-AjK,[],no especificó
Now,"['straightaway', 'immediately', 'at_present', 'today', 'nowadays', 'straight_off', 'like_a_shot', 'instantly', 'right_away', 'at_once', 'directly', 'forthwith', 'now']",no especificó
mussels,['mussel'],no especificó
showered,"['shower_down', 'lavish', 'shower']",no especificó
Once,"['one_time', 'erstwhile', 'once', 'formerly', 'erst', 'in_one_case', 'at_one_time']",no especificó
brightly,"['brilliantly', 'brightly', 'bright']",no especificó
him,[],no especificó
and,[],no especificó
away,"['out', 'outside', 'away', 'forth', 'off', 'aside', 'by']",no especificó
ask,"['require', 'necessitate', 'enquire', 'demand', 'ask', 'postulate', 'expect', 'inquire', 'call_for', 'involve', 'need', 'take']",no especificó
tight,"['soused', 'cockeyed', 'mingy', 'tight', 'blotto', 'squiffy', 'mean', 'plastered', 'fuddled', 'wet', 'besotted', 'soaked', 'slopped', 'crocked', 'miserly', 'smashed', 'blind_drunk', 'compressed', 'fast', 'sozzled', 'closely', 'rigorous', 'sloshed', 'stiff', 'pixilated', 'pie-eyed', 'nasty', 'pissed', 'loaded', 'stringent', 'close', 'taut']",no especificó
line,"['crease', 'business', 'descent', 'line_of_products', 'job', 'line', 'subscriber_line', 'line_of_work', 'line_of_business', 'dividing_line', 'blood', 'transmission_line', 'pedigree', 'cable', 'stemma', 'credit_line', 'production_line', 'line_of_merchandise', 'business_line', 'run_along', 'draw', 'delineate', 'assembly_line', 'billet', 'describe', 'railway_line', 'phone_line', 'argumentation', 'telephone_line', 'bloodline', 'occupation', 'course', 'crinkle', 'logical_argument', 'lineage', 'melodic_phrase', 'origin', 'ancestry', 'air', 'rail_line', 'line_of_credit', 'strain', 'note', 'short_letter', 'melody', 'agate_line', 'personal_line_of_credit', 'trace', 'seam', 'blood_line', 'demarcation', 'pipeline', 'stock', 'parentage', 'product_line', 'melodic_line', 'argument', 'furrow', 'communication_channel', 'bank_line', 'telephone_circuit', 'personal_credit_line', 'line_of_descent', 'contrast', 'wrinkle', 'line_of_reasoning', 'tune', 'channel']",no especificó
lot,"['wad', 'mint', 'deal', 'deal_out', 'band', 'mickle', 'dish_out', 'mountain', 'lot', 'muckle', 'tidy_sum', 'distribute', 'allot', 'draw', 'administer', 'mete_out', 'plenty', 'dispense', 'heap', 'circle', 'stack', 'fate', 'pile', 'pot', 'slew', 'good_deal', 'raft', 'hatful', 'passel', 'caboodle', 'quite_a_little', 'sight', 'spate', 'destiny', 'set', 'bunch', 'dole_out', 'flock', 'batch', 'portion', 'peck', 'great_deal', 'parcel_out', 'mess', 'fortune', 'luck', 'shell_out', 'circumstances', 'Lot', 'mass']",no especificó
oblige,"['bind', 'obligate', 'compel', 'oblige', 'hold', 'accommodate']",no especificó
breathed,"['emit', 'pass_off', 'breathe', 'rest', 'suspire', 'voiceless', 'breathed', 'take_a_breath', ""catch_one's_breath"", 'respire', 'take_a_breather']",no especificó
chassis,"['physical_body', 'flesh', 'human_body', 'build', 'material_body', 'bod', 'anatomy', 'form', 'figure', 'chassis', 'frame', 'soma', 'physique', 'shape']",no especificó
type,"['typewrite', 'eccentric', 'type', 'case', 'typecast', 'character']",no especificó
feed,"['run', 'tip', 'fertilise', 'flow', 'feed_in', 'provender', 'course', 'eat', 'give', 'feast', 'fee', 'bung', 'fertilize', 'feed', 'prey']",no especificó
innocently,['innocently'],no especificó
Suddenly,"['of_a_sudden', 'on_the_spur_of_the_moment', 'suddenly', 'short', 'all_of_a_sudden', 'abruptly', 'dead']",no especificó
limp,"['limp', 'hobble', 'gimp', 'wilted', 'hitch']",no especificó
remove,"['polish_off', 'hit', 'withdraw', 'move_out', 'off', 'dispatch', 'remove', 'absent', 'get_rid_of', 'take_away', 'transfer', 'take_out', 'bump_off', 'slay', 'take', 'murder']",no especificó
slept,"['kip', 'sleep', ""log_Z's"", 'slumber', ""catch_some_Z's""]",no especificó
immediately,"['straightaway', 'immediately', 'straight_off', 'like_a_shot', 'instantly', 'right_away', 'at_once', 'directly', 'forthwith', 'now']",no especificó
drink,"['pledge', 'crapulence', 'toast', 'drinkable', 'imbibe', 'boozing', 'drink', 'drunkenness', 'deglutition', 'salute', 'wassail', 'booze', 'fuddle', 'tope', 'potable', 'swallow', 'beverage', 'drinking', 'drink_in']",no especificó
bread,"['cabbage', 'sugar', 'moolah', 'breadstuff', 'lolly', 'lettuce', 'kale', 'boodle', 'wampum', 'gelt', 'bread', 'lucre', 'simoleons', 'clams', 'pelf', 'dinero', 'shekels', 'scratch', 'staff_of_life', 'loot', 'dough']",no especificó
smoke,"['Mary_Jane', 'dope', 'sess', 'skunk', 'smoke', 'heater', 'roll_of_tobacco', 'pot', 'locoweed', 'gage', 'sens', 'fastball', 'grass', 'fume', 'smoking', 'green_goddess', 'bullet', 'weed', 'hummer']",no especificó
break,"['bring_out', 'break_down', 'breakage', 'break_away', 'open_frame', 'give_away', 'go', 'geological_fault', 'fracture', 'disclose', 'divulge', 'interruption', 'get_out', 'wear', 'fall_in', 'fault', 'separate', 'cave_in', 'good_luck', 'happy_chance', 'wear_out', 'better', 'dampen', 'break-dance', 'suspension', 'snap_off', 'bankrupt', 'develop', 'intermit', 'falling_out', 'founder', 'breakout', 'ruin', 'conk_out', 'interrupt', 'offend', 'shift', 'break', 'break_out', 'unwrap', 'break_of_serve', 'recrudesce', 'expose', 'rift', 'discover', 'give_way', 'check', 'break_up', 'violate', 'go_against', 'damp', 'die', 'crack', 'let_out', 'transgress', 'time_out', 'fall_apart', 'give_out', 'discontinue', 'break_off', 'rupture', 'bust', 'gaolbreak', 'breaking', 'erupt', 'break_dance', 'prison-breaking', 'demote', 'split', 'faulting', 'part', 'give', 'breach', 'respite', 'fail', 'collapse', 'pause', 'go_bad', 'burst', 'relegate', 'prisonbreak', 'get_around', 'infract', 'stop', 'jailbreak', 'come_apart', 'split_up', 'disruption', 'bump', 'smash', 'severance', 'kick_downstairs', 'gap', 'recess', 'let_on', 'reveal', 'break_in', 'weaken', 'soften', 'intermission']",no especificó
robe,"['vest', 'gown', 'drape', 'cloak', 'clothe', 'robe']",no especificó
laugh,"['jest', 'gag', 'express_mirth', 'express_joy', 'joke', 'jape', 'laugh', 'laughter']",no especificó
Somehow,"['in_some_way', 'someways', 'in_some_manner', 'somehow', 'someway']",no especificó
gotten,"['contract', 'sire', 'flummox', 'pay_off', 'fix', 'bring', 'generate', 'arrive', 'drive', 'become', 'produce', 'scram', 'bugger_off', 'beat', 'engender', 'father', 'gravel', 'develop', 'acquire', 'amaze', 'bring_forth', 'perplex', 'make', ""get_under_one's_skin"", 'draw', 'begin', 'bewilder', 'go', 'pose', 'commence', 'sustain', 'grow', 'beget', 'vex', 'stimulate', 'experience', 'stick', 'take', 'puzzle', 'get_down', 'catch', 'mystify', 'start_out', 'arrest', 'have', 'aim', 'fuck_off', 'come', 'set_out', 'induce', 'incur', 'cause', 'buzz_off', 'set_about', 'pay_back', 'stupefy', 'get', 'receive', 'fetch', 'convey', 'capture', 'baffle', 'mother', 'nonplus', 'find', 'start', 'suffer', 'dumbfound', 'obtain', 'let']",no especificó
Anyway,"['in_any_case', 'anyhow', 'anyways', 'in_any_event', 'anyway', 'at_any_rate']",no especificó
sea,"['sea', 'ocean']",no especificó
cognac,['Cognac'],no especificó
together,"['in_concert', 'unitedly', 'together']",no especificó
used,"['put-upon', 'exploited', 'victimized', 'victimised', 'utilise', 'employ', 'apply', 'utilize', 'use', 'ill-used', 'used', 'habituate', 'practice', 'secondhand', 'expend']",no especificó
plane,"['planer', 'planing_machine', 'flat', 'plane', ""carpenter's_plane"", 'woodworking_plane', 'skim', 'aeroplane', 'level', 'sheet', 'shave', 'airplane']",no especificó
thought,"['guess', 'mentation', 'believe', 'mean', 'reckon', 'persuasion', 'recollect', 'view', 'thought_process', 'opine', 'sentiment', 'call_up', 'cerebrate', 'suppose', 'consider', 'recall', 'intend', 'retrieve', 'thought', 'think', 'intellection', 'remember', 'cerebration', 'imagine', 'call_back', 'cogitate', 'opinion', 'idea', 'thinking', 'conceive']",no especificó
rotten,"['rotten', 'shitty', 'stinking', 'decayed', 'icky', 'crappy', 'stinky', 'rotted', 'lousy']",no especificó
assuaged,"['conciliate', 'slake', 'appease', 'lenify', 'pacify', 'gruntle', 'relieve', 'alleviate', 'allay', 'assuage', 'gentle', 'placate', 'mollify', 'palliate', 'quench']",no especificó
What's,[],no especificó
an,"['AN', 'Associate_in_Nursing']",no especificó
ordered,"['consistent', 'say', 'govern', 'ordinate', 'arrange', 'rate', 'consecrate', 'tell', 'grade', 'put', 'logical', 'order', 'regulate', 'rank', 'ordain', 'coherent', 'arranged', 'regularise', 'range', 'ordered', 'set_up', 'prescribe', 'place', 'enjoin', 'dictate', 'regularize']",no especificó
brush,"['sweep', 'encounter', 'copse', 'brushwood', 'thicket', 'light_touch', 'coppice', 'brushing', 'brush', 'clash', 'skirmish']",no especificó
hoped,"['hop', 'desire', 'trust', 'hope', 'skip', 'hop-skip', 'go_for']",no especificó
filter,"['sink_in', 'strain', 'filtrate', 'permeate', 'dribble', 'trickle', 'separate_out', 'filter_out', 'percolate', 'filter']",no especificó
took,"['require', 'contract', 'withdraw', 'deal', 'ask', 'charter', 'bring', 'adopt', 'direct', 'shoot', 'carry', 'drive', 'choose', 'contain', 'guide', 'accept', 'need', 'select', 'take_aim', 'use_up', 'pick_out', 'acquire', 'fill', 'make', 'rent', 'hire', 'subscribe_to', 'demand', 'claim', 'conduct', 'postulate', 'remove', 'assume', 'take_away', 'study', 'take_up', 'engage', 'take_on', 'take', 'learn', 'pack', 'exact', 'lease', 'have', 'strike', 'call_for', 'lead', 'submit', 'ingest', 'aim', 'occupy', 'hold', 'consider', 'consume', 'get', 'subscribe', 'film', 'necessitate', 'convey', 'read', 'look_at', 'admit', 'take_in', 'involve', 'train', 'get_hold_of']",no especificó
sentence,"['doom', 'judgment_of_conviction', 'condemn', 'time', 'prison_term', 'conviction', 'condemnation', 'sentence']",no especificó
forty,"['forty', '40', 'twoscore', 'xl', 'XL']",no especificó
dark,"['dark', 'dismal', 'gloomy', 'moody', 'darkness', 'sullen', 'dreary', 'saturnine', 'dingy', 'colored', 'benighted', 'drear', 'grim', 'non-white', 'iniquity', 'sorry', 'disconsolate', 'blue', 'glum', 'night', 'sinister', 'dour', 'wickedness', 'coloured', 'morose', 'glowering', 'nighttime', 'shadow', 'obscure', 'dark-skinned', 'drab', 'black', 'sour']",no especificó
act,"['act', 'pretend', 'human_action', 'work', 'roleplay', 'turn', 'play', 'playact', 'move', 'represent', 'deed', 'number', 'behave', 'dissemble', 'human_activity', 'bit', 'do', 'routine', 'act_as', 'enactment']",no especificó
Handsome,"['well-favored', 'well-favoured', 'giving', 'bountiful', 'big', 'liberal', 'better-looking', 'handsome', 'bounteous', 'bighearted', 'openhanded', 'good-looking', 'fine-looking', 'freehanded']",no especificó
steamed,"['irritated', 'peeved', 'steam', 'steamed', 'pissed', 'stung', 'roiled', 'miffed', 'annoyed', 'nettled', 'pissed_off', 'riled', 'steamer', 'steam_clean']",no especificó
seen,"['understand', 'get_wind', 'run_into', 'find_out', 'figure', 'image', 'ensure', 'assure', 'project', 'control', 'go_out', 'reckon', 'determine', 'see_to_it', 'examine', 'witness', 'interpret', 'get_a_line', 'watch', 'experience', 'learn', 'visualise', 'meet', 'take_care', 'get_word', 'realize', 'catch', 'go_steady', 'run_across', 'construe', 'regard', 'see', 'come_across', 'consider', 'discover', 'check', 'envision', 'insure', 'look', 'ascertain', 'hear', 'go_through', 'attend', 'visualize', 'escort', 'picture', 'take_in', 'encounter', 'visit', 'date', 'realise', 'fancy', 'pick_up', 'find', 'view']",no especificó
Sunday,"['Sun', ""Lord's_Day"", 'Dominicus', 'William_Ashley_Sunday', 'Sunday', 'Billy_Sunday']",no especificó
isn't,[],no especificó
cool,"['chill', 'assuredness', 'nerveless', 'sang-froid', 'poise', 'cool_down', 'cool_off', 'coolheaded', 'aplomb', 'cool']",no especificó
embrace,"['comprehend', 'squeeze', 'cover', 'embracement', 'bosom', 'adopt', 'sweep_up', 'espouse', 'embracing', 'embrace', 'encompass', 'hug']",no especificó
sky,"['sky', 'toss', 'pitch', 'flip']",no especificó
ham,"['overplay', 'gammon', 'Ham', 'ham', 'overact', 'ham_it_up', 'ham_actor', 'jambon']",no especificó
could,[],no especificó
value,"['treasure', 'prise', 'esteem', 'respect', 'time_value', 'economic_value', 'note_value', 'measure', 'valuate', 'rate', 'prize', 'appreciate', 'appraise', 'evaluate', 'assess', 'value']",no especificó
Thanks,"['thanks', 'give_thanks', 'thank']",no especificó
smelled,"['sense', 'smell', 'reek', 'smack', 'smell_out']",no especificó
tactful,"['kid-glove', 'tactful']",no especificó
beautiful,['beautiful'],no especificó
posture,"['position', 'stance', 'military_posture', 'sit', 'model', 'posture', 'military_capability', 'pose', 'strength', 'bearing', 'carriage', 'attitude', 'military_strength']",no especificó
gently,"['lightly', 'gently', 'mildly', 'softly']",no especificó
grotesque,"['fantastic', 'fantastical', 'grotesque', 'monstrous', 'antic']",no especificó
because,[],no especificó
smiling,"['smile', 'grinning', 'grin', 'twinkly', 'beamish', 'smiling']",no especificó
But,"['just', 'but', 'only', 'simply', 'merely']",no especificó
wine,"['wine-coloured', 'vino', 'wine', 'wine-colored']",no especificó
amount,"['amount', 'total', 'sum', 'quantity', 'add_up', 'measure', 'come', 'sum_of_money', 'number', 'amount_of_money']",no especificó
said,"['tell', 'enjoin', 'enunciate', 'read', 'enounce', 'sound_out', 'said', 'articulate', 'aver', 'suppose', 'order', 'allege', 'pronounce', 'say', 'state', 'aforesaid', 'aforementioned']",no especificó
last,"['in_conclusion', 'live_on', 'finish', 'end', 'terminal', 'concluding', 'last-place', 'go', 'lowest', 'lastly', 'finis', 'finale', 'stopping_point', 'death', 'hold_out', 'last', ""shoemaker's_last"", 'endure', 'survive', 'final', 'net', ""cobbler's_last"", 'live', 'hold_up', 'utmost', 'final_stage', 'close', 'conclusion', 'finally']",no especificó
Perhaps,"['maybe', 'possibly', 'perchance', 'mayhap', 'perhaps', 'peradventure']",no especificó
long,"['recollective', 'farsighted', 'prospicient', 'retentive', 'tenacious', 'foresightful', 'long', 'yearn', 'longsighted', 'farseeing', 'hanker', 'foresighted']",no especificó
snorted,"['huff', 'take_a_hit', 'snort']",no especificó
today,"['nowadays', 'now', 'today']",no especificó
come,"['occur', 'fall', 'arrive', 'follow', 'ejaculate', 'total', 'get_along', 'come_in', 'cum', 'hail', 'number', 'seed', 'seminal_fluid', 'amount', 'semen', 'fare', 'add_up', 'come', 'derive', 'issue_forth', 'make_out', 'get', 'do', 'descend', 'come_up']",no especificó
putains,[],no especificó
Triomphe,[],no especificó
through,"['through_with', 'done', 'through_and_through', 'through']",no especificó
positive,"['positivist', 'plus', 'convinced', 'irrefutable', 'electropositive', 'confident', 'overconfident', 'cocksure', 'prescribed', 'positivistic', 'positive', 'positive_degree', 'confirming', 'positively_charged', 'incontrovertible']",no especificó
mine,['mine'],no especificó
do,"['DO', 'act', 'exercise', 'arrange', 'doh', 'practice', 'serve', 'manage', 'ut', 'execute', 'make', 'get_along', 'Doctor_of_Osteopathy', 'behave', 'coiffe', 'fare', 'suffice', 'come', 'cause', 'practise', 'set', 'make_out', 'coiffure', 'do', 'bash', 'brawl', 'coif', 'dress', 'answer', 'perform']",no especificó
down,"['kill', 'low', 'pop', 'gloomy', 'down_feather', 'belt_down', 'shoot_down', 'knock_down', 'Down', 'polish', 'John_L._H._Down', 'mastered', 'downwards', 'dispirited', 'downward', 'grim', 'downcast', 'pour_down', 'down_pat', 'blue', 'pile', 'refine', 'push_down', 'land', 'depressed', 'pull_down', 'consume', 'cut_down', 'bolt_down', 'downwardly', 'down', 'go_through', 'fine-tune', 'drink_down', 'downhearted', 'toss_off', 'low-spirited', 'down_in_the_mouth', 'devour']",no especificó
others,[],no especificó
bench,"['work_bench', 'terrace', 'judiciary', 'bench', 'Bench', 'workbench']",no especificó
fantastic,"['rattling', 'howling', 'fantastic', 'marvelous', 'terrific', 'wondrous', 'fantastical', 'wild', 'wonderful', 'grotesque', 'tremendous', 'grand', 'antic', 'marvellous']",no especificó
squeezed,"['contract', 'shove', 'twitch', 'force', 'nip', 'embrace', 'extort', 'hale', 'rack', 'stuff', 'tweet', 'pinch', 'coerce', 'compress', 'mash', 'squeeze', 'crush', 'gouge', 'thrust', 'pressure', 'compact', 'squelch', 'squash', 'hug', 'press', 'wring', 'wedge', 'bosom', 'twinge', 'constrict']",no especificó
from,[],no especificó
wouldn't,[],no especificó
--,[],no especificó
bullet,"['slug', 'bullet_train', 'bullet', 'smoke', 'heater', 'hummer', 'fastball']",no especificó
years,"['twelvemonth', 'year', 'days', 'geezerhood', 'long_time', 'yr', 'class', 'eld', 'old_age', 'years', 'age']",no especificó
topcoat,"['overcoat', 'greatcoat', 'topcoat']",no especificó
felt,"['felt_up', 'sense', 'matt-up', 'feel', 'matte_up', 'mat', 'mat_up', 'find', 'palpate', 'finger', 'felt', 'experience', 'matte']",no especificó
empty,"['hollow', 'evacuate', 'vacuous', 'vacate', 'empty-bellied', 'abandon', 'void', 'empty', 'discharge']",no especificó
concentrated,"['contract', 'concentrate', 'hard', 'pore', 'centralize', 'center', 'condense', 'boil_down', 'reduce', 'saturated', 'centre', 'rivet', 'focus', 'decoct', 'digest', 'concentrated', 'centralise']",no especificó
Orly,['Orly'],no especificó
aqua-lung,"['Aqua-Lung', 'aqualung', 'scuba']",no especificó
as,"['atomic_number_33', 'amp', 'ampere', 'A', 'as', 'axerophthol', 'angstrom', 'American_Samoa', 'antiophthalmic_factor', 'adenine', 'As', 'equally', 'every_bit', 'AS', 'vitamin_A', 'angstrom_unit', 'Eastern_Samoa', 'group_A', 'arsenic', 'a', 'deoxyadenosine_monophosphate', 'type_A']",no especificó
busy,"['interfering', 'meddling', 'fussy', 'busybodied', 'engaged', 'occupy', 'busy', 'in_use', 'meddlesome', 'officious']",no especificó
hot,"['live', 'red-hot', 'blistering', 'spicy', 'raging', 'hot']",no especificó
played,"['trifle', 'act', 'bring', 'played', 'diddle', 'flirt', 'work', 'roleplay', 'recreate', 'wager', 'play', 'playact', 'dally', 'represent', 'bet', 'spiel', 'meet', 'take_on', 'run', 'make_for', 'toy', 'wreak', 'fiddle', 'encounter', 'act_as']",no especificó
meaning,"['significance', 'imply', 'think', 'have_in_mind', 'signify', 'significant', 'substance', 'pregnant', 'mean', 'stand_for', 'import', 'think_of', 'meaning', 'intend', 'signification', 'entail']",no especificó
young,"['Cy_Young', 'Whitney_Young', 'Whitney_Moore_Young_Jr.', 'youth', 'young', 'youthful', 'Edward_Young', 'vernal', 'Brigham_Young', 'Pres_Young', 'untested', 'Lester_Willis_Young', 'unseasoned', 'Thomas_Young', 'untried', 'Young', 'Loretta_Young', 'offspring', 'new', 'Danton_True_Young', 'immature']",no especificó
(,[],no especificó
each,"['from_each_one', 'for_each_one', 'apiece', 'to_each_one', 'each']",no especificó
couldn't,[],no especificó
Maybe,"['maybe', 'possibly', 'perchance', 'mayhap', 'perhaps', 'peradventure']",no especificó
Her,[],no especificó
observed,"['mention', 'keep', 'watch_over', 'follow', 'keep_an_eye_on', 'detect', 'observed', 'ascertained', 'abide_by', 'honour', 'celebrate', 'watch', 'observe', 'maintain', 'respect', 'honor', 'remark', 'note', 'discover', 'discovered', 'find', 'take_note', 'notice']",no especificó
undressed,"['unattired', 'peel', 'discase', 'undressed', 'disinvest', 'strip_down', 'disrobe', 'ungarmented', 'ungarbed', 'unclothe', 'unappareled', 'unclad', 'strip', 'divest', 'undress', 'uncase']",no especificó
spring,"['take_a_hop', 'bound', 'rebound', 'springtime', 'recoil', 'saltation', 'leap', 'resile', 'jump', 'spring', 'springiness', 'leaping', 'ricochet', 'natural_spring', 'fountain', 'bounce', 'give', 'outpouring', 'form', 'reverberate', 'take_shape', 'outflow', 'take_form']",no especificó
grinned,['grin'],no especificó
left,"['forget', 'bequeath', 'depart', 'left_hand', 'left_over', 'go_out', 'left-hand', 'leave_alone', 'leftover', 'left', 'impart', 'provide', 'get_out', 'leave', 'left_wing', 'will', 'remaining', 'give', 'lead', 'go_away', 'exit', 'allow_for', 'result', 'allow', 'leftfield', 'odd', 'go_forth', 'pull_up_stakes', 'entrust', 'leave_behind', 'unexpended', 'pass_on', 'left_field']",no especificó
anesthetic,"['anesthetic_agent', 'anaesthetic_agent', 'anaesthetic', 'anesthetic']",no especificó
Tropic,"['tropical', 'tropic']",no especificó
'',[],no especificó
night's,[],no especificó
