w,taza
we,1000.0,"Organic Gardening and Farming,"
specialist,4.0,"Organic Gardening and Farming,"
leaving,0.16631130063965882,"Organic Gardening and Farming,"
thirty,0.3333333333333333,"Organic Gardening and Farming,"
after,0.048,"Organic Gardening and Farming,"
pear,300.0,"Organic Gardening and Farming,"
come,0.0508130081300813,"Organic Gardening and Farming,"
its,700.0,"Organic Gardening and Farming,"
needs,0.07434944237918216,"Organic Gardening and Farming,"
right,0.4226415094339623,"Organic Gardening and Farming,"
thiamin,100.0,"Organic Gardening and Farming,"
possible,0.1702127659574468,"Organic Gardening and Farming,"
still,0.10326086956521739,"Organic Gardening and Farming,"
appreciable,100.0,"Organic Gardening and Farming,"
get,0.049786628733997154,"Organic Gardening and Farming,"
more,0.1510791366906475,"Organic Gardening and Farming,"
sand,2.444444444444444,"Organic Gardening and Farming,"
at,0.032520325203252036,"Organic Gardening and Farming,"
eleven,0.35714285714285715,"Organic Gardening and Farming,"
moisture,0.2,"Organic Gardening and Farming,"
1-1/2,1000.0,"Organic Gardening and Farming,"
skin,2.25,"Organic Gardening and Farming,"
hay,2.0,"Organic Gardening and Farming,"
given,0.09741550695825049,"Organic Gardening and Farming,"
things,0.09090909090909091,"Organic Gardening and Farming,"
started,0.2040816326530612,"Organic Gardening and Farming,"
expressed,0.14285714285714285,"Organic Gardening and Farming,"
days,0.2393162393162393,"Organic Gardening and Farming,"
favorite,1.3333333333333333,"Organic Gardening and Farming,"
egg,0.6,"Organic Gardening and Farming,"
about,0.11707988980716254,"Organic Gardening and Farming,"
change,0.18292682926829268,"Organic Gardening and Farming,"
represented,0.026004728132387706,"Organic Gardening and Farming,"
be,0.15763546798029557,"Organic Gardening and Farming,"
adequacy,100.0,"Organic Gardening and Farming,"
Remove,0.07174887892376682,"Organic Gardening and Farming,"
produce,0.10059171597633136,"Organic Gardening and Farming,"
hills,0.7272727272727273,"Organic Gardening and Farming,"
24,1.0,"Organic Gardening and Farming,"
along,0.00228310502283105,"Organic Gardening and Farming,"
avocado,900.0,"Organic Gardening and Farming,"
average,0.12765957446808512,"Organic Gardening and Farming,"
neither,0.1,"Organic Gardening and Farming,"
down,0.6812227074235808,"Organic Gardening and Farming,"
while,0.044444444444444446,"Organic Gardening and Farming,"
4-inch,1000.0,"Organic Gardening and Farming,"
cool,6.25,"Organic Gardening and Farming,"
let,0.021582733812949638,"Organic Gardening and Farming,"
until,3000.0,"Organic Gardening and Farming,"
such,0.037383177570093455,"Organic Gardening and Farming,"
cause,0.01932367149758454,"Organic Gardening and Farming,"
iron,0.6153846153846154,"Organic Gardening and Farming,"
bloom,9.285714285714286,"Organic Gardening and Farming,"
freezing,0.5,"Organic Gardening and Farming,"
assets,0.42857142857142855,"Organic Gardening and Farming,"
prairie,1.0,"Organic Gardening and Farming,"
nutritional,100.0,"Organic Gardening and Farming,"
adequate,0.0693069306930693,"Organic Gardening and Farming,"
does,0.05742574257425742,"Organic Gardening and Farming,"
unsaturated,200.0,"Organic Gardening and Farming,"
Ants,100.0,"Organic Gardening and Farming,"
B,0.7368421052631579,"Organic Gardening and Farming,"
protected,0.21428571428571427,"Organic Gardening and Farming,"
part,0.3025210084033614,"Organic Gardening and Farming,"
period,0.18309859154929578,"Organic Gardening and Farming,"
give,0.04401228249744115,"Organic Gardening and Farming,"
birds,4.75,"Organic Gardening and Farming,"
fog,0.8666666666666667,"Organic Gardening and Farming,"
hours,0.14634146341463417,"Organic Gardening and Farming,"
Hospital,0.13333333333333333,"Organic Gardening and Farming,"
diluted,0.18867924528301888,"Organic Gardening and Farming,"
fatty,2.0,"Organic Gardening and Farming,"
worthwhile,100.0,"Organic Gardening and Farming,"
oftener,100.0,"Organic Gardening and Farming,"
thaw,1.7999999999999998,"Organic Gardening and Farming,"
response,0.07936507936507936,"Organic Gardening and Farming,"
Dakota,100.0,"Organic Gardening and Farming,"
but,0.07133592736705578,"Organic Gardening and Farming,"
running,0.10273972602739727,"Organic Gardening and Farming,"
harrowed,100.0,"Organic Gardening and Farming,"
puzzled,0.12820512820512822,"Organic Gardening and Farming,"
mulch,500.0,"Organic Gardening and Farming,"
mother,0.06748466257668712,"Organic Gardening and Farming,"
weeks,0.12121212121212122,"Organic Gardening and Farming,"
exciting,0.32075471698113206,"Organic Gardening and Farming,"
taken,0.05569205569205569,"Organic Gardening and Farming,"
on,0.0182648401826484,"Organic Gardening and Farming,"
It,800.0,"Organic Gardening and Farming,"
protein,100.0,"Organic Gardening and Farming,"
age,0.06547619047619048,"Organic Gardening and Farming,"
vitamins,200.0,"Organic Gardening and Farming,"
for,12000.0,"Organic Gardening and Farming,"
asked,0.12182741116751268,"Organic Gardening and Farming,"
provide,0.15789473684210528,"Organic Gardening and Farming,"
Treat,0.2222222222222222,"Organic Gardening and Farming,"
Give,0.04401228249744115,"Organic Gardening and Farming,"
Good,0.06583629893238434,"Organic Gardening and Farming,"
their,10000.0,"Organic Gardening and Farming,"
word,0.3333333333333333,"Organic Gardening and Farming,"
sunny,1.0,"Organic Gardening and Farming,"
seen,0.10280373831775702,"Organic Gardening and Farming,"
planted,0.11904761904761904,"Organic Gardening and Farming,"
fertilizer,100.0,"Organic Gardening and Farming,"
a,0.2520408163265306,"Organic Gardening and Farming,"
Aside,0.014545454545454545,"Organic Gardening and Farming,"
smaller,0.07009345794392523,"Organic Gardening and Farming,"
modern,0.15942028985507248,"Organic Gardening and Farming,"
abundance,1.5,"Organic Gardening and Farming,"
resulting,0.05063291139240506,"Organic Gardening and Farming,"
December,2.0,"Organic Gardening and Farming,"
developed,0.11415525114155252,"Organic Gardening and Farming,"
phosphate,100.0,"Organic Gardening and Farming,"
sought,0.16981132075471697,"Organic Gardening and Farming,"
off,0.10970464135021098,"Organic Gardening and Farming,"
of,59000.0,"Organic Gardening and Farming,"
said,0.03136531365313653,"Organic Gardening and Farming,"
pile,0.21212121212121213,"Organic Gardening and Farming,"
But,0.00648508430609598,"Organic Gardening and Farming,"
takes,0.05877551020408163,"Organic Gardening and Farming,"
she,1000.0,"Organic Gardening and Farming,"
As,0.017183025253840144,"Organic Gardening and Farming,"
dissolved,4.333333333333333,"Organic Gardening and Farming,"
no,0.09493670886075949,"Organic Gardening and Farming,"
firm,0.1337579617834395,"Organic Gardening and Farming,"
do,0.17786561264822134,"Organic Gardening and Farming,"
large,0.20481927710843373,"Organic Gardening and Farming,"
gluttons,100.0,"Organic Gardening and Farming,"
cut-down,1000.0,"Organic Gardening and Farming,"
than,6000.0,"Organic Gardening and Farming,"
or,31.5,"Organic Gardening and Farming,"
remain,0.1,"Organic Gardening and Farming,"
comes,0.1016260162601626,"Organic Gardening and Farming,"
room,0.023668639053254437,"Organic Gardening and Farming,"
had,0.16477768090671316,"Organic Gardening and Farming,"
frost,2.5,"Organic Gardening and Farming,"
think,0.09359605911330049,"Organic Gardening and Farming,"
anywhere,0.3333333333333333,"Organic Gardening and Farming,"
simply,0.0077619663648124185,"Organic Gardening and Farming,"
main,0.11475409836065575,"Organic Gardening and Farming,"
assures,0.06310679611650485,"Organic Gardening and Farming,"
to,59000.0,"Organic Gardening and Farming,"
None,0.058823529411764705,"Organic Gardening and Farming,"
tilth,7.0,"Organic Gardening and Farming,"
diet,100.0,"Organic Gardening and Farming,"
accomplished,0.1297709923664122,"Organic Gardening and Farming,"
Bartlett,100.0,"Organic Gardening and Farming,"
Florida,1.3333333333333333,"Organic Gardening and Farming,"
tiny,0.7,"Organic Gardening and Farming,"
leggy,100.0,"Organic Gardening and Farming,"
delay,0.2156862745098039,"Organic Gardening and Farming,"
care,0.06840390879478828,"Organic Gardening and Farming,"
little,0.6268656716417911,"Organic Gardening and Farming,"
experimental,0.3,"Organic Gardening and Farming,"
ignores,0.45454545454545453,"Organic Gardening and Farming,"
take,0.1763265306122449,"Organic Gardening and Farming,"
round,0.1977401129943503,"Organic Gardening and Farming,"
unlike,0.24,"Organic Gardening and Farming,"
they,12000.0,"Organic Gardening and Farming,"
72,100.0,"Organic Gardening and Farming,"
United,0.45454545454545453,"Organic Gardening and Farming,"
taste,1.222222222222222,"Organic Gardening and Farming,"
bloomed,3.0,"Organic Gardening and Farming,"
stop,0.2233009708737864,"Organic Gardening and Farming,"
blossoms,3.142857142857143,"Organic Gardening and Farming,"
roughly,0.01937984496124031,"Organic Gardening and Farming,"
especially,0.16,"Organic Gardening and Farming,"
substitute,1.069767441860465,"Organic Gardening and Farming,"
day,0.7384615384615384,"Organic Gardening and Farming,"
builder,100.0,"Organic Gardening and Farming,"
wonderfully,2.6666666666666665,"Organic Gardening and Farming,"
me,200.0,"Organic Gardening and Farming,"
record,0.1875,"Organic Gardening and Farming,"
greenhouse,0.5,"Organic Gardening and Farming,"
spray,7.0,"Organic Gardening and Farming,"
protection,0.5625,"Organic Gardening and Farming,"
texture,0.3333333333333333,"Organic Gardening and Farming,"
spongy,100.0,"Organic Gardening and Farming,"
solicitude,100.0,"Organic Gardening and Farming,"
time,0.3264248704663213,"Organic Gardening and Farming,"
then,0.02962962962962963,"Organic Gardening and Farming,"
hard,0.20689655172413796,"Organic Gardening and Farming,"
plant's,1000.0,"Organic Gardening and Farming,"
love,0.32727272727272727,"Organic Gardening and Farming,"
fine,0.5769230769230769,"Organic Gardening and Farming,"
years,0.04,"Organic Gardening and Farming,"
pulverized,100.0,"Organic Gardening and Farming,"
keep,0.2116788321167883,"Organic Gardening and Farming,"
unpleasant,1.0,"Organic Gardening and Farming,"
blooming,12.0,"Organic Gardening and Farming,"
garden,0.08333333333333333,"Organic Gardening and Farming,"
Veterans',1000.0,"Organic Gardening and Farming,"
green,1.647058823529412,"Organic Gardening and Farming,"
An,100.0,"Organic Gardening and Farming,"
advice,0.25,"Organic Gardening and Farming,"
significantly,1.0,"Organic Gardening and Farming,"
buying,0.25,"Organic Gardening and Farming,"
excelsior,100.0,"Organic Gardening and Farming,"
Pansies,32.0,"Organic Gardening and Farming,"
just,0.11594202898550725,"Organic Gardening and Farming,"
healthful,1.0,"Organic Gardening and Farming,"
spread,0.5538461538461539,"Organic Gardening and Farming,"
deal,0.2037617554858934,"Organic Gardening and Farming,"
season,1.0769230769230769,"Organic Gardening and Farming,"
methods,0.18181818181818182,"Organic Gardening and Farming,"
over,0.21875,"Organic Gardening and Farming,"
become,0.06896551724137931,"Organic Gardening and Farming,"
apply,0.08783783783783783,"Organic Gardening and Farming,"
tree,0.2,"Organic Gardening and Farming,"
blossom,4.714285714285714,"Organic Gardening and Farming,"
flowers,9.142857142857142,"Organic Gardening and Farming,"
go,0.277992277992278,"Organic Gardening and Farming,"
big,0.16666666666666666,"Organic Gardening and Farming,"
regularity,100.0,"Organic Gardening and Farming,"
per,1000.0,"Organic Gardening and Farming,"
now,0.13903743315508021,"Organic Gardening and Farming,"
covers,0.16887417218543047,"Organic Gardening and Farming,"
have,0.3539668700959024,"Organic Gardening and Farming,"
rich,0.6190476190476191,"Organic Gardening and Farming,"
male,3.5,"Organic Gardening and Farming,"
Calcium,0.75,"Organic Gardening and Farming,"
Would,1000.0,"Organic Gardening and Farming,"
her,1000.0,"Organic Gardening and Farming,"
sweet,2.4166666666666665,"Organic Gardening and Farming,"
each,0.3703703703703704,"Organic Gardening and Farming,"
shipping,0.3,"Organic Gardening and Farming,"
all,0.01639344262295082,"Organic Gardening and Farming,"
remove,0.07174887892376682,"Organic Gardening and Farming,"
neighbors',1000.0,"Organic Gardening and Farming,"
my,7000.0,"Organic Gardening and Farming,"
cut,0.7065217391304347,"Organic Gardening and Farming,"
fat,0.8571428571428571,"Organic Gardening and Farming,"
border,0.6216216216216216,"Organic Gardening and Farming,"
unimproved,100.0,"Organic Gardening and Farming,"
dependable,0.05,"Organic Gardening and Farming,"
Coral,100.0,"Organic Gardening and Farming,"
recommend,0.6153846153846154,"Organic Gardening and Farming,"
porous,200.0,"Organic Gardening and Farming,"
secret,0.5333333333333333,"Organic Gardening and Farming,"
catch,0.12333333333333332,"Organic Gardening and Farming,"
beautiful,0.125,"Organic Gardening and Farming,"
question,0.11971830985915492,"Organic Gardening and Farming,"
grow,0.33210332103321033,"Organic Gardening and Farming,"
cover,0.16887417218543047,"Organic Gardening and Farming,"
seed,0.425531914893617,"Organic Gardening and Farming,"
cooled,0.5714285714285714,"Organic Gardening and Farming,"
pansy,48.0,"Organic Gardening and Farming,"
though,0.017857142857142856,"Organic Gardening and Farming,"
thawing,1.7999999999999998,"Organic Gardening and Farming,"
destroyed,0.6363636363636364,"Organic Gardening and Farming,"
intelligent,0.16326530612244897,"Organic Gardening and Farming,"
properly,0.15217391304347827,"Organic Gardening and Farming,"
greens,0.5882352941176471,"Organic Gardening and Farming,"
every,0.08163265306122448,"Organic Gardening and Farming,"
circulatory,100.0,"Organic Gardening and Farming,"
add,0.38805970149253727,"Organic Gardening and Farming,"
practice,0.05078125,"Organic Gardening and Farming,"
refrigerated,100.0,"Organic Gardening and Farming,"
determine,0.08208955223880597,"Organic Gardening and Farming,"
bud,1.0,"Organic Gardening and Farming,"
thrifty,0.3333333333333333,"Organic Gardening and Farming,"
vigorous,0.5,"Organic Gardening and Farming,"
through,0.025477707006369428,"Organic Gardening and Farming,"
steamed,3.5,"Organic Gardening and Farming,"
trace,0.23076923076923078,"Organic Gardening and Farming,"
subtle,1.3333333333333333,"Organic Gardening and Farming,"
sizzling,100.0,"Organic Gardening and Farming,"
Whenever,1000.0,"Organic Gardening and Farming,"
forward,0.4411764705882353,"Organic Gardening and Farming,"
seedbed,200.0,"Organic Gardening and Farming,"
minerals,1.0,"Organic Gardening and Farming,"
applied,0.0903225806451613,"Organic Gardening and Farming,"
salad,1.0,"Organic Gardening and Farming,"
temperature,2.5,"Organic Gardening and Farming,"
frames,0.2151898734177215,"Organic Gardening and Farming,"
flavor,0.3,"Organic Gardening and Farming,"
working,0.06765676567656766,"Organic Gardening and Farming,"
sprays,2.3333333333333335,"Organic Gardening and Farming,"
body,0.19642857142857142,"Organic Gardening and Farming,"
February,3.0,"Organic Gardening and Farming,"
it,3000.0,"Organic Gardening and Farming,"
pegging,2.0,"Organic Gardening and Farming,"
move,0.10280373831775702,"Organic Gardening and Farming,"
exhibition,1.0,"Organic Gardening and Farming,"
ventilation,1.1428571428571428,"Organic Gardening and Farming,"
added,0.5373134328358209,"Organic Gardening and Farming,"
Wilson,0.4,"Organic Gardening and Farming,"
fingers,0.13043478260869565,"Organic Gardening and Farming,"
apart,0.3333333333333333,"Organic Gardening and Farming,"
meaty,100.0,"Organic Gardening and Farming,"
discover,0.1444866920152091,"Organic Gardening and Farming,"
frequent,0.7272727272727273,"Organic Gardening and Farming,"
foliage,1.3333333333333333,"Organic Gardening and Farming,"
midsummer,100.0,"Organic Gardening and Farming,"
unusual,0.09523809523809523,"Organic Gardening and Farming,"
transportation,2.5,"Organic Gardening and Farming,"
yet,0.06109324758842444,"Organic Gardening and Farming,"
University,0.14285714285714285,"Organic Gardening and Farming,"
consistency,0.0784313725490196,"Organic Gardening and Farming,"
lustily,100.0,"Organic Gardening and Farming,"
learned,0.10064935064935066,"Organic Gardening and Farming,"
leaf,1.7999999999999998,"Organic Gardening and Farming,"
Don't,1000.0,"Organic Gardening and Farming,"
nearby,0.25,"Organic Gardening and Farming,"
need,0.06504065040650407,"Organic Gardening and Farming,"
year,0.273972602739726,"Organic Gardening and Farming,"
Once,0.1320754716981132,"Organic Gardening and Farming,"
job,0.0979020979020979,"Organic Gardening and Farming,"
feeling,0.0668693009118541,"Organic Gardening and Farming,"
when,8000.0,"Organic Gardening and Farming,"
velvety,200.0,"Organic Gardening and Farming,"
zero,0.29032258064516125,"Organic Gardening and Farming,"
huge,0.4444444444444444,"Organic Gardening and Farming,"
orange,2.0,"Organic Gardening and Farming,"
South,0.29268292682926833,"Organic Gardening and Farming,"
16,0.36363636363636365,"Organic Gardening and Farming,"
enough,0.1485148514851485,"Organic Gardening and Farming,"
easy,0.1627906976744186,"Organic Gardening and Farming,"
harder,0.20689655172413796,"Organic Gardening and Farming,"
budded,1.0,"Organic Gardening and Farming,"
nor,1000.0,"Organic Gardening and Farming,"
talked,0.2786885245901639,"Organic Gardening and Farming,"
kitchen,0.06666666666666667,"Organic Gardening and Farming,"
nothing,0.5090909090909091,"Organic Gardening and Farming,"
