w,taza
nurses,0.5652173913043479," The Atlanta Constitution,"
commissioners,100.0," The Atlanta Constitution,"
presented,0.08438818565400844," The Atlanta Constitution,"
any,0.03296703296703297," The Atlanta Constitution,"
modification,0.16666666666666666," The Atlanta Constitution,"
most,0.03991130820399113," The Atlanta Constitution,"
pros,0.15384615384615385," The Atlanta Constitution,"
tops,0.38181818181818183," The Atlanta Constitution,"
wade,3.0," The Atlanta Constitution,"
complex,0.26666666666666666," The Atlanta Constitution,"
issues,0.12772585669781933," The Atlanta Constitution,"
even,0.11501597444089458," The Atlanta Constitution,"
several,0.049180327868852465," The Atlanta Constitution,"
President,0.3448275862068966," The Atlanta Constitution,"
Cuba,100.0," The Atlanta Constitution,"
work,0.13442622950819672," The Atlanta Constitution,"
agency,0.05714285714285714," The Atlanta Constitution,"
U.S.,0.3548387096774193," The Atlanta Constitution,"
powers,0.1065989847715736," The Atlanta Constitution,"
undertaking,0.22641509433962262," The Atlanta Constitution,"
nation,0.08264462809917356," The Atlanta Constitution,"
Communist,2.0," The Atlanta Constitution,"
High-speed,0.6666666666666666," The Atlanta Constitution,"
behooves,100.0," The Atlanta Constitution,"
few,0.014084507042253521," The Atlanta Constitution,"
ban,5.0," The Atlanta Constitution,"
amounts,0.05649717514124294," The Atlanta Constitution,"
known,0.10714285714285714," The Atlanta Constitution,"
tyranny,2.75," The Atlanta Constitution,"
budgeting,1.0," The Atlanta Constitution,"
door,0.10526315789473684," The Atlanta Constitution,"
grave,0.7058823529411764," The Atlanta Constitution,"
spending,0.3448275862068966," The Atlanta Constitution,"
Stolzenbach,1000.0," The Atlanta Constitution,"
put,0.06415094339622641," The Atlanta Constitution,"
final,0.06481481481481481," The Atlanta Constitution,"
Until,1000.0," The Atlanta Constitution,"
Rusk,300.0," The Atlanta Constitution,"
attractive,0.25," The Atlanta Constitution,"
And,1000.0," The Atlanta Constitution,"
already,0.037037037037037035," The Atlanta Constitution,"
convened,100.0," The Atlanta Constitution,"
maintaining,0.1971830985915493," The Atlanta Constitution,"
best,0.0712166172106825," The Atlanta Constitution,"
doing,0.047524752475247525," The Atlanta Constitution,"
procedures,0.2," The Atlanta Constitution,"
kind,0.047619047619047616," The Atlanta Constitution,"
area,0.18867924528301888," The Atlanta Constitution,"
65,3.0," The Atlanta Constitution,"
Patients,0.25," The Atlanta Constitution,"
look,0.060669456066945605," The Atlanta Constitution,"
removes,0.07174887892376682," The Atlanta Constitution,"
much,0.13714285714285715," The Atlanta Constitution,"
make,0.09900990099009901," The Atlanta Constitution,"
are,0.07614607614607614," The Atlanta Constitution,"
British,1.5," The Atlanta Constitution,"
efforts,0.15841584158415842," The Atlanta Constitution,"
sanitation,200.0," The Atlanta Constitution,"
appropriations,200.0," The Atlanta Constitution,"
membership,0.5," The Atlanta Constitution,"
great,0.41208791208791207," The Atlanta Constitution,"
fund,0.14583333333333334," The Atlanta Constitution,"
Mennen,1000.0," The Atlanta Constitution,"
men,0.056249999999999994," The Atlanta Constitution,"
poetic,2.0," The Atlanta Constitution,"
elsewhere,0.5," The Atlanta Constitution,"
meals,0.25," The Atlanta Constitution,"
expended,0.05063291139240506," The Atlanta Constitution,"
war,0.36363636363636365," The Atlanta Constitution,"
getting,0.05052631578947368," The Atlanta Constitution,"
whether,2000.0," The Atlanta Constitution,"
repression,1.0," The Atlanta Constitution,"
unit,0.15151515151515152," The Atlanta Constitution,"
banning,11.0," The Atlanta Constitution,"
Somewhere,0.3333333333333333," The Atlanta Constitution,"
Rome,1.0," The Atlanta Constitution,"
character,0.13953488372093023," The Atlanta Constitution,"
National,0.054945054945054944," The Atlanta Constitution,"
Secretary,2.4," The Atlanta Constitution,"
because,2000.0," The Atlanta Constitution,"
somebody,0.07894736842105264," The Atlanta Constitution,"
alternative,0.1724137931034483," The Atlanta Constitution,"
duty,0.5714285714285714," The Atlanta Constitution,"
without,3000.0," The Atlanta Constitution,"
considering,0.048," The Atlanta Constitution,"
projects,0.10612244897959183," The Atlanta Constitution,"
Benefactor,100.0," The Atlanta Constitution,"
mouthing,0.10714285714285714," The Atlanta Constitution,"
We,1000.0," The Atlanta Constitution,"
stations,0.058252427184466014," The Atlanta Constitution,"
await,0.047619047619047616," The Atlanta Constitution,"
out,0.08426966292134831," The Atlanta Constitution,"
received,0.019157088122605363," The Atlanta Constitution,"
fire,0.12374581939799331," The Atlanta Constitution,"
Agency,0.05714285714285714," The Atlanta Constitution,"
Africans,0.5," The Atlanta Constitution,"
peeled,1.1," The Atlanta Constitution,"
system,0.3333333333333333," The Atlanta Constitution,"
banding,0.5," The Atlanta Constitution,"
may,0.03550295857988166," The Atlanta Constitution,"
normal,0.1111111111111111," The Atlanta Constitution,"
sales,0.4375," The Atlanta Constitution,"
He,0.005239030779305829," The Atlanta Constitution,"
politicians,4.0," The Atlanta Constitution,"
By,0.0137221269296741," The Atlanta Constitution,"
arrived,0.02857142857142857," The Atlanta Constitution,"
abduction,100.0," The Atlanta Constitution,"
learning,0.10839160839160839," The Atlanta Constitution,"
thus,0.033962264150943396," The Atlanta Constitution,"
Glen,100.0," The Atlanta Constitution,"
Dictator,3.0," The Atlanta Constitution,"
deter,1.5," The Atlanta Constitution,"
the,131000.0," The Atlanta Constitution,"
understand,0.07792207792207792," The Atlanta Constitution,"
improving,0.018666666666666668," The Atlanta Constitution,"
fiefdom,100.0," The Atlanta Constitution,"
even-handed,1000.0," The Atlanta Constitution,"
study,0.07303370786516854," The Atlanta Constitution,"
showdown,1.0," The Atlanta Constitution,"
tyrant,3.0," The Atlanta Constitution,"
Then,0.019753086419753086," The Atlanta Constitution,"
ways,0.06147540983606558," The Atlanta Constitution,"
defense,6.285714285714286," The Atlanta Constitution,"
like,0.06769230769230769," The Atlanta Constitution,"
"$83,750",1000.0," The Atlanta Constitution,"
Trujillo,9000.0," The Atlanta Constitution,"
uncovered,0.6363636363636364," The Atlanta Constitution,"
been,0.13366336633663367," The Atlanta Constitution,"
interim,1.0," The Atlanta Constitution,"
will,0.18," The Atlanta Constitution,"
bond,1.625," The Atlanta Constitution,"
five-member,1000.0," The Atlanta Constitution,"
brinkmanship,100.0," The Atlanta Constitution,"
which,7000.0," The Atlanta Constitution,"
forces,0.15476190476190477," The Atlanta Constitution,"
limited,0.17142857142857143," The Atlanta Constitution,"
faith,0.17857142857142858," The Atlanta Constitution,"
ideological,2.0," The Atlanta Constitution,"
tackle,1.2857142857142856," The Atlanta Constitution,"
present,0.09205020920502092," The Atlanta Constitution,"
fee,3.0," The Atlanta Constitution,"
advised,1.2," The Atlanta Constitution,"
This,3000.0," The Atlanta Constitution,"
made,0.13342053629823414," The Atlanta Constitution,"
League,2.0," The Atlanta Constitution,"
we,4000.0," The Atlanta Constitution,"
conditions,0.20879120879120877," The Atlanta Constitution,"
position,0.07052896725440806," The Atlanta Constitution,"
army,0.8," The Atlanta Constitution,"
dictum,100.0," The Atlanta Constitution,"
extended,0.1517857142857143," The Atlanta Constitution,"
toward,5000.0," The Atlanta Constitution,"
opened,0.06557377049180328," The Atlanta Constitution,"
Vandiver,2000.0," The Atlanta Constitution,"
after,0.14400000000000002," The Atlanta Constitution,"
come,0.1016260162601626," The Atlanta Constitution,"
its,900.0," The Atlanta Constitution,"
helps,0.2857142857142857," The Atlanta Constitution,"
right,0.31698113207547174," The Atlanta Constitution,"
needs,0.14869888475836432," The Atlanta Constitution,"
spends,0.16," The Atlanta Constitution,"
Keep,0.2116788321167883," The Atlanta Constitution,"
relations,0.38636363636363635," The Atlanta Constitution,"
wage,0.1935483870967742," The Atlanta Constitution,"
Even,0.038338658146964855," The Atlanta Constitution,"
still,0.10326086956521739," The Atlanta Constitution,"
possible,0.0425531914893617," The Atlanta Constitution,"
anything,1000.0," The Atlanta Constitution,"
more,0.12949640287769784," The Atlanta Constitution,"
at,0.03902439024390244," The Atlanta Constitution,"
executive,1.5," The Atlanta Constitution,"
went,0.08131241084165478," The Atlanta Constitution,"
limiting,0.29411764705882354," The Atlanta Constitution,"
"$1,250,000",1000.0," The Atlanta Constitution,"
governor,1.0," The Atlanta Constitution,"
planning,0.7547169811320755," The Atlanta Constitution,"
entire,0.0967741935483871," The Atlanta Constitution,"
experts,0.3333333333333333," The Atlanta Constitution,"
intensive,100.0," The Atlanta Constitution,"
Last,0.07142857142857142," The Atlanta Constitution,"
Cities,0.06818181818181819," The Atlanta Constitution,"
stand,0.5370370370370371," The Atlanta Constitution,"
rapidly,0.29411764705882354," The Atlanta Constitution,"
aggressions,6.0," The Atlanta Constitution,"
given,0.048707753479125246," The Atlanta Constitution,"
things,0.030303030303030304," The Atlanta Constitution,"
started,0.1020408163265306," The Atlanta Constitution,"
Perhaps,0.13636363636363638," The Atlanta Constitution,"
minds,0.0898876404494382," The Atlanta Constitution,"
about,0.023415977961432508," The Atlanta Constitution,"
Jefferson's,1000.0," The Atlanta Constitution,"
Confidence,0.5," The Atlanta Constitution,"
be,0.33497536945812806," The Atlanta Constitution,"
almost,0.017738359201773836," The Atlanta Constitution,"
gearing,0.46153846153846156," The Atlanta Constitution,"
action,0.4864864864864865," The Atlanta Constitution,"
Power,0.2131979695431472," The Atlanta Constitution,"
greatest,0.15053763440860216," The Atlanta Constitution,"
wealth,0.75," The Atlanta Constitution,"
heightened,0.42105263157894735," The Atlanta Constitution,"
months,0.25," The Atlanta Constitution,"
between,0.07228915662650602," The Atlanta Constitution,"
forecasts,0.6785714285714286," The Atlanta Constitution,"
company,0.24444444444444444," The Atlanta Constitution,"
seek,0.13725490196078433," The Atlanta Constitution,"
$3.15,1000.0," The Atlanta Constitution,"
low-grade,100.0," The Atlanta Constitution,"
average,0.12765957446808512," The Atlanta Constitution,"
along,0.00228310502283105," The Atlanta Constitution,"
deserve,0.8," The Atlanta Constitution,"
representative,0.13432835820895522," The Atlanta Constitution,"
includes,0.15789473684210528," The Atlanta Constitution,"
State,0.22900763358778625," The Atlanta Constitution,"
demonstrating,0.10743801652892561," The Atlanta Constitution,"
Benefactor's,1000.0," The Atlanta Constitution,"
belief,0.11904761904761904," The Atlanta Constitution,"
such,0.056074766355140186," The Atlanta Constitution,"
city,0.13636363636363638," The Atlanta Constitution,"
improved,0.08450704225352113," The Atlanta Constitution,"
buses,18.666666666666668," The Atlanta Constitution,"
Georgia,2.857142857142857," The Atlanta Constitution,"
rapid,1.0," The Atlanta Constitution,"
established,0.07102272727272728," The Atlanta Constitution,"
jobs,0.0979020979020979," The Atlanta Constitution,"
analysis,0.36363636363636365," The Atlanta Constitution,"
possibility,0.1764705882352941," The Atlanta Constitution,"
confidence,0.5," The Atlanta Constitution,"
know,0.11267605633802817," The Atlanta Constitution,"
ending,0.08064516129032258," The Atlanta Constitution,"
mighty,0.04081632653061224," The Atlanta Constitution,"
Perez,1000.0," The Atlanta Constitution,"
Tardily,0.08333333333333333," The Atlanta Constitution,"
does,0.05742574257425742," The Atlanta Constitution,"
power,0.1065989847715736," The Atlanta Constitution,"
industry,0.5333333333333333," The Atlanta Constitution,"
staff,1.0," The Atlanta Constitution,"
part,0.1512605042016807," The Atlanta Constitution,"
spared,0.6666666666666666," The Atlanta Constitution,"
movement,0.125," The Atlanta Constitution,"
too,0.1306122448979592," The Atlanta Constitution,"
free,0.47058823529411764," The Atlanta Constitution,"
Communist-type,1000.0," The Atlanta Constitution,"
hours,0.14634146341463417," The Atlanta Constitution,"
willing,0.02702702702702703," The Atlanta Constitution,"
Hospital,0.13333333333333333," The Atlanta Constitution,"
Kansas,0.8571428571428571," The Atlanta Constitution,"
influence,0.056603773584905655," The Atlanta Constitution,"
expansion,1.0," The Atlanta Constitution,"
countless,2.2," The Atlanta Constitution,"
beam,0.43902439024390244," The Atlanta Constitution,"
but,0.04539559014267186," The Atlanta Constitution,"
noire,1000.0," The Atlanta Constitution,"
means,0.05363984674329502," The Atlanta Constitution,"
answered,0.034482758620689655," The Atlanta Constitution,"
praise,4.0," The Atlanta Constitution,"
tarnished,5.0," The Atlanta Constitution,"
assassination,100.0," The Atlanta Constitution,"
Galindez,1000.0," The Atlanta Constitution,"
quashed,0.7333333333333334," The Atlanta Constitution,"
reason,0.12222222222222222," The Atlanta Constitution,"
taken,0.05569205569205569," The Atlanta Constitution,"
on,0.02968036529680365," The Atlanta Constitution,"
It,600.0," The Atlanta Constitution,"
age,0.06547619047619048," The Atlanta Constitution,"
for,26000.0," The Atlanta Constitution,"
provide,0.15789473684210528," The Atlanta Constitution,"
spate,0.3780487804878049," The Atlanta Constitution,"
their,3000.0," The Atlanta Constitution,"
express,0.24590163934426232," The Atlanta Constitution,"
a,0.16360544217687073," The Atlanta Constitution,"
dollars,1.1666666666666667," The Atlanta Constitution,"
ahead,0.08333333333333333," The Atlanta Constitution,"
chanted,1.0," The Atlanta Constitution,"
together,0.1," The Atlanta Constitution,"
attracted,0.25," The Atlanta Constitution,"
outside,0.1348314606741573," The Atlanta Constitution,"
taxes,0.31578947368421056," The Atlanta Constitution,"
aware,0.4," The Atlanta Constitution,"
could,2000.0," The Atlanta Constitution,"
rate,0.09944751381215469," The Atlanta Constitution,"
ill,0.5333333333333333," The Atlanta Constitution,"
here,0.07407407407407407," The Atlanta Constitution,"
able,0.08333333333333333," The Atlanta Constitution,"
of,75000.0," The Atlanta Constitution,"
considerable,0.3333333333333333," The Atlanta Constitution,"
said,0.03136531365313653," The Atlanta Constitution,"
junks,0.38888888888888884," The Atlanta Constitution,"
But,0.0324254215304799," The Atlanta Constitution,"
shuffle,0.06896551724137931," The Atlanta Constitution,"
takes,0.05877551020408163," The Atlanta Constitution,"
More,0.021582733812949638," The Atlanta Constitution,"
launching,0.17391304347826086," The Atlanta Constitution,"
40,0.625," The Atlanta Constitution,"
sample,0.1935483870967742," The Atlanta Constitution,"
crisis,0.5," The Atlanta Constitution,"
delusion,1.0," The Atlanta Constitution,"
no,0.04746835443037974," The Atlanta Constitution,"
downtown,2.0," The Atlanta Constitution,"
expects,0.08527131782945736," The Atlanta Constitution,"
13,1.2," The Atlanta Constitution,"
do,0.23715415019762845," The Atlanta Constitution,"
firm,0.1337579617834395," The Atlanta Constitution,"
Transportation,2.5," The Atlanta Constitution,"
large,0.10240963855421686," The Atlanta Constitution,"
legislature,100.0," The Atlanta Constitution,"
auto,0.07142857142857142," The Atlanta Constitution,"
recent,0.13043478260869565," The Atlanta Constitution,"
deterrent,1.1428571428571428," The Atlanta Constitution,"
admitting,0.08633093525179855," The Atlanta Constitution,"
reform,12.0," The Atlanta Constitution,"
tax,0.7894736842105263," The Atlanta Constitution,"
people's,1000.0," The Atlanta Constitution,"
than,3000.0," The Atlanta Constitution,"
or,10.5," The Atlanta Constitution,"
how,2000.0," The Atlanta Constitution,"
March,0.38888888888888884," The Atlanta Constitution,"
Planning,0.1509433962264151," The Atlanta Constitution,"
came,0.04106776180698152," The Atlanta Constitution,"
comes,0.0508130081300813," The Atlanta Constitution,"
had,0.11769834350479512," The Atlanta Constitution,"
jails,3.75," The Atlanta Constitution,"
Western,1.0," The Atlanta Constitution,"
profession,0.8," The Atlanta Constitution,"
Brookmont,1000.0," The Atlanta Constitution,"
to,48000.0," The Atlanta Constitution,"
Look,0.060669456066945605," The Atlanta Constitution,"
leeway,0.8," The Atlanta Constitution,"
knew,0.11267605633802817," The Atlanta Constitution,"
acceptance,1.6," The Atlanta Constitution,"
laid,0.04," The Atlanta Constitution,"
tacit,0.15789473684210528," The Atlanta Constitution,"
stability,3.0," The Atlanta Constitution,"
ability,0.029411764705882353," The Atlanta Constitution,"
accomplished,0.1297709923664122," The Atlanta Constitution,"
faced,0.03365384615384615," The Atlanta Constitution,"
blood-thirsty,1000.0," The Atlanta Constitution,"
Government,0.2647058823529412," The Atlanta Constitution,"
Trujillo's,1000.0," The Atlanta Constitution,"
Cabin,0.16666666666666666," The Atlanta Constitution,"
Castro,1.0," The Atlanta Constitution,"
congratulate,0.75," The Atlanta Constitution,"
New,0.05641025641025641," The Atlanta Constitution,"
Georgia's,2000.0," The Atlanta Constitution,"
Milledgeville,1000.0," The Atlanta Constitution,"
Area,0.09433962264150944," The Atlanta Constitution,"
muscle,4.5," The Atlanta Constitution,"
allocated,100.0," The Atlanta Constitution,"
little,0.06965174129353234," The Atlanta Constitution,"
areas,0.18867924528301888," The Atlanta Constitution,"
demonstration,1.2," The Atlanta Constitution,"
Emmerich,1000.0," The Atlanta Constitution,"
scores,0.15151515151515152," The Atlanta Constitution,"
wolves,2.2," The Atlanta Constitution,"
boost,0.6285714285714286," The Atlanta Constitution,"
end,0.06498194945848375," The Atlanta Constitution,"
article,0.6666666666666666," The Atlanta Constitution,"
conjunction,3.666666666666667," The Atlanta Constitution,"
attracting,0.25," The Atlanta Constitution,"
welfare,0.6428571428571428," The Atlanta Constitution,"
Marcos,1000.0," The Atlanta Constitution,"
easily,0.05084745762711864," The Atlanta Constitution,"
believing,0.05309734513274337," The Atlanta Constitution,"
they,4000.0," The Atlanta Constitution,"
Washington,1.4666666666666668," The Atlanta Constitution,"
fiscal,3.0," The Atlanta Constitution,"
United,1.8181818181818181," The Atlanta Constitution,"
including,0.15789473684210528," The Atlanta Constitution,"
stop,0.2233009708737864," The Atlanta Constitution,"
inattentive,100.0," The Atlanta Constitution,"
left,0.15102974828375287," The Atlanta Constitution,"
especially,0.16," The Atlanta Constitution,"
major,0.2631578947368421," The Atlanta Constitution,"
penal,2.0," The Atlanta Constitution,"
day,0.5538461538461538," The Atlanta Constitution,"
strengthening,1.0," The Atlanta Constitution,"
record,0.5625," The Atlanta Constitution,"
turmoil,1.0," The Atlanta Constitution,"
plot,0.36363636363636365," The Atlanta Constitution,"
information,0.25," The Atlanta Constitution,"
making,0.04903314917127072," The Atlanta Constitution,"
protection,0.5625," The Atlanta Constitution,"
bluff,1.25," The Atlanta Constitution,"
inviting,0.9230769230769231," The Atlanta Constitution,"
time,0.09326424870466322," The Atlanta Constitution,"
field,0.2631578947368421," The Atlanta Constitution,"
sufficient,0.3333333333333333," The Atlanta Constitution,"
deaths,0.04186046511627907," The Atlanta Constitution,"
shall,1000.0," The Atlanta Constitution,"
Chairman,0.1923076923076923," The Atlanta Constitution,"
love,0.16363636363636364," The Atlanta Constitution,"
years,0.12," The Atlanta Constitution,"
meaning,0.1," The Atlanta Constitution,"
keep,0.2116788321167883," The Atlanta Constitution,"
abundant,1.0," The Atlanta Constitution,"
drag,1.0476190476190477," The Atlanta Constitution,"
maintenance,1.0," The Atlanta Constitution,"
promise,0.3," The Atlanta Constitution,"
conscience,1.3333333333333333," The Atlanta Constitution,"
pensions,2.0," The Atlanta Constitution,"
full-time,0.14285714285714285," The Atlanta Constitution,"
atmosphere,0.23076923076923078," The Atlanta Constitution,"
reportedly,1.0," The Atlanta Constitution,"
builds,0.10599078341013825," The Atlanta Constitution,"
Russia,0.6363636363636364," The Atlanta Constitution,"
future,0.16666666666666666," The Atlanta Constitution,"
trust,0.3689320388349514," The Atlanta Constitution,"
outright,0.8571428571428571," The Atlanta Constitution,"
deal,0.2037617554858934," The Atlanta Constitution,"
title,0.55," The Atlanta Constitution,"
benevolent,0.7857142857142857," The Atlanta Constitution,"
become,0.06896551724137931," The Atlanta Constitution,"
arms,0.36," The Atlanta Constitution,"
go,0.18532818532818535," The Atlanta Constitution,"
per,5000.0," The Atlanta Constitution,"
regularity,100.0," The Atlanta Constitution,"
idea,0.056603773584905655," The Atlanta Constitution,"
penetrating,0.8181818181818181," The Atlanta Constitution,"
now,0.34759358288770054," The Atlanta Constitution,"
have,0.1769834350479512," The Atlanta Constitution,"
available,0.2222222222222222," The Atlanta Constitution,"
effort,0.31683168316831684," The Atlanta Constitution,"
racing,0.15217391304347827," The Atlanta Constitution,"
affairs,0.297029702970297," The Atlanta Constitution,"
search,0.09473684210526316," The Atlanta Constitution,"
patient,0.5," The Atlanta Constitution,"
York,0.1," The Atlanta Constitution,"
lay,0.13877551020408163," The Atlanta Constitution,"
former,0.030985915492957747," The Atlanta Constitution,"
fight,0.8507462686567164," The Atlanta Constitution,"
country,0.11842105263157894," The Atlanta Constitution,"
county,0.29411764705882354," The Atlanta Constitution,"
all,0.11475409836065574," The Atlanta Constitution,"
prisoners,1.0," The Atlanta Constitution,"
Soapy,8.0," The Atlanta Constitution,"
immediately,0.06369426751592357," The Atlanta Constitution,"
history,0.09523809523809523," The Atlanta Constitution,"
Thomas,1.0," The Atlanta Constitution,"
imperialists,100.0," The Atlanta Constitution,"
Betancourt,1000.0," The Atlanta Constitution,"
Organization,0.21153846153846154," The Atlanta Constitution,"
Jimenez,100.0," The Atlanta Constitution,"
$4,1000.0," The Atlanta Constitution,"
financed,100.0," The Atlanta Constitution,"
operating,0.050955414012738856," The Atlanta Constitution,"
nuclear,0.5833333333333334," The Atlanta Constitution,"
Senate,0.7142857142857143," The Atlanta Constitution,"
charging,0.25," The Atlanta Constitution,"
bring,0.04047619047619047," The Atlanta Constitution,"
economic,0.8," The Atlanta Constitution,"
workers,1.25," The Atlanta Constitution,"
Actually,0.058823529411764705," The Atlanta Constitution,"
question,0.35915492957746475," The Atlanta Constitution,"
appraisal,1.3333333333333333," The Atlanta Constitution,"
brushfire,1000.0," The Atlanta Constitution,"
31,1.5," The Atlanta Constitution,"
adjourns,5.0," The Atlanta Constitution,"
questions,0.11971830985915492," The Atlanta Constitution,"
deserved,0.6666666666666666," The Atlanta Constitution,"
lost,0.4262295081967213," The Atlanta Constitution,"
Voters,100.0," The Atlanta Constitution,"
program,0.7826086956521738," The Atlanta Constitution,"
employes,0.0875," The Atlanta Constitution,"
helpful,0.3333333333333333," The Atlanta Constitution,"
schools,0.28205128205128205," The Atlanta Constitution,"
bus,4.666666666666667," The Atlanta Constitution,"
classical,2.25," The Atlanta Constitution,"
sycophantically,1000.0," The Atlanta Constitution,"
parkway,0.18181818181818182," The Atlanta Constitution,"
half-million,1000.0," The Atlanta Constitution,"
practice,0.05078125," The Atlanta Constitution,"
Rafael,1000.0," The Atlanta Constitution,"
through,0.025477707006369428," The Atlanta Constitution,"
obtained,0.03333333333333333," The Atlanta Constitution,"
sign,0.21551724137931036," The Atlanta Constitution,"
maintain,0.1971830985915493," The Atlanta Constitution,"
maintained,0.23076923076923078," The Atlanta Constitution,"
reduced,0.6333333333333333," The Atlanta Constitution,"
