w,taza
Price,0.2608695652173913,"87th Congress, 1st Session. House Document No. 247. The"
country,0.47368421052631576,"87th Congress, 1st Session. House Document No. 247. The"
summation,0.2916666666666667,"87th Congress, 1st Session. House Document No. 247. The"
area,0.09433962264150944,"87th Congress, 1st Session. House Document No. 247. The"
characteristic,0.16666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
is,0.43069306930693074,"87th Congress, 1st Session. House Document No. 247. The"
others,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
who,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
today,0.1320754716981132,"87th Congress, 1st Session. House Document No. 247. The"
respect,0.5098039215686275,"87th Congress, 1st Session. House Document No. 247. The"
witnessed,0.01829268292682927,"87th Congress, 1st Session. House Document No. 247. The"
Providence,0.42857142857142855,"87th Congress, 1st Session. House Document No. 247. The"
singly,1.5,"87th Congress, 1st Session. House Document No. 247. The"
Rusk,100.0,"87th Congress, 1st Session. House Document No. 247. The"
On,0.00228310502283105,"87th Congress, 1st Session. House Document No. 247. The"
task,0.07954545454545454,"87th Congress, 1st Session. House Document No. 247. The"
history,0.2857142857142857,"87th Congress, 1st Session. House Document No. 247. The"
distinct,0.375,"87th Congress, 1st Session. House Document No. 247. The"
significance,0.13513513513513511,"87th Congress, 1st Session. House Document No. 247. The"
sterling,0.75,"87th Congress, 1st Session. House Document No. 247. The"
among,2000.0,"87th Congress, 1st Session. House Document No. 247. The"
father,0.2485207100591716,"87th Congress, 1st Session. House Document No. 247. The"
politics,0.625,"87th Congress, 1st Session. House Document No. 247. The"
fights,0.2835820895522388,"87th Congress, 1st Session. House Document No. 247. The"
integrity,0.375,"87th Congress, 1st Session. House Document No. 247. The"
short,0.09836065573770493,"87th Congress, 1st Session. House Document No. 247. The"
years,0.16,"87th Congress, 1st Session. House Document No. 247. The"
rise,0.46808510638297873,"87th Congress, 1st Session. House Document No. 247. The"
join,0.5172413793103449,"87th Congress, 1st Session. House Document No. 247. The"
worth,0.2222222222222222,"87th Congress, 1st Session. House Document No. 247. The"
symbol,0.4,"87th Congress, 1st Session. House Document No. 247. The"
meaning,0.1,"87th Congress, 1st Session. House Document No. 247. The"
notable,0.8125,"87th Congress, 1st Session. House Document No. 247. The"
heart,0.3018867924528302,"87th Congress, 1st Session. House Document No. 247. The"
our,17000.0,"87th Congress, 1st Session. House Document No. 247. The"
massive,0.42857142857142855,"87th Congress, 1st Session. House Document No. 247. The"
humble,0.12371134020618556,"87th Congress, 1st Session. House Document No. 247. The"
true,0.2909090909090909,"87th Congress, 1st Session. House Document No. 247. The"
being,0.06881720430107527,"87th Congress, 1st Session. House Document No. 247. The"
if,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
friends,0.7692307692307692,"87th Congress, 1st Session. House Document No. 247. The"
only,0.05521472392638037,"87th Congress, 1st Session. House Document No. 247. The"
handling,0.15053763440860216,"87th Congress, 1st Session. House Document No. 247. The"
need,0.06504065040650407,"87th Congress, 1st Session. House Document No. 247. The"
views,0.08250825082508251,"87th Congress, 1st Session. House Document No. 247. The"
privileged,0.15,"87th Congress, 1st Session. House Document No. 247. The"
an,900.0,"87th Congress, 1st Session. House Document No. 247. The"
battles,0.1764705882352941,"87th Congress, 1st Session. House Document No. 247. The"
vigor,0.8888888888888888,"87th Congress, 1st Session. House Document No. 247. The"
local,0.25,"87th Congress, 1st Session. House Document No. 247. The"
shoals,0.041666666666666664,"87th Congress, 1st Session. House Document No. 247. The"
have,0.2781168265039233,"87th Congress, 1st Session. House Document No. 247. The"
To,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
endowed,1.1428571428571428,"87th Congress, 1st Session. House Document No. 247. The"
leadership,0.12,"87th Congress, 1st Session. House Document No. 247. The"
fundamentally,0.375,"87th Congress, 1st Session. House Document No. 247. The"
example,0.2823529411764706,"87th Congress, 1st Session. House Document No. 247. The"
devastating,1.5714285714285714,"87th Congress, 1st Session. House Document No. 247. The"
desire,0.041666666666666664,"87th Congress, 1st Session. House Document No. 247. The"
could,2000.0,"87th Congress, 1st Session. House Document No. 247. The"
satisfaction,1.3333333333333333,"87th Congress, 1st Session. House Document No. 247. The"
consciously,0.25,"87th Congress, 1st Session. House Document No. 247. The"
kindly,0.5,"87th Congress, 1st Session. House Document No. 247. The"
be,0.17733990147783252,"87th Congress, 1st Session. House Document No. 247. The"
self-respect,0.6666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
but,0.04539559014267186,"87th Congress, 1st Session. House Document No. 247. The"
Of,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
define,0.36,"87th Congress, 1st Session. House Document No. 247. The"
gauntlet,1.5,"87th Congress, 1st Session. House Document No. 247. The"
sincere,1.5,"87th Congress, 1st Session. House Document No. 247. The"
background,0.3076923076923077,"87th Congress, 1st Session. House Document No. 247. The"
Others,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
last,0.07142857142857142,"87th Congress, 1st Session. House Document No. 247. The"
beginning,0.06303724928366762,"87th Congress, 1st Session. House Document No. 247. The"
Henry,1.2,"87th Congress, 1st Session. House Document No. 247. The"
moving,0.09134615384615384,"87th Congress, 1st Session. House Document No. 247. The"
esteem,0.30952380952380953,"87th Congress, 1st Session. House Document No. 247. The"
services,0.20987654320987656,"87th Congress, 1st Session. House Document No. 247. The"
Many,0.010638297872340425,"87th Congress, 1st Session. House Document No. 247. The"
Illinois,4.0,"87th Congress, 1st Session. House Document No. 247. The"
chorus,1.25,"87th Congress, 1st Session. House Document No. 247. The"
shall,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
himself,2000.0,"87th Congress, 1st Session. House Document No. 247. The"
remembered,0.12643678160919541,"87th Congress, 1st Session. House Document No. 247. The"
deep,0.37037037037037035,"87th Congress, 1st Session. House Document No. 247. The"
eyes,0.06474820143884892,"87th Congress, 1st Session. House Document No. 247. The"
And,5000.0,"87th Congress, 1st Session. House Document No. 247. The"
honor,2.1999999999999997,"87th Congress, 1st Session. House Document No. 247. The"
indispensable,0.14285714285714285,"87th Congress, 1st Session. House Document No. 247. The"
loyalty,7.5,"87th Congress, 1st Session. House Document No. 247. The"
dignity,3.0,"87th Congress, 1st Session. House Document No. 247. The"
genuine,0.0958904109589041,"87th Congress, 1st Session. House Document No. 247. The"
strength,0.7586206896551725,"87th Congress, 1st Session. House Document No. 247. The"
conduct,0.12921348314606743,"87th Congress, 1st Session. House Document No. 247. The"
even,0.11501597444089458,"87th Congress, 1st Session. House Document No. 247. The"
sponsored,0.6363636363636364,"87th Congress, 1st Session. House Document No. 247. The"
briefly,0.5,"87th Congress, 1st Session. House Document No. 247. The"
whole,0.062360801781737196,"87th Congress, 1st Session. House Document No. 247. The"
Government,0.2647058823529412,"87th Congress, 1st Session. House Document No. 247. The"
50,0.26666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
young,0.2876712328767123,"87th Congress, 1st Session. House Document No. 247. The"
beloved,0.19047619047619047,"87th Congress, 1st Session. House Document No. 247. The"
affects,0.5263157894736842,"87th Congress, 1st Session. House Document No. 247. The"
part,0.1512605042016807,"87th Congress, 1st Session. House Document No. 247. The"
twice,0.3333333333333333,"87th Congress, 1st Session. House Document No. 247. The"
It,600.0,"87th Congress, 1st Session. House Document No. 247. The"
At,0.0065040650406504065,"87th Congress, 1st Session. House Document No. 247. The"
``,3000.0,"87th Congress, 1st Session. House Document No. 247. The"
time,0.18652849740932645,"87th Congress, 1st Session. House Document No. 247. The"
patriot,100.0,"87th Congress, 1st Session. House Document No. 247. The"
science,0.15789473684210528,"87th Congress, 1st Session. House Document No. 247. The"
will,0.1,"87th Congress, 1st Session. House Document No. 247. The"
first,0.23829787234042554,"87th Congress, 1st Session. House Document No. 247. The"
undiminished,1.0,"87th Congress, 1st Session. House Document No. 247. The"
Bonham,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
admiration,0.6666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
consider,0.048,"87th Congress, 1st Session. House Document No. 247. The"
service,1.3150684931506849,"87th Congress, 1st Session. House Document No. 247. The"
ever,0.14285714285714285,"87th Congress, 1st Session. House Document No. 247. The"
major,0.2631578947368421,"87th Congress, 1st Session. House Document No. 247. The"
continues,0.20454545454545453,"87th Congress, 1st Session. House Document No. 247. The"
Through,0.025477707006369428,"87th Congress, 1st Session. House Document No. 247. The"
answer,0.046875,"87th Congress, 1st Session. House Document No. 247. The"
limited,0.17142857142857143,"87th Congress, 1st Session. House Document No. 247. The"
Kaisers,100.0,"87th Congress, 1st Session. House Document No. 247. The"
qualities,0.25,"87th Congress, 1st Session. House Document No. 247. The"
aspire,1.3333333333333333,"87th Congress, 1st Session. House Document No. 247. The"
made,0.08894702419882276,"87th Congress, 1st Session. House Document No. 247. The"
adding,0.26865671641791045,"87th Congress, 1st Session. House Document No. 247. The"
courtesy,100.0,"87th Congress, 1st Session. House Document No. 247. The"
United,1.8181818181818181,"87th Congress, 1st Session. House Document No. 247. The"
stabilizing,0.8571428571428571,"87th Congress, 1st Session. House Document No. 247. The"
certainly,0.1044776119402985,"87th Congress, 1st Session. House Document No. 247. The"
gentle,0.4871794871794871,"87th Congress, 1st Session. House Document No. 247. The"
remember,0.12643678160919541,"87th Congress, 1st Session. House Document No. 247. The"
happens,0.16190476190476188,"87th Congress, 1st Session. House Document No. 247. The"
career,1.0909090909090908,"87th Congress, 1st Session. House Document No. 247. The"
mankind,0.0273972602739726,"87th Congress, 1st Session. House Document No. 247. The"
Mr.,0.28378378378378377,"87th Congress, 1st Session. House Document No. 247. The"
individual,0.18181818181818182,"87th Congress, 1st Session. House Document No. 247. The"
predecessor,2.5,"87th Congress, 1st Session. House Document No. 247. The"
had,0.047079337401918046,"87th Congress, 1st Session. House Document No. 247. The"
admitted,0.08633093525179855,"87th Congress, 1st Session. House Document No. 247. The"
passing,0.188212927756654,"87th Congress, 1st Session. House Document No. 247. The"
alone,0.0510948905109489,"87th Congress, 1st Session. House Document No. 247. The"
under,0.1111111111111111,"87th Congress, 1st Session. House Document No. 247. The"
down,0.1703056768558952,"87th Congress, 1st Session. House Document No. 247. The"
are,0.04351204351204351,"87th Congress, 1st Session. House Document No. 247. The"
honorable,0.046052631578947366,"87th Congress, 1st Session. House Document No. 247. The"
honesty,14.0,"87th Congress, 1st Session. House Document No. 247. The"
workday,100.0,"87th Congress, 1st Session. House Document No. 247. The"
ability,0.029411764705882353,"87th Congress, 1st Session. House Document No. 247. The"
So,0.026143790849673203,"87th Congress, 1st Session. House Document No. 247. The"
obligations,0.8571428571428571,"87th Congress, 1st Session. House Document No. 247. The"
decency,0.5,"87th Congress, 1st Session. House Document No. 247. The"
partisan,1.6666666666666667,"87th Congress, 1st Session. House Document No. 247. The"
noble,0.6666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
L.,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
P.,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
having,0.023539668700959023,"87th Congress, 1st Session. House Document No. 247. The"
more,0.08633093525179855,"87th Congress, 1st Session. House Document No. 247. The"
accomplishments,0.46153846153846156,"87th Congress, 1st Session. House Document No. 247. The"
living,0.020123839009287926,"87th Congress, 1st Session. House Document No. 247. The"
importance,0.18181818181818182,"87th Congress, 1st Session. House Document No. 247. The"
shines,0.6190476190476191,"87th Congress, 1st Session. House Document No. 247. The"
goes,0.09266409266409267,"87th Congress, 1st Session. House Document No. 247. The"
expressing,0.10714285714285714,"87th Congress, 1st Session. House Document No. 247. The"
Tojos,100.0,"87th Congress, 1st Session. House Document No. 247. The"
national,0.16483516483516483,"87th Congress, 1st Session. House Document No. 247. The"
hold,0.15416238437821173,"87th Congress, 1st Session. House Document No. 247. The"
Administration,0.39473684210526316,"87th Congress, 1st Session. House Document No. 247. The"
important,0.2,"87th Congress, 1st Session. House Document No. 247. The"
sentence,0.041237113402061855,"87th Congress, 1st Session. House Document No. 247. The"
country's,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
pride,1.25,"87th Congress, 1st Session. House Document No. 247. The"
prodigious,4.0,"87th Congress, 1st Session. House Document No. 247. The"
one,0.11633875106929,"87th Congress, 1st Session. House Document No. 247. The"
pleasure,0.14285714285714285,"87th Congress, 1st Session. House Document No. 247. The"
interests,0.6545454545454545,"87th Congress, 1st Session. House Document No. 247. The"
State,0.3816793893129771,"87th Congress, 1st Session. House Document No. 247. The"
world,0.2524271844660194,"87th Congress, 1st Session. House Document No. 247. The"
present,0.18410041841004185,"87th Congress, 1st Session. House Document No. 247. The"
know,0.11267605633802817,"87th Congress, 1st Session. House Document No. 247. The"
running,0.20547945205479454,"87th Congress, 1st Session. House Document No. 247. The"
contests,0.6666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
No,0.04746835443037974,"87th Congress, 1st Session. House Document No. 247. The"
consent,0.5,"87th Congress, 1st Session. House Document No. 247. The"
agree,0.3902439024390244,"87th Congress, 1st Session. House Document No. 247. The"
humbly,100.0,"87th Congress, 1st Session. House Document No. 247. The"
exterior,0.06896551724137931,"87th Congress, 1st Session. House Document No. 247. The"
Who,100.0,"87th Congress, 1st Session. House Document No. 247. The"
significant,0.07142857142857142,"87th Congress, 1st Session. House Document No. 247. The"
leader,1.5,"87th Congress, 1st Session. House Document No. 247. The"
Stalins,100.0,"87th Congress, 1st Session. House Document No. 247. The"
influence,0.11320754716981131,"87th Congress, 1st Session. House Document No. 247. The"
seems,0.034090909090909095,"87th Congress, 1st Session. House Document No. 247. The"
talks,0.3066666666666667,"87th Congress, 1st Session. House Document No. 247. The"
remarks,0.41025641025641024,"87th Congress, 1st Session. House Document No. 247. The"
Then,0.009876543209876543,"87th Congress, 1st Session. House Document No. 247. The"
close,0.16299559471365638,"87th Congress, 1st Session. House Document No. 247. The"
there,0.043478260869565216,"87th Congress, 1st Session. House Document No. 247. The"
new,0.05641025641025641,"87th Congress, 1st Session. House Document No. 247. The"
progress,0.9500000000000001,"87th Congress, 1st Session. House Document No. 247. The"
very,0.075,"87th Congress, 1st Session. House Document No. 247. The"
fellow,1.1,"87th Congress, 1st Session. House Document No. 247. The"
instances,0.09333333333333334,"87th Congress, 1st Session. House Document No. 247. The"
Kennedy,1.6,"87th Congress, 1st Session. House Document No. 247. The"
Is,0.014851485148514853,"87th Congress, 1st Session. House Document No. 247. The"
vicious,0.24137931034482757,"87th Congress, 1st Session. House Document No. 247. The"
current,0.26666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
counsel,0.7058823529411764,"87th Congress, 1st Session. House Document No. 247. The"
also,0.020491803278688527,"87th Congress, 1st Session. House Document No. 247. The"
usual,0.07142857142857142,"87th Congress, 1st Session. House Document No. 247. The"
public,0.022900763358778626,"87th Congress, 1st Session. House Document No. 247. The"
height,0.34210526315789475,"87th Congress, 1st Session. House Document No. 247. The"
Representatives,0.5373134328358209,"87th Congress, 1st Session. House Document No. 247. The"
keep,0.2116788321167883,"87th Congress, 1st Session. House Document No. 247. The"
;,6000.0,"87th Congress, 1st Session. House Document No. 247. The"
context,0.5555555555555556,"87th Congress, 1st Session. House Document No. 247. The"
hard,0.20689655172413796,"87th Congress, 1st Session. House Document No. 247. The"
that,30000.0,"87th Congress, 1st Session. House Document No. 247. The"
count,0.10691823899371068,"87th Congress, 1st Session. House Document No. 247. The"
fire,0.12374581939799331,"87th Congress, 1st Session. House Document No. 247. The"
would,3000.0,"87th Congress, 1st Session. House Document No. 247. The"
Electrification,100.0,"87th Congress, 1st Session. House Document No. 247. The"
General,0.20930232558139536,"87th Congress, 1st Session. House Document No. 247. The"
well,0.08835341365461848,"87th Congress, 1st Session. House Document No. 247. The"
Massachusetts,6.0,"87th Congress, 1st Session. House Document No. 247. The"
one's,3000.0,"87th Congress, 1st Session. House Document No. 247. The"
--,6000.0,"87th Congress, 1st Session. House Document No. 247. The"
heat,1.0,"87th Congress, 1st Session. House Document No. 247. The"
every,0.02040816326530612,"87th Congress, 1st Session. House Document No. 247. The"
In,0.02486531288852051,"87th Congress, 1st Session. House Document No. 247. The"
wise,0.8823529411764706,"87th Congress, 1st Session. House Document No. 247. The"
Heaven,1.75,"87th Congress, 1st Session. House Document No. 247. The"
wife,0.058823529411764705,"87th Congress, 1st Session. House Document No. 247. The"
greatest,0.6021505376344086,"87th Congress, 1st Session. House Document No. 247. The"
greater,0.12807881773399016,"87th Congress, 1st Session. House Document No. 247. The"
experienced,0.011305241521068859,"87th Congress, 1st Session. House Document No. 247. The"
wish,0.03558718861209964,"87th Congress, 1st Session. House Document No. 247. The"
divisive,100.0,"87th Congress, 1st Session. House Document No. 247. The"
considered,0.04896907216494845,"87th Congress, 1st Session. House Document No. 247. The"
played,0.09259259259259259,"87th Congress, 1st Session. House Document No. 247. The"
Member,2.25,"87th Congress, 1st Session. House Document No. 247. The"
continued,0.1844660194174757,"87th Congress, 1st Session. House Document No. 247. The"
Clay,0.6470588235294118,"87th Congress, 1st Session. House Document No. 247. The"
contribution,0.057971014492753624,"87th Congress, 1st Session. House Document No. 247. The"
may,0.2485207100591716,"87th Congress, 1st Session. House Document No. 247. The"
conflicting,1.1428571428571428,"87th Congress, 1st Session. House Document No. 247. The"
we,5000.0,"87th Congress, 1st Session. House Document No. 247. The"
delivered,0.040280210157618214,"87th Congress, 1st Session. House Document No. 247. The"
better,0.06916426512968299,"87th Congress, 1st Session. House Document No. 247. The"
nobility,1.5,"87th Congress, 1st Session. House Document No. 247. The"
said,0.03136531365313653,"87th Congress, 1st Session. House Document No. 247. The"
This,2000.0,"87th Congress, 1st Session. House Document No. 247. The"
seen,0.20560747663551404,"87th Congress, 1st Session. House Document No. 247. The"
political,0.4666666666666667,"87th Congress, 1st Session. House Document No. 247. The"
Rayburn,23000.0,"87th Congress, 1st Session. House Document No. 247. The"
privilege,1.0,"87th Congress, 1st Session. House Document No. 247. The"
when,2000.0,"87th Congress, 1st Session. House Document No. 247. The"
63d,1000.0,"87th Congress, 1st Session. House Document No. 247. The"
Joseph,0.25,"87th Congress, 1st Session. House Document No. 247. The"
add,0.7761194029850745,"87th Congress, 1st Session. House Document No. 247. The"
point,0.12737127371273713,"87th Congress, 1st Session. House Document No. 247. The"
conclusion,0.07035175879396985,"87th Congress, 1st Session. House Document No. 247. The"
Texan,200.0,"87th Congress, 1st Session. House Document No. 247. The"
start,0.09202453987730061,"87th Congress, 1st Session. House Document No. 247. The"
date,0.08928571428571429,"87th Congress, 1st Session. House Document No. 247. The"
forever,0.1607142857142857,"87th Congress, 1st Session. House Document No. 247. The"
legislators,0.5,"87th Congress, 1st Session. House Document No. 247. The"
areas,0.09433962264150944,"87th Congress, 1st Session. House Document No. 247. The"
provincial,100.0,"87th Congress, 1st Session. House Document No. 247. The"
chair,0.2391304347826087,"87th Congress, 1st Session. House Document No. 247. The"
disposition,0.625,"87th Congress, 1st Session. House Document No. 247. The"
branch,0.3023255813953489,"87th Congress, 1st Session. House Document No. 247. The"
powerful,0.1111111111111111,"87th Congress, 1st Session. House Document No. 247. The"
fledgling,5.0,"87th Congress, 1st Session. House Document No. 247. The"
fill,0.11818181818181818,"87th Congress, 1st Session. House Document No. 247. The"
days,0.059829059829059825,"87th Congress, 1st Session. House Document No. 247. The"
devotedly,100.0,"87th Congress, 1st Session. House Document No. 247. The"
today's,3000.0,"87th Congress, 1st Session. House Document No. 247. The"
with,13000.0,"87th Congress, 1st Session. House Document No. 247. The"
Asia,0.3333333333333333,"87th Congress, 1st Session. House Document No. 247. The"
look,0.060669456066945605,"87th Congress, 1st Session. House Document No. 247. The"
asked,0.12182741116751268,"87th Congress, 1st Session. House Document No. 247. The"
operation,0.42857142857142855,"87th Congress, 1st Session. House Document No. 247. The"
confessor,100.0,"87th Congress, 1st Session. House Document No. 247. The"
social,0.26666666666666666,"87th Congress, 1st Session. House Document No. 247. The"
saying,0.06589147286821706,"87th Congress, 1st Session. House Document No. 247. The"
aware,0.4,"87th Congress, 1st Session. House Document No. 247. The"
do,0.11857707509881422,"87th Congress, 1st Session. House Document No. 247. The"
gruff,2.3333333333333335,"87th Congress, 1st Session. House Document No. 247. The"
not,0.023255813953488372,"87th Congress, 1st Session. House Document No. 247. The"
aisle,200.0,"87th Congress, 1st Session. House Document No. 247. The"
