w,taza
anticipate,0.2777777777777778,"Christopher Davis, First Family."
wound,0.41269841269841273,"Christopher Davis, First Family."
warned,1.0,"Christopher Davis, First Family."
filled,0.10483870967741936,"Christopher Davis, First Family."
park,0.3235294117647059,"Christopher Davis, First Family."
grown,0.06306306306306306,"Christopher Davis, First Family."
doctor,2.5,"Christopher Davis, First Family."
kiss,6.0,"Christopher Davis, First Family."
and,61000.0,"Christopher Davis, First Family."
lifelike,0.16129032258064516,"Christopher Davis, First Family."
son,0.19736842105263158,"Christopher Davis, First Family."
section,0.2898550724637681,"Christopher Davis, First Family."
pause,0.3684210526315789,"Christopher Davis, First Family."
thanks,0.6,"Christopher Davis, First Family."
characteristic,0.16666666666666666,"Christopher Davis, First Family."
happened,0.16190476190476188,"Christopher Davis, First Family."
frowning,0.8333333333333334,"Christopher Davis, First Family."
else,1000.0,"Christopher Davis, First Family."
exchange,0.17721518987341772,"Christopher Davis, First Family."
lengthily,100.0,"Christopher Davis, First Family."
him,17000.0,"Christopher Davis, First Family."
arguments,0.32,"Christopher Davis, First Family."
twice,0.3333333333333333,"Christopher Davis, First Family."
described,0.12195121951219513,"Christopher Davis, First Family."
cafeteria,200.0,"Christopher Davis, First Family."
forgotten,0.12903225806451613,"Christopher Davis, First Family."
elaborately,3.0,"Christopher Davis, First Family."
observing,0.1301775147928994,"Christopher Davis, First Family."
half,0.05405405405405406,"Christopher Davis, First Family."
used,0.12,"Christopher Davis, First Family."
treated,0.2222222222222222,"Christopher Davis, First Family."
gaunt,1.1428571428571428,"Christopher Davis, First Family."
glanced,1.0,"Christopher Davis, First Family."
supervision,100.0,"Christopher Davis, First Family."
He's,2000.0,"Christopher Davis, First Family."
sharp,0.6774193548387096,"Christopher Davis, First Family."
fussily,100.0,"Christopher Davis, First Family."
The,7000.0,"Christopher Davis, First Family."
slim-waisted,100.0,"Christopher Davis, First Family."
term,0.4,"Christopher Davis, First Family."
windows,0.23076923076923078,"Christopher Davis, First Family."
querulous,100.0,"Christopher Davis, First Family."
hands,0.25384615384615383,"Christopher Davis, First Family."
light,0.3333333333333333,"Christopher Davis, First Family."
up,0.1337579617834395,"Christopher Davis, First Family."
Elizabeth,6.0,"Christopher Davis, First Family."
Try,0.175,"Christopher Davis, First Family."
hover,9.0,"Christopher Davis, First Family."
brother,0.47368421052631576,"Christopher Davis, First Family."
don't,3000.0,"Christopher Davis, First Family."
lazy,2.4,"Christopher Davis, First Family."
better,0.13832853025936598,"Christopher Davis, First Family."
showing,0.11290322580645161,"Christopher Davis, First Family."
Rachel,1800.0,"Christopher Davis, First Family."
might,0.043165467625899276,"Christopher Davis, First Family."
provided,0.15789473684210528,"Christopher Davis, First Family."
When,1000.0,"Christopher Davis, First Family."
looking,0.11413043478260869,"Christopher Davis, First Family."
tourist,100.0,"Christopher Davis, First Family."
intensity,0.375,"Christopher Davis, First Family."
wore,1.923076923076923,"Christopher Davis, First Family."
overindulged,3.2,"Christopher Davis, First Family."
honey,0.08333333333333333,"Christopher Davis, First Family."
there's,1000.0,"Christopher Davis, First Family."
seemed,0.10227272727272728,"Christopher Davis, First Family."
McKinley,600.0,"Christopher Davis, First Family."
biscuits,100.0,"Christopher Davis, First Family."
any,0.06593406593406594,"Christopher Davis, First Family."
fuller,0.07009345794392523,"Christopher Davis, First Family."
most,0.019955654101995565,"Christopher Davis, First Family."
even,0.07667731629392971,"Christopher Davis, First Family."
stupid,2.5999999999999996,"Christopher Davis, First Family."
work,0.06721311475409836,"Christopher Davis, First Family."
energy,1.8666666666666667,"Christopher Davis, First Family."
taking,0.05775577557755776,"Christopher Davis, First Family."
few,0.014084507042253521,"Christopher Davis, First Family."
Altogether,0.03248259860788863,"Christopher Davis, First Family."
constant,0.8,"Christopher Davis, First Family."
appetite,300.0,"Christopher Davis, First Family."
silver,9.0,"Christopher Davis, First Family."
lids,0.35714285714285715,"Christopher Davis, First Family."
door,0.10526315789473684,"Christopher Davis, First Family."
put,0.06415094339622641,"Christopher Davis, First Family."
rooms,0.03488372093023256,"Christopher Davis, First Family."
bed,2.226851851851852,"Christopher Davis, First Family."
father,0.8698224852071006,"Christopher Davis, First Family."
slept,0.2631578947368421,"Christopher Davis, First Family."
slipper,100.0,"Christopher Davis, First Family."
voice,0.13333333333333333,"Christopher Davis, First Family."
And,3000.0,"Christopher Davis, First Family."
best,0.0712166172106825,"Christopher Davis, First Family."
speak,0.3387096774193548,"Christopher Davis, First Family."
kind,0.09523809523809523,"Christopher Davis, First Family."
allowed,0.11267605633802817,"Christopher Davis, First Family."
evening,0.04827586206896552,"Christopher Davis, First Family."
look,0.060669456066945605,"Christopher Davis, First Family."
smart,0.4411764705882353,"Christopher Davis, First Family."
house,0.3062200956937799,"Christopher Davis, First Family."
miss,0.36363636363636365,"Christopher Davis, First Family."
deliberately,1.2857142857142856,"Christopher Davis, First Family."
much,0.18285714285714286,"Christopher Davis, First Family."
discount,4.0,"Christopher Davis, First Family."
make,0.09900990099009901,"Christopher Davis, First Family."
routine,0.1048951048951049,"Christopher Davis, First Family."
are,0.021756021756021756,"Christopher Davis, First Family."
tapered,0.16216216216216214,"Christopher Davis, First Family."
unnecessarily,100.0,"Christopher Davis, First Family."
thick,0.7777777777777777,"Christopher Davis, First Family."
under,0.037037037037037035,"Christopher Davis, First Family."
men,0.056249999999999994,"Christopher Davis, First Family."
milk,3.0,"Christopher Davis, First Family."
ate,1.625,"Christopher Davis, First Family."
houses,0.07655502392344497,"Christopher Davis, First Family."
wax,0.13157894736842105,"Christopher Davis, First Family."
visitor,100.0,"Christopher Davis, First Family."
war,0.09090909090909091,"Christopher Davis, First Family."
slowly,0.11904761904761904,"Christopher Davis, First Family."
Nothing,0.2545454545454546,"Christopher Davis, First Family."
getting,0.05052631578947368,"Christopher Davis, First Family."
spend,0.16,"Christopher Davis, First Family."
mentioned,0.3214285714285714,"Christopher Davis, First Family."
close,0.32599118942731276,"Christopher Davis, First Family."
veined,100.0,"Christopher Davis, First Family."
gazed,1.3333333333333333,"Christopher Davis, First Family."
doctor's,1000.0,"Christopher Davis, First Family."
desires,0.041666666666666664,"Christopher Davis, First Family."
because,3000.0,"Christopher Davis, First Family."
definite,0.16666666666666666,"Christopher Davis, First Family."
result,0.09424083769633508,"Christopher Davis, First Family."
without,6000.0,"Christopher Davis, First Family."
blame,0.5,"Christopher Davis, First Family."
tempt,0.38888888888888884,"Christopher Davis, First Family."
out,0.21067415730337077,"Christopher Davis, First Family."
saw,0.20469798657718122,"Christopher Davis, First Family."
absently,4.0,"Christopher Davis, First Family."
teeth,0.27272727272727276,"Christopher Davis, First Family."
material,0.14035087719298245,"Christopher Davis, First Family."
talk,0.8,"Christopher Davis, First Family."
?,16000.0,"Christopher Davis, First Family."
He,0.08906352324819908,"Christopher Davis, First Family."
By,0.00686106346483705,"Christopher Davis, First Family."
floated,0.5,"Christopher Davis, First Family."
longer,0.1897810218978102,"Christopher Davis, First Family."
offering,0.358974358974359,"Christopher Davis, First Family."
entitled,0.5555555555555556,"Christopher Davis, First Family."
the,88000.0,"Christopher Davis, First Family."
invariable,0.375,"Christopher Davis, First Family."
study,0.07303370786516854,"Christopher Davis, First Family."
Then,0.009876543209876543,"Christopher Davis, First Family."
She,16000.0,"Christopher Davis, First Family."
like,0.20307692307692307,"Christopher Davis, First Family."
worried,0.3076923076923077,"Christopher Davis, First Family."
been,0.029702970297029705,"Christopher Davis, First Family."
spoiled,1.0188679245283019,"Christopher Davis, First Family."
smiles,0.4,"Christopher Davis, First Family."
which,3000.0,"Christopher Davis, First Family."
weakness,1.6,"Christopher Davis, First Family."
girl,0.18965517241379312,"Christopher Davis, First Family."
leash,0.44897959183673475,"Christopher Davis, First Family."
floor,0.5487804878048781,"Christopher Davis, First Family."
chest,1.1666666666666667,"Christopher Davis, First Family."
This,1000.0,"Christopher Davis, First Family."
cap,0.6086956521739131,"Christopher Davis, First Family."
we,1000.0,"Christopher Davis, First Family."
specialist,2.0,"Christopher Davis, First Family."
swollen-looking,1000.0,"Christopher Davis, First Family."
win,0.411764705882353,"Christopher Davis, First Family."
toward,1000.0,"Christopher Davis, First Family."
opened,0.06557377049180328,"Christopher Davis, First Family."
after,0.096,"Christopher Davis, First Family."
come,0.1016260162601626,"Christopher Davis, First Family."
its,300.0,"Christopher Davis, First Family."
number,0.06369426751592357,"Christopher Davis, First Family."
right,0.31698113207547174,"Christopher Davis, First Family."
throbbed,6.0,"Christopher Davis, First Family."
Do,0.11857707509881422,"Christopher Davis, First Family."
Even,0.038338658146964855,"Christopher Davis, First Family."
still,0.10326086956521739,"Christopher Davis, First Family."
mock,2.0,"Christopher Davis, First Family."
get,0.29871977240398295,"Christopher Davis, First Family."
more,0.08633093525179855,"Christopher Davis, First Family."
at,0.14308943089430895,"Christopher Davis, First Family."
ask,0.18274111675126903,"Christopher Davis, First Family."
went,0.16262482168330955,"Christopher Davis, First Family."
irritability,2.1666666666666665,"Christopher Davis, First Family."
completely,0.01639344262295082,"Christopher Davis, First Family."
stand,0.5370370370370371,"Christopher Davis, First Family."
draughty,100.0,"Christopher Davis, First Family."
things,0.030303030303030304,"Christopher Davis, First Family."
fluttering,6.5,"Christopher Davis, First Family."
discharged,0.1888111888111888,"Christopher Davis, First Family."
days,0.11965811965811965,"Christopher Davis, First Family."
turned,0.2604166666666667,"Christopher Davis, First Family."
satirical,100.0,"Christopher Davis, First Family."
parents,0.9090909090909091,"Christopher Davis, First Family."
baronial,1.3333333333333333,"Christopher Davis, First Family."
Perhaps,0.13636363636363638,"Christopher Davis, First Family."
about,0.25757575757575757,"Christopher Davis, First Family."
Okay,0.4482758620689655,"Christopher Davis, First Family."
store-front,1000.0,"Christopher Davis, First Family."
drop,0.625,"Christopher Davis, First Family."
pay,0.14583333333333334,"Christopher Davis, First Family."
till,0.6,"Christopher Davis, First Family."
checkup,0.6666666666666666,"Christopher Davis, First Family."
throbbing,2.6666666666666665,"Christopher Davis, First Family."
be,0.07881773399014778,"Christopher Davis, First Family."
almost,0.08869179600886919,"Christopher Davis, First Family."
short,0.09836065573770493,"Christopher Davis, First Family."
jaw,2.0500000000000003,"Christopher Davis, First Family."
crossed,1.7857142857142856,"Christopher Davis, First Family."
regular,0.054263565891472874,"Christopher Davis, First Family."
forehead,1.0,"Christopher Davis, First Family."
contest,0.6666666666666666,"Christopher Davis, First Family."
rose,0.44303797468354433,"Christopher Davis, First Family."
possessed,0.016339869281045753,"Christopher Davis, First Family."
neither,0.1,"Christopher Davis, First Family."
down,0.3406113537117904,"Christopher Davis, First Family."
studied,0.0880503144654088,"Christopher Davis, First Family."
front,0.26229508196721313,"Christopher Davis, First Family."
emotions,0.3333333333333333,"Christopher Davis, First Family."
self-consciously,1.0,"Christopher Davis, First Family."
pain,0.64,"Christopher Davis, First Family."
until,1000.0,"Christopher Davis, First Family."
Virginia's,2000.0,"Christopher Davis, First Family."
such,0.009345794392523364,"Christopher Davis, First Family."
addressed,0.12380952380952381,"Christopher Davis, First Family."
occasionally,7.0,"Christopher Davis, First Family."
elderly,0.25,"Christopher Davis, First Family."
improved,0.08450704225352113,"Christopher Davis, First Family."
mate,0.36363636363636365,"Christopher Davis, First Family."
candies,4.0,"Christopher Davis, First Family."
know,0.11267605633802817,"Christopher Davis, First Family."
chose,0.13333333333333333,"Christopher Davis, First Family."
teasing,1.8499999999999999,"Christopher Davis, First Family."
part,0.1512605042016807,"Christopher Davis, First Family."
bottom,0.11480362537764349,"Christopher Davis, First Family."
give,0.04401228249744115,"Christopher Davis, First Family."
too,0.16326530612244897,"Christopher Davis, First Family."
curving,0.3617021276595745,"Christopher Davis, First Family."
birds,4.75,"Christopher Davis, First Family."
seeing,0.21897810218978103,"Christopher Davis, First Family."
hours,0.29268292682926833,"Christopher Davis, First Family."
Hospital,0.13333333333333333,"Christopher Davis, First Family."
herself,1000.0,"Christopher Davis, First Family."
remainder,0.09174311926605504,"Christopher Davis, First Family."
response,0.07936507936507936,"Christopher Davis, First Family."
How's,1000.0,"Christopher Davis, First Family."
but,0.019455252918287938,"Christopher Davis, First Family."
alert,0.8888888888888888,"Christopher Davis, First Family."
introduced,0.32727272727272727,"Christopher Davis, First Family."
unsmiling,100.0,"Christopher Davis, First Family."
called,0.1984732824427481,"Christopher Davis, First Family."
abruptly,0.05063291139240506,"Christopher Davis, First Family."
hand,0.2191780821917808,"Christopher Davis, First Family."
Mr.,0.24324324324324323,"Christopher Davis, First Family."
face,0.3076923076923077,"Christopher Davis, First Family."
exciting,0.32075471698113206,"Christopher Davis, First Family."
on,0.02968036529680365,"Christopher Davis, First Family."
It,400.0,"Christopher Davis, First Family."
dull,1.647058823529412,"Christopher Davis, First Family."
calm,0.38095238095238093,"Christopher Davis, First Family."
for,7000.0,"Christopher Davis, First Family."
asked,0.12182741116751268,"Christopher Davis, First Family."
imagine,0.08737864077669903,"Christopher Davis, First Family."
breakfast,0.16666666666666666,"Christopher Davis, First Family."
drugged,0.6363636363636364,"Christopher Davis, First Family."
head,0.4105263157894737,"Christopher Davis, First Family."
their,5000.0,"Christopher Davis, First Family."
word,0.3333333333333333,"Christopher Davis, First Family."
bend,1.276595744680851,"Christopher Davis, First Family."
you're,2000.0,"Christopher Davis, First Family."
shorter,0.07407407407407407,"Christopher Davis, First Family."
a,0.1812925170068027,"Christopher Davis, First Family."
darkening,100.0,"Christopher Davis, First Family."
I'd,1000.0,"Christopher Davis, First Family."
ugly,1.090909090909091,"Christopher Davis, First Family."
could,6000.0,"Christopher Davis, First Family."
hung,0.3333333333333333,"Christopher Davis, First Family."
blurred,5.0,"Christopher Davis, First Family."
Both,0.013157894736842105,"Christopher Davis, First Family."
phoned,0.08620689655172414,"Christopher Davis, First Family."
here,0.037037037037037035,"Christopher Davis, First Family."
able,0.08333333333333333,"Christopher Davis, First Family."
off,0.16455696202531647,"Christopher Davis, First Family."
of,39000.0,"Christopher Davis, First Family."
lecture,0.7428571428571428,"Christopher Davis, First Family."
said,0.4077490774907749,"Christopher Davis, First Family."
irritably,100.0,"Christopher Davis, First Family."
Teachers,0.2222222222222222,"Christopher Davis, First Family."
Apparently,0.29411764705882354,"Christopher Davis, First Family."
spoken,0.12121212121212122,"Christopher Davis, First Family."
she,2000.0,"Christopher Davis, First Family."
steps,0.9019607843137255,"Christopher Davis, First Family."
bothered,0.8275862068965518,"Christopher Davis, First Family."
appearance,0.19607843137254904,"Christopher Davis, First Family."
losing,0.625,"Christopher Davis, First Family."
no,0.09493670886075949,"Christopher Davis, First Family."
do,0.17786561264822134,"Christopher Davis, First Family."
therefore,0.022556390977443608,"Christopher Davis, First Family."
container,100.0,"Christopher Davis, First Family."
foot,2.857142857142857,"Christopher Davis, First Family."
dubious,1.3333333333333333,"Christopher Davis, First Family."
we're,1000.0,"Christopher Davis, First Family."
sauces,100.0,"Christopher Davis, First Family."
neatly,0.3333333333333333,"Christopher Davis, First Family."
puffed,2.1666666666666665,"Christopher Davis, First Family."
sometimes,0.05555555555555555,"Christopher Davis, First Family."
Plymouth,0.2,"Christopher Davis, First Family."
than,1000.0,"Christopher Davis, First Family."
holder,100.0,"Christopher Davis, First Family."
or,38.5,"Christopher Davis, First Family."
remain,0.1,"Christopher Davis, First Family."
how,1000.0,"Christopher Davis, First Family."
came,0.12320328542094455,"Christopher Davis, First Family."
stethoscope,200.0,"Christopher Davis, First Family."
room,0.11834319526627218,"Christopher Davis, First Family."
had,0.6355710549258936,"Christopher Davis, First Family."
think,0.28078817733990147,"Christopher Davis, First Family."
appointments,0.7272727272727273,"Christopher Davis, First Family."
to,48000.0,"Christopher Davis, First Family."
Look,0.060669456066945605,"Christopher Davis, First Family."
peeling,1.0,"Christopher Davis, First Family."
Virginia,1.0,"Christopher Davis, First Family."
knew,0.11267605633802817,"Christopher Davis, First Family."
whitely,1000.0,"Christopher Davis, First Family."
stained,7.0,"Christopher Davis, First Family."
tiny,0.7,"Christopher Davis, First Family."
Husky,1.6,"Christopher Davis, First Family."
We'll,1000.0,"Christopher Davis, First Family."
care,0.2736156351791531,"Christopher Davis, First Family."
felt,0.27196652719665276,"Christopher Davis, First Family."
little,0.6965174129353233,"Christopher Davis, First Family."
picked,0.7647058823529412,"Christopher Davis, First Family."
end,0.1299638989169675,"Christopher Davis, First Family."
take,0.11755102040816326,"Christopher Davis, First Family."
round,0.3954802259887006,"Christopher Davis, First Family."
brown,1.5714285714285714,"Christopher Davis, First Family."
stare,0.6666666666666666,"Christopher Davis, First Family."
crested,3.0,"Christopher Davis, First Family."
briefly,0.5,"Christopher Davis, First Family."
lips,0.5333333333333333,"Christopher Davis, First Family."
answer,0.046875,"Christopher Davis, First Family."
they,2000.0,"Christopher Davis, First Family."
exact,0.056603773584905655,"Christopher Davis, First Family."
phone,0.1325301204819277,"Christopher Davis, First Family."
day,0.1846153846153846,"Christopher Davis, First Family."
children,0.8863636363636364,"Christopher Davis, First Family."
reply,0.21621621621621623,"Christopher Davis, First Family."
me,100.0,"Christopher Davis, First Family."
ivory,1.0,"Christopher Davis, First Family."
Scotty's,9000.0,"Christopher Davis, First Family."
time,0.27979274611398963,"Christopher Davis, First Family."
blueberry,100.0,"Christopher Davis, First Family."
then,0.0691358024691358,"Christopher Davis, First Family."
lightly,0.08064516129032258,"Christopher Davis, First Family."
devoted,0.09210526315789473,"Christopher Davis, First Family."
noting,0.2,"Christopher Davis, First Family."
lap,1.2,"Christopher Davis, First Family."
illness,0.8,"Christopher Davis, First Family."
keep,0.2116788321167883,"Christopher Davis, First Family."
teachers,0.2222222222222222,"Christopher Davis, First Family."
surprisingly,0.6,"Christopher Davis, First Family."
wagged,100.0,"Christopher Davis, First Family."
slippers,200.0,"Christopher Davis, First Family."
atmosphere,0.23076923076923078,"Christopher Davis, First Family."
lunch,4.0,"Christopher Davis, First Family."
watched,0.2111801242236025,"Christopher Davis, First Family."
alone,0.1021897810218978,"Christopher Davis, First Family."
table,1.170731707317073,"Christopher Davis, First Family."
Miss,0.18181818181818182,"Christopher Davis, First Family."
motionless,0.03669724770642202,"Christopher Davis, First Family."
visit,0.3108108108108108,"Christopher Davis, First Family."
eaten,0.75,"Christopher Davis, First Family."
over,0.036458333333333336,"Christopher Davis, First Family."
Kate,5000.0,"Christopher Davis, First Family."
become,0.017241379310344827,"Christopher Davis, First Family."
Oh,1.5,"Christopher Davis, First Family."
words,0.5669291338582677,"Christopher Davis, First Family."
professionals,0.18181818181818182,"Christopher Davis, First Family."
stairs,0.14285714285714285,"Christopher Davis, First Family."
go,0.18532818532818535,"Christopher Davis, First Family."
banners,0.25,"Christopher Davis, First Family."
walk,0.24324324324324326,"Christopher Davis, First Family."
accusation,0.375,"Christopher Davis, First Family."
now,0.34759358288770054,"Christopher Davis, First Family."
covers,0.33774834437086093,"Christopher Davis, First Family."
have,0.025283347863993028,"Christopher Davis, First Family."
her,9000.0,"Christopher Davis, First Family."
lay,0.13877551020408163,"Christopher Davis, First Family."
sitting,0.2545454545454546,"Christopher Davis, First Family."
I'm,3000.0,"Christopher Davis, First Family."
each,0.1234567901234568,"Christopher Davis, First Family."
palms,0.5625,"Christopher Davis, First Family."
kissed,4.0,"Christopher Davis, First Family."
allies,0.5,"Christopher Davis, First Family."
all,0.08196721311475409,"Christopher Davis, First Family."
legs,0.25806451612903225,"Christopher Davis, First Family."
Just,0.016563146997929608,"Christopher Davis, First Family."
Pop,0.1639344262295082,"Christopher Davis, First Family."
colleagues,1.0,"Christopher Davis, First Family."
strong,0.12871287128712872,"Christopher Davis, First Family."
rediscover,100.0,"Christopher Davis, First Family."
direction,0.10062893081761007,"Christopher Davis, First Family."
rested,0.21666666666666667,"Christopher Davis, First Family."
recommend,0.3076923076923077,"Christopher Davis, First Family."
formal,0.5294117647058824,"Christopher Davis, First Family."
didn't,1000.0,"Christopher Davis, First Family."
slums,1.0,"Christopher Davis, First Family."
jumping,0.3484848484848485,"Christopher Davis, First Family."
general,0.20930232558139536,"Christopher Davis, First Family."
usually,0.25,"Christopher Davis, First Family."
question,0.11971830985915492,"Christopher Davis, First Family."
examined,0.07027027027027027,"Christopher Davis, First Family."
lipstick,2.0,"Christopher Davis, First Family."
critical,0.27272727272727276,"Christopher Davis, First Family."
fix,0.1415929203539823,"Christopher Davis, First Family."
strained,0.3898305084745763,"Christopher Davis, First Family."
deep,0.18518518518518517,"Christopher Davis, First Family."
questions,0.23943661971830985,"Christopher Davis, First Family."
two-day,1000.0,"Christopher Davis, First Family."
certain,0.03529411764705882,"Christopher Davis, First Family."
Kate's,2000.0,"Christopher Davis, First Family."
though,0.017857142857142856,"Christopher Davis, First Family."
impatience,100.0,"Christopher Davis, First Family."
bandaged,0.4444444444444444,"Christopher Davis, First Family."
delicate,0.7,"Christopher Davis, First Family."
Sally,2.0,"Christopher Davis, First Family."
every,0.04081632653061224,"Christopher Davis, First Family."
proprietorship,100.0,"Christopher Davis, First Family."
fuzzy,8.0,"Christopher Davis, First Family."
seeming,0.06451612903225806,"Christopher Davis, First Family."
through,0.025477707006369428,"Christopher Davis, First Family."
greeted,0.6,"Christopher Davis, First Family."
That's,1000.0,"Christopher Davis, First Family."
either,0.034482758620689655,"Christopher Davis, First Family."
man,0.060109289617486336,"Christopher Davis, First Family."
We've,1000.0,"Christopher Davis, First Family."
air,0.29213483146067415,"Christopher Davis, First Family."
pretty,0.17777777777777778,"Christopher Davis, First Family."
apologetically,100.0,"Christopher Davis, First Family."
eyes,0.2589928057553957,"Christopher Davis, First Family."
constantly,0.1,"Christopher Davis, First Family."
smoothed,1.0,"Christopher Davis, First Family."
Charles,0.875,"Christopher Davis, First Family."
it,1900.0,"Christopher Davis, First Family."
once,0.1320754716981132,"Christopher Davis, First Family."
husband's,1000.0,"Christopher Davis, First Family."
debilitating,2.0,"Christopher Davis, First Family."
stiffly,1.0,"Christopher Davis, First Family."
Or,7.0,"Christopher Davis, First Family."
It'll,1000.0,"Christopher Davis, First Family."
dry,0.6666666666666666,"Christopher Davis, First Family."
fingers,0.13043478260869565,"Christopher Davis, First Family."
trips,0.8076923076923077,"Christopher Davis, First Family."
wing,0.8181818181818181,"Christopher Davis, First Family."
yet,0.24437299035369775,"Christopher Davis, First Family."
University,0.14285714285714285,"Christopher Davis, First Family."
Well,0.13253012048192772,"Christopher Davis, First Family."
popularity,0.3333333333333333,"Christopher Davis, First Family."
accepted,0.023923444976076555,"Christopher Davis, First Family."
neutral,1.2,"Christopher Davis, First Family."
resent,2.0,"Christopher Davis, First Family."
school,0.8461538461538461,"Christopher Davis, First Family."
afternoon,0.3076923076923077,"Christopher Davis, First Family."
campus,100.0,"Christopher Davis, First Family."
Once,0.1320754716981132,"Christopher Davis, First Family."
seriously,0.5454545454545455,"Christopher Davis, First Family."
moment,0.14705882352941177,"Christopher Davis, First Family."
kept,0.40336134453781514,"Christopher Davis, First Family."
sit,0.44999999999999996,"Christopher Davis, First Family."
suppose,0.08670520231213873,"Christopher Davis, First Family."
recently,0.125,"Christopher Davis, First Family."
when,4000.0,"Christopher Davis, First Family."
often,0.08641975308641975,"Christopher Davis, First Family."
cigarettes,1.25,"Christopher Davis, First Family."
huge,0.4444444444444444,"Christopher Davis, First Family."
orange,2.0,"Christopher Davis, First Family."
bathrobe,100.0,"Christopher Davis, First Family."
At,0.0065040650406504065,"Christopher Davis, First Family."
enough,0.09900990099009901,"Christopher Davis, First Family."
easy,0.1627906976744186,"Christopher Davis, First Family."
hair,0.5925925925925926,"Christopher Davis, First Family."
everything,1000.0,"Christopher Davis, First Family."
nor,1000.0,"Christopher Davis, First Family."
since,2000.0,"Christopher Davis, First Family."
young,0.14383561643835616,"Christopher Davis, First Family."
talked,0.5573770491803278,"Christopher Davis, First Family."
hat,0.23076923076923078,"Christopher Davis, First Family."
shop,0.6451612903225806,"Christopher Davis, First Family."
kitchen,0.06666666666666667,"Christopher Davis, First Family."
lower,0.1391941391941392,"Christopher Davis, First Family."
nothing,0.7636363636363637,"Christopher Davis, First Family."
you'll,1000.0,"Christopher Davis, First Family."
case,0.14349775784753363,"Christopher Davis, First Family."
smiled,0.25,"Christopher Davis, First Family."
lots,0.2222222222222222,"Christopher Davis, First Family."
with,20000.0,"Christopher Davis, First Family."
concern,0.32,"Christopher Davis, First Family."
good,0.06583629893238434,"Christopher Davis, First Family."
he,0.091683038637852,"Christopher Davis, First Family."
watch,0.15662650602409636,"Christopher Davis, First Family."
own,0.019769357495881382,"Christopher Davis, First Family."
wants,0.07006369426751592,"Christopher Davis, First Family."
course,0.07234042553191489,"Christopher Davis, First Family."
vacation,1.0,"Christopher Davis, First Family."
amount,0.05649717514124294,"Christopher Davis, First Family."
college,0.0625,"Christopher Davis, First Family."
one,0.0290846877673225,"Christopher Davis, First Family."
Rachel's,2000.0,"Christopher Davis, First Family."
--,13000.0,"Christopher Davis, First Family."
row,0.0784313725490196,"Christopher Davis, First Family."
You,3000.0,"Christopher Davis, First Family."
wait,0.10084033613445378,"Christopher Davis, First Family."
disinterest,100.0,"Christopher Davis, First Family."
inescapable,0.75,"Christopher Davis, First Family."
bleak,0.23684210526315788,"Christopher Davis, First Family."
kids,1.5714285714285714,"Christopher Davis, First Family."
feel,0.046822742474916385,"Christopher Davis, First Family."
