w,taza
afterwards,0.048,"Annual Report of Year Ending June 30, 1961"
role,0.05454545454545455,"Annual Report of Year Ending June 30, 1961"
It,200.0,"Annual Report of Year Ending June 30, 1961"
substitutions,0.5,"Annual Report of Year Ending June 30, 1961"
division,0.16216216216216214,"Annual Report of Year Ending June 30, 1961"
Otherwise,0.375,"Annual Report of Year Ending June 30, 1961"
general,0.20930232558139536,"Annual Report of Year Ending June 30, 1961"
interest,0.4363636363636364,"Annual Report of Year Ending June 30, 1961"
sense,0.16091954022988506,"Annual Report of Year Ending June 30, 1961"
second,0.07191780821917808,"Annual Report of Year Ending June 30, 1961"
among,1000.0,"Annual Report of Year Ending June 30, 1961"
over,0.036458333333333336,"Annual Report of Year Ending June 30, 1961"
achieve,0.2,"Annual Report of Year Ending June 30, 1961"
any,0.016483516483516484,"Annual Report of Year Ending June 30, 1961"
before,0.025974025974025976,"Annual Report of Year Ending June 30, 1961"
universities,0.42857142857142855,"Annual Report of Year Ending June 30, 1961"
increased,0.06896551724137931,"Annual Report of Year Ending June 30, 1961"
helps,0.2857142857142857,"Annual Report of Year Ending June 30, 1961"
inevitably,0.2916666666666667,"Annual Report of Year Ending June 30, 1961"
every,0.02040816326530612,"Annual Report of Year Ending June 30, 1961"
inform,1.0,"Annual Report of Year Ending June 30, 1961"
off,0.10970464135021098,"Annual Report of Year Ending June 30, 1961"
example,0.1411764705882353,"Annual Report of Year Ending June 30, 1961"
assume,0.19642857142857142,"Annual Report of Year Ending June 30, 1961"
help,0.2857142857142857,"Annual Report of Year Ending June 30, 1961"
:,2000.0,"Annual Report of Year Ending June 30, 1961"
Faculty,1.3333333333333333,"Annual Report of Year Ending June 30, 1961"
institutional,1.0,"Annual Report of Year Ending June 30, 1961"
naturally,0.05128205128205128,"Annual Report of Year Ending June 30, 1961"
credit,0.5652173913043479,"Annual Report of Year Ending June 30, 1961"
readily,0.5,"Annual Report of Year Ending June 30, 1961"
more,0.12949640287769784,"Annual Report of Year Ending June 30, 1961"
salary,0.5,"Annual Report of Year Ending June 30, 1961"
He,0.015717092337917484,"Annual Report of Year Ending June 30, 1961"
scales,0.8125,"Annual Report of Year Ending June 30, 1961"
frequently,0.09803921568627452,"Annual Report of Year Ending June 30, 1961"
other,0.02564102564102564,"Annual Report of Year Ending June 30, 1961"
affluent,1.6,"Annual Report of Year Ending June 30, 1961"
minimizing,7.0,"Annual Report of Year Ending June 30, 1961"
governmental,1.0,"Annual Report of Year Ending June 30, 1961"
program,1.0434782608695652,"Annual Report of Year Ending June 30, 1961"
above,0.25,"Annual Report of Year Ending June 30, 1961"
hiring,0.07526881720430108,"Annual Report of Year Ending June 30, 1961"
rather,0.08421052631578947,"Annual Report of Year Ending June 30, 1961"
be,0.33497536945812806,"Annual Report of Year Ending June 30, 1961"
growth,0.1694915254237288,"Annual Report of Year Ending June 30, 1961"
influencing,0.056603773584905655,"Annual Report of Year Ending June 30, 1961"
way,0.16810344827586207,"Annual Report of Year Ending June 30, 1961"
interests,0.2181818181818182,"Annual Report of Year Ending June 30, 1961"
primary,0.22033898305084745,"Annual Report of Year Ending June 30, 1961"
areas,0.18867924528301888,"Annual Report of Year Ending June 30, 1961"
assure,0.06310679611650485,"Annual Report of Year Ending June 30, 1961"
depend,0.08,"Annual Report of Year Ending June 30, 1961"
confidence,0.5,"Annual Report of Year Ending June 30, 1961"
business,0.4485981308411215,"Annual Report of Year Ending June 30, 1961"
attractions,0.8999999999999999,"Annual Report of Year Ending June 30, 1961"
ideas,0.11320754716981131,"Annual Report of Year Ending June 30, 1961"
few,0.014084507042253521,"Annual Report of Year Ending June 30, 1961"
Just,0.016563146997929608,"Annual Report of Year Ending June 30, 1961"
nevertheless,0.04615384615384615,"Annual Report of Year Ending June 30, 1961"
its,800.0,"Annual Report of Year Ending June 30, 1961"
differences,0.25806451612903225,"Annual Report of Year Ending June 30, 1961"
reasonable,0.2173913043478261,"Annual Report of Year Ending June 30, 1961"
shadow,0.33999999999999997,"Annual Report of Year Ending June 30, 1961"
self-employed,100.0,"Annual Report of Year Ending June 30, 1961"
curricular,100.0,"Annual Report of Year Ending June 30, 1961"
president,7.931034482758621,"Annual Report of Year Ending June 30, 1961"
influence,0.11320754716981131,"Annual Report of Year Ending June 30, 1961"
More,0.043165467625899276,"Annual Report of Year Ending June 30, 1961"
determination,0.3333333333333333,"Annual Report of Year Ending June 30, 1961"
features,0.017509727626459144,"Annual Report of Year Ending June 30, 1961"
because,1000.0,"Annual Report of Year Ending June 30, 1961"
choose,0.06666666666666667,"Annual Report of Year Ending June 30, 1961"
early,0.029914529914529912,"Annual Report of Year Ending June 30, 1961"
throw,0.04073033707865168,"Annual Report of Year Ending June 30, 1961"
continuous,2.0,"Annual Report of Year Ending June 30, 1961"
or,45.5,"Annual Report of Year Ending June 30, 1961"
replace,0.75,"Annual Report of Year Ending June 30, 1961"
job,0.0979020979020979,"Annual Report of Year Ending June 30, 1961"
govern,0.27272727272727276,"Annual Report of Year Ending June 30, 1961"
often,0.08641975308641975,"Annual Report of Year Ending June 30, 1961"
basic,0.31578947368421056,"Annual Report of Year Ending June 30, 1961"
achievements,1.0,"Annual Report of Year Ending June 30, 1961"
Before,0.05194805194805195,"Annual Report of Year Ending June 30, 1961"
three,0.2676056338028169,"Annual Report of Year Ending June 30, 1961"
employees,100.0,"Annual Report of Year Ending June 30, 1961"
received,0.019157088122605363,"Annual Report of Year Ending June 30, 1961"
lengthened,0.7142857142857143,"Annual Report of Year Ending June 30, 1961"
attain,0.10429447852760737,"Annual Report of Year Ending June 30, 1961"
maintenance,0.3333333333333333,"Annual Report of Year Ending June 30, 1961"
we,2000.0,"Annual Report of Year Ending June 30, 1961"
five,0.49180327868852464,"Annual Report of Year Ending June 30, 1961"
for,31000.0,"Annual Report of Year Ending June 30, 1961"
compete,1.0,"Annual Report of Year Ending June 30, 1961"
demands,0.059139784946236555,"Annual Report of Year Ending June 30, 1961"
?,6000.0,"Annual Report of Year Ending June 30, 1961"
planned,0.18604651162790697,"Annual Report of Year Ending June 30, 1961"
see,0.10280373831775702,"Annual Report of Year Ending June 30, 1961"
successful,0.125,"Annual Report of Year Ending June 30, 1961"
diversities,0.4,"Annual Report of Year Ending June 30, 1961"
sheets,0.3846153846153846,"Annual Report of Year Ending June 30, 1961"
makes,0.04950495049504951,"Annual Report of Year Ending June 30, 1961"
campus,200.0,"Annual Report of Year Ending June 30, 1961"
Despite,0.4,"Annual Report of Year Ending June 30, 1961"
stronger,0.12871287128712872,"Annual Report of Year Ending June 30, 1961"
autonomy,200.0,"Annual Report of Year Ending June 30, 1961"
approval,1.5,"Annual Report of Year Ending June 30, 1961"
preserve,0.20338983050847456,"Annual Report of Year Ending June 30, 1961"
quiet,0.18666666666666668,"Annual Report of Year Ending June 30, 1961"
able,0.16666666666666666,"Annual Report of Year Ending June 30, 1961"
better,0.207492795389049,"Annual Report of Year Ending June 30, 1961"
he,0.034053700065487885,"Annual Report of Year Ending June 30, 1961"
offer,0.25,"Annual Report of Year Ending June 30, 1961"
open,0.13526570048309178,"Annual Report of Year Ending June 30, 1961"
objectives,0.35,"Annual Report of Year Ending June 30, 1961"
enterprise,2.0,"Annual Report of Year Ending June 30, 1961"
done,0.04078549848942598,"Annual Report of Year Ending June 30, 1961"
culturally,1.0,"Annual Report of Year Ending June 30, 1961"
assignments,1.4,"Annual Report of Year Ending June 30, 1961"
itself,1000.0,"Annual Report of Year Ending June 30, 1961"
decrease,0.3548387096774193,"Annual Report of Year Ending June 30, 1961"
uneven,0.625,"Annual Report of Year Ending June 30, 1961"
consequences,0.07299270072992702,"Annual Report of Year Ending June 30, 1961"
appraise,0.23333333333333334,"Annual Report of Year Ending June 30, 1961"
assistance,0.23076923076923078,"Annual Report of Year Ending June 30, 1961"
fill,0.11818181818181818,"Annual Report of Year Ending June 30, 1961"
Declinations,0.37037037037037035,"Annual Report of Year Ending June 30, 1961"
delegated,4.0,"Annual Report of Year Ending June 30, 1961"
personally,1.3333333333333333,"Annual Report of Year Ending June 30, 1961"
preparation,0.8387096774193549,"Annual Report of Year Ending June 30, 1961"
Deans,1.25,"Annual Report of Year Ending June 30, 1961"
is,0.2524752475247525,"Annual Report of Year Ending June 30, 1961"
avenues,2.0,"Annual Report of Year Ending June 30, 1961"
oppose,0.5454545454545455,"Annual Report of Year Ending June 30, 1961"
jobs,0.0979020979020979,"Annual Report of Year Ending June 30, 1961"
significant,0.07142857142857142,"Annual Report of Year Ending June 30, 1961"
oratorical,1.0,"Annual Report of Year Ending June 30, 1961"
systematic,3.0,"Annual Report of Year Ending June 30, 1961"
rapid,0.5,"Annual Report of Year Ending June 30, 1961"
At,0.013008130081300813,"Annual Report of Year Ending June 30, 1961"
only,0.01840490797546012,"Annual Report of Year Ending June 30, 1961"
Here,0.037037037037037035,"Annual Report of Year Ending June 30, 1961"
towards,1000.0,"Annual Report of Year Ending June 30, 1961"
Or,3.5,"Annual Report of Year Ending June 30, 1961"
themselves,5000.0,"Annual Report of Year Ending June 30, 1961"
national,0.054945054945054944,"Annual Report of Year Ending June 30, 1961"
groups,0.3870967741935484,"Annual Report of Year Ending June 30, 1961"
hopes,0.1929824561403509,"Annual Report of Year Ending June 30, 1961"
department,0.375,"Annual Report of Year Ending June 30, 1961"
provide,0.31578947368421056,"Annual Report of Year Ending June 30, 1961"
some,0.087890625,"Annual Report of Year Ending June 30, 1961"
dean,5.0,"Annual Report of Year Ending June 30, 1961"
sound,0.07165109034267912,"Annual Report of Year Ending June 30, 1961"
nor,2000.0,"Annual Report of Year Ending June 30, 1961"
university-wide,1000.0,"Annual Report of Year Ending June 30, 1961"
matters,0.12121212121212122,"Annual Report of Year Ending June 30, 1961"
multiversity,100.0,"Annual Report of Year Ending June 30, 1961"
busy,1.25,"Annual Report of Year Ending June 30, 1961"
plan,0.6060606060606061,"Annual Report of Year Ending June 30, 1961"
required,0.0627177700348432,"Annual Report of Year Ending June 30, 1961"
full,0.06334841628959276,"Annual Report of Year Ending June 30, 1961"
obligations,1.7142857142857142,"Annual Report of Year Ending June 30, 1961"
an,900.0,"Annual Report of Year Ending June 30, 1961"
all,0.13114754098360656,"Annual Report of Year Ending June 30, 1961"
On,0.00228310502283105,"Annual Report of Year Ending June 30, 1961"
avoid,1.8888888888888888,"Annual Report of Year Ending June 30, 1961"
education,1.4102564102564104,"Annual Report of Year Ending June 30, 1961"
officer,0.5,"Annual Report of Year Ending June 30, 1961"
two,0.05434782608695653,"Annual Report of Year Ending June 30, 1961"
subordinates,200.0,"Annual Report of Year Ending June 30, 1961"
To,4000.0,"Annual Report of Year Ending June 30, 1961"
bridge,0.875,"Annual Report of Year Ending June 30, 1961"
participation,4.0,"Annual Report of Year Ending June 30, 1961"
reject,1.2142857142857144,"Annual Report of Year Ending June 30, 1961"
colleges,0.125,"Annual Report of Year Ending June 30, 1961"
membership,0.5,"Annual Report of Year Ending June 30, 1961"
own,0.006589785831960461,"Annual Report of Year Ending June 30, 1961"
a,0.18571428571428572,"Annual Report of Year Ending June 30, 1961"
internal,0.09722222222222221,"Annual Report of Year Ending June 30, 1961"
accommodations,3.0,"Annual Report of Year Ending June 30, 1961"
besieged,100.0,"Annual Report of Year Ending June 30, 1961"
theory,0.13043478260869565,"Annual Report of Year Ending June 30, 1961"
path,0.03286384976525822,"Annual Report of Year Ending June 30, 1961"
instruction,0.22727272727272727,"Annual Report of Year Ending June 30, 1961"
one,0.0872540633019675,"Annual Report of Year Ending June 30, 1961"
dramatic,0.25,"Annual Report of Year Ending June 30, 1961"
cold,0.6190476190476191,"Annual Report of Year Ending June 30, 1961"
higher,0.10666666666666667,"Annual Report of Year Ending June 30, 1961"
plans,0.12121212121212122,"Annual Report of Year Ending June 30, 1961"
decides,0.5,"Annual Report of Year Ending June 30, 1961"
tact,2.0,"Annual Report of Year Ending June 30, 1961"
intangible,100.0,"Annual Report of Year Ending June 30, 1961"
those,4000.0,"Annual Report of Year Ending June 30, 1961"
long-term,6.0,"Annual Report of Year Ending June 30, 1961"
participates,0.25,"Annual Report of Year Ending June 30, 1961"
presidents,0.6896551724137931,"Annual Report of Year Ending June 30, 1961"
For,2000.0,"Annual Report of Year Ending June 30, 1961"
comprehensive,0.75,"Annual Report of Year Ending June 30, 1961"
represents,0.02280912364945978,"Annual Report of Year Ending June 30, 1961"
activities,0.26666666666666666,"Annual Report of Year Ending June 30, 1961"
bankruptcy,0.4,"Annual Report of Year Ending June 30, 1961"
entire,0.0967741935483871,"Annual Report of Year Ending June 30, 1961"
adjusts,0.13333333333333333,"Annual Report of Year Ending June 30, 1961"
well,0.13253012048192772,"Annual Report of Year Ending June 30, 1961"
forma,1000.0,"Annual Report of Year Ending June 30, 1961"
committed,0.09502262443438914,"Annual Report of Year Ending June 30, 1961"
actions,0.4864864864864865,"Annual Report of Year Ending June 30, 1961"
financial,1.0,"Annual Report of Year Ending June 30, 1961"
inventory,0.27027027027027023,"Annual Report of Year Ending June 30, 1961"
directly,0.13065326633165827,"Annual Report of Year Ending June 30, 1961"
require,0.0963855421686747,"Annual Report of Year Ending June 30, 1961"
patience,1.0,"Annual Report of Year Ending June 30, 1961"
mold,0.08095238095238094,"Annual Report of Year Ending June 30, 1961"
social,0.26666666666666666,"Annual Report of Year Ending June 30, 1961"
set,0.22889305816135086,"Annual Report of Year Ending June 30, 1961"
how,1000.0,"Annual Report of Year Ending June 30, 1961"
consider,0.192,"Annual Report of Year Ending June 30, 1961"
learn,0.08333333333333333,"Annual Report of Year Ending June 30, 1961"
reproduce,100.0,"Annual Report of Year Ending June 30, 1961"
adequate,0.1386138613861386,"Annual Report of Year Ending June 30, 1961"
expect,0.08527131782945736,"Annual Report of Year Ending June 30, 1961"
presidential,200.0,"Annual Report of Year Ending June 30, 1961"
work,0.26885245901639343,"Annual Report of Year Ending June 30, 1961"
disclose,0.45833333333333337,"Annual Report of Year Ending June 30, 1961"
working,0.06765676567656766,"Annual Report of Year Ending June 30, 1961"
however,0.0923076923076923,"Annual Report of Year Ending June 30, 1961"
considered,0.04896907216494845,"Annual Report of Year Ending June 30, 1961"
Their,1000.0,"Annual Report of Year Ending June 30, 1961"
Trustees,100.0,"Annual Report of Year Ending June 30, 1961"
out,0.042134831460674156,"Annual Report of Year Ending June 30, 1961"
field,0.2631578947368421,"Annual Report of Year Ending June 30, 1961"
",",98000.0,"Annual Report of Year Ending June 30, 1961"
attract,0.25,"Annual Report of Year Ending June 30, 1961"
member,3.0,"Annual Report of Year Ending June 30, 1961"
future,0.16666666666666666,"Annual Report of Year Ending June 30, 1961"
increase,0.15789473684210528,"Annual Report of Year Ending June 30, 1961"
establish,0.05757575757575758,"Annual Report of Year Ending June 30, 1961"
rights,0.10869565217391305,"Annual Report of Year Ending June 30, 1961"
No,0.04746835443037974,"Annual Report of Year Ending June 30, 1961"
person,0.07894736842105264,"Annual Report of Year Ending June 30, 1961"
strong,0.25742574257425743,"Annual Report of Year Ending June 30, 1961"
buildings,0.0738255033557047,"Annual Report of Year Ending June 30, 1961"
educational,1.0,"Annual Report of Year Ending June 30, 1961"
cause,0.01932367149758454,"Annual Report of Year Ending June 30, 1961"
year,0.1095890410958904,"Annual Report of Year Ending June 30, 1961"
particular,0.19402985074626863,"Annual Report of Year Ending June 30, 1961"
cannot,2000.0,"Annual Report of Year Ending June 30, 1961"
list,0.08737864077669903,"Annual Report of Year Ending June 30, 1961"
consultants,100.0,"Annual Report of Year Ending June 30, 1961"
outstanding,0.10526315789473684,"Annual Report of Year Ending June 30, 1961"
profoundly,0.2222222222222222,"Annual Report of Year Ending June 30, 1961"
Joneses,0.7142857142857143,"Annual Report of Year Ending June 30, 1961"
match,0.2871287128712871,"Annual Report of Year Ending June 30, 1961"
broad,0.5964912280701754,"Annual Report of Year Ending June 30, 1961"
contribute,0.11428571428571428,"Annual Report of Year Ending June 30, 1961"
deal,0.2037617554858934,"Annual Report of Year Ending June 30, 1961"
task,0.07954545454545454,"Annual Report of Year Ending June 30, 1961"
appearances,0.09803921568627452,"Annual Report of Year Ending June 30, 1961"
him,1000.0,"Annual Report of Year Ending June 30, 1961"
committee,2.571428571428571,"Annual Report of Year Ending June 30, 1961"
burden,0.1948051948051948,"Annual Report of Year Ending June 30, 1961"
undergraduates,0.6666666666666666,"Annual Report of Year Ending June 30, 1961"
high-priced,0.625,"Annual Report of Year Ending June 30, 1961"
candidate,0.4444444444444444,"Annual Report of Year Ending June 30, 1961"
men,0.11249999999999999,"Annual Report of Year Ending June 30, 1961"
number,0.12738853503184713,"Annual Report of Year Ending June 30, 1961"
therefore,0.022556390977443608,"Annual Report of Year Ending June 30, 1961"
methods,0.18181818181818182,"Annual Report of Year Ending June 30, 1961"
encouraging,0.23333333333333334,"Annual Report of Year Ending June 30, 1961"
communication,0.6666666666666666,"Annual Report of Year Ending June 30, 1961"
relate,0.6153846153846154,"Annual Report of Year Ending June 30, 1961"
discuss,1.4,"Annual Report of Year Ending June 30, 1961"
details,0.09210526315789473,"Annual Report of Year Ending June 30, 1961"
several,0.09836065573770493,"Annual Report of Year Ending June 30, 1961"
Although,1000.0,"Annual Report of Year Ending June 30, 1961"
his,14000.0,"Annual Report of Year Ending June 30, 1961"
programs,0.2608695652173913,"Annual Report of Year Ending June 30, 1961"
problems,0.06315789473684211,"Annual Report of Year Ending June 30, 1961"
man's,1000.0,"Annual Report of Year Ending June 30, 1961"
on,0.0228310502283105,"Annual Report of Year Ending June 30, 1961"
back,0.12096774193548386,"Annual Report of Year Ending June 30, 1961"
turn,0.08149779735682819,"Annual Report of Year Ending June 30, 1961"
should,10000.0,"Annual Report of Year Ending June 30, 1961"
freedom,0.2857142857142857,"Annual Report of Year Ending June 30, 1961"
administrators,0.5,"Annual Report of Year Ending June 30, 1961"
even,0.038338658146964855,"Annual Report of Year Ending June 30, 1961"
examine,0.07027027027027027,"Annual Report of Year Ending June 30, 1961"
civic,0.6666666666666666,"Annual Report of Year Ending June 30, 1961"
teaching,0.6285714285714286,"Annual Report of Year Ending June 30, 1961"
Shall,1000.0,"Annual Report of Year Ending June 30, 1961"
decision,0.4,"Annual Report of Year Ending June 30, 1961"
reach,0.09657320872274143,"Annual Report of Year Ending June 30, 1961"
Since,3000.0,"Annual Report of Year Ending June 30, 1961"
ways,0.06147540983606558,"Annual Report of Year Ending June 30, 1961"
optimum,100.0,"Annual Report of Year Ending June 30, 1961"
accountable,100.0,"Annual Report of Year Ending June 30, 1961"
professional,0.18181818181818182,"Annual Report of Year Ending June 30, 1961"
dreams,1.0,"Annual Report of Year Ending June 30, 1961"
point,0.25474254742547425,"Annual Report of Year Ending June 30, 1961"
empirical,0.5,"Annual Report of Year Ending June 30, 1961"
plant,0.0958904109589041,"Annual Report of Year Ending June 30, 1961"
specialties,2.3333333333333335,"Annual Report of Year Ending June 30, 1961"
standards,1.1428571428571428,"Annual Report of Year Ending June 30, 1961"
of,75000.0,"Annual Report of Year Ending June 30, 1961"
reaches,0.09657320872274143,"Annual Report of Year Ending June 30, 1961"
flexible,2.6666666666666665,"Annual Report of Year Ending June 30, 1961"
goals,0.3448275862068966,"Annual Report of Year Ending June 30, 1961"
committees,0.8571428571428571,"Annual Report of Year Ending June 30, 1961"
ramifications,0.4666666666666667,"Annual Report of Year Ending June 30, 1961"
In,0.020721094073767096,"Annual Report of Year Ending June 30, 1961"
appoints,0.125,"Annual Report of Year Ending June 30, 1961"
critical,0.27272727272727276,"Annual Report of Year Ending June 30, 1961"
advancement,0.6428571428571428,"Annual Report of Year Ending June 30, 1961"
government,0.7941176470588236,"Annual Report of Year Ending June 30, 1961"
prominence,3.0,"Annual Report of Year Ending June 30, 1961"
supporting,0.1528925619834711,"Annual Report of Year Ending June 30, 1961"
prime,0.34615384615384615,"Annual Report of Year Ending June 30, 1961"
Each,0.0617283950617284,"Annual Report of Year Ending June 30, 1961"
inspiring,2.375,"Annual Report of Year Ending June 30, 1961"
organization,0.21153846153846154,"Annual Report of Year Ending June 30, 1961"
made,0.13342053629823414,"Annual Report of Year Ending June 30, 1961"
serve,0.19148936170212766,"Annual Report of Year Ending June 30, 1961"
delegate,8.0,"Annual Report of Year Ending June 30, 1961"
Some,0.052734375,"Annual Report of Year Ending June 30, 1961"
grant,0.31506849315068497,"Annual Report of Year Ending June 30, 1961"
