w,taza
superficial,0.6666666666666666,"William G. Pollard, Physicist and Christian"
point,0.12737127371273713,"William G. Pollard, Physicist and Christian"
America,0.25806451612903225,"William G. Pollard, Physicist and Christian"
successful,0.125,"William G. Pollard, Physicist and Christian"
better,0.06916426512968299,"William G. Pollard, Physicist and Christian"
understandings,0.0966183574879227,"William G. Pollard, Physicist and Christian"
bad,0.17525773195876287,"William G. Pollard, Physicist and Christian"
Klan,100.0,"William G. Pollard, Physicist and Christian"
might,0.021582733812949638,"William G. Pollard, Physicist and Christian"
unity,0.02309666381522669,"William G. Pollard, Physicist and Christian"
vividly,1.0,"William G. Pollard, Physicist and Christian"
When,3000.0,"William G. Pollard, Physicist and Christian"
life,0.19047619047619047,"William G. Pollard, Physicist and Christian"
assign,0.22807017543859648,"William G. Pollard, Physicist and Christian"
emerges,0.3529411764705882,"William G. Pollard, Physicist and Christian"
organize,0.23333333333333334,"William G. Pollard, Physicist and Christian"
preserve,0.20338983050847456,"William G. Pollard, Physicist and Christian"
infected,100.0,"William G. Pollard, Physicist and Christian"
within,0.031746031746031744,"William G. Pollard, Physicist and Christian"
seemed,0.034090909090909095,"William G. Pollard, Physicist and Christian"
dare,0.8333333333333334,"William G. Pollard, Physicist and Christian"
any,0.11538461538461539,"William G. Pollard, Physicist and Christian"
most,0.03991130820399113,"William G. Pollard, Physicist and Christian"
even,0.07667731629392971,"William G. Pollard, Physicist and Christian"
valuable,0.6666666666666666,"William G. Pollard, Physicist and Christian"
necessity,0.13157894736842105,"William G. Pollard, Physicist and Christian"
Hale's,1000.0,"William G. Pollard, Physicist and Christian"
refer,0.5230769230769231,"William G. Pollard, Physicist and Christian"
fairies,7.5,"William G. Pollard, Physicist and Christian"
features,0.017509727626459144,"William G. Pollard, Physicist and Christian"
All,0.01639344262295082,"William G. Pollard, Physicist and Christian"
uncle,0.5,"William G. Pollard, Physicist and Christian"
few,0.04225352112676056,"William G. Pollard, Physicist and Christian"
commonly,0.25,"William G. Pollard, Physicist and Christian"
imagination,0.5333333333333333,"William G. Pollard, Physicist and Christian"
known,0.3214285714285714,"William G. Pollard, Physicist and Christian"
range,0.32950191570881227,"William G. Pollard, Physicist and Christian"
wake,1.3846153846153846,"William G. Pollard, Physicist and Christian"
!,4000.0,"William G. Pollard, Physicist and Christian"
lieutenants,1.5,"William G. Pollard, Physicist and Christian"
experienced,0.011305241521068859,"William G. Pollard, Physicist and Christian"
first,0.23829787234042554,"William G. Pollard, Physicist and Christian"
asks,0.06091370558375634,"William G. Pollard, Physicist and Christian"
And,1000.0,"William G. Pollard, Physicist and Christian"
undoubtedly,1.5,"William G. Pollard, Physicist and Christian"
already,0.07407407407407407,"William G. Pollard, Physicist and Christian"
best,0.0712166172106825,"William G. Pollard, Physicist and Christian"
agreed-upon,1000.0,"William G. Pollard, Physicist and Christian"
helpless,0.1764705882352941,"William G. Pollard, Physicist and Christian"
doing,0.047524752475247525,"William G. Pollard, Physicist and Christian"
basic,0.31578947368421056,"William G. Pollard, Physicist and Christian"
speak,0.11290322580645161,"William G. Pollard, Physicist and Christian"
positive,0.4411764705882353,"William G. Pollard, Physicist and Christian"
cumulative,2.0,"William G. Pollard, Physicist and Christian"
kind,0.047619047619047616,"William G. Pollard, Physicist and Christian"
identity,2.3333333333333335,"William G. Pollard, Physicist and Christian"
having,0.047079337401918046,"William G. Pollard, Physicist and Christian"
givenness,100.0,"William G. Pollard, Physicist and Christian"
itself,1000.0,"William G. Pollard, Physicist and Christian"
manifestation,0.38888888888888884,"William G. Pollard, Physicist and Christian"
mixture,1.1428571428571428,"William G. Pollard, Physicist and Christian"
drawn,0.11471321695760599,"William G. Pollard, Physicist and Christian"
house,0.07655502392344497,"William G. Pollard, Physicist and Christian"
much,0.13714285714285715,"William G. Pollard, Physicist and Christian"
make,0.04950495049504951,"William G. Pollard, Physicist and Christian"
widely,0.1,"William G. Pollard, Physicist and Christian"
are,0.1414141414141414,"William G. Pollard, Physicist and Christian"
entity,1.0,"William G. Pollard, Physicist and Christian"
highly,0.125,"William G. Pollard, Physicist and Christian"
excesses,2.25,"William G. Pollard, Physicist and Christian"
Communism,1.0,"William G. Pollard, Physicist and Christian"
Spirit,0.06766917293233082,"William G. Pollard, Physicist and Christian"
gathering,0.6451612903225806,"William G. Pollard, Physicist and Christian"
sector,2.0,"William G. Pollard, Physicist and Christian"
village,0.75,"William G. Pollard, Physicist and Christian"
writing,0.375,"William G. Pollard, Physicist and Christian"
under,0.07407407407407407,"William G. Pollard, Physicist and Christian"
great,0.13736263736263735,"William G. Pollard, Physicist and Christian"
men,0.11249999999999999,"William G. Pollard, Physicist and Christian"
Biblical,2.0,"William G. Pollard, Physicist and Christian"
close,0.16299559471365638,"William G. Pollard, Physicist and Christian"
Proctor,3.0,"William G. Pollard, Physicist and Christian"
enjoyed,0.13559322033898305,"William G. Pollard, Physicist and Christian"
ever,0.047619047619047616,"William G. Pollard, Physicist and Christian"
because,1000.0,"William G. Pollard, Physicist and Christian"
distinction,0.22727272727272727,"William G. Pollard, Physicist and Christian"
discussion,0.19607843137254904,"William G. Pollard, Physicist and Christian"
result,0.09424083769633508,"William G. Pollard, Physicist and Christian"
devils,5.454545454545455,"William G. Pollard, Physicist and Christian"
We,5000.0,"William G. Pollard, Physicist and Christian"
opens,0.07643312101910828,"William G. Pollard, Physicist and Christian"
out,0.16853932584269662,"William G. Pollard, Physicist and Christian"
fire,0.24749163879598662,"William G. Pollard, Physicist and Christian"
vigor,0.8888888888888888,"William G. Pollard, Physicist and Christian"
material,0.2807017543859649,"William G. Pollard, Physicist and Christian"
may,0.10650887573964496,"William G. Pollard, Physicist and Christian"
normal,0.2222222222222222,"William G. Pollard, Physicist and Christian"
among,1000.0,"William G. Pollard, Physicist and Christian"
operative,0.5,"William G. Pollard, Physicist and Christian"
?,4000.0,"William G. Pollard, Physicist and Christian"
longer,0.1897810218978102,"William G. Pollard, Physicist and Christian"
A,0.008843537414965985,"William G. Pollard, Physicist and Christian"
uneasy,0.8,"William G. Pollard, Physicist and Christian"
sources,0.2857142857142857,"William G. Pollard, Physicist and Christian"
society,0.1917808219178082,"William G. Pollard, Physicist and Christian"
grasped,0.8999999999999999,"William G. Pollard, Physicist and Christian"
the,134000.0,"William G. Pollard, Physicist and Christian"
concrete,0.25,"William G. Pollard, Physicist and Christian"
provides,0.15789473684210528,"William G. Pollard, Physicist and Christian"
virulence,2.0,"William G. Pollard, Physicist and Christian"
horns,1.5714285714285714,"William G. Pollard, Physicist and Christian"
devil,13.636363636363637,"William G. Pollard, Physicist and Christian"
like,0.06769230769230769,"William G. Pollard, Physicist and Christian"
been,0.11881188118811882,"William G. Pollard, Physicist and Christian"
extent,0.2222222222222222,"William G. Pollard, Physicist and Christian"
potency,0.611111111111111,"William G. Pollard, Physicist and Christian"
will,0.02,"William G. Pollard, Physicist and Christian"
which,40000.0,"William G. Pollard, Physicist and Christian"
girl,0.18965517241379312,"William G. Pollard, Physicist and Christian"
important,0.3,"William G. Pollard, Physicist and Christian"
terribly,1.6,"William G. Pollard, Physicist and Christian"
pleasures,0.14285714285714285,"William G. Pollard, Physicist and Christian"
Every,0.02040816326530612,"William G. Pollard, Physicist and Christian"
present,0.46025104602510464,"William G. Pollard, Physicist and Christian"
made,0.04447351209941138,"William G. Pollard, Physicist and Christian"
ominously,1.0,"William G. Pollard, Physicist and Christian"
This,1000.0,"William G. Pollard, Physicist and Christian"
we,15000.0,"William G. Pollard, Physicist and Christian"
exists,0.006587615283267457,"William G. Pollard, Physicist and Christian"
position,0.07052896725440806,"William G. Pollard, Physicist and Christian"
34,3.0,"William G. Pollard, Physicist and Christian"
realities,0.03636363636363636,"William G. Pollard, Physicist and Christian"
come,0.1016260162601626,"William G. Pollard, Physicist and Christian"
its,600.0,"William G. Pollard, Physicist and Christian"
universally,100.0,"William G. Pollard, Physicist and Christian"
casts,0.2916666666666667,"William G. Pollard, Physicist and Christian"
object,0.25,"William G. Pollard, Physicist and Christian"
credit,0.5652173913043479,"William G. Pollard, Physicist and Christian"
still,0.41304347826086957,"William G. Pollard, Physicist and Christian"
Even,0.038338658146964855,"William G. Pollard, Physicist and Christian"
anything,1000.0,"William G. Pollard, Physicist and Christian"
more,0.021582733812949638,"William G. Pollard, Physicist and Christian"
at,0.032520325203252036,"William G. Pollard, Physicist and Christian"
unquestionably,1.4,"William G. Pollard, Physicist and Christian"
Devil,2.7272727272727275,"William G. Pollard, Physicist and Christian"
Ku,1000.0,"William G. Pollard, Physicist and Christian"
given,0.048707753479125246,"William G. Pollard, Physicist and Christian"
things,0.030303030303030304,"William G. Pollard, Physicist and Christian"
turned,0.06510416666666667,"William G. Pollard, Physicist and Christian"
justify,0.30303030303030304,"William G. Pollard, Physicist and Christian"
minds,0.0898876404494382,"William G. Pollard, Physicist and Christian"
team,0.1764705882352941,"William G. Pollard, Physicist and Christian"
about,0.07024793388429752,"William G. Pollard, Physicist and Christian"
waiting,0.08910891089108912,"William G. Pollard, Physicist and Christian"
rightly,200.0,"William G. Pollard, Physicist and Christian"
change,0.18292682926829268,"William G. Pollard, Physicist and Christian"
precisely,0.05303030303030303,"William G. Pollard, Physicist and Christian"
1692,1000.0,"William G. Pollard, Physicist and Christian"
source,0.2857142857142857,"William G. Pollard, Physicist and Christian"
be,0.17733990147783252,"William G. Pollard, Physicist and Christian"
almost,0.017738359201773836,"William G. Pollard, Physicist and Christian"
tragic,0.5,"William G. Pollard, Physicist and Christian"
dreadfully,1.3333333333333333,"William G. Pollard, Physicist and Christian"
produce,0.05029585798816568,"William G. Pollard, Physicist and Christian"
between,0.07228915662650602,"William G. Pollard, Physicist and Christian"
prospers,4.0,"William G. Pollard, Physicist and Christian"
evil,1.2,"William G. Pollard, Physicist and Christian"
neither,0.1,"William G. Pollard, Physicist and Christian"
awful,0.627906976744186,"William G. Pollard, Physicist and Christian"
Think,0.09359605911330049,"William G. Pollard, Physicist and Christian"
century,0.20833333333333334,"William G. Pollard, Physicist and Christian"
primarily,0.6666666666666666,"William G. Pollard, Physicist and Christian"
angels,0.5384615384615384,"William G. Pollard, Physicist and Christian"
defective,0.15,"William G. Pollard, Physicist and Christian"
starting,0.10437710437710439,"William G. Pollard, Physicist and Christian"
disintegration,0.42857142857142855,"William G. Pollard, Physicist and Christian"
belief,0.23809523809523808,"William G. Pollard, Physicist and Christian"
until,2000.0,"William G. Pollard, Physicist and Christian"
such,0.06542056074766354,"William G. Pollard, Physicist and Christian"
cause,0.01932367149758454,"William G. Pollard, Physicist and Christian"
elemental,0.3333333333333333,"William G. Pollard, Physicist and Christian"
Science,0.31578947368421056,"William G. Pollard, Physicist and Christian"
Samuel,1.0,"William G. Pollard, Physicist and Christian"
terms,0.25,"William G. Pollard, Physicist and Christian"
know,0.3380281690140845,"William G. Pollard, Physicist and Christian"
does,0.17227722772277226,"William G. Pollard, Physicist and Christian"
fruitful,1.0,"William G. Pollard, Physicist and Christian"
power,0.9593908629441624,"William G. Pollard, Physicist and Christian"
certainly,0.1044776119402985,"William G. Pollard, Physicist and Christian"
thorough,1.5,"William G. Pollard, Physicist and Christian"
part,0.3025210084033614,"William G. Pollard, Physicist and Christian"
experiential,0.6666666666666666,"William G. Pollard, Physicist and Christian"
destruction,0.048,"William G. Pollard, Physicist and Christian"
sharply,0.27272727272727276,"William G. Pollard, Physicist and Christian"
inquiring,0.1794871794871795,"William G. Pollard, Physicist and Christian"
too,0.09795918367346938,"William G. Pollard, Physicist and Christian"
give,0.04401228249744115,"William G. Pollard, Physicist and Christian"
worthlessness,100.0,"William G. Pollard, Physicist and Christian"
seeing,0.10948905109489052,"William G. Pollard, Physicist and Christian"
Marine,2.8,"William G. Pollard, Physicist and Christian"
mysterious,0.5116279069767442,"William G. Pollard, Physicist and Christian"
Rotary,0.7272727272727273,"William G. Pollard, Physicist and Christian"
spiritual,0.36,"William G. Pollard, Physicist and Christian"
occasion,0.5454545454545455,"William G. Pollard, Physicist and Christian"
response,0.07936507936507936,"William G. Pollard, Physicist and Christian"
but,0.0324254215304799,"William G. Pollard, Physicist and Christian"
Reverend,1.6666666666666667,"William G. Pollard, Physicist and Christian"
means,0.21455938697318008,"William G. Pollard, Physicist and Christian"
introduced,0.32727272727272727,"William G. Pollard, Physicist and Christian"
seriousness,2.5,"William G. Pollard, Physicist and Christian"
burning,0.29032258064516125,"William G. Pollard, Physicist and Christian"
cope,0.4,"William G. Pollard, Physicist and Christian"
hand,0.1095890410958904,"William G. Pollard, Physicist and Christian"
connotations,1.0,"William G. Pollard, Physicist and Christian"
face,0.06153846153846154,"William G. Pollard, Physicist and Christian"
Mr.,0.040540540540540536,"William G. Pollard, Physicist and Christian"
misery,1.0,"William G. Pollard, Physicist and Christian"
taken,0.05569205569205569,"William G. Pollard, Physicist and Christian"
on,0.00684931506849315,"William G. Pollard, Physicist and Christian"
seems,0.034090909090909095,"William G. Pollard, Physicist and Christian"
It,1000.0,"William G. Pollard, Physicist and Christian"
spreads,0.5230769230769231,"William G. Pollard, Physicist and Christian"
Miller's,1000.0,"William G. Pollard, Physicist and Christian"
age,0.13095238095238096,"William G. Pollard, Physicist and Christian"
for,15000.0,"William G. Pollard, Physicist and Christian"
permanence,100.0,"William G. Pollard, Physicist and Christian"
their,1000.0,"William G. Pollard, Physicist and Christian"
word,0.6666666666666666,"William G. Pollard, Physicist and Christian"
replacement,0.7647058823529411,"William G. Pollard, Physicist and Christian"
seen,0.10280373831775702,"William G. Pollard, Physicist and Christian"
a,0.21224489795918366,"William G. Pollard, Physicist and Christian"
Aside,0.014545454545454545,"William G. Pollard, Physicist and Christian"
together,0.1,"William G. Pollard, Physicist and Christian"
outside,0.1348314606741573,"William G. Pollard, Physicist and Christian"
modern,0.15942028985507248,"William G. Pollard, Physicist and Christian"
could,4000.0,"William G. Pollard, Physicist and Christian"
identical,0.06976744186046512,"William G. Pollard, Physicist and Christian"
commitment,3.5,"William G. Pollard, Physicist and Christian"
works,0.08500772797527048,"William G. Pollard, Physicist and Christian"
of,99000.0,"William G. Pollard, Physicist and Christian"
considerable,0.16666666666666666,"William G. Pollard, Physicist and Christian"
off,0.05485232067510549,"William G. Pollard, Physicist and Christian"
Apparently,0.29411764705882354,"William G. Pollard, Physicist and Christian"
she,1000.0,"William G. Pollard, Physicist and Christian"
As,0.017183025253840144,"William G. Pollard, Physicist and Christian"
gains,0.11475409836065575,"William G. Pollard, Physicist and Christian"
confusion,1.4,"William G. Pollard, Physicist and Christian"
widespread,1.3333333333333333,"William G. Pollard, Physicist and Christian"
no,0.14240506329113922,"William G. Pollard, Physicist and Christian"
cohesiveness,100.0,"William G. Pollard, Physicist and Christian"
do,0.2964426877470356,"William G. Pollard, Physicist and Christian"
therefore,0.022556390977443608,"William G. Pollard, Physicist and Christian"
large,0.10240963855421686,"William G. Pollard, Physicist and Christian"
accounting,0.35714285714285715,"William G. Pollard, Physicist and Christian"
contact,0.3137254901960784,"William G. Pollard, Physicist and Christian"
than,3000.0,"William G. Pollard, Physicist and Christian"
structure,1.25,"William G. Pollard, Physicist and Christian"
unmixed,0.5555555555555556,"William G. Pollard, Physicist and Christian"
or,45.5,"William G. Pollard, Physicist and Christian"
status,0.08108108108108107,"William G. Pollard, Physicist and Christian"
terrible,1.0526315789473684,"William G. Pollard, Physicist and Christian"
saint,1.0833333333333333,"William G. Pollard, Physicist and Christian"
filthy,0.5833333333333334,"William G. Pollard, Physicist and Christian"
irritations,2.1666666666666665,"William G. Pollard, Physicist and Christian"
came,0.12320328542094455,"William G. Pollard, Physicist and Christian"
comes,0.1016260162601626,"William G. Pollard, Physicist and Christian"
football,0.6666666666666666,"William G. Pollard, Physicist and Christian"
ourselves,2000.0,"William G. Pollard, Physicist and Christian"
had,0.16477768090671316,"William G. Pollard, Physicist and Christian"
think,0.18719211822660098,"William G. Pollard, Physicist and Christian"
simply,0.023285899094437255,"William G. Pollard, Physicist and Christian"
man's,1000.0,"William G. Pollard, Physicist and Christian"
to,46000.0,"William G. Pollard, Physicist and Christian"
analyze,0.3548387096774193,"William G. Pollard, Physicist and Christian"
books,0.3424657534246575,"William G. Pollard, Physicist and Christian"
characters,0.27906976744186046,"William G. Pollard, Physicist and Christian"
spite,0.52,"William G. Pollard, Physicist and Christian"
objectification,100.0,"William G. Pollard, Physicist and Christian"
inexorably,100.0,"William G. Pollard, Physicist and Christian"
confronted,0.04081632653061224,"William G. Pollard, Physicist and Christian"
grows,0.22140221402214022,"William G. Pollard, Physicist and Christian"
unfolds,0.36363636363636365,"William G. Pollard, Physicist and Christian"
On,0.00228310502283105,"William G. Pollard, Physicist and Christian"
immediate,0.20833333333333334,"William G. Pollard, Physicist and Christian"
little,0.06965174129353234,"William G. Pollard, Physicist and Christian"
felt,0.05439330543933055,"William G. Pollard, Physicist and Christian"
Instead,0.06349206349206349,"William G. Pollard, Physicist and Christian"
presence,0.10416666666666667,"William G. Pollard, Physicist and Christian"
meanings,0.09722222222222221,"William G. Pollard, Physicist and Christian"
end,0.1299638989169675,"William G. Pollard, Physicist and Christian"
methodical,100.0,"William G. Pollard, Physicist and Christian"
take,0.05877551020408163,"William G. Pollard, Physicist and Christian"
Not,0.0033222591362126247,"William G. Pollard, Physicist and Christian"
beings,0.034408602150537634,"William G. Pollard, Physicist and Christian"
combatted,0.16666666666666666,"William G. Pollard, Physicist and Christian"
Abigail,2000.0,"William G. Pollard, Physicist and Christian"
absolutes,1.0,"William G. Pollard, Physicist and Christian"
So,0.026143790849673203,"William G. Pollard, Physicist and Christian"
answer,0.046875,"William G. Pollard, Physicist and Christian"
formulae,0.12903225806451613,"William G. Pollard, Physicist and Christian"
they,8000.0,"William G. Pollard, Physicist and Christian"
inculcation,100.0,"William G. Pollard, Physicist and Christian"
false,1.1764705882352942,"William G. Pollard, Physicist and Christian"
left,0.30205949656750575,"William G. Pollard, Physicist and Christian"
strange,0.12121212121212122,"William G. Pollard, Physicist and Christian"
audience,1.0,"William G. Pollard, Physicist and Christian"
removed,0.07661290322580645,"William G. Pollard, Physicist and Christian"
foibles,100.0,"William G. Pollard, Physicist and Christian"
author's,1000.0,"William G. Pollard, Physicist and Christian"
occupying,0.09859154929577466,"William G. Pollard, Physicist and Christian"
axiomatic,100.0,"William G. Pollard, Physicist and Christian"
cleared,0.20098039215686275,"William G. Pollard, Physicist and Christian"
science,0.4736842105263158,"William G. Pollard, Physicist and Christian"
blindness,3.0,"William G. Pollard, Physicist and Christian"
time,0.23316062176165805,"William G. Pollard, Physicist and Christian"
western,1.0,"William G. Pollard, Physicist and Christian"
whole,0.062360801781737196,"William G. Pollard, Physicist and Christian"
abounding,0.5555555555555556,"William G. Pollard, Physicist and Christian"
concerns,0.16,"William G. Pollard, Physicist and Christian"
cohere,0.625,"William G. Pollard, Physicist and Christian"
meaning,0.2,"William G. Pollard, Physicist and Christian"
Arthur,1.25,"William G. Pollard, Physicist and Christian"
keep,0.2116788321167883,"William G. Pollard, Physicist and Christian"
arises,0.4594594594594595,"William G. Pollard, Physicist and Christian"
perspective,0.1,"William G. Pollard, Physicist and Christian"
superstition,0.6666666666666666,"William G. Pollard, Physicist and Christian"
atmosphere,0.23076923076923078,"William G. Pollard, Physicist and Christian"
future,0.08333333333333333,"William G. Pollard, Physicist and Christian"
exposure,0.2608695652173913,"William G. Pollard, Physicist and Christian"
acknowledge,0.04516129032258065,"William G. Pollard, Physicist and Christian"
effect,0.12820512820512822,"William G. Pollard, Physicist and Christian"
alone,0.0510948905109489,"William G. Pollard, Physicist and Christian"
just,0.016563146997929608,"William G. Pollard, Physicist and Christian"
deal,0.2037617554858934,"William G. Pollard, Physicist and Christian"
wild,0.7692307692307692,"William G. Pollard, Physicist and Christian"
stage,0.08029197080291971,"William G. Pollard, Physicist and Christian"
church-state,100.0,"William G. Pollard, Physicist and Christian"
over,0.109375,"William G. Pollard, Physicist and Christian"
become,0.017241379310344827,"William G. Pollard, Physicist and Christian"
words,0.5669291338582677,"William G. Pollard, Physicist and Christian"
idea,0.16981132075471697,"William G. Pollard, Physicist and Christian"
marvel,0.16666666666666666,"William G. Pollard, Physicist and Christian"
wickedness,0.1764705882352941,"William G. Pollard, Physicist and Christian"
now,0.06951871657754011,"William G. Pollard, Physicist and Christian"
have,0.1769834350479512,"William G. Pollard, Physicist and Christian"
respect,0.5098039215686275,"William G. Pollard, Physicist and Christian"
recruits,0.40909090909090906,"William G. Pollard, Physicist and Christian"
her,1000.0,"William G. Pollard, Physicist and Christian"
employed,0.09302325581395349,"William G. Pollard, Physicist and Christian"
former,0.061971830985915494,"William G. Pollard, Physicist and Christian"
element,0.3529411764705882,"William G. Pollard, Physicist and Christian"
alike,0.020618556701030927,"William G. Pollard, Physicist and Christian"
flying,0.18181818181818182,"William G. Pollard, Physicist and Christian"
steady,0.4318181818181818,"William G. Pollard, Physicist and Christian"
subtly,1.0,"William G. Pollard, Physicist and Christian"
all,0.09836065573770492,"William G. Pollard, Physicist and Christian"
universal,0.23255813953488372,"William G. Pollard, Physicist and Christian"
Just,0.033126293995859216,"William G. Pollard, Physicist and Christian"
quaint,100.0,"William G. Pollard, Physicist and Christian"
surrender,0.2571428571428572,"William G. Pollard, Physicist and Christian"
prove,0.1323529411764706,"William G. Pollard, Physicist and Christian"
history,0.047619047619047616,"William G. Pollard, Physicist and Christian"
general,0.20930232558139536,"William G. Pollard, Physicist and Christian"
responded,0.12121212121212122,"William G. Pollard, Physicist and Christian"
scene,0.14606741573033707,"William G. Pollard, Physicist and Christian"
ago,0.05128205128205128,"William G. Pollard, Physicist and Christian"
Apart,0.3333333333333333,"William G. Pollard, Physicist and Christian"
swept,0.8823529411764706,"William G. Pollard, Physicist and Christian"
eighteenth,100.0,"William G. Pollard, Physicist and Christian"
many-faced,1000.0,"William G. Pollard, Physicist and Christian"
demon,1.4,"William G. Pollard, Physicist and Christian"
center,0.4421052631578947,"William G. Pollard, Physicist and Christian"
lost,0.4262295081967213,"William G. Pollard, Physicist and Christian"
program,0.2608695652173913,"William G. Pollard, Physicist and Christian"
substance,0.17355371900826447,"William G. Pollard, Physicist and Christian"
though,0.017857142857142856,"William G. Pollard, Physicist and Christian"
physical,0.21428571428571427,"William G. Pollard, Physicist and Christian"
Lucifer's,1000.0,"William G. Pollard, Physicist and Christian"
deals,0.2037617554858934,"William G. Pollard, Physicist and Christian"
every,0.02040816326530612,"William G. Pollard, Physicist and Christian"
through,0.050955414012738856,"William G. Pollard, Physicist and Christian"
man,0.18032786885245902,"William G. Pollard, Physicist and Christian"
corner,0.2857142857142857,"William G. Pollard, Physicist and Christian"
air,0.29213483146067415,"William G. Pollard, Physicist and Christian"
characterize,0.375,"William G. Pollard, Physicist and Christian"
gradual,1.0,"William G. Pollard, Physicist and Christian"
it,2900.0,"William G. Pollard, Physicist and Christian"
attributes,0.46153846153846156,"William G. Pollard, Physicist and Christian"
explain,0.25,"William G. Pollard, Physicist and Christian"
added,0.26865671641791045,"William G. Pollard, Physicist and Christian"
blessing,0.5,"William G. Pollard, Physicist and Christian"
growing,0.06645569620253165,"William G. Pollard, Physicist and Christian"
development,0.1875,"William G. Pollard, Physicist and Christian"
dispelled,100.0,"William G. Pollard, Physicist and Christian"
attempt,0.171875,"William G. Pollard, Physicist and Christian"
prevented,0.13953488372093023,"William G. Pollard, Physicist and Christian"
emptied,0.3529411764705882,"William G. Pollard, Physicist and Christian"
creates,0.022556390977443608,"William G. Pollard, Physicist and Christian"
met,0.13989637305699482,"William G. Pollard, Physicist and Christian"
Better,0.06916426512968299,"William G. Pollard, Physicist and Christian"
user,4.0,"William G. Pollard, Physicist and Christian"
detecting,0.1267605633802817,"William G. Pollard, Physicist and Christian"
