w,taza
loneliness,3.0,"Tristram Coffin, Not to the Swift"
rosebuds,100.0,"Tristram Coffin, Not to the Swift"
your,2000.0,"Tristram Coffin, Not to the Swift"
streets,0.043478260869565216,"Tristram Coffin, Not to the Swift"
men,0.28125,"Tristram Coffin, Not to the Swift"
walking,0.16,"Tristram Coffin, Not to the Swift"
give,0.04401228249744115,"Tristram Coffin, Not to the Swift"
nine,0.5,"Tristram Coffin, Not to the Swift"
facts,0.013513513513513514,"Tristram Coffin, Not to the Swift"
accepted,0.023923444976076555,"Tristram Coffin, Not to the Swift"
cripple,100.0,"Tristram Coffin, Not to the Swift"
Hanging,0.411764705882353,"Tristram Coffin, Not to the Swift"
ordinary,0.16666666666666666,"Tristram Coffin, Not to the Swift"
focusing,0.47368421052631576,"Tristram Coffin, Not to the Swift"
way,0.22413793103448276,"Tristram Coffin, Not to the Swift"
wild,0.7692307692307692,"Tristram Coffin, Not to the Swift"
These,1000.0,"Tristram Coffin, Not to the Swift"
President,2.7586206896551726,"Tristram Coffin, Not to the Swift"
ye,2000.0,"Tristram Coffin, Not to the Swift"
glance,1.6666666666666667,"Tristram Coffin, Not to the Swift"
those,1000.0,"Tristram Coffin, Not to the Swift"
kind,0.19047619047619047,"Tristram Coffin, Not to the Swift"
She,2000.0,"Tristram Coffin, Not to the Swift"
June,1.0,"Tristram Coffin, Not to the Swift"
More,0.021582733812949638,"Tristram Coffin, Not to the Swift"
coming,0.05330882352941177,"Tristram Coffin, Not to the Swift"
Alabama,1.25,"Tristram Coffin, Not to the Swift"
write,0.34782608695652173,"Tristram Coffin, Not to the Swift"
his,26000.0,"Tristram Coffin, Not to the Swift"
historical,0.3333333333333333,"Tristram Coffin, Not to the Swift"
needed,0.0520446096654275,"Tristram Coffin, Not to the Swift"
talking,0.24,"Tristram Coffin, Not to the Swift"
What,3000.0,"Tristram Coffin, Not to the Swift"
ladder,0.06666666666666667,"Tristram Coffin, Not to the Swift"
Oriental,1.5,"Tristram Coffin, Not to the Swift"
attorney,0.25,"Tristram Coffin, Not to the Swift"
damn,1.4736842105263157,"Tristram Coffin, Not to the Swift"
sadly,1.25,"Tristram Coffin, Not to the Swift"
When,3000.0,"Tristram Coffin, Not to the Swift"
from,11000.0,"Tristram Coffin, Not to the Swift"
hear,0.15894039735099336,"Tristram Coffin, Not to the Swift"
elfin,100.0,"Tristram Coffin, Not to the Swift"
he'd,1000.0,"Tristram Coffin, Not to the Swift"
across,0.16216216216216214,"Tristram Coffin, Not to the Swift"
best,0.0712166172106825,"Tristram Coffin, Not to the Swift"
delicate,0.7,"Tristram Coffin, Not to the Swift"
country,0.11842105263157894,"Tristram Coffin, Not to the Swift"
Human,0.018018018018018018,"Tristram Coffin, Not to the Swift"
out,0.42134831460674155,"Tristram Coffin, Not to the Swift"
visit,0.1554054054054054,"Tristram Coffin, Not to the Swift"
accuracy,0.125,"Tristram Coffin, Not to the Swift"
wanting,0.0625,"Tristram Coffin, Not to the Swift"
prison,1.0,"Tristram Coffin, Not to the Swift"
is,0.11881188118811882,"Tristram Coffin, Not to the Swift"
others,1000.0,"Tristram Coffin, Not to the Swift"
who,600.0,"Tristram Coffin, Not to the Swift"
clippings,3.0,"Tristram Coffin, Not to the Swift"
today,0.03773584905660377,"Tristram Coffin, Not to the Swift"
krautheads,1.6666666666666667,"Tristram Coffin, Not to the Swift"
happy,0.16666666666666666,"Tristram Coffin, Not to the Swift"
things,0.030303030303030304,"Tristram Coffin, Not to the Swift"
kid,0.7857142857142857,"Tristram Coffin, Not to the Swift"
His,1000.0,"Tristram Coffin, Not to the Swift"
How,2000.0,"Tristram Coffin, Not to the Swift"
cooking,0.0945945945945946,"Tristram Coffin, Not to the Swift"
Treasury,100.0,"Tristram Coffin, Not to the Swift"
it's,1000.0,"Tristram Coffin, Not to the Swift"
edge,0.5,"Tristram Coffin, Not to the Swift"
camera,2.0,"Tristram Coffin, Not to the Swift"
night,0.06024096385542168,"Tristram Coffin, Not to the Swift"
sent,0.10869565217391305,"Tristram Coffin, Not to the Swift"
among,1000.0,"Tristram Coffin, Not to the Swift"
mingled,6.0,"Tristram Coffin, Not to the Swift"
shelves,0.42857142857142855,"Tristram Coffin, Not to the Swift"
bridge,0.875,"Tristram Coffin, Not to the Swift"
hoping,0.3111111111111111,"Tristram Coffin, Not to the Swift"
father,0.1242603550295858,"Tristram Coffin, Not to the Swift"
piss,0.09803921568627452,"Tristram Coffin, Not to the Swift"
information,0.25,"Tristram Coffin, Not to the Swift"
politics,0.3125,"Tristram Coffin, Not to the Swift"
defenses,3.142857142857143,"Tristram Coffin, Not to the Swift"
cars,0.15714285714285714,"Tristram Coffin, Not to the Swift"
That's,1000.0,"Tristram Coffin, Not to the Swift"
least,0.043478260869565216,"Tristram Coffin, Not to the Swift"
nest,6.0,"Tristram Coffin, Not to the Swift"
colored,0.8387096774193549,"Tristram Coffin, Not to the Swift"
died,0.21538461538461537,"Tristram Coffin, Not to the Swift"
wounded,0.64,"Tristram Coffin, Not to the Swift"
curious,0.32,"Tristram Coffin, Not to the Swift"
searching,0.11627906976744186,"Tristram Coffin, Not to the Swift"
There'd,1000.0,"Tristram Coffin, Not to the Swift"
telling,0.1234567901234568,"Tristram Coffin, Not to the Swift"
feet,1.25,"Tristram Coffin, Not to the Swift"
years,0.04,"Tristram Coffin, Not to the Swift"
Al's,1000.0,"Tristram Coffin, Not to the Swift"
defy,0.25,"Tristram Coffin, Not to the Swift"
distrusted,1.0,"Tristram Coffin, Not to the Swift"
who's,1000.0,"Tristram Coffin, Not to the Swift"
looking,0.057065217391304345,"Tristram Coffin, Not to the Swift"
our,4000.0,"Tristram Coffin, Not to the Swift"
drawing,0.12307692307692308,"Tristram Coffin, Not to the Swift"
dug,0.7567567567567568,"Tristram Coffin, Not to the Swift"
if,5000.0,"Tristram Coffin, Not to the Swift"
friends,0.7692307692307692,"Tristram Coffin, Not to the Swift"
hideaway,100.0,"Tristram Coffin, Not to the Swift"
Westminster,0.11764705882352941,"Tristram Coffin, Not to the Swift"
hand,0.2191780821917808,"Tristram Coffin, Not to the Swift"
only,0.01840490797546012,"Tristram Coffin, Not to the Swift"
meant,0.08411214953271028,"Tristram Coffin, Not to the Swift"
ambitious,4.0,"Tristram Coffin, Not to the Swift"
Trig's,1000.0,"Tristram Coffin, Not to the Swift"
an,400.0,"Tristram Coffin, Not to the Swift"
around,0.07766990291262135,"Tristram Coffin, Not to the Swift"
shooting,0.20125786163522014,"Tristram Coffin, Not to the Swift"
Heart,0.3018867924528302,"Tristram Coffin, Not to the Swift"
badly,0.3125,"Tristram Coffin, Not to the Swift"
embrace,0.7058823529411764,"Tristram Coffin, Not to the Swift"
have,0.1769834350479512,"Tristram Coffin, Not to the Swift"
five,0.49180327868852464,"Tristram Coffin, Not to the Swift"
joys,0.25,"Tristram Coffin, Not to the Swift"
Boxell,4000.0,"Tristram Coffin, Not to the Swift"
drivers,0.42857142857142855,"Tristram Coffin, Not to the Swift"
patrons,100.0,"Tristram Coffin, Not to the Swift"
electric,0.875,"Tristram Coffin, Not to the Swift"
could,9000.0,"Tristram Coffin, Not to the Swift"
stared,0.6666666666666666,"Tristram Coffin, Not to the Swift"
cut,0.7065217391304347,"Tristram Coffin, Not to the Swift"
sorting,0.3170731707317073,"Tristram Coffin, Not to the Swift"
well-bound,100.0,"Tristram Coffin, Not to the Swift"
citations,0.47619047619047616,"Tristram Coffin, Not to the Swift"
Poverty,0.5,"Tristram Coffin, Not to the Swift"
be,0.09852216748768473,"Tristram Coffin, Not to the Swift"
dollars,0.5833333333333334,"Tristram Coffin, Not to the Swift"
but,0.019455252918287938,"Tristram Coffin, Not to the Swift"
can't,1000.0,"Tristram Coffin, Not to the Swift"
something,2000.0,"Tristram Coffin, Not to the Swift"
deliciously,100.0,"Tristram Coffin, Not to the Swift"
scent,0.42857142857142855,"Tristram Coffin, Not to the Swift"
hanging,0.411764705882353,"Tristram Coffin, Not to the Swift"
spent,0.30952380952380953,"Tristram Coffin, Not to the Swift"
disarm,100.0,"Tristram Coffin, Not to the Swift"
Walsh,1000.0,"Tristram Coffin, Not to the Swift"
outpost,100.0,"Tristram Coffin, Not to the Swift"
library,2.6666666666666665,"Tristram Coffin, Not to the Swift"
oil,1.625,"Tristram Coffin, Not to the Swift"
howls,2.2,"Tristram Coffin, Not to the Swift"
teach,1.0,"Tristram Coffin, Not to the Swift"
trial,0.09859154929577466,"Tristram Coffin, Not to the Swift"
deep,0.18518518518518517,"Tristram Coffin, Not to the Swift"
himself,2000.0,"Tristram Coffin, Not to the Swift"
knock,0.8999999999999999,"Tristram Coffin, Not to the Swift"
eyes,0.06474820143884892,"Tristram Coffin, Not to the Swift"
And,2000.0,"Tristram Coffin, Not to the Swift"
understand,0.23376623376623376,"Tristram Coffin, Not to the Swift"
reporters,0.6,"Tristram Coffin, Not to the Swift"
weigh,0.1090909090909091,"Tristram Coffin, Not to the Swift"
reason,0.12222222222222222,"Tristram Coffin, Not to the Swift"
didn't,3000.0,"Tristram Coffin, Not to the Swift"
even,0.038338658146964855,"Tristram Coffin, Not to the Swift"
conduct,0.12921348314606743,"Tristram Coffin, Not to the Swift"
Germans,0.6666666666666666,"Tristram Coffin, Not to the Swift"
whisky-on-the-rocks,1000.0,"Tristram Coffin, Not to the Swift"
whole,0.031180400890868598,"Tristram Coffin, Not to the Swift"
now,0.06951871657754011,"Tristram Coffin, Not to the Swift"
beer,0.5,"Tristram Coffin, Not to the Swift"
punished,4.0,"Tristram Coffin, Not to the Swift"
second,0.07191780821917808,"Tristram Coffin, Not to the Swift"
key,0.2857142857142857,"Tristram Coffin, Not to the Swift"
medals,1.0,"Tristram Coffin, Not to the Swift"
young,0.4315068493150685,"Tristram Coffin, Not to the Swift"
meat,0.27586206896551724,"Tristram Coffin, Not to the Swift"
It,500.0,"Tristram Coffin, Not to the Swift"
At,0.026016260162601626,"Tristram Coffin, Not to the Swift"
``,13000.0,"Tristram Coffin, Not to the Swift"
time,0.18652849740932645,"Tristram Coffin, Not to the Swift"
Corcoran,1000.0,"Tristram Coffin, Not to the Swift"
will,0.08,"Tristram Coffin, Not to the Swift"
stone,0.6799999999999999,"Tristram Coffin, Not to the Swift"
walk,0.4864864864864865,"Tristram Coffin, Not to the Swift"
how,1000.0,"Tristram Coffin, Not to the Swift"
chastity,0.8333333333333334,"Tristram Coffin, Not to the Swift"
prosecuting,1.0,"Tristram Coffin, Not to the Swift"
taxi,0.4,"Tristram Coffin, Not to the Swift"
emotion,0.3333333333333333,"Tristram Coffin, Not to the Swift"
says,0.061946902654867256,"Tristram Coffin, Not to the Swift"
springtime,0.10526315789473684,"Tristram Coffin, Not to the Swift"
made,0.13342053629823414,"Tristram Coffin, Not to the Swift"
romantic,2.3333333333333335,"Tristram Coffin, Not to the Swift"
sheer,0.6744186046511628,"Tristram Coffin, Not to the Swift"
finger,0.13043478260869565,"Tristram Coffin, Not to the Swift"
company,0.24444444444444444,"Tristram Coffin, Not to the Swift"
her,4000.0,"Tristram Coffin, Not to the Swift"
Mr.,0.08108108108108107,"Tristram Coffin, Not to the Swift"
really,0.04597701149425287,"Tristram Coffin, Not to the Swift"
individual,0.09090909090909091,"Tristram Coffin, Not to the Swift"
had,0.6120313862249346,"Tristram Coffin, Not to the Swift"
justice,0.4,"Tristram Coffin, Not to the Swift"
down,0.5109170305676857,"Tristram Coffin, Not to the Swift"
under,0.037037037037037035,"Tristram Coffin, Not to the Swift"
alone,0.0510948905109489,"Tristram Coffin, Not to the Swift"
divinely,1.0,"Tristram Coffin, Not to the Swift"
are,0.021756021756021756,"Tristram Coffin, Not to the Swift"
President's,1000.0,"Tristram Coffin, Not to the Swift"
appear,0.11363636363636363,"Tristram Coffin, Not to the Swift"
crossed,0.8928571428571428,"Tristram Coffin, Not to the Swift"
furnishings,0.2857142857142857,"Tristram Coffin, Not to the Swift"
winding,0.6315789473684211,"Tristram Coffin, Not to the Swift"
nigras,100.0,"Tristram Coffin, Not to the Swift"
bald,100.0,"Tristram Coffin, Not to the Swift"
recommended,0.3076923076923077,"Tristram Coffin, Not to the Swift"
Lorelei,100.0,"Tristram Coffin, Not to the Swift"
liquor,0.5294117647058824,"Tristram Coffin, Not to the Swift"
does,0.05742574257425742,"Tristram Coffin, Not to the Swift"
So,0.0784313725490196,"Tristram Coffin, Not to the Swift"
Jane,4000.0,"Tristram Coffin, Not to the Swift"
ambition,0.5714285714285714,"Tristram Coffin, Not to the Swift"
Gather,0.5806451612903225,"Tristram Coffin, Not to the Swift"
more,0.043165467625899276,"Tristram Coffin, Not to the Swift"
cave,3.0,"Tristram Coffin, Not to the Swift"
rural,0.2,"Tristram Coffin, Not to the Swift"
chest,0.5833333333333334,"Tristram Coffin, Not to the Swift"
invented,2.5,"Tristram Coffin, Not to the Swift"
rank-and-file,1000.0,"Tristram Coffin, Not to the Swift"
let,0.021582733812949638,"Tristram Coffin, Not to the Swift"
devilish,100.0,"Tristram Coffin, Not to the Swift"
Corps,1.3333333333333333,"Tristram Coffin, Not to the Swift"
protect,0.5,"Tristram Coffin, Not to the Swift"
knife,1.125,"Tristram Coffin, Not to the Swift"
were,0.10396039603960397,"Tristram Coffin, Not to the Swift"
near,0.033227848101265826,"Tristram Coffin, Not to the Swift"
read,0.04181184668989547,"Tristram Coffin, Not to the Swift"
nude,0.8888888888888888,"Tristram Coffin, Not to the Swift"
Negro,0.6666666666666666,"Tristram Coffin, Not to the Swift"
enjoying,0.13559322033898305,"Tristram Coffin, Not to the Swift"
ten,0.3333333333333333,"Tristram Coffin, Not to the Swift"
one,0.11633875106929,"Tristram Coffin, Not to the Swift"
Lawrence,18.571428571428573,"Tristram Coffin, Not to the Swift"
uneasy,0.8,"Tristram Coffin, Not to the Swift"
State,0.07633587786259542,"Tristram Coffin, Not to the Swift"
killed,0.18867924528301888,"Tristram Coffin, Not to the Swift"
river,0.05555555555555555,"Tristram Coffin, Not to the Swift"
world,0.06310679611650485,"Tristram Coffin, Not to the Swift"
know,0.4507042253521127,"Tristram Coffin, Not to the Swift"
running,0.10273972602739727,"Tristram Coffin, Not to the Swift"
No,0.01582278481012658,"Tristram Coffin, Not to the Swift"
tall,0.75,"Tristram Coffin, Not to the Swift"
luxury,3.0,"Tristram Coffin, Not to the Swift"
bone,2.142857142857143,"Tristram Coffin, Not to the Swift"
tomorrow,0.16666666666666666,"Tristram Coffin, Not to the Swift"
It's,1000.0,"Tristram Coffin, Not to the Swift"
concussion,100.0,"Tristram Coffin, Not to the Swift"
marrow,0.3275862068965517,"Tristram Coffin, Not to the Swift"
student,0.3529411764705882,"Tristram Coffin, Not to the Swift"
close,0.16299559471365638,"Tristram Coffin, Not to the Swift"
pull,1.4285714285714286,"Tristram Coffin, Not to the Swift"
school,0.14102564102564102,"Tristram Coffin, Not to the Swift"
Bill,0.6538461538461539,"Tristram Coffin, Not to the Swift"
there,0.08695652173913043,"Tristram Coffin, Not to the Swift"
land,0.0896358543417367,"Tristram Coffin, Not to the Swift"
He's,1000.0,"Tristram Coffin, Not to the Swift"
crucifix,100.0,"Tristram Coffin, Not to the Swift"
incident,0.3333333333333333,"Tristram Coffin, Not to the Swift"
very,0.075,"Tristram Coffin, Not to the Swift"
fellow,3.3000000000000003,"Tristram Coffin, Not to the Swift"
Eloise,1000.0,"Tristram Coffin, Not to the Swift"
Italian,0.5,"Tristram Coffin, Not to the Swift"
ideal,1.0,"Tristram Coffin, Not to the Swift"
pretty,0.17777777777777778,"Tristram Coffin, Not to the Swift"
volunteers,0.823529411764706,"Tristram Coffin, Not to the Swift"
front,0.08743169398907104,"Tristram Coffin, Not to the Swift"
sweet,2.4166666666666665,"Tristram Coffin, Not to the Swift"
calm,0.19047619047619047,"Tristram Coffin, Not to the Swift"
refugee,100.0,"Tristram Coffin, Not to the Swift"
happen,0.16190476190476188,"Tristram Coffin, Not to the Swift"
glow,3.7142857142857144,"Tristram Coffin, Not to the Swift"
public,0.022900763358778626,"Tristram Coffin, Not to the Swift"
art,0.34615384615384615,"Tristram Coffin, Not to the Swift"
;,8000.0,"Tristram Coffin, Not to the Swift"
perfectly,0.0851063829787234,"Tristram Coffin, Not to the Swift"
that,20000.0,"Tristram Coffin, Not to the Swift"
fire,0.12374581939799331,"Tristram Coffin, Not to the Swift"
little,0.27860696517412936,"Tristram Coffin, Not to the Swift"
gold,2.0,"Tristram Coffin, Not to the Swift"
altruism,100.0,"Tristram Coffin, Not to the Swift"
everything,1000.0,"Tristram Coffin, Not to the Swift"
would,8000.0,"Tristram Coffin, Not to the Swift"
that's,1000.0,"Tristram Coffin, Not to the Swift"
million,0.5294117647058824,"Tristram Coffin, Not to the Swift"
right,0.31698113207547174,"Tristram Coffin, Not to the Swift"
well,0.08835341365461848,"Tristram Coffin, Not to the Swift"
subdued,0.6363636363636364,"Tristram Coffin, Not to the Swift"
crash,2.7142857142857144,"Tristram Coffin, Not to the Swift"
love,0.16363636363636364,"Tristram Coffin, Not to the Swift"
view,0.08250825082508251,"Tristram Coffin, Not to the Swift"
--,4000.0,"Tristram Coffin, Not to the Swift"
vernal,0.07894736842105264,"Tristram Coffin, Not to the Swift"
every,0.04081632653061224,"Tristram Coffin, Not to the Swift"
live,0.020087336244541485,"Tristram Coffin, Not to the Swift"
'low,1000.0,"Tristram Coffin, Not to the Swift"
head,0.1368421052631579,"Tristram Coffin, Not to the Swift"
discourteous,100.0,"Tristram Coffin, Not to the Swift"
wise,0.8823529411764706,"Tristram Coffin, Not to the Swift"
wife,0.058823529411764705,"Tristram Coffin, Not to the Swift"
slowly,0.11904761904761904,"Tristram Coffin, Not to the Swift"
precisely,0.05303030303030303,"Tristram Coffin, Not to the Swift"
silent,0.07317073170731708,"Tristram Coffin, Not to the Swift"
get,0.24893314366998578,"Tristram Coffin, Not to the Swift"
red,0.7142857142857143,"Tristram Coffin, Not to the Swift"
before,0.025974025974025976,"Tristram Coffin, Not to the Swift"
listened,0.07142857142857142,"Tristram Coffin, Not to the Swift"
traffic,0.6666666666666666,"Tristram Coffin, Not to the Swift"
Purple,2.0,"Tristram Coffin, Not to the Swift"
trigger,0.5454545454545455,"Tristram Coffin, Not to the Swift"
Jefferson,1.5,"Tristram Coffin, Not to the Swift"
may,0.03550295857988166,"Tristram Coffin, Not to the Swift"
winds,0.5074626865671642,"Tristram Coffin, Not to the Swift"
we,5000.0,"Tristram Coffin, Not to the Swift"
suggested,0.42105263157894735,"Tristram Coffin, Not to the Swift"
placid,0.07377049180327869,"Tristram Coffin, Not to the Swift"
said,0.21955719557195572,"Tristram Coffin, Not to the Swift"
unfair,1.0,"Tristram Coffin, Not to the Swift"
This,6000.0,"Tristram Coffin, Not to the Swift"
narrow,0.6190476190476191,"Tristram Coffin, Not to the Swift"
normally,0.25,"Tristram Coffin, Not to the Swift"
Two,0.027173913043478264,"Tristram Coffin, Not to the Swift"
when,1000.0,"Tristram Coffin, Not to the Swift"
Father,0.1242603550295858,"Tristram Coffin, Not to the Swift"
opposing,0.5833333333333334,"Tristram Coffin, Not to the Swift"
Peter,2.3333333333333335,"Tristram Coffin, Not to the Swift"
point,0.12737127371273713,"Tristram Coffin, Not to the Swift"
happened,0.16190476190476188,"Tristram Coffin, Not to the Swift"
God,0.12121212121212122,"Tristram Coffin, Not to the Swift"
tried,0.16788321167883213,"Tristram Coffin, Not to the Swift"
ship,0.14814814814814814,"Tristram Coffin, Not to the Swift"
strange,0.12121212121212122,"Tristram Coffin, Not to the Swift"
chair,0.2391304347826087,"Tristram Coffin, Not to the Swift"
another,0.03278688524590164,"Tristram Coffin, Not to the Swift"
peace,0.7692307692307692,"Tristram Coffin, Not to the Swift"
smoke,0.7037037037037037,"Tristram Coffin, Not to the Swift"
piece,0.13142857142857142,"Tristram Coffin, Not to the Swift"
unhappy,100.0,"Tristram Coffin, Not to the Swift"
arrived,0.02857142857142857,"Tristram Coffin, Not to the Swift"
Navy,2.6666666666666665,"Tristram Coffin, Not to the Swift"
days,0.059829059829059825,"Tristram Coffin, Not to the Swift"
cut-glass,1000.0,"Tristram Coffin, Not to the Swift"
punishment,0.5714285714285714,"Tristram Coffin, Not to the Swift"
observed,0.12234042553191488,"Tristram Coffin, Not to the Swift"
with,20000.0,"Tristram Coffin, Not to the Swift"
called,0.3969465648854962,"Tristram Coffin, Not to the Swift"
off,0.05485232067510549,"Tristram Coffin, Not to the Swift"
shopkeepers,100.0,"Tristram Coffin, Not to the Swift"
should,2000.0,"Tristram Coffin, Not to the Swift"
vase,100.0,"Tristram Coffin, Not to the Swift"
bad,0.5257731958762887,"Tristram Coffin, Not to the Swift"
furnishing,0.2857142857142857,"Tristram Coffin, Not to the Swift"
look,0.12133891213389121,"Tristram Coffin, Not to the Swift"
asked,0.12182741116751268,"Tristram Coffin, Not to the Swift"
week-end,1000.0,"Tristram Coffin, Not to the Swift"
do,0.2964426877470356,"Tristram Coffin, Not to the Swift"
Mrs.,0.16666666666666666,"Tristram Coffin, Not to the Swift"
ordered,0.07647058823529412,"Tristram Coffin, Not to the Swift"
Senator,100.0,"Tristram Coffin, Not to the Swift"
not,0.046511627906976744,"Tristram Coffin, Not to the Swift"
focus,0.42857142857142855,"Tristram Coffin, Not to the Swift"
over,0.2916666666666667,"Tristram Coffin, Not to the Swift"
why,0.1,"Tristram Coffin, Not to the Swift"
here,0.037037037037037035,"Tristram Coffin, Not to the Swift"
making,0.04903314917127072,"Tristram Coffin, Not to the Swift"
