w,taza
communication,0.6666666666666666,"Fair, Bachelors Get Lonely"
the,135000.0,"Fair, Bachelors Get Lonely"
listening,0.08333333333333333,"Fair, Bachelors Get Lonely"
stall,0.7619047619047619,"Fair, Bachelors Get Lonely"
Then,0.019753086419753086,"Fair, Bachelors Get Lonely"
you'd,1000.0,"Fair, Bachelors Get Lonely"
feet,1.25,"Fair, Bachelors Get Lonely"
dollar,0.5833333333333334,"Fair, Bachelors Get Lonely"
ways,0.06147540983606558,"Fair, Bachelors Get Lonely"
She,8000.0,"Fair, Bachelors Get Lonely"
like,0.06769230769230769,"Fair, Bachelors Get Lonely"
keeping,0.49090909090909085,"Fair, Bachelors Get Lonely"
San,1000.0,"Fair, Bachelors Get Lonely"
been,0.04455445544554456,"Fair, Bachelors Get Lonely"
will,0.04,"Fair, Bachelors Get Lonely"
which,2000.0,"Fair, Bachelors Get Lonely"
girl,0.37931034482758624,"Fair, Bachelors Get Lonely"
letting,0.01422475106685633,"Fair, Bachelors Get Lonely"
five,0.24590163934426232,"Fair, Bachelors Get Lonely"
bedded,0.17821782178217824,"Fair, Bachelors Get Lonely"
severed,100.0,"Fair, Bachelors Get Lonely"
made,0.17789404839764553,"Fair, Bachelors Get Lonely"
toward,2000.0,"Fair, Bachelors Get Lonely"
after,0.048,"Fair, Bachelors Get Lonely"
come,0.1016260162601626,"Fair, Bachelors Get Lonely"
number,0.445859872611465,"Fair, Bachelors Get Lonely"
right,0.8452830188679246,"Fair, Bachelors Get Lonely"
possible,0.0851063829787234,"Fair, Bachelors Get Lonely"
still,0.5163043478260869,"Fair, Bachelors Get Lonely"
get,0.49786628733997157,"Fair, Bachelors Get Lonely"
anything,1000.0,"Fair, Bachelors Get Lonely"
more,0.043165467625899276,"Fair, Bachelors Get Lonely"
attendant,9.333333333333334,"Fair, Bachelors Get Lonely"
at,0.05853658536585366,"Fair, Bachelors Get Lonely"
went,0.4065620542082739,"Fair, Bachelors Get Lonely"
eleven,0.35714285714285715,"Fair, Bachelors Get Lonely"
given,0.048707753479125246,"Fair, Bachelors Get Lonely"
started,0.3061224489795918,"Fair, Bachelors Get Lonely"
turned,0.5208333333333334,"Fair, Bachelors Get Lonely"
symptoms,100.0,"Fair, Bachelors Get Lonely"
formality,100.0,"Fair, Bachelors Get Lonely"
things,0.030303030303030304,"Fair, Bachelors Get Lonely"
snappy,1.5714285714285714,"Fair, Bachelors Get Lonely"
catching,0.1366906474820144,"Fair, Bachelors Get Lonely"
What's,1000.0,"Fair, Bachelors Get Lonely"
L.,1000.0,"Fair, Bachelors Get Lonely"
Okay,0.896551724137931,"Fair, Bachelors Get Lonely"
about,0.046831955922865015,"Fair, Bachelors Get Lonely"
batteries,16.0,"Fair, Bachelors Get Lonely"
waiting,0.17821782178217824,"Fair, Bachelors Get Lonely"
change,0.18292682926829268,"Fair, Bachelors Get Lonely"
drop,0.625,"Fair, Bachelors Get Lonely"
Peeping,100.0,"Fair, Bachelors Get Lonely"
How,1000.0,"Fair, Bachelors Get Lonely"
be,0.27586206896551724,"Fair, Bachelors Get Lonely"
short,0.09836065573770493,"Fair, Bachelors Get Lonely"
someone,0.07894736842105264,"Fair, Bachelors Get Lonely"
regular,0.10852713178294575,"Fair, Bachelors Get Lonely"
between,0.10843373493975904,"Fair, Bachelors Get Lonely"
notation,0.4,"Fair, Bachelors Get Lonely"
tenant,100.0,"Fair, Bachelors Get Lonely"
down,0.8515283842794761,"Fair, Bachelors Get Lonely"
front,0.17486338797814208,"Fair, Bachelors Get Lonely"
traffic,1.0,"Fair, Bachelors Get Lonely"
counter,0.9444444444444444,"Fair, Bachelors Get Lonely"
while,0.13333333333333333,"Fair, Bachelors Get Lonely"
mistake,0.5333333333333333,"Fair, Bachelors Get Lonely"
rains,0.7142857142857143,"Fair, Bachelors Get Lonely"
JYJ,1000.0,"Fair, Bachelors Get Lonely"
starting,0.10437710437710439,"Fair, Bachelors Get Lonely"
solid,0.3076923076923077,"Fair, Bachelors Get Lonely"
let,0.021582733812949638,"Fair, Bachelors Get Lonely"
until,6000.0,"Fair, Bachelors Get Lonely"
JYM,1000.0,"Fair, Bachelors Get Lonely"
city,0.13636363636363638,"Fair, Bachelors Get Lonely"
lease,0.06578947368421052,"Fair, Bachelors Get Lonely"
circled,0.3,"Fair, Bachelors Get Lonely"
pavements,1.3333333333333333,"Fair, Bachelors Get Lonely"
occasionally,7.0,"Fair, Bachelors Get Lonely"
sticks,0.2240437158469945,"Fair, Bachelors Get Lonely"
know,0.4507042253521127,"Fair, Bachelors Get Lonely"
hour,0.25,"Fair, Bachelors Get Lonely"
does,0.05742574257425742,"Fair, Bachelors Get Lonely"
power,0.1065989847715736,"Fair, Bachelors Get Lonely"
boys,0.040540540540540536,"Fair, Bachelors Get Lonely"
Diets,100.0,"Fair, Bachelors Get Lonely"
certainly,0.1044776119402985,"Fair, Bachelors Get Lonely"
Oldsmobile,1000.0,"Fair, Bachelors Get Lonely"
Ninety-nine,0.6,"Fair, Bachelors Get Lonely"
too,0.0326530612244898,"Fair, Bachelors Get Lonely"
movement,0.125,"Fair, Bachelors Get Lonely"
rear,0.164,"Fair, Bachelors Get Lonely"
hours,0.29268292682926833,"Fair, Bachelors Get Lonely"
but,0.0648508430609598,"Fair, Bachelors Get Lonely"
motor,0.16666666666666666,"Fair, Bachelors Get Lonely"
running,0.10273972602739727,"Fair, Bachelors Get Lonely"
postponing,0.3846153846153846,"Fair, Bachelors Get Lonely"
drawn-out,0.7142857142857143,"Fair, Bachelors Get Lonely"
hand,0.2191780821917808,"Fair, Bachelors Get Lonely"
Mr.,0.040540540540540536,"Fair, Bachelors Get Lonely"
on,0.0547945205479452,"Fair, Bachelors Get Lonely"
It,100.0,"Fair, Bachelors Get Lonely"
muscles,9.0,"Fair, Bachelors Get Lonely"
for,6000.0,"Fair, Bachelors Get Lonely"
asked,0.18274111675126903,"Fair, Bachelors Get Lonely"
Good,0.06583629893238434,"Fair, Bachelors Get Lonely"
their,1000.0,"Fair, Bachelors Get Lonely"
bugging,6.0,"Fair, Bachelors Get Lonely"
you're,4000.0,"Fair, Bachelors Get Lonely"
seen,0.10280373831775702,"Fair, Bachelors Get Lonely"
a,0.2785714285714286,"Fair, Bachelors Get Lonely"
dollars,1.1666666666666667,"Fair, Bachelors Get Lonely"
assignment,1.4,"Fair, Bachelors Get Lonely"
ahead,0.08333333333333333,"Fair, Bachelors Get Lonely"
quarter,0.5357142857142857,"Fair, Bachelors Get Lonely"
I'd,4000.0,"Fair, Bachelors Get Lonely"
transients,100.0,"Fair, Bachelors Get Lonely"
waited,0.3333333333333333,"Fair, Bachelors Get Lonely"
could,5000.0,"Fair, Bachelors Get Lonely"
modern,0.15942028985507248,"Fair, Bachelors Get Lonely"
three,0.5352112676056338,"Fair, Bachelors Get Lonely"
outside,0.1348314606741573,"Fair, Bachelors Get Lonely"
Dowling's,1000.0,"Fair, Bachelors Get Lonely"
rate,0.049723756906077346,"Fair, Bachelors Get Lonely"
checking,0.17667844522968199,"Fair, Bachelors Get Lonely"
tip,0.2803738317757009,"Fair, Bachelors Get Lonely"
here,0.1111111111111111,"Fair, Bachelors Get Lonely"
odor,1.1428571428571428,"Fair, Bachelors Get Lonely"
writes,0.34782608695652173,"Fair, Bachelors Get Lonely"
car,2.6714285714285717,"Fair, Bachelors Get Lonely"
of,47000.0,"Fair, Bachelors Get Lonely"
off,0.27426160337552746,"Fair, Bachelors Get Lonely"
said,0.5959409594095941,"Fair, Bachelors Get Lonely"
hanging,0.411764705882353,"Fair, Bachelors Get Lonely"
signals,0.15,"Fair, Bachelors Get Lonely"
stood,0.35416666666666663,"Fair, Bachelors Get Lonely"
yes,0.1,"Fair, Bachelors Get Lonely"
she,8000.0,"Fair, Bachelors Get Lonely"
fed,0.09042553191489362,"Fair, Bachelors Get Lonely"
won't,2000.0,"Fair, Bachelors Get Lonely"
commences,0.07333333333333333,"Fair, Bachelors Get Lonely"
13,1.2,"Fair, Bachelors Get Lonely"
do,0.05928853754940711,"Fair, Bachelors Get Lonely"
registrations,2.5,"Fair, Bachelors Get Lonely"
container,100.0,"Fair, Bachelors Get Lonely"
adjoining,0.25,"Fair, Bachelors Get Lonely"
soft-drink,1000.0,"Fair, Bachelors Get Lonely"
high-class,100.0,"Fair, Bachelors Get Lonely"
device,10.5,"Fair, Bachelors Get Lonely"
114,2000.0,"Fair, Bachelors Get Lonely"
straight,0.18478260869565216,"Fair, Bachelors Get Lonely"
than,1000.0,"Fair, Bachelors Get Lonely"
thin,0.34615384615384615,"Fair, Bachelors Get Lonely"
or,14.0,"Fair, Bachelors Get Lonely"
terrible,0.5263157894736842,"Fair, Bachelors Get Lonely"
came,0.2464065708418891,"Fair, Bachelors Get Lonely"
figured,0.10695187165775401,"Fair, Bachelors Get Lonely"
Make,0.04950495049504951,"Fair, Bachelors Get Lonely"
aroma,1.1428571428571428,"Fair, Bachelors Get Lonely"
address,0.16216216216216214,"Fair, Bachelors Get Lonely"
had,0.25893635571054924,"Fair, Bachelors Get Lonely"
think,0.18719211822660098,"Fair, Bachelors Get Lonely"
hamburgers,300.0,"Fair, Bachelors Get Lonely"
shut,0.12962962962962962,"Fair, Bachelors Get Lonely"
simply,0.0077619663648124185,"Fair, Bachelors Get Lonely"
to,62000.0,"Fair, Bachelors Get Lonely"
knew,0.22535211267605634,"Fair, Bachelors Get Lonely"
gave,0.17118997912317327,"Fair, Bachelors Get Lonely"
diet,100.0,"Fair, Bachelors Get Lonely"
charge,0.32075471698113206,"Fair, Bachelors Get Lonely"
Palmer,3.0,"Fair, Bachelors Get Lonely"
many,0.010638297872340425,"Fair, Bachelors Get Lonely"
care,0.06840390879478828,"Fair, Bachelors Get Lonely"
felt,0.05439330543933055,"Fair, Bachelors Get Lonely"
little,0.06965174129353234,"Fair, Bachelors Get Lonely"
fifteen,0.4,"Fair, Bachelors Get Lonely"
chores,0.06382978723404256,"Fair, Bachelors Get Lonely"
picked,0.25490196078431376,"Fair, Bachelors Get Lonely"
end,0.06498194945848375,"Fair, Bachelors Get Lonely"
take,0.05877551020408163,"Fair, Bachelors Get Lonely"
Not,0.006644518272425249,"Fair, Bachelors Get Lonely"
Oscar,100.0,"Fair, Bachelors Get Lonely"
hurried,0.8999999999999999,"Fair, Bachelors Get Lonely"
they,1000.0,"Fair, Bachelors Get Lonely"
exact,0.056603773584905655,"Fair, Bachelors Get Lonely"
figures,0.2296918767507003,"Fair, Bachelors Get Lonely"
left,0.528604118993135,"Fair, Bachelors Get Lonely"
wall,0.5925925925925926,"Fair, Bachelors Get Lonely"
attached,0.6315789473684211,"Fair, Bachelors Get Lonely"
me,900.0,"Fair, Bachelors Get Lonely"
conscious,0.18181818181818182,"Fair, Bachelors Get Lonely"
I'll,3000.0,"Fair, Bachelors Get Lonely"
electric,3.5,"Fair, Bachelors Get Lonely"
time,0.3264248704663213,"Fair, Bachelors Get Lonely"
then,0.05925925925925926,"Fair, Bachelors Get Lonely"
hard,0.20689655172413796,"Fair, Bachelors Get Lonely"
keep,0.635036496350365,"Fair, Bachelors Get Lonely"
sublease,100.0,"Fair, Bachelors Get Lonely"
curb,0.9295774647887325,"Fair, Bachelors Get Lonely"
glance,1.6666666666666667,"Fair, Bachelors Get Lonely"
Your,2000.0,"Fair, Bachelors Get Lonely"
provocatively,100.0,"Fair, Bachelors Get Lonely"
located,0.06578947368421052,"Fair, Bachelors Get Lonely"
registration,2.5,"Fair, Bachelors Get Lonely"
alone,0.1021897810218978,"Fair, Bachelors Get Lonely"
just,0.033126293995859216,"Fair, Bachelors Get Lonely"
deal,0.2037617554858934,"Fair, Bachelors Get Lonely"
following,0.03825136612021858,"Fair, Bachelors Get Lonely"
Oh,4.5,"Fair, Bachelors Get Lonely"
over,0.18229166666666669,"Fair, Bachelors Get Lonely"
license,2.1875,"Fair, Bachelors Get Lonely"
go,0.277992277992278,"Fair, Bachelors Get Lonely"
big,0.16666666666666666,"Fair, Bachelors Get Lonely"
someplace,0.3333333333333333,"Fair, Bachelors Get Lonely"
now,0.06951871657754011,"Fair, Bachelors Get Lonely"
chance,0.13138686131386862,"Fair, Bachelors Get Lonely"
have,0.2528334786399303,"Fair, Bachelors Get Lonely"
cup,4.0,"Fair, Bachelors Get Lonely"
lights,0.9090909090909091,"Fair, Bachelors Get Lonely"
her,8000.0,"Fair, Bachelors Get Lonely"
entered,0.3278688524590164,"Fair, Bachelors Get Lonely"
I'm,4000.0,"Fair, Bachelors Get Lonely"
steady,1.2954545454545454,"Fair, Bachelors Get Lonely"
quiet,0.37333333333333335,"Fair, Bachelors Get Lonely"
all,0.13114754098360656,"Fair, Bachelors Get Lonely"
announced,0.47368421052631576,"Fair, Bachelors Get Lonely"
strong,0.12871287128712872,"Fair, Bachelors Get Lonely"
inconspicuous,1.0,"Fair, Bachelors Get Lonely"
woman,0.3333333333333333,"Fair, Bachelors Get Lonely"
displays,0.1,"Fair, Bachelors Get Lonely"
busy,2.5,"Fair, Bachelors Get Lonely"
my,11000.0,"Fair, Bachelors Get Lonely"
regard,0.08152173913043478,"Fair, Bachelors Get Lonely"
reasonably,0.2127659574468085,"Fair, Bachelors Get Lonely"
anybody,1000.0,"Fair, Bachelors Get Lonely"
bring,0.04047619047619047,"Fair, Bachelors Get Lonely"
didn't,3000.0,"Fair, Bachelors Get Lonely"
dependent,0.30303030303030304,"Fair, Bachelors Get Lonely"
manner,0.03870967741935484,"Fair, Bachelors Get Lonely"
slipped,2.2857142857142856,"Fair, Bachelors Get Lonely"
figuring,0.12105263157894738,"Fair, Bachelors Get Lonely"
card,1.6551724137931036,"Fair, Bachelors Get Lonely"
pineapple,4.0,"Fair, Bachelors Get Lonely"
usually,0.25,"Fair, Bachelors Get Lonely"
giving,0.0968054211035818,"Fair, Bachelors Get Lonely"
alias,100.0,"Fair, Bachelors Get Lonely"
blocks,0.6875,"Fair, Bachelors Get Lonely"
twenty,0.35714285714285715,"Fair, Bachelors Get Lonely"
lost,0.4262295081967213,"Fair, Bachelors Get Lonely"
certain,0.03529411764705882,"Fair, Bachelors Get Lonely"
nice,0.5555555555555556,"Fair, Bachelors Get Lonely"
jumped,0.34375,"Fair, Bachelors Get Lonely"
physical,0.21428571428571427,"Fair, Bachelors Get Lonely"
telephone,0.12068965517241378,"Fair, Bachelors Get Lonely"
every,0.02040816326530612,"Fair, Bachelors Get Lonely"
small,0.06435643564356436,"Fair, Bachelors Get Lonely"
That's,4000.0,"Fair, Bachelors Get Lonely"
either,0.034482758620689655,"Fair, Bachelors Get Lonely"
man,0.36065573770491804,"Fair, Bachelors Get Lonely"
aid,0.1,"Fair, Bachelors Get Lonely"
join,1.0344827586206897,"Fair, Bachelors Get Lonely"
wasn't,4000.0,"Fair, Bachelors Get Lonely"
pretty,0.17777777777777778,"Fair, Bachelors Get Lonely"
salad,1.0,"Fair, Bachelors Get Lonely"
less,0.058823529411764705,"Fair, Bachelors Get Lonely"
cottage,1.0,"Fair, Bachelors Get Lonely"
toilet,0.06584362139917696,"Fair, Bachelors Get Lonely"
it,2000.0,"Fair, Bachelors Get Lonely"
consulted,1.0,"Fair, Bachelors Get Lonely"
once,0.1320754716981132,"Fair, Bachelors Get Lonely"
shows,0.1087866108786611,"Fair, Bachelors Get Lonely"
motel,1.25,"Fair, Bachelors Get Lonely"
nauseated,1.5714285714285714,"Fair, Bachelors Get Lonely"
ten,0.5,"Fair, Bachelors Get Lonely"
women,0.16666666666666666,"Fair, Bachelors Get Lonely"
electronic,4.0,"Fair, Bachelors Get Lonely"
behind,0.5758513931888545,"Fair, Bachelors Get Lonely"
switched,0.703125,"Fair, Bachelors Get Lonely"
yet,0.06109324758842444,"Fair, Bachelors Get Lonely"
She'll,1000.0,"Fair, Bachelors Get Lonely"
wife,0.17647058823529413,"Fair, Bachelors Get Lonely"
pout,5.5,"Fair, Bachelors Get Lonely"
Don't,1000.0,"Fair, Bachelors Get Lonely"
Francisco,1000.0,"Fair, Bachelors Get Lonely"
',2000.0,"Fair, Bachelors Get Lonely"
kept,0.6050420168067228,"Fair, Bachelors Get Lonely"
sit,0.22499999999999998,"Fair, Bachelors Get Lonely"
registered,0.07777777777777778,"Fair, Bachelors Get Lonely"
trying,0.4748201438848921,"Fair, Bachelors Get Lonely"
going,0.41198501872659177,"Fair, Bachelors Get Lonely"
Robert,0.5,"Fair, Bachelors Get Lonely"
when,11000.0,"Fair, Bachelors Get Lonely"
automatic,1.25,"Fair, Bachelors Get Lonely"
cars,0.4714285714285715,"Fair, Bachelors Get Lonely"
enough,0.1485148514851485,"Fair, Bachelors Get Lonely"
everything,2000.0,"Fair, Bachelors Get Lonely"
Thank,100.0,"Fair, Bachelors Get Lonely"
shadow,0.6799999999999999,"Fair, Bachelors Get Lonely"
case,0.14349775784753363,"Fair, Bachelors Get Lonely"
charcoal-broiled,1000.0,"Fair, Bachelors Get Lonely"
person's,1000.0,"Fair, Bachelors Get Lonely"
lots,0.6666666666666666,"Fair, Bachelors Get Lonely"
people,0.12962962962962962,"Fair, Bachelors Get Lonely"
with,14000.0,"Fair, Bachelors Get Lonely"
sound,0.14330218068535824,"Fair, Bachelors Get Lonely"
conversation,0.16666666666666666,"Fair, Bachelors Get Lonely"
pick,0.3731343283582089,"Fair, Bachelors Get Lonely"
set,0.11444652908067543,"Fair, Bachelors Get Lonely"
Motel,0.25,"Fair, Bachelors Get Lonely"
good,0.13167259786476868,"Fair, Bachelors Get Lonely"
included,0.14285714285714285,"Fair, Bachelors Get Lonely"
he,0.03929273084479371,"Fair, Bachelors Get Lonely"
watch,0.15662650602409636,"Fair, Bachelors Get Lonely"
own,0.006589785831960461,"Fair, Bachelors Get Lonely"
entrance,2.0,"Fair, Bachelors Get Lonely"
shadowing,5.25,"Fair, Bachelors Get Lonely"
Forgot,0.10526315789473684,"Fair, Bachelors Get Lonely"
honest,0.03783783783783784,"Fair, Bachelors Get Lonely"
stomach,0.3214285714285714,"Fair, Bachelors Get Lonely"
kindness,100.0,"Fair, Bachelors Get Lonely"
one,0.11633875106929,"Fair, Bachelors Get Lonely"
send,0.10919540229885058,"Fair, Bachelors Get Lonely"
--,5000.0,"Fair, Bachelors Get Lonely"
row,0.0784313725490196,"Fair, Bachelors Get Lonely"
You,6000.0,"Fair, Bachelors Get Lonely"
overweight,0.3333333333333333,"Fair, Bachelors Get Lonely"
coffee,1.3846153846153846,"Fair, Bachelors Get Lonely"
Tan,1.4,"Fair, Bachelors Get Lonely"
Tom,1.1666666666666667,"Fair, Bachelors Get Lonely"
Darn,3.3333333333333335,"Fair, Bachelors Get Lonely"
feel,0.09364548494983277,"Fair, Bachelors Get Lonely"
side,0.043209876543209874,"Fair, Bachelors Get Lonely"
mean,0.152,"Fair, Bachelors Get Lonely"
way,0.16810344827586207,"Fair, Bachelors Get Lonely"
press,0.4871794871794871,"Fair, Bachelors Get Lonely"
fact,0.013513513513513514,"Fair, Bachelors Get Lonely"
buzz,10.5,"Fair, Bachelors Get Lonely"
ticket,0.625,"Fair, Bachelors Get Lonely"
disagreeable,100.0,"Fair, Bachelors Get Lonely"
water,0.12087912087912087,"Fair, Bachelors Get Lonely"
steaks,0.3333333333333333,"Fair, Bachelors Get Lonely"
eating,0.6363636363636364,"Fair, Bachelors Get Lonely"
loud,3.6923076923076925,"Fair, Bachelors Get Lonely"
building,0.2953020134228188,"Fair, Bachelors Get Lonely"
sociable,0.2,"Fair, Bachelors Get Lonely"
tried,0.16788321167883213,"Fair, Bachelors Get Lonely"
parking,3.6,"Fair, Bachelors Get Lonely"
not,0.009966777408637873,"Fair, Bachelors Get Lonely"
apparently,0.29411764705882354,"Fair, Bachelors Get Lonely"
dinner,0.4,"Fair, Bachelors Get Lonely"
Swim,0.23529411764705882,"Fair, Bachelors Get Lonely"
street,0.043478260869565216,"Fair, Bachelors Get Lonely"
hurt,0.2658227848101266,"Fair, Bachelors Get Lonely"
waved,0.7272727272727273,"Fair, Bachelors Get Lonely"
talking,0.24,"Fair, Bachelors Get Lonely"
register,0.09195402298850575,"Fair, Bachelors Get Lonely"
new,0.05641025641025641,"Fair, Bachelors Get Lonely"
in,0.18234562784915043,"Fair, Bachelors Get Lonely"
