w,vector_semantico
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",Christian Unity in England
indignant,"['incensed', 'indignant', 'outraged', 'umbrageous']",Christian Unity in England
saints,"['canonize', 'enshrine', 'holy_man', 'nonsuch', 'nonesuch', 'paragon', 'saint', 'holy_person', 'nonpareil', 'canonise', 'angel', 'apotheosis', 'ideal']",Christian Unity in England
city,"['metropolis', 'city', 'urban_center']",Christian Unity in England
superficially,['superficially'],Christian Unity in England
Fawkes,"['Guy_Fawkes', 'Fawkes']",Christian Unity in England
continue,"['retain', 'stay_on', 'carry_on', 'go_on', 'uphold', 'continue', 'preserve', 'go_forward', 'keep_on', 'remain', 'persist_in', 'extend', 'cover', 'keep', 'stay', 'proceed', 'bear_on', 'go_along']",Christian Unity in England
preconceptions,"['prepossession', 'parti_pris', 'preconception', 'preconceived_opinion', 'preconceived_notion', 'bias', 'preconceived_idea', 'prejudice']",Christian Unity in England
good,"['dependable', 'just', 'proficient', 'undecomposed', 'dear', 'salutary', 'serious', 'thoroughly', 'respectable', 'upright', 'right', 'well', 'adept', 'practiced', 'ripe', 'skillful', 'secure', 'unspoiled', 'expert', 'effective', 'in_force', 'near', 'honorable', 'unspoilt', 'trade_good', 'sound', 'estimable', 'good', 'beneficial', 'honest', 'skilful', 'full', 'goodness', 'in_effect', 'commodity', 'safe', 'soundly']",Christian Unity in England
heart,"['affection', 'ticker', 'fondness', 'pump', 'spirit', 'pith', 'nerve', 'centre', 'nub', 'substance', 'heart_and_soul', 'inwardness', 'warmheartedness', 'kernel', 'marrow', 'tenderness', 'essence', 'core', 'gist', 'bosom', 'philia', 'heart', 'warmness', 'mettle', 'eye', 'nitty-gritty', 'center', 'affectionateness', 'sum', 'middle', 'meat', 'spunk']",Christian Unity in England
.,[],Christian Unity in England
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Christian Unity in England
depicting,"['depicting', 'portray', 'depiction', 'picture', 'limn', 'portraying', 'depict', 'draw', 'portrayal', 'describe', 'show', 'render']",Christian Unity in England
predict,"['foretell', 'predict', 'promise', 'portend', 'bode', 'presage', 'foreshadow', 'auspicate', 'forebode', 'anticipate', 'omen', 'forecast', 'prefigure', 'prognosticate', 'betoken', 'augur', 'call']",Christian Unity in England
write,"['compose', 'write', 'publish', 'indite', 'drop_a_line', 'spell', 'pen', 'save']",Christian Unity in England
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",Christian Unity in England
issue,"['come_out', 'make_out', 'progeny', 'military_issue', 'offspring', 'take', 'write_out', 'number', 'effect', 'bring_out', 'outcome', 'proceeds', 'publication', 'publish', 'takings', 'consequence', 'outlet', 'return', 'put_out', 'issuing', 'topic', 'matter', 'way_out', 'payoff', 'yield', 'upshot', 'issuance', 'emerge', 'subject', 'government_issue', 'egress', 'cut', 'event', 'emergence', 'issue', 'release', 'come_forth', 'result', 'go_forth', 'exit', 'supply']",Christian Unity in England
stature,"['stature', 'height']",Christian Unity in England
England,['England'],Christian Unity in England
never,"['never', ""ne'er""]",Christian Unity in England
interest,"['concern', 'occupy', 'worry', 'involvement', 'sake', 'matter_to', 'interest_group', 'interest', 'stake', 'interestingness', 'pursuit', 'pastime']",Christian Unity in England
friendly,"['friendly', 'favorable', 'well-disposed']",Christian Unity in England
Ramsey,[],Christian Unity in England
few,['few'],Christian Unity in England
about,"['most', 'roughly', 'just_about', 'near', 'nearly', 'well-nigh', 'about', 'some', 'almost', 'around', 'or_so', 'nigh', 'more_or_less', 'virtually', 'close_to', 'astir', 'approximately']",Christian Unity in England
ancient,"['antediluvian', 'ancient']",Christian Unity in England
Nowhere,['nowhere'],Christian Unity in England
parson,"['minister', 'pastor', 'minister_of_religion', 'rector', 'curate', 'parson']",Christian Unity in England
appeared,"['seem', 'come_out', 'come_along', 'appear', 'look']",Christian Unity in England
one-third,"['one-third', 'third', 'tierce']",Christian Unity in England
must,"['moldiness', 'mustiness', 'must']",Christian Unity in England
fact,['fact'],Christian Unity in England
Octave,"['octave', 'musical_octave']",Christian Unity in England
moderate,"['mince', 'hold_in', 'moderationist', 'temperate', 'temper', 'moderate', 'soften', 'restrained', 'tone_down', 'chair', 'contain', 'tame', 'middle_of_the_roader', 'chasten', 'centrist', 'control', 'curb', 'hold', 'lead', 'check']",Christian Unity in England
ironies,"['irony', 'sarcasm', 'satire', 'caustic_remark']",Christian Unity in England
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Christian Unity in England
general,"['worldwide', 'cosmopolitan', 'superior_general', 'oecumenical', 'world-wide', 'general', 'universal', 'ecumenical', 'full_general']",Christian Unity in England
attended,"['accompanied', 'take_care', 'serve', 'see', 'wait_on', 'tended_to', 'advert', 'attend', 'go_to', 'assist', 'attend_to', 'give_ear', 'attended', 'look', 'hang', 'pay_heed']",Christian Unity in England
secularism,['secularism'],Christian Unity in England
mark,"['German_mark', 'score', 'home_run', 'label', 'commemorate', 'scar', 'cross_off', 'strike_off', ""bull's_eye"", 'denounce', 'nock', 'mark', 'Gospel_According_to_Mark', 'crisscross', 'pock', 'Saint_Mark', 'fall_guy', 'distinguish', 'tick_off', 'chump', 'mark_off', 'target', 'patsy', 'St._Mark', 'check', 'note', 'stigmatize', 'stain', 'pit', 'Mark', 'print', 'sucker', 'Deutschmark', 'check_off', 'cross_out', 'strike_out', 'tag', 'Deutsche_Mark', 'scratch', 'stigmatise', 'scrape', 'marking', 'bell_ringer', 'differentiate', 'stigma', 'punctuate', 'grade', 'sign', 'fool', 'notice', 'marker', 'brand', 'soft_touch', 'set', 'cross', 'mug', 'tick', 'gull']",Christian Unity in England
claim,"['title', 'arrogate', 'take', 'lay_claim', 'claim', 'exact', 'call']",Christian Unity in England
press,"['beseech', 'adjure', 'public_press', 'urge_on', 'weight-lift', 'printing_press', 'constrict', 'urge', 'insistency', 'wardrobe', 'press', 'contract', 'insistence', 'entreat', 'exhort', 'weightlift', 'pressing', 'squeeze', 'campaign', 'pressure', 'agitate', 'compress', 'closet', 'weigh', 'push', 'imperativeness', 'jam', 'military_press', 'conjure', 'compact', 'iron_out', 'crush', 'bid', 'press_out', 'iron', 'mechanical_press', 'fight', 'crusade']",Christian Unity in England
devoted,"['dedicate', 'commit', 'devote', 'pay', 'give', 'consecrate', 'devoted']",Christian Unity in England
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Christian Unity in England
between,"['betwixt', ""'tween"", 'between']",Christian Unity in England
their,[],Christian Unity in England
churchgoers,"['church_member', 'churchgoer']",Christian Unity in England
if,[],Christian Unity in England
most,"['to_the_highest_degree', 'most', 'nearly', 'well-nigh', 'almost', 'nigh', 'virtually', 'near', 'about']",Christian Unity in England
period,"['period', 'point', 'full_point', 'full_stop', 'menstruation', 'flow', 'catamenia', 'menstruum', 'period_of_time', 'stop', 'geological_period', 'time_period', 'menses']",Christian Unity in England
enthusiastically,"['sky-high', 'enthusiastically']",Christian Unity in England
would,[],Christian Unity in England
hymn,"['anthem', 'hymn']",Christian Unity in England
relations,"['congress', 'relation_back', 'intercourse', 'copulation', 'sex_act', 'sexual_congress', 'relations', 'sexual_relation', 'dealings', 'carnal_knowledge', 'relative', 'coition', 'sexual_intercourse', 'coitus', 'recounting', 'relation', 'telling']",Christian Unity in England
media,"['spiritualist', 'metier', 'sensitive', 'culture_medium', 'mass_medium', 'medium']",Christian Unity in England
1960,[],Christian Unity in England
before,"['ahead', 'in_front', 'before', 'earlier']",Christian Unity in England
recounted,"['tell', 'recount', 'narrate', 'recite']",Christian Unity in England
return,"['restoration', 'reelect', 'take_back', 'recurrence', 'take', 'homecoming', 'income_tax_return', 'give', 'comeback', 'restitution', 'revert', 'bring_back', 'refund', 'generate', 'proceeds', 'reappearance', 'hark_back', 'recall', 'deliver', 'takings', 'rejoin', 'return', 'repay', 'return_key', 'give_back', 'regress', 'payoff', 'yield', 'retort', 'riposte', 'getting_even', 'retrovert', 'tax_return', 'replication', 'counter', 'paying_back', 'turn_back', 'regaining', 'issue', 'fall', 'rejoinder', 'pass', 'coming_back', 'come_back', 'devolve', 'render']",Christian Unity in England
Dr.,"['physician', 'doctor', 'Dr.', 'medico', 'doc', 'MD']",Christian Unity in England
Birmingham,"['Birmingham', 'Brummagem', 'Pittsburgh_of_the_South']",Christian Unity in England
wholly,"['altogether', 'entirely', 'whole', 'completely', 'wholly', 'all', 'totally']",Christian Unity in England
commentary,"['commentary', 'comment']",Christian Unity in England
religious,"['spiritual', 'religious']",Christian Unity in England
my,[],Christian Unity in England
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",Christian Unity in England
meaningful,['meaningful'],Christian Unity in England
Englishmen,['Englishman'],Christian Unity in England
noteworthy,"['noteworthy', 'notable', 'remarkable']",Christian Unity in England
And,[],Christian Unity in England
immigrants,['immigrant'],Christian Unity in England
errors,"['erroneous_belief', 'fault', 'mistake', 'wrongdoing', 'error', 'computer_error', 'misplay', 'erroneousness']",Christian Unity in England
respectful,"['reverential', 'venerating', 'respectful']",Christian Unity in England
for,[],Christian Unity in England
pattern,"['formula', 'approach_pattern', 'form', 'rule', 'design', 'blueprint', 'traffic_pattern', 'practice', 'pattern', 'radiation_diagram', 'model', 'radiation_pattern', 'shape', 'normal', 'figure', 'convention']",Christian Unity in England
country,"['body_politic', 'state', 'land', 'rural_area', 'nation', 'area', 'country', 'commonwealth', 'res_publica']",Christian Unity in England
requested,"['request', 'requested', 'quest', 'bespeak', 'call_for']",Christian Unity in England
united,"['link', 'merge', 'united', 'join', 'unify', 'combine', 'joined', 'connect', 'unite', 'link_up']",Christian Unity in England
row,"['wrangle', 'words', 'rowing', 'quarrel', 'course', 'dustup', 'row', 'run-in']",Christian Unity in England
Mary's,[],Christian Unity in England
reciting,"['itemise', 'recount', 'recite', 'tell', 'itemize', 'narrate', 'enumerate', 'retell', 'declaim']",Christian Unity in England
periodical,"['periodical', 'periodic']",Christian Unity in England
forgotten,"['blank_out', 'forgotten', 'leave', 'draw_a_blank', 'disregarded', 'bury', 'block', 'forget']",Christian Unity in England
trust,"['hope', 'reliance', 'cartel', 'believe', 'corporate_trust', 'entrust', 'combine', 'confide', 'swear', 'bank', 'confidence', 'rely', 'commit', 'intrust', 'trustingness', 'trustfulness', 'desire', 'trust', 'faith']",Christian Unity in England
widely,"['wide', 'widely']",Christian Unity in England
given,"['apply', 'precondition', 'give_way', 'gift', 'give', 'grant', 'generate', 'contribute', 'kick_in', 'establish', 'make', 'presumption', 'collapse', 'present', 'founder', 'tending', 'return', 'chip_in', 'minded', 'throw', 'disposed', 'consecrate', 'reach', 'open', 'ease_up', 'yield', 'apt', 'have', 'leave', 'commit', 'pay', 'fall_in', 'afford', 'cave_in', 'dedicate', 'pass_on', 'hold', 'impart', 'hand', 'turn_over', 'move_over', 'given', 'devote', 'pass', 'break', 'feed', 'granted', 'sacrifice', 'render']",Christian Unity in England
heard,"['listen', 'get_a_line', 'take_heed', 'see', 'get_word', 'try', 'heard', 'get_wind', 'learn', 'find_out', 'discover', 'hear', 'pick_up']",Christian Unity in England
churches,"['church_building', 'church_service', 'Christian_church', 'church']",Christian Unity in England
baptized,"['baptise', 'baptised', 'christen', 'baptize', 'baptized']",Christian Unity in England
Cherwell,[],Christian Unity in England
charged,"['aerated', 'accuse', 'tear', 'bill', 'send', 'level', 'shoot_down', 'appoint', 'rouse', 'charge_up', 'institutionalise', 'turn_on', 'point', 'shoot', 'file', 'blame', 'commove', 'consign', 'agitate', 'saddle', 'buck', 'lodge', 'commit', 'institutionalize', 'excite', 'bear_down', 'charge', 'burden', 'load', 'supercharged', 'charged']",Christian Unity in England
Bells,"['Melville_Bell', ""ship's_bell"", 'buzzer', 'toll', 'doorbell', 'campana', 'Alexander_Bell', 'chime', 'Vanessa_Bell', 'Bell', 'bell_shape', 'Vanessa_Stephen', 'bell', 'Alexander_Melville_Bell', 'gong', 'Alexander_Graham_Bell']",Christian Unity in England
those,[],Christian Unity in England
strongly,"['strongly', 'powerfully']",Christian Unity in England
kindly,"['benevolent', 'kindly', 'openhearted', 'charitable', 'sympathetic', 'good-hearted', 'large-hearted']",Christian Unity in England
decreasing,"['fall', 'decrease', 'diminish', 'lessen', 'decreasing', 'minify']",Christian Unity in England
gracious,"['benignant', 'nice', 'gracious', 'courteous']",Christian Unity in England
printed,"['print', 'publish', 'impress']",Christian Unity in England
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Christian Unity in England
next,"['following', 'adjacent', 'future', 'succeeding', 'side_by_side', 'next']",Christian Unity in England
make,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'shuffling', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'shuffle', 'pee', 'get_to', 'lay_down', 'hit', 'brand', 'constitute', 'crap', 'take_in']",Christian Unity in England
great,"['big', 'expectant', 'large', 'corking', 'nifty', 'enceinte', 'smashing', 'great', 'dandy', 'not_bad', 'outstanding', 'keen', 'neat', 'swell', 'capital', 'bang-up', 'bully', 'groovy', 'with_child', 'peachy', 'gravid', 'slap-up', 'cracking', 'majuscule', 'heavy']",Christian Unity in England
With,[],Christian Unity in England
enjoys,"['savor', 'savour', 'enjoy', 'delight', 'revel', 'bask', 'relish', 'love']",Christian Unity in England
example,"['object_lesson', 'example', 'representative', 'exemplar', 'model', 'case', 'exercise', 'deterrent_example', 'illustration', 'instance', 'lesson', 'good_example']",Christian Unity in England
1,"['I', 'unity', '1', 'single', 'i', 'ane', 'one', 'ace']",Christian Unity in England
Still,"['quiet', 'withal', 'tranquillize', 'inactive', 'soundless', 'all_the_same', 'however', 'allay', 'yet', 'placid', 'static', 'still', 'notwithstanding', 'tranquil', 'distillery', 'hush_up', 'ease', 'lull', 'relieve', 'motionless', 'calm_down', 'even', 'stillness', 'stock-still', 'hush', 'nonetheless', 'silence', 'tranquillise', 'nevertheless', 'quieten', 'even_so', 'tranquilize', 'noneffervescent', 'unruffled', 'smooth', 'calm', 'silent', 'shut_up']",Christian Unity in England
offer,"['proffer', 'whirl', 'go', 'offer', 'volunteer', 'tender', 'declare_oneself', 'pop_the_question', 'fling', 'pass', 'offer_up', 'put_up', 'bid', 'propose', 'extend', 'provide', 'offering', 'crack']",Christian Unity in England
discussing,"['discourse', 'talk_about', 'hash_out', 'talk_over', 'discuss']",Christian Unity in England
converts,"['exchange', 'change', 'convince', 'convert', 'commute', 'change_over', 'win_over']",Christian Unity in England
'',[],Christian Unity in England
variant,"['variance', 'form', 'edition', 'strain', 'stochastic_variable', 'variant', 'random_variable', 'variate', 'chance_variable', 'var.', 'version', 'variation', 'discrepancy']",Christian Unity in England
B.B.C.'s,[],Christian Unity in England
gentle,"['gruntle', 'assuage', 'blue-blooded', 'placate', 'aristocratic', 'easy', 'conciliate', 'pacify', 'soft', 'docile', 'gentle', 'aristocratical', 'mollify', 'appease', 'ennoble', 'lenify', 'entitle', 'patrician', 'blue']",Christian Unity in England
Redundant,"['redundant', 'pleonastic', 'superfluous', 'supernumerary', 'surplus', 'tautologic', 'supererogatory', 'excess', 'tautological', 'spare', 'extra']",Christian Unity in England
True,"['lawful', 'straight', 'dependable', 'genuine', 'true_up', 'dead_on_target', 'avowedly', 'confessedly', 'true', 'truthful', 'admittedly', 'rightful', 'on-key', 'honest', 'reliable', 'unfeigned']",Christian Unity in England
Anglican,['Anglican'],Christian Unity in England
article,"['clause', 'article']",Christian Unity in England
sadly,"['deplorably', 'lamentably', 'sadly', 'unhappily', 'woefully']",Christian Unity in England
clergymen,"['reverend', 'clergyman', 'man_of_the_cloth']",Christian Unity in England
