w,vector_semantico
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",Trail of the Tattered Star
imagined,"['opine', 'envisage', 'imagine', 'conceive_of', 'suppose', 'think', 'guess', 'ideate', 'reckon']",Trail of the Tattered Star
bullet,"['slug', 'fastball', 'bullet_train', 'hummer', 'smoke', 'bullet', 'heater']",Trail of the Tattered Star
thigh,"['second_joint', 'thigh']",Trail of the Tattered Star
pallet,"['pallet', 'palette']",Trail of the Tattered Star
Feds,"['Fed', 'Federal', 'Federal_Reserve_System', 'Federal_Reserve', 'FRS', 'federal_official']",Trail of the Tattered Star
slugging,"['idle', 'slug', 'laze', 'stagnate', 'slog', 'swig']",Trail of the Tattered Star
walked,"['walk', 'take_the_air']",Trail of the Tattered Star
Dammit,[],Trail of the Tattered Star
west,"['Benjamin_West', 'Rebecca_West', 'west', 'W', 'western_United_States', 'West', 'due_west', 'Dame_Rebecca_West', 'Mae_West', 'Cicily_Isabel_Fairfield', 'Occident', 'westward']",Trail of the Tattered Star
good,"['dependable', 'just', 'proficient', 'undecomposed', 'dear', 'salutary', 'serious', 'thoroughly', 'respectable', 'upright', 'right', 'well', 'adept', 'practiced', 'ripe', 'skillful', 'secure', 'unspoiled', 'expert', 'effective', 'in_force', 'near', 'honorable', 'unspoilt', 'trade_good', 'sound', 'estimable', 'good', 'beneficial', 'honest', 'skilful', 'full', 'goodness', 'in_effect', 'commodity', 'safe', 'soundly']",Trail of the Tattered Star
canisters,"['cannister', 'canister', 'canister_shot', 'case_shot', 'tin']",Trail of the Tattered Star
comes,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",Trail of the Tattered Star
spread,"['cattle_farm', 'facing_pages', 'spread_head', 'circularize', 'circulate', 'spread_out', 'spreadhead', 'circularise', 'outspread', 'feast', 'pass_around', 'bed_cover', 'gap', 'overspread', 'disperse', 'go_around', 'open', 'bedspread', 'fan_out', 'spreading', 'propagate', 'bed_covering', 'spread', 'cattle_ranch', 'counterpane', 'banquet', 'distribute', 'bedcover', 'unfold', 'diffuse', 'disseminate', 'paste', 'ranch', 'scatter', 'dispersed', 'broadcast']",Trail of the Tattered Star
oak,"['oak_tree', 'oak']",Trail of the Tattered Star
blow,"['brag', 'gust', 'coke', 'flub', 'shoot_a_line', 'gasconade', 'fellate', 'muff', 'burn_out', 'botch', 'mishandle', 'blow_out', 'black_eye', 'tout', 'squander', 'fluff', 'bodge', 'reversal', 'bollix', 'shove_along', 'vaunt', 'shock', 'bobble', 'bump', 'setback', 'drift', 'foul_up', 'boast', 'gas', 'fuck_up', 'spoil', 'snow', 'bollocks_up', 'swash', 'muck_up', 'fumble', 'bluster', 'reverse', 'bumble', 'waste', 'bollix_up', 'nose_candy', 'mess_up', 'suck', 'blow', 'botch_up', 'C', 'ball_up', 'be_adrift', 'go_down_on', 'louse_up', 'puff', 'blast', 'screw_up', 'bollocks', 'float', 'bungle', 'shove_off']",Trail of the Tattered Star
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Trail of the Tattered Star
.,[],Trail of the Tattered Star
above,"['higher_up', 'to_a_higher_place', 'in_a_higher_place', 'supra', 'above']",Trail of the Tattered Star
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",Trail of the Tattered Star
work,"['make_for', 'ferment', 'oeuvre', 'mould', 'do_work', 'cultivate', 'function', 'influence', 'puzzle_out', 'mold', 'make', 'forge', 'put_to_work', 'process', 'employment', 'piece_of_work', 'study', 'bring', 'work_on', 'knead', 'work_out', 'solve', 'operate', 'body_of_work', 'exploit', 'exercise', 'turn', 'shape', 'wreak', 'figure_out', 'run', 'workplace', 'act', 'lick', 'work', 'go', 'form', 'sour', 'crop', 'play', 'act_upon']",Trail of the Tattered Star
looming,"['hulk', 'tower', 'bulk_large', 'brood', 'predominate', 'loom', 'hover']",Trail of the Tattered Star
flames,"['flare', 'fire', 'flame', 'flaming']",Trail of the Tattered Star
walking,"['walk', 'walk-to', 'take_the_air', 'walking']",Trail of the Tattered Star
never,"['never', ""ne'er""]",Trail of the Tattered Star
arms,"['subdivision', 'build_up', 'gird', 'branch', 'fortify', 'weapon', 'arms', 'weapon_system', 'weapons_system', 'limb', 'implements_of_war', 'blazonry', 'sleeve', 'munition', 'blazon', 'weaponry', 'arm', 'coat_of_arms']",Trail of the Tattered Star
careful,"['heedful', 'careful', 'measured', 'deliberate', 'thrifty']",Trail of the Tattered Star
reins,"['rein_in', 'rule', 'draw_rein', 'harness', 'rein']",Trail of the Tattered Star
few,['few'],Trail of the Tattered Star
interior,"['midland', 'Interior', 'inside', 'Department_of_the_Interior', 'DoI', 'home', 'Interior_Department', 'upcountry', 'inner', 'internal', 'interior', 'national']",Trail of the Tattered Star
sighted,"['sighted', 'spy', 'sight']",Trail of the Tattered Star
bat,"['chiropteran', 'bat', 'cricket_bat', 'lick', 'squash_racket', 'drub', 'at-bat', 'thrash', 'clobber', 'squash_racquet', 'flutter', 'cream']",Trail of the Tattered Star
hadn't,[],Trail of the Tattered Star
emergency,"['emergency', 'exigency', 'emergency_brake', 'pinch', 'parking_brake', 'hand_brake']",Trail of the Tattered Star
rushing,"['hasten', 'rushing', 'belt_along', 'induce', 'speed', 'bucket_along', 'look_sharp', 'festinate', 'pelt_along', 'hotfoot', 'rush', 'race', 'cannonball_along', 'hurry', 'step_on_it', 'stimulate', 'haste', 'rush_along', 'hie']",Trail of the Tattered Star
fact,['fact'],Trail of the Tattered Star
bunch,"['bundle', 'bunch', 'bunch_up', 'caboodle', 'lot', 'crowd', 'bunch_together', 'cluster', 'clump', 'gang', 'clustering', 'crew']",Trail of the Tattered Star
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Trail of the Tattered Star
frantically,"['madly', 'frantically']",Trail of the Tattered Star
wake,"['backwash', 'arouse', 'inflame', 'stir_up', 'Wake_Island', 'heat', 'rouse', 'ignite', 'viewing', 'fire_up', 'wake', 'come_alive', 'Wake', 'awake', 'wake_up', 'aftermath', 'waken', 'awaken']",Trail of the Tattered Star
foolish,"['gooselike', 'goosy', 'dopey', 'goosey', 'dopy', 'foolish', 'anserine', 'jerky']",Trail of the Tattered Star
between,"['betwixt', ""'tween"", 'between']",Trail of the Tattered Star
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Trail of the Tattered Star
There's,[],Trail of the Tattered Star
sop,"['douse', 'soak_through', 'drench', 'SOP', 'soak', 'standard_procedure', 'souse', 'dowse', 'standing_operating_procedure', 'standard_operating_procedure', 'sop', 'sops']",Trail of the Tattered Star
their,[],Trail of the Tattered Star
if,[],Trail of the Tattered Star
ropes,"['forget_me_drug', 'lasso', 'rophy', 'leash', 'roofy', 'circle', 'roach', 'Mexican_valium', 'rope', 'R-2']",Trail of the Tattered Star
stacked,"['voluptuous', 'stacked', 'pile', 'sonsie', 'bosomy', 'curvy', 'full-bosomed', 'stack', 'busty', 'sonsy', 'buxom', 'heap', 'well-endowed', 'curvaceous']",Trail of the Tattered Star
would,[],Trail of the Tattered Star
stood,"['tolerate', 'brook', 'endure', 'stomach', 'bear', 'support', 'stand_up', 'place_upright', 'fend', 'stand', 'digest', 'resist', 'put_up', 'abide', 'suffer', 'stick_out', 'remain_firm']",Trail of the Tattered Star
before,"['ahead', 'in_front', 'before', 'earlier']",Trail of the Tattered Star
tore,"['buck', 'pluck', 'charge', 'snap', 'torus', 'deplume', 'shoot', 'tear', 'pull', 'tore', 'shoot_down', 'deplumate', 'bust', 'displume', 'rupture']",Trail of the Tattered Star
sentry,"['watch', 'lookout', 'scout', 'sentry', 'sentinel', 'lookout_man', 'spotter', 'picket']",Trail of the Tattered Star
hovered,"['levitate', 'oscillate', 'bulk_large', 'linger', 'vacillate', 'vibrate', 'brood', 'hover', 'loom']",Trail of the Tattered Star
hinges,"['hinge', 'flexible_joint']",Trail of the Tattered Star
rock,"['careen', 'Rock', 'rock_music', 'tilt', 'rock_candy', 'shake', ""rock'n'roll"", 'stone', 'John_Rock', 'rock_and_roll', 'rock-and-roll', ""rock_'n'_roll"", 'rock', 'sway']",Trail of the Tattered Star
my,[],Trail of the Tattered Star
Beyond,['beyond'],Trail of the Tattered Star
bag,"['purse', 'bag', 'travelling_bag', 'pocket', 'dish', 'base', 'bulge', 'handbag', 'grip', 'traveling_bag', 'old_bag', 'suitcase', 'cup_of_tea', 'bagful', 'pocketbook', 'udder']",Trail of the Tattered Star
south,"['South', 'Confederate_States_of_America', 'Dixieland', 'Confederate_States', 'southward', 'due_south', 'south', 'S', 'Confederacy', 'to_the_south', 'in_the_south', 'Dixie']",Trail of the Tattered Star
And,[],Trail of the Tattered Star
backlash,"['repercussion', 'rebound', 'backfire', 'backlash', 'recoil']",Trail of the Tattered Star
spreading,"['circularize', 'circulate', 'spread_out', 'circularise', 'pass_around', 'overspread', 'disperse', 'public_exposure', 'go_around', 'open', 'fan_out', 'spreading', 'propagate', 'dissemination', 'spread', 'distribute', 'airing', 'unfold', 'diffuse', 'disseminate', 'scatter', 'broadcast']",Trail of the Tattered Star
sake,"['rice_beer', 'interest', 'sake', 'saki']",Trail of the Tattered Star
kiss,"['snog', 'osculate', 'osculation', 'kiss', 'candy_kiss', 'buss']",Trail of the Tattered Star
heading,"['maneuver', 'gallery', 'steer', 'direct', 'point', 'channelise', 'manoeuvre', 'heading', 'drift', 'lead', 'manoeuver', 'channelize', 'header', 'head', 'bearing', 'aim', 'head_up', 'guide']",Trail of the Tattered Star
for,[],Trail of the Tattered Star
moonlight,"['Moon', 'moonshine', 'moonlight']",Trail of the Tattered Star
thrust,"['hurl', 'lunge', 'jab', 'throw', 'squeeze', 'force', 'shove', 'drive', 'push', 'knife_thrust', 'poking', 'push_up', 'jabbing', 'thrust', 'pierce', 'driving_force', 'stab', 'thrusting', 'hurtle', 'stuff', 'poke']",Trail of the Tattered Star
gagged,"['retch', 'suffocate', 'heave', 'choke', 'fret', 'muzzle', 'gag', 'quip', 'strangle']",Trail of the Tattered Star
peg,"['rowlock', 'pin', 'peg_down', 'tholepin', 'oarlock', 'nail_down', 'peg', 'pegleg', 'leg', 'thole', 'nail', 'stick', 'wooden_leg', 'nog']",Trail of the Tattered Star
glow,"['freshness', 'radiate', 'glow', 'radiance', 'incandescence', 'beam', 'shine', 'gleam', 'luminescence', 'gleaming', 'burn', 'glowing', 'lambency']",Trail of the Tattered Star
hell,"['inferno', 'underworld', 'Hell', 'infernal_region', 'sin', 'hellhole', 'blaze', 'Hades', 'hell', 'snake_pit', 'netherworld', 'nether_region', 'pit', 'the_pits', 'hell_on_earth', 'Inferno', 'Scheol', 'perdition']",Trail of the Tattered Star
reviving,"['renovate', 'restorative', 'revitalizing', 'recreate', 'revitalising', 'animate', 'resuscitate', 'quicken', 'reviving', 'reanimate', 'repair', 'resurrect', 'revive', 'vivify', 'renewing', 'come_to', 'revivify']",Trail of the Tattered Star
given,"['apply', 'precondition', 'give_way', 'gift', 'give', 'grant', 'generate', 'contribute', 'kick_in', 'establish', 'make', 'presumption', 'collapse', 'present', 'founder', 'tending', 'return', 'chip_in', 'minded', 'throw', 'disposed', 'consecrate', 'reach', 'open', 'ease_up', 'yield', 'apt', 'have', 'leave', 'commit', 'pay', 'fall_in', 'afford', 'cave_in', 'dedicate', 'pass_on', 'hold', 'impart', 'hand', 'turn_over', 'move_over', 'given', 'devote', 'pass', 'break', 'feed', 'granted', 'sacrifice', 'render']",Trail of the Tattered Star
yards,"['1000', 'one_thousand', 'chiliad', 'grand', 'cubic_yard', 'grounds', 'thousand', 'K', 'curtilage', 'G', 'railyard', 'thou', 'M', 'yard', 'railway_yard', 'pace']",Trail of the Tattered Star
Hurry,"['hasten', 'hurriedness', 'rushing', 'look_sharp', 'precipitation', 'festinate', 'hurry', 'haste', 'speed', 'zip', 'rush', 'travel_rapidly', 'hastiness']",Trail of the Tattered Star
wagon,"['patrol_wagon', 'station_wagon', ""Charles's_Wain"", 'estate_car', 'Plough', 'station_waggon', 'beach_wagon', 'Wagon', 'police_van', 'police_wagon', 'black_Maria', 'coaster_wagon', 'paddy_wagon', 'beach_waggon', 'Big_Dipper', 'wagon', 'Dipper', 'waggon', 'Wain']",Trail of the Tattered Star
hit,"['score', 'remove', 'smash', 'attain', 'slay', 'gain', 'hitting', 'make', 'run_into', 'rack_up', 'arrive_at', 'shoot', 'murder', 'collide_with', 'smasher', 'reach', 'bump_off', 'stumble', 'dispatch', 'strike', 'bang', 'polish_off', 'tally', 'off', 'collision', 'impinge_on', 'hit', 'come_to', 'pip', 'striking']",Trail of the Tattered Star
bounced,"['take_a_hop', 'rebound', 'resile', 'jounce', 'bounce', 'spring', 'reverberate', 'ricochet', 'bound', 'recoil']",Trail of the Tattered Star
outside,"['outdoor', 'external', 'extraneous', 'out-of-door', 'exterior', 'outdoors', 'out_of_doors', 'remote', 'international', 'outside', 'alfresco', 'away']",Trail of the Tattered Star
roof,"['cap', 'ceiling', 'roof']",Trail of the Tattered Star
picket,"['watch', 'lookout', 'scout', 'pale', 'sentry', 'sentinel', 'lookout_man', 'piquet', 'spotter', 'picket']",Trail of the Tattered Star
departing,"['deviate', 'part', 'depart', 'start_out', 'quit', 'take_off', 'go_away', 'set_off', 'start', 'set_out', 'leave', 'pull_up_stakes', 'vary', 'straggle', 'digress', 'go', 'take_leave', 'set_forth', 'diverge', 'sidetrack']",Trail of the Tattered Star
showing,"['showing', 'prove', 'read', 'establish', 'express', 'register', 'record', 'shew', 'evidence', 'point', 'present', 'viewing', 'display', 'show', 'demonstrate', 'show_up', 'usher', 'picture', 'evince', 'testify', 'screening', 'indicate', 'designate', 'depict', 'demo', 'bear_witness', 'exhibit', 'render']",Trail of the Tattered Star
bucket,"['bucket', 'bucketful', 'pail']",Trail of the Tattered Star
rushed,"['hasten', 'stimulate', 'race', 'belt_along', 'cannonball_along', 'festinate', 'pelt_along', 'induce', 'rushed', 'hurry', 'speed', 'hotfoot', 'rush', 'rush_along', 'bucket_along', 'step_on_it', 'look_sharp', 'hie']",Trail of the Tattered Star
