w,vector_semantico
come,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",Will Aircraft or Missiles Win Wars?
introduction,"['creation', 'initiation', 'innovation', 'introduction', 'institution', 'launching', 'insertion', 'intromission', 'foundation', 'origination', 'instauration', 'intro', 'first_appearance', 'unveiling', 'debut', 'entry', 'presentation', 'founding']",Will Aircraft or Missiles Win Wars?
stomach,"['suffer', 'belly', 'tolerate', 'brook', 'stomach', 'endure', 'bear', 'support', 'abdomen', 'digest', 'stand', 'put_up', 'tummy', 'venter', 'tum', 'abide', 'stick_out', 'breadbasket']",Will Aircraft or Missiles Win Wars?
hunt,"['James_Henry_Leigh_Hunt', 'hound', 'trace', 'hunt', 'run', 'William_Holman_Hunt', 'Holman_Hunt', 'hunt_club', 'track_down', 'Richard_Morris_Hunt', 'Leigh_Hunt', 'search', 'hunting', 'Hunt', 'hunt_down']",Will Aircraft or Missiles Win Wars?
finding,"['get_hold', 'finding', 'discover', 'line_up', 'receive', 'get', 'encounter', 'incur', 'recover', 'bump', 'witness', 'find_out', 'find_oneself', 'feel', 'obtain', 'find', 'retrieve', 'detect', 'chance', 'see', 'rule', 'ascertain', 'determination', 'notice', 'determine', 'observe', 'happen', 'regain', 'come_up']",Will Aircraft or Missiles Win Wars?
again,"['over_again', 'once_again', 'once_more', 'again']",Will Aircraft or Missiles Win Wars?
SAMOS,[],Will Aircraft or Missiles Win Wars?
easy,"['well-heeled', 'well-fixed', 'sluttish', 'easygoing', 'easy', 'slow', 'soft', 'comfortable', 'easily', 'promiscuous', 'gentle', 'well-to-do', 'leisurely', 'well-off', 'light', 'tardily', 'slowly', 'wanton', 'prosperous', 'well-situated', 'loose']",Will Aircraft or Missiles Win Wars?
military,"['war_machine', 'armed_forces', 'military_machine', 'armed_services', 'military']",Will Aircraft or Missiles Win Wars?
pulsating,"['quiver', 'beat', 'pulsate', 'throb', 'pulse']",Will Aircraft or Missiles Win Wars?
(,[],Will Aircraft or Missiles Win Wars?
perform,"['do', 'execute', 'perform']",Will Aircraft or Missiles Win Wars?
prepare,"['prepare', 'get_up', 'train', 'educate', 'organize', 'devise', 'groom', 'ready', 'gear_up', 'fix', 'organise', 'cook', 'set', 'machinate', 'develop', 'set_up', 'make']",Will Aircraft or Missiles Win Wars?
alternatives,"['choice', 'option', 'alternative']",Will Aircraft or Missiles Win Wars?
point,"['taper', 'steer', 'item', 'full_stop', 'decimal_point', 'manoeuvre', 'channelize', 'level', 'luff', 'head', 'place', 'betoken', 'target', 'distributor_point', 'period', 'percentage_point', 'point', 'detail', 'manoeuver', 'power_point', 'tip', 'stop', 'show', 'guide', 'gunpoint', 'maneuver', 'breaker_point', 'sharpen', 'point_in_time', 'direct', 'peak', 'channelise', 'dot', 'repoint', 'stage', 'degree', 'indicate', 'designate', 'charge', 'signal', 'pointedness', 'full_point', 'compass_point', 'spot', 'orient', 'aim', 'bespeak']",Will Aircraft or Missiles Win Wars?
damage,"['hurt', 'harm', 'wrong', 'price', 'damage', 'terms', 'impairment', 'equipment_casualty', 'legal_injury', 'scathe']",Will Aircraft or Missiles Win Wars?
use,"['apply', 'utilisation', 'function', 'employ', 'habituate', 'utilise', 'employment', 'purpose', 'use_of_goods_and_services', 'use', 'practice', 'exercise', 'role', 'manipulation', 'consumption', 'utilization', 'expend', 'enjoyment', 'economic_consumption', 'usage', 'utilize', 'usance', 'habit']",Will Aircraft or Missiles Win Wars?
this,[],Will Aircraft or Missiles Win Wars?
stop,"['arrest', 'occlusion', 'full_stop', 'block', 'intercept', 'finish', 'layover', 'plosive_consonant', 'quit', 'lay_off', 'cease', 'period', 'occlusive', 'point', 'stoppage', 'hitch', 'kibosh', 'block_up', 'blockade', 'halt', 'plosive_speech_sound', 'stop', 'hold_back', 'end', 'barricade', 'contain', 'block_off', 'stopover', 'blockage', 'bar', 'discontinue', 'diaphragm', 'stay', 'plosive', 'turn_back', 'catch', 'closure', 'stop_over', 'break_off', 'full_point', 'hold_on', 'terminate', 'break', 'check', 'stop_consonant', 'give_up']",Will Aircraft or Missiles Win Wars?
aren't,[],Will Aircraft or Missiles Win Wars?
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",Will Aircraft or Missiles Win Wars?
energy,"['get-up-and-go', 'vitality', 'vigour', 'push', 'DOE', 'muscularity', 'vim', 'Energy', 'Department_of_Energy', 'free_energy', 'zip', 'Energy_Department', 'vigor', 'energy']",Will Aircraft or Missiles Win Wars?
city,"['metropolis', 'city', 'urban_center']",Will Aircraft or Missiles Win Wars?
future,"['future', 'succeeding', 'futurity', 'future_tense', 'hereafter', 'time_to_come', 'next']",Will Aircraft or Missiles Win Wars?
nation,"['body_politic', 'state', 'Carry_Nation', 'land', 'nation', 'Nation', 'country', 'Carry_Amelia_Moore_Nation', 'commonwealth', 'res_publica']",Will Aircraft or Missiles Win Wars?
attacker,"['aggressor', 'assailant', 'assaulter', 'attacker']",Will Aircraft or Missiles Win Wars?
comes,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",Will Aircraft or Missiles Win Wars?
performing,"['playing', 'do', 'acting', 'playacting', 'execute', 'performing', 'perform']",Will Aircraft or Missiles Win Wars?
geographic,"['geographic', 'geographical']",Will Aircraft or Missiles Win Wars?
.,[],Will Aircraft or Missiles Win Wars?
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Will Aircraft or Missiles Win Wars?
hunter-killer,[],Will Aircraft or Missiles Win Wars?
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",Will Aircraft or Missiles Win Wars?
protection,"['protective_cover', 'tribute', 'protection', 'shelter', 'security', 'aegis', 'trade_protection', 'auspices', 'protective_covering']",Will Aircraft or Missiles Win Wars?
feasible,"['workable', 'feasible', 'practicable', 'executable', 'viable']",Will Aircraft or Missiles Win Wars?
accuracy,"['truth', 'accuracy']",Will Aircraft or Missiles Win Wars?
necessity,"['essential', 'requirement', 'necessary', 'necessity', 'requisite']",Will Aircraft or Missiles Win Wars?
interest,"['concern', 'occupy', 'worry', 'involvement', 'sake', 'matter_to', 'interest_group', 'interest', 'stake', 'interestingness', 'pursuit', 'pastime']",Will Aircraft or Missiles Win Wars?
discrimination,"['favouritism', 'discrimination', 'favoritism', 'secernment']",Will Aircraft or Missiles Win Wars?
put,"['invest', 'pose', 'position', 'put_option', 'commit', 'cast', 'set', 'couch', 'redact', 'assign', 'frame', 'put', 'place', 'arrange', 'order', 'set_up', 'lay']",Will Aircraft or Missiles Win Wars?
few,['few'],Will Aircraft or Missiles Win Wars?
about,"['most', 'roughly', 'just_about', 'near', 'nearly', 'well-nigh', 'about', 'some', 'almost', 'around', 'or_so', 'nigh', 'more_or_less', 'virtually', 'close_to', 'astir', 'approximately']",Will Aircraft or Missiles Win Wars?
power,"['ability', 'office', 'power', 'world_power', 'tycoon', 'baron', 'king', 'business_leader', 'top_executive', 'might', 'exponent', 'superpower', 'great_power', 'force', 'mogul', 'major_power', 'powerfulness', 'index', 'mightiness', 'magnate', 'big_businessman']",Will Aircraft or Missiles Win Wars?
must,"['moldiness', 'mustiness', 'must']",Will Aircraft or Missiles Win Wars?
provided,"['offer', 'allow_for', 'leave', 'allow', 'cater', 'ply', 'put_up', 'bring_home_the_bacon', 'provide', 'furnish', 'render', 'supply']",Will Aircraft or Missiles Win Wars?
remains,"['stiff', 'clay', 'continue', 'cadaver', 'remains', 'remain', 'persist', 'rest', 'stay', 'stay_on', 'corpse']",Will Aircraft or Missiles Win Wars?
itself,[],Will Aircraft or Missiles Win Wars?
one-kiloton,[],Will Aircraft or Missiles Win Wars?
employing,"['utilise', 'apply', 'engage', 'use', 'utilize', 'hire', 'employ']",Will Aircraft or Missiles Win Wars?
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Will Aircraft or Missiles Win Wars?
specified,"['qualify', 'narrow_down', 'destine', 'fix', 'specified', 'narrow', 'stipulate', 'nail_down', 'limit', 'specialise', 'condition', 'delineate', 'pin_down', 'specify', 'define', 'assign', 'set_apart', 'particularise', 'delimit', 'delimitate', 'specialize', 'intend', 'peg_down', 'designate', 'determine', 'set', 'particularize']",Will Aircraft or Missiles Win Wars?
general,"['worldwide', 'cosmopolitan', 'superior_general', 'oecumenical', 'world-wide', 'general', 'universal', 'ecumenical', 'full_general']",Will Aircraft or Missiles Win Wars?
under,"['below', 'under', 'nether']",Will Aircraft or Missiles Win Wars?
discriminating,"['discriminate', 'knifelike', 'penetrating', 'know_apart', 'single_out', 'incisive', 'discriminating', 'penetrative', 'piercing', 'keen', 'acute', 'separate', 'sharp']",Will Aircraft or Missiles Win Wars?
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Will Aircraft or Missiles Win Wars?
delivered,"['fork_up', 'drive_home', 'surrender', 'extradite', 'deliver', 'bear', 'present', 'return', 'save', 'birth', 'fork_over', 'cede', 'redeem', 'have', 'turn_in', 'fork_out', 'hand_over', 'give_birth', 'rescue', 'pitch', 'deport', 'give_up', 'render']",Will Aircraft or Missiles Win Wars?
their,[],Will Aircraft or Missiles Win Wars?
if,[],Will Aircraft or Missiles Win Wars?
most,"['to_the_highest_degree', 'most', 'nearly', 'well-nigh', 'almost', 'nigh', 'virtually', 'near', 'about']",Will Aircraft or Missiles Win Wars?
cities,"['metropolis', 'city', 'urban_center']",Will Aircraft or Missiles Win Wars?
trains,"['educate', 'rail', 'railroad_train', 'school', 'wagon_train', 'cultivate', 'take', 'train', 'develop', 'gear', 'prepare', 'discipline', 'string', 'caravan', 'groom', 'trail', 'condition', 'power_train', 'civilise', 'direct', 'coach', 'geartrain', 'gearing', 'civilize', 'check', 'aim', 'take_aim']",Will Aircraft or Missiles Win Wars?
mutual,"['common', 'mutual', 'reciprocal']",Will Aircraft or Missiles Win Wars?
perfected,"['hone', 'perfect', 'perfected']",Will Aircraft or Missiles Win Wars?
would,[],Will Aircraft or Missiles Win Wars?
technology,"['engineering', 'engineering_science', 'applied_science', 'technology']",Will Aircraft or Missiles Win Wars?
surprise,"['surprise', 'surprisal', 'storm']",Will Aircraft or Missiles Win Wars?
hardest,"['operose', 'intemperately', 'strong', 'backbreaking', 'unvoiced', 'severely', 'laborious', 'surd', 'tough', 'hard', 'difficult', 'gruelling', 'toilsome', 'severe', 'grueling', 'arduous', 'heavily', 'knockout', 'intemperate', 'firmly', 'concentrated', 'voiceless', 'heavy', 'punishing']",Will Aircraft or Missiles Win Wars?
before,"['ahead', 'in_front', 'before', 'earlier']",Will Aircraft or Missiles Win Wars?
wait,"['hold', 'hold_off', 'waitress', 'wait', 'waiting', 'delay', 'expect', 'time_lag', 'await', 'hold_back', 'look', 'postponement']",Will Aircraft or Missiles Win Wars?
devastation,"['destruction', 'desolation', 'devastation', 'ravaging']",Will Aircraft or Missiles Win Wars?
addition,"['plus', 'accession', 'summation', 'add-on', 'addition', 'increase', 'gain', 'improver']",Will Aircraft or Missiles Win Wars?
Russians,['Russian'],Will Aircraft or Missiles Win Wars?
"3,000-foot",[],Will Aircraft or Missiles Win Wars?
Aircraft,['aircraft'],Will Aircraft or Missiles Win Wars?
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",Will Aircraft or Missiles Win Wars?
apparent,"['plain', 'unmistakable', 'manifest', 'apparent', 'ostensible', 'seeming', 'evident', 'patent']",Will Aircraft or Missiles Win Wars?
accurately,['accurately'],Will Aircraft or Missiles Win Wars?
ways,"['means', 'room', 'mode', 'style', 'slipway', 'fashion', 'way_of_life', 'shipway', 'ways', 'manner', 'agency', 'path', 'elbow_room', 'way', 'direction']",Will Aircraft or Missiles Win Wars?
What,[],Will Aircraft or Missiles Win Wars?
complete,"['make_out', 'thoroughgoing', 'unadulterated', 'concluded', 'discharge', 'accomplished', 'stark', 'finish', 'pure', 'over', 'all_over', 'utter', 'gross', 'staring', 'terminated', 'sodding', 'double-dyed', 'dispatch', 'consummate', 'complete', 'perfect', 'ended', 'arrant', 'fill_out', 'fill_in', 'nail', 'everlasting']",Will Aircraft or Missiles Win Wars?
for,[],Will Aircraft or Missiles Win Wars?
country,"['body_politic', 'state', 'land', 'rural_area', 'nation', 'area', 'country', 'commonwealth', 'res_publica']",Will Aircraft or Missiles Win Wars?
detect,"['discover', 'notice', 'find', 'observe', 'detect']",Will Aircraft or Missiles Win Wars?
extreme,"['utmost', 'extreme_point', 'extremum', 'extreme', 'uttermost']",Will Aircraft or Missiles Win Wars?
rail-mobile,[],Will Aircraft or Missiles Win Wars?
enormous,"['tremendous', 'enormous']",Will Aircraft or Missiles Win Wars?
rocket,"['garden_rocket', 'rocket_salad', 'Eruca_vesicaria_sativa', 'rocket', 'projectile', 'arugula', 'rocket_engine', 'skyrocket', 'roquette', 'Eruca_sativa']",Will Aircraft or Missiles Win Wars?
seldom,"['seldom', 'rarely']",Will Aircraft or Missiles Win Wars?
given,"['apply', 'precondition', 'give_way', 'gift', 'give', 'grant', 'generate', 'contribute', 'kick_in', 'establish', 'make', 'presumption', 'collapse', 'present', 'founder', 'tending', 'return', 'chip_in', 'minded', 'throw', 'disposed', 'consecrate', 'reach', 'open', 'ease_up', 'yield', 'apt', 'have', 'leave', 'commit', 'pay', 'fall_in', 'afford', 'cave_in', 'dedicate', 'pass_on', 'hold', 'impart', 'hand', 'turn_over', 'move_over', 'given', 'devote', 'pass', 'break', 'feed', 'granted', 'sacrifice', 'render']",Will Aircraft or Missiles Win Wars?
supersonic,"['ultrasonic', 'supersonic']",Will Aircraft or Missiles Win Wars?
missions,"['commission', 'military_mission', 'missionary_station', 'charge', 'missionary_post', 'foreign_mission', 'delegation', 'delegacy', 'mission', 'missionary_work', 'deputation']",Will Aircraft or Missiles Win Wars?
heard,"['listen', 'get_a_line', 'take_heed', 'see', 'get_word', 'try', 'heard', 'get_wind', 'learn', 'find_out', 'discover', 'hear', 'pick_up']",Will Aircraft or Missiles Win Wars?
hit,"['score', 'remove', 'smash', 'attain', 'slay', 'gain', 'hitting', 'make', 'run_into', 'rack_up', 'arrive_at', 'shoot', 'murder', 'collide_with', 'smasher', 'reach', 'bump_off', 'stumble', 'dispatch', 'strike', 'bang', 'polish_off', 'tally', 'off', 'collision', 'impinge_on', 'hit', 'come_to', 'pip', 'striking']",Will Aircraft or Missiles Win Wars?
victim's,[],Will Aircraft or Missiles Win Wars?
Large,"['big', 'prominent', 'large', 'expectant', 'great', 'boastfully', 'bombastic', 'orotund', 'gravid', 'with_child', 'vauntingly', 'enceinte', 'turgid', 'tumid', 'declamatory', 'heavy', 'magnanimous']",Will Aircraft or Missiles Win Wars?
bomb-proof,[],Will Aircraft or Missiles Win Wars?
those,[],Will Aircraft or Missiles Win Wars?
United,"['link', 'merge', 'united', 'join', 'unify', 'combine', 'joined', 'connect', 'unite', 'link_up']",Will Aircraft or Missiles Win Wars?
provides,"['offer', 'allow_for', 'leave', 'allow', 'cater', 'ply', 'put_up', 'bring_home_the_bacon', 'provide', 'furnish', 'render', 'supply']",Will Aircraft or Missiles Win Wars?
10,"['ten', 'tenner', '10', 'x', 'decade', 'X']",Will Aircraft or Missiles Win Wars?
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Will Aircraft or Missiles Win Wars?
Titan,"['colossus', 'heavyweight', 'titan', 'behemoth', 'Titan', 'giant']",Will Aircraft or Missiles Win Wars?
dark,"['nighttime', 'morose', 'drear', 'dreary', 'wickedness', 'dark', 'benighted', 'gloomy', 'sinister', 'dark-skinned', 'non-white', 'dingy', 'glum', 'grim', 'night', 'disconsolate', 'iniquity', 'obscure', 'darkness', 'drab', 'sorry', 'coloured', 'dour', 'glowering', 'shadow', 'black', 'sullen', 'saturnine', 'colored', 'moody', 'sour', 'dismal', 'blue']",Will Aircraft or Missiles Win Wars?
multimegaton,[],Will Aircraft or Missiles Win Wars?
realize,"['substantiate', 'actualize', 'pull_in', 'clear', 'make', 'bring_in', 'agnize', 'see', 'earn', 'understand', 'recognise', 'recognize', 'realize', 'realise', 'gain', 'agnise', 'take_in', 'actualise']",Will Aircraft or Missiles Win Wars?
devastated,"['ravage', 'devastate', 'lay_waste_to', 'desolate', 'waste', 'scourge']",Will Aircraft or Missiles Win Wars?
make,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'shuffling', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'shuffle', 'pee', 'get_to', 'lay_down', 'hit', 'brand', 'constitute', 'crap', 'take_in']",Will Aircraft or Missiles Win Wars?
aircraft,['aircraft'],Will Aircraft or Missiles Win Wars?
great,"['big', 'expectant', 'large', 'corking', 'nifty', 'enceinte', 'smashing', 'great', 'dandy', 'not_bad', 'outstanding', 'keen', 'neat', 'swell', 'capital', 'bang-up', 'bully', 'groovy', 'with_child', 'peachy', 'gravid', 'slap-up', 'cracking', 'majuscule', 'heavy']",Will Aircraft or Missiles Win Wars?
With,[],Will Aircraft or Missiles Win Wars?
self-protection,"['self-defence', 'self-defense', 'self-protection']",Will Aircraft or Missiles Win Wars?
example,"['object_lesson', 'example', 'representative', 'exemplar', 'model', 'case', 'exercise', 'deterrent_example', 'illustration', 'instance', 'lesson', 'good_example']",Will Aircraft or Missiles Win Wars?
hears,"['listen', 'get_a_line', 'take_heed', 'see', 'get_word', 'try', 'get_wind', 'learn', 'find_out', 'discover', 'hear', 'pick_up']",Will Aircraft or Missiles Win Wars?
operate,"['maneuver', 'operate_on', 'work', 'run', 'engage', 'go', 'mesh', 'operate', 'manoeuvre', 'function', 'manoeuver', 'lock', 'control']",Will Aircraft or Missiles Win Wars?
'',[],Will Aircraft or Missiles Win Wars?
missile's,[],Will Aircraft or Missiles Win Wars?
tell,"['Tell', 'say', 'assure', 'enjoin', 'distinguish', 'separate', 'secern', 'state', 'evidence', 'William_Tell', 'tell', 'order', 'recount', 'tell_apart', 'recite', 'severalise', 'severalize', 'narrate', 'differentiate', 'secernate']",Will Aircraft or Missiles Win Wars?
job,"['problem', 'business', 'line', 'subcontract', 'farm_out', 'speculate', 'line_of_work', 'Book_of_Job', 'caper', 'chore', 'job', 'occupation', 'Job', 'task']",Will Aircraft or Missiles Win Wars?
missile,"['missile', 'projectile']",Will Aircraft or Missiles Win Wars?
rise,"['rear', 'jump', 'climb_up', 'prove', 'hike', 'heighten', 'acclivity', 'ascent', 'move_up', 'rising', 'rising_slope', 'originate', 'develop', 'go_up', 'ascending', 'procession', 'lift', 'get_up', 'boost', 'cost_increase', 'mount', 'upgrade', 'stand_up', 'salary_increase', 'ascension', 'uprise', 'advance', 'wax', 'rise', 'rebel', 'emanation', 'raise', 'spring_up', 'rise_up', 'turn_out', 'arise', 'resurrect', 'climb', 'wage_hike', 'grow', 'wage_increase', 'surface', 'ascend', 'come_up']",Will Aircraft or Missiles Win Wars?
