w,vector_semantico
Party,"['company', 'political_party', 'party']",Toward a Concept of National Responsibility
at,"['astatine', 'atomic_number_85', 'at', 'At']",Toward a Concept of National Responsibility
English,"['side', 'English_language', 'English', 'English_people']",Toward a Concept of National Responsibility
limits,"['demarcation', 'confine', 'fix', 'terminus_ad_quem', 'point_of_accumulation', 'circumscribe', 'limitation', 'limit', 'restrict', 'boundary', 'trammel', 'terminal_point', 'specify', 'demarcation_line', 'define', 'bound', 'throttle', 'restrain', 'determine', 'limit_point', 'set']",Toward a Concept of National Responsibility
loyalties,"['trueness', 'dedication', 'commitment', 'loyalty', 'allegiance']",Toward a Concept of National Responsibility
In,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Toward a Concept of National Responsibility
always,"['ever', 'always', 'incessantly', 'perpetually', ""e'er"", 'forever', 'invariably', 'constantly']",Toward a Concept of National Responsibility
be,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'beryllium', 'Be', 'comprise', 'live', 'constitute', 'equal', 'glucinium', 'personify', 'atomic_number_4']",Toward a Concept of National Responsibility
political,['political'],Toward a Concept of National Responsibility
socal,[],Toward a Concept of National Responsibility
him,[],Toward a Concept of National Responsibility
particularly,"['specially', 'peculiarly', 'particularly', 'in_particular', 'especially']",Toward a Concept of National Responsibility
which,[],Toward a Concept of National Responsibility
confusion,"['confusedness', 'mental_confusion', 'muddiness', 'confusion', 'disarray', 'mix-up', 'discombobulation']",Toward a Concept of National Responsibility
maximum,"['utmost', 'upper_limit', 'uttermost', 'maximal', 'maximum', 'level_best']",Toward a Concept of National Responsibility
because,[],Toward a Concept of National Responsibility
law,"['police_force', 'practice_of_law', 'police', 'natural_law', 'constabulary', 'jurisprudence', 'legal_philosophy', 'law_of_nature', 'law']",Toward a Concept of National Responsibility
control,"['hold_in', 'moderate', 'master', 'assure', 'mastery', 'keep_in_line', 'ascendance', 'operate', 'dominance', 'see_to_it', 'insure', 'restraint', 'command', 'control_condition', 'controller', 'contain', 'verify', 'ascendency', 'manipulate', 'control', 'ascendancy', 'ensure', 'curb', 'hold', 'ascendence', 'see', 'ascertain', 'check']",Toward a Concept of National Responsibility
),[],Toward a Concept of National Responsibility
since,[],Toward a Concept of National Responsibility
paid,"['pay_up', 'paid', 'pay_off', 'yield', 'nonrecreational', 'make_up', 'bear', 'pay', 'ante_up', 'devote', 'give', 'compensate', 'paying', 'gainful']",Toward a Concept of National Responsibility
sort,"['screen_out', 'sort', 'sorting', 'separate', 'form', 'variety', 'screen', 'classify', 'assort', 'sort_out', 'class', 'sieve', 'kind']",Toward a Concept of National Responsibility
form,"['mould', 'conformation', 'manakin', 'configuration', 'strain', 'spring', 'take_shape', 'flesh', 'mold', 'kind', 'make', 'forge', 'anatomy', 'material_body', 'mannikin', 'descriptor', 'variant', 'organise', 'signifier', 'shape', 'frame', 'word_form', 'manikin', 'human_body', 'bod', 'build', 'cast', 'pattern', 'course', 'figure', 'soma', 'contour', 'sort', 'work', 'physical_body', 'phase', 'physique', 'form', 'organize', 'take_form', 'chassis', 'variety', 'var.', 'constitute', 'imprint', 'class', 'mannequin', 'grade']",Toward a Concept of National Responsibility
However,"['withal', 'nonetheless', 'all_the_same', 'nevertheless', 'however', 'yet', 'even_so', 'still', 'notwithstanding']",Toward a Concept of National Responsibility
safe,"['prophylactic', 'dependable', 'safety', 'good', 'rubber', 'secure', 'condom', 'safe']",Toward a Concept of National Responsibility
fervors,"['fire', 'ardor', 'fervour', 'inflammation', 'fervor', 'excitement', 'fervency', 'fervidness', 'excitation', 'ardour']",Toward a Concept of National Responsibility
will,"['testament', 'volition', 'leave', 'will', 'bequeath']",Toward a Concept of National Responsibility
parochial,"['parochial', 'insular']",Toward a Concept of National Responsibility
but,"['but', 'simply', 'just', 'only', 'merely']",Toward a Concept of National Responsibility
characteristic,"['characteristic', 'feature', 'device_characteristic']",Toward a Concept of National Responsibility
groups,"['group', 'mathematical_group', 'chemical_group', 'aggroup', 'radical', 'grouping']",Toward a Concept of National Responsibility
external,"['outside', 'international', 'external', 'extraneous']",Toward a Concept of National Responsibility
come,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",Toward a Concept of National Responsibility
transformation,"['transmutation', 'shift', 'translation', 'transformation']",Toward a Concept of National Responsibility
powers,"['ability', 'office', 'power', 'world_power', 'tycoon', 'baron', 'king', 'business_leader', 'top_executive', 'might', 'exponent', 'superpower', 'great_power', 'force', 'mogul', 'major_power', 'powerfulness', 'index', 'mightiness', 'magnate', 'big_businessman']",Toward a Concept of National Responsibility
articulation,"['articulatio', 'articulation', 'join', 'juncture', 'voice', 'junction', 'joint']",Toward a Concept of National Responsibility
fascination,"['enchantment', 'fascination', 'enthrallment', 'captivation']",Toward a Concept of National Responsibility
third,"['one-third', 'third_base', 'third', 'tertiary', '3rd', 'thirdly', 'third_gear', 'tierce']",Toward a Concept of National Responsibility
conditions,"['precondition', 'qualify', 'conditions', 'term', 'train', 'stipulate', 'weather_condition', 'discipline', 'status', 'condition', 'shape', 'specify', 'weather', 'stipulation', 'consideration', 'experimental_condition', 'atmospheric_condition', 'circumstance', 'check']",Toward a Concept of National Responsibility
part,"['persona', 'office', 'percentage', 'section', 'portion', 'part', 'function', 'depart', 'split_up', 'start_out', 'share', 'separate', 'split', 'take_off', 'break_up', 'set_off', 'theatrical_role', 'component', 'start', 'role', 'set_out', 'component_part', 'divide', 'division', 'partly', 'disunite', 'region', 'piece', 'character', 'set_forth', 'contribution', 'partially', 'break', 'voice', 'parting', 'constituent']",Toward a Concept of National Responsibility
accumulating,"['cumulate', 'hoard', 'gather', 'roll_up', 'accumulate', 'amass', 'pile_up', 'conglomerate', 'compile', 'collect']",Toward a Concept of National Responsibility
complex,"['complex', 'coordination_compound', 'building_complex', 'composite']",Toward a Concept of National Responsibility
commands,"['require', 'command', 'dictation', 'overlook', 'statement', 'dominate', 'overtop', 'bidding', 'program_line', 'bid', 'control', 'mastery', 'instruction']",Toward a Concept of National Responsibility
navy,"['naval_forces', 'USN', 'US_Navy', 'navy_blue', 'dark_blue', 'navy', 'Navy', 'United_States_Navy']",Toward a Concept of National Responsibility
(,[],Toward a Concept of National Responsibility
idea,"['mind', 'thought', 'melodic_theme', 'musical_theme', 'estimation', 'theme', 'estimate', 'idea', 'approximation']",Toward a Concept of National Responsibility
perform,"['do', 'execute', 'perform']",Toward a Concept of National Responsibility
establish,"['plant', 'prove', 'give', 'establish', 'make', 'shew', 'instal', 'ground', 'found', 'base', 'show', 'demonstrate', 'launch', 'build', 'install', 'set_up', 'lay_down', 'institute', 'constitute']",Toward a Concept of National Responsibility
assert,"['avow', 'verify', 'asseverate', 'aver', 'put_forward', 'maintain', 'swear', 'affirm', 'swan', 'insist', 'assert']",Toward a Concept of National Responsibility
wants,"['require', 'desire', 'lack', 'wish', 'need', 'deprivation', 'wishing', 'want', 'privation', 'deficiency', 'neediness']",Toward a Concept of National Responsibility
By,"['by', 'past', 'aside', 'away']",Toward a Concept of National Responsibility
motivations,"['motivation', 'motivating', 'need', 'motive']",Toward a Concept of National Responsibility
dynamic,"['active', 'moral_force', 'dynamic', 'dynamical']",Toward a Concept of National Responsibility
seminal,"['seminal', 'germinal', 'originative']",Toward a Concept of National Responsibility
peoples,"['multitude', 'peoples', 'hoi_polloi', 'mass', 'citizenry', 'the_great_unwashed', 'masses', 'people']",Toward a Concept of National Responsibility
legal,"['legal', 'effectual', 'sound']",Toward a Concept of National Responsibility
Pax,"['kiss_of_peace', 'pax']",Toward a Concept of National Responsibility
relief,"['rest_period', 'ministration', 'respite', 'alleviation', 'stand-in', 'reliever', 'assuagement', 'ease', 'succor', 'backup_man', 'relief', 'embossment', 'rilievo', 'moderation', 'sculptural_relief', 'relievo', 'backup', 'rest', 'succour', 'substitute', 'fill-in', 'easing', 'easement']",Toward a Concept of National Responsibility
epitomizes,"['epitomise', 'typify', 'epitomize']",Toward a Concept of National Responsibility
internal,"['intragroup', 'home', 'inner', 'internal', 'intimate', 'interior', 'national']",Toward a Concept of National Responsibility
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",Toward a Concept of National Responsibility
sovereigns,"['crowned_head', 'monarch', 'sovereign']",Toward a Concept of National Responsibility
contours,"['contour', 'contour_line', 'conformation', 'form', 'configuration', 'shape']",Toward a Concept of National Responsibility
planet,"['satellite', 'major_planet', 'planet']",Toward a Concept of National Responsibility
owed,['owe'],Toward a Concept of National Responsibility
International,"['outside', 'international', 'International', 'external']",Toward a Concept of National Responsibility
Recognizing,"['tell_apart', 'make_out', 'acknowledge', 'agnize', 'accredit', 'greet', 'discern', 'recognise', 'know', 'recognize', 'realize', 'realise', 'spot', 'distinguish', 'agnise', 'pick_out']",Toward a Concept of National Responsibility
together,"['together', 'in_concert', 'unitedly']",Toward a Concept of National Responsibility
defined,"['delimitate', 'delineate', 'defined', 'specify', 'limit', 'fix', 'outlined', 'define', 'determine', 'set', 'delimit']",Toward a Concept of National Responsibility
included,"['let_in', 'admit', 'included', 'include']",Toward a Concept of National Responsibility
nation,"['body_politic', 'state', 'Carry_Nation', 'land', 'nation', 'Nation', 'country', 'Carry_Amelia_Moore_Nation', 'commonwealth', 'res_publica']",Toward a Concept of National Responsibility
nineteenth-century,[],Toward a Concept of National Responsibility
world-wide,"['worldwide', 'cosmopolitan', 'planetary', 'world', 'oecumenical', 'world-wide', 'universal', 'general', 'global', 'ecumenical']",Toward a Concept of National Responsibility
spread,"['cattle_farm', 'facing_pages', 'spread_head', 'circularize', 'circulate', 'spread_out', 'spreadhead', 'circularise', 'outspread', 'feast', 'pass_around', 'bed_cover', 'gap', 'overspread', 'disperse', 'go_around', 'open', 'bedspread', 'fan_out', 'spreading', 'propagate', 'bed_covering', 'spread', 'cattle_ranch', 'counterpane', 'banquet', 'distribute', 'bedcover', 'unfold', 'diffuse', 'disseminate', 'paste', 'ranch', 'scatter', 'dispersed', 'broadcast']",Toward a Concept of National Responsibility
liberty,"['impropriety', 'shore_leave', 'familiarity', 'indecorum', 'liberty', 'autonomy']",Toward a Concept of National Responsibility
.,[],Toward a Concept of National Responsibility
above,"['higher_up', 'to_a_higher_place', 'in_a_higher_place', 'supra', 'above']",Toward a Concept of National Responsibility
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Toward a Concept of National Responsibility
tenable,"['tenable', 'well-founded']",Toward a Concept of National Responsibility
supranationalism,[],Toward a Concept of National Responsibility
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",Toward a Concept of National Responsibility
Revolution,"['rotation', 'gyration', 'revolution']",Toward a Concept of National Responsibility
cultural,"['ethnical', 'ethnic', 'cultural']",Toward a Concept of National Responsibility
truism,['truism'],Toward a Concept of National Responsibility
non-Western,[],Toward a Concept of National Responsibility
describe,"['trace', 'line', 'key_out', 'key', 'name', 'depict', 'report', 'draw', 'describe', 'identify', 'delineate', 'discover', 'distinguish', 'account']",Toward a Concept of National Responsibility
friendly,"['friendly', 'favorable', 'well-disposed']",Toward a Concept of National Responsibility
establishment,"['validation', 'constitution', 'institution', 'formation', 'organization', 'organisation', 'governing_body', 'ecesis', 'governance', 'establishment', 'administration', 'brass']",Toward a Concept of National Responsibility
power,"['ability', 'office', 'power', 'world_power', 'tycoon', 'baron', 'king', 'business_leader', 'top_executive', 'might', 'exponent', 'superpower', 'great_power', 'force', 'mogul', 'major_power', 'powerfulness', 'index', 'mightiness', 'magnate', 'big_businessman']",Toward a Concept of National Responsibility
fact,['fact'],Toward a Concept of National Responsibility
itself,[],Toward a Concept of National Responsibility
capacity,"['capacitance', 'content', 'capability', 'capacity', 'electrical_capacity', 'mental_ability']",Toward a Concept of National Responsibility
National,"['home', 'subject', 'internal', 'interior', 'national']",Toward a Concept of National Responsibility
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Toward a Concept of National Responsibility
influence,"['work', 'tempt', 'regulate', 'act_upon', 'charm', 'influence', 'determine', 'shape', 'mold']",Toward a Concept of National Responsibility
usefulness,"['utility', 'usefulness']",Toward a Concept of National Responsibility
general,"['worldwide', 'cosmopolitan', 'superior_general', 'oecumenical', 'world-wide', 'general', 'universal', 'ecumenical', 'full_general']",Toward a Concept of National Responsibility
under,"['below', 'under', 'nether']",Toward a Concept of National Responsibility
income,['income'],Toward a Concept of National Responsibility
between,"['betwixt', ""'tween"", 'between']",Toward a Concept of National Responsibility
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Toward a Concept of National Responsibility
their,[],Toward a Concept of National Responsibility
split,"['burst', 'stock_split', 'tear', 'part', 'snag', 'split_up', 'separate', 'rive', 'split', 'break_up', 'rip', 'break_open', 'carve_up', 'fragmented', 'divide', 'disunited', 'rent', 'schism', 'dissever', 'disconnected', 'break', 'cleave', 'Split']",Toward a Concept of National Responsibility
most,"['to_the_highest_degree', 'most', 'nearly', 'well-nigh', 'almost', 'nigh', 'virtually', 'near', 'about']",Toward a Concept of National Responsibility
benefited,"['benefit', 'gain', 'profit', 'do_good']",Toward a Concept of National Responsibility
borders,"['frame_in', 'march', 'skirt', 'butt_on', 'environ', 'boundary_line', 'margin', 'butt', 'delimitation', 'molding', 'edge', 'frame', 'mete', 'ring', 'perimeter', 'border', 'bound', 'abut', 'borderline', 'surround', 'adjoin', 'butt_against', 'moulding']",Toward a Concept of National Responsibility
would,[],Toward a Concept of National Responsibility
content,"['mental_object', 'content', 'subject_matter', 'cognitive_content', 'capacity', 'substance', 'subject', 'contentedness', 'message', 'depicted_object', 'contented']",Toward a Concept of National Responsibility
relations,"['congress', 'relation_back', 'intercourse', 'copulation', 'sex_act', 'sexual_congress', 'relations', 'sexual_relation', 'dealings', 'carnal_knowledge', 'relative', 'coition', 'sexual_intercourse', 'coitus', 'recounting', 'relation', 'telling']",Toward a Concept of National Responsibility
application,"['diligence', 'application', 'applications_programme', 'coating', 'application_program', 'covering', 'lotion', 'practical_application']",Toward a Concept of National Responsibility
territorial,"['territorial', 'territorial_reserve']",Toward a Concept of National Responsibility
High-level,"['high-level', 'upper-level', 'high-altitude', 'high-ranking']",Toward a Concept of National Responsibility
before,"['ahead', 'in_front', 'before', 'earlier']",Toward a Concept of National Responsibility
cure,"['heal', 'therapeutic', 'bring_around', 'remedy', 'cure', 'curative']",Toward a Concept of National Responsibility
Social,"['social', 'sociable', 'mixer', 'societal']",Toward a Concept of National Responsibility
suggestions,"['proposition', 'trace', 'hint', 'prompting', 'hypnotism', 'mesmerism', 'proffer', 'suggestion']",Toward a Concept of National Responsibility
preferences,"['preference', 'druthers', 'penchant', 'orientation', 'taste', 'predilection']",Toward a Concept of National Responsibility
hypothesis,"['theory', 'surmisal', 'possibility', 'speculation', 'conjecture', 'hypothesis', 'guess', 'surmise', 'supposition']",Toward a Concept of National Responsibility
downfall,"['ruination', 'fall', 'precipitation', 'downfall', 'ruin']",Toward a Concept of National Responsibility
ideas,"['mind', 'thought', 'melodic_theme', 'musical_theme', 'estimation', 'theme', 'estimate', 'idea', 'approximation']",Toward a Concept of National Responsibility
nine,"['ennead', 'IX', 'ball_club', 'baseball_club', 'Nina_from_Carolina', '9', 'nine-spot', 'club', 'niner', 'nine', 'ix']",Toward a Concept of National Responsibility
Beyond,['beyond'],Toward a Concept of National Responsibility
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",Toward a Concept of National Responsibility
standardized,"['interchangeable', 'standardized', 'standardize', 'exchangeable', 'standardised', 'similar', 'standardise']",Toward a Concept of National Responsibility
cite,"['reference', 'quote', 'cite', 'adduce', 'abduce', 'mention', 'name', 'acknowledgment', 'citation', 'refer', 'bring_up', 'summon', 'advert', 'credit', 'quotation', 'summons']",Toward a Concept of National Responsibility
feature,"['characteristic', 'feature', 'have', 'sport', 'lineament', 'feature_of_speech', 'feature_film', 'feature_article', 'boast']",Toward a Concept of National Responsibility
noteworthy,"['noteworthy', 'notable', 'remarkable']",Toward a Concept of National Responsibility
unit,"['building_block', 'unit', 'whole', 'unit_of_measurement', 'social_unit']",Toward a Concept of National Responsibility
undergoing,['undergo'],Toward a Concept of National Responsibility
To,[],Toward a Concept of National Responsibility
disparate,['disparate'],Toward a Concept of National Responsibility
pattern,"['formula', 'approach_pattern', 'form', 'rule', 'design', 'blueprint', 'traffic_pattern', 'practice', 'pattern', 'radiation_diagram', 'model', 'radiation_pattern', 'shape', 'normal', 'figure', 'convention']",Toward a Concept of National Responsibility
for,[],Toward a Concept of National Responsibility
ruling,"['reigning', 'decree', 'dominate', 'rule', 'regnant', 'harness', 'prevail', 'find', 'rein', 'reign', 'ruling', 'govern', 'opinion', 'predominate']",Toward a Concept of National Responsibility
principles,"['principle', 'precept', 'rule', 'rationale']",Toward a Concept of National Responsibility
both,['both'],Toward a Concept of National Responsibility
enormous,"['tremendous', 'enormous']",Toward a Concept of National Responsibility
1930,[],Toward a Concept of National Responsibility
non-Soviet,[],Toward a Concept of National Responsibility
confines,"['confine', 'throttle', 'hold_in', 'hold', 'restrain', 'confines', 'limit', 'restrict', 'enclose', 'trammel', 'circumscribe', 'bound', 'detain']",Toward a Concept of National Responsibility
positive,"['confirming', 'positive_degree', 'plus', 'positivistic', 'incontrovertible', 'convinced', 'electropositive', 'confident', 'irrefutable', 'positive', 'positivist', 'cocksure', 'overconfident', 'prescribed', 'positively_charged']",Toward a Concept of National Responsibility
jobs,"['problem', 'business', 'line', 'subcontract', 'farm_out', 'speculate', 'line_of_work', 'Book_of_Job', 'caper', 'chore', 'job', 'occupation', 'Job', 'task']",Toward a Concept of National Responsibility
international,"['outside', 'international', 'International', 'external']",Toward a Concept of National Responsibility
outside,"['outdoor', 'external', 'extraneous', 'out-of-door', 'exterior', 'outdoors', 'out_of_doors', 'remote', 'international', 'outside', 'alfresco', 'away']",Toward a Concept of National Responsibility
those,[],Toward a Concept of National Responsibility
equality,"['equivalence', 'par', 'equation', 'equality']",Toward a Concept of National Responsibility
strongly,"['strongly', 'powerfully']",Toward a Concept of National Responsibility
United,"['link', 'merge', 'united', 'join', 'unify', 'combine', 'joined', 'connect', 'unite', 'link_up']",Toward a Concept of National Responsibility
manner,"['mode', 'style', 'fashion', 'personal_manner', 'manner', 'way']",Toward a Concept of National Responsibility
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Toward a Concept of National Responsibility
guiding,"['steer', 'manoeuvre', 'channelize', 'take', 'head', 'guiding', 'conduct', 'point', 'manoeuver', 'guide_on', 'draw', 'guide', 'maneuver', 'run', 'direct', 'directive', 'channelise', 'directional', 'directing', 'pass', 'lead']",Toward a Concept of National Responsibility
seas,"['ocean', 'sea']",Toward a Concept of National Responsibility
marked,"['label', 'score', 'commemorate', 'scar', 'cross_off', 'strike_off', 'denounce', 'mark', 'pock', 'marked', 'distinguish', 'tick_off', 'mark_off', 'check', 'note', 'stigmatize', 'pit', 'check_off', 'cross_out', 'strike_out', 'tag', 'stigmatise', 'differentiate', 'pronounced', 'punctuate', 'notice', 'brand', 'nock', 'set', 'tick', 'grade']",Toward a Concept of National Responsibility
make,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'shuffling', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'shuffle', 'pee', 'get_to', 'lay_down', 'hit', 'brand', 'constitute', 'crap', 'take_in']",Toward a Concept of National Responsibility
Maine,"['Maine', 'ME', 'Pine_Tree_State']",Toward a Concept of National Responsibility
precisely,"['exactly', 'on_the_dot', 'precisely', 'just', 'on_the_nose', 'on_the_button', 'incisively']",Toward a Concept of National Responsibility
example,"['object_lesson', 'example', 'representative', 'exemplar', 'model', 'case', 'exercise', 'deterrent_example', 'illustration', 'instance', 'lesson', 'good_example']",Toward a Concept of National Responsibility
operate,"['maneuver', 'operate_on', 'work', 'run', 'engage', 'go', 'mesh', 'operate', 'manoeuvre', 'function', 'manoeuver', 'lock', 'control']",Toward a Concept of National Responsibility
'',[],Toward a Concept of National Responsibility
feudalism,"['feudal_system', 'feudalism']",Toward a Concept of National Responsibility
democratic,"['Democratic', 'democratic', 'popular']",Toward a Concept of National Responsibility
become,"['get', 'go', 'become', 'turn', 'suit']",Toward a Concept of National Responsibility
independence,"['independency', 'independence', 'Independence']",Toward a Concept of National Responsibility
rise,"['rear', 'jump', 'climb_up', 'prove', 'hike', 'heighten', 'acclivity', 'ascent', 'move_up', 'rising', 'rising_slope', 'originate', 'develop', 'go_up', 'ascending', 'procession', 'lift', 'get_up', 'boost', 'cost_increase', 'mount', 'upgrade', 'stand_up', 'salary_increase', 'ascension', 'uprise', 'advance', 'wax', 'rise', 'rebel', 'emanation', 'raise', 'spring_up', 'rise_up', 'turn_out', 'arise', 'resurrect', 'climb', 'wage_hike', 'grow', 'wage_increase', 'surface', 'ascend', 'come_up']",Toward a Concept of National Responsibility
facets,"['facet', 'aspect']",Toward a Concept of National Responsibility
attention,"['attending', 'aid', 'attention', 'tending', 'care']",Toward a Concept of National Responsibility
have,"['experience', 'sustain', 'induce', 'possess', 'take', 'have_got', 'ingest', 'wealthy_person', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'rich_person', 'let', 'hold', 'take_in']",Toward a Concept of National Responsibility
increasing,"['increasing', 'increase']",Toward a Concept of National Responsibility
areas,"['orbit', 'domain', 'region', 'surface_area', 'sphere', 'expanse', 'area', 'country', 'arena', 'field']",Toward a Concept of National Responsibility
?,[],Toward a Concept of National Responsibility
facade,"['frontage', 'window_dressing', 'frontal', 'facade']",Toward a Concept of National Responsibility
society,"['bon_ton', 'companionship', 'gild', 'lodge', 'beau_monde', 'smart_set', 'high_society', 'company', 'fellowship', 'club', 'society', 'guild', 'order', 'social_club']",Toward a Concept of National Responsibility
having,"['experience', 'sustain', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",Toward a Concept of National Responsibility
eighteenth,"['18th', 'eighteenth']",Toward a Concept of National Responsibility
placed,"['pose', 'come_out', 'located', 'station', 'post', 'send', 'place', 'range', 'target', 'lay', 'point', 'identify', 'localise', 'order', 'rank', 'position', 'site', 'direct', 'commit', 'rate', 'locate', 'come_in', 'placed', 'situated', 'put', 'invest', 'localize', 'set', 'aim', 'grade']",Toward a Concept of National Responsibility
on,"['along', 'on']",Toward a Concept of National Responsibility
collective,"['corporate', 'collective']",Toward a Concept of National Responsibility
they,[],Toward a Concept of National Responsibility
unity,"['I', 'unity', '1', 'ace', 'single', 'oneness', 'integrity', 'wholeness', 'one']",Toward a Concept of National Responsibility
beyond,['beyond'],Toward a Concept of National Responsibility
proposal,"['proposition', 'marriage_offer', 'proposal', 'proposal_of_marriage', 'marriage_proposal']",Toward a Concept of National Responsibility
