w,vector_semantico
top,"['overstep', 'top', 'big_top', 'crest', 'tiptop', 'top_off', 'upper_side', 'tip', 'crown', 'height', 'cover', 'lead', 'pinnacle', 'superlative', 'acme', 'whirligig', 'pinch', 'top_out', 'top_side', 'circus_tent', 'go_past', 'summit', 'teetotum', 'transcend', 'top_of_the_inning', 'elevation', 'clear', 'pass', 'meridian', 'round_top', 'exceed', 'upside', 'peak', 'spinning_top']",Dirty Dig Inn
Swallow,"['swallow', 'bury', 'live_with', 'immerse', 'deglutition', 'accept', 'withdraw', 'eat_up', 'take_back', 'unsay', 'drink', 'get_down', 'swallow_up', 'sup']",Dirty Dig Inn
crocked,"['loaded', 'soaked', 'stiff', 'smashed', 'crocked', 'blind_drunk', 'wet', 'crock', 'pie-eyed', 'pissed', 'tight', 'sloshed', 'soused', 'pixilated', 'fuddled', 'besotted', 'sozzled', 'plastered', 'squiffy', 'cockeyed', 'slopped', 'blotto']",Dirty Dig Inn
would,[],Dirty Dig Inn
grinned,['grin'],Dirty Dig Inn
Claire,[],Dirty Dig Inn
wet,"['loaded', 'soaked', 'stiff', 'smashed', 'crocked', 'blind_drunk', 'wet', 'pie-eyed', 'pissed', 'tight', 'sloshed', 'soused', 'pixilated', 'lactating', 'fuddled', 'besotted', 'plastered', 'sozzled', 'moisture', 'squiffy', 'cockeyed', 'slopped', 'blotto']",Dirty Dig Inn
garlic,"['Allium_sativum', 'garlic', 'ail']",Dirty Dig Inn
talked,"['peach', 'blab_out', 'babble_out', 'let_the_cat_out_of_the_bag', 'tattle', 'lecture', 'verbalize', 'spill', 'mouth', 'sing', 'verbalise', 'utter', 'babble', 'blab', 'talk', 'speak', 'spill_the_beans']",Dirty Dig Inn
dig,"['jab', 'gibe', 'cut_into', 'savvy', 'prod', 'dig', 'moil', 'apprehend', 'excavate', 'excavation', 'grok', 'toil', 'shot', 'hollow', 'travail', 'drudge', 'slam', 'archeological_site', 'poke', 'grind', 'compass', 'labor', 'get_the_picture', 'shaft', 'comprehend', 'jibe', 'digging', 'fag', 'barb', 'dig_up', 'dig_out', 'grasp', 'delve', 'stab', 'labour', 'turn_over']",Dirty Dig Inn
And,[],Dirty Dig Inn
walked,"['walk', 'take_the_air']",Dirty Dig Inn
longer,"['farsighted', 'foresightful', 'recollective', 'yearner', 'tenacious', 'foresighted', 'prospicient', 'farseeing', 'retentive', 'thirster', 'long', 'longsighted', 'longer']",Dirty Dig Inn
I'd,[],Dirty Dig Inn
as,"['adenine', 'group_A', 'arsenic', 'AS', 'angstrom_unit', 'As', 'as', 'Eastern_Samoa', 'angstrom', 'every_bit', 'a', 'ampere', 'type_A', 'axerophthol', 'atomic_number_33', 'vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'equally', 'amp', 'American_Samoa', 'antiophthalmic_factor']",Dirty Dig Inn
type,"['case', 'character', 'typewrite', 'type', 'eccentric', 'typecast']",Dirty Dig Inn
non,"['not', 'non']",Dirty Dig Inn
you,[],Dirty Dig Inn
married,"['tie', 'matrimonial', 'get_hitched_with', 'wed', 'espouse', 'get_married', 'conjoin', 'married', 'marry', 'hook_up_with', 'marital', 'splice']",Dirty Dig Inn
When,[],Dirty Dig Inn
good,"['proficient', 'sound', 'respectable', 'well', 'salutary', 'full', 'serious', 'estimable', 'effective', 'in_effect', 'commodity', 'skilful', 'just', 'dear', 'practiced', 'good', 'adept', 'thoroughly', 'safe', 'trade_good', 'honest', 'near', 'goodness', 'skillful', 'right', 'unspoilt', 'expert', 'ripe', 'undecomposed', 'unspoiled', 'secure', 'in_force', 'soundly', 'honorable', 'upright', 'dependable', 'beneficial']",Dirty Dig Inn
de,"['Delaware', 'First_State', 'DE', 'Diamond_State']",Dirty Dig Inn
wager,"['play', 'wager', 'stakes', 'stake', 'bet']",Dirty Dig Inn
Tour,"['tour', 'tour_of_duty', 'spell', 'hitch', 'term_of_enlistment', 'go', 'duty_tour', 'circuit', 'enlistment', 'turn']",Dirty Dig Inn
Maybe,"['maybe', 'perhaps', 'mayhap', 'possibly', 'peradventure', 'perchance']",Dirty Dig Inn
dignity,"['dignity', 'self-worth', 'self-respect', 'gravitas', 'lordliness', 'self-regard']",Dirty Dig Inn
umbrella,['umbrella'],Dirty Dig Inn
Toward,[],Dirty Dig Inn
cup,"['transfuse', 'cup', 'cupful', 'loving_cup']",Dirty Dig Inn
instead,"['instead', 'alternatively', 'or_else', 'rather']",Dirty Dig Inn
bottle,"['nursing_bottle', 'feeding_bottle', 'bottleful', 'bottle']",Dirty Dig Inn
at,"['At', 'atomic_number_85', 'astatine', 'at']",Dirty Dig Inn
Farina,['farina'],Dirty Dig Inn
took,"['hire', 'use_up', 'get_hold_of', 'take_away', 'engage', 'read', 'look_at', 'postulate', 'take_in', 'pick_out', 'ask', 'aim', 'conduct', 'require', 'claim', 'consume', 'study', 'take_aim', 'film', 'convey', 'pack', 'adopt', 'call_for', 'subscribe', 'lead', 'contain', 'choose', 'select', 'occupy', 'consider', 'accept', 'withdraw', 'learn', 'train', 'exact', 'fill', 'subscribe_to', 'submit', 'demand', 'carry', 'ingest', 'make', 'rent', 'shoot', 'assume', 'remove', 'take_on', 'drive', 'necessitate', 'bring', 'charter', 'hold', 'direct', 'take_up', 'guide', 'involve', 'admit', 'deal', 'need', 'strike', 'lease', 'contract', 'get', 'take', 'have', 'acquire']",Dirty Dig Inn
turned,"['call_on', 'sour', 'change_by_reversal', 'wrench', 'plow', 'release', 'become', 'bend', 'flex', 'ferment', 'reverse', 'work', 'turn', 'off', 'move_around', 'turned', 'twist', 'change_state', 'plough', 'rick', 'deform', 'grow', 'wrick', 'sprain', 'turn_over']",Dirty Dig Inn
much,"['a_good_deal', 'often', 'a_lot', 'a_great_deal', 'very_much', 'much', 'lots', 'practically']",Dirty Dig Inn
aside,"['divagation', 'excursus', 'apart', 'by', 'parenthesis', 'away', 'aside', 'digression']",Dirty Dig Inn
if,[],Dirty Dig Inn
our,[],Dirty Dig Inn
understood,"['tacit', 'sympathise', 'understand', 'realize', 'empathize', 'translate', 'empathise', 'infer', 'read', 'sympathize', 'interpret', 'understood', 'silent', 'realise', 'see']",Dirty Dig Inn
imagine,"['envisage', 'suppose', 'think', 'opine', 'ideate', 'guess', 'conceive_of', 'imagine', 'reckon']",Dirty Dig Inn
together,"['together', 'unitedly', 'in_concert']",Dirty Dig Inn
the,[],Dirty Dig Inn
packed,"['packed', 'carry', 'wad', 'pile', 'tamp_down', 'bundle', 'jam', 'load_down', 'jam-packed', 'backpack', 'tamp', 'mob', 'compact', 'take', 'pack', 'jammed', 'throng']",Dirty Dig Inn
Thanks,"['give_thanks', 'thanks', 'thank']",Dirty Dig Inn
There,"['on_that_point', 'at_that_place', 'in_that_location', 'in_that_respect', 'there', 'thither']",Dirty Dig Inn
chuckle,"['chuckle', 'chortle', 'laugh_softly']",Dirty Dig Inn
eggs,"['egg', 'nut', 'testis', 'orchis', 'ballock', 'eggs', 'bollock', 'testicle', 'ball']",Dirty Dig Inn
reasons,"['argue', 'rationality', 'intellect', 'ground', 'reasonableness', 'grounds', 'conclude', 'reason_out', 'understanding', 'reason', 'cause']",Dirty Dig Inn
which,[],Dirty Dig Inn
smile,"['grin', 'smile', 'smiling', 'grinning']",Dirty Dig Inn
vital,"['full_of_life', 'critical', 'life-sustaining', 'lively', 'vital']",Dirty Dig Inn
drained,"['drain', 'run_out', 'enfeeble', 'debilitate', 'knackered', 'dead', 'drained']",Dirty Dig Inn
ears,"['ear', 'auricle', 'pinna', 'spike', 'capitulum']",Dirty Dig Inn
(,[],Dirty Dig Inn
women,"['charwoman', 'cleaning_woman', 'char', 'cleaning_lady', 'adult_female', 'womanhood', 'fair_sex', 'woman']",Dirty Dig Inn
sentence,"['condemnation', 'doom', 'sentence', 'time', 'prison_term', 'condemn', 'judgment_of_conviction', 'conviction']",Dirty Dig Inn
sun,"['Dominicus', 'sun', 'sunshine', 'sunlight', ""Lord's_Day"", 'sunbathe', 'Sunday', 'insolate', 'solarise', 'Sun', 'solarize']",Dirty Dig Inn
sure,"['sure_enough', 'for_sure', 'indisputable', 'surely', 'sure', 'trusted', 'certainly', 'for_certain', 'certain', 'sure_as_shooting']",Dirty Dig Inn
thinking,"['thinking', 'cerebrate', 'cogitate', 'mean', 'guess', 'remember', 'reckon', 'retrieve', 'cerebration', 'consider', 'recall', 'call_back', 'think', 'recollect', 'intend', 'suppose', 'thought', 'intelligent', 'thought_process', 'imagine', 'reasoning', 'conceive', 'intellection', 'opine', 'call_up', 'believe', 'mentation']",Dirty Dig Inn
slept,"['sleep', 'kip', ""log_Z's"", 'slumber', ""catch_some_Z's""]",Dirty Dig Inn
shocked,"['scandalize', 'blow_out_of_the_water', 'aghast', 'appalled', 'offend', 'traumatise', 'shocked', 'shock', 'outrage', 'floor', 'traumatize', 'scandalise', 'dismayed', 'ball_over', 'appall', 'appal', 'take_aback']",Dirty Dig Inn
topcoat,"['topcoat', 'overcoat', 'greatcoat']",Dirty Dig Inn
caresses,"['fondle', 'caress']",Dirty Dig Inn
wisdom,"['soundness', 'Wisdom_of_Solomon', 'Wisdom', 'wisdom', 'sapience', 'wiseness']",Dirty Dig Inn
magnum,['magnum'],Dirty Dig Inn
are,"['personify', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'are', 'ar', 'represent', 'comprise']",Dirty Dig Inn
feed,"['bung', 'tip', 'flow', 'give', 'feed_in', 'feast', 'fee', 'fertilize', 'fertilise', 'course', 'run', 'feed', 'provender', 'eat', 'prey']",Dirty Dig Inn
sex,"['sexual_activity', 'wind_up', 'excite', 'arouse', 'turn_on', 'sexual_practice', 'sexuality', 'sex_activity', 'sexual_urge', 'sex', 'gender']",Dirty Dig Inn
happier,"['happy', 'felicitous', 'glad', 'well-chosen']",Dirty Dig Inn
unuttered,"['unexpressed', 'unvoiced', 'unsaid', 'unverbalized', 'unstated', 'unuttered', 'unspoken', 'unverbalised']",Dirty Dig Inn
It,"['IT', 'information_technology']",Dirty Dig Inn
fixed,"['situate', 'posit', 'pay_off', 'sterilize', 'furbish_up', 'mend', 'determine', 'prepare', 'restore', 'repair', 'specify', 'set', 'unsex', 'sterilise', 'fixed', 'ready', 'fixate', 'bushel', 'touch_on', 'cook', 'make', 'limit', 'desex', 'fix', 'doctor', 'pay_back', 'fasten', 'gear_up', 'rigid', 'define', 'secure', 'deposit', 'set_up', 'get', 'frozen', 'desexualize', 'desexualise']",Dirty Dig Inn
fog,"['haze', 'murkiness', 'befog', 'fog', 'fogginess', 'haze_over', 'cloud', 'obscure', 'murk', 'daze', 'becloud', 'obnubilate', 'mist']",Dirty Dig Inn
concentrated,"['pore', 'centralize', 'hard', 'centre', 'boil_down', 'concentrated', 'contract', 'digest', 'decoct', 'reduce', 'concentrate', 'condense', 'focus', 'rivet', 'centralise', 'saturated', 'center']",Dirty Dig Inn
remarked,"['note', 'point_out', 'mention', 'comment', 'remark', 'observe', 'notice']",Dirty Dig Inn
among,[],Dirty Dig Inn
sweeter,"['seraphic', 'honeyed', 'sweetened', 'sweet', 'odoriferous', 'odorous', 'mellisonant', 'mellifluous', 'angelic', 'unfermented', 'dulcet', 'angelical', 'gratifying', 'perfumed', 'cherubic', 'sweet-smelling', 'scented', 'fresh', 'sugared', 'sweet-flavored', 'sweet-scented']",Dirty Dig Inn
second,"['instant', 'endorsement', 'bit', 's', 'sec', 'secondment', '2nd', 'secondly', 'minute', 'indorsement', 'second', 'endorse', 'back', 'indorse', 'irregular', 'mo', 'second_gear', 'second_base', 'arcsecond', 'moment', '2d']",Dirty Dig Inn
young,"['Thomas_Young', 'immature', 'vernal', 'new', 'young', 'Young', 'Lester_Willis_Young', 'Whitney_Young', 'Pres_Young', 'Danton_True_Young', 'Whitney_Moore_Young_Jr.', 'Cy_Young', 'offspring', 'untested', 'unseasoned', 'Edward_Young', 'youthful', 'untried', 'Brigham_Young', 'Loretta_Young', 'youth']",Dirty Dig Inn
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']",Dirty Dig Inn
mirror,['mirror'],Dirty Dig Inn
any,"['any', 'whatsoever', 'whatever']",Dirty Dig Inn
before,"['ahead', 'before', 'in_front', 'earlier']",Dirty Dig Inn
somewhere,"['someplace', 'somewhere']",Dirty Dig Inn
soberly,"['gravely', 'staidly', 'soberly']",Dirty Dig Inn
today,"['today', 'nowadays', 'now']",Dirty Dig Inn
didn't,[],Dirty Dig Inn
off,"['murder', 'sour', 'dispatch', 'bump_off', 'off', 'slay', 'polish_off', 'remove', 'cancelled', 'turned', 'away', 'hit', 'forth']",Dirty Dig Inn
help,"['facilitate', 'helper', 'aid', 'service', 'help', 'assist', 'assistance', 'assistant', 'serve', 'help_oneself', 'supporter', 'avail']",Dirty Dig Inn
:,[],Dirty Dig Inn
You,[],Dirty Dig Inn
Cancer,"['cancer', 'Crab', 'Cancer_the_Crab', 'malignant_neoplastic_disease', 'genus_Cancer', 'Cancer']",Dirty Dig Inn
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']",Dirty Dig Inn
without,[],Dirty Dig Inn
gave,"['pay', 'dedicate', 'impart', 'ease_up', 'fall_in', 'founder', 'devote', 'return', 'open', 'hold', 'feed', 'give', 'present', 'give_way', 'throw', 'cave_in', 'commit', 'consecrate', 'make', 'generate', 'yield', 'collapse', 'apply', 'grant', 'establish', 'gift', 'break', 'sacrifice', 'afford', 'kick_in', 'hand', 'reach', 'pass_on', 'chip_in', 'pass', 'contribute', 'move_over', 'leave', 'have', 'render', 'turn_over']",Dirty Dig Inn
Is,"['equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'personify', 'represent', 'comprise']",Dirty Dig Inn
He,"['helium', 'He', 'atomic_number_2', 'he']",Dirty Dig Inn
got,"['bring_forth', 'pose', 'pay_off', 'receive', 'amaze', 'incur', 'sire', 'baffle', ""get_under_one's_skin"", 'scram', 'beat', 'catch', 'perplex', 'nonplus', 'aim', 'induce', 'get_down', 'stick', 'set_about', 'convey', 'become', 'mother', 'mystify', 'bugger_off', 'let', 'buzz_off', 'vex', 'sustain', 'stimulate', 'go', 'capture', 'develop', 'obtain', 'set_out', 'engender', 'father', 'stupefy', 'make', 'bewilder', 'generate', 'start', 'dumbfound', 'take', 'begin', 'puzzle', 'find', 'fix', 'flummox', 'pay_back', 'fetch', 'drive', 'cause', 'bring', 'gravel', 'suffer', 'come', 'beget', 'start_out', 'commence', 'arrive', 'contract', 'get', 'draw', 'grow', 'fuck_off', 'arrest', 'experience', 'have', 'acquire', 'produce']",Dirty Dig Inn
other,"['other', 'early', 'former']",Dirty Dig Inn
turning,"['call_on', 'sour', 'change_by_reversal', 'wrench', 'plow', 'release', 'become', 'bend', 'flex', 'ferment', 'reverse', 'work', 'turn', 'move_around', 'twist', 'change_state', 'plough', 'turning', 'rick', 'deform', 'grow', 'wrick', 'sprain', 'turn_over']",Dirty Dig Inn
glamorous,"['glamourous', 'glamorous']",Dirty Dig Inn
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']",Dirty Dig Inn
Orly,['Orly'],Dirty Dig Inn
Hun,"['Kraut', 'Krauthead', 'Boche', 'Jerry', 'Hun']",Dirty Dig Inn
Arc,"['spark', 'electric_discharge', 'bow', 'arc', 'electric_arc', 'discharge', 'curve', 'arch']",Dirty Dig Inn
rather,"['kind_of', 'instead', 'rather', 'sort_of', 'preferably', 'quite', 'kinda', 'sooner']",Dirty Dig Inn
frozen,"['suspend', 'freeze_out', 'immobilise', 'rooted', 'freeze', 'immobilize', 'fixed', 'glacial', 'frigid', 'flash-frozen', 'quick-frozen', 'wintry', 'icy', 'stop_dead', 'freeze_down', 'block', 'stock-still', 'frosty', 'frozen']",Dirty Dig Inn
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",Dirty Dig Inn
hole,"['golf_hole', 'trap', 'pickle', 'yap', 'gob', 'hole_out', 'muddle', 'cakehole', 'hollow', 'mess', 'jam', 'kettle_of_fish', 'fix', 'maw', 'hole']",Dirty Dig Inn
circle,"['round', 'encircle', 'traffic_circle', 'R-2', 'rope', 'circuit', 'rophy', 'forget_me_drug', 'set', 'roofy', 'band', 'Mexican_valium', 'circle', 'circulate', 'roach', 'lot', 'lap', 'rotary', 'roundabout', 'dress_circle']",Dirty Dig Inn
business,"['stage_business', 'job', 'patronage', 'business_organisation', 'line_of_work', 'concern', 'business', 'business_concern', 'occupation', 'business_organization', 'business_sector', 'clientele', 'byplay', 'line', 'commercial_enterprise', 'business_enterprise']",Dirty Dig Inn
taste,"['sense_of_taste', 'taste', 'taste_perception', 'predilection', 'gustation', 'try', 'try_out', 'gustatory_sensation', 'savour', 'sample', 'gustatory_modality', 'mouthful', 'smack', 'penchant', 'perceptiveness', 'discernment', 'gustatory_perception', 'taste_sensation', 'savor', 'tasting', 'appreciation', 'preference']",Dirty Dig Inn
few,['few'],Dirty Dig Inn
laugh,"['jest', 'express_mirth', 'gag', 'laugh', 'laughter', 'express_joy', 'jape', 'joke']",Dirty Dig Inn
liked,"['wish', 'care', 'like', 'liked']",Dirty Dig Inn
value,"['prise', 'time_value', 'assess', 'respect', 'esteem', 'treasure', 'evaluate', 'note_value', 'appraise', 'appreciate', 'value', 'measure', 'economic_value', 'prize', 'valuate', 'rate']",Dirty Dig Inn
duds,"['threads', 'turkey', 'togs', 'bomb', 'flop', 'dud', 'washout', 'misfire', 'duds']",Dirty Dig Inn
everything,[],Dirty Dig Inn
slowly,"['slowly', 'easy', 'slow', 'lento', 'tardily']",Dirty Dig Inn
happened,"['materialize', 'pass_off', 'come_about', 'bump', 'pass', 'bechance', 'materialise', 'hap', 'take_place', 'go_on', 'encounter', 'find', 'chance', 'fall_out', 'befall', 'occur', 'happen']",Dirty Dig Inn
tourist,"['holidaymaker', 'tourer', 'tourist']",Dirty Dig Inn
because,[],Dirty Dig Inn
dim,"['bleak', 'slur', 'black', 'dumb', 'dense', 'obtuse', 'faint', 'dim', 'blind', 'wispy', 'dull', 'vague', 'dimmed', 'slow', 'subdued', 'blur', 'shadowy', 'dip']",Dirty Dig Inn
Non,"['not', 'non']",Dirty Dig Inn
We,[],Dirty Dig Inn
