w,vector_semantico
started,"['come_out', 'pop_out', 'get_going', 'set_about', 'take_up', 'originate', 'start_out', 'jump', 'set_off', 'get_down', 'startle', 'initiate', 'pop', 'get', 'set_out', 'commence', 'depart', 'embark_on', 'bulge', 'bulge_out', 'begin', 'start_up', 'take_off', 'set_forth', 'part', 'go', 'bug_out', 'protrude', 'lead_off', 'start']",The Ship Who Sang
whichever,[],The Ship Who Sang
works,"['kit_and_caboodle', 'piece_of_work', 'whole_kit_and_caboodle', 'employment', 'make', 'whole_kit_and_boodle', 'whole_works', 'whole_kit', 'bring', 'industrial_plant', 'kit_and_boodle', 'function', 'solve', 'wreak', 'works', 'deeds', 'oeuvre', 'operate', 'exploit', 'do_work', 'crop', 'work', 'exercise', 'mould', 'knead', 'form', 'workplace', 'whole_shebang', 'process', 'body_of_work', 'work_out', 'forge', 'play', 'whole_caboodle', 'plant', 'workings', 'make_for', 'cultivate', 'run', 'study', 'full_treatment', 'act', 'act_upon', 'shape', 'puzzle_out', 'go', 'influence', 'turn', 'figure_out', 'put_to_work', 'lick', 'sour', 'ferment', 'mold', 'work_on']",The Ship Who Sang
introduce,"['bring_in', 'enter', 'inaugurate', 'premise', 'innovate', 'usher_in', 'enclose', 'introduce', 'put_in', 'bring_out', 'preface', 'present', 'inclose', 'infix', 'insert', 'stick_in', 'precede', 'acquaint']",The Ship Who Sang
extension,"['annexe', 'wing', 'extension_phone', 'filename_extension', 'prolongation', 'propagation', 'reference', 'extension_service', 'denotation', 'lengthiness', 'annex', 'extension', 'university_extension', 'file_name_extension', 'telephone_extension', 'elongation']",The Ship Who Sang
with,[],The Ship Who Sang
research,"['enquiry', 'inquiry', 'research', 'explore', 'search']",The Ship Who Sang
unusual,"['unusual', 'strange']",The Ship Who Sang
claws,"['nipper', 'hook', 'claw', 'pincer', 'chela']",The Ship Who Sang
baritone,"['barytone', 'baritone', 'baritone_voice', 'baritone_horn']",The Ship Who Sang
like,"['corresponding', 'wish', 'like', 'similar', 'ilk', 'same', 'alike', 'the_likes_of', 'comparable', 'the_like', 'care']",The Ship Who Sang
direct,"['target', 'place', 'organise', 'directly', 'calculate', 'aim', 'organize', 'channelise', 'take_aim', 'guide', 'maneuver', 'orchestrate', 'manoeuver', 'manoeuvre', 'head', 'engineer', 'direct', 'steer', 'point', 'straight', 'train', 'mastermind', 'take', 'lead', 'channelize', 'unmediated', 'address', 'send', 'verbatim', 'conduct', 'lineal']",The Ship Who Sang
lived,"['hold_up', 'subsist', 'experience', 'endure', 'live_on', 'live', 'go', 'be', 'know', 'survive', 'exist', 'inhabit', 'dwell', 'hold_out', 'populate', 'last']",The Ship Who Sang
Why,"['wherefore', 'why']",The Ship Who Sang
self-pitying,[],The Ship Who Sang
who,"['World_Health_Organization', 'WHO']",The Ship Who Sang
Venusians,[],The Ship Who Sang
index,"['forefinger', 'index_finger', 'indicant', 'index', 'power', 'index_number', 'indicator', 'exponent']",The Ship Who Sang
past,"['past_tense', 'retiring', 'past', 'yesteryear', 'preceding', 'past_times', 'by']",The Ship Who Sang
executed,"['run', 'action', 'perform', 'executed', 'put_to_death', 'carry_through', 'carry_out', 'execute', 'accomplish', 'fulfill', 'do', 'fulfil']",The Ship Who Sang
tinkering,"['potter', 'muck_about', 'monkey_around', 'fiddle', 'tinker', 'monkey', 'mess_around', 'putter', 'muck_around']",The Ship Who Sang
Aj,[],The Ship Who Sang
mechanisms,"['mechanics', 'chemical_mechanism', 'mechanism']",The Ship Who Sang
am,"['cost', 'Master_of_Arts', 'Artium_Magister', 'live', 'atomic_number_95', 'constitute', 'americium', 'Am', 'represent', 'make_up', 'be', 'amplitude_modulation', 'equal', 'embody', 'comprise', 'exist', 'follow', 'AM', 'personify', 'MA']",The Ship Who Sang
eliminating,"['reject', 'get_rid_of', 'wipe_out', 'annihilate', 'excrete', 'extinguish', 'obviate', 'decimate', 'rule_out', 'rid_of', 'winnow_out', 'eradicate', 'do_away_with', 'pass', 'eliminate', 'egest', 'carry_off']",The Ship Who Sang
playing,"['playact', 'dally', 'bring', 'bet', 'meet', 'spiel', 'trifle', 'wreak', 'recreate', 'encounter', 'toy', 'acting', 'work', 'diddle', 'represent', 'take_on', 'play', 'roleplay', 'act_as', 'playing', 'make_for', 'flirt', 'run', 'fiddle', 'act', 'wager', 'playacting', 'performing']",The Ship Who Sang
Elvis,"['superman', 'Elvis', 'Lucy_in_the_sky_with_diamonds', 'dot', 'pane', 'back_breaker', 'Zen', 'battery-acid', 'window_pane', 'dose', 'acid', 'loony_toons']",The Ship Who Sang
initial,['initial'],The Ship Who Sang
In,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Ship Who Sang
microphones,"['mike', 'microphone']",The Ship Who Sang
sixteenth,"['sixteenth', 'one-sixteenth', '16th', 'sixteenth_part']",The Ship Who Sang
behind,"['butt', 'stern', 'tail_end', 'hindquarters', 'fanny', 'tush', 'tail', 'buttocks', 'buns', 'in_arrears', 'posterior', 'keister', 'tooshie', 'nates', 'prat', 'seat', 'behindhand', 'ass', 'hind_end', 'bum', 'backside', 'behind', 'can', 'bottom', 'rear', 'rump', 'slow', 'rear_end', 'derriere', 'fundament', 'arse']",The Ship Who Sang
company,"['caller', 'society', 'fellowship', 'companion', 'accompany', 'company', ""ship's_company"", 'keep_company', 'party', 'companionship', 'troupe']",The Ship Who Sang
For,[],The Ship Who Sang
Nozze,[],The Ship Who Sang
',[],The Ship Who Sang
adventures,"['risk', 'venture', 'run_a_risk', 'hazard', 'stake', 'jeopardize', 'take_chances', 'gamble', 'dangerous_undertaking', 'escapade', 'risky_venture', 'chance', 'adventure', 'take_a_chance']",The Ship Who Sang
bother,"['inconvenience_oneself', 'incommode', 'get_at', 'fuss', 'pain_in_the_ass', 'botheration', 'trouble_oneself', 'vex', 'annoyance', 'disoblige', 'nettle', 'devil', 'get_to', 'rile', 'nark', 'inconvenience', 'rag', 'put_out', 'gravel', 'irritate', 'infliction', 'annoy', 'trouble', 'pain', 'hassle', 'bother', 'chafe', 'discommode', 'pain_in_the_neck']",The Ship Who Sang
grinned,['grin'],The Ship Who Sang
made,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'make_up', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'made', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",The Ship Who Sang
soprano,"['soprano', 'treble']",The Ship Who Sang
teachers,"['teacher', 'instructor']",The Ship Who Sang
Well,"['advantageously', 'swell', 'substantially', 'fountainhead', 'wellspring', 'well', 'easily', 'comfortably', 'intimately', 'considerably', 'good']",The Ship Who Sang
practicality,['practicality'],The Ship Who Sang
So,"['sol', 'thusly', 'therefore', 'indeed', 'and_so', 'soh', 'thus', 'thence', 'then', 'and_then', 'hence', 'so']",The Ship Who Sang
connections,"['connective', 'connection', 'association', 'connecter', 'connector', 'connectedness', 'link', 'joining', 'connexion']",The Ship Who Sang
insane,"['mad', 'harebrained', 'insane']",The Ship Who Sang
body,"['trunk', 'dead_body', 'body', 'consistence', 'eubstance', 'torso', 'organic_structure', 'physical_structure', 'personify', 'soundbox', 'consistency']",The Ship Who Sang
Dark,"['dour', 'dismal', 'sullen', 'disconsolate', 'sorry', 'coloured', 'drab', 'glowering', 'night', 'shadow', 'black', 'nighttime', 'drear', 'glum', 'benighted', 'obscure', 'dark', 'dark-skinned', 'blue', 'dreary', 'darkness', 'gloomy', 'non-white', 'colored', 'morose', 'saturnine', 'iniquity', 'sinister', 'moody', 'sour', 'grim', 'wickedness', 'dingy']",The Ship Who Sang
oral,"['oral', 'oral_exam', 'viva', 'viva_voce', 'unwritten', 'oral_examination']",The Ship Who Sang
I've,[],The Ship Who Sang
life,"['lifetime', 'life-time', 'spirit', 'aliveness', 'life', 'lifespan', 'biography', 'life_story', 'life_sentence', 'animation', 'life_history', 'liveliness', 'sprightliness', 'living']",The Ship Who Sang
perfect,"['staring', 'perfective_tense', 'perfective', 'gross', 'perfect', 'consummate', 'sodding', 'thoroughgoing', 'arrant', 'pure', 'stark', 'double-dyed', 'perfect_tense', 'everlasting', 'hone', 'unadulterated', 'complete', 'utter']",The Ship Who Sang
mouths,"['mouthpiece', 'sass', 'backtalk', 'lip', 'talk', 'oral_cavity', 'speak', 'mouth', 'back_talk', 'sassing', 'oral_fissure', 'rima_oris', 'verbalize', 'utter', 'verbalise']",The Ship Who Sang
posed,"['put', 'place', 'sit', 'posed', 'dumbfound', 'nonplus', 'stupefy', 'position', 'vex', 'posture', 'lay', 'stick', 'set', 'get', 'model', 'baffle', 'gravel', 'amaze', 'impersonate', 'mystify', 'pose', 'puzzle', 'flummox', 'beat', 'perplex', 'present', 'personate', 'bewilder']",The Ship Who Sang
authorities,"['authorization', 'regime', 'confidence', 'authorities', 'sureness', 'bureau', 'potency', 'say-so', 'agency', 'authorisation', 'government', 'sanction', 'self-assurance', 'assurance', 'office', 'dominance', 'self-confidence', 'federal_agency', 'government_agency', 'authority']",The Ship Who Sang
to,[],The Ship Who Sang
in,"['atomic_number_49', 'indium', 'inwards', 'inch', 'IN', 'in', 'In', 'inward', 'Indiana', 'Hoosier_State']",The Ship Who Sang
recently,"['latterly', 'of_late', 'recently', 'lately', 'late']",The Ship Who Sang
pores,"['centre', 'rivet', 'concentrate', 'center', 'focus', 'stomate', 'pore', 'stoma']",The Ship Who Sang
responses,"['response', 'reaction', 'reply', 'answer', 'reception']",The Ship Who Sang
nursery,"[""baby's_room"", 'glasshouse', 'nursery', 'greenhouse']",The Ship Who Sang
happy,"['felicitous', 'well-chosen', 'happy', 'glad']",The Ship Who Sang
panorama,"['panorama', 'view', 'scene', 'diorama', 'aspect', 'prospect', 'cyclorama', 'vista']",The Ship Who Sang
solution,"['solution', 'root', 'result', 'solvent', 'answer', 'resolution']",The Ship Who Sang
When,[],The Ship Who Sang
around,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'round', 'just_about']",The Ship Who Sang
neural,"['neural', 'neuronic', 'nervous', 'neuronal']",The Ship Who Sang
central,"['cardinal', 'telephone_exchange', 'exchange', 'fundamental', 'primal', 'central', 'key']",The Ship Who Sang
trajectory,"['trajectory', 'flight']",The Ship Who Sang
indestructible,"['indestructible', 'undestroyable', 'perdurable', 'durable']",The Ship Who Sang
months,"['calendar_month', 'month']",The Ship Who Sang
hideous,"['outrageous', 'horrid', 'repulsive', 'horrific', 'hideous']",The Ship Who Sang
complete,"['perfect', 'discharge', 'nail', 'pure', 'fill_out', 'sodding', 'utter', 'gross', 'all_over', 'make_out', 'stark', 'over', 'accomplished', 'complete', 'ended', 'terminated', 'consummate', 'thoroughgoing', 'everlasting', 'unadulterated', 'staring', 'dispatch', 'finish', 'fill_in', 'arrant', 'double-dyed', 'concluded']",The Ship Who Sang
directives,['directive'],The Ship Who Sang
Robert,"['Henry_Martyn_Robert', 'Henry_M._Robert', 'Robert']",The Ship Who Sang
whatever,"['whatever', 'any', 'whatsoever']",The Ship Who Sang
dwarfs,"['overshadow', 'dwarf', 'shadow', 'nanus', 'gnome', 'midget']",The Ship Who Sang
Scout,"['picket', 'watch', 'sentry', 'spotter', 'reconnoiter', 'scout', 'lookout', 'guide', 'talent_scout', 'Scout', 'sentinel', 'pathfinder', 'lookout_man', 'reconnoitre']",The Ship Who Sang
maintained,"['sustain', 'asseverate', 'preserve', 'keep_up', 'observe', 'keep', 'retained', 'maintain', 'kept_up', 'exert', 'hold', 'conserve', 'wield', 'uphold', 'maintained', 'assert', 'defend', 'well-kept']",The Ship Who Sang
half,"['half', 'one-half']",The Ship Who Sang
unpleased,[],The Ship Who Sang
substitute,"['fill-in', 'replacement', 'sub', 'stand_in', 'reliever', 'relief', 'step_in', 'deputise', 'interchange', 'backup', 'second-stringer', 'alternative', 'deputize', 'substitute', 'stand-in', 'utility', 'exchange', 'fill_in', 'ersatz', 'replace', 'backup_man', 'alternate', 'reserve']",The Ship Who Sang
wheels,"['roll', 'wheel_around', 'roulette_wheel', 'pedal', 'steering_wheel', 'rack', 'bicycle', 'bike', 'cycle', 'wheel']",The Ship Who Sang
:,[],The Ship Who Sang
Universe,"['existence', 'macrocosm', 'universe', 'world', 'population', 'universe_of_discourse', 'cosmos', 'creation']",The Ship Who Sang
holding,"['sustain', 'view_as', 'make', 'curb', 'confine', 'keep_back', 'retention', 'have_got', 'property', 'defend', 'hold_up', 'have', 'concur', 'maintain', 'support', 'admit', 'arrest', 'concord', 'entertain', 'accommodate', 'obligate', 'bear', 'throw', 'harbour', 'nurse', 'go_for', 'bind', 'book', 'check', 'contain', 'carry', 'obtain', 'prevail', 'defy', 'moderate', 'take_hold', 'belongings', 'halt', 'declare', 'keeping', 'take', 'holding', 'restrain', 'keep', 'hold_back', 'retain', 'oblige', 'apply', 'harbor', 'control', 'give', 'adjudge', 'hold_in', 'deem', 'take_for', 'hold', 'guard', 'withstand', 'agree', 'reserve']",The Ship Who Sang
match,"['cope_with', 'play_off', 'pair', 'correspond', 'meet', 'mates', 'peer', 'equalise', 'friction_match', 'catch', 'equalize', 'mate', 'equate', 'couple', 'fit', 'rival', 'check', 'twin', 'jibe', 'lucifer', 'oppose', 'equal', 'agree', 'match', 'gibe', 'compeer', 'touch', 'tally', 'pit']",The Ship Who Sang
content,"['substance', 'subject_matter', 'cognitive_content', 'message', 'capacity', 'content', 'mental_object', 'subject', 'contentedness', 'depicted_object', 'contented']",The Ship Who Sang
any,"['whatever', 'any', 'whatsoever']",The Ship Who Sang
them,[],The Ship Who Sang
ask,"['involve', 'expect', 'necessitate', 'take', 'inquire', 'enquire', 'postulate', 'require', 'ask', 'demand', 'call_for', 'need']",The Ship Who Sang
``,[],The Ship Who Sang
centuries,"['C', '100', 'hundred', 'one_C', 'century']",The Ship Who Sang
help,"['assistance', 'serve', 'assistant', 'aid', 'avail', 'help_oneself', 'helper', 'service', 'facilitate', 'supporter', 'help', 'assist']",The Ship Who Sang
through,"['through_and_through', 'done', 'through', 'through_with']",The Ship Who Sang
registered,"['file', 'cross-file', 'read', 'register', 'show', 'registered', 'record']",The Ship Who Sang
'',[],The Ship Who Sang
hopefully,['hopefully'],The Ship Who Sang
mechanical,"['mechanical', 'mechanically_skillful']",The Ship Who Sang
mercifully,['mercifully'],The Ship Who Sang
big,"['large', 'bighearted', 'self-aggrandising', 'openhanded', 'giving', 'big', 'cock-a-hoop', 'full-grown', 'enceinte', 'magnanimous', 'adult', 'liberal', 'crowing', 'swelled', 'braggy', 'bountiful', 'braggart', 'boastfully', 'great', 'self-aggrandizing', 'prominent', 'bragging', 'fully_grown', 'grownup', 'boastful', 'vauntingly', 'bounteous', 'expectant', 'handsome', 'heavy', 'gravid', 'vainglorious', 'with_child', 'bad', 'freehanded', 'grown']",The Ship Who Sang
After,"['subsequently', 'afterwards', 'after', 'later_on', 'later', 'afterward']",The Ship Who Sang
citizen,['citizen'],The Ship Who Sang
medium,"['sensitive', 'metier', 'mass_medium', 'intermediate', 'culture_medium', 'medium', 'average', 'spiritualist']",The Ship Who Sang
ingested,"['assimilate', 'take', 'have', 'ingest', 'take_in', 'consume', 'absorb']",The Ship Who Sang
moment,"['second', 'bit', 'import', 'consequence', 'mo', 'here_and_now', 'instant', 'moment', 'present_moment', 'minute']",The Ship Who Sang
every,['every'],The Ship Who Sang
importance,"['grandness', 'importance']",The Ship Who Sang
canvas,"['analyse', 'sail', 'study', 'sheet', 'canvas_tent', 'analyze', 'examine', 'poll', 'canvas', 'canvass']",The Ship Who Sang
massive,"['monumental', 'monolithic', 'massive']",The Ship Who Sang
beautiful,['beautiful'],The Ship Who Sang
committees,"['citizens_committee', 'committee', 'commission']",The Ship Who Sang
has,"['sustain', 'experience', 'give_birth', 'make', 'take_in', 'hour_angle', 'suffer', 'have_got', 'cause', 'accept', 'own', 'have', 'feature', 'ingest', 'consume', 'get', 'bear', 'throw', 'induce', 'let', 'stimulate', 'birth', 'possess', 'take', 'deliver', 'give', 'HA', 'hold', 'receive']",The Ship Who Sang
chromatic,['chromatic'],The Ship Who Sang
diverted,"['hive_off', 'deviate', 'amused', 'entertained', 'amuse', 'divert', 'diverted', 'disport']",The Ship Who Sang
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",The Ship Who Sang
confinement,"['labor', 'restriction', 'lying-in', 'labour', 'travail', 'childbed', 'parturiency', 'confinement']",The Ship Who Sang
develop,"['spring_up', 'explicate', 'evolve', 'uprise', 'build_up', 'arise', 'formulate', 'originate', 'grow', 'acquire', 'modernize', 'educate', 'develop', 'get', 'train', 'break', 'germinate', 'rise', 'modernise', 'produce', 'recrudesce', 'prepare', 'make_grow']",The Ship Who Sang
recorded,"['enter', 'recorded', 'memorialize', 'read', 'immortalise', 'tape', 'commemorate', 'immortalize', 'register', 'put_down', 'show', 'memorialise', 'record']",The Ship Who Sang
well-oriented,[],The Ship Who Sang
years,"['years', 'yr', 'old_age', 'age', 'twelvemonth', 'class', 'days', 'eld', 'geezerhood', 'year', 'long_time']",The Ship Who Sang
for,[],The Ship Who Sang
sing,"['tattle', 'blab', 'let_the_cat_out_of_the_bag', 'blab_out', 'sing', 'talk', 'babble', 'spill_the_beans', 'whistle', 'peach', 'babble_out']",The Ship Who Sang
required,"['requisite', 'involve', 'expect', 'necessitate', 'take', 'want', 'needed', 'required', 'mandatory', 'compulsory', 'command', 'postulate', 'require', 'ask', 'demand', 'needful', 'call_for', 'need']",The Ship Who Sang
move,"['actuate', 'relocation', 'movement', 'make_a_motion', 'motility', 'proceed', 'be_active', 'motion', 'incite', 'motivate', 'prompt', 'move', 'impress', 'strike', 'locomote', 'displace', 'run', 'propel', 'act', 'go', 'affect', 'travel']",The Ship Who Sang
hull,"['Kingston-upon_Hull', 'hull', 'Cordell_Hull', 'Hull', 'Isaac_Hull']",The Ship Who Sang
sense,"['common_sense', 'smell_out', 'sensation', 'sense', 'horse_sense', 'good_sense', 'mother_wit', 'gumption', 'signified', 'sentience', 'sentiency', 'smell', 'sensory_faculty', 'feel']",The Ship Who Sang
Arts,"['liberal_arts', 'artistry', 'artwork', 'fine_art', 'arts', 'prowess', 'graphics', 'artistic_creation', 'nontextual_matter', 'artistic_production', 'art', 'humanistic_discipline', 'humanities']",The Ship Who Sang
She,[],The Ship Who Sang
weakly,"['debile', 'feeble', 'weak', 'rickety', 'infirm', 'decrepit', 'weakly', 'sapless']",The Ship Who Sang
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",The Ship Who Sang
barracks,"['barrack', 'urge', 'flout', 'inspire', 'jeer', 'gibe', 'scoff', 'cheer', 'pep_up', 'root_on', 'exhort', 'urge_on']",The Ship Who Sang
among,[],The Ship Who Sang
instinctively,['instinctively'],The Ship Who Sang
can,"['pot', 'butt', 'give_notice', 'stern', 'sack', 'toilet', 'tail_end', 'terminate', 'hindquarters', 'fanny', 'tush', 'can_buoy', 'tail', 'stool', 'throne', 'buttocks', 'buns', 'john', 'posterior', 'keister', 'tooshie', 'nates', 'give_the_sack', 'prat', 'seat', 'bathroom', 'canful', 'give_the_axe', 'ass', 'put_up', 'privy', 'potty', 'hind_end', 'bum', 'backside', 'behind', 'displace', 'can', 'commode', 'force_out', 'bottom', 'rear', 'crapper', 'lav', 'send_away', 'rump', 'fire', 'tin_can', 'rear_end', 'derriere', 'lavatory', 'fundament', 'arse', 'dismiss', 'tin']",The Ship Who Sang
Age,"['get_on', 'maturate', 'historic_period', 'years', 'old_age', 'age', 'mature', 'eld', 'geezerhood', 'senesce', 'long_time']",The Ship Who Sang
merely,"['simply', 'merely', 'only', 'just', 'but']",The Ship Who Sang
Not,"['non', 'not']",The Ship Who Sang
heads,"['drumhead', 'headspring', 'top_dog', 'promontory', 'chief', 'channelise', 'guide', 'psyche', 'fountainhead', 'maneuver', 'school_principal', 'question', 'read/write_head', 'mind', 'head', 'head_word', 'manoeuver', 'heading', 'manoeuvre', 'head_teacher', 'steer', 'direct', 'caput', 'point', 'header', 'head_up', 'oral_sex', 'headland', 'nous', 'pass', 'principal', 'channelize', 'forefront', 'lead', 'headway', 'capitulum', 'foreland', 'straits', 'brain']",The Ship Who Sang
looked,"['expect', 'appear', 'reckon', 'wait', 'look', 'attend', 'face', 'bet', 'depend', 'see', 'await', 'calculate', 'take_care', 'count', 'seem', 'front', 'search']",The Ship Who Sang
copy,"['replicate', 'imitate', 'transcript', 're-create', 'simulate', 'copy', 'written_matter']",The Ship Who Sang
warm,"['warmly', 'warm_up', 'lovesome', 'fond', 'affectionate', 'warm', 'strong', 'ardent', 'quick', 'tender']",The Ship Who Sang
charm,"['appeal', 'enamour', 'trance', 'bewitch', 'captivate', 'appealingness', 'beguile', 'catch', 'spell', 'magic_spell', 'entrance', 'becharm', 'tempt', 'enchant', 'fascinate', 'magical_spell', 'capture', 'good_luck_charm', 'charm', 'influence', 'enamor']",The Ship Who Sang
muscles,"['sinew', 'muscular_tissue', 'brawn', 'muscleman', 'muscle', 'brawniness', 'muscularity', 'heftiness', 'musculus']",The Ship Who Sang
lessons,"['object_lesson', 'deterrent_example', 'moral', 'example', 'lesson']",The Ship Who Sang
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",The Ship Who Sang
Laboratory,"['research_laboratory', 'laboratory', 'science_lab', 'science_laboratory', 'research_lab', 'testing_ground', 'lab']",The Ship Who Sang
psychology,"['psychological_science', 'psychology']",The Ship Who Sang
reproduction,"['reproductive_memory', 'replica', 'replication', 'breeding', 'procreation', 'facts_of_life', 'reproduction']",The Ship Who Sang
Schools,"['schoolhouse', 'civilize', 'cultivate', 'school', 'school_day', 'train', 'schooltime', 'shoal', 'civilise', 'schooling', 'educate']",The Ship Who Sang
and,[],The Ship Who Sang
manipulate,"['cook', 'manipulate', 'fake', 'fudge', 'wangle', 'control', 'pull_wires', 'pull_strings', 'misrepresent', 'rig', 'falsify', 'keep_in_line']",The Ship Who Sang
craters,"['Crater', 'crater', 'volcanic_crater']",The Ship Who Sang
believe,"['conceive', 'trust', 'believe', 'think', 'consider']",The Ship Who Sang
conditioning,"['stipulate', 'condition', 'discipline', 'conditioning', 'train', 'qualify', 'check', 'specify']",The Ship Who Sang
mental,"['genial', 'mental']",The Ship Who Sang
tapes,"['tip', 'solicit', 'tape_recording', 'tapeline', 'rap', 'tap', 'tape_measure', 'taping', 'exploit', 'videotape', 'record', 'pink', 'mag_tape', 'magnetic_tape', 'knock', 'intercept', 'tapdance', 'bug', 'beg', 'tape', 'wiretap']",The Ship Who Sang
On,"['on', 'along']",The Ship Who Sang
restrictions,"['restriction', 'confinement', 'limitation']",The Ship Who Sang
Acquiring,"['develop', 'acquiring', 'get', 'grow', 'larn', 'assume', 'take', 'evolve', 'produce', 'gain', 'take_on', 'acquire', 'adopt', 'learn', 'getting', 'win']",The Ship Who Sang
critically,['critically'],The Ship Who Sang
waiting,"['expect', 'hold_off', 'hold_back', 'waitress', 'look', 'await', 'ready_and_waiting', 'waiting', 'wait']",The Ship Who Sang
dulcet,"['dulcet', 'sweet', 'mellifluous', 'mellisonant', 'honeyed']",The Ship Who Sang
did,"['make', 'get_along', 'coif', 'cause', 'answer', 'behave', 'practise', 'fare', 'make_out', 'execute', 'do', 'set', 'exercise', 'dress', 'practice', 'coiffe', 'manage', 'perform', 'serve', 'arrange', 'act', 'suffice', 'come', 'coiffure']",The Ship Who Sang
Are,"['constitute', 'equal', 'are', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'personify', 'exist', 'follow', 'ar']",The Ship Who Sang
Altairians,[],The Ship Who Sang
reported,"['describe', 'reported', 'cover', 'report', 'account']",The Ship Who Sang
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",The Ship Who Sang
distances,"['space', 'length', 'distance', 'aloofness', 'outstrip', 'outdistance']",The Ship Who Sang
sounded,"['voice', 'vocalize', 'go', 'sound', 'fathom', 'vocalise']",The Ship Who Sang
equipment,['equipment'],The Ship Who Sang
ceteras,[],The Ship Who Sang
out,"['come_out', 'forbidden', 'taboo', 'stunned', 'tabu', 'away', 'extinct', 'kayoed', 'prohibited', 'proscribed', 'come_out_of_the_closet', 'out', 'verboten', 'knocked_out', ""KO'd""]",The Ship Who Sang
Todd,"['Lord_Todd', 'Sir_Alexander_Robertus_Todd', 'Todd', 'Sweeney_Todd']",The Ship Who Sang
too,"['excessively', 'overly', 'besides', 'also', 'to_a_fault', 'likewise', 'as_well', 'too']",The Ship Who Sang
limitations,"['restriction', 'limit', 'limitation']",The Ship Who Sang
