w,vector_semantico
got,"['experience', 'contract', 'scram', 'stick', 'develop', 'find', 'fuck_off', 'baffle', 'receive', 'stimulate', 'bring', 'amaze', 'set_about', 'commence', 'let', 'catch', 'cause', 'engender', 'mystify', 'fix', 'bugger_off', 'pay_back', 'grow', 'come', 'arrive', 'draw', 'start_out', 'arrest', 'bring_forth', 'generate', 'bewilder', 'get', 'take', 'become', 'aim', 'beat', 'get_down', 'go', 'father', 'buzz_off', 'induce', 'perplex', 'vex', 'nonplus', 'gravel', 'suffer', 'acquire', 'sire', 'stupefy', 'incur', 'have', 'start', 'begin', 'pose', ""get_under_one's_skin"", 'flummox', 'set_out', 'puzzle', 'pay_off', 'fetch', 'drive', 'obtain', 'make', 'sustain', 'mother', 'produce', 'convey', 'dumbfound', 'beget', 'capture']","Christopher Davis, First Family."
suits,"['causa', 'become', 'befit', 'accommodate', 'fit', 'courtship', 'suit_of_clothes', 'case', 'courting', 'lawsuit', 'beseem', 'wooing', 'cause', 'suit']","Christopher Davis, First Family."
joints,"['junction', 'articulate', 'stick', 'articulation', 'roast', 'marijuana_cigarette', 'joint', 'reefer', 'spliff', 'articulatio', 'join', 'juncture']","Christopher Davis, First Family."
parents',[],"Christopher Davis, First Family."
later,"['by_and_by', 'recent', 'later', 'tardy', 'ulterior', 'belated', 'subsequently', 'after', 'later_on', 'former', 'afterwards', 'posterior', 'afterward', 'late', 'previous']","Christopher Davis, First Family."
as,"['every_bit', 'AS', 'a', 'group_A', 'arsenic', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'American_Samoa', 'angstrom', 'atomic_number_33', 'As', 'as', 'equally', 'A', 'adenine', 'axerophthol', 'ampere', 'angstrom_unit', 'vitamin_A', 'Eastern_Samoa']","Christopher Davis, First Family."
polite,"['civilized', 'cultivated', 'civilised', 'civil', 'polite', 'cultured', 'genteel']","Christopher Davis, First Family."
progress,"['get_along', 'shape_up', 'move_on', 'onward_motion', 'advance', 'pass_on', 'progression', 'build_up', 'forward_motion', 'progress', 'come_along', 'come_on', 'go_on', 'march_on', 'advancement', 'procession', 'get_on', 'work_up', 'build']","Christopher Davis, First Family."
always,"['perpetually', 'invariably', 'ever', 'constantly', 'incessantly', 'always', ""e'er"", 'forever']","Christopher Davis, First Family."
seizure,"['ictus', 'raptus', 'seizure', 'gaining_control', 'capture']","Christopher Davis, First Family."
churches,"['church', 'church_building', 'Christian_church', 'church_service']","Christopher Davis, First Family."
seeking,"['look_for', 'assay', 'search', 'try', 'quest', 'attempt', 'seeking', 'essay', 'seek']","Christopher Davis, First Family."
gracefully,"['gracefully', 'graciously']","Christopher Davis, First Family."
desire,"['desire', 'trust', 'hope', 'want']","Christopher Davis, First Family."
home,"['home_plate', 'habitation', 'menage', 'abode', 'home_base', 'rest_home', 'plate', 'household', 'family', 'internal', 'national', 'place', 'dwelling_house', 'home', 'nursing_home', 'domicile', 'house', 'dwelling', 'base', 'interior']","Christopher Davis, First Family."
silent,"['mum', 'soundless', 'understood', 'tacit', 'dumb', 'still', 'silent', 'unsounded', 'mute']","Christopher Davis, First Family."
times,"['times', 'clock_time', 'clock', 'clip', 'meter', 'fourth_dimension', 'metre', 'sentence', 'multiplication', 'prison_term', 'time']","Christopher Davis, First Family."
downstairs,"['downstairs', 'downstair', 'below', 'on_a_lower_floor', 'down_the_stairs']","Christopher Davis, First Family."
ear,"['spike', 'ear', 'auricle', 'pinna', 'capitulum']","Christopher Davis, First Family."
other,"['early', 'former', 'other']","Christopher Davis, First Family."
three-sectioned,[],"Christopher Davis, First Family."
son's,[],"Christopher Davis, First Family."
bright,"['brilliant', 'lustrous', 'vivid', 'bright', 'smart', 'undimmed', 'hopeful', 'promising', 'shining', 'brightly', 'burnished', 'shiny', 'brilliantly']","Christopher Davis, First Family."
folded,"['turn_up', 'fold_up', 'shut_down', 'close', 'pen_up', 'fold', 'close_up', 'close_down']","Christopher Davis, First Family."
another,"['some_other', 'another']","Christopher Davis, First Family."
moved,"['make_a_motion', 'strike', 'proceed', 'actuate', 'locomote', 'prompt', 'propel', 'act', 'go', 'affect', 'displace', 'touched', 'incite', 'run', 'affected', 'stirred', 'be_active', 'impress', 'travel', 'moved', 'move', 'motivate']","Christopher Davis, First Family."
informally,"['conversationally', 'informally', 'colloquially']","Christopher Davis, First Family."
away,"['outside', 'forth', 'aside', 'by', 'off', 'out', 'away']","Christopher Davis, First Family."
doctors,"['Dr.', 'doctor', 'physician', 'fix', 'MD', 'doctor_up', 'sophisticate', 'repair', 'furbish_up', 'touch_on', 'medico', 'Doctor', 'restore', 'mend', 'bushel', 'doc', 'Doctor_of_the_Church']","Christopher Davis, First Family."
same,"['Saami', 'Saame', 'Lapp', 'Sami', 'Lapplander', 'Same', 'same', 'like']","Christopher Davis, First Family."
Craig,[],"Christopher Davis, First Family."
changed,"['exchange', 'switch', 'change', 'convert', 'shift', 'modify', 'alter', 'vary', 'commute', 'transfer', 'interchange', 'deepen', 'changed']","Christopher Davis, First Family."
anticipate,"['predict', 'call', 'promise', 'foreknow', 'forestall', 'look_for', 'counter', 'foretell', 'prognosticate', 'forebode', 'expect', 'previse', 'look_to', 'foresee', 'anticipate']","Christopher Davis, First Family."
wound,"['weave', 'nose', 'scent', 'hoist', 'wounding', 'curve', 'wind_up', 'thread', 'wander', 'lift', 'lesion', 'injury', 'meander', 'combat_injury', 'twine', 'bruise', 'wreathe', 'wrap', 'injure', 'hurt', 'offend', 'wind', 'twist', 'spite', 'wound', 'roll']","Christopher Davis, First Family."
warned,"['admonish', 'monish', 'discourage', 'warn']","Christopher Davis, First Family."
filled,"['filled', 'take', 'meet', 'satisfy', 'sate', 'fill', 'replete', 'fulfil', 'make_full', 'satiate', 'fulfill', 'occupy', 'fill_up']","Christopher Davis, First Family."
park,"['park', 'parking_lot', 'commons', 'parkland', 'Mungo_Park', 'common', 'Park', 'car_park', 'parking_area', 'ballpark', 'green']","Christopher Davis, First Family."
grown,"['rise', 'farm', 'develop', 'adult', 'spring_up', 'mature', 'maturate', 'grow', 'originate', 'full-grown', 'fully_grown', 'get', 'big', 'turn', 'acquire', 'grownup', 'arise', 'raise', 'produce', 'uprise', 'grown']","Christopher Davis, First Family."
doctor,"['Dr.', 'doctor', 'physician', 'fix', 'MD', 'doctor_up', 'sophisticate', 'repair', 'furbish_up', 'touch_on', 'medico', 'Doctor', 'restore', 'mend', 'bushel', 'doc', 'Doctor_of_the_Church']","Christopher Davis, First Family."
kiss,"['osculation', 'candy_kiss', 'buss', 'osculate', 'snog', 'kiss']","Christopher Davis, First Family."
and,[],"Christopher Davis, First Family."
lifelike,"['vivid', 'lifelike', 'natural', 'graphic', 'pictorial']","Christopher Davis, First Family."
son,"['Word', 'son', 'boy', 'Son', 'Logos']","Christopher Davis, First Family."
section,"['part', 'department', 'plane_section', 'incision', 'discussion_section', 'segment', 'section', 'surgical_incision', 'division', 'subdivision']","Christopher Davis, First Family."
pause,"['intermit', 'interruption', 'hesitate', 'break', 'pause', 'suspension', 'intermission']","Christopher Davis, First Family."
thanks,"['thanks', 'give_thanks', 'thank']","Christopher Davis, First Family."
characteristic,"['feature', 'characteristic', 'device_characteristic']","Christopher Davis, First Family."
happened,"['bump', 'come_about', 'hap', 'fall_out', 'pass_off', 'find', 'materialize', 'encounter', 'happen', 'befall', 'pass', 'take_place', 'chance', 'go_on', 'bechance', 'occur', 'materialise']","Christopher Davis, First Family."
frowning,"['lour', 'lower', 'glower', 'frown', 'frowning']","Christopher Davis, First Family."
else,[],"Christopher Davis, First Family."
exchange,"['central', 'exchange', 'rally', 'switch_over', 'change', 'switch', 'replace', 'convert', 'substitute', 'substitution', 'commute', 'interchange', 'commutation', 'telephone_exchange']","Christopher Davis, First Family."
lengthily,"['at_length', 'lengthily']","Christopher Davis, First Family."
him,[],"Christopher Davis, First Family."
arguments,"['contention', 'argumentation', 'debate', 'disceptation', 'disputation', 'logical_argument', 'line_of_reasoning', 'parameter', 'line', 'contestation', 'tilt', 'statement', 'arguing', 'literary_argument', 'argument', 'controversy']","Christopher Davis, First Family."
twice,"['double', 'doubly', 'twice']","Christopher Davis, First Family."
described,"['distinguish', 'key', 'describe', 'discover', 'line', 'delineate', 'described', 'depict', 'draw', 'account', 'identify', 'trace', 'name', 'report', 'key_out']","Christopher Davis, First Family."
cafeteria,['cafeteria'],"Christopher Davis, First Family."
forgotten,"['block', 'leave', 'forgotten', 'disregarded', 'bury', 'forget', 'draw_a_blank', 'blank_out']","Christopher Davis, First Family."
elaborately,"['elaborately', 'intricately', 'in_an_elaborate_way']","Christopher Davis, First Family."
observing,"['detect', 'watch', 'discover', 'honor', 'find', 'keep', 'observe', 'take_note', 'notice', 'watch_over', 'observing', 'abide_by', 'maintain', 'mention', 'honour', 'respect', 'follow', 'remark', 'note', 'celebrate', 'observant', 'keep_an_eye_on']","Christopher Davis, First Family."
half,"['half', 'one-half']","Christopher Davis, First Family."
used,"['utilise', 'habituate', 'exploited', 'put-upon', 'apply', 'victimized', 'use', 'practice', 'expend', 'employ', 'utilize', 'used', 'ill-used', 'victimised', 'secondhand']","Christopher Davis, First Family."
treated,"['address', 'tempered', 'care_for', 'treated', 'cover', 'treat', 'handle', 'hardened', 'toughened', 'process', 'plow', 'do_by', 'deal', 'regale']","Christopher Davis, First Family."
gaunt,"['cadaverous', 'skeletal', 'haggard', 'pinched', 'emaciated', 'gaunt', 'wasted', 'bony']","Christopher Davis, First Family."
glanced,"['peek', 'glance', 'glint']","Christopher Davis, First Family."
supervision,"['supervision', 'superintendence', 'supervising', 'oversight']","Christopher Davis, First Family."
He's,[],"Christopher Davis, First Family."
sharp,"['acute', 'acutely', 'astute', 'penetrative', 'crisp', 'sharp-worded', 'sharp', 'abrupt', 'tart', 'sharply', 'penetrating', 'knifelike', 'precipitous', 'needlelike', 'acuate', 'piercing', 'incisive', 'shrewd', 'discriminating', 'keen', 'shrill']","Christopher Davis, First Family."
fussily,['fussily'],"Christopher Davis, First Family."
The,[],"Christopher Davis, First Family."
slim-waisted,"['slender-waisted', 'wasp-waisted', 'slim-waisted']","Christopher Davis, First Family."
term,"['condition', 'terminus', 'term', 'full_term', 'terminal_figure']","Christopher Davis, First Family."
windows,"['windowpane', 'Windows', 'window']","Christopher Davis, First Family."
querulous,"['fretful', 'querulous', 'whiny', 'whiney']","Christopher Davis, First Family."
hands,"['men', 'hired_man', 'custody', 'script', 'pass_on', 'deal', 'helping_hand', 'give', 'mitt', 'work_force', 'workforce', 'hands', 'pass', 'paw', 'turn_over', 'manpower', 'hand', 'reach', 'handwriting', 'hired_hand', 'manus', 'bridge_player']","Christopher Davis, First Family."
light,"['twinkle', 'illumine', 'get_off', 'Light_Within', 'lightly', 'promiscuous', 'igniter', 'wanton', 'faint', 'calorie-free', 'wakeful', 'Light', 'illume', 'lightness', 'light_source', 'ignite', 'clear', 'sluttish', 'luminousness', 'ignitor', 'tripping', 'Inner_Light', 'scant', 'sparkle', 'brightness_level', 'lighter', 'swooning', 'light-colored', 'unclouded', 'clean', 'idle', 'luminosity', 'lighting', 'get_down', 'unaccented', 'weak', 'fall', 'visible_radiation', 'spark', 'light', 'easy', 'perch', 'unhorse', 'low-cal', 'brightness', 'illuminate', 'abstemious', 'light-headed', 'short', 'lite', 'Christ_Within', 'light_up', 'loose', 'fire_up', 'lightsome', 'luminance', 'visible_light', 'illumination', 'alight', 'lightheaded', 'dismount']","Christopher Davis, First Family."
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']","Christopher Davis, First Family."
Elizabeth,"['Elizabeth', 'Elizabeth_II', 'Elizabeth_I']","Christopher Davis, First Family."
Try,"['endeavour', 'judge', 'try', 'attempt', 'essay', 'adjudicate', 'try_on', 'endeavor', 'try_out', 'render', 'seek', 'strain', 'sample', 'examine', 'effort', 'taste', 'test', 'assay', 'hear', 'stress', 'prove']","Christopher Davis, First Family."
hover,"['vacillate', 'brood', 'loom', 'bulk_large', 'linger', 'levitate', 'vibrate', 'oscillate', 'hover']","Christopher Davis, First Family."
brother,"['brother', 'comrade', 'crony', 'buddy', 'Brother', 'pal', 'sidekick', 'blood_brother', 'chum']","Christopher Davis, First Family."
don't,[],"Christopher Davis, First Family."
lazy,"['faineant', 'otiose', 'lazy', 'indolent', 'slothful', 'work-shy']","Christopher Davis, First Family."
better,"['advantageously', 'amend', 'ripe', 'break', 'secure', 'well', 'wagerer', 'dependable', 'effective', 'honest', 'beneficial', 'punter', 'ameliorate', 'improve', 'in_effect', 'undecomposed', 'right', 'adept', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'unspoiled', 'near', 'skillful', 'easily', 'meliorate', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'better', 'upright', 'dear', 'respectable', 'sound', 'bettor', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']","Christopher Davis, First Family."
showing,"['shew', 'read', 'demonstrate', 'evince', 'establish', 'present', 'express', 'testify', 'viewing', 'usher', 'render', 'demo', 'picture', 'designate', 'bear_witness', 'show', 'point', 'evidence', 'display', 'showing', 'indicate', 'depict', 'show_up', 'register', 'record', 'screening', 'exhibit', 'prove']","Christopher Davis, First Family."
Rachel,['Rachel'],"Christopher Davis, First Family."
might,"['mightiness', 'power', 'might']","Christopher Davis, First Family."
provided,"['render', 'allow_for', 'furnish', 'provide', 'bring_home_the_bacon', 'leave', 'put_up', 'cater', 'ply', 'supply', 'offer', 'allow']","Christopher Davis, First Family."
When,[],"Christopher Davis, First Family."
looking,"['front', 'depend', 'reckon', 'seem', 'expect', 'calculate', 'looking_at', 'appear', 'wait', 'await', 'looking_for', 'see', 'take_care', 'sounding', 'search', 'look', 'attend', 'count', 'face', 'looking', 'bet']","Christopher Davis, First Family."
tourist,"['holidaymaker', 'tourist', 'tourer']","Christopher Davis, First Family."
intensity,"['volume', 'saturation', 'chroma', 'intensiveness', 'strength', 'vividness', 'loudness', 'intensity', 'intensity_level']","Christopher Davis, First Family."
wore,"['wear_off', 'wear_thin', 'break', 'fatigue', 'don', 'put_on', 'wear_out', 'jade', 'bust', 'endure', 'have_on', 'outwear', 'wear_upon', 'weary', 'fag', 'hold_out', 'assume', 'fag_out', 'wear', 'tire', 'tire_out', 'bear', 'wear_down', 'get_into', 'fall_apart']","Christopher Davis, First Family."
overindulged,"['ingurgitate', 'glut', 'englut', 'overgorge', 'gourmandize', 'pig_out', 'overeat', 'binge', 'engorge', 'gormandize', 'scarf_out', 'satiate', 'gorge', 'gormandise', 'stuff', 'overindulge']","Christopher Davis, First Family."
honey,"['honey', 'love', 'dearest', 'dear', 'beloved']","Christopher Davis, First Family."
there's,[],"Christopher Davis, First Family."
seemed,"['appear', 'look', 'seem']","Christopher Davis, First Family."
McKinley,"['Mt._McKinley', 'McKinley', 'Mount_McKinley', 'President_McKinley', 'William_McKinley', 'Denali']","Christopher Davis, First Family."
biscuits,"['cooky', 'biscuit', 'cookie']","Christopher Davis, First Family."
any,"['whatever', 'whatsoever', 'any']","Christopher Davis, First Family."
fuller,"['Melville_W._Fuller', 'Fuller', 'wide-cut', 'entire', 'Melville_Weston_Fuller', 'R._Buckminster_Fuller', 'Buckminster_Fuller', 'replete', 'fuller', 'total', 'wide', 'broad', 'Richard_Buckminster_Fuller', 'good', 'full']","Christopher Davis, First Family."
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']","Christopher Davis, First Family."
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']","Christopher Davis, First Family."
stupid,"['stunned', 'pudden-head', 'dazed', 'stupefied', 'stupe', 'pudding_head', 'stupid_person', 'dolt', 'pillock', 'poor_fish', 'stupid', 'dullard', 'unintelligent']","Christopher Davis, First Family."
work,"['body_of_work', 'knead', 'sour', 'play', 'piece_of_work', 'shape', 'bring', 'oeuvre', 'work', 'work_on', 'do_work', 'mould', 'ferment', 'put_to_work', 'wreak', 'exercise', 'lick', 'act_upon', 'puzzle_out', 'exploit', 'make_for', 'work_out', 'act', 'go', 'figure_out', 'workplace', 'operate', 'influence', 'process', 'turn', 'solve', 'run', 'function', 'form', 'crop', 'study', 'make', 'cultivate', 'forge', 'mold', 'employment']","Christopher Davis, First Family."
energy,"['muscularity', 'Energy_Department', 'vigor', 'vim', 'Energy', 'Department_of_Energy', 'energy', 'vigour', 'DOE', 'push', 'get-up-and-go', 'vitality', 'zip', 'free_energy']","Christopher Davis, First Family."
taking,"['accept', 'remove', 'take_in', 'contract', 'take_away', 'rent', 'read', 'withdraw', 'look_at', 'engage', 'subscribe_to', 'adopt', 'fill', 'pickings', 'film', 'call_for', 'bring', 'strike', 'occupy', 'lease', 'necessitate', 'submit', 'take_up', 'winning', 'pick_out', 'carry', 'use_up', 'conduct', 'taking', 'consume', 'learn', 'subscribe', 'need', 'claim', 'deal', 'require', 'get', 'ask', 'get_hold_of', 'take', 'consider', 'aim', 'hire', 'postulate', 'hold', 'shoot', 'involve', 'assume', 'acquire', 'direct', 'lead', 'admit', 'have', 'exact', 'pack', 'guide', 'demand', 'take_on', 'train', 'contain', 'fetching', 'study', 'drive', 'ingest', 'make', 'take_aim', 'choose', 'select', 'convey', 'charter']","Christopher Davis, First Family."
few,['few'],"Christopher Davis, First Family."
Altogether,"['all_told', 'whole', 'on_the_whole', 'altogether', 'birthday_suit', 'totally', 'in_all', 'completely', 'wholly', 'all', 'entirely', 'tout_ensemble', 'raw', 'all_in_all']","Christopher Davis, First Family."
constant,"['invariant', 'unceasing', 'unremitting', 'perpetual', 'invariable', 'never-ending', 'constant', 'incessant', 'changeless', 'unvarying', 'ceaseless', 'constant_quantity']","Christopher Davis, First Family."
appetite,"['appetence', 'appetency', 'appetite']","Christopher Davis, First Family."
silver,"['silver_medal', 'fluent', 'silver-tongued', 'atomic_number_47', 'Ag', 'flatware', 'smooth-spoken', 'ash_gray', 'silverish', 'facile', 'eloquent', 'silvern', 'silver_grey', 'silver', 'silver_gray', 'argent', 'ash_grey', 'silvery']","Christopher Davis, First Family."
lids,"['hat', 'chapeau', 'lid', 'palpebra', 'eyelid']","Christopher Davis, First Family."
door,"['doorway', 'threshold', 'room_access', 'door']","Christopher Davis, First Family."
put,"['position', 'put', 'frame', 'lay', 'cast', 'couch', 'invest', 'arrange', 'redact', 'order', 'put_option', 'place', 'commit', 'assign', 'set_up', 'set', 'pose']","Christopher Davis, First Family."
rooms,"['rooms', 'elbow_room', 'suite', 'way', 'board', 'room']","Christopher Davis, First Family."
bed,"['sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'screw', 'have_sex', 'have_it_off', 'layer', 'sack_out', 'know', 'hump', 'go_to_bed', 'bonk', 'go_to_sleep', 'have_a_go_at_it', 'hit_the_sack', 'bottom', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'turn_in', 'kip_down', 'eff', 'get_it_on', 'make_love', 'get_laid', 'bang', 'hit_the_hay', 'retire', 'crawl_in', 'jazz', 'seam', 'sleep_together']","Christopher Davis, First Family."
father,"['Fatherhood', 'founding_father', 'don', 'engender', 'Father_of_the_Church', 'founder', 'Father', 'bring_forth', 'generate', 'get', 'begetter', 'father', 'Padre', 'male_parent', 'Father-God', 'beginner', 'mother', 'sire', 'Church_Father', 'forefather', 'beget']","Christopher Davis, First Family."
slept,"['sleep', ""catch_some_Z's"", ""log_Z's"", 'kip', 'slumber']","Christopher Davis, First Family."
slipper,"['slider', 'carpet_slipper', 'skidder', 'slipper']","Christopher Davis, First Family."
voice,"['vocalisation', 'part', 'spokesperson', 'articulation', 'representative', 'voice', 'vocalize', 'interpreter', 'vocalise', 'vocalism', 'sound', 'vocalization', 'vox', 'phonation']","Christopher Davis, First Family."
And,[],"Christopher Davis, First Family."
best,"['Charles_Herbert_Best', 'advantageously', 'ripe', 'Best', 'well', 'secure', 'dependable', 'honest', 'effective', 'beneficial', 'in_effect', 'undecomposed', 'outdo', 'right', 'trump', 'adept', 'scoop', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'topper', 'unspoiled', 'near', 'C._H._Best', 'skillful', 'easily', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'outflank', 'better', 'upright', 'dear', 'respectable', 'sound', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']","Christopher Davis, First Family."
speak,"['address', 'verbalise', 'mouth', 'talk', 'utter', 'verbalize', 'speak']","Christopher Davis, First Family."
kind,"['kind', 'form', 'tolerant', 'genial', 'sort', 'variety']","Christopher Davis, First Family."
allowed,"['tolerate', 'permit', 'appropriate', 'grant', 'reserve', 'allow_for', 'provide', 'take_into_account', 'countenance', 'give_up', 'leave', 'set_aside', 'admit', 'earmark', 'let', 'allow']","Christopher Davis, First Family."
evening,"['flush', 'eve', 'evening', 'even_out', 'level', 'eventide', 'even']","Christopher Davis, First Family."
look,"['front', 'depend', 'flavour', 'reckon', 'seem', 'facial_expression', 'expect', 'calculate', 'looking_at', 'appear', 'expression', 'wait', 'feel', 'await', 'see', 'spirit', 'feeling', 'take_care', 'aspect', 'flavor', 'search', 'look', 'attend', 'smell', 'count', 'face', 'tone', 'looking', 'bet']","Christopher Davis, First Family."
smart,"['smartness', 'ache', 'hurt', 'overbold', 'saucy', 'bright', 'fresh', 'smart', 'voguish', 'sassy', 'wise', 'impertinent', 'smarting', 'chic', 'impudent']","Christopher Davis, First Family."
house,"['planetary_house', 'home', 'house', 'put_up', 'sign_of_the_zodiac', 'business_firm', 'star_sign', 'family', 'sign', 'household', 'menage', 'theater', 'theatre', 'domiciliate', 'firm', 'mansion']","Christopher Davis, First Family."
miss,"['young_woman', 'drop', 'fille', 'girl', 'lack', 'missy', 'neglect', 'miss', 'omit', 'overleap', 'young_lady', 'overlook', 'pretermit', 'leave_out', 'escape', 'Miss', 'lose', 'misfire']","Christopher Davis, First Family."
deliberately,"['on_purpose', 'measuredly', 'advisedly', 'deliberately', 'designedly', 'by_choice', 'by_design', 'intentionally', 'purposely']","Christopher Davis, First Family."
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']","Christopher Davis, First Family."
discount,"['brush_aside', 'dismiss', 'price_reduction', 'rebate', 'brush_off', 'discount', 'discount_rate', 'push_aside', 'disregard', 'ignore', 'deduction', 'bank_discount']","Christopher Davis, First Family."
make,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'shuffle', 'take', 'progress_to', 'brand', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'shuffling', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']","Christopher Davis, First Family."
routine,"['subroutine', 'workaday', 'unremarkable', 'subprogram', 'act', 'procedure', 'bit', 'everyday', 'number', 'turn', 'routine', 'modus_operandi', 'quotidian', 'function', 'mundane']","Christopher Davis, First Family."
are,"['comprise', 'follow', 'embody', 'constitute', 'be', 'ar', 'equal', 'personify', 'cost', 'are', 'make_up', 'live', 'represent', 'exist']","Christopher Davis, First Family."
tapered,"['point', 'tapering', 'taper', 'sharpen', 'tapered', 'narrowing']","Christopher Davis, First Family."
unnecessarily,['unnecessarily'],"Christopher Davis, First Family."
thick,"['slurred', 'blockheaded', 'thick', 'heavyset', 'thick-skulled', 'wooden-headed', 'deep', 'compact', 'duncish', 'fatheaded', 'thickheaded', 'boneheaded', 'thickset', 'chummy', 'loggerheaded', 'thickly', 'midst', 'dense', 'stocky', 'duncical', 'buddy-buddy']","Christopher Davis, First Family."
under,"['under', 'below', 'nether']","Christopher Davis, First Family."
