w,vector_semantico
United,"['unify', 'combine', 'united', 'connect', 'link', 'link_up', 'merge', 'joined', 'unite', 'join']",Tracts published by American Tract Society
patients,"['patient', 'patient_role', 'affected_role']",Tracts published by American Tract Society
rockets,"['roquette', 'arugula', 'skyrocket', 'Eruca_sativa', 'rocket_salad', 'rocket_engine', 'Eruca_vesicaria_sativa', 'garden_rocket', 'projectile', 'rocket']",Tracts published by American Tract Society
Himself,[],Tracts published by American Tract Society
makes,"['take_a_shit', 'arrive_at', 'lay_down', 'make', 'make_believe', 'draw', 'take_in', 'take_a_leak', 'wee', 'clear', 'realise', 'cause', 'hit', 'micturate', 'urinate', 'pee', 'earn', 'constitute', 'construct', 'cook', 'stool', 'piddle', 'have', 'pull_in', 'build', 'spend_a_penny', 'ready', 'brand', 'get_to', 'do', 'make_water', 'progress_to', 'relieve_oneself', 'wee-wee', 'work', 'get', 'form', 'throw', 'shuffling', 'make_up', 'shuffle', 'induce', 'name', 'attain', 'score', 'puddle', 'create', 'reach', 'defecate', 'fix', 'stimulate', 'bring_in', 'pretend', 'take', 'pass_water', 'produce', 'gain', 'establish', 'realize', 'take_a_crap', 'give', 'piss', 'prepare', 'hold', 'seduce', 'crap', 'pee-pee', 'ca-ca', 'nominate', 'shit']",Tracts published by American Tract Society
earthly,['earthly'],Tracts published by American Tract Society
Truth,"['trueness', 'Truth', 'Sojourner_Truth', 'the_true', 'true_statement', 'accuracy', 'verity', 'truth']",Tracts published by American Tract Society
radiant,"['beamy', 'beaming', 'refulgent', 'radiant', 'effulgent']",Tracts published by American Tract Society
temporarily,['temporarily'],Tracts published by American Tract Society
century,"['C', '100', 'hundred', 'one_C', 'century']",Tracts published by American Tract Society
television,"['telecasting', 'television_set', 'boob_tube', 'TV', 'television_system', 'video', 'idiot_box', 'tv_set', 'tv', 'television_receiver', 'goggle_box', 'telly', 'television']",Tracts published by American Tract Society
depart,"['take_leave', 'deviate', 'go_away', 'sidetrack', 'diverge', 'straggle', 'start_out', 'set_off', 'pull_up_stakes', 'digress', 'leave', 'vary', 'depart', 'set_out', 'quit', 'take_off', 'set_forth', 'part', 'go', 'start']",Tracts published by American Tract Society
though,['though'],Tracts published by American Tract Society
radio,"['wireless', 'radio_set', 'radio', 'radiocommunication', 'tuner', 'receiving_set', 'radio_receiver']",Tracts published by American Tract Society
half,"['half', 'one-half']",Tracts published by American Tract Society
wrote,"['pen', 'compose', 'save', 'publish', 'drop_a_line', 'write', 'spell', 'indite']",Tracts published by American Tract Society
functions,"['map', 'function', 'officiate', 'subprogram', 'procedure', 'operate', 'purpose', 'work', 'mapping', 'role', 'occasion', 'office', 'subroutine', 'single-valued_function', 'run', 'serve', 'mathematical_function', 'part', 'affair', 'use', 'go', 'social_occasion', 'social_function', 'routine']",Tracts published by American Tract Society
destroy,"['ruin', 'destruct', 'put_down', 'destroy', 'demolish']",Tracts published by American Tract Society
Psalm,"['Psalm', 'psalm']",Tracts published by American Tract Society
:,[],Tracts published by American Tract Society
continue,"['proceed', 'bear_on', 'preserve', 'continue', 'keep', 'carry_on', 'retain', 'remain', 'keep_on', 'cover', 'persist_in', 'stay', 'extend', 'go_along', 'go_forward', 'uphold', 'go_on', 'stay_on']",Tracts published by American Tract Society
holding,"['sustain', 'view_as', 'make', 'curb', 'confine', 'keep_back', 'retention', 'have_got', 'property', 'defend', 'hold_up', 'have', 'concur', 'maintain', 'support', 'admit', 'arrest', 'concord', 'entertain', 'accommodate', 'obligate', 'bear', 'throw', 'harbour', 'nurse', 'go_for', 'bind', 'book', 'check', 'contain', 'carry', 'obtain', 'prevail', 'defy', 'moderate', 'take_hold', 'belongings', 'halt', 'declare', 'keeping', 'take', 'holding', 'restrain', 'keep', 'hold_back', 'retain', 'oblige', 'apply', 'harbor', 'control', 'give', 'adjudge', 'hold_in', 'deem', 'take_for', 'hold', 'guard', 'withstand', 'agree', 'reserve']",Tracts published by American Tract Society
inspired,"['divine', 'invigorate', 'enliven', 'cheer', 'pep_up', 'exalt', 'exhort', 'revolutionise', 'instigate', 'inhale', 'breathe_in', 'prompt', 'barrack', 'elysian', 'animate', 'revolutionize', 'urge', 'inspire', 'inspired', 'root_on', 'urge_on']",Tracts published by American Tract Society
spiritually,['spiritually'],Tracts published by American Tract Society
any,"['whatever', 'any', 'whatsoever']",Tracts published by American Tract Society
ask,"['involve', 'expect', 'necessitate', 'take', 'inquire', 'enquire', 'postulate', 'require', 'ask', 'demand', 'call_for', 'need']",Tracts published by American Tract Society
them,[],Tracts published by American Tract Society
Jesus,"['Good_Shepherd', 'Redeemer', 'Christ', 'the_Nazarene', 'Jesus_of_Nazareth', 'Deliverer', 'Saviour', 'Savior', 'Jesus', 'Jesus_Christ']",Tracts published by American Tract Society
``,[],Tracts published by American Tract Society
share,"['portion_out', 'deal', 'partake', 'divvy_up', 'part', 'apportion', 'contribution', 'ploughshare', 'portion', 'parcel', 'share', 'plowshare', 'percentage', 'partake_in']",Tracts published by American Tract Society
help,"['assistance', 'serve', 'assistant', 'aid', 'avail', 'help_oneself', 'helper', 'service', 'facilitate', 'supporter', 'help', 'assist']",Tracts published by American Tract Society
through,"['through_and_through', 'done', 'through', 'through_with']",Tracts published by American Tract Society
'',[],Tracts published by American Tract Society
religious,"['spiritual', 'religious']",Tracts published by American Tract Society
truly,"['unfeignedly', 'genuinely', 'really', 'in_truth', 'truly', 'sincerely', 'rightfully']",Tracts published by American Tract Society
Testaments,"['Testament', 'testament', 'will']",Tracts published by American Tract Society
every,['every'],Tracts published by American Tract Society
Americans,"['American_language', 'American', 'American_English']",Tracts published by American Tract Society
Read,"['understand', 'say', 'take', 'study', 'read', 'interpret', 'register', 'translate', 'learn', 'show', 'scan', 'record']",Tracts published by American Tract Society
Peace,"['peacefulness', 'serenity', 'public_security', 'peace', 'repose', 'heartsease', 'peace_treaty', 'peace_of_mind', 'ataraxis', 'pacification']",Tracts published by American Tract Society
Prophet,"['vaticinator', 'prophet', 'seer', 'prophesier', 'oracle']",Tracts published by American Tract Society
States,"['state_of_matter', 'Department_of_State', 'commonwealth', 'United_States_Department_of_State', 'submit', 'province', 'posit', 'body_politic', 'tell', 'express', 'state', 'say', 'country', 'DoS', 'State', 'land', 'State_Department', 'nation', 'res_publica', 'put_forward']",Tracts published by American Tract Society
four,"['iv', 'quartet', 'four-spot', 'quadruplet', '4', 'IV', 'four', 'quaternary', 'quatern', 'quaternity', 'foursome', 'tetrad', 'Little_Joe', 'quaternion']",Tracts published by American Tract Society
marriages,"['man_and_wife', 'marriage', 'wedlock', 'married_couple', 'union', 'spousal_relationship', 'wedding', 'matrimony', 'marriage_ceremony']",Tracts published by American Tract Society
has,"['sustain', 'experience', 'give_birth', 'make', 'take_in', 'hour_angle', 'suffer', 'have_got', 'cause', 'accept', 'own', 'have', 'feature', 'ingest', 'consume', 'get', 'bear', 'throw', 'induce', 'let', 'stimulate', 'birth', 'possess', 'take', 'deliver', 'give', 'HA', 'hold', 'receive']",Tracts published by American Tract Society
refute,"['controvert', 'rebut', 'refute']",Tracts published by American Tract Society
constantly,"['always', 'perpetually', 'forever', 'constantly', 'incessantly', 'invariably']",Tracts published by American Tract Society
whether,[],Tracts published by American Tract Society
dismissing,"['give_notice', 'sack', 'throw_out', 'terminate', 'brush_off', 'dismiss', 'discount', 'disregard', 'brush_aside', 'give_the_sack', 'ignore', 'dissolve', 'give_the_axe', 'drop', 'displace', 'force_out', 'send_away', 'fire', 'push_aside', 'can', 'usher_out', 'send_packing']",Tracts published by American Tract Society
opposed,"['fight_back', 'fight', 'pit', 'play_off', 'match', 'fight_down', 'contradict', 'react', 'counterbalance', 'opposed', 'controvert', 'defend', 'oppose']",Tracts published by American Tract Society
was,"['constitute', 'WA', 'equal', 'Evergreen_State', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify', 'Washington']",Tracts published by American Tract Society
forms,"['mannequin', 'variant', 'organise', 'make', 'pattern', 'physique', 'figure', 'contour', 'material_body', 'imprint', 'bod', 'soma', 'conformation', 'class', 'constitute', 'organize', 'course', 'mannikin', 'build', 'anatomy', 'phase', 'word_form', 'variety', 'flesh', 'kind', 'physical_body', 'manakin', 'work', 'mould', 'form', 'descriptor', 'cast', 'take_shape', 'forge', 'manikin', 'frame', 'chassis', 'grade', 'signifier', 'strain', 'spring', 'shape', 'configuration', 'human_body', 'sort', 'var.', 'mold', 'take_form']",Tracts published by American Tract Society
Thou,"['G', 'yard', 'M', 'grand', 'K', 'one_thousand', 'chiliad', 'thou', 'thousand', '1000']",Tracts published by American Tract Society
recorded,"['enter', 'recorded', 'memorialize', 'read', 'immortalise', 'tape', 'commemorate', 'immortalize', 'register', 'put_down', 'show', 'memorialise', 'record']",Tracts published by American Tract Society
years,"['years', 'yr', 'old_age', 'age', 'twelvemonth', 'class', 'days', 'eld', 'geezerhood', 'year', 'long_time']",Tracts published by American Tract Society
for,[],Tracts published by American Tract Society
step,"['footstep', 'pace', 'stride', 'ill-use', 'ill-treat', 'footprint', 'tone', 'tread', 'whole_tone', 'footfall', 'abuse', 'dance_step', 'mistreat', 'footmark', 'gradation', 'step', 'maltreat', 'whole_step', ""stone's_throw"", 'stair', 'measure']",Tracts published by American Tract Society
"70,000,000",[],Tracts published by American Tract Society
sense,"['common_sense', 'smell_out', 'sensation', 'sense', 'horse_sense', 'good_sense', 'mother_wit', 'gumption', 'signified', 'sentience', 'sentiency', 'smell', 'sensory_faculty', 'feel']",Tracts published by American Tract Society
Saviour,"['Good_Shepherd', 'Redeemer', 'Christ', 'the_Nazarene', 'Jesus_of_Nazareth', 'Deliverer', 'savior', 'Saviour', 'Savior', 'saviour', 'Jesus', 'deliverer', 'Jesus_Christ', 'rescuer']",Tracts published by American Tract Society
He,"['He', 'helium', 'atomic_number_2', 'he']",Tracts published by American Tract Society
been,"['constitute', 'equal', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'exist', 'follow', 'personify']",Tracts published by American Tract Society
leads,"['trail', 'tip', 'jumper_cable', 'booster_cable', 'confidential_information', 'leash', 'track', 'lead_story', 'guide', 'spark_advance', 'lead-in', 'contribute', 'Pb', 'conduce', 'pencil_lead', 'jumper_lead', 'head', 'precede', 'leading', 'leave', 'steer', 'direct', 'wind', 'lede', 'top', 'pass', 'principal', 'moderate', 'chair', 'atomic_number_82', 'run', 'take', 'lead', 'tether', 'result', 'conduct', 'go', 'extend', 'star', 'hint']",Tracts published by American Tract Society
important,"['of_import', 'crucial', 'significant', 'important', 'authoritative']",Tracts published by American Tract Society
beyond,['beyond'],Tracts published by American Tract Society
inculcated,"['instill', 'infuse', 'inculcate']",Tracts published by American Tract Society
merely,"['simply', 'merely', 'only', 'just', 'but']",Tracts published by American Tract Society
gain,"['arrive_at', 'make', 'put_on', 'take_in', 'clear', 'hit', 'realise', 'addition', 'win', 'amplification', 'make_headway', 'earn', 'pull_ahead', 'gain_ground', 'pull_in', 'profit', 'acquire', 'benefit', 'attain', 'increase', 'derive', 'gather', 'reach', 'bring_in', 'get_ahead', 'gain', 'realize', 'advance']",Tracts published by American Tract Society
room,"['way', 'room', 'elbow_room', 'board']",Tracts published by American Tract Society
public,"['public', 'populace', 'world']",Tracts published by American Tract Society
bread,"['moolah', 'clams', 'loot', 'gelt', 'lolly', 'cabbage', 'kale', 'scratch', 'boodle', 'sugar', 'lettuce', 'wampum', 'shekels', 'pelf', 'staff_of_life', 'breadstuff', 'bread', 'dough', 'simoleons', 'lucre', 'dinero']",Tracts published by American Tract Society
looked,"['expect', 'appear', 'reckon', 'wait', 'look', 'attend', 'face', 'bet', 'depend', 'see', 'await', 'calculate', 'take_care', 'count', 'seem', 'front', 'search']",Tracts published by American Tract Society
props,"['airplane_propeller', 'prop_up', 'prop', 'props', 'shore_up', 'airscrew', 'shore', 'property']",Tracts published by American Tract Society
likewise,"['besides', 'also', 'similarly', 'alike', 'likewise', 'as_well', 'too']",Tracts published by American Tract Society
substitutes,"['fill-in', 'replacement', 'sub', 'stand_in', 'reliever', 'relief', 'step_in', 'deputise', 'interchange', 'backup', 'second-stringer', 'deputize', 'substitute', 'stand-in', 'exchange', 'fill_in', 'replace', 'backup_man', 'reserve']",Tracts published by American Tract Society
herpetology,['herpetology'],Tracts published by American Tract Society
exception,"['exception', 'elision', 'exclusion']",Tracts published by American Tract Society
some,"['around', 'about', 'approximately', 'roughly', 'close_to', 'or_so', 'more_or_less', 'some', 'just_about']",Tracts published by American Tract Society
privilege,"['perquisite', 'favor', 'prerogative', 'exclusive_right', 'privilege', 'favour']",Tracts published by American Tract Society
followed,"['stick_with', 'succeed', 'accompany', 'espouse', 'postdate', 'keep_an_eye_on', 'watch', 'pursue', 'surveil', 'fall_out', 'stick_to', 'keep_abreast', 'play_along', 'survey', 'come_after', 'take_after', 'be', 'abide_by', 'conform_to', 'keep_up', 'observe', 'watch_over', 'comply', 'come', 'adopt', 'follow', 'trace', 'travel_along']",Tracts published by American Tract Society
need,"['motivation', 'involve', 'necessitate', 'want', 'take', 'call_for', 'motive', 'postulate', 'require', 'penury', 'ask', 'pauperism', 'demand', 'pauperization', 'indigence', 'need']",Tracts published by American Tract Society
and,[],Tracts published by American Tract Society
"$200,000,000",[],Tracts published by American Tract Society
hearty,"['red-blooded', 'lusty', 'hearty', 'satisfying', 'full-blooded', 'solid', 'square', 'substantial']",Tracts published by American Tract Society
guiding,"['guiding', 'draw', 'channelise', 'guide', 'maneuver', 'manoeuver', 'manoeuvre', 'head', 'direct', 'steer', 'guide_on', 'point', 'directing', 'pass', 'run', 'channelize', 'lead', 'take', 'directive', 'conduct', 'directional']",Tracts published by American Tract Society
message,"['substance', 'content', 'subject_matter', 'message']",Tracts published by American Tract Society
believe,"['conceive', 'trust', 'believe', 'think', 'consider']",Tracts published by American Tract Society
duties,"['tariff', 'duty', 'obligation', 'responsibility']",Tracts published by American Tract Society
portion,"['fate', 'portion', 'helping', 'allot', 'lot', 'serving', 'percentage', 'component', 'component_part', 'parcel', 'luck', 'constituent', 'assign', 'circumstances', 'destiny', 'dower', 'dowry', 'fortune', 'dowery', 'part', 'share']",Tracts published by American Tract Society
link,"['connection', 'radio_link', 'link', 'tie-in', 'join', 'contact', 'connect', 'connectedness', 'link_up', 'connexion', 'tie_in', 'unite', 'inter-group_communication', 'colligate', 'data_link', 'relate', 'nexus', 'tie', 'associate', 'yoke', 'linkup', 'liaison']",Tracts published by American Tract Society
Before,"['before', 'in_front', 'earlier', 'ahead']",Tracts published by American Tract Society
Father,"['generate', 'father', 'Padre', 'forefather', 'Father', 'founding_father', 'mother', 'engender', 'Fatherhood', 'Church_Father', 'male_parent', 'begetter', 'get', 'beget', 'Father-God', 'don', 'Father_of_the_Church', 'founder', 'beginner', 'bring_forth', 'sire']",Tracts published by American Tract Society
spirituality,"['spiritism', 'spiritualism', 'spirituality', 'spiritualty', 'church_property', 'otherworldliness']",Tracts published by American Tract Society
relatives,"['congener', 'congenator', 'relation', 'congeneric', 'relative']",Tracts published by American Tract Society
naturally,"['of_course', 'naturally', 'by_nature', 'course']",Tracts published by American Tract Society
tendered,"['tenderize', 'offer', 'bid', 'tenderise', 'tender']",Tracts published by American Tract Society
Are,"['constitute', 'equal', 'are', 'embody', 'cost', 'comprise', 'represent', 'make_up', 'live', 'be', 'personify', 'exist', 'follow', 'ar']",Tracts published by American Tract Society
reported,"['describe', 'reported', 'cover', 'report', 'account']",Tracts published by American Tract Society
all,"['entirely', 'all', 'whole', 'completely', 'totally', 'altogether', 'wholly']",Tracts published by American Tract Society
vital,"['full_of_life', 'life-sustaining', 'vital', 'critical', 'lively']",Tracts published by American Tract Society
Book,"['script', 'Word', 'Koran', 'Holy_Scripture', 'book_of_account', 'Book', 'leger', 'volume', 'rule_book', 'Quran', 'Bible', 'Scripture', 'record', 'account_book', 'ledger', 'book', 'Christian_Bible', 'Holy_Writ', ""al-Qur'an"", 'record_book', 'Word_of_God', 'Good_Book', 'playscript', 'hold', 'reserve']",Tracts published by American Tract Society
gazing,"['gaze', 'stare']",Tracts published by American Tract Society
times,"['metre', 'time', 'prison_term', 'fourth_dimension', 'times', 'clock_time', 'clip', 'meter', 'sentence', 'clock', 'multiplication']",Tracts published by American Tract Society
profit,"['profits', 'gain', 'profit', 'earnings', 'turn_a_profit', 'benefit', 'lucre', 'net', 'net_income', 'net_profit']",Tracts published by American Tract Society
dearest,"['costly', 'love', 'high-priced', 'honey', 'heartfelt', 'dear', 'pricey', 'pricy', 'dearest', 'earnest', 'devout', 'beloved', 'darling', 'near', 'good']",Tracts published by American Tract Society
sputniks,['sputnik'],Tracts published by American Tract Society
out,"['come_out', 'forbidden', 'taboo', 'stunned', 'tabu', 'away', 'extinct', 'kayoed', 'prohibited', 'proscribed', 'come_out_of_the_closet', 'out', 'verboten', 'knocked_out', ""KO'd""]",Tracts published by American Tract Society
events,"['case', 'upshot', 'outcome', 'consequence', 'result', 'event', 'effect', 'issue']",Tracts published by American Tract Society
average,"['norm', 'mediocre', 'intermediate', 'average_out', 'modal', 'medium', 'average', 'median', 'mean', 'fair', 'middling', 'ordinary']",Tracts published by American Tract Society
ministering,['minister'],Tracts published by American Tract Society
newspaper,"['newsprint', 'newspaper', 'paper', 'newspaper_publisher']",Tracts published by American Tract Society
too,"['excessively', 'overly', 'besides', 'also', 'to_a_fault', 'likewise', 'as_well', 'too']",Tracts published by American Tract Society
significant,"['meaning', 'significant', 'pregnant', 'important', 'substantial']",Tracts published by American Tract Society
