w,vector_semantico
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']",High Fidelity
playing,"['take_on', 'play', 'playing', 'performing', 'act', 'fiddle', 'wreak', 'dally', 'spiel', 'run', 'meet', 'act_as', 'playacting', 'bring', 'diddle', 'represent', 'recreate', 'bet', 'trifle', 'work', 'toy', 'wager', 'playact', 'acting', 'make_for', 'flirt', 'encounter', 'roleplay']",High Fidelity
stated,"['put_forward', 'say', 'submit', 'posit', 'stated', 'tell', 'express', 'state', 'declared']",High Fidelity
phrase,"['musical_phrase', 'idiomatic_expression', 'give_voice', 'word', 'phrase', 'formulate', 'set_phrase', 'articulate', 'idiom', 'phrasal_idiom']",High Fidelity
Schubert-Beethoven-Mozart,[],High Fidelity
:,[],High Fidelity
free,"['exempt', 'loose', 'release', 'disengage', 'detached', 'innocent', 'free', 'give_up', 'unloosen', 'relinquish', 'destitute', 'spare', 'liberal', 'rid', 'justify', 'complimentary', 'gratuitous', 'disembarrass', 'costless', 'free_people', 'discharge', 'barren', 'dislodge', 'relieve', 'unfreeze', 'liberate', 'gratis', 'absolve', 'unloose', 'unblock', 'devoid', 'resign']",High Fidelity
reaches,"['accomplish', 'reaching', 'give', 'make', 'reach', 'arrive_at', 'touch', 'grasp', 'contact', 'pass_on', 'get_through', 'turn_over', 'hit', 'achieve', 'pass', 'get_hold_of', 'gain', 'attain', 'extend_to', 'strain', 'stretch', 'ambit', 'reach_out', 'progress_to', 'get_to', 'hand', 'strive', 'orbit', 'compass', 'range', 'scope']",High Fidelity
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']",High Fidelity
stamp,"['stamp', 'mould', 'revenue_stamp', 'stereotype', 'mold', 'stump', 'impression', 'legal_tender', 'pigeonhole', 'boss', 'postage', 'seal', 'tender', 'pestle', 'stomp', 'emboss', 'postage_stamp', 'cast']",High Fidelity
con,"['memorize', 'swindle', 'nobble', 'sting', 'confidence_game', 'bunko', 'con', 'inmate', 'short-change', 'confidence_trick', 'rook', 'victimize', 'hustle', 'scam', 'con_game', 'diddle', 'memorise', 'flimflam', 'gyp', 'learn', 'yardbird', 'bunco', 'gip', 'defraud', 'bunco_game', 'convict', 'goldbrick', 'mulct', 'yard_bird', 'hornswoggle', 'bunko_game']",High Fidelity
achieve,"['accomplish', 'achieve', 'attain', 'reach']",High Fidelity
tend,"['tend', 'run', 'lean', 'be_given', 'incline']",High Fidelity
kept,"['stay_fresh', 'go_along', 'prevent', 'go_on', 'unbroken', 'keep_open', 'celebrate', 'kept', 'restrain', 'observe', 'keep_back', 'retain', 'continue', 'keep', 'hold', 'keep_on', 'preserve', 'hold_open', 'hold_on', 'sustain', 'hold_back', 'save', 'proceed', 'maintain']",High Fidelity
relation,"['sexual_intercourse', 'relative', 'intercourse', 'copulation', 'relation', 'coition', 'telling', 'carnal_knowledge', 'relation_back', 'coitus', 'sexual_congress', 'sexual_relation', 'recounting', 'sex_act', 'congress']",High Fidelity
Johann,[],High Fidelity
those,[],High Fidelity
technique,"['technique', 'proficiency']",High Fidelity
distinction,"['preeminence', 'differentiation', 'distinction', 'note', 'eminence']",High Fidelity
problems,"['job', 'problem', 'trouble']",High Fidelity
favor,"['privilege', 'party_favour', 'prefer', 'party_favor', 'favor', 'favour']",High Fidelity
differ,"['dissent', 'take_issue', 'disagree', 'differ']",High Fidelity
song,"['vocal', 'strain', 'Song_dynasty', 'call', 'Sung', 'Sung_dynasty', 'birdcall', 'song', 'birdsong', 'Song']",High Fidelity
his,[],High Fidelity
needed,"['needed', 'need', 'requisite', 'needful', 'postulate', 'want', 'take', 'necessitate', 'ask', 'require', 'involve', 'demand', 'call_for', 'required']",High Fidelity
enter,"['enroll', 'embark', 'recruit', 'insert', 'infix', 'record', 'get_into', 'go_in', 'go_into', 'get_in', 'come_in', 'introduce', 'move_into', 'enter', 'participate', 'put_down', 'inscribe', 'enrol', 'figure', 'accede']",High Fidelity
intimate,"['internal', 'confidant', 'familiar', 'knowledgeable', 'insinuate', 'intimate', 'versed', 'cozy', 'informal', 'sexual', 'adumbrate', 'inner', 'suggest']",High Fidelity
Great,"['outstanding', 'majuscule', 'bully', 'groovy', 'not_bad', 'gravid', 'swell', 'heavy', 'enceinte', 'great', 'smashing', 'neat', 'corking', 'with_child', 'slap-up', 'keen', 'expectant', 'capital', 'cracking', 'dandy', 'nifty', 'large', 'bang-up', 'big', 'peachy']",High Fidelity
from,[],High Fidelity
hear,"['get_a_line', 'see', 'get_word', 'take_heed', 'learn', 'get_wind', 'pick_up', 'listen', 'try', 'discover', 'hear', 'find_out']",High Fidelity
laendler,[],High Fidelity
Glazer,"['glazier', 'glazer', 'glass_cutter', 'glass-cutter', 'glassworker']",High Fidelity
copy,"['copy', 'written_matter', 'transcript', 'simulate', 're-create', 'replicate', 'imitate']",High Fidelity
best,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'easily', 'comfortably', 'salutary', 'honest', 'undecomposed', 'full', 'respectable', 'Charles_Herbert_Best', 'in_effect', 'sound', 'outdo', 'better', 'topper', 'intimately', 'estimable', 'proficient', 'C._H._Best', 'skillful', 'outflank', 'trump', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'best', 'right', 'in_force', 'unspoilt', 'good', 'advantageously', 'well', 'upright', 'just', 'scoop', 'effective', 'unspoiled', 'substantially', 'considerably', 'honorable', 'safe', 'Best']",High Fidelity
quite,"['quite_an', 'quite_a', 'rather', 'quite']",High Fidelity
conventional,"['ceremonious', 'schematic', 'conventional', 'formal', 'established']",High Fidelity
sounds,"['voice', 'vocalize', 'go', 'speech_sound', 'audio', 'fathom', 'phone', 'auditory_sensation', 'strait', 'vocalise', 'sound']",High Fidelity
pedagogical,"['pedagogical', 'pedagogic']",High Fidelity
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']",High Fidelity
already,['already'],High Fidelity
appreciate,"['take_account', 'apprise', 'revalue', 'prize', 'apprize', 'appreciate', 'value', 'treasure']",High Fidelity
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",High Fidelity
today,"['today', 'nowadays', 'now']",High Fidelity
color,"['colour_in', 'colour', 'coloration', 'colouration', 'semblance', 'color_in', 'colourise', 'distort', 'emblazon', 'colouring', 'gloss', 'colorize', 'discolor', 'colouring_material', 'people_of_colour', 'discolour', 'colorise', 'vividness', 'coloring', 'colourize', 'people_of_color', 'tinge', 'coloring_material', 'color']",High Fidelity
china,"['Cathay', 'Taiwan', 'Republic_of_China', 'PRC', 'Red_China', 'Communist_China', 'Nationalist_China', 'mainland_China', 'chinaware', 'China', ""People's_Republic_of_China"", 'china']",High Fidelity
vanish,"['vanish', 'disappear', 'go_away', 'fell', 'fly', 'vaporize']",High Fidelity
structural,"['geomorphologic', 'structural', 'geomorphological', 'morphological', 'morphologic']",High Fidelity
happy,"['felicitous', 'happy', 'well-chosen', 'glad']",High Fidelity
things,"['matter', 'thing', 'affair', 'things']",High Fidelity
On,"['along', 'on']",High Fidelity
rhythms,"['musical_rhythm', 'calendar_method', 'beat', 'round', 'speech_rhythm', 'cycle', 'rhythm', 'rhythm_method', 'rhythm_method_of_birth_control', 'regular_recurrence', 'calendar_method_of_birth_control']",High Fidelity
),[],High Fidelity
awareness,"['sentience', 'knowingness', 'awareness', 'cognisance', 'consciousness', 'cognizance']",High Fidelity
bristles,"['stand_up', 'bristle', 'abound', 'burst', 'uprise']",High Fidelity
brilliance,"['splendour', 'glare', 'genius', 'brilliance', 'grandeur', 'splendor', 'blaze', 'grandness', 'magnificence']",High Fidelity
fourth,"['quaternary', '4th', 'quartern', 'quarter', 'fourth_part', 'one-quarter', 'twenty-five_percent', 'fourthly', 'fourth', 'one-fourth']",High Fidelity
significance,"['signification', 'implication', 'meaning', 'significance', 'import']",High Fidelity
Quartet,"['quartette', 'quadruplet', 'quaternary', 'four', 'quartet', 'IV', 'Little_Joe', 'quaternity', 'foursome', 'tetrad', 'quaternion', 'quatern', 'quadruple', '4']",High Fidelity
