w,vector_semantico
words,"['lyric', 'give_voice', 'Bible', 'speech', 'phrase', 'run-in', 'give-and-take', 'dustup', 'discussion', 'word_of_honor', 'quarrel', 'Christian_Bible', 'row', 'language', 'Holy_Writ', 'Word', 'Logos', 'watchword', ""actor's_line"", 'tidings', 'news', 'parole', 'password', 'word', 'Son', 'intelligence', 'countersign', 'words', 'Word_of_God', 'Scripture', 'Book', 'Holy_Scripture', 'formulate', 'articulate', 'wrangle', 'Good_Book']","The Miami Herald, September"
4,"['quadruplet', 'quaternary', 'four', 'quartet', 'IV', 'Little_Joe', 'quaternity', 'foursome', 'tetrad', 'iv', 'quaternion', 'quatern', '4']","The Miami Herald, September"
Moon-faced,"['round-faced', 'moon-faced']","The Miami Herald, September"
would-be,"['would-be', 'manque']","The Miami Herald, September"
four,"['quadruplet', 'quaternary', 'four', 'quartet', 'IV', 'Little_Joe', 'quaternity', 'foursome', 'tetrad', 'iv', 'quaternion', 'four-spot', 'quatern', '4']","The Miami Herald, September"
rises,"['come_up', 'heighten', 'hike', 'resurrect', 'rising_slope', 'jump', 'procession', 'lift', 'get_up', 'arise', 'prove', 'mount', 'go_up', 'acclivity', 'salary_increase', 'rebel', 'grow', 'spring_up', 'move_up', 'emanation', 'stand_up', 'rise', 'wage_increase', 'originate', 'ascending', 'climb_up', 'rising', 'raise', 'ascent', 'cost_increase', 'turn_out', 'ascend', 'uprise', 'rear', 'upgrade', 'wage_hike', 'boost', 'climb', 'advance', 'wax', 'surface', 'rise_up', 'develop', 'ascension']","The Miami Herald, September"
somebody,"['soul', 'individual', 'someone', 'mortal', 'somebody', 'person']","The Miami Herald, September"
lip,"['mouth', 'backtalk', 'sassing', 'sass', 'rim', 'brim', 'lip', 'back_talk']","The Miami Herald, September"
long,"['retentive', 'foresighted', 'recollective', 'yearn', 'tenacious', 'foresightful', 'hanker', 'farseeing', 'prospicient', 'longsighted', 'farsighted', 'long']","The Miami Herald, September"
36,"['xxxvi', '36', 'thirty-six']","The Miami Herald, September"
spectacle,['spectacle'],"The Miami Herald, September"
losing,"['lose', 'miss', 'turn_a_loss', 'suffer', 'fall_back', 'mislay', 'drop_off', 'recede', 'fall_behind', 'misplace']","The Miami Herald, September"
seats,"['seats', 'ass', 'backside', 'sit_down', 'keister', 'fanny', 'sit', 'buns', 'stern', 'seating_area', 'tooshie', 'derriere', 'behind', 'can', 'induct', 'place', 'bum', 'tail', 'seat', 'prat', 'rump', 'butt', 'bottom', 'seating', 'seating_room', 'tush', 'hind_end', 'rear', 'tail_end', 'buttocks', 'invest', 'rear_end', 'arse', 'posterior', 'hindquarters', 'nates', 'fundament']","The Miami Herald, September"
soul,"['soul', 'psyche', 'individual', 'someone', 'soulfulness', 'mortal', 'somebody', 'person']","The Miami Herald, September"
captive,"['prisoner', 'captive', 'engrossed', 'confined', 'jailed', 'absorbed', 'enwrapped', 'imprisoned', 'intent', 'wrapped']","The Miami Herald, September"
preamble,['preamble'],"The Miami Herald, September"
someone,"['soul', 'individual', 'someone', 'mortal', 'somebody', 'person']","The Miami Herald, September"
tragic,"['tragic', 'tragical']","The Miami Herald, September"
pattern,"['convention', 'approach_pattern', 'design', 'form', 'pattern', 'figure', 'radiation_pattern', 'blueprint', 'model', 'rule', 'shape', 'traffic_pattern', 'radiation_diagram', 'normal', 'formula', 'practice']","The Miami Herald, September"
savage,"['brute', 'fell', 'barbaric', 'blast', 'savage', 'wildcat', 'roughshod', 'uncivilized', 'cruel', 'wild', 'ferocious', 'wolf', 'furious', 'vicious', 'brutal', 'barbarous', 'barbarian', 'uncivilised', 'fierce', 'feral', 'pillory', 'crucify', 'ferine', 'beast']","The Miami Herald, September"
make,"['urinate', 'get', 'realize', 'give', 'ca-ca', 'make', 'reach', 'do', 'arrive_at', 'cook', 'brand', 'fix', 'pull_in', 'build', 'pass_water', 'constitute', 'name', 'create', 'hit', 'piss', 'bring_in', 'construct', 'prepare', 'produce', 'stool', 'take_a_crap', 'pee', 'shuffle', 'induce', 'relieve_oneself', 'stimulate', 'gain', 'wee', 'attain', 'spend_a_penny', 'take_a_leak', 'seduce', 'pretend', 'clear', 'hold', 'make_water', 'make_up', 'progress_to', 'take', 'get_to', 'establish', 'shuffling', 'take_in', 'shit', 'piddle', 'take_a_shit', 'nominate', 'work', 'ready', 'micturate', 'defecate', 'lay_down', 'throw', 'cause', 'form', 'score', 'wee-wee', 'make_believe', 'pee-pee', 'draw', 'crap', 'earn', 'realise', 'puddle', 'have']","The Miami Herald, September"
tip,"['backsheesh', 'peak', 'slant', 'tiptoe', 'baksheesh', 'tip', 'tap', 'wind', 'tip_off', 'angle', 'lean', 'bakshis', 'crest', 'crown', 'summit', 'pourboire', 'tilt', 'steer', 'top', 'point', 'tippytoe', 'topple', 'fee', 'bakshish', 'confidential_information', 'tumble', 'lead', 'bung', 'gratuity', 'hint']","The Miami Herald, September"
concrete,['concrete'],"The Miami Herald, September"
until,[],"The Miami Herald, September"
system,"['organization', 'scheme', 'system', 'system_of_rules', 'arrangement', 'organisation']","The Miami Herald, September"
full,"['total', 'full-of-the-moon', 'good', 'full_phase_of_the_moon', 'full_moon', 'broad', 'to_the_full', 'wax', 'replete', 'full', 'entire', 'wide-cut', 'wide', 'fully']","The Miami Herald, September"
enacting,"['reenact', 'ordain', 'act_out', 'enact']","The Miami Herald, September"
its,"['information_technology', 'IT']","The Miami Herald, September"
money,['money'],"The Miami Herald, September"
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']","The Miami Herald, September"
balance,"['Libra_the_Balance', 'counterpoise', 'poise', 'equaliser', 'balance', 'equipoise', 'residual', 'Balance', 'residuum', 'proportionality', 'residue', 'equilibrate', 'symmetry', 'equilibrium', 'correspondence', 'symmetricalness', 'remainder', 'equalizer', 'equilibrize', 'proportion', 'Libra_the_Scales', 'rest', 'counterbalance', 'equilibrise', 'balance_wheel', 'counterweight', 'Libra']","The Miami Herald, September"
Rhodesia,"['Rhodesia', 'Republic_of_Zimbabwe', 'Zimbabwe', 'Southern_Rhodesia']","The Miami Herald, September"
owners,"['possessor', 'proprietor', 'owner']","The Miami Herald, September"
newly,"['freshly', 'fresh', 'newly', 'new']","The Miami Herald, September"
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']","The Miami Herald, September"
commendable,"['admirably', 'laudable', 'praiseworthy', 'laudably', 'applaudable', 'praiseworthily', 'commendable']","The Miami Herald, September"
record,"['show', 'commemorate', 'criminal_record', 'track_record', 'record', 'platter', 'book', 'disc', 'disk', 'register', 'memorialise', 'enter', 'immortalize', 'put_down', 'record_book', 'read', 'tape', 'phonograph_record', 'immortalise', 'phonograph_recording', 'memorialize']","The Miami Herald, September"
extremists,['extremist'],"The Miami Herald, September"
bloody,"['flaming', 'damn', 'all-fired', 'fucking', 'bloody', 'blinking', 'blooming', 'crashing', 'bally']","The Miami Herald, September"
authority,"['self-assurance', 'say-so', 'government_agency', 'self-confidence', 'authorisation', 'authority', 'confidence', 'office', 'dominance', 'authorization', 'assurance', 'bureau', 'sanction', 'agency', 'potency', 'sureness', 'federal_agency']","The Miami Herald, September"
never,"['never', ""ne'er""]","The Miami Herald, September"
aging,"['get_on', 'maturate', 'senescence', 'ripening', 'aging', 'mature', 'age', 'senesce', 'senescent', 'ageing']","The Miami Herald, September"
three,"['terzetto', 'triad', 'threesome', 'deuce-ace', 'triplet', 'trey', '3', 'three', 'troika', 'ternary', 'ternion', 'III', 'leash', 'trio', 'trinity', 'tercet', 'tierce', 'trine', 'iii']","The Miami Herald, September"
monument,"['monument', 'memorial', 'repository']","The Miami Herald, September"
means,"['intend', 'signify', 'imply', 'have_in_mind', 'entail', 'mean_value', 'think_of', 'substance', 'means', 'mean', 'stand_for', 'think', 'agency', 'way']","The Miami Herald, September"
community,"['residential_area', 'biotic_community', 'community_of_interests', 'community', 'residential_district']","The Miami Herald, September"
draws,"['disembowel', 'hook', 'get', 'suck', 'take_up', 'draw_play', 'make', 'absorb', 'attraction', 'hooking', 'take_out', 'pull_out', 'pull_in', 'trace', 'pull', 'attract', 'attractor', 'guide', 'run', 'draw_poker', 'pass', 'eviscerate', 'draw_in', 'drawing_card', 'get_out', 'line', 'haul', 'suck_up', 'depict', 'puff', 'thread', 'lot', 'haulage', 'delineate', 'tie', 'attracter', 'take_in', 'describe', 'cast', 'string', 'pull_back', 'soak_up', 'sop_up', 'imbibe', 'standoff', 'withdraw', 'draw', 'reap', 'draw_off', 'force', 'quarter', 'draw_and_quarter', 'drag']","The Miami Herald, September"
preference,"['taste', 'druthers', 'penchant', 'predilection', 'orientation', 'preference']","The Miami Herald, September"
handled,"['wield', 'palm', 'deal', 'do_by', 'address', 'handled', 'manage', 'care', 'cover', 'plow', 'handle', 'treat']","The Miami Herald, September"
hotels,['hotel'],"The Miami Herald, September"
Democratic,"['popular', 'democratic', 'Democratic']","The Miami Herald, September"
newest,"['fresh', 'novel', 'Modern', 'young', 'raw', 'New', 'unexampled', 'newfangled', 'new']","The Miami Herald, September"
firmness,"['resoluteness', 'firmness_of_purpose', 'firmness', 'resolution', 'resolve', 'soundness', 'steadiness']","The Miami Herald, September"
democracy,"['democracy', 'majority_rule', 'republic', 'commonwealth']","The Miami Herald, September"
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']","The Miami Herald, September"
becomes,"['go', 'get', 'become', 'turn', 'suit']","The Miami Herald, September"
pennies,"['centime', 'cent', 'penny']","The Miami Herald, September"
Company's,[],"The Miami Herald, September"
both,['both'],"The Miami Herald, September"
serve,"['wait_on', 'suffice', 'assist', 'service', 'dish', 'function', 'dish_up', 'serve_well', 'do', 'attend', 'answer', 'help', 'process', 'dish_out', 'serve', 'swear_out', 'attend_to', 'serve_up']","The Miami Herald, September"
likely,"['in_all_probability', 'potential', 'probable', 'in_all_likelihood', 'probably', 'belike', 'likely']","The Miami Herald, September"
plan,"['project', 'design', 'contrive', 'architectural_plan', 'program', 'be_after', 'plan', 'programme']","The Miami Herald, September"
string,"['string_along', 'bowed_stringed_instrument', 'cosmic_string', 'chain', 'strand', 'drawing_string', 'thread', 'draw', 'drawstring', 'string_up', 'twine', 'train', 'string']","The Miami Herald, September"
by,"['away', 'aside', 'past', 'by']","The Miami Herald, September"
Whether,[],"The Miami Herald, September"
revenue,"['gross', 'revenue', 'tax_revenue', 'tax_income', 'receipts', 'taxation']","The Miami Herald, September"
must,"['mustiness', 'must', 'moldiness']","The Miami Herald, September"
good,"['expert', 'ripe', 'adept', 'skilful', 'serious', 'salutary', 'honest', 'undecomposed', 'full', 'thoroughly', 'respectable', 'commodity', 'in_effect', 'sound', 'trade_good', 'estimable', 'proficient', 'skillful', 'secure', 'dependable', 'dear', 'practiced', 'near', 'beneficial', 'right', 'in_force', 'soundly', 'unspoilt', 'good', 'goodness', 'well', 'upright', 'just', 'effective', 'unspoiled', 'honorable', 'safe']","The Miami Herald, September"
decision,"['decisiveness', 'decision', 'conclusion', 'determination']","The Miami Herald, September"
spirit,"['feel', 'smell', 'tone', 'liveliness', 'feeling', 'look', 'flavour', 'emotional_state', 'life', 'spirit', 'disembodied_spirit', 'intent', 'purport', 'inspirit', 'spirit_up', 'sprightliness', 'heart', 'flavor']","The Miami Herald, September"
group,"['radical', 'mathematical_group', 'group', 'grouping', 'aggroup', 'chemical_group']","The Miami Herald, September"
assess,"['ass', 'backside', 'piece_of_ass', 'keister', 'screwing', 'value', 'fanny', 'screw', 'buns', 'stern', 'tooshie', 'measure', 'valuate', 'tax', 'derriere', 'piece_of_tail', 'behind', 'can', 'nooky', 'fuck', 'shtup', 'roll_in_the_hay', 'bum', 'fucking', 'tail', 'seat', 'prat', 'rump', 'butt', 'bottom', 'tush', 'hind_end', 'rear', 'tail_end', 'shag', 'buttocks', 'rear_end', 'nookie', 'arse', 'posterior', 'appraise', 'assess', 'evaluate', 'hindquarters', 'nates', 'fundament']","The Miami Herald, September"
indenture,"['indentation', 'indenture', 'indention', 'indent']","The Miami Herald, September"
conflicts,"['struggle', 'battle', 'infringe', 'difference_of_opinion', 'contravene', 'conflict', 'dispute', 'engagement', 'run_afoul', 'difference', 'fight']","The Miami Herald, September"
and,[],"The Miami Herald, September"
available,"['available', 'useable', 'usable', 'uncommitted']","The Miami Herald, September"
president,"['chair', 'chairwoman', 'President', 'chairperson', 'United_States_President', 'chairman', 'prexy', 'president', 'Chief_Executive', 'President_of_the_United_States']","The Miami Herald, September"
sum,"['total', 'amount_of_money', 'totality', 'meat', 'pith', 'heart_and_soul', 'marrow', 'nitty-gritty', 'summate', 'tot', 'essence', 'inwardness', 'tally', 'substance', 'union', 'sum_up', 'sum_of_money', 'join', 'summarise', 'kernel', 'centre', 'core', 'add', 'add_up', 'heart', 'amount', 'add_together', 'nub', 'summation', 'aggregate', 'gist', 'tote_up', 'sum_total', 'tot_up', 'center', 'summarize', 'sum']","The Miami Herald, September"
joining,"['unite', 'connection', 'bring_together', 'join', 'conjoin', 'link', 'connect', 'get_together', 'link_up', 'connexion', 'fall_in', 'joining']","The Miami Herald, September"
Christian,"['christian', 'Christian']","The Miami Herald, September"
nevertheless,"['nevertheless', 'withal', 'even_so', 'notwithstanding', 'still', 'all_the_same', 'however', 'nonetheless', 'yet']","The Miami Herald, September"
dedication,"['allegiance', 'dedication', 'loyalty', 'inscription', 'commitment']","The Miami Herald, September"
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']","The Miami Herald, September"
7,"['VII', 'vii', '7', 'seven', 'septenary', 'sevener', 'heptad', 'septet']","The Miami Herald, September"
nine,"['ball_club', 'nine', 'baseball_club', 'IX', 'nine-spot', 'ix', 'niner', 'club', '9', 'Nina_from_Carolina', 'ennead']","The Miami Herald, September"
house,"['planetary_house', 'domiciliate', 'theatre', 'put_up', 'star_sign', 'home', 'theater', 'firm', 'house', 'mansion', 'sign_of_the_zodiac', 'business_firm', 'menage', 'household', 'sign', 'family']","The Miami Herald, September"
facts,['fact'],"The Miami Herald, September"
accepted,"['live_with', 'take_on', 'admit', 'consent', 'assume', 'take_over', 'bear', 'take', 'accept', 'swallow', 'accepted', 'recognized', 'recognised', 'go_for', 'have']","The Miami Herald, September"
city,"['metropolis', 'city', 'urban_center']","The Miami Herald, September"
Democrats,"['populist', 'democrat', 'Democrat']","The Miami Herald, September"
:,[],"The Miami Herald, September"
free,"['exempt', 'loose', 'release', 'disengage', 'detached', 'innocent', 'free', 'give_up', 'unloosen', 'relinquish', 'destitute', 'spare', 'liberal', 'rid', 'justify', 'complimentary', 'gratuitous', 'disembarrass', 'costless', 'free_people', 'discharge', 'barren', 'dislodge', 'relieve', 'unfreeze', 'liberate', 'gratis', 'absolve', 'unloose', 'unblock', 'devoid', 'resign']","The Miami Herald, September"
week,"['hebdomad', 'week', 'workweek', 'calendar_week']","The Miami Herald, September"
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']","The Miami Herald, September"
arise,"['come_up', 'move_up', 'originate', 'bob_up', 'rise', 'stand_up', 'get_up', 'go_up', 'lift', 'rebel', 'grow', 'turn_out', 'rise_up', 'develop', 'uprise', 'arise', 'spring_up']","The Miami Herald, September"
cent,"['centime', 'cent', 'penny']","The Miami Herald, September"
wild,"['barbaric', 'untamed', 'groundless', 'savage', 'uncivilized', 'hazardous', 'wild', 'baseless', 'raving_mad', 'furious', 'wilderness', 'state_of_nature', 'unwarranted', 'risky', 'crazy', 'fantastic', 'violent', 'idle', 'unfounded', 'godforsaken', 'barbarian', 'gaga', 'uncivilised', 'waste', 'tempestuous', 'angry', 'natural_state', 'rampantly', 'dotty', 'raging']","The Miami Herald, September"
those,[],"The Miami Herald, September"
nothing,"['nil', 'nix', 'nothing', 'nada', 'cipher', 'goose_egg', 'zip', 'null', 'zilch', 'zippo', 'aught', 'naught', 'cypher', 'zero']","The Miami Herald, September"
officials,"['official', 'functionary']","The Miami Herald, September"
Despite,"['disdain', 'scorn', 'contempt', 'despite']","The Miami Herald, September"
problems,"['job', 'problem', 'trouble']","The Miami Herald, September"
Atty.,[],"The Miami Herald, September"
coming,"['come_up', 'total', 'get', 'approaching', 'climax', 'do', 'arrive', 'sexual_climax', 'approach', 'orgasm', 'hail', 'come_in', 'coming', 'issue_forth', 'make_out', 'upcoming', 'advent', 'follow', 'occur', 'add_up', 'get_along', 'amount', 'forthcoming', 'descend', 'fall', 'derive', 'number', 'come', 'fare']","The Miami Herald, September"
Interama,[],"The Miami Herald, September"
his,[],"The Miami Herald, September"
What,[],"The Miami Herald, September"
enter,"['enroll', 'embark', 'recruit', 'insert', 'infix', 'record', 'get_into', 'go_in', 'go_into', 'get_in', 'come_in', 'introduce', 'move_into', 'enter', 'participate', 'put_down', 'inscribe', 'enrol', 'figure', 'accede']","The Miami Herald, September"
When,[],"The Miami Herald, September"
desperately,"['desperately', 'urgently']","The Miami Herald, September"
nations,"['land', 'country', 'nation', 'Nation', 'res_publica', 'Carry_Amelia_Moore_Nation', 'Carry_Nation', 'commonwealth', 'state', 'body_politic']","The Miami Herald, September"
from,[],"The Miami Herald, September"
weekend,['weekend'],"The Miami Herald, September"
past,"['yesteryear', 'past_times', 'preceding', 'retiring', 'past_tense', 'past', 'by']","The Miami Herald, September"
1,"['unity', '1', 'one', 'ane', 'I', 'single', 'ace', 'i']","The Miami Herald, September"
quite,"['quite_an', 'quite_a', 'rather', 'quite']","The Miami Herald, September"
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']","The Miami Herald, September"
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']","The Miami Herald, September"
avoided,"['avert', 'fend_off', 'annul', 'quash', 'deflect', 'head_off', 'ward_off', 'avoid', 'forfend', 'keep_off', 'forefend', 'stave_off', 'nullify', 'void', 'obviate', 'debar', 'invalidate']","The Miami Herald, September"
others,[],"The Miami Herald, September"
committees,"['committee', 'citizens_committee', 'commission']","The Miami Herald, September"
who,"['World_Health_Organization', 'WHO']","The Miami Herald, September"
filed,"['charge', 'register', 'file', 'lodge', 'file_away']","The Miami Herald, September"
today,"['today', 'nowadays', 'now']","The Miami Herald, September"
theory,"['theory', 'hypothesis', 'possibility']","The Miami Herald, September"
letter,"['varsity_letter', 'alphabetic_character', 'missive', 'letter_of_the_alphabet', 'letter']","The Miami Herald, September"
questions,"['doubtfulness', 'interview', 'inquiry', 'dubiousness', 'motion', 'interrogative', 'question', 'wonder', 'interrogation', 'query', 'enquiry', 'interrogative_sentence', 'doubt', 'call_into_question', 'interrogate', 'head', 'oppugn']","The Miami Herald, September"
danger,"['danger', 'peril', 'risk']","The Miami Herald, September"
states,"['province', 'commonwealth', 'land', 'state_of_matter', 'put_forward', 'submit', 'United_States_Department_of_State', 'say', 'country', 'nation', 'res_publica', 'State', 'posit', 'State_Department', 'tell', 'DoS', 'express', 'state', 'Department_of_State', 'body_politic']","The Miami Herald, September"
islands,['island'],"The Miami Herald, September"
His,[],"The Miami Herald, September"
),[],"The Miami Herald, September"
validate,"['corroborate', 'formalise', 'formalize', 'validate']","The Miami Herald, September"
assail,"['set_on', 'round', 'assail', 'lash_out', 'snipe', 'assault', 'attack']","The Miami Herald, September"
shape,"['contour', 'pattern', 'Supreme_Headquarters_Allied_Powers_Europe', 'soma', 'shape', 'regulate', 'influence', 'physical_body', 'configuration', 'build', 'mould', 'physique', 'SHAPE', 'human_body', 'anatomy', 'frame', 'determine', 'embodiment', 'mold', 'condition', 'chassis', 'forge', 'flesh', 'work', 'conformation', 'form', 'figure', 'bod', 'material_body', 'cast']","The Miami Herald, September"
history,"['history', 'account', 'chronicle', 'story']","The Miami Herald, September"
undeniably,['undeniably'],"The Miami Herald, September"
edge,"['abut', 'butt_against', 'border', 'inch', 'sharpness', 'bound', 'butt', 'adjoin', 'boundary', 'edge', 'march', 'butt_on']","The Miami Herald, September"
hide,"['obliterate', 'fell', 'conceal', 'shroud', 'pelt', 'hide_out', 'cover', 'blot_out', 'obscure', 'veil', 'hide', 'enshroud', 'skin']","The Miami Herald, September"
sent,"['charge', 'direct', 'sent', 'mail', 'institutionalize', 'institutionalise', 'transmit', 'send_off', 'place', 'beam', 'send', 'broadcast', 'post', 'ship', 'station', 'air', 'send_out', 'commit', 'transport', 'get_off']","The Miami Herald, September"
attempt,"['seek', 'effort', 'essay', 'set_about', 'endeavour', 'try', 'undertake', 'endeavor', 'attempt', 'attack', 'assay']","The Miami Herald, September"
among,[],"The Miami Herald, September"
voting,"['balloting', 'vote', 'ballot', 'voting']","The Miami Herald, September"
elected,"['elected', 'elect', 'elective']","The Miami Herald, September"
paragraphs,['paragraph'],"The Miami Herald, September"
