w,vector_semantico
sort,"['sorting', 'form', 'kind', 'screen_out', 'sort', 'assort', 'separate', 'classify', 'variety', 'sieve', 'sort_out', 'class', 'screen']",The Chances of Accidental War
signal,"['signaling', 'betoken', 'signalise', 'signal', 'bespeak', 'point', 'indicate', 'signalize', 'sign']",The Chances of Accidental War
thing,"['matter', 'thing', 'affair']",The Chances of Accidental War
authenticate,['authenticate'],The Chances of Accidental War
Power's,[],The Chances of Accidental War
operated,"['go', 'operate', 'run', 'lock', 'operate_on', 'function', 'maneuver', 'manoeuvre', 'manoeuver', 'mesh', 'engage', 'control', 'work']",The Chances of Accidental War
no,"['No', 'no_more', 'no', 'nobelium', 'atomic_number_102']",The Chances of Accidental War
increase,"['gain', 'increment', 'step-up', 'addition', 'increase', 'growth']",The Chances of Accidental War
too,"['excessively', 'overly', 'as_well', 'to_a_fault', 'besides', 'likewise', 'too', 'also']",The Chances of Accidental War
post,"['Emily_Price_Post', 'military_post', 'carry', 'Post', 'spot', 'berth', 'C._W._Post', 'brand', 'mail', 'billet', 'Emily_Post', 'Charles_William_Post', 'Wiley_Post', 'place', 'put_up', 'office', 'postal_service', 'position', 'send', 'post', 'stake', 'station', 'situation', 'mail_service']",The Chances of Accidental War
There,"['in_that_respect', 'on_that_point', 'at_that_place', 'in_that_location', 'thither', 'there']",The Chances of Accidental War
complex,"['building_complex', 'coordination_compound', 'complex', 'composite']",The Chances of Accidental War
four,"['quadruplet', 'quaternary', 'four', 'quartet', 'IV', 'Little_Joe', 'quaternity', 'foursome', 'tetrad', 'iv', 'quaternion', 'four-spot', 'quatern', '4']",The Chances of Accidental War
stations,"['place', 'Stations_of_the_Cross', 'send', 'Stations', 'post', 'station']",The Chances of Accidental War
ramble,"['roam', 'rove', 'ramble_on', 'wander', 'roll', 'tramp', 'meander', 'ramble', 'vagabond', 'stray', 'swan', 'range', 'drift', 'jog', 'cast']",The Chances of Accidental War
include,"['include', 'admit', 'let_in']",The Chances of Accidental War
possibly,"['peradventure', 'possibly', 'perhaps', 'maybe', 'perchance', 'mayhap']",The Chances of Accidental War
Russians,['Russian'],The Chances of Accidental War
thirty-nine,"['thirty-nine', '39', 'ixl']",The Chances of Accidental War
somebody,"['soul', 'individual', 'someone', 'mortal', 'somebody', 'person']",The Chances of Accidental War
base,"['found', 'meanspirited', 'basal', 'al-Qaeda', 'pedestal', 'al-Qaida', 'Base', 'bag', 'foundation', 'floor', 'basis', 'stem', 'root', 'base_of_operations', 'baseborn', 'immoral', 'cornerstone', 'foot', 'radical', 'ground', 'groundwork', 'nucleotide', 'stand', 'substructure', 'establish', 'free-base', 'humble', 'home', 'Qaeda', 'root_word', 'understructure', 'radix', 'alkali', 'mean', ""al-Qa'ida"", 'infrastructure', 'lowly', 'base', 'fundament', 'theme']",The Chances of Accidental War
big,"['boastful', 'grown', 'bad', 'braggart', 'giving', 'self-aggrandising', 'vainglorious', 'self-aggrandizing', 'freehanded', 'boastfully', 'full-grown', 'gravid', 'bighearted', 'liberal', 'heavy', 'bounteous', 'enceinte', 'great', 'fully_grown', 'cock-a-hoop', 'handsome', 'adult', 'crowing', 'bountiful', 'swelled', 'with_child', 'openhanded', 'expectant', 'bragging', 'magnanimous', 'braggy', 'grownup', 'prominent', 'large', 'vauntingly', 'big']",The Chances of Accidental War
authentication,"['hallmark', 'assay-mark', 'certification', 'authentication']",The Chances of Accidental War
long,"['retentive', 'foresighted', 'recollective', 'yearn', 'tenacious', 'foresightful', 'hanker', 'farseeing', 'prospicient', 'longsighted', 'farsighted', 'long']",The Chances of Accidental War
contains,"['curb', 'turn_back', 'hold_back', 'comprise', 'carry', 'hold', 'contain', 'check', 'take', 'incorporate', 'hold_in', 'moderate', 'control', 'arrest', 'bear', 'stop']",The Chances of Accidental War
Norfolk,['Norfolk'],The Chances of Accidental War
Nobody,"['nobody', 'nonentity', 'cipher', 'cypher']",The Chances of Accidental War
gadgets,"['appliance', 'gadget', 'gizmo', 'gismo', 'widget', 'contraption', 'contrivance', 'convenience']",The Chances of Accidental War
hopefully,['hopefully'],The Chances of Accidental War
KC-135,[],The Chances of Accidental War
make,"['urinate', 'get', 'realize', 'give', 'ca-ca', 'make', 'reach', 'do', 'arrive_at', 'cook', 'brand', 'fix', 'pull_in', 'build', 'pass_water', 'constitute', 'name', 'create', 'hit', 'piss', 'bring_in', 'construct', 'prepare', 'produce', 'stool', 'take_a_crap', 'pee', 'shuffle', 'induce', 'relieve_oneself', 'stimulate', 'gain', 'wee', 'attain', 'spend_a_penny', 'take_a_leak', 'seduce', 'pretend', 'clear', 'hold', 'make_water', 'make_up', 'progress_to', 'take', 'get_to', 'establish', 'shuffling', 'take_in', 'shit', 'piddle', 'take_a_shit', 'nominate', 'work', 'ready', 'micturate', 'defecate', 'lay_down', 'throw', 'cause', 'form', 'score', 'wee-wee', 'make_believe', 'pee-pee', 'draw', 'crap', 'earn', 'realise', 'puddle', 'have']",The Chances of Accidental War
until,[],The Chances of Accidental War
system,"['organization', 'scheme', 'system', 'system_of_rules', 'arrangement', 'organisation']",The Chances of Accidental War
full,"['total', 'full-of-the-moon', 'good', 'full_phase_of_the_moon', 'full_moon', 'broad', 'to_the_full', 'wax', 'replete', 'full', 'entire', 'wide-cut', 'wide', 'fully']",The Chances of Accidental War
prepared,"['make', 'cook', 'inclined', 'groom', 'prepared', 'get_up', 'fix', 'fain', 'prepare', 'set_up', 'organise', 'machinate', 'train', 'set', 'disposed', 'devise', 'ready', 'educate', 'organize', 'gear_up', 'develop']",The Chances of Accidental War
its,"['information_technology', 'IT']",The Chances of Accidental War
brown,"['chocolate-brown', 'dark-brown', 'John_Brown', 'Brown_University', 'browned', 'brownish', 'brown', 'Robert_Brown', 'brownness', 'Brown', 'embrown']",The Chances of Accidental War
some,"['about', 'more_or_less', 'just_about', 'around', 'close_to', 'or_so', 'some', 'approximately', 'roughly']",The Chances of Accidental War
turn,"['deform', 'spell', 'move_around', 'play', 'release', 'bit', 'act', 'rick', 'turn', 'turn_over', 'tour', 'wrick', 'sour', 'turning', 'bend', 'change_state', 'sprain', 'wrench', 'routine', 'grow', 'bout', 'change_by_reversal', 'twist', 'go', 'become', 'good_turn', 'ferment', 'work', 'crook', 'round', 'number', 'flex', 'turn_of_events', 'plough', 'plow', 'call_on', 'reverse']",The Chances of Accidental War
notes,"['bank_bill', 'tone', 'preeminence', 'government_note', 'short_letter', 'note', 'remark', 'Federal_Reserve_note', 'notation', 'billet', ""banker's_bill"", 'mark', 'bill', 'distinction', 'eminence', 'observe', 'mention', 'take_down', 'line', 'promissory_note', 'banknote', 'take_note', 'greenback', 'annotation', 'musical_note', 'bank_note', 'notice', 'note_of_hand']",The Chances of Accidental War
as,"['antiophthalmic_factor', 'axerophthol', 'a', 'group_A', 'arsenic', 'As', 'as', 'vitamin_A', 'angstrom_unit', 'deoxyadenosine_monophosphate', 'ampere', 'every_bit', 'amp', 'AS', 'A', 'equally', 'adenine', 'atomic_number_33', 'American_Samoa', 'Eastern_Samoa', 'type_A', 'angstrom']",The Chances of Accidental War
occurred,"['pass_off', 'take_place', 'hap', 'come_about', 'come', 'go_on', 'fall_out', 'occur', 'pass', 'happen']",The Chances of Accidental War
bright,"['bright', 'brilliantly', 'brilliant', 'brightly', 'lustrous', 'hopeful', 'shiny', 'smart', 'burnished', 'undimmed', 'promising', 'vivid', 'shining']",The Chances of Accidental War
systems,"['organization', 'scheme', 'system', 'system_of_rules', 'arrangement', 'organisation']",The Chances of Accidental War
rows,"['dustup', 'quarrel', 'course', 'row', 'rowing', 'run-in', 'wrangle', 'words']",The Chances of Accidental War
movements,"['apparent_motion', 'drive', 'crusade', 'motility', 'motion', 'movement', 'cause', 'social_movement', 'effort', 'apparent_movement', 'bowel_movement', 'campaign', 'move', 'front', 'bm', 'drift', 'trend']",The Chances of Accidental War
transmitting,"['channel', 'air', 'channelize', 'transmitting', 'channelise', 'impart', 'carry', 'transfer', 'transport', 'beam', 'send', 'communicate', 'conduct', 'convey', 'transmit', 'transmission', 'broadcast', 'transmittal']",The Chances of Accidental War
never,"['never', ""ne'er""]",The Chances of Accidental War
rooms,"['board', 'elbow_room', 'room', 'rooms', 'way', 'suite']",The Chances of Accidental War
mishap,"['mischance', 'misadventure', 'bad_luck', 'mishap']",The Chances of Accidental War
three,"['terzetto', 'triad', 'threesome', 'deuce-ace', 'triplet', 'trey', '3', 'three', 'troika', 'ternary', 'ternion', 'III', 'leash', 'trio', 'trinity', 'tercet', 'tierce', 'trine', 'iii']",The Chances of Accidental War
Multiple,['multiple'],The Chances of Accidental War
language,"['oral_communication', 'speech_communication', 'lyric', 'nomenclature', 'speech', 'spoken_language', 'voice_communication', 'spoken_communication', 'linguistic_process', 'terminology', 'language', 'linguistic_communication', 'words']",The Chances of Accidental War
actually,"['really', 'actually', 'in_reality']",The Chances of Accidental War
acknowledgment,"['recognition', 'mention', 'cite', 'reference', 'citation', 'acknowledgment', 'quotation', 'credit', 'acknowledgement']",The Chances of Accidental War
long-range,['long-range'],The Chances of Accidental War
Secretary,"['secretaire', 'writing_table', 'repository', 'secretary', 'secretarial_assistant', 'escritoire']",The Chances of Accidental War
missiles,"['missile', 'projectile']",The Chances of Accidental War
riding,"['depend_on', 'tease', 'devolve_on', 'razz', 'sit', 'horseback_riding', 'free', 'bait', 'mount', 'drive', 'hinge_on', 'tantalise', 'rid', 'cod', 'disembarrass', 'riding', 'taunt', 'rag', 'equitation', 'depend_upon', 'tantalize', 'hinge_upon', 'turn_on', 'twit', 'ride', 'rally']",The Chances of Accidental War
subject,"['discipline', 'matter', 'dependent', 'depicted_object', 'subject_field', 'issue', 'topic', 'subject_area', 'study', 'open', 'subjugate', 'content', 'submit', 'subject', 'national', 'bailiwick', 'case', 'field_of_study', 'capable', 'field', 'guinea_pig', 'theme']",The Chances of Accidental War
foxholes,"['foxhole', 'fox_hole']",The Chances of Accidental War
map,"['represent', 'single-valued_function', 'mapping', 'map', 'function', 'mathematical_function', 'map_out']",The Chances of Accidental War
been,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Chances of Accidental War
fragment,"['fragmentise', 'break_up', 'sherd', 'fragment', 'fragmentize', 'shard']",The Chances of Accidental War
thought,"['cogitate', 'imagine', 'consider', 'retrieve', 'cerebrate', 'suppose', 'thought_process', 'opinion', 'persuasion', 'reckon', 'conceive', 'call_back', 'call_up', 'intend', 'cerebration', 'remember', 'mentation', 'guess', 'think', 'thought', 'opine', 'sentiment', 'view', 'idea', 'believe', 'recall', 'mean', 'recollect', 'intellection', 'thinking']",The Chances of Accidental War
by,"['away', 'aside', 'past', 'by']",The Chances of Accidental War
decides,"['decide', 'adjudicate', 'settle', ""make_up_one's_mind"", 'resolve', 'determine']",The Chances of Accidental War
frail,"['frail', 'delicate', 'fragile', 'fallible', 'imperfect', 'weak']",The Chances of Accidental War
mere,"['mere', 'simple', 'bare']",The Chances of Accidental War
must,"['mustiness', 'must', 'moldiness']",The Chances of Accidental War
decision,"['decisiveness', 'decision', 'conclusion', 'determination']",The Chances of Accidental War
sidearms,[],The Chances of Accidental War
herd,"['ruck', 'crowd', 'herd']",The Chances of Accidental War
and,[],The Chances of Accidental War
RAND,"['Reef', 'Ayn_Rand', 'rand', 'Rand', 'Witwatersrand']",The Chances of Accidental War
available,"['available', 'useable', 'usable', 'uncommitted']",The Chances of Accidental War
control,"['ascendency', 'control_condition', 'assure', 'command', 'ascertain', 'mastery', 'ascendence', 'insure', 'keep_in_line', 'dominance', 'control', 'controller', 'check', 'verify', 'ascendancy', 'hold', 'ascendance', 'master', 'restraint', 'operate', 'see', 'curb', 'ensure', 'hold_in', 'moderate', 'manipulate', 'see_to_it', 'contain']",The Chances of Accidental War
activate,"['set_off', 'trigger', 'touch_off', 'actuate', 'trip', 'trigger_off', 'spark_off', 'spark', 'aerate', 'activate']",The Chances of Accidental War
men,"['men', 'serviceman', 'workforce', 'valet', 'human_race', 'valet_de_chambre', 'humankind', ""gentleman's_gentleman"", 'humans', 'human_being', 'homo', 'military_personnel', 'humanity', 'man', 'work_force', 'gentleman', 'military_man', 'hands', 'human_beings', 'Isle_of_Man', 'mankind', 'manpower', 'piece', 'human', 'world', 'Man', 'adult_male']",The Chances of Accidental War
give,"['give', 'make', 'reach', 'collapse', 'pass_on', 'fall_in', 'consecrate', 'turn_over', 'grant', 'chip_in', 'ease_up', 'sacrifice', 'cave_in', 'leave', 'pass', 'open', 'generate', 'devote', 'yield', 'contribute', 'pay', 'hold', 'move_over', 'spring', 'return', 'feed', 'establish', 'dedicate', 'afford', 'hand', 'throw', 'impart', 'commit', 'render', 'apply', 'springiness', 'founder', 'break', 'kick_in', 'present', 'give_way', 'gift', 'have']",The Chances of Accidental War
instrument-jammed,[],The Chances of Accidental War
forbidden,"['forestall', 'prohibit', 'nix', 'prohibited', 'prevent', 'out', 'proscribe', 'veto', 'proscribed', 'tabu', 'forbidden', 'interdict', 'disallow', 'foreclose', 'forbid', 'preclude', 'taboo', 'verboten']",The Chances of Accidental War
:,[],The Chances of Accidental War
way,"['manner', 'way_of_life', 'elbow_room', 'room', 'direction', 'path', 'fashion', 'means', 'style', 'right_smart', 'mode', 'agency', 'way']",The Chances of Accidental War
coolly,"['nervelessly', 'nonchalantly', 'coolly']",The Chances of Accidental War
tubes,"['tubing', 'underground', 'thermionic_valve', 'pipe', 'thermionic_tube', 'thermionic_vacuum_tube', 'tube-shaped_structure', 'tube', 'electron_tube', 'subway', 'vacuum_tube', 'metro', 'subway_system']",The Chances of Accidental War
plenty,"['good_deal', 'plentifulness', 'batch', 'plenty', 'hatful', 'quite_a_little', 'sight', 'mess', 'mickle', 'slew', 'enough', 'plenteousness', 'heap', 'wad', 'tidy_sum', 'stack', 'deal', 'spate', 'lot', 'mass', 'great_deal', 'mint', 'mountain', 'flock', 'plenitude', 'pot', 'pile', 'muckle', 'passel', 'raft', 'plentitude', 'peck']",The Chances of Accidental War
networks,"['web', 'network', 'meshing', 'meshwork', 'mesh', 'net', 'electronic_network']",The Chances of Accidental War
Beallsville,[],The Chances of Accidental War
These,[],The Chances of Accidental War
accidental,"['inadvertent', 'accidental']",The Chances of Accidental War
Ikle,[],The Chances of Accidental War
President,"['chair', 'chairwoman', 'President', 'chairperson', 'United_States_President', 'chairman', 'prexy', 'president', 'Chief_Executive', 'President_of_the_United_States']",The Chances of Accidental War
answered,"['suffice', 'reply', 'do', 'resolve', 'respond', 'answer', 'serve']",The Chances of Accidental War
hours,"['hour', '60_minutes', 'time_of_day', 'hours', 'hr', 'minute']",The Chances of Accidental War
sociologist,['sociologist'],The Chances of Accidental War
phone,"['call_up', 'earpiece', 'headphone', 'speech_sound', 'call', 'ring', 'phone', 'telephone', 'earphone', 'telephone_set', 'sound']",The Chances of Accidental War
length,"['length', 'distance', 'duration']",The Chances of Accidental War
nothing,"['nil', 'nix', 'nothing', 'nada', 'cipher', 'goose_egg', 'zip', 'null', 'zilch', 'zippo', 'aught', 'naught', 'cypher', 'zero']",The Chances of Accidental War
strike,"['bang', 'affect', 'take_up', 'tap', 'impinge_on', 'work_stoppage', 'move', 'come_upon', 'coin', 'rap', 'light_upon', 'hit', 'chance_upon', 'come_across', 'excise', 'ten-strike', 'strike', 'run_into', 'collide_with', 'expunge', 'fall_upon', 'walk_out', 'shine', 'attain', 'assume', 'impress', 'take', 'come_to', 'smasher', 'mint', 'smash', 'fall', 'strickle', 'happen_upon', 'discover', 'chance_on', 'scratch']",The Chances of Accidental War
yellow,"['icteric', 'sensationalistic', 'yellowed', 'scandalmongering', 'chickenhearted', 'xanthous', 'yellowness', 'yellow-bellied', 'chicken', 'yellowish', 'white-livered', 'jaundiced', 'yellow', 'lily-livered']",The Chances of Accidental War
Staff,"['staff', 'stave', 'faculty']",The Chances of Accidental War
setting,"['arrange', 'adjust', 'go_down', 'do', 'specify', 'fix', 'place_setting', 'mount', 'coif', 'localise', 'dress', 'prepare', 'lay', 'set_up', 'mark', 'determine', 'jell', 'congeal', 'setting', 'set', 'define', 'circumstance', 'put', 'background', 'place', 'limit', 'go_under', 'correct', 'stage_setting', 'plant', 'context', 'typeset', 'lay_out', 'coiffe', 'sic', 'position', 'ready', 'localize', 'fructify', 'coiffure', 'mise_en_scene', 'rig', 'pose', 'gear_up', 'countersink', 'scope', 'scene']",The Chances of Accidental War
bullet,"['fastball', 'slug', 'smoke', 'heater', 'hummer', 'bullet_train', 'bullet']",The Chances of Accidental War
Navy's,[],The Chances of Accidental War
flash,"['gimcrack', 'flash_bulb', 'jiffy', 'blink', 'heartbeat', 'tatty', 'meretricious', 'brassy', 'wink', 'trashy', 'winkle', 'shoot', 'loud', 'gaudy', 'scoot', 'newsbreak', 'flashbulb', 'flashing', 'flaunt', 'cheap', 'photoflash', 'flash_lamp', 'twinkling', 'flash', 'tawdry', 'New_York_minute', 'newsflash', 'dash', 'split_second', 'show_off', 'swank', 'scud', 'news_bulletin', 'blink_of_an_eye', 'fanfare', 'garish', 'tacky', 'ostentate', 'dart', 'flashy', 'instant', 'ostentation', 'flare', 'twinkle', 'flashgun', 'trice']",The Chances of Accidental War
his,[],The Chances of Accidental War
agenda,"['docket', 'agenda', 'schedule', 'agendum', 'order_of_business']",The Chances of Accidental War
talking,"['mouth', 'talking', 'speak', 'spill', 'lecture', 'utter', 'tattle', 'blab', 'blab_out', 'talk', 'verbalize', 'spill_the_beans', 'babble', 'peach', 'sing', 'babble_out', 'verbalise', 'let_the_cat_out_of_the_bag']",The Chances of Accidental War
What,[],The Chances of Accidental War
arms,"['limb', 'branch', 'arms', 'blazonry', 'build_up', 'implements_of_war', 'weapons_system', 'coat_of_arms', 'weaponry', 'blazon', 'munition', 'subdivision', 'sleeve', 'weapon_system', 'arm', 'fortify', 'gird', 'weapon']",The Chances of Accidental War
participate,"['participate', 'enter', 'take_part']",The Chances of Accidental War
Their,[],The Chances of Accidental War
screens,"['CRT_screen', 'filmdom', 'shield', 'blind', 'silver_screen', 'covert', 'block_out', 'screen_out', 'test', 'cover', 'sort', 'sieve', 'screen_door', 'concealment', 'riddle', 'projection_screen', 'screen', 'screenland']",The Chances of Accidental War
from,[],The Chances of Accidental War
Its,"['information_technology', 'IT']",The Chances of Accidental War
across,"['across', 'crossways', 'crosswise']",The Chances of Accidental War
senders,"['sender', 'transmitter']",The Chances of Accidental War
copy,"['copy', 'written_matter', 'transcript', 'simulate', 're-create', 'replicate', 'imitate']",The Chances of Accidental War
pistol-packing,[],The Chances of Accidental War
country,"['land', 'country', 'nation', 'res_publica', 'rural_area', 'area', 'commonwealth', 'state', 'body_politic']",The Chances of Accidental War
tankers,"['oil_tanker', 'tanker', 'oiler', 'tank_ship', 'tank_driver']",The Chances of Accidental War
out,"['come_out', ""KO'd"", 'prohibited', 'out', 'proscribed', 'forbidden', 'knocked_out', 'extinct', 'away', 'kayoed', 'come_out_of_the_closet', 'tabu', 'stunned', 'taboo', 'verboten']",The Chances of Accidental War
guest,"['client', 'Edgar_Albert_Guest', 'Guest', 'invitee', 'node', 'Edgar_Guest', 'guest']",The Chances of Accidental War
is,"['equal', 'comprise', 'represent', 'cost', 'embody', 'follow', 'be', 'exist', 'make_up', 'personify', 'live', 'constitute']",The Chances of Accidental War
others,[],The Chances of Accidental War
