w,vector_semantico
carrying,"['behave', 'acquit', 'expect', 'have_a_bun_in_the_oven', 'express', 'persuade', 'transmit', 'stockpile', 'carry', 'conduct', 'comport', 'take', 'gestate', 'hold', 'extend', 'pack', 'impart', 'deport', 'run', 'channel', 'stock', 'transport', 'post', 'contain', 'sway', 'bear', 'convey', 'dribble']"," The Atlanta Constitution,"
constitute,"['institute', 'comprise', 'form', 'found', 'constitute', 'be', 'plant', 'nominate', 'name', 'make', 'establish', 'make_up', 'appoint', 'represent']"," The Atlanta Constitution,"
strength,"['potency', 'metier', 'force', 'strong_suit', 'strength', 'effectiveness', 'speciality', 'durability', 'forte', 'military_capability', 'specialty', 'persuasiveness', 'forcefulness', 'long_suit', 'posture', 'enduringness', 'lastingness', 'strong_point', 'military_strength', 'military_posture', 'intensity', 'intensity_level']"," The Atlanta Constitution,"
outline,"['adumbrate', 'limn', 'precis', 'schema', 'scheme', 'outline', 'synopsis', 'delineate', 'abstract', 'lineation', 'draft', 'sketch']"," The Atlanta Constitution,"
replacing,"['replace', 'exchange', 'put_back', 'substitute', 'replacement', 'replacing', 'supersede', 'supercede', 'interchange', 'supplant', 'supervene_upon']"," The Atlanta Constitution,"
A-bombs,"['atomic_bomb', 'plutonium_bomb', 'fission_bomb', 'atom_bomb', 'A-bomb']"," The Atlanta Constitution,"
If,[]," The Atlanta Constitution,"
propaganda,['propaganda']," The Atlanta Constitution,"
House,"['planetary_house', 'home', 'house', 'put_up', 'sign_of_the_zodiac', 'business_firm', 'star_sign', 'family', 'sign', 'household', 'menage', 'theater', 'theatre', 'domiciliate', 'firm', 'mansion']"," The Atlanta Constitution,"
conservative,"['bourgeois', 'Conservative', 'buttoned-down', 'button-down', 'conservativist', 'cautious', 'conservative', 'materialistic']"," The Atlanta Constitution,"
institutions,"['mental_institution', 'establishment', 'creation', 'introduction', 'psychiatric_hospital', 'origination', 'mental_hospital', 'asylum', 'institution', 'foundation', 'instauration', 'innovation', 'initiation', 'insane_asylum', 'mental_home', 'founding']"," The Atlanta Constitution,"
Dulles,"['John_Foster_Dulles', 'numb', 'blunt', 'damp', 'pall', 'muffle', 'dampen', 'tone_down', 'benumb', 'Dulles', 'dull', 'mute']"," The Atlanta Constitution,"
grant,"['concession', 'deed_over', 'assignment', 'allow', 'Ulysses_S._Grant', 'subsidisation', 'Duncan_James_Corrow_Grant', 'grant', 'give', 'concede', 'cede', 'allot', 'Hiram_Ulysses_Grant', 'President_Grant', 'award', 'Grant', 'Duncan_Grant', 'accord', 'Cary_Grant', 'subsidization', 'Ulysses_Simpson_Grant', 'yield', 'Ulysses_Grant']"," The Atlanta Constitution,"
historic,"['historical', 'historic']"," The Atlanta Constitution,"
gives,"['return', 'break', 'establish', 'present', 'contribute', 'open', 'cave_in', 'devote', 'pass_on', 'commit', 'chip_in', 'founder', 'generate', 'collapse', 'springiness', 'afford', 'render', 'apply', 'grant', 'give', 'feed', 'kick_in', 'hold', 'throw', 'give_way', 'sacrifice', 'dedicate', 'pass', 'fall_in', 'impart', 'spring', 'have', 'turn_over', 'consecrate', 'ease_up', 'pay', 'leave', 'move_over', 'yield', 'gift', 'make', 'hand', 'reach']"," The Atlanta Constitution,"
group,"['grouping', 'group', 'aggroup', 'chemical_group', 'mathematical_group', 'radical']"," The Atlanta Constitution,"
as,"['every_bit', 'AS', 'a', 'group_A', 'arsenic', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'American_Samoa', 'angstrom', 'atomic_number_33', 'As', 'as', 'equally', 'A', 'adenine', 'axerophthol', 'ampere', 'angstrom_unit', 'vitamin_A', 'Eastern_Samoa']"," The Atlanta Constitution,"
progress,"['get_along', 'shape_up', 'move_on', 'onward_motion', 'advance', 'pass_on', 'progression', 'build_up', 'forward_motion', 'progress', 'come_along', 'come_on', 'go_on', 'march_on', 'advancement', 'procession', 'get_on', 'work_up', 'build']"," The Atlanta Constitution,"
fear,"['awe', 'revere', 'venerate', 'fear', 'fright', 'veneration', 'care', 'reverence', 'fearfulness', 'concern', 'dread']"," The Atlanta Constitution,"
figure,"['human_body', 'chassis', 'forecast', 'shape', 'reckon', 'trope', 'name', 'count_on', 'project', 'visualise', 'calculate', 'fancy', 'digit', 'cipher', 'visualize', 'number', 'cypher', 'envision', 'image', 'physique', 'work_out', 'see', 'public_figure', 'anatomy', 'figure', 'bod', 'figure_of_speech', 'picture', 'material_body', 'soma', 'design', 'enter', 'form', 'pattern', 'frame', 'fig', 'flesh', 'physical_body', 'estimate', 'build', 'compute']"," The Atlanta Constitution,"
mentally,['mentally']," The Atlanta Constitution,"
professor,"['professor', 'prof']"," The Atlanta Constitution,"
numerous,"['legion', 'numerous']"," The Atlanta Constitution,"
seeking,"['look_for', 'assay', 'search', 'try', 'quest', 'attempt', 'seeking', 'essay', 'seek']"," The Atlanta Constitution,"
bills,"['bank_bill', 'visor', 'broadside', 'eyeshade', 'charge', 'card', ""banker's_bill"", 'poster', 'flyer', 'flier', 'neb', 'notice', 'invoice', 'broadsheet', 'nib', 'peak', 'beak', 'government_note', 'greenback', 'billhook', 'posting', 'pecker', 'vizor', 'circular', 'banknote', 'account', 'bank_note', 'placard', 'handbill', 'bill', 'note', 'throwaway', 'Federal_Reserve_note', 'measure']"," The Atlanta Constitution,"
judges,"['evaluator', 'Book_of_Judges', 'judge', 'pass_judgment', 'evaluate', 'pronounce', 'Judges', 'gauge', 'jurist', 'approximate', 'try', 'justice', 'guess', 'estimate', 'adjudicate', 'label']"," The Atlanta Constitution,"
desire,"['desire', 'trust', 'hope', 'want']"," The Atlanta Constitution,"
results,"['consequence', 'outcome', 'event', 'issue', 'resolution', 'final_result', 'ensue', 'result', 'leave', 'answer', 'solution', 'effect', 'resultant', 'upshot', 'termination', 'lead', 'solvent', 'resultant_role']"," The Atlanta Constitution,"
home,"['home_plate', 'habitation', 'menage', 'abode', 'home_base', 'rest_home', 'plate', 'household', 'family', 'internal', 'national', 'place', 'dwelling_house', 'home', 'nursing_home', 'domicile', 'house', 'dwelling', 'base', 'interior']"," The Atlanta Constitution,"
dictator,"['dictator', 'potentate', 'authoritarian']"," The Atlanta Constitution,"
fate,"['destine', 'circumstances', 'lot', 'designate', 'luck', 'portion', 'fate', 'doom', 'destiny', 'fortune']"," The Atlanta Constitution,"
countries,"['area', 'res_publica', 'nation', 'commonwealth', 'country', 'state', 'land', 'rural_area', 'body_politic']"," The Atlanta Constitution,"
dictatorship,"['Stalinism', 'authoritarianism', 'shogunate', 'monocracy', 'absolutism', 'despotism', 'Caesarism', 'one-man_rule', 'dictatorship', 'tyranny', 'totalitarianism']"," The Atlanta Constitution,"
go-it-alone,[]," The Atlanta Constitution,"
tends,"['incline', 'tend', 'be_given', 'lean', 'run']"," The Atlanta Constitution,"
legislators,['legislator']," The Atlanta Constitution,"
other,"['early', 'former', 'other']"," The Atlanta Constitution,"
raise,"['enkindle', 'rise', 'salary_increase', 'farm', 'ascent', 'elicit', 'bring_up', 'nurture', 'invoke', 'erect', 'heave', 'lift', 'grow', 'call_down', 'leaven', 'enhance', 'promote', 'recruit', 'advance', 'levy', 'kick_upstairs', 'wage_hike', 'upgrade', 'parent', 'put_forward', 'set_up', 'fire', 'acclivity', 'hike', 'upraise', 'rear', 'call_forth', 'conjure', 'elevate', 'evoke', 'arouse', 'kindle', 'wage_increase', 'conjure_up', 'raise', 'stir', 'get_up', 'put_up', 'heighten', 'produce', 'resurrect', 'prove', 'provoke', 'climb']"," The Atlanta Constitution,"
another,"['some_other', 'another']"," The Atlanta Constitution,"
drive,"['push_back', 'force_back', 'push', 'driving', 'driving_force', 'cause', 'repel', 'ram', 'labor', 'force', 'repulse', 'get', 'parkway', 'take', 'aim', 'thrust', 'movement', 'effort', 'ride', 'motor', 'driveway', 'crusade', 'tug', 'drive', 'campaign', 'private_road', 'labour', 'beat_back']"," The Atlanta Constitution,"
problems,"['problem', 'job', 'trouble']"," The Atlanta Constitution,"
frankly,"['candidly', 'honestly', 'frankly']"," The Atlanta Constitution,"
away,"['outside', 'forth', 'aside', 'by', 'off', 'out', 'away']"," The Atlanta Constitution,"
sort,"['kind', 'classify', 'sieve', 'assort', 'form', 'sort_out', 'screen_out', 'screen', 'class', 'sorting', 'sort', 'separate', 'variety']"," The Atlanta Constitution,"
same,"['Saami', 'Saame', 'Lapp', 'Sami', 'Lapplander', 'Same', 'same', 'like']"," The Atlanta Constitution,"
doctors,"['Dr.', 'doctor', 'physician', 'fix', 'MD', 'doctor_up', 'sophisticate', 'repair', 'furbish_up', 'touch_on', 'medico', 'Doctor', 'restore', 'mend', 'bushel', 'doc', 'Doctor_of_the_Church']"," The Atlanta Constitution,"
considered,"['think', 'view', 'moot', 'reckon', 'look_at', 'regard', 'debate', 'deal', 'take', 'consider', 'see', 'believe', 'turn_over', 'deliberate', 'conceive', 'count', 'weigh', 'study', 'considered']"," The Atlanta Constitution,"
management,"['management', 'direction']"," The Atlanta Constitution,"
oppressive,"['tyrannical', 'tyrannous', 'oppressive']"," The Atlanta Constitution,"
filled,"['filled', 'take', 'meet', 'satisfy', 'sate', 'fill', 'replete', 'fulfil', 'make_full', 'satiate', 'fulfill', 'occupy', 'fill_up']"," The Atlanta Constitution,"
amply,"['amply', 'fully', 'richly']"," The Atlanta Constitution,"
choice,"['prime', 'prize', 'choice', 'option', 'quality', 'alternative', 'selection', 'pick', 'select']"," The Atlanta Constitution,"
and,[]," The Atlanta Constitution,"
level,"['storey', 'level', 'level_off', 'floor', 'even', 'charge', 'tied', 'degree', 'raze', 'flush', 'even_out', 'layer', 'take_down', 'pull_down', 'stage', 'flat', 'rase', 'tear_down', 'story', 'point', 'unwavering', 'dismantle', 'stratum', 'grade', 'spirit_level', 'horizontal_surface', 'tier', 'plane']"," The Atlanta Constitution,"
Considering,"['think', 'take', 'consider', 'deliberate', 'view', 'see', 'debate', 'moot', 'reckon', 'look_at', 'count', 'weigh', 'study', 'regard', 'believe', 'conceive', 'deal', 'turn_over']"," The Atlanta Constitution,"
performed,"['perform', 'do', 'execute']"," The Atlanta Constitution,"
justice,"['justness', 'judge', 'Department_of_Justice', 'DoJ', 'jurist', 'justice', 'Justice', 'Justice_Department']"," The Atlanta Constitution,"
balance,"['rest', 'Balance', 'residue', 'equalizer', 'balance', 'correspondence', 'equilibrate', 'equilibrize', 'proportionality', 'equilibrise', 'symmetricalness', 'Libra_the_Scales', 'equaliser', 'balance_wheel', 'counterpoise', 'proportion', 'residuum', 'counterweight', 'Libra_the_Balance', 'Libra', 'equipoise', 'remainder', 'poise', 'symmetry', 'equilibrium', 'counterbalance', 'residual']"," The Atlanta Constitution,"
proudly,['proudly']," The Atlanta Constitution,"
Jefferson,"['Jefferson', 'President_Jefferson', 'Thomas_Jefferson']"," The Atlanta Constitution,"
crisis-to-crisis,[]," The Atlanta Constitution,"
legislation,"['statute_law', 'lawmaking', 'legislating', 'legislation']"," The Atlanta Constitution,"
him,[]," The Atlanta Constitution,"
Parkway,"['drive', 'parkway']"," The Atlanta Constitution,"
promptly,"['pronto', 'quick', 'promptly', 'readily', 'right_away', 'quickly']"," The Atlanta Constitution,"
office,"['billet', 'government_agency', 'business_office', 'situation', 'position', 'agency', 'office', 'power', 'bureau', 'part', 'role', 'berth', 'place', 'authority', 'function', 'federal_agency', 'post', 'office_staff', 'spot']"," The Atlanta Constitution,"
placed,"['come_in', 'order', 'set', 'send', 'situated', 'position', 'localize', 'rate', 'invest', 'located', 'placed', 'identify', 'commit', 'rank', 'range', 'put', 'aim', 'locate', 'place', 'direct', 'station', 'target', 'pose', 'point', 'post', 'grade', 'localise', 'lay', 'site', 'come_out']"," The Atlanta Constitution,"
regularly,"['regularly', 'on_a_regular_basis']"," The Atlanta Constitution,"
squarely,"['foursquare', 'straightforwardly', 'forthrightly', 'square', 'squarely', 'forthright']"," The Atlanta Constitution,"
censure,"['excommunication', 'reprimand', 'exclusion', 'animadversion', 'criminate', 'censure']"," The Atlanta Constitution,"
freedom,"['freedom', 'exemption']"," The Atlanta Constitution,"
past,"['retiring', 'preceding', 'past_times', 'yesteryear', 'by', 'past_tense', 'past']"," The Atlanta Constitution,"
insured,"['insured', 'see', 'check', 'cover', 'guarantee', 'see_to_it', 'ascertain', 'secure', 'insured_person', 'underwrite', 'control', 'insure', 'assure', 'ensure']"," The Atlanta Constitution,"
The,[]," The Atlanta Constitution,"
health,"['wellness', 'health']"," The Atlanta Constitution,"
officials,"['official', 'functionary']"," The Atlanta Constitution,"
suppressed,"['smothered', 'bottle_up', 'stamp_down', 'curb', 'repress', 'suppressed', 'subdue', 'strangled', 'crush', 'conquer', 'oppress', 'inhibit', 'suppress', 'stifled']"," The Atlanta Constitution,"
start,"['offset', 'protrude', 'take_off', 'lead_off', 'commencement', 'get-go', 'set_about', 'commence', 'starting', 'bulge', 'initiate', 'take_up', 'originate', 'showtime', 'start_out', 'start_up', 'startle', 'starting_signal', 'get', 'come_out', 'part', 'kickoff', 'starting_time', 'jump', 'get_down', 'depart', 'go', 'first', 'head_start', 'pop_out', 'beginning', 'get_going', 'outset', 'scratch', 'bulge_out', 'start', 'pop', 'begin', 'bug_out', 'set_out', 'embark_on', 'set_forth', 'scratch_line', 'starting_line', 'set_off']"," The Atlanta Constitution,"
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']"," The Atlanta Constitution,"
weakened,"['damp', 'cut', 'de-escalate', 'break', 'subvert', 'vitiated', 'attenuated', 'lessened', 'weaken', 'thinned', 'undermine', 'attenuate', 'diminished', 'dampen', 'weakened', 'hurt', 'sabotage', 'countermine', 'step_down', 'counteract', 'faded', 'soften']"," The Atlanta Constitution,"
Women,"['woman', 'womanhood', 'fair_sex', 'char', 'cleaning_woman', 'cleaning_lady', 'adult_female', 'charwoman']"," The Atlanta Constitution,"
reforms,"['regenerate', 'reclaim', 'see_the_light', 'straighten_out', 'reform', 'rectify']"," The Atlanta Constitution,"
limits,"['circumscribe', 'point_of_accumulation', 'terminal_point', 'limit', 'specify', 'limitation', 'fix', 'limit_point', 'terminus_ad_quem', 'demarcation', 'trammel', 'confine', 'determine', 'restrict', 'restrain', 'demarcation_line', 'define', 'boundary', 'throttle', 'set', 'bound']"," The Atlanta Constitution,"
additional,"['additional', 'extra']"," The Atlanta Constitution,"
better,"['advantageously', 'amend', 'ripe', 'break', 'secure', 'well', 'wagerer', 'dependable', 'effective', 'honest', 'beneficial', 'punter', 'ameliorate', 'improve', 'in_effect', 'undecomposed', 'right', 'adept', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'unspoiled', 'near', 'skillful', 'easily', 'meliorate', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'better', 'upright', 'dear', 'respectable', 'sound', 'bettor', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']"," The Atlanta Constitution,"
price,"['monetary_value', 'Price', 'Leontyne_Price', 'price', 'terms', 'cost', 'toll', 'damage', 'Mary_Leontyne_Price']"," The Atlanta Constitution,"
authoritarianism,"['Stalinism', 'authoritarianism', 'shogunate', 'monocracy', 'absolutism', 'despotism', 'Caesarism', 'one-man_rule', 'dictatorship', 'tyranny', 'totalitarianism']"," The Atlanta Constitution,"
administrator,"['administrator', 'executive', 'decision_maker']"," The Atlanta Constitution,"
state,"['say', 'State_Department', 'State', 'express', 'body_politic', 'submit', 'nation', 'commonwealth', 'United_States_Department_of_State', 'put_forward', 'res_publica', 'province', 'DoS', 'land', 'Department_of_State', 'tell', 'country', 'state_of_matter', 'state', 'posit']"," The Atlanta Constitution,"
Congress,"['relation', 'US_Congress', 'sexual_intercourse', 'United_States_Congress', 'coition', 'carnal_knowledge', 'sexual_congress', 'U.S._Congress', 'Congress', 'intercourse', 'congress', 'coitus', 'sex_act', 'copulation', 'sexual_relation']"," The Atlanta Constitution,"
illustrating,"['instance', 'illustrate', 'exemplify']"," The Atlanta Constitution,"
greater,"['great', 'nifty', 'cracking', 'groovy', 'with_child', 'bang-up', 'outstanding', 'expectant', 'neat', 'heavy', 'slap-up', 'majuscule', 'big', 'smashing', 'swell', 'dandy', 'enceinte', 'not_bad', 'corking', 'large', 'peachy', 'capital', 'greater', 'keen', 'bully', 'gravid']"," The Atlanta Constitution,"
nurses,"['suckle', 'harbor', 'suck', 'nursemaid', 'lactate', 'wet-nurse', 'hold', 'give_suck', 'harbour', 'nurse', 'breastfeed', 'nanny', 'entertain']"," The Atlanta Constitution,"
commissioners,['commissioner']," The Atlanta Constitution,"
presented,"['deliver', 'demonstrate', 'confront', 'present', 'portray', 'represent', 'submit', 'acquaint', 'stage', 'give', 'demo', 'show', 'pose', 'award', 'lay_out', 'gift', 'face', 'introduce', 'exhibit', 'salute']"," The Atlanta Constitution,"
any,"['whatever', 'whatsoever', 'any']"," The Atlanta Constitution,"
modification,"['limiting', 'change', 'adjustment', 'alteration', 'modification', 'qualifying']"," The Atlanta Constitution,"
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']"," The Atlanta Constitution,"
pros,"['professional', 'pro']"," The Atlanta Constitution,"
tops,"['elevation', 'top-notch', 'top', 'big_top', 'acme', 'top_out', 'circus_tent', 'overstep', 'topnotch', 'tops', 'clear', 'meridian', 'teetotum', 'exceed', 'cover', 'whirligig', 'tip', 'summit', 'round_top', 'peak', 'top_side', 'height', 'pinnacle', 'first-rate', 'crown', 'crack', 'A-one', 'tiptop', 'go_past', 'crest', 'pass', 'superlative', 'lead', 'ace', 'top_off', 'spinning_top', 'upside', 'super', 'upper_side', 'pinch', 'transcend', 'top_of_the_inning']"," The Atlanta Constitution,"
wade,"['Wade', 'wade', 'Virginia_Wade']"," The Atlanta Constitution,"
complex,"['complex', 'building_complex', 'composite', 'coordination_compound']"," The Atlanta Constitution,"
issues,"['exit', 'event', 'cut', 'return', 'progeny', 'make_out', 'emergence', 'emerge', 'write_out', 'matter', 'way_out', 'result', 'payoff', 'outlet', 'publication', 'number', 'bring_out', 'put_out', 'proceeds', 'effect', 'publish', 'military_issue', 'issuing', 'come_forth', 'topic', 'consequence', 'outcome', 'take', 'takings', 'subject', 'government_issue', 'go_forth', 'release', 'issuance', 'supply', 'offspring', 'issue', 'yield', 'egress', 'upshot', 'come_out']"," The Atlanta Constitution,"
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']"," The Atlanta Constitution,"
several,"['various', 'several', 'respective']"," The Atlanta Constitution,"
President,"['chairwoman', 'president', 'chairperson', 'chairman', 'chair', 'prexy', 'Chief_Executive', 'United_States_President', 'President_of_the_United_States', 'President']"," The Atlanta Constitution,"
Cuba,"['Cuba', 'Republic_of_Cuba']"," The Atlanta Constitution,"
work,"['body_of_work', 'knead', 'sour', 'play', 'piece_of_work', 'shape', 'bring', 'oeuvre', 'work', 'work_on', 'do_work', 'mould', 'ferment', 'put_to_work', 'wreak', 'exercise', 'lick', 'act_upon', 'puzzle_out', 'exploit', 'make_for', 'work_out', 'act', 'go', 'figure_out', 'workplace', 'operate', 'influence', 'process', 'turn', 'solve', 'run', 'function', 'form', 'crop', 'study', 'make', 'cultivate', 'forge', 'mold', 'employment']"," The Atlanta Constitution,"
agency,"['government_agency', 'bureau', 'agency', 'means', 'way', 'office', 'delegacy', 'authority', 'federal_agency', 'representation']"," The Atlanta Constitution,"
U.S.,"['America', 'U.S.', 'United_States', 'the_States', 'United_States_of_America', 'United_States_government', 'U.S._government', 'US', 'US_Government', 'U.S.A.', 'USA']"," The Atlanta Constitution,"
powers,"['ability', 'exponent', 'baron', 'force', 'office', 'powerfulness', 'power', 'business_leader', 'magnate', 'index', 'mogul', 'big_businessman', 'superpower', 'major_power', 'top_executive', 'world_power', 'great_power', 'king', 'tycoon', 'mightiness', 'might']"," The Atlanta Constitution,"
undertaking,"['take_on', 'contract', 'labor', 'undertaking', 'take_in_charge', 'guarantee', 'task', 'attempt', 'tackle', 'project', 'set_about', 'undertake']"," The Atlanta Constitution,"
nation,"['Carry_Amelia_Moore_Nation', 'res_publica', 'nation', 'Carry_Nation', 'commonwealth', 'Nation', 'country', 'state', 'land', 'body_politic']"," The Atlanta Constitution,"
Communist,"['commie', 'communistic', 'Communist', 'communist']"," The Atlanta Constitution,"
High-speed,"['high-speed', 'high-velocity']"," The Atlanta Constitution,"
behooves,"['behove', 'behoove']"," The Atlanta Constitution,"
few,['few']," The Atlanta Constitution,"
ban,"['ostracize', 'forbiddance', 'cast_out', 'forbidding', 'proscription', 'banning', 'ban', 'ostracise', 'Bachelor_of_Arts_in_Nursing', 'censor', 'shun', 'BAN', 'prohibition', 'blackball', 'banish']"," The Atlanta Constitution,"
amounts,"['quantity', 'sum', 'come', 'number', 'add_up', 'sum_of_money', 'total', 'amount_of_money', 'amount', 'measure']"," The Atlanta Constitution,"
known,"['experience', 'sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'cognise', 'live', 'screw', 'have_sex', 'have_it_off', 'recognise', 'know', 'acknowledge', 'hump', 'bonk', 'known', 'have_a_go_at_it', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'eff', 'get_it_on', 'make_love', 'cognize', 'get_laid', 'bang', 'jazz', 'recognize', 'sleep_together']"," The Atlanta Constitution,"
tyranny,"['Stalinism', 'authoritarianism', 'shogunate', 'monocracy', 'absolutism', 'despotism', 'Caesarism', 'one-man_rule', 'dictatorship', 'tyranny', 'totalitarianism']"," The Atlanta Constitution,"
budgeting,['budget']," The Atlanta Constitution,"
door,"['doorway', 'threshold', 'room_access', 'door']"," The Atlanta Constitution,"
grave,"['grave', 'sedate', 'sober', 'weighty', 'inscribe', 'heavy', 'engrave', 'sculpture', 'dangerous', 'sculpt', 'solemn', 'tomb', 'scratch', 'serious', 'life-threatening', 'severe', 'grave_accent', 'grievous']"," The Atlanta Constitution,"
spending,"['disbursement', 'spending', 'outlay', 'drop', 'expenditure', 'expend', 'outgo', 'disbursal', 'spend', 'pass']"," The Atlanta Constitution,"
Stolzenbach,[]," The Atlanta Constitution,"
put,"['position', 'put', 'frame', 'lay', 'cast', 'couch', 'invest', 'arrange', 'redact', 'order', 'put_option', 'place', 'commit', 'assign', 'set_up', 'set', 'pose']"," The Atlanta Constitution,"
final,"['net', 'final', 'final_examination', 'final_exam', 'concluding', 'last', 'terminal']"," The Atlanta Constitution,"
Until,[]," The Atlanta Constitution,"
Rusk,"['zwieback', 'rusk', 'Brussels_biscuit', 'twice-baked_bread']"," The Atlanta Constitution,"
attractive,['attractive']," The Atlanta Constitution,"
And,[]," The Atlanta Constitution,"
already,['already']," The Atlanta Constitution,"
convened,"['convene', 'convoke']"," The Atlanta Constitution,"
maintaining,"['observe', 'hold', 'conserve', 'assert', 'sustain', 'keep', 'keep_up', 'asseverate', 'exert', 'maintain', 'defend', 'uphold', 'wield', 'preserve']"," The Atlanta Constitution,"
best,"['Charles_Herbert_Best', 'advantageously', 'ripe', 'Best', 'well', 'secure', 'dependable', 'honest', 'effective', 'beneficial', 'in_effect', 'undecomposed', 'outdo', 'right', 'trump', 'adept', 'scoop', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'topper', 'unspoiled', 'near', 'C._H._Best', 'skillful', 'easily', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'outflank', 'better', 'upright', 'dear', 'respectable', 'sound', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']"," The Atlanta Constitution,"
doing,"['behave', 'make_out', 'get_along', 'serve', 'cause', 'coif', 'come', 'arrange', 'exercise', 'fare', 'perform', 'dress', 'act', 'coiffure', 'practice', 'answer', 'coiffe', 'suffice', 'do', 'practise', 'execute', 'manage', 'make', 'set']"," The Atlanta Constitution,"
procedures,"['operation', 'subroutine', 'procedure', 'subprogram', 'process', 'routine', 'function']"," The Atlanta Constitution,"
