w,vector_semantico
quicker,"['quick', 'warm', 'faster', 'fast', 'straightaway', 'quicker', 'speedy', 'flying', 'ready', 'immediate', 'agile', 'prompt', 'spry', 'nimble']",Stranger in a Strange Land.
girls,"['girlfriend', 'young_woman', 'lady_friend', 'fille', 'girl', 'missy', 'miss', 'young_lady', 'little_girl', 'female_child', 'daughter']",Stranger in a Strange Land.
Daily,"['day-by-day', 'day_by_day', 'casual', 'everyday', 'daily', 'day-after-day', 'day-to-day']",Stranger in a Strange Land.
happened,"['bump', 'come_about', 'hap', 'fall_out', 'pass_off', 'find', 'materialize', 'encounter', 'happen', 'befall', 'pass', 'take_place', 'chance', 'go_on', 'bechance', 'occur', 'materialise']",Stranger in a Strange Land.
Of,[],Stranger in a Strange Land.
else,[],Stranger in a Strange Land.
Ben,['ben'],Stranger in a Strange Land.
Earth,"['earthly_concern', 'Earth', 'ground', 'earth', 'dry_land', 'terra_firma', 'solid_ground', 'world', 'globe', 'land', 'worldly_concern']",Stranger in a Strange Land.
Their,[],Stranger in a Strange Land.
him,[],Stranger in a Strange Land.
Come,"['come_in', 'derive', 'make_out', 'amount', 'get_along', 'ejaculate', 'occur', 'come_up', 'seed', 'come', 'number', 'arrive', 'hail', 'fare', 'seminal_fluid', 'get', 'descend', 'fall', 'total', 'issue_forth', 'add_up', 'do', 'cum', 'follow', 'semen']",Stranger in a Strange Land.
salted,"['salt-cured', 'salt', 'salted', 'brine-cured']",Stranger in a Strange Land.
helped,"['assist', 'help_oneself', 'serve', 'aid', 'avail', 'help', 'facilitate']",Stranger in a Strange Land.
proclaimed,"['glorify', 'proclaim', 'exalt', 'proclaimed', 'exclaim', 'predicate', 'extol', 'announced', 'laud', 'promulgate']",Stranger in a Strange Land.
half,"['half', 'one-half']",Stranger in a Strange Land.
closer,"['close', 'nearer', 'skinny', 'cheeseparing', 'tightlipped', 'closelipped', 'closer', 'nigh', 'finisher', 'penny-pinching', 'snug', 'airless', 'near', 'tight', 'nigher', 'stuffy', 'confining', 'close-fitting', 'closemouthed', 'unaired', 'secretive', 'faithful']",Stranger in a Strange Land.
Guardian,"['shielder', 'guardian', 'protector', 'defender']",Stranger in a Strange Land.
rejected,"['turn_away', 'refuse', 'pass_up', 'disapprove', 'scorn', 'rule_out', 'spurned', 'disdain', 'freeze_off', 'winnow_out', 'turn_down', 'rejected', 'jilted', 'eliminate', 'reject', 'spurn', 'decline', 'resist', 'pooh-pooh']",Stranger in a Strange Land.
The,[],Stranger in a Strange Land.
understanding,"['sympathize', 'realize', 'read', 'interpret', 'savvy', 'sympathy', 'empathize', 'agreement', 'apprehension', 'intellect', 'discernment', 'empathise', 'understanding', 'see', 'translate', 'understand', 'reason', 'infer', 'sympathise', 'realise']",Stranger in a Strange Land.
hold,"['grip', 'grasp', 'nurse', 'keep', 'take_for', 'book', 'defend', 'control', 'concur', 'hold_in', 'curb', 'reserve', 'adjudge', 'custody', 'cargo_area', 'cargo_deck', 'wait', 'clench', 'harbor', 'carry', 'keep_back', 'hold_up', 'handle', 'delay', 'defy', 'declare', 'halt', 'arrest', 'time_lag', 'cargo_hold', 'concord', 'take_hold', 'oblige', 'support', 'postponement', 'confine', 'take', 'guard', 'apply', 'give', 'withstand', 'hold', 'throw', 'have_got', 'harbour', 'accommodate', 'prevail', 'appreciation', 'restrain', 'obligate', 'bind', 'admit', 'maintain', 'deem', 'moderate', 'clutch', 'have', 'hold_back', 'storage_area', 'clutches', 'clasp', 'contain', 'check', 'view_as', 'go_for', 'detention', 'handgrip', 'make', 'sustain', 'detainment', 'obtain', 'retain', 'bear', 'entertain', 'agree']",Stranger in a Strange Land.
light,"['twinkle', 'illumine', 'get_off', 'Light_Within', 'lightly', 'promiscuous', 'igniter', 'wanton', 'faint', 'calorie-free', 'wakeful', 'Light', 'illume', 'lightness', 'light_source', 'ignite', 'clear', 'sluttish', 'luminousness', 'ignitor', 'tripping', 'Inner_Light', 'scant', 'sparkle', 'brightness_level', 'lighter', 'swooning', 'light-colored', 'unclouded', 'clean', 'idle', 'luminosity', 'lighting', 'get_down', 'unaccented', 'weak', 'fall', 'visible_radiation', 'spark', 'light', 'easy', 'perch', 'unhorse', 'low-cal', 'brightness', 'illuminate', 'abstemious', 'light-headed', 'short', 'lite', 'Christ_Within', 'light_up', 'loose', 'fire_up', 'lightsome', 'luminance', 'visible_light', 'illumination', 'alight', 'lightheaded', 'dismount']",Stranger in a Strange Land.
start,"['offset', 'protrude', 'take_off', 'lead_off', 'commencement', 'get-go', 'set_about', 'commence', 'starting', 'bulge', 'initiate', 'take_up', 'originate', 'showtime', 'start_out', 'start_up', 'startle', 'starting_signal', 'get', 'come_out', 'part', 'kickoff', 'starting_time', 'jump', 'get_down', 'depart', 'go', 'first', 'head_start', 'pop_out', 'beginning', 'get_going', 'outset', 'scratch', 'bulge_out', 'start', 'pop', 'begin', 'bug_out', 'set_out', 'embark_on', 'set_forth', 'scratch_line', 'starting_line', 'set_off']",Stranger in a Strange Land.
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']",Stranger in a Strange Land.
it'll,[],Stranger in a Strange Land.
brother,"['brother', 'comrade', 'crony', 'buddy', 'Brother', 'pal', 'sidekick', 'blood_brother', 'chum']",Stranger in a Strange Land.
don't,[],Stranger in a Strange Land.
America,"['America', 'U.S.', 'the_States', 'United_States', 'United_States_of_America', 'US', 'U.S.A.', 'USA']",Stranger in a Strange Land.
pool,"['pond', 'kitty', 'pool', 'consortium', 'puddle', 'syndicate', 'pocket_billiards']",Stranger in a Strange Land.
remained,"['persist', 'continue', 'rest', 'stay', 'stay_on', 'remain']",Stranger in a Strange Land.
ripple,"['burble', 'babble', 'bubble', 'cockle', 'guggle', 'riffle', 'ripple', 'ruffle', 'rippling', 'undulate', 'gurgle', 'wavelet']",Stranger in a Strange Land.
Digby,[],Stranger in a Strange Land.
growing-waiting,[],Stranger in a Strange Land.
life,"['animation', 'life_sentence', 'life_history', 'spirit', 'life_story', 'life-time', 'liveliness', 'biography', 'aliveness', 'life', 'lifespan', 'living', 'sprightliness', 'lifetime']",Stranger in a Strange Land.
looking,"['front', 'depend', 'reckon', 'seem', 'expect', 'calculate', 'looking_at', 'appear', 'wait', 'await', 'looking_for', 'see', 'take_care', 'sounding', 'search', 'look', 'attend', 'count', 'face', 'looking', 'bet']",Stranger in a Strange Land.
Tabernacle,"['synagogue', 'tabernacle', 'temple', 'Mormon_Tabernacle', 'Tabernacle']",Stranger in a Strange Land.
meantime,"['interim', 'lag', 'meanwhile', 'in_the_meantime', 'meantime']",Stranger in a Strange Land.
Mahmoud,[],Stranger in a Strange Land.
tasted,"['try_out', 'savour', 'try', 'sample', 'savor', 'taste', 'smack']",Stranger in a Strange Land.
consisting,"['comprise', 'lie', 'lie_in', 'consist', 'dwell']",Stranger in a Strange Land.
disappearance,"['disappearance', 'disappearing', 'fade']",Stranger in a Strange Land.
there's,[],Stranger in a Strange Land.
shape,"['human_body', 'SHAPE', 'chassis', 'regulate', 'shape', 'contour', 'work', 'mould', 'condition', 'embodiment', 'conformation', 'physique', 'determine', 'anatomy', 'figure', 'bod', 'influence', 'material_body', 'soma', 'configuration', 'form', 'Supreme_Headquarters_Allied_Powers_Europe', 'pattern', 'frame', 'cast', 'forge', 'flesh', 'physical_body', 'mold', 'build']",Stranger in a Strange Land.
seemed,"['appear', 'look', 'seem']",Stranger in a Strange Land.
spaces,"['quad', 'blank_space', 'outer_space', 'blank', 'infinite', 'place', 'space', 'distance']",Stranger in a Strange Land.
Palermo,['Palermo'],Stranger in a Strange Land.
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']",Stranger in a Strange Land.
necessity,"['requisite', 'requirement', 'essential', 'necessary', 'necessity']",Stranger in a Strange Land.
Ardent,"['torrid', 'perfervid', 'warm', 'fiery', 'fervid', 'ardent', 'impassioned', 'fervent']",Stranger in a Strange Land.
Sicily,"['Sicilia', 'Sicily']",Stranger in a Strange Land.
President,"['chairwoman', 'president', 'chairperson', 'chairman', 'chair', 'prexy', 'Chief_Executive', 'United_States_President', 'President_of_the_United_States', 'President']",Stranger in a Strange Land.
stupid,"['stunned', 'pudden-head', 'dazed', 'stupefied', 'stupe', 'pudding_head', 'stupid_person', 'dolt', 'pillock', 'poor_fish', 'stupid', 'dullard', 'unintelligent']",Stranger in a Strange Land.
nestling,"['snuggle', 'tike', 'child', 'nestling', 'nipper', 'shaver', 'cuddle', 'draw_close', 'nestle', 'nuzzle', 'youngster', 'nest', 'minor', 'baby_bird', 'small_fry', 'tiddler', 'kid', 'fry', 'tyke']",Stranger in a Strange Land.
Technician,['technician'],Stranger in a Strange Land.
Indian,"['Amerindic', 'Indian', 'American_Indian', 'American-Indian_language', 'Amerind', 'Red_Indian', 'Amerindian_language', 'Native_American']",Stranger in a Strange Land.
sands,"['sands', 'sand', 'moxie', 'Amandine_Aurore_Lucie_Dupin', 'grit', 'George_Sand', 'guts', 'Baroness_Dudevant', 'littoral', 'backbone', 'litoral', 'gumption', 'littoral_zone', 'Sand', 'sandpaper']",Stranger in a Strange Land.
work,"['body_of_work', 'knead', 'sour', 'play', 'piece_of_work', 'shape', 'bring', 'oeuvre', 'work', 'work_on', 'do_work', 'mould', 'ferment', 'put_to_work', 'wreak', 'exercise', 'lick', 'act_upon', 'puzzle_out', 'exploit', 'make_for', 'work_out', 'act', 'go', 'figure_out', 'workplace', 'operate', 'influence', 'process', 'turn', 'solve', 'run', 'function', 'form', 'crop', 'study', 'make', 'cultivate', 'forge', 'mold', 'employment']",Stranger in a Strange Land.
powers,"['ability', 'exponent', 'baron', 'force', 'office', 'powerfulness', 'power', 'business_leader', 'magnate', 'index', 'mogul', 'big_businessman', 'superpower', 'major_power', 'top_executive', 'world_power', 'great_power', 'king', 'tycoon', 'mightiness', 'might']",Stranger in a Strange Land.
clinches,"['squeeze', 'clamp', 'hug', 'clench', 'clinch']",Stranger in a Strange Land.
D,"['calciferol', 'vitamin_D', 'cholecalciferol', 'D', '500', 'ergocalciferol', 'viosterol', 'five_hundred', 'd']",Stranger in a Strange Land.
few,['few'],Stranger in a Strange Land.
Warm,"['quick', 'affectionate', 'warm', 'lovesome', 'warmly', 'warm_up', 'fond', 'tender', 'ardent', 'strong']",Stranger in a Strange Land.
Bishop,['bishop'],Stranger in a Strange Land.
known,"['experience', 'sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'cognise', 'live', 'screw', 'have_sex', 'have_it_off', 'recognise', 'know', 'acknowledge', 'hump', 'bonk', 'known', 'have_a_go_at_it', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'eff', 'get_it_on', 'make_love', 'cognize', 'get_laid', 'bang', 'jazz', 'recognize', 'sleep_together']",Stranger in a Strange Land.
discovered,"['detect', 'get_a_line', 'distinguish', 'discover', 'find', 'break', 'strike', 'name', 'come_upon', 'chance_on', 'observe', 'unwrap', 'notice', 'let_on', 'bring_out', 'reveal', 'learn', 'pick_up', 'chance_upon', 'identify', 'key', 'discovered', 'give_away', 'see', 'describe', 'expose', 'ascertained', 'get_word', 'come_across', 'happen_upon', 'let_out', 'find_out', 'key_out', 'hear', 'divulge', 'light_upon', 'attain', 'get_wind', 'fall_upon', 'observed', 'disclose']",Stranger in a Strange Land.
reviewed,"['brush_up', 'review', 'look_back', 'critique', 'reexamine', 'retrospect', 'refresh', 'survey', 'go_over']",Stranger in a Strange Land.
angel,"['Angel', 'backer', 'holy_person', 'holy_man', 'saint', 'Angel_Falls', 'angel']",Stranger in a Strange Land.
!,[],Stranger in a Strange Land.
threes-fulfilled,[],Stranger in a Strange Land.
disappointed,"['defeated', 'foiled', 'disappointed', 'frustrated', 'discomfited', 'disappoint', 'let_down', 'thwarted']",Stranger in a Strange Land.
bed,"['sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'screw', 'have_sex', 'have_it_off', 'layer', 'sack_out', 'know', 'hump', 'go_to_bed', 'bonk', 'go_to_sleep', 'have_a_go_at_it', 'hit_the_sack', 'bottom', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'turn_in', 'kip_down', 'eff', 'get_it_on', 'make_love', 'get_laid', 'bang', 'hit_the_hay', 'retire', 'crawl_in', 'jazz', 'seam', 'sleep_together']",Stranger in a Strange Land.
Miracle,['miracle'],Stranger in a Strange Land.
first,"['offset', 'first_off', '1st', 'low', 'firstly', 'commencement', 'get-go', 'for_the_first_time', 'first_of_all', 'number_one', 'maiden', 'world-class', 'first-class_honours_degree', 'initiative', 'showtime', 'first_gear', 'kickoff', 'starting_time', 'number_1', 'first', 'beginning', 'initiatory', 'outset', 'start', 'foremost', 'first_base', 'inaugural', 'low_gear']",Stranger in a Strange Land.
professional,"['professional_person', 'professional', 'pro', 'master']",Stranger in a Strange Land.
voice,"['vocalisation', 'part', 'spokesperson', 'articulation', 'representative', 'voice', 'vocalize', 'interpreter', 'vocalise', 'vocalism', 'sound', 'vocalization', 'vox', 'phonation']",Stranger in a Strange Land.
Hi,"['hi', 'howdy', ""Hawai'i"", 'hullo', 'hello', 'Aloha_State', 'how-do-you-do', 'HI', 'Hawaii']",Stranger in a Strange Land.
spring,"['recoil', 'take_form', 'leap', 'resile', 'leaping', 'rebound', 'natural_spring', 'bounce', 'saltation', 'take_shape', 'outpouring', 'springiness', 'outflow', 'give', 'jump', 'fountain', 'ricochet', 'spring', 'take_a_hop', 'form', 'springtime', 'reverberate', 'bound']",Stranger in a Strange Land.
Anyhow,"['anyhow', 'in_any_event', 'at_any_rate', 'anyway', 'in_any_case', 'anyways']",Stranger in a Strange Land.
doing,"['behave', 'make_out', 'get_along', 'serve', 'cause', 'coif', 'come', 'arrange', 'exercise', 'fare', 'perform', 'dress', 'act', 'coiffure', 'practice', 'answer', 'coiffe', 'suffice', 'do', 'practise', 'execute', 'manage', 'make', 'set']",Stranger in a Strange Land.
having,"['experience', 'take_in', 'accept', 'own', 'deliver', 'receive', 'stimulate', 'give_birth', 'let', 'cause', 'consume', 'birth', 'get', 'take', 'give', 'hold', 'have_got', 'throw', 'induce', 'suffer', 'have', 'possess', 'feature', 'ingest', 'make', 'sustain', 'bear']",Stranger in a Strange Land.
am,"['comprise', 'cost', 'americium', 'make_up', 'live', 'represent', 'Artium_Magister', 'AM', 'embody', 'constitute', 'equal', 'personify', 'atomic_number_95', 'Master_of_Arts', 'MA', 'Am', 'amplitude_modulation', 'follow', 'be', 'exist']",Stranger in a Strange Land.
check,"['watch', 'check-out_procedure', 'confirmation', 'checker', 'baulk', 'stay', 'see_to_it', 'ascertain', 'break', 'check_mark', 'bank_check', 'mark', 'impediment', 'chink', 'check_over', 'insure', 'control', 'curb', 'hold_in', 'hitch', 'match', 'condition', 'stoppage', 'tick_off', 'fit', 'learn', 'check_up_on', 'delay', 'halt', 'arrest', 'chip', 'mark_off', 'assure', 'retard', 'handicap', 'gibe', 'hindrance', 'balk', 'crack', 'tally', 'see', 'substantiation', 'check_out', 'hold', 'chequer', 'turn_back', 'determine', 'moderate', 'correspond', 'hinderance', 'cheque', 'suss_out', 'go_over', 'ensure', 'check_into', 'hold_back', 'find_out', 'stop', 'discipline', 'train', 'contain', 'deterrent', 'assay', 'check', 'look_into', 'check_off', 'chit', 'tick', 'tab', 'agree', 'verification', 'bridle', 'checkout', 'jibe']",Stranger in a Strange Land.
look,"['front', 'depend', 'flavour', 'reckon', 'seem', 'facial_expression', 'expect', 'calculate', 'looking_at', 'appear', 'expression', 'wait', 'feel', 'await', 'see', 'spirit', 'feeling', 'take_care', 'aspect', 'flavor', 'search', 'look', 'attend', 'smell', 'count', 'face', 'tone', 'looking', 'bet']",Stranger in a Strange Land.
miss,"['young_woman', 'drop', 'fille', 'girl', 'lack', 'missy', 'neglect', 'miss', 'omit', 'overleap', 'young_lady', 'overlook', 'pretermit', 'leave_out', 'escape', 'Miss', 'lose', 'misfire']",Stranger in a Strange Land.
Larry,[],Stranger in a Strange Land.
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']",Stranger in a Strange Land.
loose,"['promiscuous', 'wanton', 'informal', 'relax', 'open', 'unaffixed', 'sluttish', 'lax', 'unloose', 'liberal', 'on_the_loose', 'idle', 'free', 'release', 'liberate', 'light', 'easy', 'let_loose', 'escaped', 'unloosen', 'loosen', 'loose', 'unleash', 'slack', 'at_large']",Stranger in a Strange Land.
make,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'shuffle', 'take', 'progress_to', 'brand', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'shuffling', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']",Stranger in a Strange Land.
are,"['comprise', 'follow', 'embody', 'constitute', 'be', 'ar', 'equal', 'personify', 'cost', 'are', 'make_up', 'live', 'represent', 'exist']",Stranger in a Strange Land.
estimate,"['appraisal', 'approximation', 'judge', 'forecast', 'estimation', 'gauge', 'idea', 'approximate', 'reckon', 'guess', 'figure', 'count_on', 'calculate', 'estimate']",Stranger in a Strange Land.
fleeting,"['fugitive', 'flutter', 'momentaneous', 'momentary', 'fleet', 'pass_off', 'fleeting', 'flit', 'pass', 'dart', 'evanesce', 'fade', 'blow_over']",Stranger in a Strange Land.
goodness,"['good', 'goodness']",Stranger in a Strange Land.
edition,"['version', 'variant', 'variation', 'edition']",Stranger in a Strange Land.
dismissed,"['brush_aside', 'throw_out', 'send_packing', 'dismissed', 'ignore', 'give_the_sack', 'send_away', 'dismiss', 'give_the_axe', 'laid-off', 'dissolve', 'fire', 'sack', 'give_notice', 'usher_out', 'displace', 'fired', 'terminate', 'push_aside', 'disregard', 'discharged', 'can', 'pink-slipped', 'drop', 'brush_off', 'discount', 'force_out']",Stranger in a Strange Land.
clear-headed,[],Stranger in a Strange Land.
spend,"['expend', 'pass', 'drop', 'spend']",Stranger in a Strange Land.
I've,[],Stranger in a Strange Land.
sigh,"['suspiration', 'suspire', 'sigh']",Stranger in a Strange Land.
warm,"['quick', 'affectionate', 'warm', 'lovesome', 'warmly', 'warm_up', 'fond', 'tender', 'ardent', 'strong']",Stranger in a Strange Land.
