w,vector_semantico
carrying,"['behave', 'acquit', 'expect', 'have_a_bun_in_the_oven', 'express', 'persuade', 'transmit', 'stockpile', 'carry', 'conduct', 'comport', 'take', 'gestate', 'hold', 'extend', 'pack', 'impart', 'deport', 'run', 'channel', 'stock', 'transport', 'post', 'contain', 'sway', 'bear', 'convey', 'dribble']","William G. Pollard, Physicist and Christian"
spirits,"['John_Barleycorn', 'spirit_up', 'strong_drink', 'flavour', 'hard_liquor', 'inspirit', 'booze', 'intent', 'heart', 'hard_drink', 'disembodied_spirit', 'purport', 'spirits', 'liveliness', 'feel', 'liquor', 'spirit', 'feeling', 'flavor', 'look', 'smell', 'tone', 'life', 'emotional_state', 'sprightliness']","William G. Pollard, Physicist and Christian"
generally,"['in_general', 'more_often_than_not', 'loosely', 'mostly', 'in_the_main', 'generally', 'by_and_large', 'broadly_speaking', 'broadly']","William G. Pollard, Physicist and Christian"
really,"['genuinely', 'truly', 'real', 'in_truth', 'really', 'rattling', 'actually', 'very']","William G. Pollard, Physicist and Christian"
If,[],"William G. Pollard, Physicist and Christian"
raw,"['in_the_raw', 'bare-assed', 'in_the_altogether', 'natural', 'sensitive', 'sore', 'rude', 'crude', 'birthday_suit', 'bleak', 'tender', 'bare-ass', 'raw', 'cutting', 'peeled', 'altogether', 'naked_as_a_jaybird', 'naked', 'stark_naked', 'unsanded', 'in_the_buff', 'new']","William G. Pollard, Physicist and Christian"
rejections,['rejection'],"William G. Pollard, Physicist and Christian"
sinner,"['evildoer', 'sinner']","William G. Pollard, Physicist and Christian"
later,"['by_and_by', 'recent', 'later', 'tardy', 'ulterior', 'belated', 'subsequently', 'after', 'later_on', 'former', 'afterwards', 'posterior', 'afterward', 'late', 'previous']","William G. Pollard, Physicist and Christian"
gives,"['return', 'break', 'establish', 'present', 'contribute', 'open', 'cave_in', 'devote', 'pass_on', 'commit', 'chip_in', 'founder', 'generate', 'collapse', 'springiness', 'afford', 'render', 'apply', 'grant', 'give', 'feed', 'kick_in', 'hold', 'throw', 'give_way', 'sacrifice', 'dedicate', 'pass', 'fall_in', 'impart', 'spring', 'have', 'turn_over', 'consecrate', 'ease_up', 'pay', 'leave', 'move_over', 'yield', 'gift', 'make', 'hand', 'reach']","William G. Pollard, Physicist and Christian"
human,"['human', 'homo', 'human_being', 'man']","William G. Pollard, Physicist and Christian"
distinct,"['distinct', 'clear-cut', 'decided', 'discrete', 'trenchant', 'distinguishable']","William G. Pollard, Physicist and Christian"
as,"['every_bit', 'AS', 'a', 'group_A', 'arsenic', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'American_Samoa', 'angstrom', 'atomic_number_33', 'As', 'as', 'equally', 'A', 'adenine', 'axerophthol', 'ampere', 'angstrom_unit', 'vitamin_A', 'Eastern_Samoa']","William G. Pollard, Physicist and Christian"
progress,"['get_along', 'shape_up', 'move_on', 'onward_motion', 'advance', 'pass_on', 'progression', 'build_up', 'forward_motion', 'progress', 'come_along', 'come_on', 'go_on', 'march_on', 'advancement', 'procession', 'get_on', 'work_up', 'build']","William G. Pollard, Physicist and Christian"
fear,"['awe', 'revere', 'venerate', 'fear', 'fright', 'veneration', 'care', 'reverence', 'fearfulness', 'concern', 'dread']","William G. Pollard, Physicist and Christian"
always,"['perpetually', 'invariably', 'ever', 'constantly', 'incessantly', 'always', ""e'er"", 'forever']","William G. Pollard, Physicist and Christian"
populous,"['thickly_settled', 'populous']","William G. Pollard, Physicist and Christian"
direct,"['address', 'lineal', 'directly', 'head', 'channelise', 'manoeuvre', 'calculate', 'send', 'steer', 'conduct', 'organise', 'engineer', 'unmediated', 'take', 'aim', 'orchestrate', 'place', 'direct', 'lead', 'manoeuver', 'guide', 'channelize', 'target', 'mastermind', 'point', 'train', 'verbatim', 'take_aim', 'straight', 'maneuver', 'organize']","William G. Pollard, Physicist and Christian"
contrary,"['reverse', 'adverse', 'opposite', 'obstinate', 'wayward', 'contrary', 'perverse']","William G. Pollard, Physicist and Christian"
sure,"['certainly', 'for_certain', 'surely', 'trusted', 'sure_as_shooting', 'certain', 'sure_enough', 'indisputable', 'sure', 'for_sure']","William G. Pollard, Physicist and Christian"
dramatic,"['striking', 'spectacular', 'dramatic']","William G. Pollard, Physicist and Christian"
other,"['early', 'former', 'other']","William G. Pollard, Physicist and Christian"
same,"['Saami', 'Saame', 'Lapp', 'Sami', 'Lapplander', 'Same', 'same', 'like']","William G. Pollard, Physicist and Christian"
searching,"['research', 'look_for', 'search', 'look', 'inquisitory', 'probing', 'trenchant', 'searching', 'seek', 'explore']","William G. Pollard, Physicist and Christian"
expresses,"['give_tongue_to', 'verbalise', 'extract', 'carry', 'limited', 'evince', 'press_out', 'utter', 'show', 'state', 'expressage', 'express', 'convey', 'verbalize', 'express_mail']","William G. Pollard, Physicist and Christian"
experience,"['experience', 'have', 'see', 'know', 'receive', 'feel', 'live', 'go_through', 'get']","William G. Pollard, Physicist and Christian"
commentary,"['commentary', 'comment']","William G. Pollard, Physicist and Christian"
grip,"['grip', 'travelling_bag', 'grasp', 'spellbind', 'traction', 'adhesive_friction', 'clench', 'hairgrip', 'handle', 'transfix', 'bag', 'hold', 'traveling_bag', 'clutch', 'clutches', 'grapple', 'clasp', 'suitcase', 'handgrip', 'bobby_pin', 'fascinate']","William G. Pollard, Physicist and Christian"
and,[],"William G. Pollard, Physicist and Christian"
performed,"['perform', 'do', 'execute']","William G. Pollard, Physicist and Christian"
questioned,"['call_into_question', 'question', 'query', 'oppugn', 'wonder', 'interrogate', 'interview']","William G. Pollard, Physicist and Christian"
girls,"['girlfriend', 'young_woman', 'lady_friend', 'fille', 'girl', 'missy', 'miss', 'young_lady', 'little_girl', 'female_child', 'daughter']","William G. Pollard, Physicist and Christian"
characteristic,"['feature', 'characteristic', 'device_characteristic']","William G. Pollard, Physicist and Christian"
causes,"['stimulate', 'lawsuit', 'cause', 'grounds', 'suit', 'get', 'causal_agent', 'movement', 'induce', 'have', 'effort', 'do', 'causa', 'crusade', 'causal_agency', 'reason', 'drive', 'case', 'campaign', 'make']","William G. Pollard, Physicist and Christian"
used,"['utilise', 'habituate', 'exploited', 'put-upon', 'apply', 'victimized', 'use', 'practice', 'expend', 'employ', 'utilize', 'used', 'ill-used', 'victimised', 'secondhand']","William G. Pollard, Physicist and Christian"
rejected,"['turn_away', 'refuse', 'pass_up', 'disapprove', 'scorn', 'rule_out', 'spurned', 'disdain', 'freeze_off', 'winnow_out', 'turn_down', 'rejected', 'jilted', 'eliminate', 'reject', 'spurn', 'decline', 'resist', 'pooh-pooh']","William G. Pollard, Physicist and Christian"
convictions,"['strong_belief', 'article_of_faith', 'judgment_of_conviction', 'sentence', 'condemnation', 'conviction']","William G. Pollard, Physicist and Christian"
The,[],"William G. Pollard, Physicist and Christian"
affair,"['social_function', 'matter', 'liaison', 'thing', 'involvement', 'affair', 'intimacy', 'affaire', 'occasion', 'social_occasion', 'function', 'amour']","William G. Pollard, Physicist and Christian"
numinous,['numinous'],"William G. Pollard, Physicist and Christian"
sciences,"['scientific_discipline', 'skill', 'science']","William G. Pollard, Physicist and Christian"
whatever,"['whatever', 'whatsoever', 'any']","William G. Pollard, Physicist and Christian"
designate,"['destine', 'point', 'denominate', 'intend', 'indicate', 'delegate', 'designate', 'show', 'depute', 'specify', 'fate', 'doom', 'assign']","William G. Pollard, Physicist and Christian"
page,"['Sir_Frederick_Handley_Page', 'pageboy', 'foliate', 'paginate', 'varlet', 'Page', 'page', 'Thomas_Nelson_Page']","William G. Pollard, Physicist and Christian"
weapon,"['weapon', 'artillery', 'weapon_system', 'arm']","William G. Pollard, Physicist and Christian"
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']","William G. Pollard, Physicist and Christian"
superficial,"['trivial', 'superficial']","William G. Pollard, Physicist and Christian"
point,"['level', 'head', 'channelise', 'taper', 'manoeuvre', 'charge', 'full_stop', 'degree', 'compass_point', 'breaker_point', 'bespeak', 'steer', 'tip', 'peak', 'dot', 'pointedness', 'distributor_point', 'detail', 'sharpen', 'stage', 'aim', 'period', 'signal', 'full_point', 'gunpoint', 'designate', 'show', 'manoeuver', 'direct', 'place', 'guide', 'channelize', 'stop', 'target', 'point', 'decimal_point', 'repoint', 'indicate', 'point_in_time', 'orient', 'percentage_point', 'item', 'spot', 'betoken', 'luff', 'power_point', 'maneuver']","William G. Pollard, Physicist and Christian"
America,"['America', 'U.S.', 'the_States', 'United_States', 'United_States_of_America', 'US', 'U.S.A.', 'USA']","William G. Pollard, Physicist and Christian"
successful,['successful'],"William G. Pollard, Physicist and Christian"
better,"['advantageously', 'amend', 'ripe', 'break', 'secure', 'well', 'wagerer', 'dependable', 'effective', 'honest', 'beneficial', 'punter', 'ameliorate', 'improve', 'in_effect', 'undecomposed', 'right', 'adept', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'unspoiled', 'near', 'skillful', 'easily', 'meliorate', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'better', 'upright', 'dear', 'respectable', 'sound', 'bettor', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']","William G. Pollard, Physicist and Christian"
understandings,"['sympathize', 'realize', 'read', 'interpret', 'savvy', 'sympathy', 'empathize', 'agreement', 'apprehension', 'intellect', 'discernment', 'empathise', 'understanding', 'see', 'translate', 'understand', 'reason', 'infer', 'sympathise', 'realise']","William G. Pollard, Physicist and Christian"
bad,"['badness', 'sorry', 'risky', 'spoiled', 'spoilt', 'big', 'forged', 'bad', 'unfit', 'unsound', 'badly', 'tough', 'high-risk', 'defective', 'speculative', 'regretful', 'uncollectible']","William G. Pollard, Physicist and Christian"
Klan,"['Klan', 'KKK', 'Ku_Klux_Klan']","William G. Pollard, Physicist and Christian"
might,"['mightiness', 'power', 'might']","William G. Pollard, Physicist and Christian"
unity,"['oneness', '1', 'single', 'unity', 'wholeness', 'one', 'ace', 'integrity', 'I']","William G. Pollard, Physicist and Christian"
vividly,['vividly'],"William G. Pollard, Physicist and Christian"
When,[],"William G. Pollard, Physicist and Christian"
life,"['animation', 'life_sentence', 'life_history', 'spirit', 'life_story', 'life-time', 'liveliness', 'biography', 'aliveness', 'life', 'lifespan', 'living', 'sprightliness', 'lifetime']","William G. Pollard, Physicist and Christian"
assign,"['allot', 'impute', 'put', 'ascribe', 'set_apart', 'delegate', 'designate', 'arrogate', 'depute', 'portion', 'specify', 'assign', 'attribute']","William G. Pollard, Physicist and Christian"
emerges,"['issue', 'go_forth', 'egress', 'emerge', 'come_forth', 'come_out']","William G. Pollard, Physicist and Christian"
organize,"['machinate', 'form', 'devise', 'coordinate', 'get_up', 'organise', 'unionize', 'engineer', 'orchestrate', 'direct', 'unionise', 'prepare', 'mastermind', 'organize']","William G. Pollard, Physicist and Christian"
preserve,"['save', 'continue', 'bear_on', 'conserve', 'carry_on', 'uphold', 'keep_up', 'keep', 'maintain', 'preserves', 'conserves', 'preserve']","William G. Pollard, Physicist and Christian"
infected,"['taint', 'infected', 'septic', 'infect']","William G. Pollard, Physicist and Christian"
within,"['within', 'inside']","William G. Pollard, Physicist and Christian"
seemed,"['appear', 'look', 'seem']","William G. Pollard, Physicist and Christian"
dare,"['dare', 'presume', 'defy', 'daring', 'make_bold']","William G. Pollard, Physicist and Christian"
any,"['whatever', 'whatsoever', 'any']","William G. Pollard, Physicist and Christian"
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']","William G. Pollard, Physicist and Christian"
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']","William G. Pollard, Physicist and Christian"
valuable,"['worthful', 'valuable']","William G. Pollard, Physicist and Christian"
necessity,"['requisite', 'requirement', 'essential', 'necessary', 'necessity']","William G. Pollard, Physicist and Christian"
Hale's,[],"William G. Pollard, Physicist and Christian"
refer,"['cite', 'refer', 'consult', 'bear_on', 'come_to', 'touch', 'touch_on', 'have-to_doe_with', 'bring_up', 'name', 'look_up', 'denote', 'pertain', 'mention', 'relate', 'concern', 'advert']","William G. Pollard, Physicist and Christian"
fairies,"['poof', 'faerie', 'queer', 'nance', 'queen', 'fay', 'fairy', 'fag', 'pouf', 'faery', 'poove', 'sprite', 'pansy', 'fagot', 'faggot']","William G. Pollard, Physicist and Christian"
features,"['feature_of_speech', 'feature_article', 'feature_film', 'feature', 'boast', 'characteristic', 'lineament', 'sport', 'have']","William G. Pollard, Physicist and Christian"
All,"['whole', 'altogether', 'totally', 'completely', 'wholly', 'all', 'entirely']","William G. Pollard, Physicist and Christian"
uncle,['uncle'],"William G. Pollard, Physicist and Christian"
few,['few'],"William G. Pollard, Physicist and Christian"
commonly,"['usually', 'unremarkably', 'normally', 'commonly', 'ordinarily']","William G. Pollard, Physicist and Christian"
imagination,"['mental_imagery', 'vision', 'imaginativeness', 'imagery', 'resourcefulness', 'imaging', 'imagination', 'resource']","William G. Pollard, Physicist and Christian"
known,"['experience', 'sleep_with', 'love', 'be_intimate', 'roll_in_the_hay', 'fuck', 'make_out', 'do_it', 'cognise', 'live', 'screw', 'have_sex', 'have_it_off', 'recognise', 'know', 'acknowledge', 'hump', 'bonk', 'known', 'have_a_go_at_it', 'lie_with', 'bed', 'have_it_away', 'have_intercourse', 'eff', 'get_it_on', 'make_love', 'cognize', 'get_laid', 'bang', 'jazz', 'recognize', 'sleep_together']","William G. Pollard, Physicist and Christian"
range,"['orbit', 'ambit', 'mountain_chain', 'grasp', 'order', 'stove', 'ramble', 'rove', 'chain_of_mountains', 'mountain_range', 'kitchen_stove', 'drift', 'array', 'wander', 'rate', 'tramp', 'graze', 'chain', 'compass', 'image', 'rank', 'range', 'range_of_a_function', 'cooking_stove', 'roam', 'vagabond', 'scope', 'swan', 'kitchen_range', 'place', 'straddle', 'run', 'range_of_mountains', 'set_out', 'browse', 'pasture', 'grade', 'lay_out', 'cast', 'crop', 'reach', 'roll', 'stray']","William G. Pollard, Physicist and Christian"
wake,"['inflame', 'awake', 'arouse', 'backwash', 'awaken', 'waken', 'rouse', 'wake_up', 'stir_up', 'aftermath', 'fire_up', 'viewing', 'Wake_Island', 'come_alive', 'heat', 'wake', 'Wake', 'ignite']","William G. Pollard, Physicist and Christian"
!,[],"William G. Pollard, Physicist and Christian"
lieutenants,"['lieutenant', 'police_lieutenant', 'deputy']","William G. Pollard, Physicist and Christian"
experienced,"['experience', 'have', 'experient', 'see', 'experienced', 'know', 'receive', 'feel', 'live', 'go_through', 'get']","William G. Pollard, Physicist and Christian"
first,"['offset', 'first_off', '1st', 'low', 'firstly', 'commencement', 'get-go', 'for_the_first_time', 'first_of_all', 'number_one', 'maiden', 'world-class', 'first-class_honours_degree', 'initiative', 'showtime', 'first_gear', 'kickoff', 'starting_time', 'number_1', 'first', 'beginning', 'initiatory', 'outset', 'start', 'foremost', 'first_base', 'inaugural', 'low_gear']","William G. Pollard, Physicist and Christian"
asks,"['ask', 'necessitate', 'take', 'inquire', 'postulate', 'involve', 'enquire', 'expect', 'call_for', 'need', 'require', 'demand']","William G. Pollard, Physicist and Christian"
And,[],"William G. Pollard, Physicist and Christian"
undoubtedly,"['doubtlessly', 'doubtless', 'undoubtedly']","William G. Pollard, Physicist and Christian"
already,['already'],"William G. Pollard, Physicist and Christian"
best,"['Charles_Herbert_Best', 'advantageously', 'ripe', 'Best', 'well', 'secure', 'dependable', 'honest', 'effective', 'beneficial', 'in_effect', 'undecomposed', 'outdo', 'right', 'trump', 'adept', 'scoop', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'topper', 'unspoiled', 'near', 'C._H._Best', 'skillful', 'easily', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'outflank', 'better', 'upright', 'dear', 'respectable', 'sound', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']","William G. Pollard, Physicist and Christian"
agreed-upon,[],"William G. Pollard, Physicist and Christian"
helpless,"['helpless', 'lost', 'incapacitated']","William G. Pollard, Physicist and Christian"
doing,"['behave', 'make_out', 'get_along', 'serve', 'cause', 'coif', 'come', 'arrange', 'exercise', 'fare', 'perform', 'dress', 'act', 'coiffure', 'practice', 'answer', 'coiffe', 'suffice', 'do', 'practise', 'execute', 'manage', 'make', 'set']","William G. Pollard, Physicist and Christian"
basic,"['introductory', 'staple', 'canonical', 'BASIC', 'canonic', 'basic']","William G. Pollard, Physicist and Christian"
speak,"['address', 'verbalise', 'mouth', 'talk', 'utter', 'verbalize', 'speak']","William G. Pollard, Physicist and Christian"
positive,"['irrefutable', 'convinced', 'plus', 'positive_degree', 'confirming', 'positivist', 'prescribed', 'positively_charged', 'overconfident', 'positivistic', 'confident', 'incontrovertible', 'electropositive', 'cocksure', 'positive']","William G. Pollard, Physicist and Christian"
cumulative,"['accumulative', 'cumulative']","William G. Pollard, Physicist and Christian"
kind,"['kind', 'form', 'tolerant', 'genial', 'sort', 'variety']","William G. Pollard, Physicist and Christian"
identity,"['identity_element', 'individuality', 'identity_operator', 'indistinguishability', 'identicalness', 'identity', 'personal_identity']","William G. Pollard, Physicist and Christian"
having,"['experience', 'take_in', 'accept', 'own', 'deliver', 'receive', 'stimulate', 'give_birth', 'let', 'cause', 'consume', 'birth', 'get', 'take', 'give', 'hold', 'have_got', 'throw', 'induce', 'suffer', 'have', 'possess', 'feature', 'ingest', 'make', 'sustain', 'bear']","William G. Pollard, Physicist and Christian"
givenness,['givenness'],"William G. Pollard, Physicist and Christian"
itself,[],"William G. Pollard, Physicist and Christian"
manifestation,"['materialization', 'expression', 'materialisation', 'manifestation', 'reflection', 'reflexion', 'demonstration']","William G. Pollard, Physicist and Christian"
mixture,"['concoction', 'admixture', 'mixture', 'potpourri', 'mixed_bag', 'mix', 'intermixture', 'motley', 'mixing', 'miscellany', 'miscellanea', 'smorgasbord', 'variety', 'assortment', 'commixture', 'salmagundi']","William G. Pollard, Physicist and Christian"
drawn,"['take_in', 'suck', 'line', 'withdraw', 'eviscerate', 'imbibe', 'pull_out', 'draw_in', 'drag', 'quarter', 'soak_up', 'disembowel', 'take_up', 'force', 'thread', 'get_out', 'careworn', 'haggard', 'take_out', 'string', 'draw', 'absorb', 'pull', 'pull_in', 'get', 'attract', 'describe', 'raddled', 'delineate', 'suck_up', 'worn', 'puff', 'draw_off', 'trace', 'pass', 'run', 'guide', 'sop_up', 'drawn', 'draw_and_quarter', 'reap', 'cast', 'depict', 'pull_back', 'tie', 'make']","William G. Pollard, Physicist and Christian"
house,"['planetary_house', 'home', 'house', 'put_up', 'sign_of_the_zodiac', 'business_firm', 'star_sign', 'family', 'sign', 'household', 'menage', 'theater', 'theatre', 'domiciliate', 'firm', 'mansion']","William G. Pollard, Physicist and Christian"
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']","William G. Pollard, Physicist and Christian"
make,"['take_in', 'make_believe', 'take_a_shit', 'relieve_oneself', 'create', 'realize', 'spend_a_penny', 'bring_in', 'name', 'stimulate', 'establish', 'piddle', 'make_up', 'puddle', 'cause', 'clear', 'construct', 'work', 'pass_water', 'take_a_crap', 'fix', 'constitute', 'pee', 'nominate', 'draw', 'urinate', 'score', 'pull_in', 'defecate', 'get', 'shuffle', 'take', 'progress_to', 'brand', 'give', 'hold', 'throw', 'induce', 'pee-pee', 'take_a_leak', 'shuffling', 'micturate', 'have', 'wee', 'do', 'pretend', 'gain', 'earn', 'get_to', 'seduce', 'cook', 'crap', 'form', 'hit', 'stool', 'ca-ca', 'piss', 'wee-wee', 'make_water', 'shit', 'make', 'reach', 'attain', 'ready', 'realise', 'produce', 'arrive_at', 'prepare', 'build', 'lay_down']","William G. Pollard, Physicist and Christian"
widely,"['wide', 'widely']","William G. Pollard, Physicist and Christian"
are,"['comprise', 'follow', 'embody', 'constitute', 'be', 'ar', 'equal', 'personify', 'cost', 'are', 'make_up', 'live', 'represent', 'exist']","William G. Pollard, Physicist and Christian"
entity,['entity'],"William G. Pollard, Physicist and Christian"
highly,"['highly', 'extremely']","William G. Pollard, Physicist and Christian"
excesses,"['excessiveness', 'surfeit', 'overabundance', 'surplusage', 'overindulgence', 'nimiety', 'inordinateness', 'surplus', 'excess']","William G. Pollard, Physicist and Christian"
Communism,['communism'],"William G. Pollard, Physicist and Christian"
Spirit,"['disembodied_spirit', 'spirit', 'feeling', 'flavor', 'look', 'flavour', 'purport', 'smell', 'spirit_up', 'inspirit', 'liveliness', 'feel', 'intent', 'tone', 'life', 'emotional_state', 'sprightliness', 'heart']","William G. Pollard, Physicist and Christian"
gathering,"['gathering', 'pull_together', 'foregather', 'garner', 'pucker', 'forgather', 'cumulate', 'get_together', 'pile_up', 'gather', 'assembly', 'tuck', 'gain', 'assemble', 'meet', 'amass', 'assemblage', 'conglomerate', 'collect', 'accumulate']","William G. Pollard, Physicist and Christian"
sector,"['sphere', 'sector']","William G. Pollard, Physicist and Christian"
village,"['Village', 'hamlet', 'village', 'Greenwich_Village', 'small_town', 'settlement']","William G. Pollard, Physicist and Christian"
writing,"['authorship', 'compose', 'save', 'writing', 'drop_a_line', 'write', 'pen', 'composition', 'publish', 'indite', 'written_material', 'spell', 'committal_to_writing', 'penning', 'piece_of_writing']","William G. Pollard, Physicist and Christian"
under,"['under', 'below', 'nether']","William G. Pollard, Physicist and Christian"
great,"['great', 'nifty', 'cracking', 'groovy', 'with_child', 'bang-up', 'outstanding', 'expectant', 'neat', 'heavy', 'slap-up', 'majuscule', 'big', 'smashing', 'swell', 'dandy', 'enceinte', 'not_bad', 'corking', 'large', 'peachy', 'capital', 'keen', 'bully', 'gravid']","William G. Pollard, Physicist and Christian"
men,"['military_man', 'men', 'humanity', 'homo', 'world', 'Isle_of_Man', 'humans', 'Man', 'human_being', 'serviceman', 'piece', 'adult_male', 'valet', 'human_beings', 'human', 'work_force', 'workforce', ""gentleman's_gentleman"", 'hands', 'man', 'human_race', 'manpower', 'valet_de_chambre', 'humankind', 'military_personnel', 'gentleman', 'mankind']","William G. Pollard, Physicist and Christian"
Biblical,"['scriptural', 'biblical']","William G. Pollard, Physicist and Christian"
close,"['closing_curtain', 'finish', 'shut_down', 'close', 'last', 'close_down', 'skinny', 'cheeseparing', 'tightlipped', 'ending', 'closelipped', 'closing', 'fold', 'nigh', 'finale', 'penny-pinching', 'end', 'snug', 'airless', 'stopping_point', 'near', 'finis', 'tight', 'stuffy', 'closely', 'come_together', 'conclusion', 'confining', 'close-fitting', 'closemouthed', 'unaired', 'secretive', 'close_up', 'faithful', 'conclude', 'shut', 'fill_up']","William G. Pollard, Physicist and Christian"
Proctor,"['monitor', 'invigilate', 'proctor']","William G. Pollard, Physicist and Christian"
enjoyed,"['love', 'savour', 'relish', 'enjoy', 'revel', 'bask', 'savor', 'delight']","William G. Pollard, Physicist and Christian"
ever,"['ever', 'ever_so', 'always', ""e'er"", 'of_all_time']","William G. Pollard, Physicist and Christian"
because,[],"William G. Pollard, Physicist and Christian"
distinction,"['preeminence', 'distinction', 'note', 'eminence', 'differentiation']","William G. Pollard, Physicist and Christian"
discussion,"['treatment', 'give-and-take', 'discussion', 'discourse', 'word']","William G. Pollard, Physicist and Christian"
result,"['consequence', 'outcome', 'event', 'issue', 'resolution', 'final_result', 'ensue', 'result', 'leave', 'answer', 'solution', 'effect', 'resultant', 'upshot', 'termination', 'lead', 'solvent', 'resultant_role']","William G. Pollard, Physicist and Christian"
devils,"['Lucifer', 'ogre', 'Prince_of_Darkness', 'rile', 'get_at', 'fiend', 'deuce', 'bother', 'demon', 'nark', 'nettle', 'Satan', 'daemon', 'daimon', 'Devil', 'monster', 'vex', 'gravel', 'Beelzebub', 'Old_Nick', 'the_Tempter', 'irritate', 'annoy', 'get_to', 'rag', 'dickens', 'hellion', 'heller', 'chafe', 'devil']","William G. Pollard, Physicist and Christian"
We,[],"William G. Pollard, Physicist and Christian"
