w,vector_semantico
return,"['paying_back', 'repay', 'comeback', 'retort', 'reelect', 'homecoming', 'refund', 'rejoin', 'come_back', 'take_back', 'return', 'income_tax_return', 'turn_back', 'return_key', 'riposte', 'replication', 'coming_back', 'give', 'recall', 'devolve', 'takings', 'restoration', 'regaining', 'issue', 'counter', 'fall', 'proceeds', 'generate', 'yield', 'hark_back', 'give_back', 'bring_back', 'getting_even', 'recurrence', 'rejoinder', 'payoff', 'retrovert', 'revert', 'pass', 'regress', 'deliver', 'restitution', 'take', 'render', 'tax_return', 'reappearance']","Annual Report of Year Ending June 30, 1961"
neatly,['neatly'],"Annual Report of Year Ending June 30, 1961"
are,"['personify', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'are', 'ar', 'represent', 'comprise']","Annual Report of Year Ending June 30, 1961"
afterwards,"['subsequently', 'later', 'later_on', 'afterward', 'after', 'afterwards']","Annual Report of Year Ending June 30, 1961"
role,"['function', 'character', 'part', 'office', 'theatrical_role', 'use', 'purpose', 'persona', 'role']","Annual Report of Year Ending June 30, 1961"
It,"['IT', 'information_technology']","Annual Report of Year Ending June 30, 1961"
substitutions,"['exchange', 'commutation', 'permutation', 'substitution', 'transposition', 'replacement', 'switch']","Annual Report of Year Ending June 30, 1961"
division,"['partitioning', 'part', 'division', 'air_division', 'naval_division', 'segmentation', 'section', 'sectionalization', 'partition', 'sectionalisation', 'variance', 'class']","Annual Report of Year Ending June 30, 1961"
Otherwise,"['differently', 'other_than', 'otherwise']","Annual Report of Year Ending June 30, 1961"
general,"['universal', 'worldwide', 'world-wide', 'full_general', 'general', 'superior_general', 'ecumenical', 'oecumenical', 'cosmopolitan']","Annual Report of Year Ending June 30, 1961"
interest,"['concern', 'involvement', 'pastime', 'interest', 'occupy', 'matter_to', 'sake', 'stake', 'interest_group', 'pursuit', 'interestingness', 'worry']","Annual Report of Year Ending June 30, 1961"
sense,"['signified', 'sensory_faculty', 'feel', 'sentiency', 'smell', 'mother_wit', 'gumption', 'sensation', 'common_sense', 'sense', 'horse_sense', 'sentience', 'good_sense', 'smell_out']","Annual Report of Year Ending June 30, 1961"
second,"['instant', 'endorsement', 'bit', 's', 'sec', 'secondment', '2nd', 'secondly', 'minute', 'indorsement', 'second', 'endorse', 'back', 'indorse', 'irregular', 'mo', 'second_gear', 'second_base', 'arcsecond', 'moment', '2d']","Annual Report of Year Ending June 30, 1961"
among,[],"Annual Report of Year Ending June 30, 1961"
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']","Annual Report of Year Ending June 30, 1961"
achieve,"['attain', 'accomplish', 'achieve', 'reach']","Annual Report of Year Ending June 30, 1961"
any,"['any', 'whatsoever', 'whatever']","Annual Report of Year Ending June 30, 1961"
before,"['ahead', 'before', 'in_front', 'earlier']","Annual Report of Year Ending June 30, 1961"
universities,['university'],"Annual Report of Year Ending June 30, 1961"
increased,"['increased', 'increase']","Annual Report of Year Ending June 30, 1961"
helps,"['facilitate', 'helper', 'aid', 'service', 'help', 'assist', 'assistance', 'assistant', 'serve', 'help_oneself', 'supporter', 'avail']","Annual Report of Year Ending June 30, 1961"
inevitably,"['necessarily', 'inescapably', 'inevitably', 'needs', 'unavoidably', 'of_necessity', 'ineluctably']","Annual Report of Year Ending June 30, 1961"
every,['every'],"Annual Report of Year Ending June 30, 1961"
inform,['inform'],"Annual Report of Year Ending June 30, 1961"
off,"['murder', 'sour', 'dispatch', 'bump_off', 'off', 'slay', 'polish_off', 'remove', 'cancelled', 'turned', 'away', 'hit', 'forth']","Annual Report of Year Ending June 30, 1961"
example,"['good_example', 'case', 'example', 'representative', 'model', 'instance', 'lesson', 'exemplar', 'object_lesson', 'illustration', 'exercise', 'deterrent_example']","Annual Report of Year Ending June 30, 1961"
assume,"['usurp', 'put_on', 'get_into', 'take_over', 'simulate', 'adopt', 'don', 'accept', 'arrogate', 'seize', 'presume', 'assume', 'take_on', 'sham', 'take_for_granted', 'bear', 'take_up', 'strike', 'wear', 'feign', 'take', 'acquire']","Annual Report of Year Ending June 30, 1961"
help,"['facilitate', 'helper', 'aid', 'service', 'help', 'assist', 'assistance', 'assistant', 'serve', 'help_oneself', 'supporter', 'avail']","Annual Report of Year Ending June 30, 1961"
:,[],"Annual Report of Year Ending June 30, 1961"
Faculty,"['faculty', 'staff', 'mental_faculty', 'module']","Annual Report of Year Ending June 30, 1961"
institutional,['institutional'],"Annual Report of Year Ending June 30, 1961"
naturally,"['of_course', 'naturally', 'by_nature', 'course']","Annual Report of Year Ending June 30, 1961"
credit,"['deferred_payment', 'acknowledgment', 'cite', 'course_credit', 'mention', 'credit', 'quotation', 'accredit', 'credit_entry', 'recognition', 'reference', 'citation', 'credit_rating']","Annual Report of Year Ending June 30, 1961"
readily,"['promptly', 'pronto', 'readily']","Annual Report of Year Ending June 30, 1961"
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']","Annual Report of Year Ending June 30, 1961"
salary,"['pay', 'earnings', 'wage', 'remuneration', 'salary']","Annual Report of Year Ending June 30, 1961"
He,"['helium', 'He', 'atomic_number_2', 'he']","Annual Report of Year Ending June 30, 1961"
scales,"['shell', 'surmount', 'scale_leaf', 'exfoliation', 'weighing_machine', 'descale', 'scale_of_measurement', 'graduated_table', 'scurf', 'ordered_series', 'musical_scale', 'plate', 'scale']","Annual Report of Year Ending June 30, 1961"
frequently,"['frequently', 'often', 'ofttimes', 'oftentimes', 'oft']","Annual Report of Year Ending June 30, 1961"
other,"['other', 'early', 'former']","Annual Report of Year Ending June 30, 1961"
affluent,"['flush', 'loaded', 'tributary', 'moneyed', 'affluent', 'confluent', 'wealthy', 'feeder']","Annual Report of Year Ending June 30, 1961"
minimizing,"['minimise', 'understate', 'derogate', 'downplay', 'minimize', 'denigrate', 'belittle']","Annual Report of Year Ending June 30, 1961"
governmental,['governmental'],"Annual Report of Year Ending June 30, 1961"
program,"['computer_programme', 'course_of_study', 'platform', 'programme', 'curriculum', 'political_program', 'broadcast', 'program', 'computer_program', 'plan', 'political_platform', 'syllabus']","Annual Report of Year Ending June 30, 1961"
above,"['higher_up', 'supra', 'to_a_higher_place', 'above', 'in_a_higher_place']","Annual Report of Year Ending June 30, 1961"
hiring,"['charter', 'hire', 'rent', 'engage', 'employ', 'lease', 'take']","Annual Report of Year Ending June 30, 1961"
rather,"['kind_of', 'instead', 'rather', 'sort_of', 'preferably', 'quite', 'kinda', 'sooner']","Annual Report of Year Ending June 30, 1961"
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']","Annual Report of Year Ending June 30, 1961"
growth,"['development', 'ontogenesis', 'increment', 'emergence', 'increase', 'maturation', 'outgrowth', 'growth', 'growing', 'ontogeny']","Annual Report of Year Ending June 30, 1961"
influencing,"['influence', 'act_upon', 'tempt', 'shape', 'regulate', 'determine', 'charm', 'work', 'mold']","Annual Report of Year Ending June 30, 1961"
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']","Annual Report of Year Ending June 30, 1961"
interests,"['concern', 'involvement', 'pastime', 'interest', 'occupy', 'matter_to', 'sake', 'stake', 'interest_group', 'pursuit', 'interestingness', 'worry']","Annual Report of Year Ending June 30, 1961"
primary,"['principal', 'elementary', 'primary_coil', 'primary', 'primary_election', 'main', 'primary_quill', 'primary_feather', 'chief', 'elemental', 'basal', 'primary_winding', 'master']","Annual Report of Year Ending June 30, 1961"
areas,"['field', 'arena', 'country', 'region', 'orbit', 'surface_area', 'sphere', 'expanse', 'domain', 'area']","Annual Report of Year Ending June 30, 1961"
assure,"['assure', 'reassure', 'control', 'secure', 'see_to_it', 'ascertain', 'check', 'ensure', 'tell', 'insure', 'guarantee', 'promise', 'see']","Annual Report of Year Ending June 30, 1961"
depend,"['reckon', 'depend', 'bet', 'count', 'look', 'calculate']","Annual Report of Year Ending June 30, 1961"
confidence,"['sureness', 'confidence', 'self-confidence', 'assurance', 'trust', 'authority', 'self-assurance']","Annual Report of Year Ending June 30, 1961"
business,"['stage_business', 'job', 'patronage', 'business_organisation', 'line_of_work', 'concern', 'business', 'business_concern', 'occupation', 'business_organization', 'business_sector', 'clientele', 'byplay', 'line', 'commercial_enterprise', 'business_enterprise']","Annual Report of Year Ending June 30, 1961"
attractions,"['attraction', 'attractive_force', 'drawing_card', 'attractiveness', 'magnet', 'attractive_feature', 'attractor', 'draw', 'attracter']","Annual Report of Year Ending June 30, 1961"
ideas,"['melodic_theme', 'mind', 'theme', 'estimate', 'thought', 'musical_theme', 'idea', 'approximation', 'estimation']","Annual Report of Year Ending June 30, 1961"
few,['few'],"Annual Report of Year Ending June 30, 1961"
Just,"['good', 'only', 'exactly', 'merely', 'simply', 'scarcely', 'just', 'barely', 'scarce', 'fair', 'but', 'precisely', 'upright', 'equitable', 'hardly', 'just_now']","Annual Report of Year Ending June 30, 1961"
nevertheless,"['nonetheless', 'yet', 'withal', 'notwithstanding', 'nevertheless', 'still', 'however', 'all_the_same', 'even_so']","Annual Report of Year Ending June 30, 1961"
its,"['IT', 'information_technology']","Annual Report of Year Ending June 30, 1961"
differences,"['deviation', 'departure', 'divergence', 'remainder', 'difference', 'difference_of_opinion', 'conflict', 'dispute']","Annual Report of Year Ending June 30, 1961"
reasonable,"['sane', 'reasonable', 'fair', 'fairish', 'sensible']","Annual Report of Year Ending June 30, 1961"
shadow,"['overshadow', 'tincture', 'darkness', 'trace', 'vestige', 'phantasm', 'phantasma', 'shadower', 'dark', 'apparition', 'shade', 'shade_off', 'tail', 'shadow', 'fantasm', 'dwarf', 'phantom']","Annual Report of Year Ending June 30, 1961"
self-employed,"['free-lance', 'self-employed', 'freelance']","Annual Report of Year Ending June 30, 1961"
curricular,['curricular'],"Annual Report of Year Ending June 30, 1961"
president,"['Chief_Executive', 'prexy', 'chairperson', 'President', 'chairwoman', 'chairman', 'chair', 'United_States_President', 'President_of_the_United_States', 'president']","Annual Report of Year Ending June 30, 1961"
influence,"['influence', 'act_upon', 'tempt', 'shape', 'regulate', 'determine', 'charm', 'work', 'mold']","Annual Report of Year Ending June 30, 1961"
