w,vector_semantico
last,"['death', 'live_on', 'in_conclusion', 'finally', 'finish', 'close', 'last', 'live', 'terminal', 'hold_up', 'final_stage', 'endure', 'finale', 'utmost', 'last-place', 'end', 'lastly', ""cobbler's_last"", 'final', 'lowest', 'stopping_point', 'go', 'hold_out', 'concluding', 'finis', 'net', 'conclusion', 'survive', ""shoemaker's_last""]",Chicago Daily Tribune
ultimate,['ultimate'],Chicago Daily Tribune
devastating,"['crushing', 'annihilating', 'scourge', 'devastate', 'desolate', 'lay_waste_to', 'withering', 'waste', 'devastating', 'annihilative', 'ravage']",Chicago Daily Tribune
don,"['Don_River', 'get_into', 'Don', 'put_on', 'preceptor', 'father', 'assume', 'don', 'wear']",Chicago Daily Tribune
sincerely,"['truly', 'sincerely_yours', 'sincerely', 'unfeignedly']",Chicago Daily Tribune
lacks,"['want', 'lack', 'miss', 'deficiency']",Chicago Daily Tribune
them,[],Chicago Daily Tribune
Before,"['in_front', 'ahead', 'earlier', 'before']",Chicago Daily Tribune
Tolubeyev,[],Chicago Daily Tribune
beer,['beer'],Chicago Daily Tribune
repertory,"['repertoire', 'repertory']",Chicago Daily Tribune
Nathan,[],Chicago Daily Tribune
moving,"['make_a_motion', 'strike', 'proceed', 'moving', 'actuate', 'locomote', 'prompt', 'propel', 'act', 'go', 'affect', 'displace', 'incite', 'run', 'be_active', 'impress', 'travel', 'move', 'motivate']",Chicago Daily Tribune
roughness,"['rough_water', 'roughness', 'harshness', 'indentation', 'rowdiness', 'disorderliness', 'rowdyism', 'crudeness', 'choppiness', 'pitting', 'raggedness']",Chicago Daily Tribune
That,[],Chicago Daily Tribune
supplies,"['render', 'issue', 'furnish', 'provide', 'add', 'cater', 'provision', 'supplying', 'ply', 'supply', 'append']",Chicago Daily Tribune
strength,"['potency', 'metier', 'force', 'strong_suit', 'strength', 'effectiveness', 'speciality', 'durability', 'forte', 'military_capability', 'specialty', 'persuasiveness', 'forcefulness', 'long_suit', 'posture', 'enduringness', 'lastingness', 'strong_point', 'military_strength', 'military_posture', 'intensity', 'intensity_level']",Chicago Daily Tribune
really,"['genuinely', 'truly', 'real', 'in_truth', 'really', 'rattling', 'actually', 'very']",Chicago Daily Tribune
If,[],Chicago Daily Tribune
House,"['planetary_house', 'home', 'house', 'put_up', 'sign_of_the_zodiac', 'business_firm', 'star_sign', 'family', 'sign', 'household', 'menage', 'theater', 'theatre', 'domiciliate', 'firm', 'mansion']",Chicago Daily Tribune
Marie,[],Chicago Daily Tribune
got,"['experience', 'contract', 'scram', 'stick', 'develop', 'find', 'fuck_off', 'baffle', 'receive', 'stimulate', 'bring', 'amaze', 'set_about', 'commence', 'let', 'catch', 'cause', 'engender', 'mystify', 'fix', 'bugger_off', 'pay_back', 'grow', 'come', 'arrive', 'draw', 'start_out', 'arrest', 'bring_forth', 'generate', 'bewilder', 'get', 'take', 'become', 'aim', 'beat', 'get_down', 'go', 'father', 'buzz_off', 'induce', 'perplex', 'vex', 'nonplus', 'gravel', 'suffer', 'acquire', 'sire', 'stupefy', 'incur', 'have', 'start', 'begin', 'pose', ""get_under_one's_skin"", 'flummox', 'set_out', 'puzzle', 'pay_off', 'fetch', 'drive', 'obtain', 'make', 'sustain', 'mother', 'produce', 'convey', 'dumbfound', 'beget', 'capture']",Chicago Daily Tribune
joints,"['junction', 'articulate', 'stick', 'articulation', 'roast', 'marijuana_cigarette', 'joint', 'reefer', 'spliff', 'articulatio', 'join', 'juncture']",Chicago Daily Tribune
Kozintsev,[],Chicago Daily Tribune
later,"['by_and_by', 'recent', 'later', 'tardy', 'ulterior', 'belated', 'subsequently', 'after', 'later_on', 'former', 'afterwards', 'posterior', 'afterward', 'late', 'previous']",Chicago Daily Tribune
gives,"['return', 'break', 'establish', 'present', 'contribute', 'open', 'cave_in', 'devote', 'pass_on', 'commit', 'chip_in', 'founder', 'generate', 'collapse', 'springiness', 'afford', 'render', 'apply', 'grant', 'give', 'feed', 'kick_in', 'hold', 'throw', 'give_way', 'sacrifice', 'dedicate', 'pass', 'fall_in', 'impart', 'spring', 'have', 'turn_over', 'consecrate', 'ease_up', 'pay', 'leave', 'move_over', 'yield', 'gift', 'make', 'hand', 'reach']",Chicago Daily Tribune
human,"['human', 'homo', 'human_being', 'man']",Chicago Daily Tribune
Russians,['Russian'],Chicago Daily Tribune
as,"['every_bit', 'AS', 'a', 'group_A', 'arsenic', 'type_A', 'deoxyadenosine_monophosphate', 'amp', 'antiophthalmic_factor', 'American_Samoa', 'angstrom', 'atomic_number_33', 'As', 'as', 'equally', 'A', 'adenine', 'axerophthol', 'ampere', 'angstrom_unit', 'vitamin_A', 'Eastern_Samoa']",Chicago Daily Tribune
fired,"['enkindle', 'dismissed', 'give_the_sack', 'elicit', 'burn', 'send_away', 'dismiss', 'give_the_axe', 'go_off', 'burn_down', 'laid-off', 'fire', 'sack', 'discharge', 'give_notice', 'displace', 'open_fire', 'fired', 'terminate', 'fuel', 'discharged', 'can', 'evoke', 'pink-slipped', 'arouse', 'kindle', 'raise', 'force_out', 'provoke']",Chicago Daily Tribune
sing,"['babble', 'blab_out', 'let_the_cat_out_of_the_bag', 'talk', 'spill_the_beans', 'sing', 'babble_out', 'blab', 'peach', 'tattle', 'whistle']",Chicago Daily Tribune
scribbled,"['scrabble', 'scrawl', 'scribble']",Chicago Daily Tribune
progress,"['get_along', 'shape_up', 'move_on', 'onward_motion', 'advance', 'pass_on', 'progression', 'build_up', 'forward_motion', 'progress', 'come_along', 'come_on', 'go_on', 'march_on', 'advancement', 'procession', 'get_on', 'work_up', 'build']",Chicago Daily Tribune
Court,"['judicature', 'court_of_justice', 'tribunal', 'solicit', 'court_of_law', 'motor_inn', 'lawcourt', 'motor_lodge', 'court', 'woo', 'tourist_court', 'Court', 'courtyard', 'royal_court', 'courtroom', 'romance', 'homage', 'Margaret_Court', 'motor_hotel']",Chicago Daily Tribune
bow,"['stem', 'stoop', 'prow', 'bowing', 'fore', 'submit', 'give_in', 'curtain_call', 'bend', 'bow_down', 'accede', 'bowknot', 'arc', 'bow', 'defer', 'crouch', 'obeisance']",Chicago Daily Tribune
hardly,"['barely', 'scarce', 'hardly', 'just', 'scarcely']",Chicago Daily Tribune
fate,"['destine', 'circumstances', 'lot', 'designate', 'luck', 'portion', 'fate', 'doom', 'destiny', 'fortune']",Chicago Daily Tribune
results,"['consequence', 'outcome', 'event', 'issue', 'resolution', 'final_result', 'ensue', 'result', 'leave', 'answer', 'solution', 'effect', 'resultant', 'upshot', 'termination', 'lead', 'solvent', 'resultant_role']",Chicago Daily Tribune
news,"['news_program', 'intelligence', 'newsworthiness', 'tidings', 'word', 'news_show', 'news']",Chicago Daily Tribune
times,"['times', 'clock_time', 'clock', 'clip', 'meter', 'fourth_dimension', 'metre', 'sentence', 'multiplication', 'prison_term', 'time']",Chicago Daily Tribune
England,['England'],Chicago Daily Tribune
Jerebohms,[],Chicago Daily Tribune
sides,"['slope', 'position', 'incline', 'face', 'side_of_meat', 'side', 'English']",Chicago Daily Tribune
melting,"['mellow_out', 'melting', 'disappear', 'meld', 'unthaw', 'unfreeze', 'evaporate', 'mellow', 'melt_down', 'melt', 'dissolve', 'liquescent', 'thaw', 'thawing', 'run', 'fade', 'dethaw']",Chicago Daily Tribune
mood,"['humour', 'mood', 'climate', 'mode', 'temper', 'humor', 'modality']",Chicago Daily Tribune
other,"['early', 'former', 'other']",Chicago Daily Tribune
bill,"['bank_bill', 'visor', 'broadside', 'eyeshade', 'charge', 'card', ""banker's_bill"", 'poster', 'flyer', 'flier', 'neb', 'notice', 'invoice', 'broadsheet', 'nib', 'peak', 'beak', 'government_note', 'greenback', 'billhook', 'posting', 'pecker', 'vizor', 'circular', 'banknote', 'account', 'bank_note', 'placard', 'handbill', 'bill', 'note', 'throwaway', 'Federal_Reserve_note', 'measure']",Chicago Daily Tribune
knight-errantry,[],Chicago Daily Tribune
another,"['some_other', 'another']",Chicago Daily Tribune
Also,"['likewise', 'also', 'too', 'besides', 'as_well']",Chicago Daily Tribune
roles,"['character', 'part', 'persona', 'use', 'role', 'office', 'theatrical_role', 'purpose', 'function']",Chicago Daily Tribune
entertaining,"['harbor', 'think_about', 'hold', 'harbour', 'nurse', 'think_of', 'entertaining', 'toy_with', 'entertain', 'flirt_with']",Chicago Daily Tribune
threads,"['weave', 'meander', 'thread', 'ribbon', 'wander', 'yarn', 'wind', 'string', 'draw', 'threads', 'screw_thread', 'train_of_thought', 'togs', 'duds']",Chicago Daily Tribune
sort,"['kind', 'classify', 'sieve', 'assort', 'form', 'sort_out', 'screen_out', 'screen', 'class', 'sorting', 'sort', 'separate', 'variety']",Chicago Daily Tribune
dazzling,"['glary', 'blazing', 'blinding', 'glaring', 'bedazzle', 'dazzle', 'fulgurant', 'fulgent', 'daze', 'dazzling', 'eye-popping', 'fulgurous']",Chicago Daily Tribune
yesterday,['yesterday'],Chicago Daily Tribune
glories,"['resplendency', 'glorification', 'glory', 'resplendence', 'halo', 'nimbus', 'gloriole', 'aura', 'aureole']",Chicago Daily Tribune
drama,"['dramatic_event', 'drama', 'dramatic_play', 'play']",Chicago Daily Tribune
and,[],Chicago Daily Tribune
couple,"['twin', 'couple', 'duo', 'span', 'twosome', 'duet', 'partner_off', 'match', 'duad', 'mate', 'yoke', 'couple_on', 'pair_off', 'copulate', 'couple_up', 'dyad', 'distich', 'twain', 'pair', 'mates', 'brace', 'couplet']",Chicago Daily Tribune
kitchens,['kitchen'],Chicago Daily Tribune
exchange,"['central', 'exchange', 'rally', 'switch_over', 'change', 'switch', 'replace', 'convert', 'substitute', 'substitution', 'commute', 'interchange', 'commutation', 'telephone_exchange']",Chicago Daily Tribune
wit,"['brain', 'wit', 'learning_ability', 'humour', 'witticism', 'mental_capacity', 'mentality', 'wittiness', 'humor', 'brainpower', 'card', 'wag']",Chicago Daily Tribune
violinist,"['fiddler', 'violinist']",Chicago Daily Tribune
Anyway,"['anyhow', 'in_any_event', 'at_any_rate', 'anyway', 'in_any_case', 'anyways']",Chicago Daily Tribune
rural,['rural'],Chicago Daily Tribune
him,[],Chicago Daily Tribune
Chicago,"['boodle', 'Chicago', 'Newmarket', 'stops', 'Michigan', 'Windy_City']",Chicago Daily Tribune
shown,"['shew', 'read', 'demonstrate', 'evince', 'establish', 'express', 'present', 'testify', 'usher', 'render', 'demo', 'picture', 'designate', 'bear_witness', 'show', 'point', 'evidence', 'indicate', 'depict', 'show_up', 'register', 'record', 'exhibit', 'prove']",Chicago Daily Tribune
Tudor,"['Tudor', 'House_of_Tudor', 'Antony_Tudor']",Chicago Daily Tribune
inevitable,['inevitable'],Chicago Daily Tribune
inclined,"['slope', 'inclined', 'dispose', 'incline', 'tend', 'be_given', 'lean', 'prepared', 'disposed', 'pitch', 'run', 'fain']",Chicago Daily Tribune
4,"['quatern', 'four', 'quaternion', 'tetrad', '4', 'quadruplet', 'Little_Joe', 'iv', 'quaternity', 'IV', 'quartet', 'foursome', 'quaternary']",Chicago Daily Tribune
office,"['billet', 'government_agency', 'business_office', 'situation', 'position', 'agency', 'office', 'power', 'bureau', 'part', 'role', 'berth', 'place', 'authority', 'function', 'federal_agency', 'post', 'office_staff', 'spot']",Chicago Daily Tribune
wizard,"['virtuoso', 'sorcerous', 'magician', 'witching', 'thaumaturgist', 'star', 'superstar', 'charming', 'mavin', 'adept', 'wizard', 'magic', 'sensation', 'maven', 'whizz', 'magical', 'wizardly', 'wiz', 'champion', 'ace', 'thaumaturge', 'whiz', 'necromancer', 'hotshot', 'genius', 'sorcerer']",Chicago Daily Tribune
half,"['half', 'one-half']",Chicago Daily Tribune
dignity,"['lordliness', 'self-worth', 'self-regard', 'dignity', 'self-respect', 'gravitas']",Chicago Daily Tribune
Sixty-eighth,[],Chicago Daily Tribune
gaunt,"['cadaverous', 'skeletal', 'haggard', 'pinched', 'emaciated', 'gaunt', 'wasted', 'bony']",Chicago Daily Tribune
doesn't,[],Chicago Daily Tribune
The,[],Chicago Daily Tribune
Community,"['residential_area', 'community', 'community_of_interests', 'biotic_community', 'residential_district']",Chicago Daily Tribune
conjures,"['beseech', 'bring_up', 'bid', 'invoke', 'conspire', 'call_down', 'cabal', 'put_forward', 'press', 'complot', 'call_forth', 'conjure', 'adjure', 'evoke', 'machinate', 'arouse', 'conjure_up', 'raise', 'entreat', 'stir']",Chicago Daily Tribune
lesson,"['example', 'lesson', 'deterrent_example', 'moral', 'object_lesson']",Chicago Daily Tribune
hold,"['grip', 'grasp', 'nurse', 'keep', 'take_for', 'book', 'defend', 'control', 'concur', 'hold_in', 'curb', 'reserve', 'adjudge', 'custody', 'cargo_area', 'cargo_deck', 'wait', 'clench', 'harbor', 'carry', 'keep_back', 'hold_up', 'handle', 'delay', 'defy', 'declare', 'halt', 'arrest', 'time_lag', 'cargo_hold', 'concord', 'take_hold', 'oblige', 'support', 'postponement', 'confine', 'take', 'guard', 'apply', 'give', 'withstand', 'hold', 'throw', 'have_got', 'harbour', 'accommodate', 'prevail', 'appreciation', 'restrain', 'obligate', 'bind', 'admit', 'maintain', 'deem', 'moderate', 'clutch', 'have', 'hold_back', 'storage_area', 'clutches', 'clasp', 'contain', 'check', 'view_as', 'go_for', 'detention', 'handgrip', 'make', 'sustain', 'detainment', 'obtain', 'retain', 'bear', 'entertain', 'agree']",Chicago Daily Tribune
paintings,"['picture', 'house_painting', 'paint', 'painting']",Chicago Daily Tribune
booker,"['booking_agent', 'booker']",Chicago Daily Tribune
Dallas,['Dallas'],Chicago Daily Tribune
windows,"['windowpane', 'Windows', 'window']",Chicago Daily Tribune
shining,"['scramble', 'strike', 'radiate', 'polish', 'smooth', 'gleam', 'smoothen', 'shine', 'sputter', 'glossy', 'lustrous', 'glisten', 'glint', 'glitter', 'skin', 'fall', 'shining', 'glow', 'shin', 'burnished', 'beam', 'reflect', 'struggle', 'bright', 'polishing', 'glistening', 'shiny', 'clamber', 'shinny', 'sheeny']",Chicago Daily Tribune
contented,"['contented', 'content']",Chicago Daily Tribune
chronicled,['chronicle'],Chicago Daily Tribune
hands,"['men', 'hired_man', 'custody', 'script', 'pass_on', 'deal', 'helping_hand', 'give', 'mitt', 'work_force', 'workforce', 'hands', 'pass', 'paw', 'turn_over', 'manpower', 'hand', 'reach', 'handwriting', 'hired_hand', 'manus', 'bridge_player']",Chicago Daily Tribune
up,"['improving', 'upwardly', 'astir', 'upwards', 'upward', 'up']",Chicago Daily Tribune
Elizabeth,"['Elizabeth', 'Elizabeth_II', 'Elizabeth_I']",Chicago Daily Tribune
don't,[],Chicago Daily Tribune
point,"['level', 'head', 'channelise', 'taper', 'manoeuvre', 'charge', 'full_stop', 'degree', 'compass_point', 'breaker_point', 'bespeak', 'steer', 'tip', 'peak', 'dot', 'pointedness', 'distributor_point', 'detail', 'sharpen', 'stage', 'aim', 'period', 'signal', 'full_point', 'gunpoint', 'designate', 'show', 'manoeuver', 'direct', 'place', 'guide', 'channelize', 'stop', 'target', 'point', 'decimal_point', 'repoint', 'indicate', 'point_in_time', 'orient', 'percentage_point', 'item', 'spot', 'betoken', 'luff', 'power_point', 'maneuver']",Chicago Daily Tribune
manse,"['manse', 'residence', 'hall', 'mansion_house', 'mansion']",Chicago Daily Tribune
Lena,"['Lena_River', 'Lena']",Chicago Daily Tribune
none,['none'],Chicago Daily Tribune
Splendor,"['brilliancy', 'splendour', 'splendor', 'brilliance', 'lustre', 'magnificence', 'luster', 'grandness', 'grandeur']",Chicago Daily Tribune
impress,"['yarn-dye', 'impress', 'affect', 'impressment', 'strike', 'ingrain', 'imprint', 'move', 'print', 'instill', 'shanghai']",Chicago Daily Tribune
soloist,['soloist'],Chicago Daily Tribune
might,"['mightiness', 'power', 'might']",Chicago Daily Tribune
10,"['x', '10', 'ten', 'X', 'decade', 'tenner']",Chicago Daily Tribune
local,"['topical_anesthetic', 'local_anaesthetic', 'topical_anaesthetic', 'local', 'local_anesthetic']",Chicago Daily Tribune
buoyant,"['perky', 'buoyant', 'floaty', 'chirpy']",Chicago Daily Tribune
extraordinary,"['over-the-top', 'extraordinary', 'sinful']",Chicago Daily Tribune
state,"['say', 'State_Department', 'State', 'express', 'body_politic', 'submit', 'nation', 'commonwealth', 'United_States_Department_of_State', 'put_forward', 'res_publica', 'province', 'DoS', 'land', 'Department_of_State', 'tell', 'country', 'state_of_matter', 'state', 'posit']",Chicago Daily Tribune
When,[],Chicago Daily Tribune
life,"['animation', 'life_sentence', 'life_history', 'spirit', 'life_story', 'life-time', 'liveliness', 'biography', 'aliveness', 'life', 'lifespan', 'living', 'sprightliness', 'lifetime']",Chicago Daily Tribune
presented,"['deliver', 'demonstrate', 'confront', 'present', 'portray', 'represent', 'submit', 'acquaint', 'stage', 'give', 'demo', 'show', 'pose', 'award', 'lay_out', 'gift', 'face', 'introduce', 'exhibit', 'salute']",Chicago Daily Tribune
artistry,"['art', 'artistry', 'prowess']",Chicago Daily Tribune
Kempe,[],Chicago Daily Tribune
inner,"['intimate', 'privileged', 'inside', 'inner', 'interior', 'internal']",Chicago Daily Tribune
any,"['whatever', 'whatsoever', 'any']",Chicago Daily Tribune
sports,"['play', 'frisk', 'lark_about', 'fun', 'sportswoman', 'sport', 'frolic', 'summercater', 'gambol', 'mutant', 'mutation', 'sportsman', 'rollick', 'variation', 'athletics', 'run_around', 'cavort', 'boast', 'disport', 'romp', 'lark', 'feature', 'skylark']",Chicago Daily Tribune
converted,"['exchange', 'change', 'convert', 'born-again', 'win_over', 'commute', 'converted', 'convince', 'change_over', 'reborn']",Chicago Daily Tribune
richness,"['mellowness', 'rankness', 'impressiveness', 'cornucopia', 'magnificence', 'richness', 'fullness', 'fertility', 'profuseness', 'grandness', 'affluence', 'profusion', 'prolificacy']",Chicago Daily Tribune
most,"['about', 'nearly', 'near', 'almost', 'well-nigh', 'most', 'virtually', 'to_the_highest_degree', 'nigh']",Chicago Daily Tribune
even,"['yet', 'flush', 'eve', 'evening', 'even_out', 'level', 'fifty-fifty', 'eventide', 'even', 'regular', 'tied', 'still']",Chicago Daily Tribune
Will,"['will', 'volition', 'leave', 'testament', 'bequeath']",Chicago Daily Tribune
series,"['serial_publication', 'series', 'serial']",Chicago Daily Tribune
several,"['various', 'several', 'respective']",Chicago Daily Tribune
incandescent,"['incandescent', 'candent']",Chicago Daily Tribune
weep,"['weep', 'cry']",Chicago Daily Tribune
work,"['body_of_work', 'knead', 'sour', 'play', 'piece_of_work', 'shape', 'bring', 'oeuvre', 'work', 'work_on', 'do_work', 'mould', 'ferment', 'put_to_work', 'wreak', 'exercise', 'lick', 'act_upon', 'puzzle_out', 'exploit', 'make_for', 'work_out', 'act', 'go', 'figure_out', 'workplace', 'operate', 'influence', 'process', 'turn', 'solve', 'run', 'function', 'form', 'crop', 'study', 'make', 'cultivate', 'forge', 'mold', 'employment']",Chicago Daily Tribune
dubbed,"['nickname', 'dub', 'knight']",Chicago Daily Tribune
embodies,"['substantiate', 'body_forth', 'embody', 'be', 'personify', 'incarnate']",Chicago Daily Tribune
courage,"['courageousness', 'braveness', 'bravery', 'courage']",Chicago Daily Tribune
learn,"['get_a_line', 'watch', 'read', 'discover', 'ascertain', 'con', 'learn', 'pick_up', 'teach', 'take', 'see', 'determine', 'get_word', 'memorize', 'acquire', 'find_out', 'hear', 'check', 'larn', 'study', 'instruct', 'get_wind', 'memorise']",Chicago Daily Tribune
Lehmann,[],Chicago Daily Tribune
television,"['telly', 'boob_tube', 'telecasting', 'idiot_box', 'television_receiver', 'video', 'TV', 'television', 'television_set', 'goggle_box', 'tv', 'television_system', 'tv_set']",Chicago Daily Tribune
Parsifal,[],Chicago Daily Tribune
3,"['III', 'ternary', 'troika', 'threesome', 'ternion', 'leash', 'iii', 'three', 'trinity', '3', 'deuce-ace', 'tercet', 'triad', 'triplet', 'tierce', 'trio', 'terzetto', 'trine', 'trey']",Chicago Daily Tribune
court,"['judicature', 'court_of_justice', 'tribunal', 'solicit', 'court_of_law', 'motor_inn', 'lawcourt', 'motor_lodge', 'court', 'woo', 'tourist_court', 'Court', 'courtyard', 'royal_court', 'courtroom', 'romance', 'homage', 'Margaret_Court', 'motor_hotel']",Chicago Daily Tribune
rounded,"['round_off', 'rounded', 'snipe', 'round', 'polish_up', 'brush_up', 'round_out', 'lash_out', 'assail', 'labialize', 'flesh_out', 'labialise', 'assault', 'fill_out', 'attack', 'polish', 'round_down']",Chicago Daily Tribune
McCormick,"['Cyrus_Hall_McCormick', 'McCormick', 'John_McCormick', 'Cyrus_McCormick']",Chicago Daily Tribune
!,[],Chicago Daily Tribune
deer,"['deer', 'cervid']",Chicago Daily Tribune
put,"['position', 'put', 'frame', 'lay', 'cast', 'couch', 'invest', 'arrange', 'redact', 'order', 'put_option', 'place', 'commit', 'assign', 'set_up', 'set', 'pose']",Chicago Daily Tribune
drawings,"['take_in', 'draught', 'drawing', 'suck', 'line', 'withdraw', 'eviscerate', 'imbibe', 'pull_out', 'draw_in', 'drag', 'quarter', 'soak_up', 'disembowel', 'take_up', 'force', 'thread', 'get_out', 'take_out', 'string', 'draftsmanship', 'draw', 'drafting', 'absorb', 'pull', 'pull_in', 'get', 'attract', 'describe', 'delineate', 'suck_up', 'puff', 'draw_off', 'drawing_off', 'trace', 'pass', 'run', 'guide', 'sop_up', 'lottery', 'draw_and_quarter', 'reap', 'cast', 'depict', 'pull_back', 'tie', 'make', 'draft']",Chicago Daily Tribune
logic,"['system_of_logic', 'logical_system', 'logic']",Chicago Daily Tribune
barring,"['block', 'exclude', 'barricade', 'block_up', 'barring', 'relegate', 'blockade', 'banish', 'blackball', 'block_off', 'bar', 'debar', 'stop']",Chicago Daily Tribune
style,"['elan', 'panache', 'title', 'expressive_style', 'style', 'trend', 'way', 'dash', 'fashion', 'flair', 'mode', 'stylus', 'vogue', 'manner']",Chicago Daily Tribune
firmness,"['resolution', 'soundness', 'firmness', 'resoluteness', 'firmness_of_purpose', 'resolve', 'steadiness']",Chicago Daily Tribune
first,"['offset', 'first_off', '1st', 'low', 'firstly', 'commencement', 'get-go', 'for_the_first_time', 'first_of_all', 'number_one', 'maiden', 'world-class', 'first-class_honours_degree', 'initiative', 'showtime', 'first_gear', 'kickoff', 'starting_time', 'number_1', 'first', 'beginning', 'initiatory', 'outset', 'start', 'foremost', 'first_base', 'inaugural', 'low_gear']",Chicago Daily Tribune
conductor,"['conductor', 'director', 'music_director']",Chicago Daily Tribune
maids,"['maidservant', 'maiden', 'amah', 'maid', 'housemaid']",Chicago Daily Tribune
And,[],Chicago Daily Tribune
already,['already'],Chicago Daily Tribune
rugged,"['broken', 'furrowed', 'tough', 'rugged']",Chicago Daily Tribune
best,"['Charles_Herbert_Best', 'advantageously', 'ripe', 'Best', 'well', 'secure', 'dependable', 'honest', 'effective', 'beneficial', 'in_effect', 'undecomposed', 'outdo', 'right', 'trump', 'adept', 'scoop', 'serious', 'just', 'considerably', 'full', 'skilful', 'estimable', 'honorable', 'in_force', 'topper', 'unspoiled', 'near', 'C._H._Best', 'skillful', 'easily', 'proficient', 'best', 'salutary', 'safe', 'substantially', 'expert', 'outflank', 'better', 'upright', 'dear', 'respectable', 'sound', 'practiced', 'intimately', 'comfortably', 'good', 'unspoilt']",Chicago Daily Tribune
Hark,"['hearken', 'harken', 'hark']",Chicago Daily Tribune
doing,"['behave', 'make_out', 'get_along', 'serve', 'cause', 'coif', 'come', 'arrange', 'exercise', 'fare', 'perform', 'dress', 'act', 'coiffure', 'practice', 'answer', 'coiffe', 'suffice', 'do', 'practise', 'execute', 'manage', 'make', 'set']",Chicago Daily Tribune
Paintings,"['picture', 'house_painting', 'paint', 'painting']",Chicago Daily Tribune
kind,"['kind', 'form', 'tolerant', 'genial', 'sort', 'variety']",Chicago Daily Tribune
27,"['27', 'xxvii', 'twenty-seven', 'XXVII']",Chicago Daily Tribune
pages,"['Sir_Frederick_Handley_Page', 'pageboy', 'foliate', 'paginate', 'varlet', 'Page', 'page', 'Thomas_Nelson_Page']",Chicago Daily Tribune
boisterous,"['rambunctious', 'fierce', 'unruly', 'boisterous', 'knockabout', 'rumbustious', 'rough', 'robustious']",Chicago Daily Tribune
Shrine,"['shrine', 'enshrine']",Chicago Daily Tribune
look,"['front', 'depend', 'flavour', 'reckon', 'seem', 'facial_expression', 'expect', 'calculate', 'looking_at', 'appear', 'expression', 'wait', 'feel', 'await', 'see', 'spirit', 'feeling', 'take_care', 'aspect', 'flavor', 'search', 'look', 'attend', 'smell', 'count', 'face', 'tone', 'looking', 'bet']",Chicago Daily Tribune
house,"['planetary_house', 'home', 'house', 'put_up', 'sign_of_the_zodiac', 'business_firm', 'star_sign', 'family', 'sign', 'household', 'menage', 'theater', 'theatre', 'domiciliate', 'firm', 'mansion']",Chicago Daily Tribune
breath,"['breather', 'breathing_place', 'breathing_space', 'breathing_spell', 'breath', 'hint', 'intimation', 'breathing_time']",Chicago Daily Tribune
lurking,"['scupper', 'lurk', 'loaf', 'tarry', 'skulk', 'linger', 'ambuscade', 'mess_about', 'loiter', 'lollygag', 'hang_around', 'lounge', 'waylay', 'mill_about', 'mill_around', 'footle', 'ambush', 'bushwhack', 'lallygag', 'lie_in_wait']",Chicago Daily Tribune
loose,"['promiscuous', 'wanton', 'informal', 'relax', 'open', 'unaffixed', 'sluttish', 'lax', 'unloose', 'liberal', 'on_the_loose', 'idle', 'free', 'release', 'liberate', 'light', 'easy', 'let_loose', 'escaped', 'unloosen', 'loosen', 'loose', 'unleash', 'slack', 'at_large']",Chicago Daily Tribune
much,"['a_great_deal', 'a_good_deal', 'a_lot', 'practically', 'often', 'much', 'very_much', 'lots']",Chicago Daily Tribune
forever,"['perpetually', 'constantly', 'incessantly', 'eternally', 'always', 'forever', 'forever_and_a_day', 'everlastingly', 'evermore']",Chicago Daily Tribune
personalities,['personality'],Chicago Daily Tribune
