w,vector_semantico
West,"['Benjamin_West', 'Rebecca_West', 'west', 'W', 'western_United_States', 'West', 'due_west', 'Dame_Rebecca_West', 'Mae_West', 'Cicily_Isabel_Fairfield', 'Occident', 'westward']",Seize a Nettle
Evans,"['Evans', 'Herbert_McLean_Evans', 'Arthur_Evans', 'Sir_Arthur_John_Evans']",Seize a Nettle
which,[],Seize a Nettle
endless,"['interminable', 'eternal', 'dateless', 'endless', 'sempiternal']",Seize a Nettle
Mr.,"['Mr', 'Mr.', 'Mister']",Seize a Nettle
crisp,"['scrunch', 'crease', 'frizzy', 'terse', 'sharp', 'crispy', 'laconic', 'curt', 'scrunch_up', 'Saratoga_chip', 'ruckle', 'crinkle', 'crisp', 'crispen', 'snappy', 'nipping', 'frizzly', 'nippy', 'toast', 'potato_chip', 'nappy', 'kinky', 'wrinkle', 'frosty', 'chip']",Seize a Nettle
because,[],Seize a Nettle
chores,"['chore', 'task', 'job']",Seize a Nettle
frames,"['compose', 'frame_in', 'couch', 'flesh', 'inning', 'ensnare', 'draw_up', 'anatomy', 'material_body', 'underframe', 'shape', 'frame', 'skeleton', 'entrap', 'human_body', 'bod', 'build', 'cast', 'skeletal_system', 'redact', 'border', 'figure', 'set_up', 'soma', 'physical_body', 'physique', 'frame_of_reference', 'form', 'systema_skeletale', 'framing', 'chassis', 'frame_up', 'put', 'skeletal_frame']",Seize a Nettle
beautiful,['beautiful'],Seize a Nettle
resembling,['resemble'],Seize a Nettle
paid,"['pay_up', 'paid', 'pay_off', 'yield', 'nonrecreational', 'make_up', 'bear', 'pay', 'ante_up', 'devote', 'give', 'compensate', 'paying', 'gainful']",Seize a Nettle
stored,"['hive_away', 'store', 'put_in', 'lay_in', 'stack_away', 'salt_away', 'stash_away']",Seize a Nettle
sort,"['screen_out', 'sort', 'sorting', 'separate', 'form', 'variety', 'screen', 'classify', 'assort', 'sort_out', 'class', 'sieve', 'kind']",Seize a Nettle
hand,"['pass_on', 'mitt', 'turn_over', 'hand', 'manus', 'script', 'deal', 'hired_hand', 'pass', 'helping_hand', 'handwriting', 'give', 'bridge_player', 'paw', 'reach', 'hired_man']",Seize a Nettle
greedy,"['covetous', 'grasping', 'devouring', 'prehensile', 'greedy', 'avid', 'avaricious', 'grabby', 'esurient']",Seize a Nettle
soles,"['sol', 'colloidal_solution', 'Sol', 'sole', 'colloidal_suspension', 'soh', 'fillet_of_sole', 'resole', 'so']",Seize a Nettle
circumstance,"['condition', 'context', 'consideration', 'setting', 'circumstance']",Seize a Nettle
centralization,"['centralisation', 'centralization']",Seize a Nettle
but,"['but', 'simply', 'just', 'only', 'merely']",Seize a Nettle
stove,"['stave_in', 'stave', 'stove', 'cooking_stove', 'kitchen_stove', 'range', 'kitchen_range']",Seize a Nettle
everything,[],Seize a Nettle
amounts,"['come', 'sum', 'total', 'sum_of_money', 'number', 'add_up', 'quantity', 'amount', 'measure', 'amount_of_money']",Seize a Nettle
again,"['over_again', 'once_again', 'once_more', 'again']",Seize a Nettle
ashamed,['ashamed'],Seize a Nettle
salary,"['wage', 'pay', 'earnings', 'salary', 'remuneration']",Seize a Nettle
participating,"['participate', 'take_part', 'participating', 'active', 'enter']",Seize a Nettle
evil,"['iniquity', 'malign', 'immorality', 'wickedness', 'evilness', 'malevolent', 'malefic', 'evil', 'vicious']",Seize a Nettle
trusted,"['sure', 'rely', 'hope', 'desire', 'entrust', 'trust', 'commit', 'confide', 'intrust', 'swear', 'trusted', 'bank', 'believe']",Seize a Nettle
consumed,"['squander', 'wipe_out', 'ware', 'go_through', 'use_up', 'have', 'devour', 'down', 'consume', 'take', 'waste', 'deplete', 'ingest', 'exhaust', 'eat', 'eat_up', 'run_through', 'take_in']",Seize a Nettle
toward,[],Seize a Nettle
might,"['might', 'power', 'mightiness']",Seize a Nettle
relief,"['rest_period', 'ministration', 'respite', 'alleviation', 'stand-in', 'reliever', 'assuagement', 'ease', 'succor', 'backup_man', 'relief', 'embossment', 'rilievo', 'moderation', 'sculptural_relief', 'relievo', 'backup', 'rest', 'succour', 'substitute', 'fill-in', 'easing', 'easement']",Seize a Nettle
regions,"['region', 'neighborhood', 'part', 'realm', 'area']",Seize a Nettle
this,[],Seize a Nettle
stop,"['arrest', 'occlusion', 'full_stop', 'block', 'intercept', 'finish', 'layover', 'plosive_consonant', 'quit', 'lay_off', 'cease', 'period', 'occlusive', 'point', 'stoppage', 'hitch', 'kibosh', 'block_up', 'blockade', 'halt', 'plosive_speech_sound', 'stop', 'hold_back', 'end', 'barricade', 'contain', 'block_off', 'stopover', 'blockage', 'bar', 'discontinue', 'diaphragm', 'stay', 'plosive', 'turn_back', 'catch', 'closure', 'stop_over', 'break_off', 'full_point', 'hold_on', 'terminate', 'break', 'check', 'stop_consonant', 'give_up']",Seize a Nettle
city,"['metropolis', 'city', 'urban_center']",Seize a Nettle
appeased,"['gruntle', 'assuage', 'placate', 'lenify', 'propitiate', 'quell', 'gentle', 'conciliate', 'pacify', 'appease', 'stay', 'mollify']",Seize a Nettle
started,"['pop', 'come_out', 'jump', 'bulge_out', 'part', 'depart', 'get_down', 'initiate', 'start_out', 'get_going', 'originate', 'set_about', 'take_off', 'embark_on', 'bug_out', 'get', 'lead_off', 'set_off', 'commence', 'start', 'start_up', 'pop_out', 'set_out', 'begin', 'startle', 'protrude', 'go', 'bulge', 'take_up', 'set_forth']",Seize a Nettle
together,"['together', 'in_concert', 'unitedly']",Seize a Nettle
brains,"['mentality', 'encephalon', 'mind', 'brainiac', 'learning_ability', 'brain', 'nous', 'mastermind', 'psyche', 'genius', 'brainpower', 'Einstein', 'mental_capacity', 'head', 'wit']",Seize a Nettle
teeth,"['tooth', 'teeth', 'dentition']",Seize a Nettle
mining,"['mining', 'excavation', 'minelaying', 'mine']",Seize a Nettle
west,"['Benjamin_West', 'Rebecca_West', 'west', 'W', 'western_United_States', 'West', 'due_west', 'Dame_Rebecca_West', 'Mae_West', 'Cicily_Isabel_Fairfield', 'Occident', 'westward']",Seize a Nettle
waste,"['devastate', 'permissive_waste', 'emaciate', 'wild', 'dissipation', 'squander', 'liquidate', 'waste_material', 'wastefulness', 'consume', 'godforsaken', 'wasteland', 'neutralize', 'waste_matter', 'lay_waste_to', 'ware', 'barren', 'waste', 'waste_product', 'blow', 'ravage', 'rot', 'languish', 'thriftlessness', 'knock_off', 'macerate', 'neutralise', 'desolate', 'pine_away', 'do_in', 'run_off', 'scourge']",Seize a Nettle
property,"['prop', 'belongings', 'dimension', 'attribute', 'holding', 'property', 'place']",Seize a Nettle
it's,[],Seize a Nettle
complexion,"['skin_colour', 'skin_color', 'complexion']",Seize a Nettle
.,[],Seize a Nettle
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Seize a Nettle
neck,"['cervix', 'neck_opening', 'neck', 'make_out']",Seize a Nettle
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",Seize a Nettle
porches,['porch'],Seize a Nettle
sunshine,"['cheer', 'fair_weather', 'sunshine', 'sunlight', 'sun', 'cheerfulness', 'temperateness', 'sunniness']",Seize a Nettle
arms,"['subdivision', 'build_up', 'gird', 'branch', 'fortify', 'weapon', 'arms', 'weapon_system', 'weapons_system', 'limb', 'implements_of_war', 'blazonry', 'sleeve', 'munition', 'blazon', 'weaponry', 'arm', 'coat_of_arms']",Seize a Nettle
never,"['never', ""ne'er""]",Seize a Nettle
careful,"['heedful', 'careful', 'measured', 'deliberate', 'thrifty']",Seize a Nettle
dropping,"['sink', 'shake_off', 'dribble', 'overlook', 'falling', 'send_packing', 'pretermit', 'set_down', 'discharge', 'degenerate', 'throw_off', 'overleap', 'send_away', 'cast_off', 'unload', 'throw', 'flatten', 'deteriorate', 'fell', 'cut_down', 'throw_away', 'miss', 'swing', 'neglect', 'expend', 'drop_off', 'drop_down', 'cast', 'omit', 'put_down', 'dangle', 'dismiss', 'drop', 'spend', 'knock_off', 'leave_out', 'dropping', 'drip', 'devolve', 'shed', 'strike_down']",Seize a Nettle
haven't,[],Seize a Nettle
put,"['invest', 'pose', 'position', 'put_option', 'commit', 'cast', 'set', 'couch', 'redact', 'assign', 'frame', 'put', 'place', 'arrange', 'order', 'set_up', 'lay']",Seize a Nettle
few,['few'],Seize a Nettle
anxieties,"['anxiousness', 'anxiety']",Seize a Nettle
about,"['most', 'roughly', 'just_about', 'near', 'nearly', 'well-nigh', 'about', 'some', 'almost', 'around', 'or_so', 'nigh', 'more_or_less', 'virtually', 'close_to', 'astir', 'approximately']",Seize a Nettle
anybody,[],Seize a Nettle
office,"['office', 'power', 'federal_agency', 'post', 'part', 'function', 'situation', 'place', 'government_agency', 'berth', 'authority', 'business_office', 'bureau', 'role', 'position', 'office_staff', 'agency', 'billet', 'spot']",Seize a Nettle
emergency,"['emergency', 'exigency', 'emergency_brake', 'pinch', 'parking_brake', 'hand_brake']",Seize a Nettle
superior,"['superior', 'higher-up', 'higher-ranking', 'superordinate', 'superscript', 'master', 'Lake_Superior', 'victor', 'Superior', 'ranking']",Seize a Nettle
capacity,"['capacitance', 'content', 'capability', 'capacity', 'electrical_capacity', 'mental_ability']",Seize a Nettle
harshened,['harshen'],Seize a Nettle
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Seize a Nettle
under,"['below', 'under', 'nether']",Seize a Nettle
countless,"['innumerable', 'unnumerable', 'uncounted', 'infinite', 'multitudinous', 'myriad', 'unnumberable', 'unnumbered', 'innumerous', 'countless', 'numberless']",Seize a Nettle
between,"['betwixt', ""'tween"", 'between']",Seize a Nettle
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Seize a Nettle
their,[],Seize a Nettle
if,[],Seize a Nettle
cities,"['metropolis', 'city', 'urban_center']",Seize a Nettle
intervals,"['separation', 'interval', 'time_interval', 'musical_interval']",Seize a Nettle
would,[],Seize a Nettle
stood,"['tolerate', 'brook', 'endure', 'stomach', 'bear', 'support', 'stand_up', 'place_upright', 'fend', 'stand', 'digest', 'resist', 'put_up', 'abide', 'suffer', 'stick_out', 'remain_firm']",Seize a Nettle
washer,"['automatic_washer', 'washing_machine', 'washer']",Seize a Nettle
consulted,"['confer_with', 'consult', 'refer', 'confabulate', 'look_up', 'confab', 'confer']",Seize a Nettle
somehow,"['someway', 'in_some_way', 'somehow', 'in_some_manner', 'someways']",Seize a Nettle
wore,"['wear_upon', 'fag', 'fatigue', 'get_into', 'wear_thin', 'assume', 'tire_out', 'bear', 'wear_down', 'don', 'have_on', 'bust', 'fall_apart', 'jade', 'wear_out', 'put_on', 'endure', 'outwear', 'hold_out', 'tire', 'wear', 'fag_out', 'wear_off', 'break', 'weary']",Seize a Nettle
Bazaar,"['bazar', 'fair', 'bazaar']",Seize a Nettle
list,"['leaning', 'heel', 'tilt', 'name', 'listing', 'lean', 'number', 'list', 'inclination']",Seize a Nettle
Let's,[],Seize a Nettle
nine,"['ennead', 'IX', 'ball_club', 'baseball_club', 'Nina_from_Carolina', '9', 'nine-spot', 'club', 'niner', 'nine', 'ix']",Seize a Nettle
typewriter,['typewriter'],Seize a Nettle
innumerable,"['innumerable', 'unnumerable', 'uncounted', 'infinite', 'multitudinous', 'myriad', 'unnumberable', 'unnumbered', 'innumerous', 'countless', 'numberless']",Seize a Nettle
my,[],Seize a Nettle
sure,"['surely', 'sure', 'certainly', 'sure_as_shooting', 'for_sure', 'certain', 'for_certain', 'sure_enough', 'indisputable', 'trusted']",Seize a Nettle
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",Seize a Nettle
cracks,"['shot', 'crevice', 'tornado', 'wisecrack', 'crack_cocaine', 'crock_up', 'crack_up', 'quip', 'cleft', 'break_up', 'whirl', 'offer', 'collapse', 'cranny', 'gap', 'crack', 'snap', 'fracture', 'chap', 'fling', 'fissure', 'go', 'sally', 'cracking', 'pass', 'break', 'check', 'break_through', 'scissure']",Seize a Nettle
baby's,[],Seize a Nettle
And,[],Seize a Nettle
What,[],Seize a Nettle
home,"['dwelling_house', 'place', 'household', 'domicile', 'habitation', 'family', 'internal', 'base', 'dwelling', 'national', 'menage', 'nursing_home', 'home_plate', 'home', 'home_base', 'rest_home', 'abode', 'plate', 'house', 'interior']",Seize a Nettle
lot,"['muckle', 'dish_out', 'bunch', 'deal', 'allot', 'portion', 'mickle', 'mint', 'fate', 'deal_out', 'fortune', 'heap', 'pot', 'quite_a_little', 'circle', 'parcel_out', 'spate', 'draw', 'dispense', 'wad', 'shell_out', 'passel', 'flock', 'good_deal', 'administer', 'batch', 'peck', 'pile', 'mass', 'caboodle', 'lot', 'mess', 'circumstances', 'luck', 'hatful', 'plenty', 'mete_out', 'band', 'distribute', 'raft', 'mountain', 'sight', 'destiny', 'tidy_sum', 'stack', 'slew', 'set', 'dole_out', 'great_deal', 'Lot']",Seize a Nettle
for,[],Seize a Nettle
wrapper,"['housecoat', 'neglige', 'wrap', 'wrapping', 'wrapper', 'negligee', 'peignoir']",Seize a Nettle
country,"['body_politic', 'state', 'land', 'rural_area', 'nation', 'area', 'country', 'commonwealth', 'res_publica']",Seize a Nettle
fast,"['truehearted', 'firm', 'quick', 'libertine', 'flying', 'debauched', 'tight', 'degraded', 'riotous', 'loyal', 'immobile', 'fast', 'degenerate', 'profligate', 'fasting', 'dissolute', 'dissipated']",Seize a Nettle
die,"['pass_away', 'give_way', 'conk_out', 'fail', 'expire', 'croak', 'become_flat', 'drop_dead', 'pop_off', 'conk', 'give_out', 'die_out', 'break_down', 'choke', 'decease', 'perish', ""cash_in_one's_chips"", 'die', 'go', 'kick_the_bucket', 'buy_the_farm', 'pall', 'dice', 'pass', 'break', 'exit', 'give-up_the_ghost', 'go_bad', 'snuff_it']",Seize a Nettle
climate,"['climate', 'clime', 'mood']",Seize a Nettle
extra,"['duplicate', 'special', 'redundant', 'supernumerary', 'superfluous', 'surplus', 'spear_carrier', 'excess', 'supererogatory', 'spare', 'extra', 'additional']",Seize a Nettle
huddled,"['cower', 'huddle', 'huddle_together', 'huddled']",Seize a Nettle
coal,"['char', 'ember', 'coal']",Seize a Nettle
poverty,"['impoverishment', 'poorness', 'poverty']",Seize a Nettle
depths,"['deepness', 'profoundness', 'profundity', 'astuteness', 'depth']",Seize a Nettle
pipes,"['worst', 'organ_pipe', 'piping', 'tobacco_pipe', 'shriek', 'pipe_up', 'rack_up', 'shoot', 'whip', 'tube', 'hit', 'mop_up', 'pipe', 'pipework', 'pip', 'shrill', 'pipage']",Seize a Nettle
jobs,"['problem', 'business', 'line', 'subcontract', 'farm_out', 'speculate', 'line_of_work', 'Book_of_Job', 'caper', 'chore', 'job', 'occupation', 'Job', 'task']",Seize a Nettle
outside,"['outdoor', 'external', 'extraneous', 'out-of-door', 'exterior', 'outdoors', 'out_of_doors', 'remote', 'international', 'outside', 'alfresco', 'away']",Seize a Nettle
roof,"['cap', 'ceiling', 'roof']",Seize a Nettle
am,"['embody', 'americium', 'exist', 'follow', 'live', 'amplitude_modulation', 'equal', 'personify', 'cost', 'represent', 'make_up', 'Master_of_Arts', 'be', 'atomic_number_95', 'MA', 'AM', 'comprise', 'constitute', 'Artium_Magister', 'Am']",Seize a Nettle
Cold,"['dusty', 'low_temperature', 'frigidness', 'insensate', 'cold-blooded', 'inhuman', 'frigid', 'frigidity', 'stale', 'coldness', 'common_cold', 'cold', 'moth-eaten']",Seize a Nettle
those,[],Seize a Nettle
groaning,"['moan', 'groan']",Seize a Nettle
happy,"['happy', 'well-chosen', 'glad', 'felicitous']",Seize a Nettle
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Seize a Nettle
Eugenia,"['genus_Eugenia', 'Eugenia']",Seize a Nettle
block,"['occlusion', 'stymy', 'cube', 'occlude', 'blocking', 'mental_block', 'block', 'choke_up', 'forget', 'impede', 'cylinder_block', 'immobilise', 'stoppage', 'lug', 'kibosh', 'block_up', 'blockade', 'draw_a_blank', 'halt', 'parry', 'stop', 'city_block', 'pulley_block', 'pulley-block', 'barricade', 'obturate', 'block_off', 'immobilize', 'stymie', 'deflect', 'pulley', 'blockage', 'embarrass', 'jam', 'bar', 'freeze', 'engine_block', 'auction_block', 'closure', 'hinder', 'blank_out', 'close_up', 'stuff', 'obstruct']",Seize a Nettle
range,"['orbit', 'mountain_chain', 'range_of_a_function', 'grasp', 'stove', 'pasture', 'kitchen_stove', 'straddle', 'place', 'range', 'kitchen_range', 'compass', 'lay_out', 'range_of_mountains', 'vagabond', 'tramp', 'image', 'drift', 'mountain_range', 'swan', 'order', 'reach', 'rove', 'graze', 'rank', 'run', 'roll', 'set_out', 'array', 'cast', 'cooking_stove', 'rate', 'chain_of_mountains', 'scope', 'chain', 'browse', 'stray', 'ambit', 'crop', 'wander', 'roam', 'ramble', 'grade']",Seize a Nettle
miseries,"['misery', 'miserableness', 'wretchedness']",Seize a Nettle
make,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'shuffling', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'shuffle', 'pee', 'get_to', 'lay_down', 'hit', 'brand', 'constitute', 'crap', 'take_in']",Seize a Nettle
opened,"['open', 'opened', 'unfold', 'spread_out', 'give', 'spread', 'afford', 'open_up']",Seize a Nettle
great,"['big', 'expectant', 'large', 'corking', 'nifty', 'enceinte', 'smashing', 'great', 'dandy', 'not_bad', 'outstanding', 'keen', 'neat', 'swell', 'capital', 'bang-up', 'bully', 'groovy', 'with_child', 'peachy', 'gravid', 'slap-up', 'cracking', 'majuscule', 'heavy']",Seize a Nettle
Grandma,"['grannie', 'gran', 'granny', 'nan', 'grandma', 'grandmother', 'nanna']",Seize a Nettle
whenever,[],Seize a Nettle
'',[],Seize a Nettle
tell,"['Tell', 'say', 'assure', 'enjoin', 'distinguish', 'separate', 'secern', 'state', 'evidence', 'William_Tell', 'tell', 'order', 'recount', 'tell_apart', 'recite', 'severalise', 'severalize', 'narrate', 'differentiate', 'secernate']",Seize a Nettle
excitement,"['exhilaration', 'fervour', 'inflammation', 'fervor', 'hullabaloo', 'excitement', 'turmoil', 'excitation', 'upheaval', 'agitation']",Seize a Nettle
didn't,[],Seize a Nettle
forever,"['forever_and_a_day', 'incessantly', 'always', 'everlastingly', 'evermore', 'perpetually', 'eternally', 'forever', 'constantly']",Seize a Nettle
flannel,"['washrag', 'washcloth', 'tweed', 'white', 'gabardine', 'face_cloth', 'flannel']",Seize a Nettle
Woman's,[],Seize a Nettle
grim,"['gruesome', 'drear', 'dreary', 'dispirited', 'dark', 'unappeasable', 'mordant', 'gloomy', 'dingy', 'depressed', 'grim', 'unrelenting', 'disconsolate', 'low-spirited', 'drab', 'sorry', 'low', 'dour', 'inexorable', 'black', 'sick', 'relentless', 'unforgiving', 'ghastly', 'downcast', 'forbidding', 'downhearted', 'stern', 'grisly', 'down', 'macabre', 'dismal', 'blue', 'down_in_the_mouth']",Seize a Nettle
ice,"['glass', 'shabu', 'internal-combustion_engine', 'frosting', 'sparkler', 'water_ice', 'ICE', 'chalk', 'chicken_feed', 'meth', 'icing', 'trash', 'Methedrine', 'ice', 'methamphetamine_hydrochloride', 'frost', 'crank', 'ice_rink', 'ice-skating_rink', 'methamphetamine', 'deoxyephedrine', 'frappe']",Seize a Nettle
figures,"['digit', 'fig', 'flesh', 'number', 'envision', 'estimate', 'trope', 'anatomy', 'material_body', 'public_figure', 'name', 'work_out', 'design', 'figure_of_speech', 'image', 'count_on', 'calculate', 'cipher', 'frame', 'shape', 'reckon', 'enter', 'forecast', 'cypher', 'picture', 'human_body', 'bod', 'build', 'fancy', 'pattern', 'project', 'figure', 'soma', 'physical_body', 'physique', 'form', 'see', 'visualize', 'compute', 'chassis', 'visualise']",Seize a Nettle
