w,vector_semantico
Figures,"['digit', 'fig', 'flesh', 'number', 'envision', 'estimate', 'trope', 'anatomy', 'material_body', 'public_figure', 'name', 'work_out', 'design', 'figure_of_speech', 'image', 'count_on', 'calculate', 'cipher', 'frame', 'shape', 'reckon', 'enter', 'forecast', 'cypher', 'picture', 'human_body', 'bod', 'build', 'fancy', 'pattern', 'project', 'figure', 'soma', 'physical_body', 'physique', 'form', 'see', 'visualize', 'compute', 'chassis', 'visualise']",Proceedings of the 1961 Heat
reduction,"['decrease', 'reduction', 'diminution', 'reducing', 'step-down', 'simplification']",Proceedings of the 1961 Heat
peculiar,"['rummy', 'rum', 'curious', 'special', 'odd', 'peculiar', 'singular', 'particular', 'funny', 'queer']",Proceedings of the 1961 Heat
use,"['apply', 'utilisation', 'function', 'employ', 'habituate', 'utilise', 'employment', 'purpose', 'use_of_goods_and_services', 'use', 'practice', 'exercise', 'role', 'manipulation', 'consumption', 'utilization', 'expend', 'enjoyment', 'economic_consumption', 'usage', 'utilize', 'usance', 'habit']",Proceedings of the 1961 Heat
regions,"['region', 'neighborhood', 'part', 'realm', 'area']",Proceedings of the 1961 Heat
this,[],Proceedings of the 1961 Heat
Sheer,"['cobwebby', 'gauzy', 'bluff', 'sheer', 'out-and-out', 'vaporous', 'plain', 'unmingled', 'see-through', 'trend', 'absolute', 'unmixed', 'right-down', 'filmy', 'gauze-like', 'rank', 'perpendicularly', 'gossamer', 'downright', 'veer', 'cut', 'transparent', 'curve', 'bold', 'diaphanous', 'slue', 'slew', 'vapourous', 'swerve']",Proceedings of the 1961 Heat
x,"['ten', 'cristal', 'disco_biscuit', 'ecstasy', 'go', 'XTC', 'hug_drug', 'tenner', '10', 'x', 'decade', 'Adam', 'ex', 'X']",Proceedings of the 1961 Heat
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",Proceedings of the 1961 Heat
energy,"['get-up-and-go', 'vitality', 'vigour', 'push', 'DOE', 'muscularity', 'vim', 'Energy', 'Department_of_Energy', 'free_energy', 'zip', 'Energy_Department', 'vigor', 'energy']",Proceedings of the 1961 Heat
applying,"['utilise', 'apply', 'put_on', 'implement', 'hold', 'use', 'practice', 'enforce', 'utilize', 'lend_oneself', 'give', 'employ', 'go_for']",Proceedings of the 1961 Heat
started,"['pop', 'come_out', 'jump', 'bulge_out', 'part', 'depart', 'get_down', 'initiate', 'start_out', 'get_going', 'originate', 'set_about', 'take_off', 'embark_on', 'bug_out', 'get', 'lead_off', 'set_off', 'commence', 'start', 'start_up', 'pop_out', 'set_out', 'begin', 'startle', 'protrude', 'go', 'bulge', 'take_up', 'set_forth']",Proceedings of the 1961 Heat
together,"['together', 'in_concert', 'unitedly']",Proceedings of the 1961 Heat
Af,[],Proceedings of the 1961 Heat
convection,['convection'],Proceedings of the 1961 Heat
included,"['let_in', 'admit', 'included', 'include']",Proceedings of the 1961 Heat
reflected,"['speculate', 'reverberate', 'reflect', 'contemplate', 'mull', 'shine', 'reflected', 'meditate', 'ponder', 'muse', 'mull_over', 'ruminate', 'excogitate', 'chew_over', 'think_over']",Proceedings of the 1961 Heat
Carbon,"['atomic_number_6', 'carbon', 'carbon_paper', 'C', 'carbon_copy']",Proceedings of the 1961 Heat
instance,"['example', 'representative', 'case', 'illustrate', 'illustration', 'exemplify', 'instance']",Proceedings of the 1961 Heat
blown,"['brag', 'winded', 'flub', 'shoot_a_line', 'gasconade', 'fellate', 'muff', 'burn_out', 'botch', 'mishandle', 'blow_out', 'tout', 'squander', 'fluff', 'bodge', 'bollix', 'shove_along', 'vaunt', 'short-winded', 'bobble', 'drift', 'foul_up', 'boast', 'gas', 'fuck_up', 'spoil', 'bollocks_up', 'swash', 'muck_up', 'fumble', 'bluster', 'bumble', 'waste', 'bollix_up', 'mess_up', 'suck', 'blown', 'blow', 'botch_up', 'ball_up', 'be_adrift', 'go_down_on', 'louse_up', 'screw_up', 'bollocks', 'float', 'pursy', 'bungle', 'shove_off']",Proceedings of the 1961 Heat
accurate,"['accurate', 'precise', 'exact']",Proceedings of the 1961 Heat
.,[],Proceedings of the 1961 Heat
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Proceedings of the 1961 Heat
above,"['higher_up', 'to_a_higher_place', 'in_a_higher_place', 'supra', 'above']",Proceedings of the 1961 Heat
ensure,"['ensure', 'check', 'see', 'secure', 'ascertain', 'see_to_it', 'insure', 'guarantee', 'assure', 'control']",Proceedings of the 1961 Heat
work,"['make_for', 'ferment', 'oeuvre', 'mould', 'do_work', 'cultivate', 'function', 'influence', 'puzzle_out', 'mold', 'make', 'forge', 'put_to_work', 'process', 'employment', 'piece_of_work', 'study', 'bring', 'work_on', 'knead', 'work_out', 'solve', 'operate', 'body_of_work', 'exploit', 'exercise', 'turn', 'shape', 'wreak', 'figure_out', 'run', 'workplace', 'act', 'lick', 'work', 'go', 'form', 'sour', 'crop', 'play', 'act_upon']",Proceedings of the 1961 Heat
accuracy,"['truth', 'accuracy']",Proceedings of the 1961 Heat
spot,"['office', 'make_out', 'slur', 'post', 'spy', 'situation', 'espy', 'discern', 'speckle', 'blot', 'place', 'distinguish', 'topographic_point', 'berth', 'point', 'smudge', 'stain', 'recognize', 'blemish', 'tell_apart', 'descry', 'position', 'recognise', 'spotlight', 'maculation', 'dapple', 'pick_out', 'smirch', 'billet', 'daub', 'touch', 'bit', 'spot', 'patch', 'smear', 'blob', 'fleck', 'pip']",Proceedings of the 1961 Heat
excess,"['excessiveness', 'surplusage', 'inordinateness', 'overabundance', 'redundant', 'superfluous', 'surplus', 'nimiety', 'supernumerary', 'overindulgence', 'excess', 'surfeit', 'supererogatory', 'spare', 'extra']",Proceedings of the 1961 Heat
Co.,[],Proceedings of the 1961 Heat
coaxial,"['coaxial', 'coaxal']",Proceedings of the 1961 Heat
Simultaneously,"['at_the_same_time', 'simultaneously']",Proceedings of the 1961 Heat
power,"['ability', 'office', 'power', 'world_power', 'tycoon', 'baron', 'king', 'business_leader', 'top_executive', 'might', 'exponent', 'superpower', 'great_power', 'force', 'mogul', 'major_power', 'powerfulness', 'index', 'mightiness', 'magnate', 'big_businessman']",Proceedings of the 1961 Heat
must,"['moldiness', 'mustiness', 'must']",Proceedings of the 1961 Heat
designed,"['intentional', 'plan', 'designed', 'design', 'project', 'contrive']",Proceedings of the 1961 Heat
flux,"['flux', 'merge', 'blend', 'meld', 'mix', 'coalesce', 'fluxion', 'combine', 'fuse', 'magnetic_flux', 'conflate', 'magnetic_field', 'flux_density', 'flow', 'immix', 'commingle', 'liquify', 'liquefy', 'state_of_flux']",Proceedings of the 1961 Heat
fact,['fact'],Proceedings of the 1961 Heat
itself,[],Proceedings of the 1961 Heat
attempted,"['attempt', 'set_about', 'seek', 'try', 'attempted', 'undertake', 'assay', 'essay']",Proceedings of the 1961 Heat
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",Proceedings of the 1961 Heat
National,"['home', 'subject', 'internal', 'interior', 'national']",Proceedings of the 1961 Heat
equilibrium,"['sense_of_equilibrium', 'counterbalance', 'equipoise', 'labyrinthine_sense', 'chemical_equilibrium', 'sense_of_balance', 'equilibrium', 'balance', 'vestibular_sense']",Proceedings of the 1961 Heat
between,"['betwixt', ""'tween"", 'between']",Proceedings of the 1961 Heat
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",Proceedings of the 1961 Heat
Experiments,"['experiment', 'try_out', 'experimentation']",Proceedings of the 1961 Heat
exposed,"['give_away', 'peril', 'let_on', 'reveal', 'bring_out', 'discover', 'disclose', 'exposed', 'debunk', 'unwrap', 'divulge', 'display', 'open', 'uncovered', 'scupper', 'uncover', 'let_out', 'exhibit', 'break', 'queer', 'expose', 'endanger']",Proceedings of the 1961 Heat
condensation,"['abridgment', 'condensing', 'condensation', 'condensate', 'abridgement', 'capsule', 'compression', 'contraction']",Proceedings of the 1961 Heat
rim,"['brim', 'rim', 'flange', 'lip']",Proceedings of the 1961 Heat
denoted,"['refer', 'denote', 'announce']",Proceedings of the 1961 Heat
metals,"['metal', 'alloy', 'metallic_element']",Proceedings of the 1961 Heat
95,"['xcv', '95', 'ninety-five']",Proceedings of the 1961 Heat
bottles,"['nursing_bottle', 'bottleful', 'feeding_bottle', 'bottle']",Proceedings of the 1961 Heat
addition,"['plus', 'accession', 'summation', 'add-on', 'addition', 'increase', 'gain', 'improver']",Proceedings of the 1961 Heat
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",Proceedings of the 1961 Heat
apparent,"['plain', 'unmistakable', 'manifest', 'apparent', 'ostensible', 'seeming', 'evident', 'patent']",Proceedings of the 1961 Heat
direct,"['straight', 'steer', 'unmediated', 'manoeuvre', 'channelize', 'send', 'take', 'head', 'train', 'place', 'lineal', 'target', 'conduct', 'point', 'manoeuver', 'organise', 'calculate', 'guide', 'maneuver', 'engineer', 'direct', 'directly', 'verbatim', 'channelise', 'mastermind', 'address', 'organize', 'lead', 'orchestrate', 'aim', 'take_aim']",Proceedings of the 1961 Heat
To,[],Proceedings of the 1961 Heat
for,[],Proceedings of the 1961 Heat
based,"['found', 'establish', 'based', 'ground', 'base', 'free-base']",Proceedings of the 1961 Heat
plate,"['denture', 'shell', 'collection_plate', 'plateful', 'home_plate', 'dental_plate', 'photographic_plate', 'home', 'home_base', 'crustal_plate', 'plate', 'scale']",Proceedings of the 1961 Heat
experimentally,"['experimentally', 'by_experimentation', 'through_an_experiment']",Proceedings of the 1961 Heat
rectifier,['rectifier'],Proceedings of the 1961 Heat
starter,"['newcomer', 'appetizer', 'starting_motor', 'newbie', 'appetiser', 'crank', 'starter_motor', 'dispatcher', 'entrant', 'fledgling', 'starter', 'neophyte', 'fledgeling', 'freshman']",Proceedings of the 1961 Heat
divided,"['shared', 'carve_up', 'fraction', 'dissever', 'dual-lane', 'divide', 'part', 'divided_up', 'disunite', 'split_up', 'divided', 'shared_out', 'separate', 'split']",Proceedings of the 1961 Heat
readings,"['recital', 'read', 'reading', 'say', 'take', 'learn', 'register', 'study', 'meter_reading', 'record', 'interpret', 'understand', 'translate', 'show', 'recitation', 'scan', 'interpretation', 'indication', 'version', 'Reading', 'reading_material']",Proceedings of the 1961 Heat
atmosphere,"['standard_atmosphere', 'atmosphere', 'atmospheric_state', 'ambiance', 'standard_pressure', 'air', 'ambience', 'aura', 'atm']",Proceedings of the 1961 Heat
proper,"['proper', 'right']",Proceedings of the 1961 Heat
C.,[],Proceedings of the 1961 Heat
rator,[],Proceedings of the 1961 Heat
environment,"['environment', 'surroundings', 'surround', 'environs']",Proceedings of the 1961 Heat
given,"['apply', 'precondition', 'give_way', 'gift', 'give', 'grant', 'generate', 'contribute', 'kick_in', 'establish', 'make', 'presumption', 'collapse', 'present', 'founder', 'tending', 'return', 'chip_in', 'minded', 'throw', 'disposed', 'consecrate', 'reach', 'open', 'ease_up', 'yield', 'apt', 'have', 'leave', 'commit', 'pay', 'fall_in', 'afford', 'cave_in', 'dedicate', 'pass_on', 'hold', 'impart', 'hand', 'turn_over', 'move_over', 'given', 'devote', 'pass', 'break', 'feed', 'granted', 'sacrifice', 'render']",Proceedings of the 1961 Heat
outside,"['outdoor', 'external', 'extraneous', 'out-of-door', 'exterior', 'outdoors', 'out_of_doors', 'remote', 'international', 'outside', 'alfresco', 'away']",Proceedings of the 1961 Heat
anode,['anode'],Proceedings of the 1961 Heat
those,[],Proceedings of the 1961 Heat
measured,"['measure_out', 'quantify', 'metrical', 'valuate', 'appraise', 'assess', 'careful', 'value', 'evaluate', 'measure', 'mensural', 'measured', 'calculated', 'deliberate', 'metric', 'mensurate', 'mensurable']",Proceedings of the 1961 Heat
were,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",Proceedings of the 1961 Heat
marked,"['label', 'score', 'commemorate', 'scar', 'cross_off', 'strike_off', 'denounce', 'mark', 'pock', 'marked', 'distinguish', 'tick_off', 'mark_off', 'check', 'note', 'stigmatize', 'pit', 'check_off', 'cross_out', 'strike_out', 'tag', 'stigmatise', 'differentiate', 'pronounced', 'punctuate', 'notice', 'brand', 'nock', 'set', 'tick', 'grade']",Proceedings of the 1961 Heat
make,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'shuffling', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'shuffle', 'pee', 'get_to', 'lay_down', 'hit', 'brand', 'constitute', 'crap', 'take_in']",Proceedings of the 1961 Heat
magnetic,"['magnetized', 'charismatic', 'magnetised', 'magnetic']",Proceedings of the 1961 Heat
sufficiently,['sufficiently'],Proceedings of the 1961 Heat
1,"['I', 'unity', '1', 'single', 'i', 'ane', 'one', 'ace']",Proceedings of the 1961 Heat
regulated,"['regularize', 'regulated', 'regulate', 'regularise', 'influence', 'modulate', 'determine', 'baffle', 'shape', 'order', 'govern', 'mold']",Proceedings of the 1961 Heat
'',[],Proceedings of the 1961 Heat
surrounding,"['beleaguer', 'fence_in', 'surround', 'ring', 'smother', 'palisade', 'circumvent', 'skirt', 'surrounding', 'circumferent', 'encompassing', 'border', 'environ', 'hem_in', 'wall', 'besiege', 'fence']",Proceedings of the 1961 Heat
analogously,['analogously'],Proceedings of the 1961 Heat
forced,"['strained', 'thrust', 'wedge', 'drive', 'constrained', 'push', 'forced', 'hale', 'impel', 'pull', 'draw', 'storm', 'squeeze', 'force', 'ram', 'coerce', 'pressure']",Proceedings of the 1961 Heat
rise,"['rear', 'jump', 'climb_up', 'prove', 'hike', 'heighten', 'acclivity', 'ascent', 'move_up', 'rising', 'rising_slope', 'originate', 'develop', 'go_up', 'ascending', 'procession', 'lift', 'get_up', 'boost', 'cost_increase', 'mount', 'upgrade', 'stand_up', 'salary_increase', 'ascension', 'uprise', 'advance', 'wax', 'rise', 'rebel', 'emanation', 'raise', 'spring_up', 'rise_up', 'turn_out', 'arise', 'resurrect', 'climb', 'wage_hike', 'grow', 'wage_increase', 'surface', 'ascend', 'come_up']",Proceedings of the 1961 Heat
decreased,"['decreased', 'reduced', 'fall', 'decrease', 'diminish', 'lessen', 'minify']",Proceedings of the 1961 Heat
distributed,"['dish_out', 'circularize', 'circulate', 'deal', 'allot', 'stagger', 'deal_out', 'circularise', 'parcel_out', 'dispense', 'shell_out', 'pass_around', 'disperse', 'administer', 'give_out', 'hand_out', 'distributed', 'pass_out', 'propagate', 'lot', 'spread', 'mete_out', 'distribute', 'pass_on', 'diffuse', 'disseminate', 'dole_out', 'broadcast']",Proceedings of the 1961 Heat
rates,"['stag', 'scab', 'give_away', 'blackleg', 'shit', 'denounce', 'charge_per_unit', 'place', 'range', 'fink', 'order', 'rank', 'rates', 'shop', 'snitch', 'value', 'grass', 'rate', 'betray', 'pace', 'rat', 'tell_on', 'grade']",Proceedings of the 1961 Heat
Aj,[],Proceedings of the 1961 Heat
have,"['experience', 'sustain', 'induce', 'possess', 'take', 'have_got', 'ingest', 'wealthy_person', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'rich_person', 'let', 'hold', 'take_in']",Proceedings of the 1961 Heat
concerned,"['concern', 'interested', 'refer', 'touch', 'touch_on', 'worry', 'implicated', 'relate', 'concerned', 'have-to_doe_with', 'pertain', 'interest', 'come_to', 'occupy', 'bear_on']",Proceedings of the 1961 Heat
regulator,"['regulator', 'governor']",Proceedings of the 1961 Heat
listed,"['heel', 'name', 'lean', 'number', 'list', 'listed']",Proceedings of the 1961 Heat
velocities,"['velocity', 'speed']",Proceedings of the 1961 Heat
Abstract,"['abstractionist', 'nonobjective', 'lift', 'pilfer', 'purloin', 'synopsis', 'precis', 'cabbage', 'sneak', 'nonfigurative', 'snarf', 'nobble', 'pinch', 'abstract', 'swipe', 'outline', 'hook', 'abstraction', 'filch']",Proceedings of the 1961 Heat
on,"['along', 'on']",Proceedings of the 1961 Heat
arise,"['rise', 'lift', 'rebel', 'develop', 'get_up', 'spring_up', 'turn_out', 'stand_up', 'grow', 'rise_up', 'move_up', 'bob_up', 'uprise', 'originate', 'go_up', 'arise', 'come_up']",Proceedings of the 1961 Heat
placed,"['pose', 'come_out', 'located', 'station', 'post', 'send', 'place', 'range', 'target', 'lay', 'point', 'identify', 'localise', 'order', 'rank', 'position', 'site', 'direct', 'commit', 'rate', 'locate', 'come_in', 'placed', 'situated', 'put', 'invest', 'localize', 'set', 'aim', 'grade']",Proceedings of the 1961 Heat
they,[],Proceedings of the 1961 Heat
