w,vector_semantico
held,"['take_hold', 'entertain', 'hold_up', 'defy', 'defend', 'obligate', 'hold', 'confine', 'accommodate', 'book', 'held', 'bind', 'give', 'contain', 'oblige', 'view_as', 'keep_back', 'halt', 'sustain', 'throw', 'retain', 'harbour', 'support', 'prevail', 'declare', 'adjudge', 'nurse', 'maintain', 'obtain', 'take_for', 'go_for', 'hold_in', 'carry', 'moderate', 'make', 'curb', 'harbor', 'take', 'hold_back', 'concur', 'guard', 'restrain', 'bear', 'reserve', 'admit', 'control', 'withstand', 'agree', 'keep', 'concord', 'check', 'arrest', 'have_got', 'deem', 'have', 'apply']",People. Art & Education
someone,"['someone', 'individual', 'mortal', 'soul', 'person', 'somebody']",People. Art & Education
Students,"['scholar', 'student', 'scholarly_person', 'educatee', 'pupil', 'bookman']",People. Art & Education
ability,"['ability', 'power']",People. Art & Education
staff,"['staff', 'stave', 'faculty']",People. Art & Education
England,['England'],People. Art & Education
haggling,"['haggle', 'wrangling', 'wrangle', 'haggling', 'huckster', 'chaffer', 'higgle']",People. Art & Education
Year,"['year', 'yr', 'class', 'twelvemonth']",People. Art & Education
worth,"['worth', 'Charles_Frederick_Worth', 'Worth', 'deserving']",People. Art & Education
Frank,"['outspoken', 'blunt', 'forthright', 'frank', 'candid', 'point-blank', 'straight-from-the-shoulder', 'hotdog', 'dog', 'hot_dog', 'wienerwurst', 'postmark', 'Frank', 'frankfurter', 'free-spoken', 'wiener', 'weenie', 'plainspoken']",People. Art & Education
Barnes,[],People. Art & Education
plaintiffs,"['plaintiff', 'complainant']",People. Art & Education
boom,"['blast', 'thrive', 'gravy', 'microphone_boom', 'roaring', 'godsend', 'expand', 'nail', 'boom', 'boom_out', 'smash', 'thunder', 'flourish', 'bonanza', 'gold_rush', 'windfall', 'manna_from_heaven', 'roar', 'din', 'bunce']",People. Art & Education
Matisses,"['Matisse', 'Henri_Matisse', 'Henri_Emile_Benoit_Matisse']",People. Art & Education
been,"['equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'personify', 'represent', 'comprise']",People. Art & Education
outside,"['alfresco', 'outdoors', 'extraneous', 'outside', 'international', 'remote', 'external', 'away', 'out-of-door', 'outdoor', 'exterior', 'out_of_doors']",People. Art & Education
gold,"['atomic_number_79', 'gilded', 'amber', 'aureate', 'gilt', 'Au', 'golden', 'gold']",People. Art & Education
connotes,"['imply', 'connote', 'predicate']",People. Art & Education
grandiose,"['la-di-da', 'grandiose', 'highfalutin', 'highfaluting', 'hoity-toity', 'hifalutin']",People. Art & Education
down,"['pile', 'blue', 'downcast', 'downhearted', 'land', 'kill', 'low-spirited', 'down_pat', 'consume', 'fine-tune', 'downwardly', 'dispirited', 'push_down', 'refine', 'polish', 'toss_off', 'knock_down', 'low', 'devour', 'down_feather', 'down', 'go_through', 'depressed', 'Down', 'grim', 'cut_down', 'shoot_down', 'pull_down', 'downward', 'drink_down', 'gloomy', 'bolt_down', 'John_L._H._Down', 'pop', 'belt_down', 'down_in_the_mouth', 'pour_down', 'downwards', 'mastered']",People. Art & Education
speeding,"['accelerate', 'speed', 'hurrying', 'hasten', 'hurry', 'quicken', 'hotfoot', 'belt_along', 'rush_along', 'bucket_along', 'rush', 'speeding', 'hie', 'pelt_along', 'zip', 'race', 'travel_rapidly', 'step_on_it', 'speed_up', 'cannonball_along']",People. Art & Education
skins,"['clamber', 'shinny', 'struggle', 'cutis', 'peel', 'scrape', 'bark', 'hide', 'shin', 'pare', 'sputter', 'skin', 'tegument', 'scramble', 'pelt']",People. Art & Education
Philadelphia,"['City_of_Brotherly_Love', 'Philadelphia']",People. Art & Education
boxes,"['box', 'boxful', 'box_seat', 'package', 'corner', 'boxwood', 'loge']",People. Art & Education
Senate,"['senate', 'United_States_Senate', 'US_Senate', 'Senate', 'U.S._Senate']",People. Art & Education
waiting,"['wait', 'waitress', 'waiting', 'hold_off', 'await', 'hold_back', 'expect', 'ready_and_waiting', 'look']",People. Art & Education
student,"['scholar', 'student', 'scholarly_person', 'educatee', 'pupil', 'bookman']",People. Art & Education
High,"['richly', 'heights', 'senior_high_school', 'senior_high', 'gamey', 'high_gear', 'luxuriously', 'high-pitched', 'mellow', 'in_high_spirits', 'high', 'high_school', 'high_up', 'gamy', 'eminent', 'highschool']",People. Art & Education
feel,"['feel', 'flavor', 'smell', 'experience', 'flavour', 'tone', 'sense', 'finger', 'palpate', 'find', 'feeling', 'spirit', 'tactile_property', 'look']",People. Art & Education
Fabian,"['fabian', 'Fabian']",People. Art & Education
rejected,"['refuse', 'rule_out', 'pooh-pooh', 'decline', 'winnow_out', 'disapprove', 'pass_up', 'reject', 'scorn', 'turn_down', 'resist', 'freeze_off', 'rejected', 'spurn', 'spurned', 'eliminate', 'turn_away', 'jilted', 'disdain']",People. Art & Education
continent,"['celibate', 'continent', 'Continent']",People. Art & Education
Tooling,"['joyride', 'tool', 'tool_around']",People. Art & Education
K.,[],People. Art & Education
biggest,"['liberal', 'magnanimous', 'self-aggrandizing', 'braggy', 'freehanded', 'openhanded', 'prominent', 'full-grown', 'grownup', 'bighearted', 'large', 'handsome', 'cock-a-hoop', 'bountiful', 'heavy', 'gravid', 'with_child', 'grown', 'bounteous', 'vainglorious', 'fully_grown', 'swelled', 'braggart', 'crowing', 'great', 'big', 'adult', 'boastful', 'bad', 'expectant', 'enceinte', 'self-aggrandising', 'bragging', 'giving']",People. Art & Education
known,"['cognize', 'fuck', 'get_laid', 'have_a_go_at_it', 'have_it_away', 'bed', 'have_it_off', 'sleep_together', 'sleep_with', 'have_intercourse', 'recognize', 'cognise', 'live', 'acknowledge', 'make_out', 'make_love', 'love', 'bang', 'jazz', 'recognise', 'bonk', 'be_intimate', 'lie_with', 'screw', 'hump', 'known', 'roll_in_the_hay', 'have_sex', 'eff', 'know', 'get_it_on', 'do_it', 'experience']",People. Art & Education
A,"['vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'adenine', 'a', 'group_A', 'amp', 'ampere', 'angstrom', 'type_A', 'antiophthalmic_factor', 'axerophthol', 'angstrom_unit']",People. Art & Education
announced,"['announced', 'foretell', 'herald', 'harbinger', 'proclaimed', 'declare', 'annunciate', 'denote', 'announce']",People. Art & Education
city,"['metropolis', 'city', 'urban_center']",People. Art & Education
State,"['body_politic', 'posit', 'res_publica', 'country', 'DoS', 'land', 'state', 'express', 'tell', 'Department_of_State', 'submit', 'State_Department', 'province', 'commonwealth', 'put_forward', 'state_of_matter', 'United_States_Department_of_State', 'State', 'say', 'nation']",People. Art & Education
mammoth,"['gigantic', 'mammoth']",People. Art & Education
statesmen,"['national_leader', 'statesman', 'solon']",People. Art & Education
Inaugural,"['initiative', 'inaugural_address', 'first', 'initiatory', 'inaugural', 'maiden', 'inauguration']",People. Art & Education
warless,[],People. Art & Education
'',[],People. Art & Education
himself,[],People. Art & Education
window,"['window', 'windowpane']",People. Art & Education
22,"['22', 'twenty-two', 'XXII', 'xxii']",People. Art & Education
socks,"['whop', 'bash', 'sock', 'wind_cone', 'air_sock', 'bonk', 'bop', 'air-sleeve', 'wind_sleeve', 'drogue', 'windsock', 'whap', 'wind_sock']",People. Art & Education
than,[],People. Art & Education
rein,"['draw_rein', 'rule', 'harness', 'rein_in', 'rein']",People. Art & Education
whose,[],People. Art & Education
medicine,"['medical_specialty', 'medication', 'medicinal_drug', 'practice_of_medicine', 'medicate', 'music', 'medicament', 'medicine']",People. Art & Education
Valedictorian,"['valedictory_speaker', 'valedictorian']",People. Art & Education
Journal,"['journal', 'diary', 'daybook']",People. Art & Education
met,"['conform_to', 'touch', 'receive', 'come_across', 'assemble', 'gather', 'run_across', 'contact', 'fill', 'get_together', 'converge', 'play', 'cope_with', 'fulfill', 'encounter', 'satisfy', 'fit', 'take_on', 'foregather', 'run_into', 'suffer', 'forgather', 'match', 'fulfil', 'adjoin', 'see', 'meet']",People. Art & Education
staged,"['betray', 'shop', 'snitch', 'stage', 'present', 'arrange', 'denounce', 'rat', 'snoop', 'grass', 'spy', 'give_away', 'arranged', 'shit', 'represent', 'sleuth', 'stag', 'tell_on', 'staged']",People. Art & Education
pressure,"['pressure', 'squeeze', 'coerce', 'pressure_level', 'pressing', 'press', 'air_pressure', 'blackmail', 'blackjack', 'imperativeness', 'insistency', 'atmospheric_pressure', 'force_per_unit_area', 'pressure_sensation', 'hale', 'force', 'insistence']",People. Art & Education
Prize,"['loot', 'choice', 'value', 'plunder', 'select', 'prime', 'prize', 'jimmy', 'prise', 'pry', 'esteem', 'award', 'pillage', 'lever', 'respect', 'quality', 'trophy', 'treasure', 'dirty_money', 'appreciate', 'swag', 'booty']",People. Art & Education
delight,"['delight', 'revel', 'enjoy', 'enthral', 'enrapture', 'delectation', 'pleasure', 'please', 'transport', 'enchant', 'enthrall', 'ravish', 'joy']",People. Art & Education
officers,"['officer', 'military_officer', ""ship's_officer"", 'officeholder', 'policeman', 'police_officer']",People. Art & Education
top,"['overstep', 'top', 'big_top', 'crest', 'tiptop', 'top_off', 'upper_side', 'tip', 'crown', 'height', 'cover', 'lead', 'pinnacle', 'superlative', 'acme', 'whirligig', 'pinch', 'top_out', 'top_side', 'circus_tent', 'go_past', 'summit', 'teetotum', 'transcend', 'top_of_the_inning', 'elevation', 'clear', 'pass', 'meridian', 'round_top', 'exceed', 'upside', 'peak', 'spinning_top']",People. Art & Education
paid,"['compensate', 'pay', 'pay_up', 'bear', 'pay_off', 'paid', 'yield', 'give', 'ante_up', 'devote', 'make_up', 'nonrecreational', 'paying', 'gainful']",People. Art & Education
Cinemactor,[],People. Art & Education
students,"['scholar', 'student', 'scholarly_person', 'educatee', 'pupil', 'bookman']",People. Art & Education
would,[],People. Art & Education
A.,[],People. Art & Education
entering,"['introduce', 'entry', 'recruit', 'entering', 'come_in', 'figure', 'ingress', 'go_into', 'infix', 'get_into', 'go_in', 'incoming', 'record', 'move_into', 'participate', 'entrance', 'get_in', 'enter', 'enroll', 'put_down', 'embark', 'insert', 'enrol', 'inscribe', 'accede']",People. Art & Education
Paul,"['St._Paul', 'Paul_the_Apostle', 'Saul_of_Tarsus', 'Apostle_Paul', 'Saul', 'Alice_Paul', 'Paul', 'Saint_Paul', 'Apostle_of_the_Gentiles']",People. Art & Education
walked,"['walk', 'take_the_air']",People. Art & Education
Richard,[],People. Art & Education
studied,"['studied', 'hit_the_books', 'examine', 'consider', 'learn', 'analyze', 'read', 'analyse', 'contemplate', 'canvass', 'take', 'meditate', 'study', 'canvas']",People. Art & Education
as,"['adenine', 'group_A', 'arsenic', 'AS', 'angstrom_unit', 'As', 'as', 'Eastern_Samoa', 'angstrom', 'every_bit', 'a', 'ampere', 'type_A', 'axerophthol', 'atomic_number_33', 'vitamin_A', 'A', 'deoxyadenosine_monophosphate', 'equally', 'amp', 'American_Samoa', 'antiophthalmic_factor']",People. Art & Education
investigators,"['investigator', 'detective', 'tec', 'researcher', 'research_worker', 'police_detective']",People. Art & Education
rejection,['rejection'],People. Art & Education
Sydney,['Sydney'],People. Art & Education
they,[],People. Art & Education
E.,[],People. Art & Education
housed,"['domiciliate', 'put_up', 'house']",People. Art & Education
you,[],People. Art & Education
members,"['member', 'extremity', 'penis', 'appendage', 'phallus', 'fellow_member']",People. Art & Education
university,['university'],People. Art & Education
Standard,"['criterion', 'received', 'stock', 'measure', 'touchstone', 'monetary_standard', 'standard', 'banner']",People. Art & Education
When,[],People. Art & Education
gala,"['gala_affair', 'blowout', 'jamboree', 'gala']",People. Art & Education
good,"['proficient', 'sound', 'respectable', 'well', 'salutary', 'full', 'serious', 'estimable', 'effective', 'in_effect', 'commodity', 'skilful', 'just', 'dear', 'practiced', 'good', 'adept', 'thoroughly', 'safe', 'trade_good', 'honest', 'near', 'goodness', 'skillful', 'right', 'unspoilt', 'expert', 'ripe', 'undecomposed', 'unspoiled', 'secure', 'in_force', 'soundly', 'honorable', 'upright', 'dependable', 'beneficial']",People. Art & Education
George,"['George', 'George_III', 'St._George', 'George_II', 'Saint_George', 'George_VI', 'George_V', 'George_I', 'George_IV']",People. Art & Education
November,"['Nov', 'November']",People. Art & Education
basis,"['ground', 'cornerstone', 'fundament', 'basis', 'groundwork', 'foundation', 'footing', 'base']",People. Art & Education
Geneticist,['geneticist'],People. Art & Education
at,"['At', 'atomic_number_85', 'astatine', 'at']",People. Art & Education
doubt,"['dubiousness', 'uncertainty', 'incertitude', 'doubtfulness', 'doubt', 'dubiety', 'question']",People. Art & Education
saying,"['suppose', 'locution', 'state', 'expression', 'say', 'articulate', 'sound_out', 'saying', 'allege', 'read', 'pronounce', 'aver', 'order', 'enounce', 'enunciate', 'tell', 'enjoin']",People. Art & Education
took,"['hire', 'use_up', 'get_hold_of', 'take_away', 'engage', 'read', 'look_at', 'postulate', 'take_in', 'pick_out', 'ask', 'aim', 'conduct', 'require', 'claim', 'consume', 'study', 'take_aim', 'film', 'convey', 'pack', 'adopt', 'call_for', 'subscribe', 'lead', 'contain', 'choose', 'select', 'occupy', 'consider', 'accept', 'withdraw', 'learn', 'train', 'exact', 'fill', 'subscribe_to', 'submit', 'demand', 'carry', 'ingest', 'make', 'rent', 'shoot', 'assume', 'remove', 'take_on', 'drive', 'necessitate', 'bring', 'charter', 'hold', 'direct', 'take_up', 'guide', 'involve', 'admit', 'deal', 'need', 'strike', 'lease', 'contract', 'get', 'take', 'have', 'acquire']",People. Art & Education
ladies',[],People. Art & Education
much,"['a_good_deal', 'often', 'a_lot', 'a_great_deal', 'very_much', 'much', 'lots', 'practically']",People. Art & Education
One,"['ane', 'unitary', 'peerless', 'unity', 'single', 'unrivaled', 'unmatched', '1', 'one_and_only', 'unrivalled', 'I', 'unmatchable', 'i', 'one', 'nonpareil', 'ace', 'matchless']",People. Art & Education
spots,"['point', 'billet', 'touch', 'musca_volitans', 'descry', 'blot', 'bit', 'pick_out', 'post', 'fleck', 'patch', 'pip', 'blemish', 'dapple', 'floater', 'espy', 'recognize', 'make_out', 'smirch', 'place', 'situation', 'spot', 'berth', 'recognise', 'muscae_volitantes', 'spy', 'maculation', 'blob', 'distinguish', 'spots', 'tell_apart', 'spotlight', 'speckle', 'slur', 'daub', 'stain', 'position', 'office', 'topographic_point', 'discern', 'smear', 'smudge']",People. Art & Education
their,[],People. Art & Education
our,[],People. Art & Education
undergraduate,"['undergraduate', 'undergrad']",People. Art & Education
Zealand,"['Zealand', 'Sjaelland', 'Seeland']",People. Art & Education
if,[],People. Art & Education
Russia,"['Russian_Federation', 'Union_of_Soviet_Socialist_Republics', 'Soviet_Union', 'Russian_Soviet_Federated_Socialist_Republic', 'Soviet_Russia', 'USSR', 'Russia']",People. Art & Education
together,"['together', 'unitedly', 'in_concert']",People. Art & Education
the,[],People. Art & Education
"2,100",[],People. Art & Education
clothing,"['clothe', 'vesture', 'garment', 'robe', 'fit_out', 'cloak', 'habilitate', 'apparel', 'drape', 'tog', 'enclothe', 'raiment', 'dress', 'adorn', 'invest', 'habiliment', 'article_of_clothing', 'clothing', 'garb', 'wearable', 'wear']",People. Art & Education
John,"['whoremonger', 'St._John_the_Apostle', 'can', 'Saint_John_the_Apostle', 'Gospel_According_to_John', 'lavatory', 'bathroom', 'trick', 'St._John', 'John_the_Divine', 'privy', 'John', 'john', 'John_the_Evangelist', 'lav', 'toilet', 'John_Lackland', 'whoremaster', 'King_John', 'Saint_John']",People. Art & Education
experiment,"['try_out', 'experimentation', 'experiment']",People. Art & Education
Peter,"['Saint_Peter_the_Apostle', 'peter', 'tool', 'Peter', 'Saint_Peter', 'Simon_Peter', 'dick', 'putz', 'cock', 'prick', 'shaft', 'St._Peter_the_Apostle', 'pecker', 'St._Peter']",People. Art & Education
parlor,"['sitting_room', 'parlor', 'front_room', 'living-room', 'parlour', 'living_room']",People. Art & Education
There,"['on_that_point', 'at_that_place', 'in_that_location', 'in_that_respect', 'there', 'thither']",People. Art & Education
nearly,"['near', 'nigh', 'well-nigh', 'nearly', 'almost', 'about', 'intimately', 'closely', 'virtually', 'most']",People. Art & Education
plants,"['set', 'institute', 'implant', 'plant', 'engraft', 'constitute', 'plant_life', 'establish', 'flora', 'industrial_plant', 'found', 'imbed', 'embed', 'works']",People. Art & Education
respective,"['various', 'respective', 'several']",People. Art & Education
which,[],People. Art & Education
1960,[],People. Art & Education
Adlai,[],People. Art & Education
era,"['epoch', 'ERA', 'era', 'geological_era', 'earned_run_average']",People. Art & Education
Modern,"['mod', 'New', 'advanced', 'forward-looking', 'modern', 'Bodoni', 'modern_font', 'modernistic', 'Bodoni_font', 'innovative', 'Modern']",People. Art & Education
(,[],People. Art & Education
Games,"['game', 'secret_plan', 'biz', 'punt', 'gage', 'plot', 'stake', 'bet_on', 'back']",People. Art & Education
Last,"['finish', 'terminal', 'conclusion', 'final_stage', 'hold_up', 'lowest', 'concluding', 'survive', 'net', 'finale', 'endure', ""cobbler's_last"", ""shoemaker's_last"", 'finis', 'last-place', 'live', 'go', 'lastly', 'close', 'end', 'finally', 'utmost', 'death', 'hold_out', 'in_conclusion', 'live_on', 'last', 'final', 'stopping_point']",People. Art & Education
B,"['B', 'bacillus', 'B_vitamin', 'b', 'barn', 'vitamin_B_complex', 'B_complex', 'group_B', 'boron', 'type_B', 'atomic_number_5', 'vitamin_B', 'B-complex_vitamin', 'Bel']",People. Art & Education
Nixon,"['Richard_Milhous_Nixon', 'Richard_M._Nixon', 'Nixon', 'President_Nixon', 'Richard_Nixon']",People. Art & Education
Atlanta's,[],People. Art & Education
discriminate,"['separate', 'discriminate', 'know_apart', 'single_out']",People. Art & Education
University,['university'],People. Art & Education
dealers,"['principal', 'monger', 'dealer', 'trader', 'bargainer']",People. Art & Education
Out,"['verboten', 'out', 'taboo', 'prohibited', 'knocked_out', 'come_out_of_the_closet', 'proscribed', 'kayoed', 'stunned', 'tabu', 'come_out', 'forbidden', 'away', 'extinct', ""KO'd""]",People. Art & Education
shown,"['point', 'prove', 'show_up', 'register', 'evince', 'show', 'read', 'indicate', 'designate', 'record', 'present', 'exhibit', 'depict', 'express', 'testify', 'shew', 'usher', 'demonstrate', 'establish', 'bear_witness', 'picture', 'evidence', 'demo', 'render']",People. Art & Education
David,"['David', 'Jacques_Louis_David', 'Saint_David', 'St._David']",People. Art & Education
arrested,"['nab', 'turn_back', 'stop', 'collar', 'cop', 'halt', 'pick_up', 'nail', 'get', 'hold_back', 'check', 'arrest', 'catch', 'hold', 'contain', 'apprehend']",People. Art & Education
Bootle's,[],People. Art & Education
ago,"['agone', 'ago']",People. Art & Education
Stone's,[],People. Art & Education
are,"['personify', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'are', 'ar', 'represent', 'comprise']",People. Art & Education
prizes,"['prise', 'trophy', 'pry', 'plunder', 'respect', 'esteem', 'treasure', 'dirty_money', 'loot', 'award', 'appreciate', 'value', 'swag', 'pillage', 'lever', 'prize', 'jimmy', 'booty']",People. Art & Education
confident,"['sure-footed', 'surefooted', 'convinced', 'positive', 'confident']",People. Art & Education
administrator,"['decision_maker', 'administrator', 'executive']",People. Art & Education
suggestions,"['hint', 'prompting', 'proffer', 'trace', 'hypnotism', 'suggestion', 'mesmerism', 'proposition']",People. Art & Education
genes,"['cistron', 'gene', 'factor']",People. Art & Education
It,"['IT', 'information_technology']",People. Art & Education
Soviet,"['Soviet', 'soviet']",People. Art & Education
shared,"['partake', 'apportion', 'shared', 'divided_up', 'portion_out', 'shared_out', 'divvy_up', 'deal', 'partake_in', 'divided', 'share']",People. Art & Education
division,"['partitioning', 'part', 'division', 'air_division', 'naval_division', 'segmentation', 'section', 'sectionalization', 'partition', 'sectionalisation', 'variance', 'class']",People. Art & Education
Basel,"['Basle', 'Bale', 'Basel']",People. Art & Education
Even,"['flush', 'eve', 'eventide', 'even', 'regular', 'level', 'evening', 'yet', 'tied', 'still', 'fifty-fifty', 'even_out']",People. Art & Education
general,"['universal', 'worldwide', 'world-wide', 'full_general', 'general', 'superior_general', 'ecumenical', 'oecumenical', 'cosmopolitan']",People. Art & Education
Said,"['aforesaid', 'suppose', 'state', 'said', 'say', 'articulate', 'sound_out', 'allege', 'read', 'pronounce', 'aver', 'order', 'enounce', 'enunciate', 'tell', 'enjoin', 'aforementioned']",People. Art & Education
interest,"['concern', 'involvement', 'pastime', 'interest', 'occupy', 'matter_to', 'sake', 'stake', 'interest_group', 'pursuit', 'interestingness', 'worry']",People. Art & Education
asking,"['inquire', 'call_for', 'enquire', 'request', 'involve', 'need', 'asking', 'take', 'expect', 'postulate', 'ask', 'require', 'demand', 'necessitate']",People. Art & Education
capital's,[],People. Art & Education
submitted,"['posit', 'pass_on', 'relegate', 'subject', 'bow', 'state', 'put_in', 'present', 'put_forward', 'take', 'defer', 'reconcile', 'accede', 'resign', 'give_in', 'submit', 'render']",People. Art & Education
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']",People. Art & Education
any,"['any', 'whatsoever', 'whatever']",People. Art & Education
stewards,"['keeper', 'steward', 'custodian', 'flight_attendant', 'shop_steward']",People. Art & Education
segregation,"['segregation', 'sequestration', 'separatism']",People. Art & Education
Ernst,"['Max_Ernst', 'Ernst']",People. Art & Education
before,"['ahead', 'before', 'in_front', 'earlier']",People. Art & Education
scarcely,"['barely', 'scarce', 'just', 'hardly', 'scarcely']",People. Art & Education
regularly,"['on_a_regular_basis', 'regularly']",People. Art & Education
cab,"['hack', 'taxicab', 'cab', 'taxi', 'cabriolet']",People. Art & Education
didn't,[],People. Art & Education
every,['every'],People. Art & Education
weeds,"[""widow's_weeds"", 'sess', 'grass', 'skunk', 'gage', 'weeds', 'green_goddess', 'sens', 'smoke', 'mourning_band', 'locoweed', 'weed', 'Mary_Jane', 'dope', 'pot']",People. Art & Education
opening,"['gap', 'opening_move', 'open', 'orifice', 'possibility', 'possible_action', 'hatchway', 'give', 'chess_opening', 'porta', 'initiative', 'opening', 'opening_night', 'curtain_raising', 'afford', 'spread_out', 'scuttle', 'first_step', 'spread', 'open_up', 'unfold']",People. Art & Education
records,"['register', 'show', 'commemorate', 'memorialize', 'disk', 'read', 'immortalize', 'record', 'book', 'memorialise', 'record_book', 'disc', 'enter', 'phonograph_record', 'immortalise', 'put_down', 'platter', 'tape', 'criminal_record', 'track_record', 'phonograph_recording']",People. Art & Education
off,"['murder', 'sour', 'dispatch', 'bump_off', 'off', 'slay', 'polish_off', 'remove', 'cancelled', 'turned', 'away', 'hit', 'forth']",People. Art & Education
help,"['facilitate', 'helper', 'aid', 'service', 'help', 'assist', 'assistance', 'assistant', 'serve', 'help_oneself', 'supporter', 'avail']",People. Art & Education
:,[],People. Art & Education
racing,"['rush', 'belt_along', 'hie', 'race', 'speed', 'pelt_along', 'rush_along', 'hasten', 'racing', 'step_on_it', 'run', 'cannonball_along', 'hotfoot', 'bucket_along']",People. Art & Education
pondered,"['think_over', 'ruminate', 'chew_over', 'excogitate', 'reflect', 'mull', 'contemplate', 'mull_over', 'ponder', 'muse', 'meditate', 'speculate']",People. Art & Education
Elder,"['older', 'sr.', 'senior', 'elderberry_bush', 'elder']",People. Art & Education
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']",People. Art & Education
without,[],People. Art & Education
Eve,"['eve', 'eventide', 'even', 'evening', 'Eve']",People. Art & Education
gave,"['pay', 'dedicate', 'impart', 'ease_up', 'fall_in', 'founder', 'devote', 'return', 'open', 'hold', 'feed', 'give', 'present', 'give_way', 'throw', 'cave_in', 'commit', 'consecrate', 'make', 'generate', 'yield', 'collapse', 'apply', 'grant', 'establish', 'gift', 'break', 'sacrifice', 'afford', 'kick_in', 'hand', 'reach', 'pass_on', 'chip_in', 'pass', 'contribute', 'move_over', 'leave', 'have', 'render', 'turn_over']",People. Art & Education
A.A.U.'s,[],People. Art & Education
He,"['helium', 'He', 'atomic_number_2', 'he']",People. Art & Education
got,"['bring_forth', 'pose', 'pay_off', 'receive', 'amaze', 'incur', 'sire', 'baffle', ""get_under_one's_skin"", 'scram', 'beat', 'catch', 'perplex', 'nonplus', 'aim', 'induce', 'get_down', 'stick', 'set_about', 'convey', 'become', 'mother', 'mystify', 'bugger_off', 'let', 'buzz_off', 'vex', 'sustain', 'stimulate', 'go', 'capture', 'develop', 'obtain', 'set_out', 'engender', 'father', 'stupefy', 'make', 'bewilder', 'generate', 'start', 'dumbfound', 'take', 'begin', 'puzzle', 'find', 'fix', 'flummox', 'pay_back', 'fetch', 'drive', 'cause', 'bring', 'gravel', 'suffer', 'come', 'beget', 'start_out', 'commence', 'arrive', 'contract', 'get', 'draw', 'grow', 'fuck_off', 'arrest', 'experience', 'have', 'acquire', 'produce']",People. Art & Education
New,"['newfangled', 'New', 'novel', 'new', 'newly', 'unexampled', 'freshly', 'fresh', 'young', 'raw', 'Modern']",People. Art & Education
current,"['electric_current', 'flow', 'current', 'stream']",People. Art & Education
Cacophonist,[],People. Art & Education
other,"['other', 'early', 'former']",People. Art & Education
National,"['interior', 'internal', 'subject', 'national', 'home']",People. Art & Education
Inauguration,"['inaugural', 'startup', 'inauguration']",People. Art & Education
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']",People. Art & Education
splendid,"['excellent', 'first-class', 'brilliant', 'resplendent', 'glorious', 'splendid', 'fantabulous', 'magnificent', 'splendiferous']",People. Art & Education
William,[],People. Art & Education
rather,"['kind_of', 'instead', 'rather', 'sort_of', 'preferably', 'quite', 'kinda', 'sooner']",People. Art & Education
sculptures,"['sculpture', 'carving', 'sculpt', 'grave']",People. Art & Education
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",People. Art & Education
finest,"['o.k.', 'all_right', 'ok', 'hunky-dory', 'fine', 'okay']",People. Art & Education
Statesman,"['national_leader', 'statesman', 'solon']",People. Art & Education
2,"['deuce', 'two', 'II', 'ii', '2']",People. Art & Education
