w,vector_semantico
One,"['ane', 'unitary', 'peerless', 'unity', 'single', 'unrivaled', 'unmatched', '1', 'one_and_only', 'unrivalled', 'I', 'unmatchable', 'i', 'one', 'nonpareil', 'ace', 'matchless']",The Murders
if,[],The Murders
together,"['together', 'unitedly', 'in_concert']",The Murders
our,[],The Murders
show-down,[],The Murders
breath,"['hint', 'intimation', 'breather', 'breathing_space', 'breathing_spell', 'breath', 'breathing_place', 'breathing_time']",The Murders
About,"['roughly', 'more_or_less', 'near', 'nigh', 'close_to', 'well-nigh', 'nearly', 'just_about', 'about', 'approximately', 'almost', 'or_so', 'astir', 'around', 'virtually', 'most', 'some']",The Murders
the,[],The Murders
telling,"['differentiate', 'narrate', 'assure', 'recite', 'telltale', 'secern', 'order', 'tattle', 'singing', 'impressive', 'secernate', 'state', 'severalize', 'notification', 'tell', 'cogent', 'relation', 'recount', 'recounting', 'distinguish', 'enjoin', 'tell_apart', 'telling', 'revealing', 'severalise', 'say', 'evidence', 'apprisal', 'weighty', 'separate']",The Murders
There,"['on_that_point', 'at_that_place', 'in_that_location', 'in_that_respect', 'there', 'thither']",The Murders
pockets,"['pocket', 'bag', 'air_pocket', 'sac', 'air_hole', 'sack', 'scoop', 'pouch']",The Murders
which,[],The Murders
Willy,[],The Murders
meanwhile,"['interim', 'in_the_meantime', 'meanwhile', 'lag', 'meantime']",The Murders
taken,"['hire', 'use_up', 'get_hold_of', 'take_away', 'engage', 'read', 'look_at', 'postulate', 'take_in', 'pick_out', 'ask', 'aim', 'conduct', 'require', 'claim', 'consume', 'study', 'take_aim', 'film', 'convey', 'pack', 'adopt', 'call_for', 'subscribe', 'lead', 'contain', 'choose', 'select', 'occupy', 'consider', 'accept', 'withdraw', 'learn', 'train', 'exact', 'fill', 'subscribe_to', 'submit', 'demand', 'carry', 'ingest', 'make', 'rent', 'shoot', 'assume', 'remove', 'interpreted', 'take_on', 'drive', 'necessitate', 'bring', 'charter', 'hold', 'direct', 'take_up', 'guide', 'involve', 'admit', 'deal', 'need', 'strike', 'lease', 'contract', 'get', 'taken', 'take', 'have', 'acquire']",The Murders
building,"['edifice', 'progress', 'make', 'ramp_up', 'build_up', 'establish', 'construct', 'construction', 'work_up', 'building', 'build']",The Murders
swallow,"['swallow', 'bury', 'live_with', 'immerse', 'deglutition', 'accept', 'withdraw', 'eat_up', 'take_back', 'unsay', 'drink', 'get_down', 'swallow_up', 'sup']",The Murders
step,"['gradation', 'step', 'whole_tone', 'whole_step', 'tread', 'stair', 'dance_step', 'pace', 'footstep', 'footfall', 'mistreat', 'stride', 'maltreat', 'tone', 'footprint', 'ill-treat', 'ill-use', ""stone's_throw"", 'abuse', 'measure', 'footmark']",The Murders
clapped,"['applaud', 'acclaim', 'spat', 'clap']",The Murders
candle,"['taper', 'cd', 'candle', 'standard_candle', 'wax_light', 'candela']",The Murders
sure,"['sure_enough', 'for_sure', 'indisputable', 'surely', 'sure', 'trusted', 'certainly', 'for_certain', 'certain', 'sure_as_shooting']",The Murders
thinking,"['thinking', 'cerebrate', 'cogitate', 'mean', 'guess', 'remember', 'reckon', 'retrieve', 'cerebration', 'consider', 'recall', 'call_back', 'think', 'recollect', 'intend', 'suppose', 'thought', 'intelligent', 'thought_process', 'imagine', 'reasoning', 'conceive', 'intellection', 'opine', 'call_up', 'believe', 'mentation']",The Murders
slept,"['sleep', 'kip', ""log_Z's"", 'slumber', ""catch_some_Z's""]",The Murders
Out,"['verboten', 'out', 'taboo', 'prohibited', 'knocked_out', 'come_out_of_the_closet', 'proscribed', 'kayoed', 'stunned', 'tabu', 'come_out', 'forbidden', 'away', 'extinct', ""KO'd""]",The Murders
we're,[],The Murders
wearing,"['jade', 'wearing', 'have_on', 'put_on', 'fall_apart', 'fag_out', 'wear_out', 'get_into', 'don', 'wear_upon', 'wear_thin', 'endure', 'wear_off', 'eroding', 'wearying', 'tire', 'assume', 'tire_out', 'wearing_away', 'tiring', 'hold_out', 'erosion', 'break', 'exhausting', 'bust', 'fag', 'wear_down', 'bear', 'weary', 'fatigue', 'eating_away', 'wear', 'outwear']",The Murders
ago,"['agone', 'ago']",The Murders
are,"['personify', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'cost', 'are', 'ar', 'represent', 'comprise']",The Murders
wide,"['panoptic', 'encompassing', 'wide_of_the_mark', 'all-encompassing', 'across-the-board', 'all-inclusive', 'broad', 'blanket', 'all-embracing', 'widely', 'spacious', 'astray', 'wide-cut', 'extensive', 'full', 'wide', 'wide-eyed']",The Murders
watermelon,"['watermelon_vine', 'Citrullus_vulgaris', 'watermelon']",The Murders
It,"['IT', 'information_technology']",The Murders
He'd,[],The Murders
handed,"['pass_on', 'handed', 'pass', 'give', 'reach', 'hand', 'turn_over']",The Murders
they'd,[],The Murders
Solid,"['solid', 'firm', 'satisfying', 'hearty', 'self-coloured', 'upstanding', 'self-colored', 'substantial', 'solidness', 'unanimous', 'whole', 'strong', 'square', 'solid_state']",The Murders
halfway,"['halfway', 'middle', 'midway', 'center']",The Murders
sense,"['signified', 'sensory_faculty', 'feel', 'sentiency', 'smell', 'mother_wit', 'gumption', 'sensation', 'common_sense', 'sense', 'horse_sense', 'sentience', 'good_sense', 'smell_out']",The Murders
second,"['instant', 'endorsement', 'bit', 's', 'sec', 'secondment', '2nd', 'secondly', 'minute', 'indorsement', 'second', 'endorse', 'back', 'indorse', 'irregular', 'mo', 'second_gear', 'second_base', 'arcsecond', 'moment', '2d']",The Murders
habits,"['habit', 'wont', 'use', 'drug_abuse', 'riding_habit', 'substance_abuse']",The Murders
over,"['complete', 'all_over', 'concluded', ""o'er"", 'ended', 'terminated', 'over']",The Murders
any,"['any', 'whatsoever', 'whatever']",The Murders
before,"['ahead', 'before', 'in_front', 'earlier']",The Murders
somewhere,"['someplace', 'somewhere']",The Murders
pieces,"['art_object', 'while', 'bit', 'assemble', 'patch', 'part', 'put_together', 'man', ""objet_d'art"", 'firearm', 'slice', 'nibble', 'opus', 'piece', 'musical_composition', 'spell', 'pick', 'composition', 'piece_of_music', 'set_up', 'tack_together', 'small-arm', 'tack']",The Murders
didn't,[],The Murders
every,['every'],The Murders
sighed,"['sigh', 'suspire']",The Murders
off,"['murder', 'sour', 'dispatch', 'bump_off', 'off', 'slay', 'polish_off', 'remove', 'cancelled', 'turned', 'away', 'hit', 'forth']",The Murders
assume,"['usurp', 'put_on', 'get_into', 'take_over', 'simulate', 'adopt', 'don', 'accept', 'arrogate', 'seize', 'presume', 'assume', 'take_on', 'sham', 'take_for_granted', 'bear', 'take_up', 'strike', 'wear', 'feign', 'take', 'acquire']",The Murders
:,[],The Murders
lived,"['survive', 'last', 'inhabit', 'endure', 'experience', 'hold_up', 'know', 'dwell', 'be', 'exist', 'hold_out', 'live', 'go', 'populate', 'live_on', 'subsist']",The Murders
heard,"['hear', 'discover', 'get_a_line', 'pick_up', 'learn', 'find_out', 'try', 'take_heed', 'get_wind', 'heard', 'listen', 'get_word', 'see']",The Murders
change,"['convert', 'exchange', 'vary', 'alteration', 'alter', 'change', 'variety', 'modify', 'commute', 'shift', 'interchange', 'modification', 'transfer', 'switch', 'deepen']",The Murders
You,[],The Murders
Being,"['cost', 'existence', 'equal', 'constitute', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'being', 'beingness', 'organism', 'personify', 'represent', 'comprise']",The Murders
more,"['More', 'to_a_greater_extent', 'Sir_Thomas_More', 'Thomas_More', 'more', 'more_than']",The Murders
gave,"['pay', 'dedicate', 'impart', 'ease_up', 'fall_in', 'founder', 'devote', 'return', 'open', 'hold', 'feed', 'give', 'present', 'give_way', 'throw', 'cave_in', 'commit', 'consecrate', 'make', 'generate', 'yield', 'collapse', 'apply', 'grant', 'establish', 'gift', 'break', 'sacrifice', 'afford', 'kick_in', 'hand', 'reach', 'pass_on', 'chip_in', 'pass', 'contribute', 'move_over', 'leave', 'have', 'render', 'turn_over']",The Murders
flat,"['savourless', 'two-dimensional', 'unconditional', 'directly', 'flavourless', 'flavorless', 'monotonous', 'flat_tire', 'level', 'matted', 'compressed', 'flatcar', 'insipid', 'prostrate', 'categorical', 'vapid', 'bland', 'plane', 'flatbed', '2-dimensional', 'matt', 'apartment', 'matte', 'savorless', 'straight', 'flat', 'mat', 'categoric', 'monotonic', 'monotone']",The Murders
inflections,"['inflection', 'flexion', 'inflexion', 'prosody', 'modulation', 'flection']",The Murders
He,"['helium', 'He', 'atomic_number_2', 'he']",The Murders
got,"['bring_forth', 'pose', 'pay_off', 'receive', 'amaze', 'incur', 'sire', 'baffle', ""get_under_one's_skin"", 'scram', 'beat', 'catch', 'perplex', 'nonplus', 'aim', 'induce', 'get_down', 'stick', 'set_about', 'convey', 'become', 'mother', 'mystify', 'bugger_off', 'let', 'buzz_off', 'vex', 'sustain', 'stimulate', 'go', 'capture', 'develop', 'obtain', 'set_out', 'engender', 'father', 'stupefy', 'make', 'bewilder', 'generate', 'start', 'dumbfound', 'take', 'begin', 'puzzle', 'find', 'fix', 'flummox', 'pay_back', 'fetch', 'drive', 'cause', 'bring', 'gravel', 'suffer', 'come', 'beget', 'start_out', 'commence', 'arrive', 'contract', 'get', 'draw', 'grow', 'fuck_off', 'arrest', 'experience', 'have', 'acquire', 'produce']",The Murders
bout,"['round', 'bout', 'binge', 'tear', 'bust', 'turn']",The Murders
other,"['other', 'early', 'former']",The Murders
fumbled,"['blunder', 'bodge', 'ball_up', 'mishandle', 'grope', 'bobble', 'botch', 'fluff', 'bumble', 'foul_up', 'flub', 'mess_up', 'bollocks', 'fuck_up', 'botch_up', 'blow', 'muck_up', 'louse_up', 'fumble', 'muff', 'spoil', 'screw_up', 'bollix', 'bollocks_up', 'bungle', 'bollix_up']",The Murders
be,"['Be', 'equal', 'constitute', 'glucinium', 'follow', 'be', 'exist', 'embody', 'live', 'make_up', 'beryllium', 'cost', 'personify', 'represent', 'comprise', 'atomic_number_4']",The Murders
rather,"['kind_of', 'instead', 'rather', 'sort_of', 'preferably', 'quite', 'kinda', 'sooner']",The Murders
jug,"['put_away', 'incarcerate', 'imprison', 'gaol', 'jail', 'put_behind_bars', 'jugful', 'jug', 'immure', 'lag', 'remand']",The Murders
way,"['mode', 'right_smart', 'direction', 'means', 'style', 'elbow_room', 'manner', 'fashion', 'path', 'way', 'way_of_life', 'room', 'agency']",The Murders
dug,"['jab', 'cut_into', 'savvy', 'prod', 'dig', 'moil', 'apprehend', 'excavate', 'grok', 'toil', 'hollow', 'travail', 'drudge', 'poke', 'grind', 'compass', 'labor', 'get_the_picture', 'comprehend', 'grasp', 'fag', 'dig_up', 'dig_out', 'stab', 'turn_over', 'dug', 'labour', 'delve']",The Murders
nodded,['nod'],The Murders
again,"['once_again', 'again', 'once_more', 'over_again']",The Murders
clockwork,['clockwork'],The Murders
few,['few'],The Murders
show,"['point', 'prove', 'show_up', 'register', 'evince', 'show', 'read', 'indicate', 'designate', 'record', 'present', 'exhibit', 'depict', 'express', 'testify', 'shew', 'appearance', 'usher', 'demonstrate', 'establish', 'bear_witness', 'picture', 'display', 'evidence', 'demo', 'render']",The Murders
Charlie's,[],The Murders
key,"['key', 'fundamental', 'Key', 'cardinal', 'tonality', 'Francis_Scott_Key', 'primal', 'name', 'discover', 'key_fruit', 'distinguish', 'central', 'headstone', 'identify', 'paint', 'keystone', 'key_out', 'samara', 'Florida_key', 'cay', 'winder', 'describe']",The Murders
cinch,"['walkover', 'duck_soup', ""child's_play"", 'picnic', 'girth', 'snap', 'cinch', 'pushover', 'piece_of_cake', 'breeze']",The Murders
jist,[],The Murders
Seaton,[],The Murders
order,"['parliamentary_procedure', 'parliamentary_law', 'regularise', 'purchase_order', 'ordination', 'dictate', 'order', 'monastic_order', 'ordering', 'lodge', 'rules_of_order', 'arrange', 'guild', 'tell', 'place', 'put', 'rate', 'ordain', 'social_club', 'Order', 'rank', 'govern', 'consecrate', 'society', 'club', 'rescript', 'prescribe', 'orderliness', 'order_of_magnitude', 'enjoin', 'Holy_Order', 'gild', 'edict', 'decree', 'fiat', 'grade', 'say', 'regularize', 'set_up', 'regulate', 'range', 'ordinate']",The Murders
everything,[],The Murders
bone,"['bone', 'ivory', 'off-white', 'os', 'drum', 'mug_up', 'swot_up', 'osseous_tissue', 'swot', 'cram', 'grind_away', 'debone', 'get_up', 'pearl', 'bone_up']",The Murders
happened,"['materialize', 'pass_off', 'come_about', 'bump', 'pass', 'bechance', 'materialise', 'hap', 'take_place', 'go_on', 'encounter', 'find', 'chance', 'fall_out', 'befall', 'occur', 'happen']",The Murders
Which,[],The Murders
cover,"['compensate', 'natural_covering', 'top', 'spread_over', 'screen', 'encompass', 'overcompensate', 'incubate', 'covering_fire', 'cut_through', 'cross', 'report', 'enshroud', 'plow', 'track', 'extend', 'cover', 'binding', 'hide', 'overlay', 'wrap_up', 'screening', 'underwrite', 'cover_version', 'back', 'pass_over', 'breed', 'get_over', 'comprehend', 'embrace', 'book_binding', 'masking', 'concealment', 'cut_across', 'address', 'shroud', 'covert', 'cover_up', 'continue', 'cover_song', 'hatch', 'insure', 'deal', 'blanket', 'traverse', 'get_across', 'covering', 'cover_charge', 'handle', 'brood', 'treat']",The Murders
hard,"['laborious', 'gruelling', 'surd', 'tough', 'hard', 'concentrated', 'intemperate', 'heavy', 'grueling', 'firmly', 'punishing', 'operose', 'unvoiced', 'heavily', 'intemperately', 'severe', 'strong', 'difficult', 'knockout', 'arduous', 'severely', 'backbreaking', 'toilsome', 'voiceless']",The Murders
trace,"['hint', 'touch', 'tincture', 'ghost', 'hound', 'vestige', 'trace', 'retrace', 'decipher', 'tracing', 'follow', 'draw', 'hunt', 'shadow', 'delineate', 'line', 'describe', 'suggestion']",The Murders
because,[],The Murders
travel,"['locomote', 'journey', 'move', 'move_around', 'travel', 'change_of_location', 'go', 'traveling', 'trip', 'jaunt', 'locomotion', 'travelling']",The Murders
virgin,"['virginal', 'vestal', 'Virgo', 'Virgo_the_Virgin', 'virgin', 'virtuous', 'pure', 'Virgin']",The Murders
early,"['other', 'early_on', 'early', 'ahead_of_time', 'betimes', 'too_soon', 'former']",The Murders
poem,"['poem', 'verse_form']",The Murders
We,[],The Murders
Colored,"['colorise', 'emblazon', 'color', 'color_in', 'gloss', 'colorful', 'biased', 'colored_person', 'colour', 'one-sided', 'coloured', 'colourize', 'colorize', 'dyed', 'dark', 'slanted', 'colored', 'discolor', 'dark-skinned', 'bleached', 'tinge', 'discolour', 'distort', 'colour_in', 'colourise', 'non-white']",The Murders
bum,"['derriere', 'arse', 'ass', 'prat', 'hind_end', 'posterior', 'crummy', 'tail_end', 'chintzy', 'arse_about', 'dirty_dog', 'butt', 'nates', 'loafer', 'skunk', 'stern', 'cheesy', 'rear_end', 'so-and-so', 'backside', 'rump', 'lounge_about', 'mooch', 'git', 'rat', 'tail', 'bum_about', 'frig_around', 'sponge', 'loaf', 'cheap', 'rotter', 'lounge_around', 'tush', 'idler', 'grub', 'arse_around', 'fundament', 'puke', 'do-nothing', 'buttocks', 'buns', 'bum_around', 'loll', 'sleazy', 'scum_bag', ""waste_one's_time"", 'hindquarters', 'stinkpot', 'rear', 'tooshie', 'tramp', 'loll_around', 'behind', 'tinny', 'cadge', 'seat', 'punk', 'bottom', 'fanny', 'stinker', 'keister', 'layabout', 'fuck_off', 'hobo', 'crumb', 'can', 'lowlife', 'bum']",The Murders
padded,"['embellish', 'trudge', 'cushioned', 'dramatise', 'slog', 'fill_out', 'padded', 'lard', 'pad', 'aggrandise', 'bolster', 'plod', 'blow_up', 'footslog', 'cushiony', 'tramp', 'dramatize', 'embroider', 'aggrandize']",The Murders
shoulder,"['shoulder', 'berm', 'shoulder_joint', 'articulatio_humeri']",The Murders
crack,"['quip', 'scissure', 'wisecrack', 'gap', 'offer', 'crack_up', 'tiptop', 'sally', 'break_up', 'crevice', 'first-rate', 'A-one', 'snap', 'shot', 'top-notch', 'go', 'ace', 'crack', 'fracture', 'tornado', 'cleft', 'collapse', 'fissure', 'cracking', 'tops', 'break', 'crack_cocaine', 'crock_up', 'topnotch', 'whirl', 'cranny', 'pass', 'chap', 'check', 'fling', 'break_through', 'super']",The Murders
or,"['operating_theater', 'operating_theatre', 'surgery', 'Oregon', 'OR', 'operating_room', 'Beaver_State']",The Murders
street,['street'],The Murders
What,[],The Murders
suggested,"['hint', 'indicate', 'advise', 'intimate', 'paint_a_picture', 'propose', 'suggest', 'evoke']",The Murders
