w,vector_semantico
firing,"['lighting', 'displace', 'give_the_sack', 'liberation', 'inflammation', 'dismissal', 'evoke', 'discharge', 'enkindle', 'elicit', 'firing', 'give_notice', 'force_out', 'fire', 'firing_off', 'arouse', 'dismission', 'send_away', 'burn_down', 'sack', 'burn', 'kindling', 'give_the_axe', 'ignition', 'sacking', 'provoke', 'raise', 'kindle', 'fuel', 'dismiss', 'open_fire', 'can', 'go_off', 'release', 'terminate']",America's Secret Poison Gas Tragedy
completely,"['altogether', 'entirely', 'whole', 'completely', 'wholly', 'all', 'totally']",America's Secret Poison Gas Tragedy
as,"['a', 'As', 'amp', 'as', 'deoxyadenosine_monophosphate', 'AS', 'adenine', 'every_bit', 'vitamin_A', 'A', 'ampere', 'angstrom', 'group_A', 'Eastern_Samoa', 'equally', 'angstrom_unit', 'arsenic', 'axerophthol', 'American_Samoa', 'atomic_number_33', 'antiophthalmic_factor', 'type_A']",America's Secret Poison Gas Tragedy
A.,[],America's Secret Poison Gas Tragedy
came,"['come', 'make_out', 'number', 'amount', 'get_along', 'issue_forth', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'descend', 'add_up', 'come_in', 'fare', 'fall', 'total', 'come_up']",America's Secret Poison Gas Tragedy
fire,"['displace', 'give_the_sack', 'flak', 'flack', 'evoke', 'discharge', 'fervidness', 'enkindle', 'elicit', 'firing', 'give_notice', 'force_out', 'fire', 'fervour', 'arouse', 'send_away', 'burn_down', 'sack', 'burn', 'give_the_axe', 'attack', 'ardor', 'provoke', 'raise', 'kindle', 'fuel', 'can', 'open_fire', 'dismiss', 'go_off', 'fervor', 'blast', 'fervency', 'flame', 'terminate', 'flaming', 'ardour']",America's Secret Poison Gas Tragedy
Little,"['trivial', 'slight', 'piffling', 'short', 'piddling', 'little', 'petty', 'niggling', 'footling', 'picayune', 'minuscule', 'fiddling', 'lilliputian', 'small']",America's Secret Poison Gas Tragedy
ship,"['send', 'transport', 'embark', 'ship']",America's Secret Poison Gas Tragedy
bullets,"['slug', 'fastball', 'bullet_train', 'hummer', 'smoke', 'bullet', 'heater']",America's Secret Poison Gas Tragedy
radar,"['radar', 'radio_detection_and_ranging', 'radiolocation', 'microwave_radar']",America's Secret Poison Gas Tragedy
little,"['trivial', 'slight', 'piffling', 'short', 'piddling', 'little', 'petty', 'niggling', 'footling', 'picayune', 'minuscule', 'fiddling', 'lilliputian', 'small']",America's Secret Poison Gas Tragedy
north,"['North', 'due_north', 'N', 'northward', 'compass_north', 'northerly', 'north', 'northwards', 'Frederick_North', 'Union', 'Second_Earl_of_Guilford', 'magnetic_north']",America's Secret Poison Gas Tragedy
at,"['astatine', 'atomic_number_85', 'at', 'At']",America's Secret Poison Gas Tragedy
laughed,"['express_joy', 'laugh', 'express_mirth']",America's Secret Poison Gas Tragedy
mouth,"['utter', 'oral_cavity', 'back_talk', 'mouthpiece', 'lip', 'verbalize', 'oral_fissure', 'sass', 'talk', 'rima_oris', 'mouth', 'backtalk', 'verbalise', 'speak', 'sassing']",America's Secret Poison Gas Tragedy
bellowed,"['bawl', 'roar', 'bellow']",America's Secret Poison Gas Tragedy
In,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",America's Secret Poison Gas Tragedy
rounds,"['bout', 'stave', 'daily_round', 'labialise', 'round', 'polish', 'labialize', 'circle', 'beat', 'one_shot', 'turn', 'round_off', 'flesh_out', 'attack', 'unit_of_ammunition', 'brush_up', 'round_down', 'rhythm', 'snipe', 'assail', 'polish_up', 'rung', 'fill_out', 'round_of_golf', 'round_out', 'assault', 'round_of_drinks', 'cycle', 'lash_out', 'troll']",America's Secret Poison Gas Tragedy
always,"['ever', 'always', 'incessantly', 'perpetually', ""e'er"", 'forever', 'invariably', 'constantly']",America's Secret Poison Gas Tragedy
be,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'beryllium', 'Be', 'comprise', 'live', 'constitute', 'equal', 'glucinium', 'personify', 'atomic_number_4']",America's Secret Poison Gas Tragedy
him,[],America's Secret Poison Gas Tragedy
anchor,"['anchorman', 'drop_anchor', 'anchor', 'linchpin', 'keystone', 'anchorperson', 'cast_anchor', 'ground', 'mainstay', 'ground_tackle', 'lynchpin', 'backbone']",America's Secret Poison Gas Tragedy
which,[],America's Secret Poison Gas Tragedy
despatched,"['despatch', 'send_off', 'dispatch']",America's Secret Poison Gas Tragedy
terrified,"['terrorise', 'panic-struck', 'terrorize', 'frightened', 'panic-stricken', 'panicky', 'terrified', 'terrify', 'panicked']",America's Secret Poison Gas Tragedy
valiantly,"['valorously', 'valiantly']",America's Secret Poison Gas Tragedy
bugs,"['beleaguer', 'hemipterous_insect', 'badger', 'tap', 'hemipteran', 'pester', 'tease', 'microbe', 'intercept', 'glitch', 'hemipteron', 'bug', 'germ', 'wiretap']",America's Secret Poison Gas Tragedy
sticks,"['pose', 'cling', 'mystify', 'puzzle', 'cohere', 'stupefy', 'reefer', 'amaze', 'marijuana_cigarette', 'control_stick', 'hold_fast', 'get', 'sting', 'gravel', 'beat', 'baffle', 'stand_by', 'bond', 'stick_by', 'stay_put', 'nonplus', 'bewilder', 'wedge', 'lodge', 'perplex', 'stick_to', 'stick', 'bind', 'spliff', 'stay', 'flummox', 'joint', 'pin', 'stick_around', 'deposit', 'vex', 'peg', 'joystick', 'adhere', 'cleave', 'dumbfound']",America's Secret Poison Gas Tragedy
because,[],America's Secret Poison Gas Tragedy
went,"['survive', 'pass_away', 'give_way', 'function', 'depart', 'fail', 'locomote', 'expire', 'conk_out', 'blend', 'get_going', 'croak', 'fit', 'run_short', 'snuff_it', 'live_on', 'plump', 'go_away', 'get', 'hold_up', 'operate', 'drop_dead', 'pop_off', 'become', 'live', 'start', 'belong', 'extend', 'conk', 'rifle', 'move', 'run_low', 'blend_in', 'give_out', 'run', 'sound', 'endure', 'hold_out', 'break_down', 'choke', 'decease', 'travel', 'perish', ""cash_in_one's_chips"", 'die', 'work', 'go', 'kick_the_bucket', 'buy_the_farm', 'pass', 'lead', 'break', 'exit', 'give-up_the_ghost', 'proceed', 'go_bad', 'last']",America's Secret Poison Gas Tragedy
since,[],America's Secret Poison Gas Tragedy
7:30,[],America's Secret Poison Gas Tragedy
mud,"['clay', 'muck_up', 'mud', 'mire', 'muck']",America's Secret Poison Gas Tragedy
extremists,['extremist'],America's Secret Poison Gas Tragedy
hand,"['pass_on', 'mitt', 'turn_over', 'hand', 'manus', 'script', 'deal', 'hired_hand', 'pass', 'helping_hand', 'handwriting', 'give', 'bridge_player', 'paw', 'reach', 'hired_man']",America's Secret Poison Gas Tragedy
attempting,"['attempt', 'set_about', 'seek', 'try', 'undertake', 'assay', 'essay']",America's Secret Poison Gas Tragedy
However,"['withal', 'nonetheless', 'all_the_same', 'nevertheless', 'however', 'yet', 'even_so', 'still', 'notwithstanding']",America's Secret Poison Gas Tragedy
shiver,"['shake', 'tremble', 'tingle', 'quiver', 'shudder', 'shiver', 'chill', 'throb', 'frisson', 'thrill']",America's Secret Poison Gas Tragedy
aboard,"['aboard', 'on_base', 'alongside', 'on_board']",America's Secret Poison Gas Tragedy
variety,"['multifariousness', 'miscellanea', 'miscellany', 'mixture', 'assortment', 'motley', 'diversity', 'sort', 'form', 'diverseness', 'variety_show', 'change', 'variety', 'smorgasbord', 'potpourri', 'salmagundi', 'mixed_bag', 'kind']",America's Secret Poison Gas Tragedy
slightly,"['somewhat', 'slenderly', 'slightly', 'more_or_less', 'slimly']",America's Secret Poison Gas Tragedy
stuff,"['binge', 'ingurgitate', 'gormandize', 'gourmandize', 'poppycock', 'glut', 'hooey', 'stuff_and_nonsense', 'choke_up', 'block', 'farce', 'engorge', 'material', 'englut', 'pig_out', 'lug', 'satiate', 'gormandise', 'squeeze', 'shove', 'overeat', 'overgorge', 'clobber', 'scarf_out', 'overindulge', 'thrust', 'gorge', 'stuff']",America's Secret Poison Gas Tragedy
waves,"['Wave', 'flourish', 'undulate', 'wafture', 'undulation', 'roll', 'beckon', 'brandish', 'moving_ridge', 'waving', 'wave', 'curl', 'flap']",America's Secret Poison Gas Tragedy
will,"['testament', 'volition', 'leave', 'will', 'bequeath']",America's Secret Poison Gas Tragedy
glinting,"['sparkly', 'glint', 'glisten', 'shine', 'gleam', 'fulgid', 'glittering', 'scintillant', 'glance', 'glittery', 'scintillating', 'glistering', 'aglitter', 'glinting', 'glitter', 'peek', 'coruscant']",America's Secret Poison Gas Tragedy
but,"['but', 'simply', 'just', 'only', 'merely']",America's Secret Poison Gas Tragedy
commander,"['air_force_officer', 'commander', 'commanding_officer', 'commandant']",America's Secret Poison Gas Tragedy
hope,"['hope', 'desire', 'Hope', 'promise', 'Bob_Hope', 'trust', 'go_for', 'Leslie_Townes_Hope']",America's Secret Poison Gas Tragedy
Officer,"['officeholder', ""ship's_officer"", 'military_officer', 'officer', 'police_officer', 'policeman']",America's Secret Poison Gas Tragedy
come,"['come', 'make_out', 'semen', 'seed', 'number', 'amount', 'get_along', 'issue_forth', 'ejaculate', 'hail', 'derive', 'get', 'follow', 'arrive', 'occur', 'do', 'seminal_fluid', 'descend', 'add_up', 'come_in', 'cum', 'fare', 'fall', 'total', 'come_up']",America's Secret Poison Gas Tragedy
everything,[],America's Secret Poison Gas Tragedy
powers,"['ability', 'office', 'power', 'world_power', 'tycoon', 'baron', 'king', 'business_leader', 'top_executive', 'might', 'exponent', 'superpower', 'great_power', 'force', 'mogul', 'major_power', 'powerfulness', 'index', 'mightiness', 'magnate', 'big_businessman']",America's Secret Poison Gas Tragedy
third,"['one-third', 'third_base', 'third', 'tertiary', '3rd', 'thirdly', 'third_gear', 'tierce']",America's Secret Poison Gas Tragedy
again,"['over_again', 'once_again', 'once_more', 'again']",America's Secret Poison Gas Tragedy
He,"['atomic_number_2', 'he', 'helium', 'He']",America's Secret Poison Gas Tragedy
2,"['deuce', 'ii', '2', 'II', 'two']",America's Secret Poison Gas Tragedy
sector,"['sphere', 'sector']",America's Secret Poison Gas Tragedy
Pentagon,"['Pentagon', 'pentagon']",America's Secret Poison Gas Tragedy
attacking,"['set_on', 'assault', 'assaultive', 'snipe', 'round', 'lash_out', 'attacking', 'assail', 'attack', 'aggress']",America's Secret Poison Gas Tragedy
knows,"['experience', 'make_out', 'hump', 'acknowledge', 'cognize', 'cognise', 'have_it_away', 'know', 'have_a_go_at_it', 'have_sex', 'sleep_together', 'make_love', 'get_it_on', 'fuck', 'recognize', 'live', 'do_it', 'be_intimate', 'get_laid', 'love', 'bang', 'recognise', 'screw', 'sleep_with', 'eff', 'lie_with', 'bed', 'jazz', 'roll_in_the_hay', 'have_intercourse', 'bonk', 'have_it_off']",America's Secret Poison Gas Tragedy
shower,"['lavish', 'cascade', 'shower_down', 'shower_bath', 'exhibitor', 'rain_shower', 'shower', 'exhibitioner']",America's Secret Poison Gas Tragedy
toward,[],America's Secret Poison Gas Tragedy
Axis,"['Axis', 'axis_of_rotation', 'bloc', 'axis', 'axis_vertebra']",America's Secret Poison Gas Tragedy
Berth,"['berth', 'position', 'office', 'mooring', 'billet', 'bunk', 'moor', 'post', 'wharf', 'situation', 'slip', 'spot', 'moorage', 'place', 'built_in_bed', 'tie_up']",America's Secret Poison Gas Tragedy
noxious,['noxious'],America's Secret Poison Gas Tragedy
use,"['apply', 'utilisation', 'function', 'employ', 'habituate', 'utilise', 'employment', 'purpose', 'use_of_goods_and_services', 'use', 'practice', 'exercise', 'role', 'manipulation', 'consumption', 'utilization', 'expend', 'enjoyment', 'economic_consumption', 'usage', 'utilize', 'usance', 'habit']",America's Secret Poison Gas Tragedy
swayed,"['carry', 'swing', 'shake', 'persuade', 'rock', 'sway']",America's Secret Poison Gas Tragedy
Office,"['office', 'power', 'federal_agency', 'post', 'part', 'function', 'situation', 'place', 'government_agency', 'berth', 'authority', 'business_office', 'bureau', 'role', 'position', 'office_staff', 'agency', 'billet', 'spot']",America's Secret Poison Gas Tragedy
this,[],America's Secret Poison Gas Tragedy
calf,"['calfskin', 'sura', 'calf']",America's Secret Poison Gas Tragedy
made,"['construct', 'score', 'piss', 'urinate', 'stool', 'induce', 'attain', 'shit', 'progress_to', 'take', 'take_a_crap', 'fix', 'realize', 'realise', 'give', 'gain', 'establish', 'pretend', 'make', 'take_a_shit', 'make_believe', 'prepare', 'wee-wee', 'cause', 'get', 'name', 'make_water', 'defecate', 'arrive_at', 'draw', 'seduce', 'throw', 'cook', 'micturate', 'create', 'made', 'reach', 'do', 'relieve_oneself', 'pee-pee', 'clear', 'make_up', 'bring_in', 'spend_a_penny', 'have', 'build', 'earn', 'wee', 'ready', 'take_a_leak', 'piddle', 'puddle', 'stimulate', 'pull_in', 'produce', 'ca-ca', 'hold', 'work', 'form', 'pass_water', 'nominate', 'pee', 'get_to', 'lay_down', 'hit', 'constitute', 'crap', 'take_in']",America's Secret Poison Gas Tragedy
24th,"['24th', 'twenty-fourth']",America's Secret Poison Gas Tragedy
appearances,"['appearance', 'visual_aspect', 'show', 'coming_into_court', 'appearing']",America's Secret Poison Gas Tragedy
beacon,"['beacon_light', 'lighthouse', 'radio_beacon', 'beacon', 'pharos', 'beacon_fire']",America's Secret Poison Gas Tragedy
city,"['metropolis', 'city', 'urban_center']",America's Secret Poison Gas Tragedy
incendiaries,"['arsonist', 'firebug', 'incendiary', 'firebomb', 'incendiary_bomb']",America's Secret Poison Gas Tragedy
La,"['La', 'lanthanum', 'lah', 'atomic_number_57', 'la', 'Pelican_State', 'LA', 'Louisiana']",America's Secret Poison Gas Tragedy
exactly,"['exactly', 'on_the_dot', 'precisely', 'just', 'on_the_nose', 'on_the_button', 'incisively']",America's Secret Poison Gas Tragedy
future,"['future', 'succeeding', 'futurity', 'future_tense', 'hereafter', 'time_to_come', 'next']",America's Secret Poison Gas Tragedy
started,"['pop', 'come_out', 'jump', 'bulge_out', 'part', 'depart', 'get_down', 'initiate', 'start_out', 'get_going', 'originate', 'set_about', 'take_off', 'embark_on', 'bug_out', 'get', 'lead_off', 'set_off', 'commence', 'start', 'start_up', 'pop_out', 'set_out', 'begin', 'startle', 'protrude', 'go', 'bulge', 'take_up', 'set_forth']",America's Secret Poison Gas Tragedy
together,"['together', 'in_concert', 'unitedly']",America's Secret Poison Gas Tragedy
North,"['North', 'due_north', 'N', 'northward', 'compass_north', 'northerly', 'north', 'northwards', 'Frederick_North', 'Union', 'Second_Earl_of_Guilford', 'magnetic_north']",America's Secret Poison Gas Tragedy
Security,"['security_measure', 'security_department', 'security_system', 'protection', 'security_measures', 'security', 'surety', 'certificate']",America's Secret Poison Gas Tragedy
H.,[],America's Secret Poison Gas Tragedy
nation,"['body_politic', 'state', 'Carry_Nation', 'land', 'nation', 'Nation', 'country', 'Carry_Amelia_Moore_Nation', 'commonwealth', 'res_publica']",America's Secret Poison Gas Tragedy
America,"['United_States_of_America', 'USA', 'U.S.A.', 'US', 'U.S.', 'America', 'the_States', 'United_States']",America's Secret Poison Gas Tragedy
everywhere,"['all_over', 'everyplace', 'everywhere']",America's Secret Poison Gas Tragedy
blown,"['brag', 'winded', 'flub', 'shoot_a_line', 'gasconade', 'fellate', 'muff', 'burn_out', 'botch', 'mishandle', 'blow_out', 'tout', 'squander', 'fluff', 'bodge', 'bollix', 'shove_along', 'vaunt', 'short-winded', 'bobble', 'drift', 'foul_up', 'boast', 'gas', 'fuck_up', 'spoil', 'bollocks_up', 'swash', 'muck_up', 'fumble', 'bluster', 'bumble', 'waste', 'bollix_up', 'mess_up', 'suck', 'blown', 'blow', 'botch_up', 'ball_up', 'be_adrift', 'go_down_on', 'louse_up', 'screw_up', 'bollocks', 'float', 'pursy', 'bungle', 'shove_off']",America's Secret Poison Gas Tragedy
Italian,['Italian'],America's Secret Poison Gas Tragedy
stage,"['degree', 'stagecoach', 'microscope_stage', 'phase', 'point', 'represent', 'present', 'level', 'leg', 'stage', 'arrange']",America's Secret Poison Gas Tragedy
tarry,"['loaf', 'mess_about', 'mill_about', 'pitchy', 'mill_around', 'footle', 'tarry', 'lallygag', 'lurk', 'hang_around', 'linger', 'lounge', 'resinous', 'resiny', 'loiter', 'lollygag']",America's Secret Poison Gas Tragedy
persisted,"['endure', 'run', 'persevere', 'hold_on', 'hang_in', 'hang_on', 'remain', 'persist', 'prevail', 'die_hard', 'stay']",America's Secret Poison Gas Tragedy
tragedy,"['catastrophe', 'cataclysm', 'calamity', 'tragedy', 'disaster']",America's Secret Poison Gas Tragedy
.,[],America's Secret Poison Gas Tragedy
been,"['exist', 'cost', 'represent', 'make_up', 'be', 'embody', 'follow', 'comprise', 'live', 'constitute', 'equal', 'personify']",America's Secret Poison Gas Tragedy
liberty,"['impropriety', 'shore_leave', 'familiarity', 'indecorum', 'liberty', 'autonomy']",America's Secret Poison Gas Tragedy
chocolate,"['burnt_umber', 'hot_chocolate', 'deep_brown', 'umber', 'coffee', 'chocolate', 'drinking_chocolate', 'cocoa']",America's Secret Poison Gas Tragedy
above,"['higher_up', 'to_a_higher_place', 'in_a_higher_place', 'supra', 'above']",America's Secret Poison Gas Tragedy
Howard,"['Leslie_Howard_Stainer', 'Howard', 'Leslie_Howard', 'Catherine_Howard']",America's Secret Poison Gas Tragedy
off,"['remove', 'off', 'cancelled', 'turned', 'sour', 'dispatch', 'slay', 'hit', 'polish_off', 'forth', 'murder', 'bump_off', 'away']",America's Secret Poison Gas Tragedy
fluid,"['fluent', 'fluid', 'unstable', 'liquid', 'smooth', 'runny', 'mobile']",America's Secret Poison Gas Tragedy
write,"['compose', 'write', 'publish', 'indite', 'drop_a_line', 'spell', 'pen', 'save']",America's Secret Poison Gas Tragedy
never,"['never', ""ne'er""]",America's Secret Poison Gas Tragedy
chosen,"['prefer', 'opt', 'choose', 'select', 'Chosen', 'chosen', 'take', 'elect', 'pick_out']",America's Secret Poison Gas Tragedy
officer's,[],America's Secret Poison Gas Tragedy
put,"['invest', 'pose', 'position', 'put_option', 'commit', 'cast', 'set', 'couch', 'redact', 'assign', 'frame', 'put', 'place', 'arrange', 'order', 'set_up', 'lay']",America's Secret Poison Gas Tragedy
whispering,"['voicelessness', 'susurration', 'susurrant', 'murmuring', 'rustle', 'whispering', 'rustling', 'whisper']",America's Secret Poison Gas Tragedy
Maintenance,"['sustenance', 'criminal_maintenance', 'maintenance', 'sustainment', 'sustentation', 'alimony', 'upkeep', 'care']",America's Secret Poison Gas Tragedy
few,['few'],America's Secret Poison Gas Tragedy
ancient,"['antediluvian', 'ancient']",America's Secret Poison Gas Tragedy
must,"['moldiness', 'mustiness', 'must']",America's Secret Poison Gas Tragedy
mankind,"['man', 'mankind', 'world', 'humanity', 'humankind', 'human_beings', 'humans', 'human_race']",America's Secret Poison Gas Tragedy
only,"['but', 'simply', 'exclusively', 'sole', 'just', 'entirely', 'lone', 'solitary', 'lonesome', 'only', 'alone', 'solely', 'only_if', 'only_when', 'merely']",America's Secret Poison Gas Tragedy
general,"['worldwide', 'cosmopolitan', 'superior_general', 'oecumenical', 'world-wide', 'general', 'universal', 'ecumenical', 'full_general']",America's Secret Poison Gas Tragedy
under,"['below', 'under', 'nether']",America's Secret Poison Gas Tragedy
in,"['inch', 'inwards', 'indium', 'inward', 'Indiana', 'In', 'in', 'IN', 'atomic_number_49', 'Hoosier_State']",America's Secret Poison Gas Tragedy
their,[],America's Secret Poison Gas Tragedy
if,[],America's Secret Poison Gas Tragedy
anchored,"['drop_anchor', 'ground', 'anchor', 'cast_anchor']",America's Secret Poison Gas Tragedy
bomber's,[],America's Secret Poison Gas Tragedy
would,[],America's Secret Poison Gas Tragedy
filthy,"['filthy', 'foul', 'lousy', 'dirty', 'cruddy', 'nasty', 'smutty']",America's Secret Poison Gas Tragedy
surprise,"['surprise', 'surprisal', 'storm']",America's Secret Poison Gas Tragedy
noncommittal,['noncommittal'],America's Secret Poison Gas Tragedy
before,"['ahead', 'in_front', 'before', 'earlier']",America's Secret Poison Gas Tragedy
cloud,"['mottle', 'obscure', 'sully', 'swarm', 'fog', 'defile', 'taint', 'cloud', 'becloud', 'befog', 'overcast', 'corrupt', 'mist', 'obnubilate', 'haze_over', 'dapple']",America's Secret Poison Gas Tragedy
wait,"['hold', 'hold_off', 'waitress', 'wait', 'waiting', 'delay', 'expect', 'time_lag', 'await', 'hold_back', 'look', 'postponement']",America's Secret Poison Gas Tragedy
Jenks,[],America's Secret Poison Gas Tragedy
stockpiling,"['carry', 'stockpiling', 'stockpile', 'stock']",America's Secret Poison Gas Tragedy
nine,"['ennead', 'IX', 'ball_club', 'baseball_club', 'Nina_from_Carolina', '9', 'nine-spot', 'club', 'niner', 'nine', 'ix']",America's Secret Poison Gas Tragedy
Nine,"['ennead', 'IX', 'ball_club', 'baseball_club', 'Nina_from_Carolina', '9', 'nine-spot', 'club', 'niner', 'nine', 'ix']",America's Secret Poison Gas Tragedy
compelled,"['compel', 'obligate', 'oblige']",America's Secret Poison Gas Tragedy
has,"['experience', 'sustain', 'HA', 'induce', 'possess', 'take', 'have_got', 'ingest', 'give', 'suffer', 'make', 'cause', 'receive', 'get', 'deliver', 'bear', 'consume', 'own', 'throw', 'hour_angle', 'accept', 'birth', 'feature', 'have', 'give_birth', 'stimulate', 'let', 'hold', 'take_in']",America's Secret Poison Gas Tragedy
deck,"['decorate', 'bedight', 'deck', 'pack_of_cards', 'floor', 'embellish', 'coldcock', 'bedeck', 'dump', 'deck_of_cards', 'grace', 'adorn', 'beautify', 'knock_down']",America's Secret Poison Gas Tragedy
Bari's,[],America's Secret Poison Gas Tragedy
direct,"['straight', 'steer', 'unmediated', 'manoeuvre', 'channelize', 'send', 'take', 'head', 'train', 'place', 'lineal', 'target', 'conduct', 'point', 'manoeuver', 'organise', 'calculate', 'guide', 'maneuver', 'engineer', 'direct', 'directly', 'verbatim', 'channelise', 'mastermind', 'address', 'organize', 'lead', 'orchestrate', 'aim', 'take_aim']",America's Secret Poison Gas Tragedy
shine,"['reflect', 'radiate', 'radiance', 'smoothen', 'refulgence', 'polish', 'refulgency', 'glisten', 'glint', 'shine', 'radiancy', 'strike', 'glow', 'beam', 'fall', 'gleam', 'smooth', 'effulgence', 'glitter']",America's Secret Poison Gas Tragedy
And,[],America's Secret Poison Gas Tragedy
To,[],America's Secret Poison Gas Tragedy
ruined,"['smash', 'deflower', 'ruined', 'done_for', 'sunk', 'finished', 'destroy', 'break', 'bankrupt', 'washed-up', 'ruin', 'destroyed', 'undone']",America's Secret Poison Gas Tragedy
701st,[],America's Secret Poison Gas Tragedy
What,[],America's Secret Poison Gas Tragedy
complete,"['make_out', 'thoroughgoing', 'unadulterated', 'concluded', 'discharge', 'accomplished', 'stark', 'finish', 'pure', 'over', 'all_over', 'utter', 'gross', 'staring', 'terminated', 'sodding', 'double-dyed', 'dispatch', 'consummate', 'complete', 'perfect', 'ended', 'arrant', 'fill_out', 'fill_in', 'nail', 'everlasting']",America's Secret Poison Gas Tragedy
home,"['dwelling_house', 'place', 'household', 'domicile', 'habitation', 'family', 'internal', 'base', 'dwelling', 'national', 'menage', 'nursing_home', 'home_plate', 'home', 'home_base', 'rest_home', 'abode', 'plate', 'house', 'interior']",America's Secret Poison Gas Tragedy
for,[],America's Secret Poison Gas Tragedy
flares,"['break_open', 'flare_pass', 'flare_up', 'solar_flare', 'flame_up', 'flair', 'flare_out', 'flare', 'burst_out', 'flash', 'burn_up', 'flame', 'blaze_up', 'erupt', 'irrupt']",America's Secret Poison Gas Tragedy
country,"['body_politic', 'state', 'land', 'rural_area', 'nation', 'area', 'country', 'commonwealth', 'res_publica']",America's Secret Poison Gas Tragedy
protect,['protect'],America's Secret Poison Gas Tragedy
proper,"['proper', 'right']",America's Secret Poison Gas Tragedy
hell,"['inferno', 'underworld', 'Hell', 'infernal_region', 'sin', 'hellhole', 'blaze', 'Hades', 'hell', 'snake_pit', 'netherworld', 'nether_region', 'pit', 'the_pits', 'hell_on_earth', 'Inferno', 'Scheol', 'perdition']",America's Secret Poison Gas Tragedy
wounded,"['injure', 'offend', 'hurt', 'spite', 'wound', 'wounded', 'maimed', 'bruise']",America's Secret Poison Gas Tragedy
given,"['apply', 'precondition', 'give_way', 'gift', 'give', 'grant', 'generate', 'contribute', 'kick_in', 'establish', 'make', 'presumption', 'collapse', 'present', 'founder', 'tending', 'return', 'chip_in', 'minded', 'throw', 'disposed', 'consecrate', 'reach', 'open', 'ease_up', 'yield', 'apt', 'have', 'leave', 'commit', 'pay', 'fall_in', 'afford', 'cave_in', 'dedicate', 'pass_on', 'hold', 'impart', 'hand', 'turn_over', 'move_over', 'given', 'devote', 'pass', 'break', 'feed', 'granted', 'sacrifice', 'render']",America's Secret Poison Gas Tragedy
missions,"['commission', 'military_mission', 'missionary_station', 'charge', 'missionary_post', 'foreign_mission', 'delegation', 'delegacy', 'mission', 'missionary_work', 'deputation']",America's Secret Poison Gas Tragedy
freighter,"['freighter', 'merchant_ship', 'bottom', 'merchantman']",America's Secret Poison Gas Tragedy
heard,"['listen', 'get_a_line', 'take_heed', 'see', 'get_word', 'try', 'heard', 'get_wind', 'learn', 'find_out', 'discover', 'hear', 'pick_up']",America's Secret Poison Gas Tragedy
hit,"['score', 'remove', 'smash', 'attain', 'slay', 'gain', 'hitting', 'make', 'run_into', 'rack_up', 'arrive_at', 'shoot', 'murder', 'collide_with', 'smasher', 'reach', 'bump_off', 'stumble', 'dispatch', 'strike', 'bang', 'polish_off', 'tally', 'off', 'collision', 'impinge_on', 'hit', 'come_to', 'pip', 'striking']",America's Secret Poison Gas Tragedy
