w,taza
"('of', 'various')",0.125,The Normal Forces and Their Thermodynamic Significance
"('various', 'weights')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('weights', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'data')",0.0,The Normal Forces and Their Thermodynamic Significance
"('data', 'for')",0.0,The Normal Forces and Their Thermodynamic Significance
"('for', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'force-rate')",0.125,The Normal Forces and Their Thermodynamic Significance
"('force-rate', 'of')",0.25,The Normal Forces and Their Thermodynamic Significance
"('of', 'shear')",0.0,The Normal Forces and Their Thermodynamic Significance
"('shear', 'graph')",0.42857142857142855,The Normal Forces and Their Thermodynamic Significance
"('graph', 'can')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('can', 'be')",0.0,The Normal Forces and Their Thermodynamic Significance
"('be', 'obtained')",0.25,The Normal Forces and Their Thermodynamic Significance
"('obtained', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('.', 'The')",0.0,The Normal Forces and Their Thermodynamic Significance
"('The', 'instrument')",0.1,The Normal Forces and Their Thermodynamic Significance
"('instrument', 'used')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('used', 'for')",0.0,The Normal Forces and Their Thermodynamic Significance
"('for', 'this')",0.0,The Normal Forces and Their Thermodynamic Significance
"('this', 'work')",0.0,The Normal Forces and Their Thermodynamic Significance
"('work', 'was')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('was', 'a')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('a', 'slight')",0.0,The Normal Forces and Their Thermodynamic Significance
"('slight', 'modification')",0.15384615384615385,The Normal Forces and Their Thermodynamic Significance
"('modification', 'of')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('of', 'that')",0.0,The Normal Forces and Their Thermodynamic Significance
"('that', 'previously')",0.0,The Normal Forces and Their Thermodynamic Significance
"('previously', 'described')",0.3076923076923077,The Normal Forces and Their Thermodynamic Significance
"('described', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('In', 'this')",0.0,The Normal Forces and Their Thermodynamic Significance
"('this', 'test')",0.4,The Normal Forces and Their Thermodynamic Significance
"('test', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'Af')",0.0,The Normal Forces and Their Thermodynamic Significance
"('Af', 'tape')",0.0,The Normal Forces and Their Thermodynamic Significance
"('tape', 'was')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('was', 'pulled')",0.0,The Normal Forces and Their Thermodynamic Significance
"('with', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'motor')",0.0,The Normal Forces and Their Thermodynamic Significance
"('motor', 'and')",0.0,The Normal Forces and Their Thermodynamic Significance
"('and', 'pulley')",0.0,The Normal Forces and Their Thermodynamic Significance
"('pulley', 'at')",0.0,The Normal Forces and Their Thermodynamic Significance
"('at', 'a')",0.5,The Normal Forces and Their Thermodynamic Significance
"('a', 'rate')",0.25,The Normal Forces and Their Thermodynamic Significance
"('rate', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('of', 'Af')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('Af', 'with')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'clearance')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('clearance', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('of', ""0.002''"")",0.0,The Normal Forces and Their Thermodynamic Significance
"(""0.002''"", ""''"")",0.25,The Normal Forces and Their Thermodynamic Significance
"(""''"", 'on')",0.0,The Normal Forces and Their Thermodynamic Significance
"('on', 'each')",0.0,The Normal Forces and Their Thermodynamic Significance
"('each', 'side')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('side', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('tape', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('.', 'This')",0.0,The Normal Forces and Their Thermodynamic Significance
"('This', 'gives')",0.2857142857142857,The Normal Forces and Their Thermodynamic Significance
"('gives', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('shear', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('Af', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('This', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'however')",0.0,The Normal Forces and Their Thermodynamic Significance
"('however', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'can')",0.0,The Normal Forces and Their Thermodynamic Significance
"('can', 'only')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('only', 'be')",0.0,The Normal Forces and Their Thermodynamic Significance
"('be', 'considered')",0.1111111111111111,The Normal Forces and Their Thermodynamic Significance
"('considered', 'approximate')",0.3076923076923077,The Normal Forces and Their Thermodynamic Significance
"('approximate', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'as')",0.0,The Normal Forces and Their Thermodynamic Significance
"('as', 'the')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'diameter')",0.25,The Normal Forces and Their Thermodynamic Significance
"('diameter', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'pulley')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('pulley', 'was')",0.0,The Normal Forces and Their Thermodynamic Significance
"('was', 'increased')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('increased', 'by')",0.0,The Normal Forces and Their Thermodynamic Significance
"('by', 'the')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'build-up')",0.0,The Normal Forces and Their Thermodynamic Significance
"('build-up', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('of', 'tape')",0.0,The Normal Forces and Their Thermodynamic Significance
"('was', 'occasionally')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('occasionally', 'removed')",0.07692307692307693,The Normal Forces and Their Thermodynamic Significance
"('removed', 'from')",0.42857142857142855,The Normal Forces and Their Thermodynamic Significance
"('from', 'the')",0.0,The Normal Forces and Their Thermodynamic Significance
"('pulley', 'during')",0.1,The Normal Forces and Their Thermodynamic Significance
"('during', 'the')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'runs')",0.0,The Normal Forces and Their Thermodynamic Significance
"('runs', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('The', 'face')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('face', 'of')",0.2,The Normal Forces and Their Thermodynamic Significance
"('of', 'one')",0.25,The Normal Forces and Their Thermodynamic Significance
"('one', 'block')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('block', 'contained')",0.18181818181818182,The Normal Forces and Their Thermodynamic Significance
"('contained', 'a')",0.125,The Normal Forces and Their Thermodynamic Significance
"('a', 'hole')",0.0,The Normal Forces and Their Thermodynamic Significance
"('hole', ""1/16''"")",0.0,The Normal Forces and Their Thermodynamic Significance
"(""1/16''"", ""''"")",0.25,The Normal Forces and Their Thermodynamic Significance
"(""''"", 'in')",0.0,The Normal Forces and Their Thermodynamic Significance
"('in', 'diameter')",0.125,The Normal Forces and Their Thermodynamic Significance
"('diameter', 'which')",0.1,The Normal Forces and Their Thermodynamic Significance
"('which', 'led')",0.0,The Normal Forces and Their Thermodynamic Significance
"('led', 'to')",0.0,The Normal Forces and Their Thermodynamic Significance
"('to', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'manometer')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('manometer', 'for')",0.25,The Normal Forces and Their Thermodynamic Significance
"('the', 'measurement')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('measurement', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'normal')",0.0,The Normal Forces and Their Thermodynamic Significance
"('normal', 'pressure')",0.1,The Normal Forces and Their Thermodynamic Significance
"('pressure', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('.', 'Although')",0.0,The Normal Forces and Their Thermodynamic Significance
"('Although', 'there')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('there', 'were')",0.4,The Normal Forces and Their Thermodynamic Significance
"('were', 'only')",0.0,The Normal Forces and Their Thermodynamic Significance
"('only', 'four')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('four', 'fluids')",0.25,The Normal Forces and Their Thermodynamic Significance
"('fluids', 'tested')",0.25,The Normal Forces and Their Thermodynamic Significance
"('tested', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'it')",0.0,The Normal Forces and Their Thermodynamic Significance
"('it', 'was')",0.0,The Normal Forces and Their Thermodynamic Significance
"('was', 'apparent')",0.125,The Normal Forces and Their Thermodynamic Significance
"('apparent', 'that')",0.2857142857142857,The Normal Forces and Their Thermodynamic Significance
"('that', 'there')",0.4,The Normal Forces and Their Thermodynamic Significance
"('were', 'two')",0.2,The Normal Forces and Their Thermodynamic Significance
"('two', 'distinct')",0.125,The Normal Forces and Their Thermodynamic Significance
"('distinct', 'types')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('types', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('.', 'Two')",0.0,The Normal Forces and Their Thermodynamic Significance
"('Two', 'of')",0.25,The Normal Forces and Their Thermodynamic Significance
"('the', 'fluids')",0.0,The Normal Forces and Their Thermodynamic Significance
"('fluids', 'showed')",0.2,The Normal Forces and Their Thermodynamic Significance
"('showed', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'high-positive')",0.0,The Normal Forces and Their Thermodynamic Significance
"('high-positive', 'normal')",0.06666666666666667,The Normal Forces and Their Thermodynamic Significance
"('pressure', 'when')",0.125,The Normal Forces and Their Thermodynamic Significance
"('when', 'undergoing')",0.2,The Normal Forces and Their Thermodynamic Significance
"('undergoing', 'shear')",0.18181818181818182,The Normal Forces and Their Thermodynamic Significance
"('shear', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'and')",0.0,The Normal Forces and Their Thermodynamic Significance
"('and', 'two')",0.0,The Normal Forces and Their Thermodynamic Significance
"('two', 'showed')",0.2857142857142857,The Normal Forces and Their Thermodynamic Significance
"('showed', 'small')",0.1111111111111111,The Normal Forces and Their Thermodynamic Significance
"('small', 'negative')",0.1,The Normal Forces and Their Thermodynamic Significance
"('negative', 'pressures')",0.09090909090909091,The Normal Forces and Their Thermodynamic Significance
"('pressures', 'which')",0.0,The Normal Forces and Their Thermodynamic Significance
"('which', 'were')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('were', 'negligible')",0.125,The Normal Forces and Their Thermodynamic Significance
"('negligible', 'in')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('in', 'comparison')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('comparison', 'with')",0.08333333333333333,The Normal Forces and Their Thermodynamic Significance
"('with', 'the')",0.4,The Normal Forces and Their Thermodynamic Significance
"('the', 'amount')",0.125,The Normal Forces and Their Thermodynamic Significance
"('amount', 'of')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('the', 'positive')",0.25,The Normal Forces and Their Thermodynamic Significance
"('positive', 'pressures')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('pressures', 'generated')",0.2,The Normal Forces and Their Thermodynamic Significance
"('generated', 'by')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'other')",0.6,The Normal Forces and Their Thermodynamic Significance
"('other', 'two')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('two', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('.', 'Figure')",0.0,The Normal Forces and Their Thermodynamic Significance
"('Figure', '3')",0.0,The Normal Forces and Their Thermodynamic Significance
"('3', 'shows')",0.0,The Normal Forces and Their Thermodynamic Significance
"('shows', 'the')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('the', 'data')",0.2,The Normal Forces and Their Thermodynamic Significance
"('data', 'on')",0.0,The Normal Forces and Their Thermodynamic Significance
"('on', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'silicone')",0.0,The Normal Forces and Their Thermodynamic Significance
"('silicone', 'fluid')",0.2,The Normal Forces and Their Thermodynamic Significance
"('fluid', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'labeled')",0.0,The Normal Forces and Their Thermodynamic Significance
"('labeled', '12,500')",0.0,The Normal Forces and Their Thermodynamic Significance
"('12,500', 'cps')",0.0,The Normal Forces and Their Thermodynamic Significance
"('cps', 'which')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('which', 'gave')",0.0,The Normal Forces and Their Thermodynamic Significance
"('gave', 'a')",0.25,The Normal Forces and Their Thermodynamic Significance
"('a', 'high')",0.0,The Normal Forces and Their Thermodynamic Significance
"('high', 'positive')",0.1111111111111111,The Normal Forces and Their Thermodynamic Significance
"('positive', 'normal')",0.08333333333333333,The Normal Forces and Their Thermodynamic Significance
"('Although', 'the')",0.25,The Normal Forces and Their Thermodynamic Significance
"('was', 'run')",0.0,The Normal Forces and Their Thermodynamic Significance
"('run', 'for')",0.2,The Normal Forces and Their Thermodynamic Significance
"('for', 'over')",0.4,The Normal Forces and Their Thermodynamic Significance
"('over', '1')",0.0,The Normal Forces and Their Thermodynamic Significance
"('1', 'hr.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('hr.', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"(',', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'steady')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('steady', 'state')",0.6666666666666666,The Normal Forces and Their Thermodynamic Significance
"('state', 'was')",0.4,The Normal Forces and Their Thermodynamic Significance
"('was', 'not')",0.0,The Normal Forces and Their Thermodynamic Significance
"('not', 'reached')",0.0,The Normal Forces and Their Thermodynamic Significance
"('reached', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"('and', 'it')",0.0,The Normal Forces and Their Thermodynamic Significance
"('was', 'concluded')",0.0,The Normal Forces and Their Thermodynamic Significance
"('concluded', 'that')",0.0,The Normal Forces and Their Thermodynamic Significance
"('that', 'the')",0.5,The Normal Forces and Their Thermodynamic Significance
"('the', 'reason')",0.125,The Normal Forces and Their Thermodynamic Significance
"('reason', 'for')",0.2857142857142857,The Normal Forces and Their Thermodynamic Significance
"('this', 'was')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('was', 'that')",0.2,The Normal Forces and Their Thermodynamic Significance
"('the', 'back')",0.0,The Normal Forces and Their Thermodynamic Significance
"('back', 'pressure')",0.0,The Normal Forces and Their Thermodynamic Significance
"('pressure', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'manometer')",0.25,The Normal Forces and Their Thermodynamic Significance
"('manometer', 'was')",0.1111111111111111,The Normal Forces and Their Thermodynamic Significance
"('was', 'built')",0.0,The Normal Forces and Their Thermodynamic Significance
"('built', 'up')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('up', 'from')",0.0,The Normal Forces and Their Thermodynamic Significance
"('material', 'fed')",0.1111111111111111,The Normal Forces and Their Thermodynamic Significance
"('fed', 'from')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('from', 'between')",0.0,The Normal Forces and Their Thermodynamic Significance
"('and', 'this')",0.0,The Normal Forces and Their Thermodynamic Significance
"('was', 'available')",0.125,The Normal Forces and Their Thermodynamic Significance
"('available', 'at')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('a', 'very')",0.0,The Normal Forces and Their Thermodynamic Significance
"('very', 'slow')",0.0,The Normal Forces and Their Thermodynamic Significance
"('slow', 'rate')",0.0,The Normal Forces and Their Thermodynamic Significance
"('rate', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('A', 'system')",0.0,The Normal Forces and Their Thermodynamic Significance
"('system', 'had')",0.0,The Normal Forces and Their Thermodynamic Significance
"('had', 'to')",0.0,The Normal Forces and Their Thermodynamic Significance
"('be', 'used')",0.2,The Normal Forces and Their Thermodynamic Significance
"('used', 'which')",0.0,The Normal Forces and Their Thermodynamic Significance
"('which', 'did')",0.2,The Normal Forces and Their Thermodynamic Significance
"('did', 'not')",0.0,The Normal Forces and Their Thermodynamic Significance
"('not', 'depend')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('depend', 'upon')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('upon', 'the')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'feeding')",0.125,The Normal Forces and Their Thermodynamic Significance
"('feeding', 'of')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('fluid', 'into')",0.125,The Normal Forces and Their Thermodynamic Significance
"('into', 'the')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('manometer', 'if')",0.0,The Normal Forces and Their Thermodynamic Significance
"('if', 'measurements')",0.0,The Normal Forces and Their Thermodynamic Significance
"('measurements', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('pressure', 'were')",0.3333333333333333,The Normal Forces and Their Thermodynamic Significance
"('were', 'to')",0.0,The Normal Forces and Their Thermodynamic Significance
"('be', 'made')",0.2,The Normal Forces and Their Thermodynamic Significance
"('made', 'in')",0.0,The Normal Forces and Their Thermodynamic Significance
"('in', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'reasonable')",0.125,The Normal Forces and Their Thermodynamic Significance
"('reasonable', 'time')",0.09090909090909091,The Normal Forces and Their Thermodynamic Significance
"('time', '.')",0.0,The Normal Forces and Their Thermodynamic Significance
"('A', 'back')",0.0,The Normal Forces and Their Thermodynamic Significance
"('pressure', 'was')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('was', 'then')",0.0,The Normal Forces and Their Thermodynamic Significance
"('then', 'introduced')",0.3,The Normal Forces and Their Thermodynamic Significance
"('introduced', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'rise')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('rise', 'or')",0.2,The Normal Forces and Their Thermodynamic Significance
"('or', 'fall')",0.0,The Normal Forces and Their Thermodynamic Significance
"('fall', 'of')",0.25,The Normal Forces and Their Thermodynamic Significance
"('material', 'in')",0.125,The Normal Forces and Their Thermodynamic Significance
"('manometer', 'indicated')",0.4,The Normal Forces and Their Thermodynamic Significance
"('indicated', 'which')",0.2222222222222222,The Normal Forces and Their Thermodynamic Significance
"('which', 'was')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('was', 'greater')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('greater', ',')",0.0,The Normal Forces and Their Thermodynamic Significance
"('pressure', 'in')",0.0,The Normal Forces and Their Thermodynamic Significance
"('the', 'block')",0.0,The Normal Forces and Their Thermodynamic Significance
"('block', 'or')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('or', 'the')",0.0,The Normal Forces and Their Thermodynamic Significance
"('By', 'this')",0.0,The Normal Forces and Their Thermodynamic Significance
"('this', 'method')",0.25,The Normal Forces and Their Thermodynamic Significance
"('method', 'it')",0.14285714285714285,The Normal Forces and Their Thermodynamic Significance
"('was', 'determined')",0.0,The Normal Forces and Their Thermodynamic Significance
"('determined', 'that')",0.1111111111111111,The Normal Forces and Their Thermodynamic Significance
"('pressure', 'exerted')",0.25,The Normal Forces and Their Thermodynamic Significance
"('exerted', 'by')",0.0,The Normal Forces and Their Thermodynamic Significance
"('by', 'a')",0.0,The Normal Forces and Their Thermodynamic Significance
"('a', 'sample')",0.16666666666666666,The Normal Forces and Their Thermodynamic Significance
"('sample', 'of')",0.0,The Normal Forces and Their Thermodynamic Significance
"('of', 'polybutene')",0.1,The Normal Forces and Their Thermodynamic Significance
"('polybutene', '(')",0.0,The Normal Forces and Their Thermodynamic Significance
"('(', 'molecular')",0.0,The Normal Forces and Their Thermodynamic Significance
"('molecular', 'weight')",0.07692307692307693,The Normal Forces and Their Thermodynamic Significance
"('weight', 'reported')",0.2,The Normal Forces and Their Thermodynamic Significance
