w,taza
"('radiation', 'may')",0.1111111111111111,Radio Emission of the Moon and Planet
"('may', 'be')",0.0,Radio Emission of the Moon and Planet
"('be', 'a')",0.0,Radio Emission of the Moon and Planet
"('a', 'combination')",0.125,Radio Emission of the Moon and Planet
"('combination', 'of')",0.1111111111111111,Radio Emission of the Moon and Planet
"('of', 'both')",0.2,Radio Emission of the Moon and Planet
"('both', 'thermal')",0.2222222222222222,Radio Emission of the Moon and Planet
"('and', 'non-thermal')",0.18181818181818182,Radio Emission of the Moon and Planet
"('non-thermal', 'components')",0.38461538461538464,Radio Emission of the Moon and Planet
"('components', 'and')",0.1,Radio Emission of the Moon and Planet
"('and', 'that')",0.2,Radio Emission of the Moon and Planet
"('observed', 'spectrum')",0.25,Radio Emission of the Moon and Planet
"('spectrum', 'is')",0.1111111111111111,Radio Emission of the Moon and Planet
"('is', 'that')",0.0,Radio Emission of the Moon and Planet
"('body', 'merely')",0.125,Radio Emission of the Moon and Planet
"('merely', 'by')",0.16666666666666666,Radio Emission of the Moon and Planet
"('by', 'coincidence')",0.0,Radio Emission of the Moon and Planet
"('coincidence', '.')",0.0,Radio Emission of the Moon and Planet
"('.', 'For')",0.0,Radio Emission of the Moon and Planet
"('For', 'the')",0.0,Radio Emission of the Moon and Planet
"('the', 'case')",0.16666666666666666,Radio Emission of the Moon and Planet
"('case', 'of')",0.0,Radio Emission of the Moon and Planet
"('of', 'Jupiter')",0.0,Radio Emission of the Moon and Planet
"('Jupiter', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'the')",0.0,Radio Emission of the Moon and Planet
"('emission', 'spectrum')",0.2727272727272727,Radio Emission of the Moon and Planet
"('is', 'definitely')",0.1111111111111111,Radio Emission of the Moon and Planet
"('definitely', 'not')",0.2222222222222222,Radio Emission of the Moon and Planet
"('not', 'like')",0.0,Radio Emission of the Moon and Planet
"('like', 'the')",0.16666666666666666,Radio Emission of the Moon and Planet
"('spectrum', 'of')",0.0,Radio Emission of the Moon and Planet
"('a', 'black-body')",0.1111111111111111,Radio Emission of the Moon and Planet
"('black-body', 'radiator')",0.25,Radio Emission of the Moon and Planet
"('radiator', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'and')",0.0,Radio Emission of the Moon and Planet
"('and', 'it')",0.0,Radio Emission of the Moon and Planet
"('it', 'seems')",0.0,Radio Emission of the Moon and Planet
"('seems', 'very')",0.16666666666666666,Radio Emission of the Moon and Planet
"('very', 'likely')",0.2857142857142857,Radio Emission of the Moon and Planet
"('likely', 'that')",0.0,Radio Emission of the Moon and Planet
"('the', 'radiation')",0.1111111111111111,Radio Emission of the Moon and Planet
"('radiation', 'reaching')",0.36363636363636365,Radio Emission of the Moon and Planet
"('reaching', 'the')",0.2222222222222222,Radio Emission of the Moon and Planet
"('the', 'earth')",0.6,Radio Emission of the Moon and Planet
"('earth', 'is')",0.0,Radio Emission of the Moon and Planet
"('is', 'a')",0.0,Radio Emission of the Moon and Planet
"('of', 'thermal')",0.0,Radio Emission of the Moon and Planet
"('thermal', 'radiation')",0.2727272727272727,Radio Emission of the Moon and Planet
"('radiation', 'from')",0.2222222222222222,Radio Emission of the Moon and Planet
"('atmosphere', 'and')",0.09090909090909091,Radio Emission of the Moon and Planet
"('components', '.')",0.0,Radio Emission of the Moon and Planet
"('.', 'Of')",0.0,Radio Emission of the Moon and Planet
"('Of', 'the')",0.0,Radio Emission of the Moon and Planet
"('the', 'remaining')",0.1111111111111111,Radio Emission of the Moon and Planet
"('remaining', 'planets')",0.2727272727272727,Radio Emission of the Moon and Planet
"('planets', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'only')",0.0,Radio Emission of the Moon and Planet
"('only', 'Mars')",0.0,Radio Emission of the Moon and Planet
"('Mars', 'and')",0.16666666666666666,Radio Emission of the Moon and Planet
"('and', 'Saturn')",0.2857142857142857,Radio Emission of the Moon and Planet
"('Saturn', 'have')",0.1111111111111111,Radio Emission of the Moon and Planet
"('have', 'been')",0.16666666666666666,Radio Emission of the Moon and Planet
"('been', 'observed')",0.25,Radio Emission of the Moon and Planet
"('observed', 'as')",0.125,Radio Emission of the Moon and Planet
"('as', 'radio')",0.16666666666666666,Radio Emission of the Moon and Planet
"('radio', 'sources')",0.2222222222222222,Radio Emission of the Moon and Planet
"('sources', ',')",0.0,Radio Emission of the Moon and Planet
"('and', 'not')",0.2,Radio Emission of the Moon and Planet
"('not', 'very')",0.0,Radio Emission of the Moon and Planet
"('very', 'much')",0.0,Radio Emission of the Moon and Planet
"('much', 'information')",0.09090909090909091,Radio Emission of the Moon and Planet
"('information', 'is')",0.1111111111111111,Radio Emission of the Moon and Planet
"('is', 'available')",0.14285714285714285,Radio Emission of the Moon and Planet
"('available', '.')",0.0,Radio Emission of the Moon and Planet
"('.', 'Mars')",0.0,Radio Emission of the Moon and Planet
"('Mars', 'has')",0.4,Radio Emission of the Moon and Planet
"('has', 'been')",0.0,Radio Emission of the Moon and Planet
"('observed', 'twice')",0.09090909090909091,Radio Emission of the Moon and Planet
"('twice', 'at')",0.16666666666666666,Radio Emission of the Moon and Planet
"('about', '3-cm')",0.0,Radio Emission of the Moon and Planet
"('3-cm', 'wave')",0.0,Radio Emission of the Moon and Planet
"('wave', 'length')",0.1111111111111111,Radio Emission of the Moon and Planet
"('length', ',')",0.0,Radio Emission of the Moon and Planet
"('and', 'the')",0.0,Radio Emission of the Moon and Planet
"('the', 'intensity')",0.2857142857142857,Radio Emission of the Moon and Planet
"('radiation', 'is')",0.125,Radio Emission of the Moon and Planet
"('is', 'in')",0.3333333333333333,Radio Emission of the Moon and Planet
"('in', 'reasonable')",0.1111111111111111,Radio Emission of the Moon and Planet
"('reasonable', 'agreement')",0.36363636363636365,Radio Emission of the Moon and Planet
"('agreement', 'with')",0.1,Radio Emission of the Moon and Planet
"('radiation', 'which')",0.1,Radio Emission of the Moon and Planet
"('which', 'might')",0.2857142857142857,Radio Emission of the Moon and Planet
"('might', 'be')",0.0,Radio Emission of the Moon and Planet
"('be', 'predicted')",0.125,Radio Emission of the Moon and Planet
"('predicted', 'on')",0.0,Radio Emission of the Moon and Planet
"('the', 'basis')",0.0,Radio Emission of the Moon and Planet
"('basis', 'of')",0.0,Radio Emission of the Moon and Planet
"('the', 'known')",0.0,Radio Emission of the Moon and Planet
"('known', 'temperature')",0.0,Radio Emission of the Moon and Planet
"('temperature', 'of')",0.0,Radio Emission of the Moon and Planet
"('of', 'Mars')",0.0,Radio Emission of the Moon and Planet
"('Mars', '.')",0.0,Radio Emission of the Moon and Planet
"('The', 'low')",0.0,Radio Emission of the Moon and Planet
"('low', 'intensity')",0.0,Radio Emission of the Moon and Planet
"('from', 'Saturn')",0.1111111111111111,Radio Emission of the Moon and Planet
"('Saturn', 'has')",0.125,Radio Emission of the Moon and Planet
"('has', 'limited')",0.0,Radio Emission of the Moon and Planet
"('limited', 'observations')",0.23076923076923078,Radio Emission of the Moon and Planet
"('observations', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'but')",0.0,Radio Emission of the Moon and Planet
"('but', 'again')",0.0,Radio Emission of the Moon and Planet
"('again', 'the')",0.0,Radio Emission of the Moon and Planet
"('the', 'measured')",0.1111111111111111,Radio Emission of the Moon and Planet
"('measured', 'radiation')",0.2727272727272727,Radio Emission of the Moon and Planet
"('radiation', 'seems')",0.0,Radio Emission of the Moon and Planet
"('seems', 'to')",0.0,Radio Emission of the Moon and Planet
"('to', 'be')",0.0,Radio Emission of the Moon and Planet
"('be', 'consistent')",0.125,Radio Emission of the Moon and Planet
"('with', 'a')",0.0,Radio Emission of the Moon and Planet
"('a', 'thermal')",0.14285714285714285,Radio Emission of the Moon and Planet
"('thermal', 'origin')",0.09090909090909091,Radio Emission of the Moon and Planet
"('origin', '.')",0.0,Radio Emission of the Moon and Planet
"('.', 'No')",0.0,Radio Emission of the Moon and Planet
"('No', 'attempts')",0.0,Radio Emission of the Moon and Planet
"('attempts', 'to')",0.14285714285714285,Radio Emission of the Moon and Planet
"('to', 'measure')",0.0,Radio Emission of the Moon and Planet
"('measure', 'the')",0.125,Radio Emission of the Moon and Planet
"('planets', 'have')",0.2222222222222222,Radio Emission of the Moon and Planet
"('been', 'reported')",0.125,Radio Emission of the Moon and Planet
"('reported', ',')",0.0,Radio Emission of the Moon and Planet
"('and', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'because')",0.0,Radio Emission of the Moon and Planet
"('because', 'of')",0.0,Radio Emission of the Moon and Planet
"('of', 'their')",0.0,Radio Emission of the Moon and Planet
"('their', 'distances')",0.3,Radio Emission of the Moon and Planet
"('distances', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'small')",0.0,Radio Emission of the Moon and Planet
"('small', 'diameters')",0.3333333333333333,Radio Emission of the Moon and Planet
"('diameters', ',')",0.0,Radio Emission of the Moon and Planet
"(',', 'or')",0.0,Radio Emission of the Moon and Planet
"('or', 'low')",0.25,Radio Emission of the Moon and Planet
"('low', 'temperatures')",0.0,Radio Emission of the Moon and Planet
"('temperatures', ',')",0.0,Radio Emission of the Moon and Planet
"('radiation', 'at')",0.2857142857142857,Radio Emission of the Moon and Planet
"('at', 'radio')",0.16666666666666666,Radio Emission of the Moon and Planet
"('radio', 'wave')",0.125,Radio Emission of the Moon and Planet
"('lengths', 'reaching')",0.36363636363636365,Radio Emission of the Moon and Planet
"('earth', 'from')",0.125,Radio Emission of the Moon and Planet
"('from', 'these')",0.0,Radio Emission of the Moon and Planet
"('these', 'sources')",0.25,Radio Emission of the Moon and Planet
"('sources', 'is')",0.14285714285714285,Radio Emission of the Moon and Planet
"('is', 'expected')",0.0,Radio Emission of the Moon and Planet
"('expected', 'to')",0.14285714285714285,Radio Emission of the Moon and Planet
"('be', 'of')",0.0,Radio Emission of the Moon and Planet
"('of', 'very')",0.0,Radio Emission of the Moon and Planet
"('intensity', '.')",0.0,Radio Emission of the Moon and Planet
"('.', 'In')",0.0,Radio Emission of the Moon and Planet
"('In', 'spite')",0.0,Radio Emission of the Moon and Planet
"('spite', 'of')",0.0,Radio Emission of the Moon and Planet
"('of', 'this')",0.0,Radio Emission of the Moon and Planet
"('this', ',')",0.0,Radio Emission of the Moon and Planet
"('very', 'large')",0.2857142857142857,Radio Emission of the Moon and Planet
"('large', 'radio')",0.25,Radio Emission of the Moon and Planet
"('radio', 'reflectors')",0.18181818181818182,Radio Emission of the Moon and Planet
"('reflectors', 'and')",0.0,Radio Emission of the Moon and Planet
"('and', 'improved')",0.1,Radio Emission of the Moon and Planet
"('improved', 'amplifying')",0.21428571428571427,Radio Emission of the Moon and Planet
"('amplifying', 'techniques')",0.125,Radio Emission of the Moon and Planet
"('techniques', 'which')",0.3,Radio Emission of the Moon and Planet
"('which', 'are')",0.0,Radio Emission of the Moon and Planet
"('are', 'now')",0.0,Radio Emission of the Moon and Planet
"('now', 'becoming')",0.2222222222222222,Radio Emission of the Moon and Planet
"('becoming', 'available')",0.2727272727272727,Radio Emission of the Moon and Planet
"('available', 'should')",0.09090909090909091,Radio Emission of the Moon and Planet
"('should', 'make')",0.0,Radio Emission of the Moon and Planet
"('make', 'it')",0.0,Radio Emission of the Moon and Planet
"('it', 'possible')",0.125,Radio Emission of the Moon and Planet
"('to', 'observe')",0.14285714285714285,Radio Emission of the Moon and Planet
"('observe', 'the')",0.125,Radio Emission of the Moon and Planet
"('of', 'most')",0.2,Radio Emission of the Moon and Planet
"('most', 'of')",0.2,Radio Emission of the Moon and Planet
"('the', 'planets')",0.25,Radio Emission of the Moon and Planet
"('planets', 'in')",0.125,Radio Emission of the Moon and Planet
"('in', 'a')",0.0,Radio Emission of the Moon and Planet
"('a', 'few')",0.0,Radio Emission of the Moon and Planet
"('few', 'years')",0.14285714285714285,Radio Emission of the Moon and Planet
"('years', '.')",0.0,Radio Emission of the Moon and Planet
"('The', 'study')",0.0,Radio Emission of the Moon and Planet
"('study', 'of')",0.0,Radio Emission of the Moon and Planet
"('planets', 'began')",0.3333333333333333,Radio Emission of the Moon and Planet
"('began', 'with')",0.0,Radio Emission of the Moon and Planet
"('the', 'detection')",0.25,Radio Emission of the Moon and Planet
"('detection', 'of')",0.125,Radio Emission of the Moon and Planet
"('radiation', 'of')",0.125,Radio Emission of the Moon and Planet
"('moon', 'at')",0.0,Radio Emission of the Moon and Planet
"('at', '1.25-cm')",0.0,Radio Emission of the Moon and Planet
"('1.25-cm', 'wave')",0.0,Radio Emission of the Moon and Planet
"('length', 'by')",0.0,Radio Emission of the Moon and Planet
"('by', 'Dicke')",0.0,Radio Emission of the Moon and Planet
"('Dicke', 'and')",0.0,Radio Emission of the Moon and Planet
"('and', 'Beringer')",0.125,Radio Emission of the Moon and Planet
"('Beringer', '(')",0.0,Radio Emission of the Moon and Planet
"('(', '1946')",0.0,Radio Emission of the Moon and Planet
"('1946', ')')",0.0,Radio Emission of the Moon and Planet
"('This', 'was')",0.16666666666666666,Radio Emission of the Moon and Planet
"('was', 'followed')",0.125,Radio Emission of the Moon and Planet
"('followed', 'by')",0.0,Radio Emission of the Moon and Planet
"('by', 'a')",0.0,Radio Emission of the Moon and Planet
"('a', 'comprehensive')",0.0,Radio Emission of the Moon and Planet
"('comprehensive', 'series')",0.36363636363636365,Radio Emission of the Moon and Planet
"('series', 'of')",0.0,Radio Emission of the Moon and Planet
"('of', 'observations')",0.09090909090909091,Radio Emission of the Moon and Planet
"('the', '1.25-cm')",0.0,Radio Emission of the Moon and Planet
"('1.25-cm', 'emission')",0.08333333333333333,Radio Emission of the Moon and Planet
"('moon', 'over')",0.16666666666666666,Radio Emission of the Moon and Planet
"('over', 'three')",0.3333333333333333,Radio Emission of the Moon and Planet
"('three', 'lunar')",0.125,Radio Emission of the Moon and Planet
"('lunar', 'cycles')",0.1111111111111111,Radio Emission of the Moon and Planet
"('cycles', 'by')",0.16666666666666666,Radio Emission of the Moon and Planet
"('by', 'Piddington')",0.0,Radio Emission of the Moon and Planet
"('Piddington', 'and')",0.25,Radio Emission of the Moon and Planet
"('and', 'Minnett')",0.14285714285714285,Radio Emission of the Moon and Planet
"('Minnett', '(')",0.0,Radio Emission of the Moon and Planet
"('(', '1949')",0.0,Radio Emission of the Moon and Planet
"('1949', ')')",0.0,Radio Emission of the Moon and Planet
"('.', 'They')",0.0,Radio Emission of the Moon and Planet
"('They', 'deduced')",0.14285714285714285,Radio Emission of the Moon and Planet
"('deduced', 'from')",0.0,Radio Emission of the Moon and Planet
"('from', 'their')",0.125,Radio Emission of the Moon and Planet
"('their', 'measurements')",0.3,Radio Emission of the Moon and Planet
