started,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 3, 0, 123, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 47, 90, 0, 0, 0, 19]",The Moon and the Thorn.
night,"[0, 1, 51, 0, 31]",The Moon and the Thorn.
avoided,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0]",The Moon and the Thorn.
arm,"[2, 1, 0, 18, 0, 0, 5, 0, 2, 3]",The Moon and the Thorn.
with,[],The Moon and the Thorn.
silenced,"[103, 0, 9, 0, 0, 0, 0]",The Moon and the Thorn.
ceased,"[2, 1, 4, 3, 0, 18, 0, 0, 51]",The Moon and the Thorn.
tyranny,"[0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0]",The Moon and the Thorn.
curiosity,"[11, 0, 0, 0, 0, 1, 2]",The Moon and the Thorn.
claws,"[0, 1, 0, 0, 0]",The Moon and the Thorn.
Dorothy,[],The Moon and the Thorn.
like,"[5, 17, 176, 15, 0, 88, 1, 0, 2, 0, 21]",The Moon and the Thorn.
patiently,[4],The Moon and the Thorn.
nettled,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1]",The Moon and the Thorn.
Summer's,[],The Moon and the Thorn.
lived,"[0, 0, 49, 0, 0, 26, 90, 722, 129, 5, 6, 0, 2, 0, 1, 83]",The Moon and the Thorn.
fat,"[1, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 0, 0]",The Moon and the Thorn.
who,"[0, 0]",The Moon and the Thorn.
circle,"[0, 0, 3, 0, 12, 0, 3, 0, 46, 0, 10, 0, 0, 0, 4, 3, 0, 0, 0, 0]",The Moon and the Thorn.
past,"[0, 0, 39, 0, 3, 0, 497]",The Moon and the Thorn.
scent,"[0, 0, 0, 0, 12, 1, 9, 0, 0, 6, 0, 0]",The Moon and the Thorn.
drama,"[2, 0, 0, 23]",The Moon and the Thorn.
thorns,"[0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
obeyed,[2],The Moon and the Thorn.
defense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
behind,"[1, 7, 0, 0, 0, 0, 3, 0, 0, 0, 4, 0, 0, 0, 0, 12, 0, 1, 0, 0, 1, 38, 235, 13, 3, 0, 5, 0, 0, 0, 0]",The Moon and the Thorn.
In,"[0, 0, 0, 3, 0, 2255, 152, 2, 1, 0]",The Moon and the Thorn.
end,"[2, 7, 7, 0, 0, 3, 3, 27, 0, 18, 0, 4, 0, 51, 0, 83, 69, 3]",The Moon and the Thorn.
close,"[7, 0, 0, 0, 0, 5, 0, 0, 0, 4, 3, 0, 2, 83, 3, 1, 7, 0, 5, 0, 0, 2, 0, 51, 27, 23, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0]",The Moon and the Thorn.
danced,"[0, 0, 10]",The Moon and the Thorn.
letters,"[0, 22, 0, 0, 8, 0]",The Moon and the Thorn.
For,[],The Moon and the Thorn.
malevolence,"[0, 0, 1, 0]",The Moon and the Thorn.
aged,"[0, 0, 1, 1, 33, 2, 10, 1, 2, 0, 0, 3]",The Moon and the Thorn.
engine,"[0, 0, 0, 13]",The Moon and the Thorn.
unfavorable,"[0, 0]",The Moon and the Thorn.
piously,"[0, 0]",The Moon and the Thorn.
white,"[1, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 36, 0, 18, 0, 0, 0, 0, 0]",The Moon and the Thorn.
Well,"[0, 2, 0, 1, 0, 82, 20, 4, 1, 5, 134]",The Moon and the Thorn.
wilderness,"[0, 10, 0]",The Moon and the Thorn.
knowledge,"[0, 0, 18]",The Moon and the Thorn.
toward,[],The Moon and the Thorn.
I've,[],The Moon and the Thorn.
impossible,"[0, 0, 14, 0, 0, 0, 1]",The Moon and the Thorn.
supplicating,[0],The Moon and the Thorn.
guessed,"[0, 14, 4, 0, 9, 3, 2, 0, 0, 65, 4, 12, 12, 0]",The Moon and the Thorn.
easy,"[20, 0, 16, 0, 1, 4, 0, 6, 5, 47, 0, 0, 0, 1, 21, 0, 5, 3, 0, 0, 0]",The Moon and the Thorn.
to,[],The Moon and the Thorn.
in,"[0, 0, 0, 3, 0, 2255, 152, 2, 1, 0]",The Moon and the Thorn.
God,"[1, 0, 4, 0, 59, 0, 2, 0]",The Moon and the Thorn.
barefoot,"[0, 1, 0]",The Moon and the Thorn.
supper,[2],The Moon and the Thorn.
down,"[0, 0, 0, 0, 0, 146, 0, 9, 20, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 2]",The Moon and the Thorn.
grave,"[2, 0, 2, 6, 4, 0, 8, 0, 1, 0, 0, 18, 1, 0, 9, 0, 0, 0]",The Moon and the Thorn.
rest,"[0, 0, 13, 0, 16, 1, 0, 19, 26, 1, 16, 2, 8, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 8, 0, 0]",The Moon and the Thorn.
shriveled,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
They'll,[],The Moon and the Thorn.
forgotten,"[5, 9, 15, 0, 1, 0, 0, 32]",The Moon and the Thorn.
mindless,"[1, 0, 0, 0, 0, 1, 1, 0, 0]",The Moon and the Thorn.
buds,[1],The Moon and the Thorn.
gay,"[1, 2, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
around,"[85, 237, 6, 2, 0, 0, 0, 182, 3, 0]",The Moon and the Thorn.
interruption,"[0, 3, 0, 1, 0, 13, 0]",The Moon and the Thorn.
examining,"[0, 18, 3, 22, 24, 8, 1, 0, 102, 2, 5, 0, 0]",The Moon and the Thorn.
impulse,"[5, 0, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0]",The Moon and the Thorn.
air,"[24, 0, 26, 2, 13, 0, 2, 0, 0, 0, 0, 1, 2, 2, 0, 2, 0, 0, 10, 0, 0, 5, 0, 0, 0, 0]",The Moon and the Thorn.
ear,"[0, 0, 0, 3, 0]",The Moon and the Thorn.
sill,[1],The Moon and the Thorn.
nobleman,"[3, 0, 6]",The Moon and the Thorn.
possessive,"[0, 0, 0, 0]",The Moon and the Thorn.
cottage,"[0, 2]",The Moon and the Thorn.
whatever,"[14, 168, 0]",The Moon and the Thorn.
teas,"[0, 0, 0, 0, 0]",The Moon and the Thorn.
gone,"[4, 1, 0, 0, 0, 0, 0, 0, 26, 11, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 127, 83, 0, 0, 123, 0, 0, 8, 19, 0, 0, 13, 6, 25, 0, 33, 12, 0, 0, 0, 0, 43, 0, 0, 20, 0, 8, 0, 90, 25, 5, 0, 0, 0, 19, 17, 3, 1, 0, 6, 0]",The Moon and the Thorn.
yielded,"[0, 13, 1, 0, 0, 0, 0, 1, 0, 6, 0, 19, 0, 6, 1, 10, 51, 0, 0, 0]",The Moon and the Thorn.
half,"[36, 1]",The Moon and the Thorn.
summers,"[18, 1]",The Moon and the Thorn.
porridge,[0],The Moon and the Thorn.
crossing,"[0, 1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 5]",The Moon and the Thorn.
them,[],The Moon and the Thorn.
comes,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",The Moon and the Thorn.
``,[],The Moon and the Thorn.
femme,[],The Moon and the Thorn.
swearing,"[0, 0, 2, 1, 0, 3, 0, 1, 0, 7, 0, 0, 0, 7, 0, 0, 0, 1, 1, 0, 0]",The Moon and the Thorn.
through,"[0, 32, 125, 0]",The Moon and the Thorn.
vulnerable,[0],The Moon and the Thorn.
'',[],The Moon and the Thorn.
held,"[36, 2, 0, 113, 3, 0, 0, 0, 2, 0, 492, 1, 5, 13, 10, 0, 0, 1, 3, 0, 6, 6, 0, 2, 0, 1, 12, 6, 4, 9, 5, 1, 1, 0, 0, 1, 1, 80, 2, 1, 0, 35, 0, 0, 0, 7, 3, 38, 51, 0, 0, 0, 17, 4, 0, 3]",The Moon and the Thorn.
estimate,"[0, 0, 1, 9, 3, 0, 4, 0, 0, 22, 12, 31, 0, 1]",The Moon and the Thorn.
soberly,"[1, 0, 0]",The Moon and the Thorn.
rain,"[1, 5, 1, 0, 0]",The Moon and the Thorn.
nearby,[4],The Moon and the Thorn.
scudding,"[5, 0, 1, 0, 0, 3, 2, 0]",The Moon and the Thorn.
big,"[30, 0, 0, 0, 13, 53, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 61, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 18, 0, 0, 0, 19, 0, 8]",The Moon and the Thorn.
After,"[0, 0, 89, 0, 33, 3]",The Moon and the Thorn.
Probably,"[27, 0, 0, 13, 0, 0, 0, 1]",The Moon and the Thorn.
heavily,"[0, 18, 7, 33, 0]",The Moon and the Thorn.
bowed,"[0, 5, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]",The Moon and the Thorn.
moment,"[40, 24, 3, 6, 0, 0, 13, 45, 0, 5]",The Moon and the Thorn.
dared,"[1, 5, 0, 0]",The Moon and the Thorn.
placid,"[103, 0, 11, 0, 0, 0, 6, 0, 2]",The Moon and the Thorn.
balls,"[0, 0, 0, 1, 10, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0]",The Moon and the Thorn.
Outside,"[2, 1, 29, 0, 8, 0, 40, 5, 4, 0, 0, 0]",The Moon and the Thorn.
thirty,"[0, 0, 5, 7]",The Moon and the Thorn.
rustle,"[2, 0, 2, 1, 0]",The Moon and the Thorn.
safe,"[0, 13, 8, 0, 0, 3, 4, 134]",The Moon and the Thorn.
haranguing,[0],The Moon and the Thorn.
gold,"[0, 1, 0, 0, 0, 3, 0, 0]",The Moon and the Thorn.
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",The Moon and the Thorn.
sighing,"[0, 2]",The Moon and the Thorn.
You've,[],The Moon and the Thorn.
Can't,[],The Moon and the Thorn.
years,"[133, 0, 0, 33, 0, 12, 36, 0, 0, 61, 0]",The Moon and the Thorn.
for,[],The Moon and the Thorn.
move,"[0, 0, 16, 0, 0, 1, 0, 6, 1, 0, 1, 19, 0, 1, 0, 0, 43, 1, 22, 90, 7, 6]",The Moon and the Thorn.
sense,"[0, 0, 3, 40, 0, 0, 0, 1, 0, 0, 0, 6, 0, 37]",The Moon and the Thorn.
dryin',[],The Moon and the Thorn.
She,[],The Moon and the Thorn.
He,"[486, 2, 0, 1039]",The Moon and the Thorn.
been,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",The Moon and the Thorn.
daisies,[0],The Moon and the Thorn.
beyond,[18],The Moon and the Thorn.
print,"[0, 0, 0, 0, 10]",The Moon and the Thorn.
others,[],The Moon and the Thorn.
hypocrisy,"[0, 0]",The Moon and the Thorn.
room,"[123, 31, 0, 15]",The Moon and the Thorn.
laws,"[24, 0, 0, 0, 1, 0, 0, 0, 0, 20, 0, 0]",The Moon and the Thorn.
Not,"[0, 602]",The Moon and the Thorn.
looked,"[15, 3, 0, 10, 59, 4, 62, 4, 5, 102, 0, 0, 0, 7, 26, 41, 7]",The Moon and the Thorn.
flair,"[2, 0, 1, 8, 0, 1, 2]",The Moon and the Thorn.
gabble,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
lessons,"[0, 0, 15, 23, 1]",The Moon and the Thorn.
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",The Moon and the Thorn.
ones,"[321, 29, 786, 24, 5, 1]",The Moon and the Thorn.
need,"[8, 5, 0, 51, 80, 0, 6, 0, 6, 0, 22, 0, 14, 0, 0, 54]",The Moon and the Thorn.
and,[],The Moon and the Thorn.
tireless,"[0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
On,"[839, 37]",The Moon and the Thorn.
I'm,[],The Moon and the Thorn.
Before,"[123, 0, 17, 14]",The Moon and the Thorn.
waiting,"[15, 0, 0, 0, 59, 0, 0, 17, 10]",The Moon and the Thorn.
link,"[5, 0, 3, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1]",The Moon and the Thorn.
sweet,"[0, 0, 2, 0, 0, 0, 0, 0, 5, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
did,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 3, 1, 9, 0, 22, 1, 84, 0]",The Moon and the Thorn.
all,"[13, 352, 28, 24, 2, 2, 6]",The Moon and the Thorn.
bird,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",The Moon and the Thorn.
pretty,"[6, 17, 0, 0, 19, 3, 0, 0]",The Moon and the Thorn.
sounded,"[30, 0, 90, 25, 0, 0]",The Moon and the Thorn.
times,"[0, 188, 0, 0, 29, 0, 1, 0, 3, 1, 0]",The Moon and the Thorn.
f'r,[],The Moon and the Thorn.
stay,"[0, 13, 18, 16, 0, 0, 1, 6, 1, 16, 2, 0, 1, 0, 0, 0, 6, 0, 0, 13, 1, 0, 1, 0]",The Moon and the Thorn.
out,"[0, 4, 1, 0, 0, 40, 0, 0, 2, 0, 0, 309, 0, 0, 0]",The Moon and the Thorn.
too,"[1, 0, 3, 121, 0, 2, 0, 118]",The Moon and the Thorn.
wild,"[1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 2, 0, 0, 0, 0, 0, 7, 0, 5, 1, 1, 0, 0, 0, 0]",The Moon and the Thorn.
gleefully,"[0, 0, 0]",The Moon and the Thorn.
owned,"[3, 4, 111, 492]",The Moon and the Thorn.
",",[],The Moon and the Thorn.
ingenious,"[1, 0, 1]",The Moon and the Thorn.
let,"[12, 0, 1, 123, 0, 0, 492, 0, 10, 1, 0, 0, 51, 5, 0]",The Moon and the Thorn.
caught,"[0, 102, 0, 0, 0, 12, 2, 0, 0, 0, 0, 4, 0, 0, 123, 5, 0, 0, 17, 3, 0, 0, 0, 2, 1, 2, 0]",The Moon and the Thorn.
Everything,[],The Moon and the Thorn.
clattered,"[0, 0, 0]",The Moon and the Thorn.
Feeling,"[8, 49, 0, 6, 59, 6, 0, 4, 6, 23, 55, 37, 0, 14, 40, 2, 6, 3, 11, 0, 0, 0]",The Moon and the Thorn.
bit,"[42, 7, 1, 0, 45, 11, 1, 0, 40, 0, 5, 1, 0, 3, 0, 0, 22, 24, 0, 6, 37, 5]",The Moon and the Thorn.
come,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",The Moon and the Thorn.
pleased,"[5, 0, 8, 5]",The Moon and the Thorn.
thrusting,"[0, 5, 0, 0, 14, 6, 0, 1, 0, 5, 0, 0, 0, 1, 0, 0]",The Moon and the Thorn.
.,[],The Moon and the Thorn.
captain,"[0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 10]",The Moon and the Thorn.
takin',[],The Moon and the Thorn.
baby,"[0, 0, 0, 0, 17, 0, 0, 6, 0, 0, 3, 0, 17]",The Moon and the Thorn.
nice,"[11, 1, 4, 0, 1, 0, 1, 0, 0, 0]",The Moon and the Thorn.
when,[],The Moon and the Thorn.
wife,"[34, 0]",The Moon and the Thorn.
up,"[307, 0, 4, 3, 0, 0]",The Moon and the Thorn.
next,"[0, 47, 37, 20, 0, 0]",The Moon and the Thorn.
always,"[59, 46, 0, 0, 7, 3, 0, 4]",The Moon and the Thorn.
bedstraw,[0],The Moon and the Thorn.
does,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 0, 163, 46, 0, 5, 6, 6, 0, 0, 0, 0, 3, 1, 9, 0, 22, 1, 84, 0]",The Moon and the Thorn.
drab-haired,[],The Moon and the Thorn.
bloom,"[0, 4, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",The Moon and the Thorn.
laugh,"[0, 0, 0, 2, 10, 6, 0, 0]",The Moon and the Thorn.
Thank,"[0, 0]",The Moon and the Thorn.
reasons,"[1, 30, 0, 0, 0, 4, 9, 2, 18, 5, 21]",The Moon and the Thorn.
by,"[40, 497, 7, 39]",The Moon and the Thorn.
lively,"[0, 0, 2, 1, 0, 0, 0, 26, 0, 1, 4, 0, 0, 1, 5]",The Moon and the Thorn.
aspects,"[1, 17, 12, 0, 59, 8, 0, 62, 3, 14, 0]",The Moon and the Thorn.
still,"[0, 2, 115, 4, 12, 0, 0, 0, 0, 6, 2, 0, 103, 0, 0, 11, 9, 0, 0, 47, 0, 0, 0, 1, 3, 0, 0, 6, 0, 3, 0, 1, 35, 6, 0, 2, 0, 0]",The Moon and the Thorn.
mine,[9],The Moon and the Thorn.
reflective,"[1, 0, 0, 0, 1, 0, 0, 0, 0]",The Moon and the Thorn.
),[],The Moon and the Thorn.
less,"[0, 0, 68, 0]",The Moon and the Thorn.
blame,"[0, 2, 2, 0, 0, 5, 3, 0, 0, 8, 2, 1, 9, 1, 0, 1, 1, 0, 3]",The Moon and the Thorn.
earth,"[0, 16, 1, 0, 96, 11, 0, 32, 0, 21, 0]",The Moon and the Thorn.
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",The Moon and the Thorn.
sprawled,"[0, 0]",The Moon and the Thorn.
size,"[0, 18, 0]",The Moon and the Thorn.
regarded,"[5, 0, 17, 102, 11, 7, 10]",The Moon and the Thorn.
walking,"[0, 8, 17, 0]",The Moon and the Thorn.
Impossible,"[0, 0, 14, 0, 0, 0, 1]",The Moon and the Thorn.
went,"[1, 0, 0, 0, 0, 0, 0, 26, 11, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 127, 83, 0, 123, 0, 0, 8, 19, 0, 0, 13, 6, 0, 33, 12, 0, 0, 43, 0, 0, 20, 0, 90, 25, 5, 0, 0, 0, 19, 17, 3, 1, 0, 6, 0]",The Moon and the Thorn.
dryly,"[0, 1, 0]",The Moon and the Thorn.
morality,"[3, 0, 0, 0]",The Moon and the Thorn.
light,"[0, 3, 0, 0, 1, 0, 0, 0, 16, 0, 0, 26, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 4, 0, 0, 0, 0, 0, 47, 0, 8, 2, 2, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0]",The Moon and the Thorn.
I,"[321, 786, 0, 0, 24, 1, 3, 0, 5, 29, 0]",The Moon and the Thorn.
honeysuckle,"[0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
stood,"[0, 5, 0, 0, 0, 0, 6, 0, 0, 13, 19, 0, 2, 0, 3, 0, 0]",The Moon and the Thorn.
dawn,"[0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
vague,"[0, 1, 3, 1, 1, 0, 2]",The Moon and the Thorn.
shuffling,"[1, 0, 0, 113, 0, 2, 0, 0]",The Moon and the Thorn.
eyes,"[70, 0, 20, 0, 23, 15, 0, 0, 11]",The Moon and the Thorn.
more,"[0, 271, 0, 0, 7, 0]",The Moon and the Thorn.
fallen,"[13, 0, 4, 0, 0, 0, 0, 0, 1, 47, 3, 1, 6, 20, 0, 2, 1, 12, 0, 0, 84]",The Moon and the Thorn.
most,"[0, 3, 237, 104, 18, 0, 66, 23, 0]",The Moon and the Thorn.
artless,"[0, 0, 0, 0]",The Moon and the Thorn.
understood,"[17, 0, 0, 0, 1, 21, 0, 8, 2, 4, 0, 102, 0, 6, 12]",The Moon and the Thorn.
subdued,"[0, 0, 3, 0, 1, 0, 0, 0, 0, 11, 9, 0, 0, 6, 2, 3, 0, 0, 0, 0, 0, 2, 5, 0, 0, 1, 0, 1]",The Moon and the Thorn.
into,[],The Moon and the Thorn.
my,[],The Moon and the Thorn.
gathering,"[0, 19, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 5]",The Moon and the Thorn.
an,"[0, 0]",The Moon and the Thorn.
remember,"[15, 0, 1, 65, 1, 0, 0, 5, 0, 0, 0]",The Moon and the Thorn.
growing,"[0, 0, 13, 1, 0, 7, 12, 1, 0, 3, 8, 0, 12, 0, 123, 10, 23, 16, 2, 37, 48]",The Moon and the Thorn.
beat,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 6, 3, 0, 1, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 23, 0, 0, 0, 0, 2, 0, 7, 0, 8]",The Moon and the Thorn.
scanty,"[0, 0, 5, 5, 0, 0]",The Moon and the Thorn.
acknowledgments,"[0, 4, 2, 0, 3, 1, 0, 5, 9]",The Moon and the Thorn.
--,[],The Moon and the Thorn.
downstairs,"[0, 0, 2, 10, 0]",The Moon and the Thorn.
actions,"[0, 52, 8, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",The Moon and the Thorn.
leaving,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 12, 32, 16, 0, 71, 0, 218, 0, 0, 9, 0, 20, 27, 51, 9]",The Moon and the Thorn.
dam',[],The Moon and the Thorn.
gave,"[0, 13, 1, 113, 0, 0, 492, 0, 6, 4, 3, 0, 1, 32, 0, 0, 6, 6, 1, 0, 13, 19, 1, 12, 0, 11, 0, 0, 6, 1, 50, 3, 10, 3, 38, 51, 36, 17, 7, 0, 2]",The Moon and the Thorn.
taking,"[7, 3, 0, 113, 18, 0, 0, 5, 0, 0, 3, 6, 14, 0, 1, 1, 1, 0, 5, 7, 20, 2, 9, 0, 492, 5, 0, 0, 3, 10, 1, 0, 5, 123, 5, 16, 1, 1, 11, 7, 0, 0, 4, 9, 1, 0, 0, 10, 0, 3, 80, 20, 2, 24, 21, 6, 0, 0, 2, 0, 22, 6, 4, 1, 17, 4, 4, 5, 18, 54]",The Moon and the Thorn.
cheerfully,[1],The Moon and the Thorn.
graveyard,"[0, 0, 0, 0, 0, 0, 0]",The Moon and the Thorn.
hope,"[0, 3, 22, 9, 0, 7, 0, 16]",The Moon and the Thorn.
yesterday,[6],The Moon and the Thorn.
limp,"[0, 4, 1, 0, 0]",The Moon and the Thorn.
Go,"[3, 1, 0, 0, 0, 0, 1, 0, 0, 26, 11, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 2, 1, 0, 0, 0, 127, 83, 0, 123, 0, 0, 8, 19, 0, 0, 11, 13, 6, 0, 33, 12, 0, 0, 43, 0, 0, 19, 20, 0, 3, 19, 0, 90, 37, 0, 25, 0, 5, 0, 0, 0, 0, 17, 3, 6, 0]",The Moon and the Thorn.
look,"[0, 0, 0, 59, 4, 102, 6, 7, 6, 15, 3, 0, 23, 62, 5, 7, 41, 37, 14, 4, 0, 2, 10, 26, 14, 8, 0, 23, 0]",The Moon and the Thorn.
days,"[7, 1, 0, 133, 0, 0, 56, 36, 0, 0, 0, 0, 1, 0]",The Moon and the Thorn.
wall,"[0, 0, 0, 0, 12, 0, 1, 14]",The Moon and the Thorn.
once,"[0, 0, 0, 0, 0, 53, 0]",The Moon and the Thorn.
Island,[5],The Moon and the Thorn.
lay,"[51, 29, 72, 8, 0, 0, 1, 0, 1, 0, 46, 2, 16, 0, 0, 0, 19]",The Moon and the Thorn.
about,"[0, 85, 3, 237, 0, 6, 2, 104, 18, 0, 0, 0, 66, 0, 182, 23, 0]",The Moon and the Thorn.
profound,"[6, 4, 0, 18, 0, 25, 0, 0]",The Moon and the Thorn.
Delia,[],The Moon and the Thorn.
Tredding,[],The Moon and the Thorn.
hoping,"[22, 0, 7, 0, 0, 0, 16]",The Moon and the Thorn.
window,"[13, 0]",The Moon and the Thorn.
Cotter's,[],The Moon and the Thorn.
kind,"[39, 18, 10, 2, 57, 0]",The Moon and the Thorn.
black,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 5, 2, 0, 0, 21, 0, 0, 0, 0, 0, 31, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3]",The Moon and the Thorn.
last,"[0, 26, 0, 0, 0, 2, 0, 18, 2, 0, 83, 69, 2, 7, 0, 0, 0, 0, 0, 0, 51, 0, 27, 0, 3, 90, 5, 0, 21]",The Moon and the Thorn.
