held,"[0, 1, 0, 1, 2, 0, 17, 0, 3, 12, 36, 1, 51, 4, 0, 0, 0, 1, 2, 6, 0, 0, 13, 1, 1, 0, 2, 5, 5, 0, 0, 0, 9, 0, 113, 3, 3, 80, 0, 1, 4, 1, 6, 3, 10, 38, 0, 2, 35, 0, 6, 0, 0, 0, 492, 7]",The Sheep's in the Meadow
platoons,[0],The Sheep's in the Meadow
stands,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 13, 0, 2, 0, 0, 0, 0, 0, 5, 1, 1, 1, 0, 3, 0, 6, 0, 0, 19, 0]",The Sheep's in the Meadow
dull,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 0, 5, 0]",The Sheep's in the Meadow
crowd,"[4, 0, 8, 2, 4, 1, 8]",The Sheep's in the Meadow
surpassed,"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",The Sheep's in the Meadow
caps,"[1, 0, 0, 0, 0, 6, 0, 0, 1, 8, 4, 0, 0, 3]",The Sheep's in the Meadow
been,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",The Sheep's in the Meadow
braids,"[0, 0, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
scenes,"[12, 8, 3, 0, 20, 5, 0, 15, 17, 8, 1, 0, 0]",The Sheep's in the Meadow
night's,[],The Sheep's in the Meadow
down,"[1, 13, 0, 0, 32, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 146, 0, 0, 1, 2, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
renewed,"[0, 0, 1, 1]",The Sheep's in the Meadow
returned,"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 51, 5, 0, 20, 0, 0, 0, 6, 0, 0, 1, 12, 0, 2, 1]",The Sheep's in the Meadow
discussed,"[0, 0, 0, 2, 3]",The Sheep's in the Meadow
self,"[2, 7]",The Sheep's in the Meadow
plaster,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",The Sheep's in the Meadow
rattle,"[0, 0, 1]",The Sheep's in the Meadow
cruelly,[1],The Sheep's in the Meadow
others,[],The Sheep's in the Meadow
Where,[],The Sheep's in the Meadow
silent,"[1, 1, 0, 0, 103, 0, 0, 6, 12]",The Sheep's in the Meadow
epaulets,"[0, 0]",The Sheep's in the Meadow
uniforms,[6],The Sheep's in the Meadow
knowledge,"[0, 0, 18]",The Sheep's in the Meadow
definite,[6],The Sheep's in the Meadow
city,"[0, 44, 0]",The Sheep's in the Meadow
woeful,"[0, 0, 1, 2, 1, 0]",The Sheep's in the Meadow
sensations,"[0, 0, 0, 0, 0, 0, 0, 1, 3, 40, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 2]",The Sheep's in the Meadow
lessons,"[15, 23, 1, 0, 0]",The Sheep's in the Meadow
'',[],The Sheep's in the Meadow
noisemakers,[0],The Sheep's in the Meadow
himself,[],The Sheep's in the Meadow
serenaded,[0],The Sheep's in the Meadow
window,"[13, 0]",The Sheep's in the Meadow
than,[],The Sheep's in the Meadow
whose,[],The Sheep's in the Meadow
bearing,"[4, 0, 19, 0, 4, 0, 0, 1, 3, 0, 17, 2, 0, 0, 0, 0, 0, 0, 8, 6, 4, 15, 13, 0, 9, 6, 9, 5, 0, 0, 0, 3, 0, 0, 3, 6, 0, 19, 0, 7, 2, 3, 0, 4, 492]",The Sheep's in the Meadow
dared,"[5, 1, 0, 0]",The Sheep's in the Meadow
delight,"[5, 0, 4, 0, 0, 1, 17, 5, 0, 0, 0, 0, 6]",The Sheep's in the Meadow
beginning,"[0, 20, 4, 0, 0, 0, 0, 0, 0, 0, 169, 19, 8, 0, 4, 0, 1, 0, 0, 0, 123, 1]",The Sheep's in the Meadow
tossing,"[0, 0, 0, 0, 2, 0, 0, 0, 16, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0]",The Sheep's in the Meadow
abrupt,"[1, 0, 2, 14]",The Sheep's in the Meadow
prints,"[0, 10, 0, 0, 0]",The Sheep's in the Meadow
celebrants,"[0, 0, 0]",The Sheep's in the Meadow
bleats,"[0, 0, 0, 0]",The Sheep's in the Meadow
served,"[0, 4, 25, 6, 1, 0, 163, 0, 0, 0, 1, 19, 41, 1, 12, 0, 9, 0]",The Sheep's in the Meadow
signpost,"[0, 0]",The Sheep's in the Meadow
would,[],The Sheep's in the Meadow
longer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 28]",The Sheep's in the Meadow
across,"[36, 0, 1]",The Sheep's in the Meadow
superior,"[0, 0, 0, 0, 0, 1, 9, 1, 2, 0]",The Sheep's in the Meadow
flowers,"[0, 1, 1, 0, 4, 0, 0, 1]",The Sheep's in the Meadow
as,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",The Sheep's in the Meadow
packing,"[0, 1, 0, 1, 0, 1, 0, 0, 9, 0, 0, 1, 1, 0, 0, 0, 0, 0, 80]",The Sheep's in the Meadow
book,"[0, 0, 2, 0, 17, 0, 0, 19, 12, 0, 1, 4, 4, 0, 0, 11, 0, 0, 0, 0, 0, 3, 0, 0, 0]",The Sheep's in the Meadow
Astor,"[0, 0, 0, 0]",The Sheep's in the Meadow
fool,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 10, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1]",The Sheep's in the Meadow
uneasy,"[3, 0, 0, 1, 0, 1, 1, 4]",The Sheep's in the Meadow
merrymaking,"[0, 0, 0]",The Sheep's in the Meadow
jerky,"[0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
optimism,[3],The Sheep's in the Meadow
borough,[0],The Sheep's in the Meadow
they,[],The Sheep's in the Meadow
you,[],The Sheep's in the Meadow
unavailable,[1],The Sheep's in the Meadow
members,"[7, 1, 0, 0, 0, 0]",The Sheep's in the Meadow
When,[],The Sheep's in the Meadow
blasted,"[1, 2, 2, 0, 2, 0, 1, 0, 2, 1, 0, 1, 0, 5, 3, 1, 0, 6, 1, 0, 1, 5, 2]",The Sheep's in the Meadow
How,[],The Sheep's in the Meadow
blooded,"[0, 7, 0, 0]",The Sheep's in the Meadow
doubt,"[0, 1, 0, 0, 14, 0, 33]",The Sheep's in the Meadow
at,"[35, 0, 0, 580]",The Sheep's in the Meadow
saying,"[12, 0, 49, 14, 70, 1, 0, 18, 0, 21, 0, 0, 34, 0, 0, 39, 0]",The Sheep's in the Meadow
took,"[5, 0, 0, 0, 1, 21, 0, 0, 0, 0, 22, 3, 2, 6, 7, 0, 24, 0, 3, 1, 0, 0, 0, 1, 20, 4, 4, 3, 1, 10, 6, 1, 4, 7, 2, 7, 0, 5, 14, 9, 0, 113, 5, 5, 9, 2, 0, 11, 0, 18, 1, 17, 16, 0, 5, 5, 10, 20, 54, 1, 1, 6, 123, 80, 492, 3]",The Sheep's in the Meadow
crossing,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",The Sheep's in the Meadow
turned,"[0, 1, 0, 0, 4, 7, 33, 3, 0, 0, 4, 127, 37, 102, 0, 54, 0, 0, 0, 0, 0, 12, 0, 0, 0]",The Sheep's in the Meadow
door,"[36, 2, 0, 0]",The Sheep's in the Meadow
unconcerned,[0],The Sheep's in the Meadow
much,"[0, 47, 0, 0, 0, 111, 11, 6]",The Sheep's in the Meadow
their,[],The Sheep's in the Meadow
our,[],The Sheep's in the Meadow
if,[],The Sheep's in the Meadow
unwanted,"[1, 0]",The Sheep's in the Meadow
the,[],The Sheep's in the Meadow
planning,"[8, 0, 6, 4, 18, 15, 2, 0]",The Sheep's in the Meadow
distant,"[5, 0, 12, 8, 0]",The Sheep's in the Meadow
There,"[0, 0, 0, 0, 276, 0]",The Sheep's in the Meadow
nearly,"[23, 0, 0, 18, 66, 237, 1, 4, 3, 104]",The Sheep's in the Meadow
ragged,"[0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 0, 0, 0, 0, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",The Sheep's in the Meadow
which,[],The Sheep's in the Meadow
standing,"[3, 0, 6, 0, 0, 0, 0, 0, 0, 19, 8, 0, 5, 0, 13, 2, 0, 0]",The Sheep's in the Meadow
moist,"[4, 0, 0]",The Sheep's in the Meadow
meanwhile,"[1, 0, 1, 0, 2]",The Sheep's in the Meadow
ears,"[3, 0, 0, 0, 0]",The Sheep's in the Meadow
(,[],The Sheep's in the Meadow
7:25,[],The Sheep's in the Meadow
thick,"[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 15]",The Sheep's in the Meadow
step,"[0, 12, 0, 0, 1, 1, 0, 5, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 8, 0]",The Sheep's in the Meadow
stitches,"[0, 1, 0, 0]",The Sheep's in the Meadow
existence,"[0, 96, 22, 20, 0, 100, 0, 4]",The Sheep's in the Meadow
foreign,"[7, 7, 12, 0]",The Sheep's in the Meadow
wearing,"[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 13, 2, 1, 0, 0, 6, 2, 1, 0, 7, 0]",The Sheep's in the Meadow
hostess,"[0, 0, 0, 0]",The Sheep's in the Meadow
interplay,[1],The Sheep's in the Meadow
return,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 51, 5, 0, 0, 0, 1, 16, 1, 20, 0, 0, 6, 0, 0, 0, 0, 1, 0, 0, 0, 1, 12, 0, 2, 0, 80, 1, 0, 0]",The Sheep's in the Meadow
serving,"[1, 0, 0, 6, 4, 163, 1, 0, 0, 4, 9, 25, 1, 0, 41, 0, 0, 0, 19, 1, 4, 12]",The Sheep's in the Meadow
sailors,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
wide,"[0, 0, 0, 0, 0, 0, 3, 3, 0, 4, 0, 0, 0, 4, 24, 16, 0]",The Sheep's in the Meadow
Toffenetti's,[],The Sheep's in the Meadow
regulations,"[0, 0, 0, 0, 8, 3]",The Sheep's in the Meadow
cheered,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",The Sheep's in the Meadow
It,"[0, 0]",The Sheep's in the Meadow
envelope,"[0, 0]",The Sheep's in the Meadow
grand,"[0, 0, 0, 0, 12, 0, 0, 2, 4, 0, 1, 10, 4, 0, 1, 1, 0, 0, 0, 0, 5, 1, 0, 5, 1, 0, 0, 0, 3, 6, 0, 0, 3, 1, 1, 1, 3, 0, 4, 0, 2, 0, 0]",The Sheep's in the Meadow
September,"[0, 0, 0]",The Sheep's in the Meadow
among,[],The Sheep's in the Meadow
sense,"[0, 0, 37, 0, 6, 0, 1, 3, 0, 40, 0, 0, 0, 0]",The Sheep's in the Meadow
young,"[0, 0, 0, 92, 38, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]",The Sheep's in the Meadow
over,"[22, 0, 1, 0, 6, 0, 163]",The Sheep's in the Meadow
bugle,"[0, 0]",The Sheep's in the Meadow
courage,"[0, 0, 0, 4]",The Sheep's in the Meadow
whiskey,"[0, 3]",The Sheep's in the Meadow
passengers,"[0, 3]",The Sheep's in the Meadow
dispatching,"[22, 7, 1, 0, 0, 102, 0, 0, 0, 2, 3, 21]",The Sheep's in the Meadow
finally,"[0, 83, 18, 0, 0, 7, 3, 0, 0]",The Sheep's in the Meadow
grew,"[3, 7, 2, 10, 48, 0, 123, 12, 16, 0, 0, 12, 0, 1, 37]",The Sheep's in the Meadow
stationery,"[0, 0]",The Sheep's in the Meadow
steps,"[0, 12, 0, 0, 10, 1, 1, 0, 5, 0, 0, 0, 3, 5, 0, 6, 0, 0, 0, 0, 0, 8, 0]",The Sheep's in the Meadow
off,"[7, 1, 1, 0, 102, 0, 0, 2, 0, 54, 40, 21, 9]",The Sheep's in the Meadow
every,[49],The Sheep's in the Meadow
entranceway,"[0, 2, 0, 5, 0]",The Sheep's in the Meadow
:,[],The Sheep's in the Meadow
lived,"[5, 83, 0, 0, 49, 0, 129, 2, 722, 6, 0, 26, 90, 1, 0, 0]",The Sheep's in the Meadow
shame,"[0, 0, 0, 2, 1, 0, 0]",The Sheep's in the Meadow
stuffed,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 5, 15, 0, 0, 0, 0]",The Sheep's in the Meadow
more,"[7, 0, 0, 0, 271, 0]",The Sheep's in the Meadow
Eve,"[1, 0, 115, 14, 8]",The Sheep's in the Meadow
gave,"[19, 0, 1, 0, 0, 1, 3, 13, 38, 17, 6, 51, 36, 0, 6, 0, 1, 0, 113, 0, 6, 3, 7, 1, 3, 6, 13, 2, 10, 0, 50, 11, 0, 0, 12, 4, 0, 32, 492, 1, 0]",The Sheep's in the Meadow
flashy,"[0, 1, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0]",The Sheep's in the Meadow
New,"[0, 36, 12, 92, 3, 0, 1, 5, 38, 4, 4]",The Sheep's in the Meadow
guests,"[0, 0, 2, 0, 0, 0, 0]",The Sheep's in the Meadow
cheek,"[0, 5, 3, 0, 0, 0, 0, 62]",The Sheep's in the Meadow
ground,"[0, 0, 30, 0, 32, 3, 0, 0, 3, 0, 2, 0, 0, 0, 16, 0, 4, 59, 0, 1, 0, 24, 26, 2, 3, 3, 8, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
other,"[183, 41, 10]",The Sheep's in the Meadow
reunited,"[0, 0]",The Sheep's in the Meadow
electric,"[1, 0, 0, 0, 3, 0, 4]",The Sheep's in the Meadow
be,"[4, 12, 1, 0, 11, 722, 6, 0, 26, 0, 0, 21, 0, 6, 3, 0]",The Sheep's in the Meadow
mere,"[5, 6, 15]",The Sheep's in the Meadow
spilling,"[0, 0, 0, 0, 0, 1, 26, 1]",The Sheep's in the Meadow
houses,"[52, 0, 3, 0, 0, 0, 0, 0, 0, 54, 0, 2, 11, 13, 0, 74]",The Sheep's in the Meadow
coats,"[0, 0, 0, 18, 4]",The Sheep's in the Meadow
way,"[3, 0, 8, 27, 8, 0, 15, 6, 9, 123, 0, 31, 2]",The Sheep's in the Meadow
barricade,"[12, 18, 15, 0, 0, 0, 0, 1, 0]",The Sheep's in the Meadow
schoolgirlish,"[0, 1]",The Sheep's in the Meadow
again,"[0, 74, 0, 0]",The Sheep's in the Meadow
months,"[8, 0]",The Sheep's in the Meadow
confidence,"[0, 3, 2, 1, 7, 1, 0]",The Sheep's in the Meadow
painful,"[2, 7, 0, 4, 2, 0, 0, 2, 2, 2]",The Sheep's in the Meadow
Coffee,"[1, 0, 0, 10, 1, 1, 0, 0, 0]",The Sheep's in the Meadow
few,[71],The Sheep's in the Meadow
wit,"[0, 0, 0, 1, 1, 0, 0, 10, 0, 0, 14, 1]",The Sheep's in the Meadow
after-school,[0],The Sheep's in the Meadow
its,"[0, 0]",The Sheep's in the Meadow
prepare,"[46, 0, 4, 0, 113, 0, 0, 0, 0, 7, 0, 21, 1, 1, 0, 1, 12]",The Sheep's in the Meadow
kisses,"[0, 1, 0, 0, 0, 0]",The Sheep's in the Meadow
greetings,"[0, 1, 3, 5, 0]",The Sheep's in the Meadow
caused,"[113, 163, 123, 0, 1, 492, 18]",The Sheep's in the Meadow
news,"[1, 0, 0, 37, 0, 11, 2]",The Sheep's in the Meadow
bunkmate,[0],The Sheep's in the Meadow
early,"[183, 0, 41, 0, 0, 0, 10]",The Sheep's in the Meadow
adventurous,"[0, 0]",The Sheep's in the Meadow
We,[],The Sheep's in the Meadow
amazing,"[0, 0, 0, 0, 23, 0, 2, 6, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 123, 1, 0, 2]",The Sheep's in the Meadow
behaved,"[0, 3, 9, 6, 163, 0, 0, 22, 2]",The Sheep's in the Meadow
people,"[0, 2, 0, 0, 0, 102, 4]",The Sheep's in the Meadow
or,"[0, 0, 1, 1, 0, 0, 0]",The Sheep's in the Meadow
street,[23],The Sheep's in the Meadow
stride,"[12, 3, 5, 0, 1]",The Sheep's in the Meadow
sentences,"[0, 1, 3, 188, 0, 0, 0, 2]",The Sheep's in the Meadow
festive,"[2, 0, 0, 1]",The Sheep's in the Meadow
represented,"[1, 0, 2, 3, 0, 0, 11, 36, 2, 22, 23, 1, 13, 0, 1, 0, 6, 2, 0, 1, 722, 0]",The Sheep's in the Meadow
watched,"[12, 102, 0, 4, 0, 11, 17, 0, 1, 0, 4, 6, 0, 0, 0, 4, 0]",The Sheep's in the Meadow
wore,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 13, 1, 0, 0, 6, 2, 1, 7, 0]",The Sheep's in the Meadow
curdling,"[0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
obscure,"[0, 1, 0, 2, 0, 0, 6, 6, 1, 0, 0, 6, 1, 5, 0, 2, 31, 1, 0, 0, 0, 0, 3, 1]",The Sheep's in the Meadow
away,"[309, 497, 102, 40, 7, 29, 9]",The Sheep's in the Meadow
bundled,"[0, 0, 0, 4, 0, 1, 1, 0, 0, 0, 0]",The Sheep's in the Meadow
special,"[20, 10, 1, 6, 5, 0, 24]",The Sheep's in the Meadow
correspondent,"[0, 0, 0, 0, 0, 1, 0]",The Sheep's in the Meadow
flustered,"[0, 0, 0, 0, 0]",The Sheep's in the Meadow
sat,"[0, 0, 0, 2, 0, 12, 0, 8, 0, 1, 10, 9]",The Sheep's in the Meadow
received,"[4, 13, 7, 49, 2, 0, 123, 3, 55, 0, 1, 10, 5, 492, 19]",The Sheep's in the Meadow
attain,"[0, 0, 3, 0, 113, 1, 0, 1, 0, 1, 0, 0, 0, 5, 7, 21, 11]",The Sheep's in the Meadow
evening,"[1, 1, 0, 115, 14, 14, 0]",The Sheep's in the Meadow
knew,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 49]",The Sheep's in the Meadow
refused,"[3, 0, 4, 0, 4, 1, 1, 0, 2]",The Sheep's in the Meadow
we,[],The Sheep's in the Meadow
supposed,"[0, 1, 0, 0, 12, 0, 0, 0, 0, 65, 0, 0, 0, 0, 12, 0, 14, 10, 0, 3, 70, 0, 0, 0, 0]",The Sheep's in the Meadow
five,"[0, 0, 0, 0, 0, 0, 35, 0, 1, 0, 0, 7, 0, 0, 18]",The Sheep's in the Meadow
devil's,[],The Sheep's in the Meadow
for,[],The Sheep's in the Meadow
get,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",The Sheep's in the Meadow
?,[],The Sheep's in the Meadow
authority,"[0, 0, 4, 3, 16, 0, 1, 0, 0, 2, 0, 1, 1, 1, 0, 2, 0]",The Sheep's in the Meadow
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]",The Sheep's in the Meadow
house,"[52, 0, 3, 0, 0, 0, 0, 0, 0, 54, 0, 2, 11, 13, 0, 74]",The Sheep's in the Meadow
family,"[52, 0, 4, 12, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 54, 1, 74]",The Sheep's in the Meadow
sleep,"[19, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0]",The Sheep's in the Meadow
rasps,"[0, 0, 0]",The Sheep's in the Meadow
models,"[8, 0, 0, 0, 1, 0, 10, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 23, 0, 8, 0, 0, 0, 0]",The Sheep's in the Meadow
bulky,[1],The Sheep's in the Meadow
he,"[2, 486, 0, 1039]",The Sheep's in the Meadow
friends,"[1, 1, 1, 0, 8, 1, 0, 0, 0, 1]",The Sheep's in the Meadow
concerning,"[0, 11, 1, 0, 5, 3, 33, 1, 0, 8, 1, 0]",The Sheep's in the Meadow
withdrawal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
done,"[32, 46, 163, 1, 3, 0, 0, 0, 0, 0, 22, 0, 9, 25, 113, 0, 6, 1, 5, 0, 0, 18, 125, 84, 3, 0, 6]",The Sheep's in the Meadow
shouted,"[5, 1, 5, 0, 0, 2, 25, 0, 0, 2, 0, 0, 4, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
teacher,"[2, 7]",The Sheep's in the Meadow
ear,"[3, 0, 0, 0, 0]",The Sheep's in the Meadow
As,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",The Sheep's in the Meadow
invited,"[0, 0, 0, 0, 7, 0, 0, 1, 0, 4, 0]",The Sheep's in the Meadow
exactly,"[13, 0, 0, 4, 115, 0, 0]",The Sheep's in the Meadow
hands,"[63, 0, 0, 0, 0, 51, 1, 0, 0, 0, 1, 0, 50, 11, 0, 0, 12, 20, 0, 51, 0, 0]",The Sheep's in the Meadow
kitchen,[15],The Sheep's in the Meadow
released,"[0, 0, 0, 3, 1, 0, 2, 7, 0, 0, 0, 37, 16, 0, 0, 22, 0, 0, 0, 0, 0, 0, 4]",The Sheep's in the Meadow
idea,"[0, 50, 7, 3, 67, 0, 31, 1, 0]",The Sheep's in the Meadow
Hotel,[5],The Sheep's in the Meadow
overcoat,"[0, 0, 1, 0]",The Sheep's in the Meadow
Should,[],The Sheep's in the Meadow
elaborate,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 2, 1]",The Sheep's in the Meadow
fill,"[0, 0, 0, 1, 1, 0, 19, 1, 1, 7, 80, 0, 0]",The Sheep's in the Meadow
Its,"[0, 0]",The Sheep's in the Meadow
consummated,"[0, 1]",The Sheep's in the Meadow
heart,"[0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 2, 3, 0, 1, 15, 2, 0, 2, 5, 14, 0, 0, 0, 11, 1, 0, 3, 1, 23]",The Sheep's in the Meadow
Scout,"[0, 0, 12, 0, 0, 5, 0, 0, 0, 0, 4, 0, 1, 1]",The Sheep's in the Meadow
visit,"[0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 4, 1, 8, 0, 0, 0, 0, 0, 1, 25, 0, 0, 102]",The Sheep's in the Meadow
unlike,"[0, 24, 1]",The Sheep's in the Meadow
brown,"[0, 8, 5, 0, 0, 0, 0, 0, 0, 0, 1]",The Sheep's in the Meadow
Catskill,[],The Sheep's in the Meadow
grandparents,[0],The Sheep's in the Meadow
death,"[51, 0, 83, 69, 4, 4, 4, 0, 0]",The Sheep's in the Meadow
mania,"[0, 3, 0, 2]",The Sheep's in the Meadow
corner,"[12, 4, 1, 1, 0, 0, 17, 0, 0, 0]",The Sheep's in the Meadow
knowing,"[0, 0, 0, 0, 0, 1, 12, 0, 2, 14, 0, 4, 0, 0, 0, 5, 0, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 129, 0, 0, 49]",The Sheep's in the Meadow
Nothing,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 38, 3, 13, 0, 0]",The Sheep's in the Meadow
Europe,"[0, 0, 0, 4, 0, 0, 0, 0]",The Sheep's in the Meadow
forays,"[0, 0, 0, 8, 17, 0, 0, 0, 0, 0, 1]",The Sheep's in the Meadow
Hatless,[0],The Sheep's in the Meadow
At,"[35, 0, 0, 580]",The Sheep's in the Meadow
only,"[3, 211, 13, 25, 1, 3, 0, 409, 4, 115, 17, 11, 3, 0, 0]",The Sheep's in the Meadow
Shop,"[0, 0, 0, 4, 0, 7, 0, 8, 1, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0]",The Sheep's in the Meadow
beach-head,[],The Sheep's in the Meadow
leather,[2],The Sheep's in the Meadow
breakup,"[1, 0, 0, 1]",The Sheep's in the Meadow
red-visored,[],The Sheep's in the Meadow
inadequate,"[0, 28, 6, 8]",The Sheep's in the Meadow
afternoon,"[13, 0]",The Sheep's in the Meadow
gaudy,"[0, 1, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0]",The Sheep's in the Meadow
leaves,"[1, 0, 0, 12, 0, 0, 0, 0, 27, 20, 0, 218, 51, 9, 3, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 32, 16]",The Sheep's in the Meadow
