w,vector_uso
ruined,"[4, 0, 0, 1, 10, 0, 0, 13, 0, 0, 2, 1, 5]",A Wreath for Garibaldi
never,"[0, 96]",A Wreath for Garibaldi
knew,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 49]",A Wreath for Garibaldi
can't,[],A Wreath for Garibaldi
we,[],A Wreath for Garibaldi
shakes,"[4, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0]",A Wreath for Garibaldi
for,[],A Wreath for Garibaldi
lost,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 3, 0, 9, 32, 3]",A Wreath for Garibaldi
brave,"[0, 0, 1, 2, 1, 0, 0, 0, 1, 2, 0, 8, 0]",A Wreath for Garibaldi
except,"[0, 1, 0, 0, 1, 19, 0]",A Wreath for Garibaldi
embarrassing,"[0, 0, 1, 0, 0, 15, 0, 0, 1, 0, 1, 0, 0]",A Wreath for Garibaldi
lose,"[3, 0, 3, 1, 0, 0, 0, 0, 9, 0]",A Wreath for Garibaldi
?,[],A Wreath for Garibaldi
planned,"[0, 6, 18, 1, 0, 15, 3, 0]",A Wreath for Garibaldi
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]",A Wreath for Garibaldi
house,"[52, 0, 3, 0, 0, 0, 0, 0, 0, 54, 0, 2, 11, 13, 0, 74]",A Wreath for Garibaldi
unsuccessful,"[0, 1, 0]",A Wreath for Garibaldi
really,"[40, 1, 0, 8, 33, 11, 81, 0]",A Wreath for Garibaldi
Mussolini's,[],A Wreath for Garibaldi
prisoner,"[2, 0]",A Wreath for Garibaldi
under,"[0, 71, 10]",A Wreath for Garibaldi
he,"[2, 486, 0, 1039]",A Wreath for Garibaldi
open,"[12, 0, 7, 0, 0, 38, 0, 51, 0, 2, 0, 0, 0, 25, 0, 3, 10, 0, 26, 0, 0, 0, 0, 0, 11, 18, 4, 0]",A Wreath for Garibaldi
persuasion,"[4, 67, 17, 1, 1, 0]",A Wreath for Garibaldi
done,"[32, 46, 163, 1, 3, 0, 0, 0, 0, 0, 22, 0, 9, 25, 113, 0, 6, 1, 5, 0, 0, 18, 125, 84, 3, 0, 6]",A Wreath for Garibaldi
face,"[0, 8, 0, 62, 59, 0, 61, 36, 0, 14, 3, 0, 41, 0, 0, 0, 1, 35, 5, 0]",A Wreath for Garibaldi
itself,[],A Wreath for Garibaldi
written,"[4, 0, 1, 14, 1, 0, 0, 0, 3, 10]",A Wreath for Garibaldi
successfully,[2],A Wreath for Garibaldi
SS,"[0, 0, 0, 0, 0, 1, 0, 3, 0, 11, 40, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0]",A Wreath for Garibaldi
As,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",A Wreath for Garibaldi
Lauro,[],A Wreath for Garibaldi
crossroads,"[0, 0, 1, 0, 3, 1, 0, 0, 0]",A Wreath for Garibaldi
diapers,"[0, 0, 0]",A Wreath for Garibaldi
idea,"[0, 50, 7, 3, 67, 0, 31, 1, 0]",A Wreath for Garibaldi
charge,"[37, 0, 0, 1, 0, 5, 4, 0, 1, 0, 1, 0, 1, 14, 0, 8, 0, 1, 0, 10, 4, 0, 1, 1, 0, 8, 0, 2, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 21, 0, 0, 2, 0, 1, 3, 9, 3, 6]",A Wreath for Garibaldi
money-fed,[],A Wreath for Garibaldi
Italian,[2],A Wreath for Garibaldi
Cristo,[],A Wreath for Garibaldi
alike,"[15, 1, 2, 176]",A Wreath for Garibaldi
Prague,"[0, 0, 0, 0]",A Wreath for Garibaldi
Shirt,[3],A Wreath for Garibaldi
is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",A Wreath for Garibaldi
companion,"[1, 8, 0, 2, 0, 2, 6, 0, 2, 15]",A Wreath for Garibaldi
apartment,"[6, 10]",A Wreath for Garibaldi
Nothing,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 38, 3, 13, 0, 0]",A Wreath for Garibaldi
soul,"[14, 28, 0, 0, 4, 7, 19, 4]",A Wreath for Garibaldi
shivered,"[0, 0, 0, 1]",A Wreath for Garibaldi
At,"[35, 0, 0, 580]",A Wreath for Garibaldi
softly,"[6, 2, 3, 10, 7]",A Wreath for Garibaldi
journal,"[0, 0, 0]",A Wreath for Garibaldi
escaped,"[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 4, 0]",A Wreath for Garibaldi
Were,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",A Wreath for Garibaldi
themselves,[],A Wreath for Garibaldi
national,"[0, 4, 25, 8, 54]",A Wreath for Garibaldi
flying,"[4, 13, 0, 0, 0, 0, 0, 20, 9, 5, 5, 2, 19, 0]",A Wreath for Garibaldi
spread,"[0, 0, 0, 0, 0, 38, 0, 0, 0, 4, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]",A Wreath for Garibaldi
resisting,"[3, 0, 0, 0, 19, 0, 0, 5, 1, 1, 0, 2, 0, 0]",A Wreath for Garibaldi
some,"[2, 0, 0, 0, 237, 6, 0, 85, 182]",A Wreath for Garibaldi
afternoon,"[13, 0]",A Wreath for Garibaldi
Seize,"[0, 0, 0, 0, 0, 0, 2, 2, 9, 0, 0, 0, 0, 1, 3, 6]",A Wreath for Garibaldi
cared,"[17, 176, 3, 21, 20, 0, 8, 10]",A Wreath for Garibaldi
comparable,"[2, 176, 5]",A Wreath for Garibaldi
old,"[10, 11, 0, 9, 79, 0, 0, 0, 0, 0, 1, 0, 10]",A Wreath for Garibaldi
butchery,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",A Wreath for Garibaldi
went,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 6, 0, 0, 26, 90, 43, 127, 0, 0, 0, 0, 11, 17, 3, 0, 6, 19, 0, 8, 13, 0, 0, 0, 0, 3, 83, 12, 0, 123, 0, 0, 0, 19]",A Wreath for Garibaldi
matters,"[1, 16, 25, 29, 53, 1, 0, 7]",A Wreath for Garibaldi
mustached,"[1, 0]",A Wreath for Garibaldi
mine,[9],A Wreath for Garibaldi
absurd,"[0, 0, 4, 0, 0, 0, 0, 3, 0, 0]",A Wreath for Garibaldi
etc.,"[5, 0, 1, 0]",A Wreath for Garibaldi
full,"[134, 0, 0, 0, 14, 8, 3, 0, 0, 0, 24, 16, 0, 22]",A Wreath for Garibaldi
Porta,"[0, 0, 11]",A Wreath for Garibaldi
surely,"[0, 0, 42, 16, 0, 9, 0]",A Wreath for Garibaldi
an,"[0, 0]",A Wreath for Garibaldi
all,"[13, 24, 352, 6, 2, 2, 28]",A Wreath for Garibaldi
On,"[839, 37]",A Wreath for Garibaldi
towering,"[1, 0, 0, 0, 0, 0, 0, 3]",A Wreath for Garibaldi
huge,"[2, 0, 0, 7]",A Wreath for Garibaldi
felt,"[0, 0, 37, 49, 0, 0, 40, 8, 0, 55, 49, 0, 1]",A Wreath for Garibaldi
wonderfully,"[0, 0, 0, 1, 1, 0, 0, 1]",A Wreath for Garibaldi
two,"[0, 158, 0, 0, 26]",A Wreath for Garibaldi
boy,"[0, 47, 27]",A Wreath for Garibaldi
go,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 3, 6, 0, 19, 0, 26, 90, 43, 127, 0, 0, 3, 0, 0, 37, 0, 0, 11, 17, 3, 0, 6, 1, 19, 0, 0, 8, 13, 0, 0, 0, 0, 3, 0, 0, 83, 0, 12, 0, 123, 0, 0, 0, 0, 19, 2]",A Wreath for Garibaldi
stories,"[4, 40, 0, 0, 0, 14, 0, 31, 0, 23, 0, 8, 13, 0, 1, 0]",A Wreath for Garibaldi
just,"[134, 211, 13, 11, 25, 7, 115, 4, 1, 15, 409, 4, 5, 1, 11, 0]",A Wreath for Garibaldi
body,"[0, 0, 0, 0, 3, 0, 50, 0, 2, 0, 1]",A Wreath for Garibaldi
masterpiece,"[0, 4]",A Wreath for Garibaldi
