w,vector_uso
returned,"[0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 51, 5, 0, 20, 0, 0, 0, 6, 0, 0, 1, 12, 0, 2, 1]",Dirty Dig Inn
mist-like,[],Dirty Dig Inn
observed,"[0, 0, 0, 8, 3, 5, 4, 3, 12, 8, 55, 13, 0, 12, 9, 1, 9, 11, 0, 35, 0, 0, 0]",Dirty Dig Inn
tart,"[0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",Dirty Dig Inn
silly,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 3, 1, 1, 0]",Dirty Dig Inn
others,[],Dirty Dig Inn
silent,"[1, 1, 0, 0, 103, 0, 0, 6, 12]",Dirty Dig Inn
unhappy,"[0, 0, 0, 0]",Dirty Dig Inn
straight,"[0, 16, 10, 0, 24, 0, 0, 0, 1, 0, 1, 0, 12, 4, 0, 16, 8]",Dirty Dig Inn
cabaret,"[0, 0, 0, 11, 0, 0, 0]",Dirty Dig Inn
known,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 24, 0, 0, 0, 129, 0, 0, 49]",Dirty Dig Inn
A,"[0, 147, 0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0]",Dirty Dig Inn
bath,"[0, 3, 4, 0, 0, 0, 1]",Dirty Dig Inn
ravenous,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0]",Dirty Dig Inn
'',[],Dirty Dig Inn
army,"[0, 0, 0, 7, 3, 0, 0, 0]",Dirty Dig Inn
ought,[],Dirty Dig Inn
than,[],Dirty Dig Inn
deeper,"[9, 0, 2, 0, 13, 7, 4, 0, 0, 15, 0, 3, 0]",Dirty Dig Inn
met,"[0, 11, 7, 0, 0, 2, 0, 3, 7, 0, 0, 23, 0, 1, 3, 1, 8, 0, 0, 0, 3, 0, 3, 0, 0, 102, 19]",Dirty Dig Inn
surprised,"[4, 13, 6]",Dirty Dig Inn
sober,"[1, 8, 4, 0, 1, 0, 1, 0, 9, 1]",Dirty Dig Inn
paid,"[0, 19, 0, 6, 0, 8, 6, 51, 0, 3, 0, 0, 2, 0]",Dirty Dig Inn
flop,"[84, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1]",Dirty Dig Inn
top,"[0, 29, 0, 1, 0, 0, 0, 1, 0, 3, 8, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 12, 0, 0, 0, 0, 0, 0]",Dirty Dig Inn
Swallow,"[2, 1, 0, 0, 0, 6, 1, 0, 0, 0, 15, 0, 0, 0]",Dirty Dig Inn
crocked,"[2, 2, 3, 1, 0, 0, 9, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Dirty Dig Inn
would,[],Dirty Dig Inn
grinned,[2],Dirty Dig Inn
Claire,[],Dirty Dig Inn
wet,"[2, 2, 3, 1, 0, 0, 9, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",Dirty Dig Inn
garlic,"[0, 0, 0]",Dirty Dig Inn
talked,"[0, 0, 0, 0, 0, 1, 0, 0, 14, 4, 0, 2, 0, 0, 26, 14, 0]",Dirty Dig Inn
dig,"[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 5, 0, 15, 0, 0, 0, 1, 0, 0, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",Dirty Dig Inn
And,[],Dirty Dig Inn
walked,"[17, 0]",Dirty Dig Inn
longer,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 28]",Dirty Dig Inn
I'd,[],Dirty Dig Inn
as,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",Dirty Dig Inn
type,"[35, 12, 0, 16, 0, 0]",Dirty Dig Inn
non,"[602, 0]",Dirty Dig Inn
you,[],Dirty Dig Inn
married,"[2, 0, 0, 0, 0, 0, 0, 16, 1, 0, 3, 0]",Dirty Dig Inn
When,[],Dirty Dig Inn
good,"[0, 25, 5, 82, 0, 24, 8, 0, 7, 0, 0, 0, 115, 8, 1, 134, 0, 7, 8, 0, 9, 23, 4, 1, 84, 0, 3, 2, 0, 0, 3, 0, 1, 2, 5, 0, 1]",Dirty Dig Inn
de,"[2, 0, 0, 0]",Dirty Dig Inn
wager,"[23, 0, 0, 2, 4]",Dirty Dig Inn
Tour,"[2, 0, 1, 1, 0, 90, 0, 3, 0, 37]",Dirty Dig Inn
Maybe,"[13, 18, 0, 13, 0, 0]",Dirty Dig Inn
dignity,"[6, 0, 0, 0, 0, 0]",Dirty Dig Inn
umbrella,[1],Dirty Dig Inn
Toward,[],Dirty Dig Inn
cup,"[0, 1, 0, 0]",Dirty Dig Inn
instead,"[23, 0, 0, 40]",Dirty Dig Inn
bottle,"[0, 0, 0, 6]",Dirty Dig Inn
at,"[35, 0, 0, 580]",Dirty Dig Inn
Farina,[0],Dirty Dig Inn
took,"[5, 0, 0, 0, 1, 21, 0, 0, 0, 0, 22, 3, 2, 6, 7, 0, 24, 0, 3, 1, 0, 0, 0, 1, 20, 4, 4, 3, 1, 10, 6, 1, 4, 7, 2, 7, 0, 5, 14, 9, 0, 113, 5, 5, 9, 2, 0, 11, 0, 18, 1, 17, 16, 0, 5, 5, 10, 20, 54, 1, 1, 6, 123, 80, 492, 3]",Dirty Dig Inn
turned,"[0, 1, 0, 0, 4, 7, 33, 3, 0, 0, 4, 127, 37, 102, 0, 54, 0, 0, 0, 0, 0, 12, 0, 0, 0]",Dirty Dig Inn
much,"[0, 47, 0, 0, 0, 111, 11, 6]",Dirty Dig Inn
aside,"[0, 0, 6, 497, 0, 40, 7, 0]",Dirty Dig Inn
if,[],Dirty Dig Inn
our,[],Dirty Dig Inn
understood,"[1, 0, 17, 8, 0, 4, 0, 0, 21, 0, 2, 6, 12, 0, 102]",Dirty Dig Inn
imagine,"[0, 12, 65, 0, 0, 12, 0, 14, 0]",Dirty Dig Inn
together,"[30, 0, 0]",Dirty Dig Inn
the,[],Dirty Dig Inn
packed,"[2, 9, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 80, 0, 2, 0]",Dirty Dig Inn
Thanks,"[0, 5, 0]",Dirty Dig Inn
There,"[0, 0, 0, 0, 276, 0]",Dirty Dig Inn
chuckle,"[0, 0, 0]",Dirty Dig Inn
eggs,"[1, 1, 0, 0, 0, 2, 0, 1, 10]",Dirty Dig Inn
reasons,"[4, 0, 1, 21, 0, 5, 2, 0, 9, 30, 18]",Dirty Dig Inn
which,[],Dirty Dig Inn
smile,"[2, 4, 4, 0]",Dirty Dig Inn
vital,"[0, 5, 0, 4, 2]",Dirty Dig Inn
drained,"[2, 0, 0, 0, 0, 27, 0]",Dirty Dig Inn
ears,"[3, 0, 0, 0, 0]",Dirty Dig Inn
(,[],Dirty Dig Inn
women,"[0, 0, 0, 0, 0, 0, 0, 48]",Dirty Dig Inn
sentence,"[0, 1, 3, 188, 0, 0, 0, 2]",Dirty Dig Inn
sun,"[0, 12, 1, 1, 0, 0, 10, 0, 0, 1, 0]",Dirty Dig Inn
sure,"[0, 0, 0, 9, 42, 2, 16, 0, 42, 0]",Dirty Dig Inn
thinking,"[15, 0, 0, 37, 12, 15, 0, 0, 0, 10, 5, 0, 65, 0, 2, 12, 67, 4, 0, 14, 5, 0, 0, 0, 0, 31, 0]",Dirty Dig Inn
slept,"[19, 0, 0, 0, 0]",Dirty Dig Inn
shocked,"[0, 0, 0, 0, 2, 0, 3, 7, 1, 23, 0, 0, 0, 0, 0, 0, 0]",Dirty Dig Inn
topcoat,"[0, 1, 0]",Dirty Dig Inn
caresses,"[0, 0]",Dirty Dig Inn
wisdom,"[0, 0, 1, 8, 0, 0]",Dirty Dig Inn
magnum,[0],Dirty Dig Inn
are,"[0, 12, 1, 11, 722, 6, 0, 26, 0, 21, 479, 0, 6, 3]",Dirty Dig Inn
feed,"[0, 1, 2, 51, 0, 0, 0, 0, 0, 74, 43, 6, 0, 8, 1]",Dirty Dig Inn
sex,"[0, 0, 1, 0, 0, 0, 4, 0, 0, 37, 0]",Dirty Dig Inn
happier,"[19, 1, 4, 0]",Dirty Dig Inn
unuttered,"[0, 0, 0, 0, 0, 0, 1, 0]",Dirty Dig Inn
It,"[0, 0]",Dirty Dig Inn
fixed,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 4, 0, 46, 0, 0, 7, 21, 0, 0, 0, 4, 113, 2, 0, 1, 7, 0, 0, 0, 2, 0, 3, 1, 0, 123, 6, 0, 0]",Dirty Dig Inn
fog,"[3, 0, 0, 6, 0, 0, 3, 1, 0, 0, 0, 0, 2]",Dirty Dig Inn
concentrated,"[0, 0, 33, 0, 0, 2, 6, 0, 0, 5, 2, 0, 5, 0, 0, 0, 23]",Dirty Dig Inn
remarked,"[9, 0, 9, 9, 0, 4, 8]",Dirty Dig Inn
among,[],Dirty Dig Inn
sweeter,"[0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]",Dirty Dig Inn
second,"[13, 1, 24, 0, 0, 0, 1, 0, 5, 0, 40, 1, 162, 0, 0, 0, 0, 0, 0, 45, 0]",Dirty Dig Inn
young,"[0, 0, 0, 92, 38, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]",Dirty Dig Inn
over,"[22, 0, 1, 0, 6, 0, 163]",Dirty Dig Inn
mirror,[1],Dirty Dig Inn
any,"[168, 0, 14]",Dirty Dig Inn
before,"[14, 123, 0, 17]",Dirty Dig Inn
somewhere,"[1, 5]",Dirty Dig Inn
soberly,"[0, 0, 1]",Dirty Dig Inn
today,"[28, 2, 129]",Dirty Dig Inn
didn't,[],Dirty Dig Inn
off,"[7, 1, 1, 0, 102, 0, 0, 2, 0, 54, 40, 21, 9]",Dirty Dig Inn
help,"[1, 0, 7, 19, 41, 1, 3, 3, 9, 0, 0, 0]",Dirty Dig Inn
:,[],Dirty Dig Inn
You,[],Dirty Dig Inn
Cancer,"[0, 0, 0, 0, 0, 0]",Dirty Dig Inn
more,"[7, 0, 0, 0, 271, 0]",Dirty Dig Inn
without,[],Dirty Dig Inn
gave,"[19, 0, 1, 0, 0, 1, 3, 13, 38, 17, 6, 51, 36, 0, 6, 0, 1, 0, 113, 0, 6, 3, 7, 1, 3, 6, 13, 2, 10, 0, 50, 11, 0, 0, 12, 4, 0, 32, 492, 1, 0]",Dirty Dig Inn
Is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",Dirty Dig Inn
He,"[2, 486, 0, 1039]",Dirty Dig Inn
got,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",Dirty Dig Inn
other,"[183, 41, 10]",Dirty Dig Inn
turning,"[0, 1, 0, 0, 4, 7, 33, 3, 0, 0, 4, 127, 37, 0, 0, 0, 0, 12, 0, 0, 12, 0, 0, 0]",Dirty Dig Inn
glamorous,"[0, 0]",Dirty Dig Inn
be,"[4, 12, 1, 0, 11, 722, 6, 0, 26, 0, 0, 21, 0, 6, 3, 0]",Dirty Dig Inn
Orly,[0],Dirty Dig Inn
Hun,"[0, 0, 0, 3, 0]",Dirty Dig Inn
Arc,"[3, 0, 1, 0, 0, 3, 2, 0]",Dirty Dig Inn
rather,"[0, 23, 40, 0, 1, 28, 0, 3]",Dirty Dig Inn
frozen,"[1, 0, 0, 0, 1, 0, 7, 0, 1, 0, 0, 1, 0, 0, 0, 15, 0, 0, 6]",Dirty Dig Inn
way,"[3, 0, 8, 27, 8, 0, 15, 6, 9, 123, 0, 31, 2]",Dirty Dig Inn
hole,"[0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 6]",Dirty Dig Inn
circle,"[3, 0, 0, 0, 4, 3, 0, 0, 46, 0, 0, 0, 10, 0, 0, 12, 3, 0, 0, 0]",Dirty Dig Inn
business,"[0, 39, 3, 0, 0, 5, 31, 0, 5, 0, 0, 0, 0, 24, 0, 0]",Dirty Dig Inn
taste,"[0, 7, 0, 0, 0, 22, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0]",Dirty Dig Inn
few,[71],Dirty Dig Inn
laugh,"[0, 0, 0, 10, 2, 0, 0, 6]",Dirty Dig Inn
liked,"[17, 21, 176, 9]",Dirty Dig Inn
value,"[0, 0, 1, 13, 0, 1, 1, 0, 1, 7, 17, 8, 0, 1, 0, 17]",Dirty Dig Inn
duds,"[0, 0, 0, 6, 0, 0, 0, 0, 0]",Dirty Dig Inn
everything,[],Dirty Dig Inn
slowly,"[21, 16, 5, 0, 0]",Dirty Dig Inn
happened,"[0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 3, 55, 17, 0, 0, 3, 14]",Dirty Dig Inn
tourist,"[0, 0, 0]",Dirty Dig Inn
because,[],Dirty Dig Inn
dim,"[0, 0, 21, 1, 0, 0, 3, 2, 7, 1, 1, 1, 0, 5, 0, 0, 0, 0]",Dirty Dig Inn
Non,"[602, 0]",Dirty Dig Inn
We,[],Dirty Dig Inn
pot,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 12, 2, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 10, 12, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 20, 0, 18, 0, 0, 235]",Dirty Dig Inn
or,"[0, 0, 1, 1, 0, 0, 0]",Dirty Dig Inn
What,[],Dirty Dig Inn
cognac,[0],Dirty Dig Inn
sort,"[1, 0, 18, 2, 0, 5, 0, 57, 10, 39, 0, 0, 12]",Dirty Dig Inn
Triomphe,[],Dirty Dig Inn
coffee,"[1, 0, 0, 10, 1, 1, 0, 0, 0]",Dirty Dig Inn
hours,"[5, 15, 0, 21, 0, 0]",Dirty Dig Inn
debauchery,"[0, 1, 0, 0, 0, 0, 0, 1]",Dirty Dig Inn
away,"[309, 497, 102, 40, 7, 29, 9]",Dirty Dig Inn
far,"[0, 0, 0, 57, 0, 0]",Dirty Dig Inn
teeth,"[1, 10, 0]",Dirty Dig Inn
empty,"[1, 0, 0, 0, 3, 0, 1, 0, 12]",Dirty Dig Inn
nice,"[1, 0, 0, 1, 0, 1, 0, 0, 4, 11]",Dirty Dig Inn
three,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 56, 0, 0, 0]",Dirty Dig Inn
sat,"[0, 0, 0, 2, 0, 12, 0, 8, 0, 1, 10, 9]",Dirty Dig Inn
never,"[0, 96]",Dirty Dig Inn
evening,"[1, 1, 0, 115, 14, 14, 0]",Dirty Dig Inn
knew,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 49]",Dirty Dig Inn
we,[],Dirty Dig Inn
recent,"[0, 0, 0, 15, 30, 1]",Dirty Dig Inn
for,[],Dirty Dig Inn
anyway,"[0, 0, 6, 3, 0, 0]",Dirty Dig Inn
eye,"[0, 0, 0, 0, 11, 15, 20, 23]",Dirty Dig Inn
fresh,"[0, 92, 0, 0, 18, 0, 0, 4, 0, 0, 12, 0, 4, 0, 0, 0, 0, 0, 0, 1, 3, 1, 5, 1]",Dirty Dig Inn
?,[],Dirty Dig Inn
lots,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 0, 0, 0, 2, 12, 0, 0, 13, 46, 0, 0, 3, 1, 4, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 4, 0, 0, 0, 0, 12, 1, 0, 0, 111, 10, 0, 3, 3, 4, 8, 0, 0, 0, 11, 0, 0, 0, 20, 0, 0, 0, 18, 9, 0, 10]",Dirty Dig Inn
eyes,"[0, 0, 0, 0, 11, 15, 70, 20, 23]",Dirty Dig Inn
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]",Dirty Dig Inn
really,"[40, 1, 0, 8, 33, 11, 81, 0]",Dirty Dig Inn
lug,"[0, 1, 15, 1, 0, 0, 0, 5, 0, 0, 0]",Dirty Dig Inn
better,"[0, 25, 0, 20, 5, 82, 57, 0, 5, 24, 0, 8, 0, 7, 0, 1, 0, 115, 0, 1, 8, 134, 36, 0, 4, 0, 13, 8, 0, 9, 23, 0, 1, 84, 0, 3, 8, 2, 0, 0, 0, 3, 0, 2, 5, 0, 0, 1]",Dirty Dig Inn
d'Eiffel,[],Dirty Dig Inn
under,"[0, 71, 10]",Dirty Dig Inn
he,"[2, 486, 0, 1039]",Dirty Dig Inn
Wild,"[1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 7, 1, 0, 5, 0, 0, 9, 0, 0, 0, 3, 10, 1, 0, 0]",Dirty Dig Inn
face,"[0, 8, 0, 62, 59, 0, 61, 36, 0, 14, 3, 0, 41, 0, 0, 0, 1, 35, 5, 0]",Dirty Dig Inn
itself,[],Dirty Dig Inn
As,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",Dirty Dig Inn
anesthetic,"[0, 0, 0, 0]",Dirty Dig Inn
scald,"[0, 1, 1]",Dirty Dig Inn
faim,[],Dirty Dig Inn
idea,"[0, 50, 7, 3, 67, 0, 31, 1, 0]",Dirty Dig Inn
reinforce,"[1, 0, 0]",Dirty Dig Inn
noblesse,"[0, 1]",Dirty Dig Inn
tricks,"[0, 0, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 13, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0]",Dirty Dig Inn
nitrogen,"[17, 0, 0]",Dirty Dig Inn
awoke,"[4, 0, 0, 2, 0, 0, 1]",Dirty Dig Inn
bitter,"[1, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 6]",Dirty Dig Inn
hot,"[1, 12, 0, 0, 0, 26]",Dirty Dig Inn
is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",Dirty Dig Inn
apartment,"[6, 10]",Dirty Dig Inn
age,"[0, 0, 2, 0, 0, 33, 0, 0, 0, 133, 0]",Dirty Dig Inn
Monsieur,[0],Dirty Dig Inn
sorry,"[3, 0, 0, 13, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 31, 0, 1, 5, 19, 0, 0, 0, 0]",Dirty Dig Inn
sorted,"[1, 0, 0, 2, 18, 1, 5, 0, 0, 12, 0]",Dirty Dig Inn
Capricorn,"[0, 0, 0, 0]",Dirty Dig Inn
only,"[3, 211, 13, 25, 1, 3, 0, 409, 4, 115, 17, 11, 3, 0, 0]",Dirty Dig Inn
ate,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 6, 0, 8, 0]",Dirty Dig Inn
showered,"[0, 0, 0]",Dirty Dig Inn
some,"[2, 0, 0, 0, 237, 6, 0, 85, 182]",Dirty Dig Inn
chuckled,"[0, 0, 0]",Dirty Dig Inn
events,"[5, 0, 27, 16, 35, 27, 6, 8]",Dirty Dig Inn
hunger,"[1, 0, 0, 0, 1, 0, 1, 1]",Dirty Dig Inn
dangerously,"[0, 0, 0]",Dirty Dig Inn
cared,"[17, 176, 3, 21, 20, 0, 8, 10]",Dirty Dig Inn
frame,"[3, 2, 0, 0, 5, 0, 1, 1, 0, 22, 0, 0, 13, 0, 6, 0, 39, 51, 0, 0, 1, 4, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1]",Dirty Dig Inn
hour,"[5, 15, 0, 0, 0]",Dirty Dig Inn
old,"[10, 11, 0, 9, 79, 0, 0, 0, 0, 0, 1, 0, 10]",Dirty Dig Inn
went,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 6, 0, 0, 26, 90, 43, 127, 0, 0, 0, 0, 11, 17, 3, 0, 6, 19, 0, 8, 13, 0, 0, 0, 0, 3, 83, 12, 0, 123, 0, 0, 0, 19]",Dirty Dig Inn
busy,"[0, 0, 0, 0, 1, 0, 4, 3, 0, 0]",Dirty Dig Inn
undressed,"[0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Dirty Dig Inn
mine,[9],Dirty Dig Inn
fast,"[0, 5, 0, 0, 0, 0, 0, 0, 0, 9, 0, 5, 1, 0, 11, 19, 0]",Dirty Dig Inn
an,"[0, 0]",Dirty Dig Inn
want,"[0, 0, 17, 2, 54, 51, 16, 1, 6, 10, 0]",Dirty Dig Inn
stranger,"[5, 7, 5, 7, 12, 9]",Dirty Dig Inn
sky,"[0, 16, 3, 2]",Dirty Dig Inn
all,"[13, 24, 352, 6, 2, 2, 28]",Dirty Dig Inn
swim,"[4, 0, 0, 13]",Dirty Dig Inn
isn't,[],Dirty Dig Inn
yours,[],Dirty Dig Inn
felt,"[0, 0, 37, 49, 0, 0, 40, 8, 0, 55, 49, 0, 1]",Dirty Dig Inn
equal,"[0, 11, 0, 12, 3, 0, 0, 0, 9, 722, 2]",Dirty Dig Inn
glass,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]",Dirty Dig Inn
smelled,"[1, 6, 40, 0, 0]",Dirty Dig Inn
To,[],Dirty Dig Inn
bread,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Dirty Dig Inn
go,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 3, 6, 0, 19, 0, 26, 90, 43, 127, 0, 0, 3, 0, 0, 37, 0, 0, 11, 17, 3, 0, 6, 1, 19, 0, 0, 8, 13, 0, 0, 0, 0, 3, 0, 0, 83, 0, 12, 0, 123, 0, 0, 0, 0, 19, 2]",Dirty Dig Inn
just,"[134, 211, 13, 11, 25, 7, 115, 4, 1, 15, 409, 4, 5, 1, 11, 0]",Dirty Dig Inn
body,"[0, 0, 0, 0, 3, 0, 50, 0, 2, 0, 1]",Dirty Dig Inn
answered,"[25, 1, 163, 1, 9, 3, 1]",Dirty Dig Inn
binge,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]",Dirty Dig Inn
love,"[0, 1, 0, 0, 0, 0, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49, 1, 8, 4, 0, 0, 0, 0, 3, 0, 0, 0, 2, 129, 0, 0, 0, 0]",Dirty Dig Inn
champagne,"[0, 0, 0, 0]",Dirty Dig Inn
miserable,"[0, 0, 0, 0, 1, 0, 0, 2, 0, 5, 20, 8, 0, 1, 1, 0, 3, 0, 0, 0]",Dirty Dig Inn
a,"[0, 147, 0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0]",Dirty Dig Inn
asked,"[1, 0, 0, 5, 54, 80, 15, 0, 22, 6, 14, 0]",Dirty Dig Inn
own,"[0, 492, 4, 111]",Dirty Dig Inn
dress,"[0, 0, 0, 1, 0, 0, 1, 6, 0, 0, 0, 0, 46, 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11]",Dirty Dig Inn
