w,vector_uso
opened,"[12, 51, 10, 38, 11, 0, 0, 0]",The Murders
prints,"[0, 10, 0, 0, 0]",The Murders
dead,"[0, 0, 0, 3, 27, 20, 23, 0, 2, 28, 9, 1, 8, 0, 4, 0]",The Murders
would,[],The Murders
grinned,[2],The Murders
talked,"[0, 0, 0, 0, 0, 1, 0, 0, 14, 4, 0, 2, 0, 0, 26, 14, 0]",The Murders
Besides,"[121, 2, 3, 0, 118, 0]",The Murders
Manny,[],The Murders
And,[],The Murders
walked,"[17, 0]",The Murders
I'd,[],The Murders
across,"[36, 0, 1]",The Murders
as,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",The Murders
book,"[0, 0, 2, 0, 17, 0, 0, 19, 12, 0, 1, 4, 4, 0, 0, 11, 0, 0, 0, 0, 0, 3, 0, 0, 0]",The Murders
deep,"[9, 0, 0, 13, 7, 30, 0, 4, 0, 0, 0, 15, 0, 3, 0]",The Murders
talking,"[0, 0, 0, 0, 0, 1, 0, 0, 14, 14, 4, 0, 2, 0, 0, 26, 14, 0]",The Murders
we've,[],The Murders
they,[],The Murders
cents,"[0, 0, 28]",The Murders
you,[],The Murders
When,[],The Murders
I've,[],The Murders
exaggerating,"[0, 0, 1, 0, 0, 0, 0, 0]",The Murders
How,[],The Murders
plunge,"[1, 1, 0, 1, 2, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0]",The Murders
bottle,"[0, 0, 0, 6]",The Murders
at,"[35, 0, 0, 580]",The Murders
harder,"[0, 0, 0, 7, 33, 2, 0, 18, 0, 5, 0, 0, 0, 7, 0, 2, 25, 17, 0, 0, 0, 0, 0, 0]",The Murders
doubt,"[0, 1, 0, 0, 14, 0, 33]",The Murders
took,"[5, 0, 0, 0, 1, 21, 0, 0, 0, 0, 22, 3, 2, 6, 7, 0, 24, 0, 3, 1, 0, 0, 0, 1, 20, 4, 4, 3, 1, 10, 6, 1, 4, 7, 2, 7, 0, 5, 14, 9, 0, 113, 5, 5, 9, 2, 0, 11, 0, 18, 1, 17, 16, 0, 5, 5, 10, 20, 54, 1, 1, 6, 123, 80, 492, 3]",The Murders
decide,"[1, 6, 0, 4, 0, 1]",The Murders
much,"[0, 47, 0, 0, 0, 111, 11, 6]",The Murders
turned,"[0, 1, 0, 0, 4, 7, 33, 3, 0, 0, 4, 127, 37, 102, 0, 54, 0, 0, 0, 0, 0, 12, 0, 0, 0]",The Murders
One,"[0, 0, 0, 5, 24, 0, 0, 29, 0, 0, 786, 0, 3, 321, 0, 1, 0]",The Murders
if,[],The Murders
together,"[30, 0, 0]",The Murders
our,[],The Murders
show-down,[],The Murders
breath,"[0, 0, 0, 0, 0, 8, 0, 0]",The Murders
About,"[2, 0, 23, 0, 0, 0, 18, 0, 237, 6, 66, 0, 0, 85, 3, 104, 182]",The Murders
the,[],The Murders
telling,"[0, 0, 1, 0, 0, 0, 34, 0, 2, 4, 0, 49, 0, 1, 39, 0, 9, 0, 0, 2, 0, 0, 8, 2, 0, 70, 15, 0, 2, 5]",The Murders
There,"[0, 0, 0, 0, 276, 0]",The Murders
pockets,"[7, 2, 0, 0, 0, 1, 0, 0]",The Murders
which,[],The Murders
Willy,[],The Murders
meanwhile,"[1, 0, 1, 0, 2]",The Murders
taken,"[5, 0, 0, 0, 1, 21, 0, 0, 0, 0, 22, 3, 2, 6, 7, 0, 24, 0, 3, 1, 0, 0, 0, 1, 20, 4, 4, 3, 1, 10, 6, 1, 4, 7, 2, 7, 0, 5, 14, 9, 0, 113, 5, 5, 9, 2, 3, 0, 11, 0, 18, 1, 17, 16, 0, 5, 5, 10, 20, 54, 1, 1, 6, 123, 28, 80, 492, 3]",The Murders
building,"[0, 6, 113, 0, 0, 3, 0, 8, 0, 10, 9]",The Murders
swallow,"[2, 1, 0, 0, 0, 6, 1, 0, 0, 0, 15, 0, 0, 0]",The Murders
step,"[0, 12, 0, 0, 1, 1, 0, 5, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 8, 0]",The Murders
clapped,"[0, 0, 3, 0]",The Murders
candle,"[0, 0, 1, 0, 0, 0]",The Murders
sure,"[0, 0, 0, 9, 42, 2, 16, 0, 42, 0]",The Murders
thinking,"[15, 0, 0, 37, 12, 15, 0, 0, 0, 10, 5, 0, 65, 0, 2, 12, 67, 4, 0, 14, 5, 0, 0, 0, 0, 31, 0]",The Murders
slept,"[19, 0, 0, 0, 0]",The Murders
Out,"[0, 309, 1, 2, 0, 0, 0, 0, 0, 0, 0, 4, 40, 0, 0]",The Murders
we're,[],The Murders
wearing,"[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 13, 2, 1, 0, 0, 6, 2, 1, 0, 7, 0]",The Murders
ago,"[0, 39]",The Murders
are,"[0, 12, 1, 11, 722, 6, 0, 26, 0, 21, 479, 0, 6, 3]",The Murders
wide,"[0, 0, 0, 0, 0, 0, 3, 3, 0, 4, 0, 0, 0, 4, 24, 16, 0]",The Murders
watermelon,"[0, 0, 0]",The Murders
It,"[0, 0]",The Murders
He'd,[],The Murders
handed,"[0, 6, 12, 51, 11, 50, 0]",The Murders
they'd,[],The Murders
Solid,"[14, 11, 1, 1, 0, 0, 0, 1, 0, 2, 28, 25, 8, 0]",The Murders
halfway,"[3, 15, 0, 23]",The Murders
sense,"[0, 0, 37, 0, 6, 0, 1, 3, 0, 40, 0, 0, 0, 0]",The Murders
second,"[13, 1, 24, 0, 0, 0, 1, 0, 5, 0, 40, 1, 162, 0, 0, 0, 0, 0, 0, 45, 0]",The Murders
habits,"[2, 0, 66, 0, 0, 0]",The Murders
over,"[22, 0, 1, 0, 6, 0, 163]",The Murders
any,"[168, 0, 14]",The Murders
before,"[14, 123, 0, 17]",The Murders
somewhere,"[1, 5]",The Murders
pieces,"[0, 77, 24, 0, 1, 47, 0, 173, 0, 0, 0, 0, 0, 11, 0, 1, 9, 6, 0, 0, 0, 0, 1]",The Murders
didn't,[],The Murders
every,[49],The Murders
sighed,"[2, 0]",The Murders
off,"[7, 1, 1, 0, 102, 0, 0, 2, 0, 54, 40, 21, 9]",The Murders
assume,"[0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 9, 0, 0, 0, 6, 0, 1, 7, 0, 80, 3]",The Murders
:,[],The Murders
lived,"[5, 83, 0, 0, 49, 0, 129, 2, 722, 6, 0, 26, 90, 1, 0, 0]",The Murders
heard,"[15, 3, 0, 0, 4, 0, 22, 0, 0, 24, 5, 0, 102]",The Murders
change,"[1, 5, 5, 0, 3, 34, 10, 0, 10, 7, 0, 0, 1, 6, 0]",The Murders
You,[],The Murders
Being,"[21, 20, 12, 1, 11, 722, 6, 0, 26, 0, 100, 0, 2, 0, 6, 3]",The Murders
more,"[7, 0, 0, 0, 271, 0]",The Murders
gave,"[19, 0, 1, 0, 0, 1, 3, 13, 38, 17, 6, 51, 36, 0, 6, 0, 1, 0, 113, 0, 6, 3, 7, 1, 3, 6, 13, 2, 10, 0, 50, 11, 0, 0, 12, 4, 0, 32, 492, 1, 0]",The Murders
flat,"[0, 0, 0, 12, 0, 0, 2, 0, 14, 0, 1, 0, 0, 0, 1, 0, 0, 18, 0, 0, 0, 6, 0, 0, 16, 10, 1, 0, 0, 0]",The Murders
inflections,"[0, 0, 0, 0, 2, 0]",The Murders
He,"[2, 486, 0, 1039]",The Murders
got,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",The Murders
bout,"[3, 0, 0, 3, 1, 37]",The Murders
other,"[183, 41, 10]",The Murders
fumbled,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Murders
be,"[4, 12, 1, 0, 11, 722, 6, 0, 26, 0, 0, 21, 0, 6, 3, 0]",The Murders
rather,"[0, 23, 40, 0, 1, 28, 0, 3]",The Murders
jug,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]",The Murders
way,"[3, 0, 8, 27, 8, 0, 15, 6, 9, 123, 0, 31, 2]",The Murders
dug,"[0, 0, 1, 0, 3, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0]",The Murders
nodded,[1],The Murders
again,"[0, 74, 0, 0]",The Murders
clockwork,[0],The Murders
few,[71],The Murders
show,"[37, 8, 0, 1, 0, 44, 21, 7, 1, 19, 36, 6, 0, 7, 1, 0, 6, 1, 3, 3, 0, 20, 2, 15, 0, 1]",The Murders
Charlie's,[],The Murders
key,"[6, 6, 0, 0, 0, 0, 0, 31, 3, 0, 2, 14, 0, 4, 5, 0, 0, 0, 0, 0, 0, 6]",The Murders
cinch,"[0, 0, 0, 0, 0, 2, 1, 0, 0, 2]",The Murders
jist,[],The Murders
Seaton,[],The Murders
order,"[0, 0, 0, 0, 0, 0, 34, 0, 1, 0, 0, 0, 1, 39, 72, 51, 17, 0, 0, 1, 3, 1, 0, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 70, 0, 0, 1, 21, 0]",The Murders
everything,[],The Murders
bone,"[2, 3, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Murders
happened,"[0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 3, 55, 17, 0, 0, 3, 14]",The Murders
Which,[],The Murders
cover,"[0, 0, 29, 0, 2, 1, 0, 0, 0, 0, 6, 8, 0, 4, 4, 0, 8, 0, 6, 0, 0, 1, 2, 0, 162, 0, 1, 0, 0, 2, 0, 0, 1, 0, 6, 0, 0, 0, 13, 0, 3, 5, 20, 3, 0, 0, 3, 0, 10, 1, 1]",The Murders
hard,"[0, 0, 0, 7, 33, 2, 0, 18, 0, 5, 0, 0, 0, 7, 0, 2, 25, 17, 0, 0, 0, 0, 0, 0]",The Murders
trace,"[0, 11, 0, 1, 3, 0, 3, 0, 0, 0, 11, 9, 2, 3, 0, 24, 6, 5]",The Murders
because,[],The Murders
travel,"[0, 3, 19, 0, 6, 0, 90, 1, 12, 0, 0, 0]",The Murders
virgin,"[0, 0, 0, 0, 6, 0, 12, 2]",The Murders
early,"[183, 0, 41, 0, 0, 0, 10]",The Murders
poem,"[3, 0]",The Murders
We,[],The Murders
Colored,"[0, 0, 17, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 31, 2, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0]",The Murders
bum,"[0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 1, 3, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 38, 0, 0, 12, 2, 13, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0]",The Murders
padded,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Murders
shoulder,"[5, 0, 0, 0]",The Murders
crack,"[0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 2, 15, 0, 90, 1, 3, 0, 0, 0, 3, 0, 2, 3, 13, 0, 0, 0, 0, 0, 12, 0, 6, 0, 0, 1]",The Murders
or,"[0, 0, 1, 1, 0, 0, 0]",The Murders
street,[23],The Murders
What,[],The Murders
suggested,"[0, 7, 1, 3, 0, 2, 5, 1]",The Murders
questioning,"[5, 0, 0, 0, 0, 3, 0, 0, 5, 2, 1, 11, 0, 0, 33, 3]",The Murders
finger,"[0, 37, 8, 1, 0, 0]",The Murders
far,"[0, 0, 0, 57, 0, 0]",The Murders
away,"[309, 497, 102, 40, 7, 29, 9]",The Murders
hours,"[5, 15, 0, 21, 0, 0]",The Murders
empty,"[1, 0, 0, 0, 3, 0, 1, 0, 12]",The Murders
nice,"[1, 0, 0, 1, 0, 1, 0, 0, 4, 11]",The Murders
three,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 56, 0, 0, 0]",The Murders
here,"[96, 12, 0, 0]",The Murders
sat,"[0, 0, 0, 2, 0, 12, 0, 8, 0, 1, 10, 9]",The Murders
hoping,"[22, 0, 0, 16, 7, 0, 0]",The Murders
never,"[0, 96]",The Murders
evening,"[1, 1, 0, 115, 14, 14, 0]",The Murders
can't,[],The Murders
knew,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 49]",The Murders
we,[],The Murders
tiny,"[0, 0, 0, 10, 0, 0, 0]",The Murders
yourself,[],The Murders
anyway,"[0, 0, 6, 3, 0, 0]",The Murders
get,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",The Murders
for,[],The Murders
Right,"[0, 0, 0, 3, 0, 10, 1, 0, 8, 0, 134, 9, 0, 0, 3, 0, 0, 4, 0, 4, 0, 84, 2, 0, 0, 3, 0, 0]",The Murders
except,"[0, 1, 0, 0, 1, 19, 0]",The Murders
intact,"[1, 14, 1, 1]",The Murders
?,[],The Murders
planned,"[0, 6, 18, 1, 0, 15, 3, 0]",The Murders
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]",The Murders
house,"[52, 0, 3, 0, 0, 0, 0, 0, 0, 54, 0, 2, 11, 13, 0, 74]",The Murders
holding,"[9, 0, 1, 0, 1, 2, 0, 17, 0, 3, 12, 1, 51, 4, 0, 0, 0, 1, 2, 6, 0, 1, 0, 8, 13, 1, 1, 5, 10, 2, 5, 0, 0, 0, 0, 9, 0, 113, 3, 3, 80, 0, 2, 1, 4, 1, 6, 3, 10, 38, 0, 2, 35, 0, 6, 0, 0, 0, 492, 7]",The Murders
really,"[40, 1, 0, 8, 33, 11, 81, 0]",The Murders
Dig,"[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 5, 0, 15, 0, 0, 0, 1, 0, 0, 0, 0, 24, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]",The Murders
sleep,"[19, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0]",The Murders
quiet,"[0, 10, 0, 11, 2, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 1, 9, 0, 103, 0, 0, 0, 0, 1, 1, 0, 0, 0]",The Murders
better,"[0, 25, 0, 20, 5, 82, 57, 0, 5, 24, 0, 8, 0, 7, 0, 1, 0, 115, 0, 1, 8, 134, 36, 0, 4, 0, 13, 8, 0, 9, 23, 0, 1, 84, 0, 3, 8, 2, 0, 0, 0, 3, 0, 2, 5, 0, 0, 1]",The Murders
he,"[2, 486, 0, 1039]",The Murders
told,"[0, 0, 1, 0, 0, 0, 49, 0, 70, 15, 0, 0, 34, 2, 5, 39, 0, 0]",The Murders
friends,"[1, 1, 1, 0, 8, 1, 0, 0, 0, 1]",The Murders
third,"[1, 0, 2, 0, 0, 0, 0, 16]",The Murders
couple,"[5, 11, 0, 0, 2, 1, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0]",The Murders
itself,[],The Murders
bindle,[],The Murders
weapon,"[5, 0, 0, 18]",The Murders
you'd,[],The Murders
tonight,"[0, 10, 0]",The Murders
expense,"[0, 8, 0, 0, 0]",The Murders
gets,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",The Murders
winos,"[5, 0, 0, 0, 0, 0]",The Murders
Young,"[0, 0, 0, 92, 38, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]",The Murders
Cosmo,[],The Murders
visit,"[0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 4, 1, 8, 0, 0, 0, 0, 0, 1, 25, 0, 0, 102]",The Murders
moving,"[1, 1, 0, 6, 0, 22, 90, 43, 16, 0, 0, 0, 1, 1, 0, 7, 1, 19, 0]",The Murders
knocking,"[1, 0, 0, 1, 0, 1, 0, 6, 0, 2, 0]",The Murders
bucks,"[1, 1, 0, 10, 9, 0, 0, 8, 0, 5, 0, 0, 0, 12, 0, 0, 0, 2, 3, 0]",The Murders
is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",The Murders
Git,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",The Murders
death,"[51, 0, 83, 69, 4, 4, 4, 0, 0]",The Murders
enemies,"[5, 1, 14, 0]",The Murders
Same,"[0, 176, 88, 0, 3, 0, 0, 0]",The Murders
apartment,"[6, 10]",The Murders
Nothing,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 38, 3, 13, 0, 0]",The Murders
till,"[0, 0, 0, 0, 0, 10]",The Murders
only,"[3, 211, 13, 25, 1, 3, 0, 409, 4, 115, 17, 11, 3, 0, 0]",The Murders
wait,"[10, 59, 0, 17, 0, 0, 0, 0, 15, 1, 0, 17]",The Murders
Or,"[0, 0, 1, 1, 0, 0, 0]",The Murders
picture,"[13, 0, 0, 6, 13, 0, 44, 0, 22, 0, 3, 1, 4, 0, 0, 2, 2, 0, 0, 0, 0, 0, 1, 3, 0, 1, 12, 20, 0, 1, 0, 0, 0, 0, 0, 1, 102, 0]",The Murders
sure-sure,[],The Murders
spread,"[0, 0, 0, 0, 0, 38, 0, 0, 0, 4, 1, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0]",The Murders
heartbeat,"[13, 3, 0, 0, 0, 0, 1, 0, 23, 0, 0, 0, 0]",The Murders
gauged,"[4, 3, 0, 9, 12]",The Murders
some,"[2, 0, 0, 0, 237, 6, 0, 85, 182]",The Murders
afternoon,"[13, 0]",The Murders
domestic,"[4, 0, 0, 0]",The Murders
Kenneth,[],The Murders
sound,"[4, 25, 4, 0, 0, 0, 0, 1, 18, 0, 90, 30, 134, 0, 0, 0, 4, 0, 0, 11, 0, 0, 0]",The Murders
wipe,"[0, 3, 0]",The Murders
hour,"[5, 15, 0, 0, 0]",The Murders
bit,"[42, 24, 0, 0, 5, 0, 40, 0, 22, 0, 37, 6, 0, 3, 0, 11, 1, 1, 1, 7, 5, 45]",The Murders
went,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 6, 0, 0, 26, 90, 43, 127, 0, 0, 0, 0, 11, 17, 3, 0, 6, 19, 0, 8, 13, 0, 0, 0, 0, 3, 83, 12, 0, 123, 0, 0, 0, 19]",The Murders
matters,"[1, 16, 25, 29, 53, 1, 0, 7]",The Murders
nailed,"[2, 0, 0, 0, 0, 0, 0, 22, 2, 1, 1, 1, 1, 3, 0, 0, 4, 0, 0]",The Murders
mine,[9],The Murders
borderline,"[0, 0, 1, 1, 0, 1]",The Murders
bus,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0]",The Murders
an,"[0, 0]",The Murders
boards,"[0, 26, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 15, 31, 0, 0]",The Murders
want,"[0, 0, 17, 2, 54, 51, 16, 1, 6, 10, 0]",The Murders
all,"[13, 24, 352, 6, 2, 2, 28]",The Murders
On,"[839, 37]",The Murders
two,"[0, 158, 0, 0, 26]",The Murders
capacity,"[1, 0, 7, 5, 0, 0]",The Murders
To,[],The Murders
boy,"[0, 47, 27]",The Murders
bread,"[0, 0, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",The Murders
Larry,[],The Murders
go,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 3, 6, 0, 19, 0, 26, 90, 43, 127, 0, 0, 3, 0, 0, 37, 0, 0, 11, 17, 3, 0, 6, 1, 19, 0, 0, 8, 13, 0, 0, 0, 0, 3, 0, 0, 83, 0, 12, 0, 123, 0, 0, 0, 0, 19, 2]",The Murders
just,"[134, 211, 13, 11, 25, 7, 115, 4, 1, 15, 409, 4, 5, 1, 11, 0]",The Murders
body,"[0, 0, 0, 0, 3, 0, 50, 0, 2, 0, 1]",The Murders
remaining,"[16, 2, 13, 13, 0, 16, 41, 0, 6, 2, 0, 0]",The Murders
play,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 43, 127, 4, 0, 0, 37, 23, 0, 2, 0, 1, 0, 0, 0, 3, 4, 0, 6, 18, 0, 0, 0, 0, 4, 7, 0, 0, 0, 0, 0, 19]",The Murders
Listen,"[15, 50, 0, 0, 5]",The Murders
jazz,"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 49, 1, 8, 1, 12, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 129, 0, 0]",The Murders
a,"[0, 147, 0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0]",The Murders
asked,"[1, 0, 0, 5, 54, 80, 15, 0, 22, 6, 14, 0]",The Murders
dusting,"[12, 2, 0, 0, 1]",The Murders
danger,"[0, 6, 15]",The Murders
taverns,"[1, 0]",The Murders
tore,"[0, 7, 5, 2, 0, 8, 2, 0, 0, 0, 0, 3, 1, 0, 0]",The Murders
one,"[0, 0, 0, 5, 24, 0, 0, 29, 0, 0, 786, 0, 3, 321, 0, 1, 0]",The Murders
crate,"[0, 0]",The Murders
guy,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0]",The Murders
cold,"[4, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 15]",The Murders
town,"[2, 0, 0, 0, 0, 41]",The Murders
sooner,"[0, 17, 40, 1, 0, 3]",The Murders
position,"[1, 1, 0, 4, 0, 1, 7, 0, 46, 61, 29, 0, 18, 0, 72, 43, 51, 6, 0, 0, 0, 0, 17, 0, 19, 16, 1, 4]",The Murders
plans,"[0, 0, 6, 0, 27, 15, 0, 18]",The Murders
day,"[56, 0, 0, 1, 0, 0, 0, 1, 7, 0, 0, 0]",The Murders
rainy,"[0, 0]",The Murders
thunk,[0],The Murders
unrolled,"[0, 0, 0, 0]",The Murders
