horse,"[3, 0, 0, 2, 0, 0, 12, 0, 0]",North Country School Cares for the Whole Child
driveway,"[0, 11, 3]",North Country School Cares for the Whole Child
maintained,"[2, 0, 1, 0, 4, 35, 2, 5, 0, 1, 17, 0, 0, 1, 3, 3, 2, 2]",North Country School Cares for the Whole Child
half,"[36, 1]",North Country School Cares for the Whole Child
wrote,"[3, 1, 4, 0, 0, 14, 1, 0]",North Country School Cares for the Whole Child
foundation,"[2, 3, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 4, 26, 0, 0, 8, 0]",North Country School Cares for the Whole Child
overnight,"[2, 1, 0]",North Country School Cares for the Whole Child
changes,"[5, 0, 3, 0, 5, 0, 7, 1, 0, 10, 0, 34, 1, 6, 10]",North Country School Cares for the Whole Child
insect,"[1, 0, 0, 1]",North Country School Cares for the Whole Child
spreader,"[0, 0]",North Country School Cares for the Whole Child
remove,"[0, 0, 0, 80, 2, 1, 1, 0, 0, 8, 102, 1, 7, 21, 0, 0]",North Country School Cares for the Whole Child
sources,"[5, 20, 3, 4, 0, 0, 0, 1, 4, 1, 1, 3]",North Country School Cares for the Whole Child
any,"[14, 168, 0]",North Country School Cares for the Whole Child
releases,"[0, 0, 0, 1, 0, 3, 1, 3, 0, 4, 16, 1, 0, 0, 0, 0, 4, 2, 3, 0, 0, 22, 0, 0, 7, 7, 0, 0, 1, 71, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 2, 2, 0]",North Country School Cares for the Whole Child
likes,"[17, 176, 0, 0, 0, 21]",North Country School Cares for the Whole Child
them,[],North Country School Cares for the Whole Child
comes,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",North Country School Cares for the Whole Child
``,[],North Country School Cares for the Whole Child
ordered,"[51, 8, 21, 72, 0, 0, 17, 0, 1, 0, 2, 39, 1, 0, 34, 70, 1, 3, 0, 12, 0, 0, 0, 0, 3, 5]",North Country School Cares for the Whole Child
content,"[2, 0, 0, 8, 5, 7, 0, 25, 0, 0, 0]",North Country School Cares for the Whole Child
ask,"[5, 15, 0, 80, 1, 0, 0, 6, 22, 14, 0, 54]",North Country School Cares for the Whole Child
help,"[3, 9, 3, 7, 0, 0, 0, 19, 1, 0, 41, 1]",North Country School Cares for the Whole Child
through,"[0, 32, 125, 0]",North Country School Cares for the Whole Child
consistency,"[50, 0, 1, 0]",North Country School Cares for the Whole Child
meal,"[8, 0]",North Country School Cares for the Whole Child
'',[],North Country School Cares for the Whole Child
frequent,"[0, 4, 0, 0, 0, 0, 0, 7]",North Country School Cares for the Whole Child
Home-made,[],North Country School Cares for the Whole Child
supplies,"[16, 3, 0, 1, 1, 9, 1, 16, 0, 2, 0]",North Country School Cares for the Whole Child
nearby,[4],North Country School Cares for the Whole Child
decrease,"[0, 8, 2, 0, 0, 0, 20, 0, 0, 1, 0]",North Country School Cares for the Whole Child
After,"[0, 0, 89, 0, 33, 3]",North Country School Cares for the Whole Child
pies,"[1, 0, 0]",North Country School Cares for the Whole Child
report,"[6, 0, 24, 0, 6, 17, 31, 7, 0, 0, 8, 8, 13, 3]",North Country School Cares for the Whole Child
brewer's,[],North Country School Cares for the Whole Child
responsibility,"[3, 0, 0, 4, 0]",North Country School Cares for the Whole Child
every,[49],North Country School Cares for the Whole Child
freshly,"[1, 0, 92, 3, 0, 5, 0, 0]",North Country School Cares for the Whole Child
defeat,"[0, 4, 0, 3, 0, 0, 0, 9, 1]",North Country School Cares for the Whole Child
chemical,"[1, 0, 0]",North Country School Cares for the Whole Child
whole-wheat,"[0, 0, 0]",North Country School Cares for the Whole Child
four,"[0, 0, 0, 0, 20, 0, 24, 0, 0, 0, 1, 0, 0, 0]",North Country School Cares for the Whole Child
has,"[2, 49, 0, 113, 0, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 0, 17, 7]",North Country School Cares for the Whole Child
everything,[],North Country School Cares for the Whole Child
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",North Country School Cares for the Whole Child
writings,"[0, 0, 0, 0, 11, 3, 1, 6, 4, 0, 0, 0, 14, 1, 0, 0, 0, 0]",North Country School Cares for the Whole Child
Sniffing,"[0, 0, 1]",North Country School Cares for the Whole Child
prevent,"[1, 35, 0, 0, 7, 0]",North Country School Cares for the Whole Child
Florida,"[3, 0, 0, 0]",North Country School Cares for the Whole Child
develop,"[0, 0, 0, 0, 0, 1, 3, 0, 12, 3, 0, 1, 12, 123, 7, 13, 0, 10, 0, 16, 0, 0, 0]",North Country School Cares for the Whole Child
tried,"[0, 12, 22, 1, 15, 18, 0, 1, 6, 7, 21, 0, 8, 0, 4, 0, 9, 0, 1, 3, 7, 2, 0]",North Country School Cares for the Whole Child
wheat-germ,[],North Country School Cares for the Whole Child
years,"[133, 0, 0, 33, 0, 12, 36, 0, 0, 61, 0]",North Country School Cares for the Whole Child
for,[],North Country School Cares for the Whole Child
purchased,"[2, 21]",North Country School Cares for the Whole Child
required,"[0, 5, 15, 0, 80, 51, 28, 9, 0, 1, 2, 0, 6, 22, 14, 0, 0, 54]",North Country School Cares for the Whole Child
stooped,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",North Country School Cares for the Whole Child
contouring,[0],North Country School Cares for the Whole Child
herd,"[2, 0, 8]",North Country School Cares for the Whole Child
snacks,"[0, 1, 1, 0]",North Country School Cares for the Whole Child
She,[],North Country School Cares for the Whole Child
hikes,"[0, 1, 0, 0, 0, 0, 0, 0, 10, 0, 7]",North Country School Cares for the Whole Child
He,"[486, 2, 0, 1039]",North Country School Cares for the Whole Child
Faulkner,"[0, 0, 0, 0, 11]",North Country School Cares for the Whole Child
important,"[0, 4, 14, 32, 0]",North Country School Cares for the Whole Child
Nutrition,"[0, 0, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
sheen,"[0, 0, 0, 0]",North Country School Cares for the Whole Child
merely,"[25, 11, 211, 115, 409]",North Country School Cares for the Whole Child
room,"[123, 31, 0, 15]",North Country School Cares for the Whole Child
bread,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",North Country School Cares for the Whole Child
cabinet,"[1, 0, 0, 1]",North Country School Cares for the Whole Child
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",North Country School Cares for the Whole Child
tension,"[0, 4, 0, 0, 0, 5]",North Country School Cares for the Whole Child
improvements,"[0, 0, 1, 3]",North Country School Cares for the Whole Child
and,[],North Country School Cares for the Whole Child
welfare,"[5, 0, 0, 2, 7, 0, 0, 0, 0]",North Country School Cares for the Whole Child
On,"[839, 37]",North Country School Cares for the Whole Child
met,"[0, 0, 102, 19, 1, 3, 0, 7, 0, 0, 0, 3, 3, 0, 0, 8, 0, 0, 23, 2, 0, 0, 1, 3, 11, 7, 0]",North Country School Cares for the Whole Child
Gardening,"[0, 0, 12]",North Country School Cares for the Whole Child
rule,"[0, 8, 8, 1, 1, 0, 0, 55, 5, 3, 24, 0, 2, 1, 0, 1, 1, 0, 2, 14]",North Country School Cares for the Whole Child
sweet,"[0, 0, 2, 0, 0, 0, 0, 0, 5, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
E.,[],North Country School Cares for the Whole Child
Organic,"[1, 0, 0, 0, 0, 2]",North Country School Cares for the Whole Child
did,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 3, 1, 9, 0, 22, 1, 84, 0]",North Country School Cares for the Whole Child
all,"[13, 352, 28, 24, 2, 2, 6]",North Country School Cares for the Whole Child
revolution,"[0, 5, 0]",North Country School Cares for the Whole Child
convince,"[0, 1, 0]",North Country School Cares for the Whole Child
equipment,[27],North Country School Cares for the Whole Child
Soup,[4],North Country School Cares for the Whole Child
skiing,"[0, 0]",North Country School Cares for the Whole Child
gradually,"[7, 0, 0]",North Country School Cares for the Whole Child
loveliest,"[0, 3, 0]",North Country School Cares for the Whole Child
Bromfield's,[],North Country School Cares for the Whole Child
out,"[0, 4, 1, 0, 0, 40, 0, 0, 2, 0, 0, 309, 0, 0, 0]",North Country School Cares for the Whole Child
believes,"[0, 6, 23, 31, 7, 65, 6, 3, 4, 10]",North Country School Cares for the Whole Child
too,"[1, 0, 3, 121, 0, 2, 0, 118]",North Country School Cares for the Whole Child
providing,"[16, 3, 0, 1, 1, 0, 0, 11, 0, 0, 12, 32]",North Country School Cares for the Whole Child
shortest,"[0, 0, 0, 47, 0, 1, 0, 8, 28, 0, 6, 0, 0, 99]",North Country School Cares for the Whole Child
soil,"[0, 2, 0, 11, 5, 1, 0, 0, 0, 32, 0, 9, 21, 0]",North Country School Cares for the Whole Child
apples,"[0, 0, 0]",North Country School Cares for the Whole Child
wild,"[1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 2, 0, 0, 0, 0, 0, 7, 0, 5, 1, 1, 0, 0, 0, 0]",North Country School Cares for the Whole Child
Clark's,[],North Country School Cares for the Whole Child
squash,"[0, 0, 0, 5, 0, 0, 0, 0]",North Country School Cares for the Whole Child
",",[],North Country School Cares for the Whole Child
climate,"[0, 3, 3]",North Country School Cares for the Whole Child
fall,"[13, 0, 4, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 6, 47, 0, 3, 1, 4, 20, 0, 9, 0, 2, 0, 1, 12, 2, 0, 0, 0, 0, 0, 0, 84, 0]",North Country School Cares for the Whole Child
exercises,"[0, 9, 0, 0, 0, 0, 0, 1, 1, 163, 1, 23, 127, 5, 6, 0, 0, 0, 66, 1]",North Country School Cares for the Whole Child
such,[107],North Country School Cares for the Whole Child
boiled,"[0, 0, 0, 0, 0, 0, 0, 3]",North Country School Cares for the Whole Child
sports,"[0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 23, 0, 0, 0, 7, 0]",North Country School Cares for the Whole Child
served,"[9, 1, 0, 12, 0, 1, 0, 4, 19, 0, 0, 163, 0, 25, 41, 1, 6, 0]",North Country School Cares for the Whole Child
cared,"[20, 176, 17, 10, 8, 0, 21, 3]",North Country School Cares for the Whole Child
peeled,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 0, 7]",North Country School Cares for the Whole Child
New,"[0, 36, 1, 92, 3, 4, 4, 38, 0, 5, 12]",North Country School Cares for the Whole Child
exposure,"[2, 0, 1, 20, 0, 0]",North Country School Cares for the Whole Child
prepared,"[0, 0, 113, 4, 1, 0, 1, 21, 46, 0, 1, 12, 0, 7, 1, 6, 0, 0, 0, 3, 0]",North Country School Cares for the Whole Child
These,[],North Country School Cares for the Whole Child
procedures,"[0, 12, 6, 6, 0, 5, 6]",North Country School Cares for the Whole Child
wastes,"[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
reality,"[9, 96, 0, 5]",North Country School Cares for the Whole Child
pepper,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
come,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",North Country School Cares for the Whole Child
buildings,"[0, 6, 10, 9, 113, 3, 0, 0, 8, 0, 0]",North Country School Cares for the Whole Child
soils,"[0, 2, 0, 11, 5, 1, 0, 0, 0, 32, 0, 9, 21, 0]",North Country School Cares for the Whole Child
And,[],North Country School Cares for the Whole Child
changed,"[5, 0, 0, 3, 5, 7, 1, 0, 34, 10, 1, 6, 10]",North Country School Cares for the Whole Child
conservation,"[2, 0]",North Country School Cares for the Whole Child
materials,"[5, 16, 2, 0, 0]",North Country School Cares for the Whole Child
.,[],North Country School Cares for the Whole Child
Placid,"[103, 0, 11, 0, 0, 0, 6, 0, 2]",North Country School Cares for the Whole Child
orthodox,"[0, 0, 0, 2, 0, 0]",North Country School Cares for the Whole Child
liked,"[17, 176, 21, 9]",North Country School Cares for the Whole Child
that's,[],North Country School Cares for the Whole Child
bulletin,[0],North Country School Cares for the Whole Child
Very,"[81, 0, 5, 40, 1, 33]",North Country School Cares for the Whole Child
when,[],North Country School Cares for the Whole Child
up,"[307, 0, 4, 3, 0, 0]",North Country School Cares for the Whole Child
always,"[59, 46, 0, 0, 7, 3, 0, 4]",North Country School Cares for the Whole Child
letter,"[0, 22, 0, 0, 0]",North Country School Cares for the Whole Child
does,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 0, 163, 46, 0, 5, 6, 6, 0, 0, 0, 0, 3, 1, 9, 0, 22, 1, 84, 0]",North Country School Cares for the Whole Child
methods,"[0, 11]",North Country School Cares for the Whole Child
instead,"[23, 0, 40, 0]",North Country School Cares for the Whole Child
sprayed,[2],North Country School Cares for the Whole Child
nor,[],North Country School Cares for the Whole Child
consisting,"[8, 3, 2, 0, 0]",North Country School Cares for the Whole Child
by,"[40, 497, 7, 39]",North Country School Cares for the Whole Child
spaghetti,[0],North Country School Cares for the Whole Child
still,"[0, 2, 115, 4, 12, 0, 0, 0, 0, 6, 2, 0, 103, 0, 0, 11, 9, 0, 0, 47, 0, 0, 0, 1, 3, 0, 0, 6, 0, 3, 0, 1, 35, 6, 0, 2, 0, 0]",North Country School Cares for the Whole Child
Body-building,[],North Country School Cares for the Whole Child
earth,"[0, 16, 1, 0, 96, 11, 0, 32, 0, 21, 0]",North Country School Cares for the Whole Child
What,[],North Country School Cares for the Whole Child
revealed,"[2, 0, 1, 0, 0, 0, 13, 0, 0, 6, 0, 0, 3]",North Country School Cares for the Whole Child
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",North Country School Cares for the Whole Child
problem,"[20, 36, 39]",North Country School Cares for the Whole Child
call,"[7, 12, 0, 2, 9, 4, 2, 0, 5, 0, 0, 0, 1, 0, 3, 0, 0, 0, 8, 25, 11, 0, 0, 0, 0, 0, 31, 0, 0, 10, 0, 0, 6, 0, 1, 4, 0]",North Country School Cares for the Whole Child
laid,"[51, 29, 72, 0, 1, 46, 7, 0, 19]",North Country School Cares for the Whole Child
Oranges,"[0, 0, 3, 0, 0]",North Country School Cares for the Whole Child
light,"[0, 3, 0, 0, 1, 0, 0, 0, 16, 0, 0, 26, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 4, 0, 0, 0, 0, 0, 47, 0, 8, 2, 2, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0]",North Country School Cares for the Whole Child
homes,"[0, 0, 3, 0, 72, 0, 54, 3, 0, 0, 0, 1, 0, 3, 0, 52, 74]",North Country School Cares for the Whole Child
Maple,[0],North Country School Cares for the Whole Child
hiking,"[1, 0, 0, 0, 0]",North Country School Cares for the Whole Child
gardens,[12],North Country School Cares for the Whole Child
most,"[0, 3, 237, 104, 18, 0, 66, 23, 0]",North Country School Cares for the Whole Child
deep,"[0, 0, 0, 0, 4, 0, 15, 7, 13, 0, 9, 30, 0, 3, 0]",North Country School Cares for the Whole Child
stands,"[0, 0, 0, 3, 3, 1, 0, 0, 0, 1, 13, 2, 0, 0, 5, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 19, 0]",North Country School Cares for the Whole Child
packed,"[1, 0, 1, 2, 80, 0, 0, 1, 1, 0, 0, 9, 0, 2, 0, 0, 0]",North Country School Cares for the Whole Child
quality,"[3, 4, 0, 3, 11, 0, 0, 9, 12, 2, 1, 6]",North Country School Cares for the Whole Child
into,[],North Country School Cares for the Whole Child
an,"[0, 0]",North Country School Cares for the Whole Child
April,"[1, 0]",North Country School Cares for the Whole Child
caring,"[0, 20, 17, 176, 2, 10, 8, 0, 21, 3]",North Country School Cares for the Whole Child
growing,"[0, 0, 13, 1, 0, 7, 12, 1, 0, 3, 8, 0, 12, 0, 123, 10, 23, 16, 2, 37, 48]",North Country School Cares for the Whole Child
region,"[9, 47, 7, 2, 32]",North Country School Cares for the Whole Child
send,"[72, 0, 14, 0, 26, 8, 17, 7, 16, 1, 0, 2, 10, 1, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
alone,"[1, 10, 13, 0, 11, 211, 2, 17, 0, 3, 3, 0, 3, 0]",North Country School Cares for the Whole Child
appears,"[0, 3, 59, 26, 0]",North Country School Cares for the Whole Child
Lots,"[4, 0, 0, 0, 3, 9, 8, 3, 11, 4, 0, 0, 0, 0, 12, 0, 0, 12, 0, 0, 0, 0, 20, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 46, 0, 10, 0, 0, 13, 1, 1, 0, 0, 18, 10, 0, 0, 0, 111, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 3, 3, 4, 0, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
egg,"[0, 0, 1, 10, 0, 1, 1, 0, 2]",North Country School Cares for the Whole Child
riding,"[0, 8, 10, 2, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 11, 0, 1, 1, 0, 0, 0, 4]",North Country School Cares for the Whole Child
C,"[6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 13, 0, 0, 11, 0, 0, 13, 0, 0]",North Country School Cares for the Whole Child
weekly,"[4, 0, 0, 0, 0, 0]",North Country School Cares for the Whole Child
bring,"[0, 123, 1, 1, 9, 80, 0, 18, 1, 4, 0, 32, 0, 23, 0, 1, 127]",North Country School Cares for the Whole Child
ideas,"[0, 1, 3, 0, 7, 67, 0, 50, 31]",North Country School Cares for the Whole Child
Mrs.,"[36, 0]",North Country School Cares for the Whole Child
days,"[7, 1, 0, 133, 0, 0, 56, 36, 0, 0, 0, 0, 1, 0]",North Country School Cares for the Whole Child
plus,"[0, 0, 21, 6, 12]",North Country School Cares for the Whole Child
once,"[0, 0, 0, 0, 0, 53, 0]",North Country School Cares for the Whole Child
fried,"[1, 0, 0, 0]",North Country School Cares for the Whole Child
bones,"[0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0]",North Country School Cares for the Whole Child
conserve,"[0, 1, 0, 0, 5, 0, 0, 21, 0]",North Country School Cares for the Whole Child
Clark,"[0, 0, 0, 0, 0, 0, 0, 1]",North Country School Cares for the Whole Child
yeast,"[0, 0]",North Country School Cares for the Whole Child
few,[71],North Country School Cares for the Whole Child
isn't,[],North Country School Cares for the Whole Child
cookies,"[0, 0, 0]",North Country School Cares for the Whole Child
buckshot,"[0, 0, 0]",North Country School Cares for the Whole Child
