w,vector_uso
relief,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8, 0, 0, 0, 0, 0, 0, 16, 0, 4, 0, 0, 0]",The Star Dwellers
Earthmen,"[0, 0, 0, 0]",The Star Dwellers
this,[],The Star Dwellers
made,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 117, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 0, 0, 0, 21, 1, 0, 0]",The Star Dwellers
agitation,"[0, 0, 0, 0, 6, 0, 0, 0, 1]",The Star Dwellers
alive,"[16, 5, 26, 0, 4, 3]",The Star Dwellers
Where,[],The Star Dwellers
green,"[0, 0, 0, 0, 0, 20, 0, 1, 0, 0, 0, 2, 0, 0, 0, 3, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Star Dwellers
good,"[0, 115, 0, 0, 8, 0, 8, 7, 5, 5, 84, 82, 0, 1, 2, 1, 3, 0, 3, 7, 0, 23, 2, 0, 0, 25, 0, 134, 1, 9, 0, 24, 4, 0, 0, 8, 1]",The Star Dwellers
property,"[0, 1, 2, 1, 9, 10, 72]",The Star Dwellers
instance,"[23, 2, 35, 3, 1, 1, 10]",The Star Dwellers
heart,"[1, 0, 1, 2, 14, 0, 3, 0, 0, 2, 0, 1, 0, 0, 0, 1, 2, 3, 0, 0, 0, 20, 0, 0, 11, 0, 23, 0, 5, 15, 2, 0]",The Star Dwellers
instruments,"[0, 0, 2, 0, 2, 0, 0, 0, 0, 0]",The Star Dwellers
Nothing,"[0, 3, 0, 0, 0, 1, 0, 38, 0, 0, 0, 0, 13, 0]",The Star Dwellers
skies,"[0, 16, 0, 3, 2]",The Star Dwellers
.,[],The Star Dwellers
been,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",The Star Dwellers
it's,[],The Star Dwellers
passing,"[2, 2, 0, 0, 0, 0, 0, 4, 0, 3, 29, 0, 5, 0, 7, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 50, 20, 14, 0, 1, 0, 51, 0, 0, 1, 0, 3, 0, 3, 0, 0, 0, 0, 1, 0, 3, 71, 90, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 43, 26, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 11, 6, 1, 0, 0, 1, 0, 0, 20, 0, 12, 0, 1, 0, 0, 0]",The Star Dwellers
off,"[2, 102, 0, 54, 1, 1, 0, 21, 0, 9, 7, 0, 40]",The Star Dwellers
work,"[0, 0, 0, 0, 0, 0, 6, 12, 0, 3, 113, 0, 0, 12, 9, 0, 24, 18, 0, 0, 0, 2, 3, 0, 1, 5, 37, 13, 0, 0, 43, 0, 22, 1, 127, 90, 39, 1, 6, 23, 0]",The Star Dwellers
card,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 1, 0, 8]",The Star Dwellers
never,"[96, 0]",The Star Dwellers
put,"[1, 0, 19, 0, 1, 4, 46, 3, 0, 0, 5, 51, 72, 0, 34, 0, 29]",The Star Dwellers
final,"[0, 2, 0, 0, 2, 21, 83]",The Star Dwellers
pause,"[0, 0, 1, 13, 0, 3, 2]",The Star Dwellers
habit,"[0, 2, 66, 0, 0, 0]",The Star Dwellers
about,"[104, 2, 0, 23, 18, 0, 237, 182, 66, 85, 0, 0, 0, 3, 0, 0, 6]",The Star Dwellers
reasoning,"[2, 5, 4, 15, 30, 0, 4, 0, 0]",The Star Dwellers
power,"[10, 16, 58, 0, 0, 0, 6, 0, 0, 81, 0, 0, 0, 14, 0, 0, 0, 12, 0, 0, 0]",The Star Dwellers
must,"[0, 0, 115]",The Star Dwellers
mankind,"[173, 11, 96, 8, 0, 0, 4, 0]",The Star Dwellers
fact,[74],The Star Dwellers
only,"[409, 25, 3, 4, 115, 13, 3, 1, 0, 211, 17, 3, 0, 0, 11]",The Star Dwellers
considering,"[0, 24, 17, 11, 1, 7, 0, 102, 10, 20, 0, 80, 3, 65, 4, 0, 31, 0]",The Star Dwellers
under,"[10, 71, 0]",The Star Dwellers
bigger,"[53, 0, 30, 0, 0, 0, 0, 0, 0, 2, 9, 1, 0, 0, 0, 61, 7, 0, 13, 0, 0, 0, 19, 0, 4, 0, 8, 13, 0, 0, 0, 0, 0, 0, 0, 18]",The Star Dwellers
between,"[0, 0, 83]",The Star Dwellers
in,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",The Star Dwellers
their,[],The Star Dwellers
if,[],The Star Dwellers
most,"[0, 104, 18, 0, 66, 0, 3, 23, 237]",The Star Dwellers
period,"[14, 37, 0, 0, 0, 2, 0, 0, 0, 18, 0, 0, 0]",The Star Dwellers
violations,"[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]",The Star Dwellers
would,[],The Star Dwellers
agreements,"[0, 9, 0, 11, 1, 4]",The Star Dwellers
content,"[0, 7, 0, 0, 5, 2, 25, 0, 8, 0, 0]",The Star Dwellers
before,"[14, 0, 123, 17]",The Star Dwellers
return,"[0, 0, 0, 1, 80, 0, 0, 51, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 13, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 16, 20, 0, 12, 0, 0, 0, 1]",The Star Dwellers
watched,"[12, 4, 0, 6, 17, 0, 102, 0, 0, 11, 0, 1, 0, 4, 0, 4, 0]",The Star Dwellers
cloud,"[0, 1, 0, 0, 6, 0, 0, 3, 0, 0, 5, 0, 2, 0, 0, 0]",The Star Dwellers
wait,"[17, 0, 0, 10, 17, 1, 15, 0, 0, 0, 59, 0]",The Star Dwellers
exercise,"[1, 0, 0, 0, 9, 23, 0, 66, 6, 5, 163, 0, 0, 0, 0, 1, 127, 1, 0, 1]",The Star Dwellers
preferences,"[0, 0, 0, 1, 7, 0]",The Star Dwellers
emerged,"[0, 16, 0, 1, 0, 0]",The Star Dwellers
wholly,"[2, 13, 28, 24, 6, 352, 2]",The Star Dwellers
triggered,"[12, 0, 0, 0, 3, 0, 0, 4, 0]",The Star Dwellers
treaty,"[6, 0, 1]",The Star Dwellers
sure,"[9, 42, 16, 0, 0, 42, 0, 0, 0, 2]",The Star Dwellers
my,[],The Star Dwellers
has,"[49, 2, 0, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 0, 6, 4, 1, 492, 0, 0, 51, 17, 0]",The Star Dwellers
precedent,"[0, 2, 0, 0]",The Star Dwellers
dreamed,"[2, 0, 0, 5, 0]",The Star Dwellers
faintest,"[0, 0, 0, 1, 1, 2, 0, 0, 1, 1, 8, 1, 47, 3]",The Star Dwellers
And,[],The Star Dwellers
To,[],The Star Dwellers
What,[],The Star Dwellers
complete,"[0, 1, 0, 1, 3, 4, 0, 3, 12, 163, 0, 2, 3, 6, 0, 0, 0, 1, 0, 22, 9, 6, 0, 0, 0, 2, 2]",The Star Dwellers
dot,"[0, 0, 12, 0, 0, 0, 37, 1, 0, 0, 0, 0, 2, 1, 2, 0, 0, 25, 0, 0, 0, 0, 1]",The Star Dwellers
heading,"[0, 3, 0, 16, 37, 0, 0, 4, 0, 20, 0, 0, 0, 73, 3, 3, 0, 5]",The Star Dwellers
for,[],The Star Dwellers
fast,"[0, 11, 9, 0, 5, 0, 5, 0, 0, 1, 0, 19, 0, 0, 0, 0, 0]",The Star Dwellers
Union,"[0, 0, 4, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 9, 1, 0, 5, 5, 1, 0, 9, 2, 15]",The Star Dwellers
Nations,"[0, 49, 0, 32, 11, 1, 28, 0, 0, 0]",The Star Dwellers
distinction,"[8, 9, 0, 2, 3]",The Star Dwellers
both,[76],The Star Dwellers
proper,"[9, 84]",The Star Dwellers
enormous,"[6, 4]",The Star Dwellers
agree,"[3, 1, 0, 0, 17, 2, 0, 1, 0, 0, 1, 6, 0, 0, 2, 8]",The Star Dwellers
trust,"[22, 0, 0, 31, 0, 0, 3, 1, 0, 7, 3, 1, 1, 0, 0, 0, 16, 7, 11]",The Star Dwellers
details,"[37, 0, 3, 6, 1, 9, 20]",The Star Dwellers
given,"[7, 0, 0, 6, 51, 1, 0, 4, 0, 3, 113, 0, 3, 36, 1, 0, 13, 0, 2, 6, 1, 0, 11, 38, 0, 6, 2, 492, 32, 1, 19, 0, 10, 0, 0, 0, 17, 1, 50, 0, 0, 41, 3, 12, 13, 6, 2, 2, 1]",The Star Dwellers
late,"[0, 0, 11, 33, 1, 10, 30, 15, 15, 0, 8, 2, 1, 0]",The Star Dwellers
Lucifer,"[3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0]",The Star Dwellers
am,"[0, 0, 6, 11, 26, 0, 12, 0, 21, 6, 0, 0, 722, 0, 0, 0, 3, 1, 0, 0]",The Star Dwellers
those,[],The Star Dwellers
United,"[3, 5, 2, 4, 0, 3, 5, 0, 0, 0]",The Star Dwellers
dance,"[0, 0, 0, 10, 9, 0]",The Star Dwellers
petty,"[0, 3, 0, 1, 0, 0, 0, 0, 99, 1, 0, 0, 0, 0, 0, 0, 0, 0]",The Star Dwellers
10,"[20, 0, 18, 1, 3, 0]",The Star Dwellers
were,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",The Star Dwellers
marked,"[3, 9, 1, 3, 0, 0, 0, 10, 0, 8, 2, 0, 0, 6, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 8, 0, 0, 46, 0, 12]",The Star Dwellers
range,"[1, 0, 0, 1, 2, 0, 0, 0, 72, 21, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 34, 11, 0, 1, 3, 43, 7, 0, 0, 4, 0, 17, 0, 4, 3, 0, 3, 0, 6, 0, 2, 0, 12]",The Star Dwellers
Through,"[0, 32, 125, 0]",The Star Dwellers
make,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 2, 0, 0, 0, 21, 0, 1, 0, 0]",The Star Dwellers
great,"[53, 0, 30, 0, 0, 0, 0, 61, 1, 0, 5, 3, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 18]",The Star Dwellers
With,[],The Star Dwellers
example,"[0, 23, 2, 0, 8, 35, 5, 0, 1, 10, 1, 0]",The Star Dwellers
light-year,"[0, 1]",The Star Dwellers
fusion,"[0, 7, 0, 0, 0, 1, 0, 0]",The Star Dwellers
'',[],The Star Dwellers
restraints,"[0, 2, 2, 38, 1, 0]",The Star Dwellers
hearth,"[0, 1, 0, 1]",The Star Dwellers
become,"[123, 90, 33, 37, 7]",The Star Dwellers
didn't,[],The Star Dwellers
impossible,"[0, 0, 1, 0, 0, 14, 0]",The Star Dwellers
bomb,"[6, 0, 0, 0, 0, 0, 3, 0]",The Star Dwellers
No,"[50, 266, 0, 0, 0]",The Star Dwellers
skiff's,[],The Star Dwellers
race,"[0, 0, 0, 0, 14, 0, 0, 0, 1, 0, 30, 43, 0, 3, 0, 0, 0, 0, 0]",The Star Dwellers
attention,"[1, 7, 17, 0, 21]",The Star Dwellers
have,"[49, 2, 1, 4, 80, 0, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 0, 51, 17, 0]",The Star Dwellers
felt,"[49, 0, 0, 55, 37, 49, 0, 40, 8, 0, 0, 1, 0]",The Star Dwellers
?,[],The Star Dwellers
having,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",The Star Dwellers
plotting,"[7, 1, 0]",The Star Dwellers
on,"[37, 839]",The Star Dwellers
highly,"[12, 4]",The Star Dwellers
they,[],The Star Dwellers
essential,"[4, 13, 3, 0, 18, 0, 4, 1, 0, 0, 1]",The Star Dwellers
!,[],The Star Dwellers
intentional,"[2, 5, 12]",The Star Dwellers
fuses,"[0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 3, 0, 0, 0, 0, 0, 0]",The Star Dwellers
proposal,"[3, 0, 5, 0, 0]",The Star Dwellers
commodities,"[0, 134, 0]",The Star Dwellers
pass,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 50, 17, 20, 2, 14, 0, 51, 0, 73, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 1, 3, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 43, 26, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 11, 9, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 0, 20, 0, 12, 0, 0, 0]",The Star Dwellers
somewhere,"[1, 5]",The Star Dwellers
pentagon,"[1, 1]",The Star Dwellers
pip,"[6, 0, 0, 5, 1, 6, 21, 0, 1, 0]",The Star Dwellers
elation,"[0, 0, 1]",The Star Dwellers
time,"[0, 0, 3, 0, 0, 1, 0, 1, 188]",The Star Dwellers
seeing,"[13, 12, 0, 49, 17, 11, 0, 0, 4, 8, 0, 1, 0, 3, 15, 0, 7, 0, 3, 0, 0, 17, 2, 7, 5, 13, 0, 0, 19, 0, 20, 0, 0, 10, 4, 4, 55, 6, 22, 38, 0, 59, 0, 4, 2, 0, 0, 102, 0, 1, 0, 0, 0, 1, 8, 6, 0, 0, 0, 0]",The Star Dwellers
it,"[0, 0]",The Star Dwellers
unnecessary,"[0, 2]",The Star Dwellers
regard,"[0, 5, 17, 0, 7, 11, 17, 0, 2, 13, 102, 10, 0, 0, 0]",The Star Dwellers
screens,"[0, 0, 0, 7, 0, 18, 1, 1, 0, 0, 0, 0, 0, 2, 8, 18, 0, 0]",The Star Dwellers
out,"[0, 0, 0, 0, 4, 309, 2, 0, 0, 0, 0, 1, 0, 0, 40]",The Star Dwellers
Yet,"[0, 0, 0, 35, 47, 1, 3, 103, 0, 0, 115, 0, 0, 0, 1, 6, 0, 0, 0]",The Star Dwellers
respect,"[2, 0, 0, 11, 1, 0, 13, 17, 0, 4, 0, 3, 0]",The Star Dwellers
tiny,"[0, 0, 0, 10, 0, 0, 0]",The Star Dwellers
more,"[7, 0, 0, 0, 271, 0]",The Star Dwellers
knew,"[49, 0, 0, 2, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",The Star Dwellers
behave,"[9, 163, 2, 6, 0, 0, 3, 0, 22]",The Star Dwellers
place,"[12, 0, 16, 0, 7, 14, 43, 10, 72, 21, 0, 0, 4, 37, 4, 0, 34, 3, 19, 2, 16, 1, 54, 0, 10, 17, 2, 0, 0, 1, 1, 1, 7, 0, 0, 46, 12, 6, 43, 0, 51, 3, 29]",The Star Dwellers
still,"[11, 0, 0, 0, 0, 0, 35, 0, 47, 2, 4, 103, 3, 0, 0, 0, 3, 0, 1, 2, 0, 115, 2, 0, 0, 1, 9, 0, 6, 0, 0, 0, 0, 0, 6, 6, 12, 0]",The Star Dwellers
ritual,"[12, 0]",The Star Dwellers
meaningless,"[2, 0]",The Star Dwellers
Hart,"[0, 0, 0, 0, 1, 0]",The Star Dwellers
world,"[0, 1, 173, 11, 9, 1, 0, 35, 0, 0, 96, 0, 4, 4, 0, 1, 0, 0, 0, 20, 22, 11, 8, 0, 16, 0]",The Star Dwellers
very,"[40, 1, 81, 0, 33, 5]",The Star Dwellers
live,"[49, 5, 0, 0, 4, 129, 12, 6, 0, 0, 1, 2, 0, 0, 26, 0, 16, 0, 0, 722, 0, 90, 83]",The Star Dwellers
sanest,"[4, 1]",The Star Dwellers
scanned,"[0, 0, 21, 0, 1, 0]",The Star Dwellers
horrified,"[0, 2, 0, 0, 0, 0, 0, 3]",The Star Dwellers
second,"[1, 0, 45, 0, 0, 0, 1, 5, 0, 0, 0, 40, 1, 0, 13, 0, 0, 0, 24, 0, 162]",The Star Dwellers
else,[],The Star Dwellers
you,[],The Star Dwellers
nebula,[1],The Star Dwellers
Without,[],The Star Dwellers
simple,"[6, 0, 0, 0, 0, 5, 1, 1, 0, 0, 0, 15, 3, 0]",The Star Dwellers
course,"[24, 0, 43, 0, 39, 4, 4, 0, 0, 4, 2, 9, 6, 74, 2, 12, 12]",The Star Dwellers
perverse,"[0, 0, 0, 8, 1, 0, 0]",The Star Dwellers
vessel,"[0, 2, 0]",The Star Dwellers
where,[],The Star Dwellers
was,"[0, 6, 21, 6, 0, 722, 0, 11, 0, 3, 26, 1, 15, 12, 0]",The Star Dwellers
rebuild,"[3, 1]",The Star Dwellers
reinstall,[1],The Star Dwellers
learning,"[12, 0, 0, 21, 1, 80, 4, 3, 15, 0, 0, 0, 24, 0, 0, 0, 3, 0, 1, 3, 1, 4, 0, 102, 0, 0, 5, 1, 6, 0, 0]",The Star Dwellers
explained,"[7, 5, 0]",The Star Dwellers
question,"[0, 6, 0, 14, 0, 0, 11, 0, 0, 0, 33, 73, 0, 0, 3, 2, 0]",The Star Dwellers
up,"[4, 0, 0, 3, 307, 0]",The Star Dwellers
basic,"[0, 0, 0, 0, 19, 0]",The Star Dwellers
cruiser,"[0, 0, 0, 0, 0, 0, 3, 0, 0]",The Star Dwellers
not,"[0, 602]",The Star Dwellers
tried,"[8, 0, 1, 15, 0, 4, 7, 6, 3, 9, 1, 22, 0, 0, 18, 0, 7, 12, 0, 2, 0, 21, 1]",The Star Dwellers
instead,"[0, 0, 40, 23]",The Star Dwellers
chase,"[0, 20, 1, 25, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 0, 2, 1]",The Star Dwellers
ratify,"[13, 1]",The Star Dwellers
whole,"[2, 13, 5, 28, 0, 1, 0, 2, 24, 6, 352, 14, 2, 0]",The Star Dwellers
how,[],The Star Dwellers
to,[],The Star Dwellers
rivalry,"[2, 1, 0]",The Star Dwellers
give,"[7, 0, 19, 6, 51, 1, 0, 4, 0, 3, 113, 3, 36, 1, 13, 0, 6, 0, 11, 38, 0, 6, 492, 32, 1, 0, 19, 0, 10, 0, 0, 0, 17, 1, 50, 0, 0, 3, 12, 13, 6, 2, 1]",The Star Dwellers
twentieth-century,[],The Star Dwellers
action,"[1, 0, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 52, 8, 0, 0, 0]",The Star Dwellers
Though,[56],The Star Dwellers
could,[],The Star Dwellers
disarmament,"[1, 0]",The Star Dwellers
pleasure,"[6, 0, 5, 17]",The Star Dwellers
believe,"[7, 10, 65, 31, 0]",The Star Dwellers
each,"[0, 81, 0, 0, 0]",The Star Dwellers
nest,"[0, 1, 0, 0, 0, 0]",The Star Dwellers
Socialist,"[0, 0]",The Star Dwellers
Gradually,"[0, 0, 7]",The Star Dwellers
even,"[10, 1, 0, 1, 14, 8, 0, 14, 47, 0, 115, 103]",The Star Dwellers
reasonably,"[0, 19, 0, 2, 0, 0, 0, 3, 6, 17]",The Star Dwellers
found,"[13, 0, 3, 3, 0, 7, 123, 3, 2, 1, 1, 7, 0, 21, 59, 3, 0, 1, 37, 5, 55, 0, 0, 0, 17, 102, 8, 0, 8, 1, 0, 1, 4, 14, 0, 0]",The Star Dwellers
This,[],The Star Dwellers
order,"[0, 0, 0, 1, 0, 70, 0, 11, 21, 0, 0, 0, 0, 72, 0, 0, 39, 0, 1, 0, 1, 34, 3, 0, 0, 0, 17, 11, 1, 0, 1, 0, 51, 0, 0, 0, 0, 0, 0, 12, 0, 0]",The Star Dwellers
party,"[15, 0, 14]",The Star Dwellers
handle,"[0, 3, 17, 0, 4, 20, 3, 4, 8, 1, 0, 10, 6, 21]",The Star Dwellers
anticipate,"[25, 1, 0, 0, 9, 0, 1, 0, 0, 0, 15, 0, 0, 1, 2]",The Star Dwellers
worked,"[0, 0, 0, 0, 0, 6, 12, 0, 3, 113, 0, 0, 12, 18, 0, 0, 0, 2, 3, 1, 5, 37, 13, 0, 0, 43, 22, 1, 127, 90, 39, 1, 6, 23, 0]",The Star Dwellers
recommend,"[2, 1, 5, 5]",The Star Dwellers
brothers,"[1, 0, 1, 0, 16, 1, 0, 0, 0]",The Star Dwellers
boards,"[0, 31, 0, 0, 0, 2, 26, 0, 0, 0, 1, 7, 0, 15, 0, 0, 0, 1, 0]",The Star Dwellers
running,"[0, 2, 7, 0, 6, 0, 2, 1, 0, 0, 21, 0, 1, 0, 0, 7, 0, 3, 9, 2, 0, 0, 0, 0, 11, 0, 0, 1, 0, 19, 0, 5, 0, 43, 0, 0, 30, 17, 2, 4, 0, 74, 0, 9, 1, 9, 2, 127, 90, 0, 1, 0, 23, 12, 0, 20, 0, 2, 6, 15]",The Star Dwellers
and,[],The Star Dwellers
races,"[0, 0, 0, 0, 14, 0, 0, 0, 1, 0, 30, 43, 0, 3, 0, 0, 0, 0, 0]",The Star Dwellers
while,"[11, 77, 1, 1]",The Star Dwellers
go,"[5, 0, 0, 2, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 11, 123, 0, 3, 0, 1, 0, 33, 26, 37, 83, 6, 0, 0, 19, 19, 0, 3, 0, 17, 0, 0, 43, 25, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0, 11, 19, 127, 3, 90, 0, 0, 0, 12, 20, 13, 0, 0, 1, 0, 0]",The Star Dwellers
millions,"[0, 0, 0, 2, 0, 14, 1, 0, 0]",The Star Dwellers
