w,vector_uso
sudden,[10],"Fair, Bachelors Get Lonely"
used,"[0, 0, 0, 0, 7, 1, 66, 6, 0, 0, 1, 43, 0, 0, 1]","Fair, Bachelors Get Lonely"
hunger,"[0, 1, 0, 0, 1, 1, 0, 1]","Fair, Bachelors Get Lonely"
doesn't,[],"Fair, Bachelors Get Lonely"
transposed,"[0, 0, 0, 10, 1, 1, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
The,[],"Fair, Bachelors Get Lonely"
bothering,"[0, 0, 0, 0, 3, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","Fair, Bachelors Get Lonely"
signal,"[37, 0, 0, 2, 7, 13, 0, 1, 0]","Fair, Bachelors Get Lonely"
detective,"[0, 1, 0, 1]","Fair, Bachelors Get Lonely"
up,"[3, 0, 0, 0, 4, 307]","Fair, Bachelors Get Lonely"
don't,[],"Fair, Bachelors Get Lonely"
better,"[0, 0, 2, 13, 3, 82, 0, 0, 7, 9, 1, 0, 0, 8, 0, 0, 84, 0, 8, 115, 5, 24, 0, 0, 2, 0, 0, 23, 1, 20, 0, 0, 36, 0, 8, 0, 3, 57, 5, 8, 5, 25, 0, 1, 1, 4, 134, 0]","Fair, Bachelors Get Lonely"
showing,"[0, 21, 3, 0, 3, 36, 7, 1, 0, 1, 1, 0, 20, 1, 0, 44, 37, 15, 2, 14, 7, 0, 0, 1, 19, 1, 6, 8]","Fair, Bachelors Get Lonely"
might,"[0, 58, 81]","Fair, Bachelors Get Lonely"
When,[],"Fair, Bachelors Get Lonely"
looking,"[41, 5, 0, 26, 15, 0, 0, 3, 10, 0, 0, 102, 0, 0, 7, 59, 4, 7, 62, 23, 4]","Fair, Bachelors Get Lonely"
eye,"[0, 0, 15, 0, 23, 0, 11, 20]","Fair, Bachelors Get Lonely"
exit,"[0, 0, 3, 0, 0, 0, 0, 0, 7, 0, 0, 0, 1, 0, 71, 0, 90, 0, 0, 7, 0, 3, 0, 11, 12, 1, 16, 0, 32, 0]","Fair, Bachelors Get Lonely"
third,"[0, 0, 0, 16, 0, 0, 1, 2]","Fair, Bachelors Get Lonely"
With,[],"Fair, Bachelors Get Lonely"
there's,[],"Fair, Bachelors Get Lonely"
within,"[38, 25]","Fair, Bachelors Get Lonely"
any,"[14, 0, 168]","Fair, Bachelors Get Lonely"
units,"[5, 28, 0, 0, 0]","Fair, Bachelors Get Lonely"
thoughtfully,[2],"Fair, Bachelors Get Lonely"
even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]","Fair, Bachelors Get Lonely"
work,"[0, 0, 1, 23, 0, 13, 18, 0, 127, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 0, 0, 22, 90, 0, 0, 3, 12, 12, 37, 2, 43, 6, 39, 6, 24, 113, 0, 0, 3, 9]","Fair, Bachelors Get Lonely"
agency,"[0, 1, 2, 27, 123, 16, 0, 1, 0, 5]","Fair, Bachelors Get Lonely"
ten-fifty-five,[],"Fair, Bachelors Get Lonely"
sweater,"[2, 0, 1]","Fair, Bachelors Get Lonely"
!,[],"Fair, Bachelors Get Lonely"
mile,"[0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
put,"[19, 51, 5, 29, 4, 3, 1, 0, 0, 34, 0, 72, 1, 0, 0, 46, 0]","Fair, Bachelors Get Lonely"
realized,"[0, 5, 0, 8, 0, 0, 4, 26, 0, 0, 0, 0, 14, 102, 0, 5, 1, 17, 113, 0, 5, 0]","Fair, Bachelors Get Lonely"
first,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]","Fair, Bachelors Get Lonely"
wiggle,"[0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
written,"[1, 4, 0, 14, 10, 3, 0, 0, 1, 0]","Fair, Bachelors Get Lonely"
plates,"[0, 0, 0, 0, 3, 7, 7, 0, 6, 0, 0, 54, 0, 0]","Fair, Bachelors Get Lonely"
positively,[1],"Fair, Bachelors Get Lonely"
monthly,[2],"Fair, Bachelors Get Lonely"
evening,"[1, 1, 14, 0, 14, 0, 115]","Fair, Bachelors Get Lonely"
walked,"[17, 0]","Fair, Bachelors Get Lonely"
check,"[12, 0, 4, 0, 0, 16, 0, 0, 13, 0, 0, 10, 0, 0, 0, 5, 38, 3, 0, 1, 3, 17, 0, 0, 8, 4, 0, 1, 1, 0, 7, 0, 1, 0, 1, 0, 0, 0, 3, 2, 102, 0, 0, 17, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 7, 4, 0, 0, 6, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
ice,"[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]","Fair, Bachelors Get Lonely"
house,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]","Fair, Bachelors Get Lonely"
much,"[0, 0, 0, 6, 47, 111, 0, 11]","Fair, Bachelors Get Lonely"
make,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 2, 80, 0, 0, 51, 17, 6, 1, 0, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]","Fair, Bachelors Get Lonely"
magnifies,"[0, 0, 0, 0, 1, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
dodge,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]","Fair, Bachelors Get Lonely"
slacks,"[0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0, 1, 0, 0, 2, 2, 0, 0]","Fair, Bachelors Get Lonely"
cracker-box,[],"Fair, Bachelors Get Lonely"
parked,"[2, 11]","Fair, Bachelors Get Lonely"
Unit,"[5, 28, 0, 0, 0]","Fair, Bachelors Get Lonely"
under,"[71, 10, 0]","Fair, Bachelors Get Lonely"
Can,"[1, 0, 1, 0, 7, 3, 38, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 12, 0, 13, 1, 0, 0, 3, 0, 0, 0, 0, 4, 0, 235, 0, 4, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
handed,"[51, 6, 0, 50, 11, 12, 0]","Fair, Bachelors Get Lonely"
bug,"[0, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
close,"[0, 3, 0, 27, 83, 0, 1, 0, 0, 3, 0, 7, 2, 0, 0, 0, 51, 0, 0, 0, 23, 0, 5, 0, 4, 0, 7, 1, 0, 0, 0, 0, 0, 3, 2, 5, 0]","Fair, Bachelors Get Lonely"
unit,"[5, 28, 0, 0, 0]","Fair, Bachelors Get Lonely"
haven't,[],"Fair, Bachelors Get Lonely"
fearful,"[3, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 4, 0, 7, 3, 0]","Fair, Bachelors Get Lonely"
ever,"[59, 0, 46, 0, 0]","Fair, Bachelors Get Lonely"
buzz-buzz-buzz,[],"Fair, Bachelors Get Lonely"
without,[],"Fair, Bachelors Get Lonely"
difference,"[7, 2, 2, 1, 3, 16, 0, 0]","Fair, Bachelors Get Lonely"
We,[],"Fair, Bachelors Get Lonely"
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]","Fair, Bachelors Get Lonely"
nostrils,"[0, 0]","Fair, Bachelors Get Lonely"
quarry,"[0, 0, 1, 0, 0, 4]","Fair, Bachelors Get Lonely"
saw,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 1, 0, 1, 4, 0, 3, 0, 0, 13, 59, 1, 0, 8, 0, 7, 10, 0, 102, 7, 1, 0, 0, 1, 22, 20, 0, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
tightest-fitting,[],"Fair, Bachelors Get Lonely"
Beautiful,[16],"Fair, Bachelors Get Lonely"
may,"[0, 2, 0, 167, 0, 0]","Fair, Bachelors Get Lonely"
weary,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 7]","Fair, Bachelors Get Lonely"
giveaway,"[0, 1]","Fair, Bachelors Get Lonely"
?,[],"Fair, Bachelors Get Lonely"
He,"[0, 1039, 486, 2]","Fair, Bachelors Get Lonely"
rental,"[8, 0, 0, 1]","Fair, Bachelors Get Lonely"
By,"[7, 40, 497, 39]","Fair, Bachelors Get Lonely"
Whoever,[],"Fair, Bachelors Get Lonely"
manager,"[1, 0, 4, 0, 1]","Fair, Bachelors Get Lonely"
Traffic,"[6, 0]","Fair, Bachelors Get Lonely"
communication,"[0, 3]","Fair, Bachelors Get Lonely"
the,[],"Fair, Bachelors Get Lonely"
listening,"[6, 50, 15, 8, 0, 5, 0]","Fair, Bachelors Get Lonely"
stall,"[0, 0, 0, 0, 0, 19, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
Then,"[177, 228, 0, 0]","Fair, Bachelors Get Lonely"
you'd,[],"Fair, Bachelors Get Lonely"
feet,"[0, 0, 0, 0, 8, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
dollar,"[1, 0, 0, 9, 0, 2, 0]","Fair, Bachelors Get Lonely"
ways,"[15, 27, 2, 8, 0, 8, 123, 0, 6, 9, 3, 0, 0, 12, 31]","Fair, Bachelors Get Lonely"
She,[],"Fair, Bachelors Get Lonely"
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]","Fair, Bachelors Get Lonely"
keeping,"[0, 1, 35, 7, 4, 0, 1, 0, 0, 0, 0, 0, 9, 4, 13, 17, 2, 1, 5, 0, 0, 0, 0, 1, 2, 0, 8]","Fair, Bachelors Get Lonely"
San,[],"Fair, Bachelors Get Lonely"
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]","Fair, Bachelors Get Lonely"
will,"[218, 0, 32, 0, 0]","Fair, Bachelors Get Lonely"
which,[],"Fair, Bachelors Get Lonely"
girl,"[0, 0, 0, 0, 51, 0, 3, 0, 0, 0, 4]","Fair, Bachelors Get Lonely"
letting,"[10, 492, 5, 1, 8, 123, 0, 51, 12, 1]","Fair, Bachelors Get Lonely"
five,"[0, 18, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 7, 0]","Fair, Bachelors Get Lonely"
bedded,"[0, 49, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0]","Fair, Bachelors Get Lonely"
severed,"[0, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]","Fair, Bachelors Get Lonely"
toward,[],"Fair, Bachelors Get Lonely"
after,"[33, 0, 0, 89, 0, 3]","Fair, Bachelors Get Lonely"
come,"[0, 1, 0, 12, 0, 0, 3, 0, 5, 84, 42, 3, 3, 0, 0, 123, 0, 20, 22, 0, 0, 163, 0, 11, 0]","Fair, Bachelors Get Lonely"
number,"[0, 0, 0, 12, 84, 42, 0, 0, 22, 22, 37, 21, 22, 0, 16, 24, 7, 0, 5, 0]","Fair, Bachelors Get Lonely"
right,"[0, 0, 0, 0, 2, 0, 10, 0, 1, 0, 3, 0, 0, 4, 84, 0, 0, 3, 0, 4, 0, 3, 9, 0, 0, 0, 8, 134]","Fair, Bachelors Get Lonely"
possible,"[41, 6]","Fair, Bachelors Get Lonely"
still,"[1, 3, 0, 6, 0, 2, 0, 0, 0, 115, 47, 0, 4, 6, 3, 0, 35, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 1, 12, 0, 0, 6, 2, 9, 0, 0, 0, 11]","Fair, Bachelors Get Lonely"
get,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 5, 113, 2, 19, 16, 1, 0, 0, 2]","Fair, Bachelors Get Lonely"
anything,[],"Fair, Bachelors Get Lonely"
more,"[271, 7, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
attendant,"[0, 0, 0, 0, 0, 1, 0, 1, 2, 1, 1, 0, 0, 0]","Fair, Bachelors Get Lonely"
at,"[580, 0, 0, 35]","Fair, Bachelors Get Lonely"
went,"[0, 0, 0, 0, 0, 0, 13, 0, 0, 83, 1, 26, 0, 3, 0, 127, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 123, 33, 0, 0, 90, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12, 11, 20, 6, 19, 43, 6, 1, 0, 6, 0, 25, 0, 19, 17, 5]","Fair, Bachelors Get Lonely"
eleven,"[5, 9, 0, 0, 0]","Fair, Bachelors Get Lonely"
given,"[13, 13, 3, 2, 36, 4, 38, 0, 3, 0, 1, 0, 1, 1, 0, 0, 3, 10, 1, 7, 1, 51, 6, 0, 2, 17, 6, 0, 2, 0, 41, 12, 1, 0, 492, 0, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11, 2, 0]","Fair, Bachelors Get Lonely"
started,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 123, 0, 47, 0, 4, 0, 90, 0, 0, 0, 19, 0, 8, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
turned,"[0, 1, 0, 4, 3, 0, 0, 0, 127, 12, 0, 0, 102, 0, 0, 33, 0, 7, 37, 54, 0, 0, 0, 0, 4]","Fair, Bachelors Get Lonely"
symptoms,[0],"Fair, Bachelors Get Lonely"
formality,"[0, 0, 0]","Fair, Bachelors Get Lonely"
things,"[53, 0, 29, 50]","Fair, Bachelors Get Lonely"
snappy,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 5, 0, 0, 1, 0]","Fair, Bachelors Get Lonely"
catching,"[0, 12, 0, 0, 17, 5, 3, 2, 0, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 123, 102, 0, 0, 3, 1, 0, 0, 0, 0, 2]","Fair, Bachelors Get Lonely"
What's,[],"Fair, Bachelors Get Lonely"
L.,[],"Fair, Bachelors Get Lonely"
Okay,"[0, 22, 0, 3, 0, 1, 2, 0, 0, 1, 0, 0, 0]","Fair, Bachelors Get Lonely"
about,"[237, 6, 2, 85, 0, 18, 0, 23, 66, 0, 104, 0, 3, 182, 0, 0, 0]","Fair, Bachelors Get Lonely"
batteries,"[0, 1, 0, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
waiting,"[17, 0, 10, 59, 0, 15, 0, 0, 0]","Fair, Bachelors Get Lonely"
change,"[5, 6, 34, 1, 7, 0, 3, 0, 5, 10, 0, 1, 0, 10, 0]","Fair, Bachelors Get Lonely"
drop,"[0, 0, 0, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 6, 0, 1, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 20, 4, 0, 4, 0, 1, 3, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
Peeping,"[0, 0, 0, 0]","Fair, Bachelors Get Lonely"
How,[],"Fair, Bachelors Get Lonely"
be,"[6, 0, 3, 11, 0, 1, 722, 0, 12, 21, 0, 0, 0, 6, 4, 26]","Fair, Bachelors Get Lonely"
short,"[0, 0, 1, 8, 0, 20, 0, 2, 0, 0, 99, 6, 2, 47, 0, 0, 0, 0, 0, 28, 4, 0, 27, 0]","Fair, Bachelors Get Lonely"
someone,"[4, 7, 28, 19, 4, 14]","Fair, Bachelors Get Lonely"
regular,"[0, 0, 0, 115, 4, 10, 0]","Fair, Bachelors Get Lonely"
between,"[83, 0, 0]","Fair, Bachelors Get Lonely"
notation,"[9, 0, 0, 1]","Fair, Bachelors Get Lonely"
tenant,"[0, 0]","Fair, Bachelors Get Lonely"
down,"[146, 0, 0, 20, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0]","Fair, Bachelors Get Lonely"
front,"[0, 1, 16, 41, 0, 0, 59, 0, 0, 0, 0, 0, 62, 0, 4, 0]","Fair, Bachelors Get Lonely"
traffic,"[6, 0]","Fair, Bachelors Get Lonely"
counter,"[13, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2]","Fair, Bachelors Get Lonely"
while,"[1, 1, 11, 77]","Fair, Bachelors Get Lonely"
mistake,"[4, 0, 0, 0, 6, 3, 0, 2]","Fair, Bachelors Get Lonely"
rains,"[5, 1, 0, 0, 1]","Fair, Bachelors Get Lonely"
JYJ,[],"Fair, Bachelors Get Lonely"
starting,"[0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 123, 0, 47, 0, 4, 0, 90, 0, 0, 0, 19, 0, 8, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
solid,"[0, 1, 0, 28, 0, 1, 0, 2, 8, 0, 14, 1, 11, 25]","Fair, Bachelors Get Lonely"
let,"[10, 492, 0, 5, 0, 0, 1, 1, 0, 0, 0, 51, 0, 12, 123]","Fair, Bachelors Get Lonely"
until,[],"Fair, Bachelors Get Lonely"
JYM,[],"Fair, Bachelors Get Lonely"
city,"[0, 0, 44]","Fair, Bachelors Get Lonely"
lease,"[5, 80, 5, 0, 8, 1, 0, 51, 1, 1]","Fair, Bachelors Get Lonely"
circled,"[0, 10, 0]","Fair, Bachelors Get Lonely"
pavements,"[0, 0, 2, 1]","Fair, Bachelors Get Lonely"
occasionally,"[0, 1, 0, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
sticks,"[1, 6, 3, 0, 1, 0, 16, 0, 0, 0, 1, 0, 1, 0, 4, 0, 0, 0, 0, 0, 2, 0, 123, 0, 0, 23, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
know,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]","Fair, Bachelors Get Lonely"
hour,"[0, 15, 0, 0, 5]","Fair, Bachelors Get Lonely"
does,"[3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 0, 5, 0, 1, 6, 0, 22, 0, 6, 25, 0, 1, 163, 0, 0, 0, 3, 113, 46]","Fair, Bachelors Get Lonely"
power,"[10, 0, 0, 14, 16, 0, 58, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 81]","Fair, Bachelors Get Lonely"
boys,"[27, 47, 0]","Fair, Bachelors Get Lonely"
Diets,"[0, 0]","Fair, Bachelors Get Lonely"
certainly,"[16, 0, 9, 0, 0, 42, 0]","Fair, Bachelors Get Lonely"
Oldsmobile,[],"Fair, Bachelors Get Lonely"
Ninety-nine,"[1, 0, 4]","Fair, Bachelors Get Lonely"
too,"[0, 0, 2, 121, 118, 3, 1, 0]","Fair, Bachelors Get Lonely"
movement,"[0, 0, 0, 16, 0, 41, 0, 0, 4, 11, 11, 0, 0, 19, 10, 18, 6]","Fair, Bachelors Get Lonely"
rear,"[1, 10, 0, 1, 0, 7, 38, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 12, 0, 0, 13, 3, 0, 4, 0, 235, 0, 3, 7, 0, 162, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
hours,"[0, 21, 15, 0, 0, 5]","Fair, Bachelors Get Lonely"
but,"[25, 211, 115, 11, 409]","Fair, Bachelors Get Lonely"
motor,"[11, 0, 6, 7]","Fair, Bachelors Get Lonely"
running,"[30, 23, 1, 0, 74, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 15, 0, 0, 127, 2, 0, 9, 0, 0, 9, 0, 7, 0, 21, 0, 6, 0, 4, 90, 1, 0, 3, 2, 0, 12, 0, 20, 43, 6, 9, 5, 2, 0, 0, 17, 1, 0, 11, 7, 0, 19, 0]","Fair, Bachelors Get Lonely"
postponing,"[0, 0, 0, 0, 0, 26, 0, 0, 0, 0]","Fair, Bachelors Get Lonely"
