w,vector_uso
end,"[2, 7, 7, 0, 0, 3, 3, 27, 0, 18, 0, 4, 0, 51, 0, 83, 69, 3]",Proton magnetic resonance study
close,"[7, 0, 0, 0, 0, 5, 0, 0, 0, 4, 3, 0, 2, 83, 3, 1, 7, 0, 5, 0, 0, 2, 0, 51, 27, 23, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0]",Proton magnetic resonance study
analysis,"[7, 4, 0, 0]",Proton magnetic resonance study
For,[],Proton magnetic resonance study
value,"[17, 1, 0, 0, 13, 0, 0, 1, 7, 1, 0, 0, 17, 1, 8, 1]",Proton magnetic resonance study
presence,"[4, 0, 3, 0, 41]",Proton magnetic resonance study
made,"[0, 0, 0, 113, 0, 9, 0, 0, 0, 26, 0, 18, 21, 0, 0, 0, 1, 1, 0, 4, 1, 0, 492, 0, 9, 0, 21, 0, 163, 0, 0, 0, 0, 127, 123, 39, 6, 0, 1, 31, 1, 9, 0, 4, 11, 0, 1, 0, 0, 0, 80, 0, 16, 5, 3, 8, 0, 117, 51, 0, 0, 17, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
Douglass,"[0, 0, 1, 0, 0, 0]",Proton magnetic resonance study
closer,"[0, 0, 5, 0, 3, 0, 1, 2, 0, 0, 0, 23, 27, 0, 0, 0, 0, 0, 0, 15, 1, 0]",Proton magnetic resonance study
10.8%,[],Proton magnetic resonance study
range,"[21, 0, 72, 0, 0, 0, 0, 0, 2, 3, 4, 17, 0, 0, 13, 0, 0, 0, 0, 0, 6, 0, 3, 0, 7, 0, 0, 34, 0, 4, 0, 3, 11, 0, 12, 43, 0, 2, 1, 1, 0, 1, 1]",Proton magnetic resonance study
measured,"[0, 0, 17, 1, 1, 0, 0, 0, 4, 0, 0, 1, 3, 6, 0, 8, 1]",Proton magnetic resonance study
Subsequently,"[0, 0, 89, 0, 33, 3]",Proton magnetic resonance study
Jones,"[0, 0, 0, 0, 14, 0, 0, 0, 0, 0]",Proton magnetic resonance study
Theoretical,"[0, 0]",Proton magnetic resonance study
to,[],Proton magnetic resonance study
in,"[0, 0, 0, 3, 0, 2255, 152, 2, 1, 0]",Proton magnetic resonance study
down,"[0, 0, 0, 0, 0, 146, 0, 9, 20, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 2]",Proton magnetic resonance study
300,"[2, 0, 0]",Proton magnetic resonance study
low,"[0, 0, 0, 1, 1, 0, 146, 0, 0, 20, 0, 0, 0, 0, 10, 0, 0, 4, 0, 0, 3, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 0, 2, 169, 67, 0]",Proton magnetic resonance study
340-degrees-C,[],Proton magnetic resonance study
randomization,"[0, 0]",Proton magnetic resonance study
gas,"[6, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 28, 0]",Proton magnetic resonance study
becomes,"[123, 7, 90, 37, 33]",Proton magnetic resonance study
cylindrical,"[0, 0]",Proton magnetic resonance study
111,[],Proton magnetic resonance study
finally,"[0, 0, 0, 18, 0, 0, 3, 83, 7]",Proton magnetic resonance study
sample,"[0, 22, 7, 1, 0, 1]",Proton magnetic resonance study
centrifugation,[0],Proton magnetic resonance study
loss,"[0, 7, 0, 3, 7, 0, 0, 71, 10, 3, 0]",Proton magnetic resonance study
sheets,"[3, 0, 0, 18, 0, 12, 0, 0, 0, 0, 0, 5, 0, 0, 1]",Proton magnetic resonance study
though,[56],Proton magnetic resonance study
formula,"[3, 0, 3, 24, 8, 8, 2, 14]",Proton magnetic resonance study
maintained,"[2, 0, 1, 0, 4, 35, 2, 5, 0, 1, 17, 0, 0, 1, 3, 3, 2, 2]",Proton magnetic resonance study
interactions,"[0, 0]",Proton magnetic resonance study
Nuclear,"[11, 13]",Proton magnetic resonance study
lines,"[6, 24, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 0, 31, 0, 3, 26, 0, 0, 2, 0, 36, 0, 0, 0, 7, 0, 0, 39, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 2, 1, 2, 0, 0, 0, 5, 0, 9, 7, 0, 3, 0, 0, 0]",Proton magnetic resonance study
bridged-T,[0],Proton magnetic resonance study
:,[],Proton magnetic resonance study
sources,"[5, 20, 3, 4, 0, 0, 0, 1, 4, 1, 1, 3]",Proton magnetic resonance study
2.44,[],Proton magnetic resonance study
angles,"[1, 13, 1, 2, 5, 0, 2, 1]",Proton magnetic resonance study
any,"[14, 168, 0]",Proton magnetic resonance study
ordered,"[51, 8, 21, 72, 0, 0, 17, 0, 1, 0, 2, 39, 1, 0, 34, 70, 1, 3, 0, 12, 0, 0, 0, 0, 3, 5]",Proton magnetic resonance study
``,[],Proton magnetic resonance study
frequency,"[0, 0, 0, 4, 0]",Proton magnetic resonance study
dispersion,"[1, 6, 1, 0, 0, 0]",Proton magnetic resonance study
'',[],Proton magnetic resonance study
hardly,"[11, 7, 115, 4, 1]",Proton magnetic resonance study
usually,"[18, 1, 0, 1, 0]",Proton magnetic resonance study
signal,"[7, 0, 0, 13, 2, 37, 1, 0, 0]",Proton magnetic resonance study
nearby,[4],Proton magnetic resonance study
crystal,"[0, 0, 1, 0, 0, 0, 0, 0]",Proton magnetic resonance study
low-temperature,[],Proton magnetic resonance study
non-hydrogen-bonded,[],Proton magnetic resonance study
induction,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 4]",Proton magnetic resonance study
increasingly,"[0, 0, 4]",Proton magnetic resonance study
randomly,"[0, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
water-washed,"[1, 0, 0]",Proton magnetic resonance study
moment,"[40, 24, 3, 6, 0, 0, 13, 45, 0, 5]",Proton magnetic resonance study
every,[49],Proton magnetic resonance study
centered,"[0, 0, 0, 0, 0, 2, 0, 23, 5, 0, 0, 0]",Proton magnetic resonance study
-,[],Proton magnetic resonance study
interaction,"[0, 0]",Proton magnetic resonance study
spectrometric,[0],Proton magnetic resonance study
estimated,"[0, 3, 0, 4, 0, 22, 12, 9, 0, 1]",Proton magnetic resonance study
gross,"[0, 9, 0, 12, 0, 2, 2, 3, 0, 22, 0, 0, 2, 0, 1, 0, 2, 3, 0, 0, 0, 6, 0, 0, 1, 0, 2]",Proton magnetic resonance study
chemical,"[1, 0, 0]",Proton magnetic resonance study
measurement,"[0, 0, 1, 8]",Proton magnetic resonance study
zero,"[0, 7, 0, 0, 1, 0, 3, 0, 0, 0, 38, 0, 0, 0, 0, 0, 13, 0]",Proton magnetic resonance study
placed,"[51, 0, 4, 21, 72, 6, 3, 14, 17, 19, 29, 19, 46, 0, 7, 34, 16, 1, 1, 37, 1, 0, 4, 3, 0, 12, 0, 10, 2, 2]",Proton magnetic resonance study
has,"[2, 49, 0, 113, 0, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 0, 17, 7]",Proton magnetic resonance study
lack,"[2, 51, 10, 3]",Proton magnetic resonance study
whether,[],Proton magnetic resonance study
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",Proton magnetic resonance study
prevent,"[1, 35, 0, 0, 7, 0]",Proton magnetic resonance study
thermal,"[0, 0, 0]",Proton magnetic resonance study
lend,"[1, 1, 9, 1, 18, 4, 1]",Proton magnetic resonance study
conclusion,"[11, 7, 7, 0, 0, 3, 0, 0, 6, 51, 27, 83, 1, 3]",Proton magnetic resonance study
O,"[2, 0, 0, 0, 0, 4]",Proton magnetic resonance study
observing,"[1, 13, 0, 12, 0, 1, 5, 8, 55, 3, 0, 0, 0, 9, 3, 0, 4, 35, 9, 0, 11, 0]",Proton magnetic resonance study
for,[],Proton magnetic resonance study
required,"[0, 5, 15, 0, 80, 51, 28, 9, 0, 1, 2, 0, 6, 22, 14, 0, 0, 54]",Proton magnetic resonance study
Dr.,"[6, 0, 0, 13, 7, 1]",Proton magnetic resonance study
susceptibility,"[0, 0]",Proton magnetic resonance study
isotropic,"[0, 0]",Proton magnetic resonance study
progressive,"[7, 0, 0, 0, 1, 0, 0, 0, 0]",Proton magnetic resonance study
flat,"[1, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 18, 1, 0, 6, 0, 2, 16, 14, 10, 0, 0, 0, 0, 0]",Proton magnetic resonance study
contain,"[6, 80, 3, 0, 3, 38, 18, 0, 6, 0, 4, 9, 17, 0, 0, 0]",Proton magnetic resonance study
defined,"[2, 1, 2, 1, 0, 0, 0, 46, 0, 0, 1]",Proton magnetic resonance study
He,"[486, 2, 0, 1039]",Proton magnetic resonance study
been,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Proton magnetic resonance study
important,"[0, 4, 14, 32, 0]",Proton magnetic resonance study
unknown,"[7, 0, 5, 12, 1, 0, 0, 0, 1, 0, 0, 5]",Proton magnetic resonance study
among,[],Proton magnetic resonance study
Mc/sec,[],Proton magnetic resonance study
others,[],Proton magnetic resonance study
latter,[9],Proton magnetic resonance study
room,"[123, 31, 0, 15]",Proton magnetic resonance study
caused,"[123, 492, 113, 1, 163, 18, 0]",Proton magnetic resonance study
61.2%,[],Proton magnetic resonance study
derived,"[0, 0, 5, 0, 0, 84, 0, 1, 1]",Proton magnetic resonance study
becoming,"[123, 0, 4, 7, 0, 90, 7, 37, 0, 0, 33]",Proton magnetic resonance study
midway,"[3, 1, 0, 23, 0, 15]",Proton magnetic resonance study
interlayer,[0],Proton magnetic resonance study
implies,"[5, 2, 0, 0, 0, 37, 0]",Proton magnetic resonance study
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",Proton magnetic resonance study
separated,"[0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 1, 0, 39, 0, 0, 1, 0, 1, 1, 0, 1, 4, 0, 13, 2, 5, 0, 0, 0, 3, 47, 18, 0, 0, 3, 10, 0]",Proton magnetic resonance study
and,[],Proton magnetic resonance study
piezoelectric,[0],Proton magnetic resonance study
blowing,"[6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
broadening,"[1, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
information,"[0, 4, 16, 0, 0]",Proton magnetic resonance study
coefficient,[0],Proton magnetic resonance study
motional-modified,[],Proton magnetic resonance study
piezoelectricity,"[0, 0, 0]",Proton magnetic resonance study
disappeared,"[2, 1, 0, 0, 0]",Proton magnetic resonance study
A.,[],Proton magnetic resonance study
nuclei,"[0, 0, 0, 0, 3, 4]",Proton magnetic resonance study
did,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 3, 1, 9, 0, 22, 1, 84, 0]",Proton magnetic resonance study
reported,"[6, 12, 8, 8, 13]",Proton magnetic resonance study
uniquely,"[1, 4]",Proton magnetic resonance study
distances,"[43, 9, 16, 0, 0, 0]",Proton magnetic resonance study
all,"[13, 352, 28, 24, 2, 2, 6]",Proton magnetic resonance study
weight,"[1, 13, 6, 0, 1, 0, 0, 0, 0, 0, 2, 0]",Proton magnetic resonance study
times,"[0, 188, 0, 0, 29, 0, 1, 0, 3, 1, 0]",Proton magnetic resonance study
consistent,"[0, 2, 3, 1, 6, 5]",Proton magnetic resonance study
powdered,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
reasonably,"[6, 17, 0, 0, 2, 0, 19, 3, 0, 0]",Proton magnetic resonance study
details,"[6, 37, 1, 9, 0, 3, 20]",Proton magnetic resonance study
contains,"[6, 80, 3, 0, 3, 38, 18, 0, 6, 0, 4, 9, 17, 0, 0, 0]",Proton magnetic resonance study
6,"[0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]",Proton magnetic resonance study
assumption,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0]",Proton magnetic resonance study
example,"[1, 0, 8, 0, 35, 2, 1, 5, 0, 23, 10, 0]",Proton magnetic resonance study
lower,"[0, 0, 0, 1, 1, 0, 146, 0, 20, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 6, 3, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 0, 0, 2, 67, 0]",Proton magnetic resonance study
",",[],Proton magnetic resonance study
oxygens,"[0, 2, 4]",Proton magnetic resonance study
Such,[107],Proton magnetic resonance study
flow,"[0, 0, 0, 5, 0, 0, 43, 6, 74, 3, 0, 20, 2, 0, 14, 0, 3, 8]",Proton magnetic resonance study
such,[107],Proton magnetic resonance study
top,"[0, 1, 2, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 8, 29, 0, 12, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
trigonal,"[0, 0]",Proton magnetic resonance study
repeat,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 5]",Proton magnetic resonance study
general,"[32, 1, 9, 1, 0, 0, 0, 0, 0]",Proton magnetic resonance study
Curie-Weiss,[],Proton magnetic resonance study
percent,"[1, 4, 0, 0]",Proton magnetic resonance study
prepared,"[0, 0, 113, 4, 1, 0, 1, 21, 46, 0, 1, 12, 0, 7, 1, 6, 0, 0, 0, 3, 0]",Proton magnetic resonance study
generally,"[6, 12, 0, 2, 1, 0, 0, 0, 0]",Proton magnetic resonance study
These,[],Proton magnetic resonance study
procedures,"[0, 12, 6, 6, 0, 5, 6]",Proton magnetic resonance study
lie,"[0, 8, 0, 0, 16, 0, 2, 0, 0, 0]",Proton magnetic resonance study
Eades,[],Proton magnetic resonance study
single,"[321, 28, 786, 1, 0, 24, 1, 2, 0, 5, 29]",Proton magnetic resonance study
.,[],Proton magnetic resonance study
number,"[42, 22, 0, 0, 21, 22, 16, 0, 7, 12, 0, 0, 0, 0, 22, 24, 84, 5, 37, 0]",Proton magnetic resonance study
when,[],Proton magnetic resonance study
up,"[307, 0, 4, 3, 0, 0]",Proton magnetic resonance study
methods,"[0, 11]",Proton magnetic resonance study
diluted,"[5, 20, 0, 5, 0, 0, 0, 9, 14, 0]",Proton magnetic resonance study
nor,[],Proton magnetic resonance study
by,"[40, 497, 7, 39]",Proton magnetic resonance study
),[],Proton magnetic resonance study
preferred,"[3, 3, 0, 1, 7, 0, 0, 3, 0, 4, 0, 0, 0]",Proton magnetic resonance study
height-to-diameter,[],Proton magnetic resonance study
less,"[0, 0, 68, 0]",Proton magnetic resonance study
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",Proton magnetic resonance study
2.55,[],Proton magnetic resonance study
effects,"[6, 14, 0, 5, 6, 0, 0, 27, 0, 14, 3, 2, 8, 27, 0, 16, 3]",Proton magnetic resonance study
discuss,"[0, 0, 0, 0, 0, 2, 3]",Proton magnetic resonance study
500,"[3, 0, 0, 13]",Proton magnetic resonance study
slope,"[0, 61, 1, 5, 3]",Proton magnetic resonance study
normal,"[3, 24, 8, 8, 2]",Proton magnetic resonance study
symmetrically,[0],Proton magnetic resonance study
length,"[16, 0, 9]",Proton magnetic resonance study
more,"[0, 271, 0, 0, 7, 0]",Proton magnetic resonance study
gases,"[6, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 28, 0]",Proton magnetic resonance study
hyperfine,[0],Proton magnetic resonance study
Meisenheimer,[],Proton magnetic resonance study
packed,"[1, 0, 1, 2, 80, 0, 0, 1, 1, 0, 0, 9, 0, 2, 0, 0, 0]",Proton magnetic resonance study
dipole,"[0, 0]",Proton magnetic resonance study
quality,"[3, 4, 0, 3, 11, 0, 0, 9, 12, 2, 1, 6]",Proton magnetic resonance study
hence,"[22, 12, 0, 3, 228]",Proton magnetic resonance study
symmetry,"[0, 26, 0, 0, 0, 5]",Proton magnetic resonance study
Therefore,"[22, 12, 0, 1, 3, 228]",Proton magnetic resonance study
accord,"[0, 0, 2, 1, 2, 0, 6, 11, 0, 0, 0, 0, 0, 1]",Proton magnetic resonance study
difficult,"[0, 33, 17]",Proton magnetic resonance study
terms,"[27, 0, 17, 17, 0, 3, 8, 0, 0]",Proton magnetic resonance study
an,"[0, 0]",Proton magnetic resonance study
Laue,[],Proton magnetic resonance study
calcium,"[0, 0, 4]",Proton magnetic resonance study
apparatus,"[2, 2]",Proton magnetic resonance study
constant,"[0, 0, 0, 8, 0, 3, 2, 0, 0, 1, 0, 1]",Proton magnetic resonance study
appears,"[0, 3, 59, 26, 0]",Proton magnetic resonance study
gave,"[0, 13, 1, 113, 0, 0, 492, 0, 6, 4, 3, 0, 1, 32, 0, 0, 6, 6, 1, 0, 13, 19, 1, 12, 0, 11, 0, 0, 6, 1, 50, 3, 10, 3, 38, 51, 36, 17, 7, 0, 2]",Proton magnetic resonance study
larger,"[30, 0, 61, 0, 53, 0, 18, 9, 0, 0, 0, 0, 0, 0, 0, 4, 13]",Proton magnetic resonance study
indicated,"[7, 5, 0, 2, 37, 1, 44, 4, 0]",Proton magnetic resonance study
asymmetrically,"[0, 0]",Proton magnetic resonance study
110-degrees-C,[],Proton magnetic resonance study
few,[71],Proton magnetic resonance study
endothermic,"[0, 0, 0]",Proton magnetic resonance study
expect,"[2, 15, 6, 59, 0, 6, 22, 0, 9, 0, 10]",Proton magnetic resonance study
W.,[],Proton magnetic resonance study
semiempirical,[0],Proton magnetic resonance study
appear,"[0, 3, 59, 26, 0]",Proton magnetic resonance study
about,"[0, 85, 3, 237, 0, 6, 2, 104, 18, 0, 0, 0, 66, 0, 182, 23, 0]",Proton magnetic resonance study
suggested,"[7, 5, 1, 3, 1, 0, 2, 0]",Proton magnetic resonance study
kind,"[39, 18, 10, 2, 57, 0]",Proton magnetic resonance study
Indeed,"[228, 17]",Proton magnetic resonance study
J,"[0, 0, 1, 0]",Proton magnetic resonance study
rf,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
interpreted,"[17, 1, 21, 28, 3, 6, 2, 0, 4, 102, 0]",Proton magnetic resonance study
distance,"[43, 9, 16, 0, 0, 0]",Proton magnetic resonance study
470,[],Proton magnetic resonance study
diffraction,[0],Proton magnetic resonance study
way,"[3, 0, 6, 31, 123, 8, 2, 0, 15, 27, 9, 0, 8]",Proton magnetic resonance study
g,"[3, 0, 0, 0, 0, 0, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 0]",Proton magnetic resonance study
ml,"[0, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
absence,"[0, 12]",Proton magnetic resonance study
become,"[123, 7, 90, 37, 33]",Proton magnetic resonance study
it,"[0, 0]",Proton magnetic resonance study
third,"[0, 0, 1, 0, 2, 0, 16, 0]",Proton magnetic resonance study
intercept,"[1, 0, 0, 18, 3]",Proton magnetic resonance study
between,"[0, 83, 0]",Proton magnetic resonance study
quantitative,[1],Proton magnetic resonance study
fine,"[0, 2, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",Proton magnetic resonance study
bottom,"[1, 7, 12, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 1, 38, 235, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Proton magnetic resonance study
study,"[2, 0, 8, 0, 5, 0, 0, 127, 0, 5, 34, 2, 0, 0, 0, 10, 24, 80, 21, 0, 7, 4, 25, 2, 0, 0]",Proton magnetic resonance study
shift,"[1, 1, 0, 1, 2, 3, 0, 0, 0, 0, 0, 0, 2, 0, 13, 0, 0, 6, 0, 7, 0, 0, 1, 0, 1, 0, 1, 0, 34, 3, 0, 0, 1]",Proton magnetic resonance study
reference,"[0, 0, 0, 5, 12, 0, 0, 3, 0, 0, 2, 0, 0, 0, 4, 9, 3, 6, 0, 0]",Proton magnetic resonance study
above,"[20, 0, 0, 0, 0]",Proton magnetic resonance study
ion,[0],Proton magnetic resonance study
solid,"[2, 28, 1, 0, 0, 1, 25, 0, 0, 14, 0, 8, 11, 1]",Proton magnetic resonance study
Electron,"[0, 0]",Proton magnetic resonance study
evolved,"[12, 0, 0, 3]",Proton magnetic resonance study
limits,"[0, 0, 0, 0, 0, 0, 0, 2, 7, 46, 0, 1, 1, 0, 1, 5, 2, 1, 0, 0, 0]",Proton magnetic resonance study
463-degrees-C,[],Proton magnetic resonance study
two,"[158, 0, 0, 0, 26]",Proton magnetic resonance study
line,"[6, 24, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 0, 31, 0, 3, 26, 0, 0, 2, 0, 36, 0, 0, 0, 7, 0, 0, 39, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 2, 1, 2, 0, 0, 0, 5, 0, 9, 7, 0, 3, 0, 0, 0]",Proton magnetic resonance study
nuclear,"[11, 13]",Proton magnetic resonance study
Introduction,"[1, 1, 0, 0, 0, 2, 2, 2, 0, 0, 2, 0, 1, 1, 0, 4, 0, 0]",Proton magnetic resonance study
contained,"[6, 80, 3, 3, 0, 3, 38, 18, 0, 6, 0, 4, 9, 17, 0, 0, 0]",Proton magnetic resonance study
presented,"[5, 0, 11, 0, 0, 6, 3, 62, 0, 0, 2, 6, 3, 44, 0, 6, 2, 36, 51, 0]",Proton magnetic resonance study
77,"[0, 1, 0]",Proton magnetic resonance study
molecular,[0],Proton magnetic resonance study
evacuated,"[12, 0, 1]",Proton magnetic resonance study
grams,"[0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
is,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Proton magnetic resonance study
Snyder,[],Proton magnetic resonance study
learned,"[0, 0, 0, 4, 0, 102, 15, 0, 0, 1, 14, 0, 12, 12, 3, 0, 0, 1, 1, 6, 0, 3, 24, 0, 80, 0, 21, 0, 4, 0, 5]",Proton magnetic resonance study
shorten,"[0, 5, 20, 1, 6, 0, 0, 0, 0, 0, 0]",Proton magnetic resonance study
Here,"[96, 0, 0, 12]",Proton magnetic resonance study
at,"[0, 35, 580, 0]",Proton magnetic resonance study
impurities,"[0, 0, 0]",Proton magnetic resonance study
proton,[0],Proton magnetic resonance study
moves,"[0, 0, 16, 0, 0, 1, 0, 6, 1, 0, 1, 19, 0, 1, 0, 0, 43, 1, 22, 90, 7, 6]",Proton magnetic resonance study
nickel,"[0, 0, 0, 0]",Proton magnetic resonance study
410-degrees-C,[],Proton magnetic resonance study
manner,"[3, 6, 123, 8, 0, 15]",Proton magnetic resonance study
period,"[0, 0, 0, 37, 0, 0, 0, 18, 2, 0, 14, 0, 0]",Proton magnetic resonance study
integration,"[0, 0, 0, 3]",Proton magnetic resonance study
atmosphere,"[0, 0, 0, 0, 26, 0, 0, 13, 0]",Proton magnetic resonance study
2,"[158, 0, 0, 0, 26]",Proton magnetic resonance study
evidenced,"[5, 0, 3, 0, 8, 15, 39, 3, 44, 0, 1]",Proton magnetic resonance study
were,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Proton magnetic resonance study
minimize,"[0, 1, 0, 0, 0, 0, 0]",Proton magnetic resonance study
field,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 7, 1, 0, 2, 32, 0, 0, 34, 5, 0, 0, 0, 0, 1, 0, 24, 25, 0, 0, 0, 0]",Proton magnetic resonance study
level,"[0, 1, 31, 115, 11, 0, 0, 0, 0, 18, 0, 0, 8, 0, 37, 0, 14, 1, 10, 0, 22, 0, 0, 12, 0, 0, 23, 8]",Proton magnetic resonance study
much,"[0, 6, 111, 11, 47, 0, 0, 0]",Proton magnetic resonance study
University,[7],Proton magnetic resonance study
adsorbed,[0],Proton magnetic resonance study
occurring,"[0, 14, 0, 0, 3, 84, 0, 12, 0, 0]",Proton magnetic resonance study
sealed,"[0, 42, 0, 0, 0, 1]",Proton magnetic resonance study
microscopic,"[0, 1]",Proton magnetic resonance study
experimentally,"[0, 3, 0]",Proton magnetic resonance study
Af,[],Proton magnetic resonance study
