designate,"[0, 37, 0, 2, 7, 0, 1, 44, 0, 0, 8, 1, 0]","William G. Pollard, Physicist and Christian"
page,"[0, 0, 0, 0, 0, 2, 2, 0]","William G. Pollard, Physicist and Christian"
weapon,"[5, 0, 0, 18]","William G. Pollard, Physicist and Christian"
up,"[3, 0, 0, 0, 4, 307]","William G. Pollard, Physicist and Christian"
superficial,"[3, 0]","William G. Pollard, Physicist and Christian"
point,"[14, 73, 0, 0, 0, 8, 0, 22, 0, 0, 0, 0, 1, 0, 2, 0, 0, 3, 0, 11, 3, 14, 2, 0, 0, 1, 44, 0, 16, 72, 5, 0, 18, 4, 37, 0, 0, 7, 0, 0, 0, 6, 6, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
America,"[14, 17, 0, 0, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
successful,[8],"William G. Pollard, Physicist and Christian"
better,"[0, 0, 2, 13, 3, 82, 0, 0, 7, 9, 1, 0, 0, 8, 0, 0, 84, 0, 8, 115, 5, 24, 0, 0, 2, 0, 0, 23, 1, 20, 0, 0, 36, 0, 8, 0, 3, 57, 5, 8, 5, 25, 0, 1, 1, 4, 134, 0]","William G. Pollard, Physicist and Christian"
understandings,"[0, 8, 21, 2, 1, 1, 0, 11, 0, 1, 0, 0, 9, 102, 4, 17, 30, 0, 0, 0]","William G. Pollard, Physicist and Christian"
bad,"[0, 5, 1, 2, 0, 53, 0, 19, 0, 0, 5, 7, 0, 0, 5, 0, 0]","William G. Pollard, Physicist and Christian"
Klan,"[0, 0, 0]","William G. Pollard, Physicist and Christian"
might,"[0, 58, 81]","William G. Pollard, Physicist and Christian"
unity,"[0, 29, 24, 5, 2, 321, 1, 1, 786]","William G. Pollard, Physicist and Christian"
vividly,[2],"William G. Pollard, Physicist and Christian"
When,[],"William G. Pollard, Physicist and Christian"
life,"[0, 0, 0, 14, 0, 0, 0, 1, 0, 98, 0, 33, 0, 1]","William G. Pollard, Physicist and Christian"
assign,"[0, 0, 51, 0, 0, 0, 1, 0, 0, 4, 0, 0, 1]","William G. Pollard, Physicist and Christian"
emerges,"[16, 0, 0, 1, 0, 0]","William G. Pollard, Physicist and Christian"
organize,"[0, 39, 0, 0, 0, 0, 0, 4, 0, 16, 0, 0, 0, 1]","William G. Pollard, Physicist and Christian"
preserve,"[4, 13, 0, 0, 0, 1, 0, 35, 5, 0, 0, 1]","William G. Pollard, Physicist and Christian"
infected,"[0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
within,"[38, 25]","William G. Pollard, Physicist and Christian"
seemed,"[3, 59, 26]","William G. Pollard, Physicist and Christian"
dare,"[5, 0, 1, 0, 0]","William G. Pollard, Physicist and Christian"
any,"[14, 0, 168]","William G. Pollard, Physicist and Christian"
most,"[237, 18, 23, 66, 0, 104, 3, 0, 0]","William G. Pollard, Physicist and Christian"
even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]","William G. Pollard, Physicist and Christian"
valuable,"[0, 3]","William G. Pollard, Physicist and Christian"
necessity,"[0, 3, 13, 18, 4]","William G. Pollard, Physicist and Christian"
Hale's,[],"William G. Pollard, Physicist and Christian"
refer,"[0, 3, 4, 0, 0, 11, 0, 0, 0, 31, 0, 0, 1, 9, 1, 5, 0]","William G. Pollard, Physicist and Christian"
fairies,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
features,"[0, 0, 0, 1, 0, 17, 0, 4, 492]","William G. Pollard, Physicist and Christian"
All,"[28, 2, 2, 24, 6, 352, 13]","William G. Pollard, Physicist and Christian"
uncle,[2],"William G. Pollard, Physicist and Christian"
few,[71],"William G. Pollard, Physicist and Christian"
commonly,"[18, 0, 1, 1, 0]","William G. Pollard, Physicist and Christian"
imagination,"[0, 12, 0, 3, 0, 0, 15, 0]","William G. Pollard, Physicist and Christian"
known,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 24, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]","William G. Pollard, Physicist and Christian"
range,"[1, 0, 0, 1, 34, 2, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 1, 3, 0, 13, 3, 21, 0, 0, 2, 0, 4, 1, 0, 72, 0, 43, 0, 0, 0, 0, 12, 0, 4, 6, 11, 7, 3]","William G. Pollard, Physicist and Christian"
wake,"[1, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0]","William G. Pollard, Physicist and Christian"
!,[],"William G. Pollard, Physicist and Christian"
lieutenants,"[0, 0, 2]","William G. Pollard, Physicist and Christian"
experienced,"[49, 492, 0, 102, 8, 129, 7, 37, 26, 0, 123]","William G. Pollard, Physicist and Christian"
first,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]","William G. Pollard, Physicist and Christian"
asks,"[22, 0, 80, 1, 0, 5, 0, 15, 0, 54, 6, 14]","William G. Pollard, Physicist and Christian"
And,[],"William G. Pollard, Physicist and Christian"
undoubtedly,"[0, 2, 2]","William G. Pollard, Physicist and Christian"
already,[27],"William G. Pollard, Physicist and Christian"
best,"[0, 0, 2, 1, 82, 3, 0, 9, 7, 1, 0, 0, 0, 84, 0, 0, 0, 8, 115, 5, 24, 0, 0, 2, 0, 0, 0, 23, 0, 1, 20, 0, 36, 0, 8, 0, 3, 0, 57, 5, 8, 5, 25, 1, 1, 4, 134, 0]","William G. Pollard, Physicist and Christian"
agreed-upon,[],"William G. Pollard, Physicist and Christian"
helpless,"[2, 32, 0]","William G. Pollard, Physicist and Christian"
doing,"[3, 0, 0, 9, 18, 0, 84, 0, 5, 0, 1, 6, 22, 0, 6, 25, 0, 1, 163, 0, 0, 3, 113, 46]","William G. Pollard, Physicist and Christian"
basic,"[0, 0, 0, 0, 0, 19]","William G. Pollard, Physicist and Christian"
speak,"[6, 0, 14, 26, 2, 0, 14]","William G. Pollard, Physicist and Christian"
positive,"[0, 4, 6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 21]","William G. Pollard, Physicist and Christian"
cumulative,"[0, 1]","William G. Pollard, Physicist and Christian"
kind,"[57, 39, 0, 2, 18, 10]","William G. Pollard, Physicist and Christian"
identity,"[0, 0, 0, 0, 0, 3, 0]","William G. Pollard, Physicist and Christian"
having,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 492, 4, 1, 0, 113, 2, 6]","William G. Pollard, Physicist and Christian"
givenness,[0],"William G. Pollard, Physicist and Christian"
itself,[],"William G. Pollard, Physicist and Christian"
manifestation,"[0, 14, 0, 0, 1, 0, 3]","William G. Pollard, Physicist and Christian"
mixture,"[0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 10, 0, 0, 0]","William G. Pollard, Physicist and Christian"
drawn,"[0, 0, 24, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 14, 3, 0, 0, 1, 0, 4, 9, 1, 7, 0, 123, 4, 6, 0, 0, 0, 5, 0, 0, 3, 12, 43, 5, 0, 11, 0, 0, 4, 0, 0, 2, 113]","William G. Pollard, Physicist and Christian"
house,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]","William G. Pollard, Physicist and Christian"
much,"[0, 0, 0, 6, 47, 111, 0, 11]","William G. Pollard, Physicist and Christian"
make,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 2, 80, 0, 0, 51, 17, 6, 1, 0, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]","William G. Pollard, Physicist and Christian"
widely,"[16, 4]","William G. Pollard, Physicist and Christian"
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]","William G. Pollard, Physicist and Christian"
entity,[1],"William G. Pollard, Physicist and Christian"
highly,"[12, 4]","William G. Pollard, Physicist and Christian"
excesses,"[0, 0, 0, 0, 0, 0, 0, 2, 2]","William G. Pollard, Physicist and Christian"
Communism,[1],"William G. Pollard, Physicist and Christian"
Spirit,"[0, 14, 23, 2, 59, 0, 0, 6, 0, 0, 0, 37, 1, 6, 98, 0, 0, 20]","William G. Pollard, Physicist and Christian"
gathering,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 5, 0, 19, 1, 0, 0, 1, 0]","William G. Pollard, Physicist and Christian"
sector,"[1, 0]","William G. Pollard, Physicist and Christian"
village,"[1, 0, 5, 0, 0, 2]","William G. Pollard, Physicist and Christian"
writing,"[0, 1, 4, 11, 0, 14, 3, 6, 0, 0, 0, 1, 0, 0, 0]","William G. Pollard, Physicist and Christian"
under,"[71, 10, 0]","William G. Pollard, Physicist and Christian"
great,"[61, 0, 2, 0, 0, 0, 5, 0, 4, 18, 0, 0, 53, 0, 2, 1, 0, 0, 0, 30, 0, 3, 3, 0, 0]","William G. Pollard, Physicist and Christian"
men,"[0, 63, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 0, 0, 51, 173, 0, 0, 0, 0, 0, 6, 11]","William G. Pollard, Physicist and Christian"
Biblical,"[0, 2]","William G. Pollard, Physicist and Christian"
close,"[0, 3, 0, 27, 83, 0, 1, 0, 0, 3, 0, 7, 2, 0, 0, 0, 51, 0, 0, 0, 23, 0, 5, 0, 4, 0, 7, 1, 0, 0, 0, 0, 0, 3, 2, 5, 0]","William G. Pollard, Physicist and Christian"
Proctor,"[1, 0, 0]","William G. Pollard, Physicist and Christian"
enjoyed,"[49, 0, 1, 4, 0, 0, 0, 5]","William G. Pollard, Physicist and Christian"
ever,"[59, 0, 46, 0, 0]","William G. Pollard, Physicist and Christian"
because,[],"William G. Pollard, Physicist and Christian"
distinction,"[0, 8, 9, 2, 3]","William G. Pollard, Physicist and Christian"
discussion,"[8, 0, 4, 2, 37]","William G. Pollard, Physicist and Christian"
result,"[6, 5, 8, 16, 10, 0, 0, 27, 32, 25, 8, 27, 1, 0, 6, 20, 0, 0]","William G. Pollard, Physicist and Christian"
devils,"[2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","William G. Pollard, Physicist and Christian"
We,[],"William G. Pollard, Physicist and Christian"
opens,"[38, 0, 10, 51, 11, 18, 0, 0, 0, 3, 0, 26]","William G. Pollard, Physicist and Christian"
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]","William G. Pollard, Physicist and Christian"
fire,"[0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 9, 29, 0, 2, 1, 3, 0, 0, 0, 0, 1, 0, 235, 1, 1, 1, 0, 0, 1, 7, 2, 0, 0, 0, 1]","William G. Pollard, Physicist and Christian"
vigor,"[0, 1, 0, 0, 7, 0, 1, 0]","William G. Pollard, Physicist and Christian"
material,"[0, 16, 33, 1, 2, 0, 5, 0]","William G. Pollard, Physicist and Christian"
may,"[0, 2, 0, 167, 0, 0]","William G. Pollard, Physicist and Christian"
normal,"[8, 8, 24, 3, 2]","William G. Pollard, Physicist and Christian"
among,[],"William G. Pollard, Physicist and Christian"
operative,"[0, 0, 0, 17, 0, 0, 9, 0, 0, 2, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
?,[],"William G. Pollard, Physicist and Christian"
longer,"[0, 109, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0]","William G. Pollard, Physicist and Christian"
A,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]","William G. Pollard, Physicist and Christian"
uneasy,"[1, 1, 1, 0, 0, 3, 4, 0]","William G. Pollard, Physicist and Christian"
sources,"[1, 4, 4, 5, 0, 1, 0, 20, 3, 1, 3, 0]","William G. Pollard, Physicist and Christian"
society,"[11, 0, 0, 0, 0, 1, 1, 34, 0, 0, 15, 11, 0, 0]","William G. Pollard, Physicist and Christian"
grasped,"[0, 5, 1, 3, 0, 1, 0, 0, 0]","William G. Pollard, Physicist and Christian"
the,[],"William G. Pollard, Physicist and Christian"
concrete,[4],"William G. Pollard, Physicist and Christian"
provides,"[1, 0, 0, 16, 0, 32, 0, 1, 0, 3, 11, 12]","William G. Pollard, Physicist and Christian"
virulence,"[0, 1]","William G. Pollard, Physicist and Christian"
horns,"[0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
devil,"[2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","William G. Pollard, Physicist and Christian"
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]","William G. Pollard, Physicist and Christian"
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]","William G. Pollard, Physicist and Christian"
extent,[9],"William G. Pollard, Physicist and Christian"
potency,"[1, 0, 4, 0, 6, 0, 6, 0, 1, 0, 0]","William G. Pollard, Physicist and Christian"
will,"[218, 0, 32, 0, 0]","William G. Pollard, Physicist and Christian"
which,[],"William G. Pollard, Physicist and Christian"
girl,"[0, 0, 0, 0, 51, 0, 3, 0, 0, 0, 4]","William G. Pollard, Physicist and Christian"
important,"[0, 32, 14, 4, 0]","William G. Pollard, Physicist and Christian"
terribly,"[0, 0, 2, 1, 0, 0, 0, 2]","William G. Pollard, Physicist and Christian"
pleasures,"[0, 5, 6, 17]","William G. Pollard, Physicist and Christian"
Every,[49],"William G. Pollard, Physicist and Christian"
present,"[2, 3, 0, 36, 0, 2, 6, 5, 0, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]","William G. Pollard, Physicist and Christian"
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]","William G. Pollard, Physicist and Christian"
ominously,[1],"William G. Pollard, Physicist and Christian"
This,[],"William G. Pollard, Physicist and Christian"
we,[],"William G. Pollard, Physicist and Christian"
exists,"[0, 722, 26, 5, 6]","William G. Pollard, Physicist and Christian"
position,"[1, 17, 43, 0, 19, 4, 4, 0, 16, 61, 0, 0, 51, 0, 0, 72, 0, 1, 0, 7, 18, 29, 1, 0, 6, 0, 1, 46]","William G. Pollard, Physicist and Christian"
34,"[0, 0, 1]","William G. Pollard, Physicist and Christian"
realities,"[5, 96, 9, 0]","William G. Pollard, Physicist and Christian"
come,"[0, 1, 0, 12, 0, 0, 3, 0, 5, 84, 42, 3, 3, 0, 0, 123, 0, 20, 22, 0, 0, 163, 0, 11, 0]","William G. Pollard, Physicist and Christian"
its,"[0, 0]","William G. Pollard, Physicist and Christian"
universally,[0],"William G. Pollard, Physicist and Christian"
casts,"[0, 3, 0, 0, 13, 0, 6, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0, 0, 2, 21, 0, 0, 2, 51, 0, 1, 0, 6, 0, 1, 0, 1, 0, 39, 9, 5, 4, 0, 0, 0, 1, 3, 0, 7, 3, 0]","William G. Pollard, Physicist and Christian"
object,"[3, 5, 0, 8, 4]","William G. Pollard, Physicist and Christian"
credit,"[0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 5, 9, 2]","William G. Pollard, Physicist and Christian"
still,"[1, 3, 0, 6, 0, 2, 0, 0, 0, 115, 47, 0, 4, 6, 3, 0, 35, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 1, 12, 0, 0, 6, 2, 9, 0, 0, 0, 11]","William G. Pollard, Physicist and Christian"
Even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]","William G. Pollard, Physicist and Christian"
anything,[],"William G. Pollard, Physicist and Christian"
more,"[271, 7, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
at,"[580, 0, 0, 35]","William G. Pollard, Physicist and Christian"
unquestionably,"[1, 3, 0, 0, 0, 1, 0]","William G. Pollard, Physicist and Christian"
Devil,"[2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","William G. Pollard, Physicist and Christian"
Ku,[],"William G. Pollard, Physicist and Christian"
given,"[13, 13, 3, 2, 36, 4, 38, 0, 3, 0, 1, 0, 1, 1, 0, 0, 3, 10, 1, 7, 1, 51, 6, 0, 2, 17, 6, 0, 2, 0, 41, 12, 1, 0, 492, 0, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11, 2, 0]","William G. Pollard, Physicist and Christian"
things,"[53, 0, 29, 50]","William G. Pollard, Physicist and Christian"
turned,"[0, 1, 0, 4, 3, 0, 0, 0, 127, 12, 0, 0, 102, 0, 0, 33, 0, 7, 37, 54, 0, 0, 0, 0, 4]","William G. Pollard, Physicist and Christian"
justify,"[0, 0, 0, 0, 22, 5, 0, 3, 0, 3]","William G. Pollard, Physicist and Christian"
minds,"[14, 0, 50, 0, 73, 4, 31, 0, 5, 0, 1, 0, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
team,"[5, 0, 12]","William G. Pollard, Physicist and Christian"
about,"[237, 6, 2, 85, 0, 18, 0, 23, 66, 0, 104, 0, 3, 182, 0, 0, 0]","William G. Pollard, Physicist and Christian"
waiting,"[17, 0, 10, 59, 0, 15, 0, 0, 0]","William G. Pollard, Physicist and Christian"
rightly,"[0, 0, 0]","William G. Pollard, Physicist and Christian"
change,"[5, 6, 34, 1, 7, 0, 3, 0, 5, 10, 0, 1, 0, 10, 0]","William G. Pollard, Physicist and Christian"
precisely,"[0, 0, 4, 13, 0, 0, 115]","William G. Pollard, Physicist and Christian"
1692,[],"William G. Pollard, Physicist and Christian"
source,"[1, 4, 4, 5, 0, 1, 0, 20, 3, 1, 3, 0]","William G. Pollard, Physicist and Christian"
be,"[6, 0, 3, 11, 0, 1, 722, 0, 12, 21, 0, 0, 0, 6, 4, 26]","William G. Pollard, Physicist and Christian"
almost,"[237, 18, 23, 66, 0, 104, 3, 0]","William G. Pollard, Physicist and Christian"
tragic,"[0, 4]","William G. Pollard, Physicist and Christian"
dreadfully,"[0, 1, 0, 2]","William G. Pollard, Physicist and Christian"
produce,"[4, 12, 0, 7, 48, 0, 0, 0, 0, 12, 113, 0, 3, 16, 0, 0, 123]","William G. Pollard, Physicist and Christian"
between,"[83, 0, 0]","William G. Pollard, Physicist and Christian"
prospers,"[1, 0, 0, 0]","William G. Pollard, Physicist and Christian"
evil,"[24, 0, 0, 0, 5, 0, 0, 0, 1]","William G. Pollard, Physicist and Christian"
neither,[10],"William G. Pollard, Physicist and Christian"
awful,"[0, 2, 1, 0, 4, 0, 2, 2, 3, 0, 2, 0, 0, 0, 0, 0, 0, 6, 3, 1, 0, 4, 0, 0, 2, 7, 4]","William G. Pollard, Physicist and Christian"
Think,"[65, 14, 0, 0, 0, 0, 0, 12, 0, 37, 10, 12, 2, 31, 15, 5, 0, 0, 0]","William G. Pollard, Physicist and Christian"
century,"[23, 13, 1, 0, 11]","William G. Pollard, Physicist and Christian"
primarily,"[0, 3, 2, 0, 3, 1]","William G. Pollard, Physicist and Christian"
angels,"[5, 0, 0, 0, 4, 0, 4]","William G. Pollard, Physicist and Christian"
defective,"[1, 19, 0]","William G. Pollard, Physicist and Christian"
starting,"[0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 123, 0, 47, 0, 4, 0, 90, 0, 0, 0, 19, 0, 8, 0, 0, 0, 0, 0]","William G. Pollard, Physicist and Christian"
disintegration,"[1, 10, 3, 0, 0, 0]","William G. Pollard, Physicist and Christian"
belief,"[4, 3, 23, 6, 6]","William G. Pollard, Physicist and Christian"
until,[],"William G. Pollard, Physicist and Christian"
such,[107],"William G. Pollard, Physicist and Christian"
