w,vector_uso
though,[56],Here Comes Pete Now.
radio,"[0, 0, 9, 0, 0, 0, 0]",Here Comes Pete Now.
lunch,"[0, 0, 2, 0]",Here Comes Pete Now.
spring,"[4, 0, 0, 0, 0, 3, 4, 0, 0, 7, 0, 39, 0, 0, 0, 19, 0, 0, 3, 0, 51, 0, 0]",Here Comes Pete Now.
Past,"[0, 0, 39, 0, 3, 0, 497]",Here Comes Pete Now.
:,[],Here Comes Pete Now.
dog-eared,"[0, 0]",Here Comes Pete Now.
pumps,"[0, 2, 20]",Here Comes Pete Now.
any,"[14, 168, 0]",Here Comes Pete Now.
them,[],Here Comes Pete Now.
tubes,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0]",Here Comes Pete Now.
desk,[7],Here Comes Pete Now.
through,"[0, 32, 125, 0]",Here Comes Pete Now.
registered,"[2, 0, 21, 1, 44, 3, 19]",Here Comes Pete Now.
hardly,"[11, 7, 115, 4, 1]",Here Comes Pete Now.
frequent,"[0, 4, 0, 0, 0, 0, 0, 7]",Here Comes Pete Now.
masts,[1],Here Comes Pete Now.
shouting,"[0, 1, 0, 4, 2, 5, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1]",Here Comes Pete Now.
estimate,"[0, 0, 1, 9, 3, 0, 4, 0, 0, 22, 12, 31, 0, 1]",Here Comes Pete Now.
bothered,"[0, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 0, 0, 0]",Here Comes Pete Now.
toilet,"[4, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 235]",Here Comes Pete Now.
big,"[30, 0, 0, 0, 13, 53, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 61, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 18, 0, 0, 0, 19, 0, 8]",Here Comes Pete Now.
tops,"[3, 0, 1, 2, 3, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 8, 29, 0, 12, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",Here Comes Pete Now.
medium,"[9, 0, 0, 2, 0, 21, 10, 0]",Here Comes Pete Now.
moment,"[40, 24, 3, 6, 0, 0, 13, 45, 0, 5]",Here Comes Pete Now.
counters,"[0, 13, 1, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0]",Here Comes Pete Now.
every,[49],Here Comes Pete Now.
importance,"[0, 11]",Here Comes Pete Now.
except,"[1, 0, 0, 0, 19, 0, 1]",Here Comes Pete Now.
thirty,"[0, 0, 5, 7]",Here Comes Pete Now.
registering,"[2, 0, 21, 1, 44, 19]",Here Comes Pete Now.
four,"[0, 0, 0, 0, 20, 0, 24, 0, 0, 0, 1, 0, 0, 0]",Here Comes Pete Now.
extended,"[0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 4, 11, 8, 9, 0, 12, 1, 43, 1, 20, 13, 0, 90, 0, 0, 0]",Here Comes Pete Now.
constantly,"[46, 0, 7, 3, 0, 4]",Here Comes Pete Now.
staircase,"[0, 1]",Here Comes Pete Now.
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",Here Comes Pete Now.
forms,"[1, 0, 0, 113, 8, 0, 22, 0, 0, 0, 0, 0, 0, 12, 1, 1, 74, 0, 9, 1, 4, 0, 10, 6, 57, 0, 0, 127, 0, 39, 0, 4, 0, 0, 0, 5, 0, 12, 0, 1, 19, 13, 3, 0, 18, 0, 3, 0]",Here Comes Pete Now.
tried,"[0, 12, 22, 1, 15, 18, 0, 1, 6, 7, 21, 0, 8, 0, 4, 0, 9, 0, 1, 3, 7, 2, 0]",Here Comes Pete Now.
job,"[24, 0, 39, 5, 36, 31, 0, 0, 7, 0, 1, 0, 0, 0]",Here Comes Pete Now.
for,[],Here Comes Pete Now.
Was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",Here Comes Pete Now.
He,"[486, 2, 0, 1039]",Here Comes Pete Now.
been,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Here Comes Pete Now.
beyond,[18],Here Comes Pete Now.
corner,"[17, 1, 0, 0, 12, 1, 0, 0, 4, 0]",Here Comes Pete Now.
Large,"[30, 0, 61, 0, 53, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0]",Here Comes Pete Now.
Begging,"[0, 1, 0, 1, 0, 0, 3, 2]",Here Comes Pete Now.
rear,"[1, 7, 0, 0, 0, 0, 0, 0, 7, 2, 3, 0, 0, 4, 0, 162, 0, 0, 0, 0, 12, 0, 1, 0, 0, 10, 0, 1, 38, 235, 13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1]",Here Comes Pete Now.
room,"[123, 31, 0, 15]",Here Comes Pete Now.
looked,"[15, 3, 0, 10, 59, 4, 62, 4, 5, 102, 0, 0, 0, 7, 26, 41, 7]",Here Comes Pete Now.
winches,"[0, 0]",Here Comes Pete Now.
cigarette,"[1, 0, 3, 0, 0]",Here Comes Pete Now.
solely,"[13, 211, 17, 3, 3]",Here Comes Pete Now.
cabinet,"[1, 0, 0, 1]",Here Comes Pete Now.
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",Here Comes Pete Now.
fronted,"[62, 1, 41, 59]",Here Comes Pete Now.
separated,"[0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 1, 0, 39, 0, 0, 1, 0, 1, 1, 0, 1, 4, 0, 13, 2, 5, 0, 0, 0, 3, 47, 18, 0, 0, 3, 10, 0]",Here Comes Pete Now.
authority,"[0, 2, 0, 0, 0, 3, 1, 0, 1, 1, 2, 0, 0, 0, 16, 4, 1]",Here Comes Pete Now.
and,[],Here Comes Pete Now.
pate,"[0, 0, 0]",Here Comes Pete Now.
self-appointed,[0],Here Comes Pete Now.
spineless,"[0, 0, 0, 0, 0, 0]",Here Comes Pete Now.
On,"[839, 37]",Here Comes Pete Now.
waiting,"[15, 0, 0, 0, 59, 0, 0, 17, 10]",Here Comes Pete Now.
applying,"[6, 0, 0, 0, 66, 0, 0, 0, 0, 51, 17, 1, 7]",Here Comes Pete Now.
did,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 3, 1, 9, 0, 22, 1, 84, 0]",Here Comes Pete Now.
all,"[13, 352, 28, 24, 2, 2, 6]",Here Comes Pete Now.
processed,"[0, 52, 9, 0, 12, 0, 3, 0, 0, 1, 127, 0]",Here Comes Pete Now.
times,"[0, 188, 0, 0, 29, 0, 1, 0, 3, 1, 0]",Here Comes Pete Now.
butts,"[6, 1, 4, 7, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 12, 1, 0, 0, 0, 1, 38, 235, 13, 3, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",Here Comes Pete Now.
out,"[0, 4, 1, 0, 0, 40, 0, 0, 2, 0, 0, 309, 0, 0, 0]",Here Comes Pete Now.
too,"[1, 0, 3, 121, 0, 2, 0, 118]",Here Comes Pete Now.
vulgar,"[0, 0, 2, 3, 0, 3, 1, 0, 20, 2, 2]",Here Comes Pete Now.
",",[],Here Comes Pete Now.
referring,"[4, 0, 0, 1, 0, 31, 0, 0, 5, 1, 0, 0, 0, 9, 11, 0, 3]",Here Comes Pete Now.
Such,[107],Here Comes Pete Now.
such,[107],Here Comes Pete Now.
let,"[12, 0, 1, 123, 0, 0, 492, 0, 10, 1, 0, 0, 51, 5, 0]",Here Comes Pete Now.
Everything,[],Here Comes Pete Now.
consult,"[4, 0, 0, 0, 0, 0, 3]",Here Comes Pete Now.
revealing,"[2, 2, 0, 1, 0, 0, 0, 0, 3, 0, 13, 0, 0, 6, 0, 8, 0, 3]",Here Comes Pete Now.
attention,"[17, 7, 0, 1, 21]",Here Comes Pete Now.
director's,[],Here Comes Pete Now.
These,[],Here Comes Pete Now.
realization,"[4, 0, 0, 0, 0, 0]",Here Comes Pete Now.
bit,"[42, 7, 1, 0, 45, 11, 1, 0, 40, 0, 5, 1, 0, 3, 0, 0, 22, 24, 0, 6, 37, 5]",Here Comes Pete Now.
address,"[20, 16, 10, 0, 0, 6, 1, 3, 3, 0, 0, 14, 8, 4, 0, 0, 25, 1]",Here Comes Pete Now.
afford,"[6, 51, 10, 38]",Here Comes Pete Now.
come,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",Here Comes Pete Now.
buildings,"[0, 6, 10, 9, 113, 3, 0, 0, 8, 0, 0]",Here Comes Pete Now.
concealed,"[0, 1, 0, 1, 2, 6, 0]",Here Comes Pete Now.
And,[],Here Comes Pete Now.
filtered,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",Here Comes Pete Now.
disappointed,"[3, 0, 1, 0, 0, 1, 3, 0]",Here Comes Pete Now.
.,[],Here Comes Pete Now.
number,"[42, 22, 0, 0, 21, 22, 16, 0, 7, 12, 0, 0, 0, 0, 22, 24, 84, 5, 37, 0]",Here Comes Pete Now.
sure,"[42, 42, 0, 0, 0, 2, 0, 9, 16, 0]",Here Comes Pete Now.
when,[],Here Comes Pete Now.
up,"[307, 0, 4, 3, 0, 0]",Here Comes Pete Now.
always,"[59, 46, 0, 0, 7, 3, 0, 4]",Here Comes Pete Now.
instead,"[23, 0, 40, 0]",Here Comes Pete Now.
itself,[],Here Comes Pete Now.
nor,[],Here Comes Pete Now.
by,"[40, 497, 7, 39]",Here Comes Pete Now.
glances,"[0, 0, 3, 0, 0]",Here Comes Pete Now.
),[],Here Comes Pete Now.
still,"[0, 2, 115, 4, 12, 0, 0, 0, 0, 6, 2, 0, 103, 0, 0, 11, 9, 0, 0, 47, 0, 0, 0, 1, 3, 0, 0, 6, 0, 3, 0, 1, 35, 6, 0, 2, 0, 0]",Here Comes Pete Now.
What,[],Here Comes Pete Now.
comparison,"[5, 1, 0, 0, 1]",Here Comes Pete Now.
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",Here Comes Pete Now.
size,"[0, 18, 0]",Here Comes Pete Now.
vaudeville,"[0, 0]",Here Comes Pete Now.
explained,"[7, 0, 5]",Here Comes Pete Now.
urinals,[0],Here Comes Pete Now.
wondered,"[11, 1, 0, 33, 1]",Here Comes Pete Now.
shoulder,"[0, 0, 0, 5]",Here Comes Pete Now.
shown,"[1, 0, 0, 15, 1, 1, 0, 1, 7, 0, 0, 7, 19, 8, 37, 0, 1, 3, 44, 20, 6, 21, 3, 36]",Here Comes Pete Now.
aware,"[0, 0, 10, 0]",Here Comes Pete Now.
weekday,[0],Here Comes Pete Now.
went,"[1, 0, 0, 0, 0, 0, 0, 26, 11, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 127, 83, 0, 123, 0, 0, 8, 19, 0, 0, 13, 6, 0, 33, 12, 0, 0, 43, 0, 0, 20, 0, 90, 25, 5, 0, 0, 0, 19, 17, 3, 1, 0, 6, 0]",Here Comes Pete Now.
possessed,"[4, 0, 0, 4, 111, 492, 0, 0, 0, 1]",Here Comes Pete Now.
winced,"[0, 3, 0, 0, 0, 1, 0, 0]",Here Comes Pete Now.
light,"[0, 3, 0, 0, 1, 0, 0, 0, 16, 0, 0, 26, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 4, 0, 0, 0, 0, 0, 47, 0, 8, 2, 2, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0]",Here Comes Pete Now.
I,"[321, 786, 0, 0, 24, 1, 3, 0, 5, 29, 0]",Here Comes Pete Now.
vague,"[0, 1, 3, 1, 1, 0, 2]",Here Comes Pete Now.
eyes,"[70, 0, 20, 0, 23, 15, 0, 0, 11]",Here Comes Pete Now.
more,"[0, 271, 0, 0, 7, 0]",Here Comes Pete Now.
most,"[0, 3, 237, 104, 18, 0, 66, 23, 0]",Here Comes Pete Now.
into,[],Here Comes Pete Now.
my,[],Here Comes Pete Now.
warehouses,"[0, 0]",Here Comes Pete Now.
an,"[0, 0]",Here Comes Pete Now.
remember,"[15, 0, 1, 65, 1, 0, 0, 5, 0, 0, 0]",Here Comes Pete Now.
growing,"[0, 0, 13, 1, 0, 7, 12, 1, 0, 3, 8, 0, 12, 0, 123, 10, 23, 16, 2, 37, 48]",Here Comes Pete Now.
drifted,"[0, 6, 7, 0, 21, 2, 1, 0, 4, 0, 0, 0, 0, 0, 3, 0, 0]",Here Comes Pete Now.
perforated,"[0, 0, 0, 1, 1, 0]",Here Comes Pete Now.
strongly,"[3, 0]",Here Comes Pete Now.
--,[],Here Comes Pete Now.
routine,"[42, 0, 0, 0, 22, 24, 1, 0, 0, 37, 0, 6, 0, 5, 6]",Here Comes Pete Now.
gave,"[0, 13, 1, 113, 0, 0, 492, 0, 6, 4, 3, 0, 1, 32, 0, 0, 6, 6, 1, 0, 13, 19, 1, 12, 0, 11, 0, 0, 6, 1, 50, 3, 10, 3, 38, 51, 36, 17, 7, 0, 2]",Here Comes Pete Now.
indicated,"[7, 5, 0, 2, 37, 1, 44, 4, 0]",Here Comes Pete Now.
completed,"[5, 1, 3, 3, 2, 0, 0, 14, 0, 0, 4, 22]",Here Comes Pete Now.
hope,"[0, 3, 22, 9, 0, 7, 0, 16]",Here Comes Pete Now.
preliminary,"[0, 0, 4, 0]",Here Comes Pete Now.
deed,"[1, 4, 0, 22, 0, 0]",Here Comes Pete Now.
bring,"[0, 123, 1, 1, 9, 80, 0, 18, 1, 4, 0, 32, 0, 23, 0, 1, 127]",Here Comes Pete Now.
silk,[1],Here Comes Pete Now.
somehow,"[0, 0, 0, 0, 5]",Here Comes Pete Now.
look,"[0, 0, 0, 59, 4, 102, 6, 7, 6, 15, 3, 0, 23, 62, 5, 7, 41, 37, 14, 4, 0, 2, 10, 26, 14, 8, 0, 23, 0]",Here Comes Pete Now.
wall,"[0, 0, 0, 0, 12, 0, 1, 14]",Here Comes Pete Now.
once,"[0, 0, 0, 0, 0, 53, 0]",Here Comes Pete Now.
fans,"[0, 0, 0, 0, 1, 0, 0]",Here Comes Pete Now.
few,[71],Here Comes Pete Now.
men,"[1, 0, 49, 11, 0, 0, 0, 8, 11, 63, 0, 4, 7, 0, 0, 51, 6, 0, 173, 0, 0, 0, 96, 0, 0, 0, 0]",Here Comes Pete Now.
scraped,"[2, 2, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 7, 0, 0]",Here Comes Pete Now.
visited,"[102, 0, 0, 1, 0, 0, 8, 25, 0, 0, 0, 0, 3, 1, 0, 4, 0, 0, 0, 3, 0, 0]",Here Comes Pete Now.
noticed,"[10, 0, 0, 4, 9, 8, 55, 2, 9, 10, 0, 3]",Here Comes Pete Now.
lay,"[51, 29, 72, 8, 0, 0, 1, 0, 1, 0, 46, 2, 16, 0, 0, 0, 19]",Here Comes Pete Now.
suspense,[0],Here Comes Pete Now.
stopped,"[18, 0, 0, 0, 1, 20, 0, 0, 0, 0, 0, 0, 4, 15, 13, 6, 4, 0, 0, 51, 3, 2, 0, 0, 3, 0, 0, 1, 12, 0]",Here Comes Pete Now.
expect,"[2, 15, 6, 59, 0, 6, 22, 0, 9, 0, 10]",Here Comes Pete Now.
about,"[0, 85, 3, 237, 0, 6, 2, 104, 18, 0, 0, 0, 66, 0, 182, 23, 0]",Here Comes Pete Now.
flag,"[1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]",Here Comes Pete Now.
hoping,"[22, 0, 7, 0, 0, 0, 16]",Here Comes Pete Now.
words,"[1, 1, 0, 1, 0, 0, 0, 0, 3, 2, 4, 0, 3, 7, 0, 25, 4, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 11, 0, 2, 0, 0, 18, 4, 0, 37]",Here Comes Pete Now.
master,"[0, 15, 0, 1, 0, 12, 0, 13, 9, 5, 0, 0, 14, 0, 0, 3, 0, 0, 0, 7, 0, 0, 12, 1, 38, 0, 0, 10]",Here Comes Pete Now.
wholly,"[13, 352, 28, 24, 2, 2, 6]",Here Comes Pete Now.
popular,"[0, 7, 0]",Here Comes Pete Now.
black,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 0, 5, 2, 0, 0, 21, 0, 0, 0, 0, 0, 31, 0, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3]",Here Comes Pete Now.
last,"[0, 26, 0, 0, 0, 2, 0, 18, 2, 0, 83, 69, 2, 7, 0, 0, 0, 0, 0, 0, 51, 0, 27, 0, 3, 90, 5, 0, 21]",Here Comes Pete Now.
answered,"[3, 9, 1, 163, 1, 25, 1]",Here Comes Pete Now.
why,"[0, 40]",Here Comes Pete Now.
hands,"[0, 0, 1, 0, 0, 0, 63, 0, 20, 0, 0, 1, 51, 12, 0, 11, 0, 0, 50, 0, 0, 51]",Here Comes Pete Now.
distance,"[43, 9, 16, 0, 0, 0]",Here Comes Pete Now.
way,"[3, 0, 6, 31, 123, 8, 2, 0, 15, 27, 9, 0, 8]",Here Comes Pete Now.
figures,"[42, 12, 3, 8, 0, 0, 0, 22, 0, 102, 1, 0, 0, 0, 0, 0, 13, 0, 9, 1, 0, 6, 0, 0, 39, 18, 0, 31, 0, 0, 20, 0, 5, 0, 4, 0, 13, 0, 1, 6, 1]",Here Comes Pete Now.
affectation,"[0, 0, 0, 0]",Here Comes Pete Now.
become,"[123, 7, 90, 37, 33]",Here Comes Pete Now.
flicked,"[0, 3, 0, 0, 0, 2, 0, 0, 1, 1, 0]",Here Comes Pete Now.
it,"[0, 0]",Here Comes Pete Now.
Now,"[12, 28, 2, 1, 12, 0, 3, 0, 129, 0, 0, 0, 0]",Here Comes Pete Now.
wandered,"[21, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 0, 7, 12, 4, 0, 0, 2, 0, 1]",Here Comes Pete Now.
pointed,"[4, 72, 2, 0, 3, 0, 0, 7, 0, 0, 5, 0, 0, 0, 8, 73, 0, 0, 16, 37, 14, 1, 44, 11, 0, 0, 0]",Here Comes Pete Now.
however,"[103, 1, 3, 47, 35, 0, 0, 0, 6]",Here Comes Pete Now.
between,"[0, 83, 0]",Here Comes Pete Now.
No,"[50, 0, 0, 266, 0]",Here Comes Pete Now.
garages,"[2, 0]",Here Comes Pete Now.
lightweight,"[0, 0, 1]",Here Comes Pete Now.
above,"[20, 0, 0, 0, 0]",Here Comes Pete Now.
personality,[11],Here Comes Pete Now.
walk,"[0, 8, 17, 0, 0, 12, 0, 0, 0]",Here Comes Pete Now.
longshoremen's,[],Here Comes Pete Now.
hold,"[2, 0, 0, 113, 3, 0, 0, 0, 0, 4, 2, 0, 492, 0, 1, 5, 0, 13, 1, 0, 1, 10, 0, 0, 1, 1, 0, 0, 3, 1, 4, 10, 6, 0, 2, 6, 0, 0, 1, 12, 6, 4, 9, 5, 1, 1, 10, 0, 0, 0, 0, 0, 1, 1, 80, 2, 1, 0, 35, 0, 0, 0, 7, 3, 38, 51, 0, 0, 0, 0, 17, 4, 0, 0, 3]",Here Comes Pete Now.
salvage,"[4, 0, 0, 0, 1]",Here Comes Pete Now.
crossed,"[1, 0, 4, 0, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5]",Here Comes Pete Now.
despair,"[1, 0]",Here Comes Pete Now.
surprised,"[13, 6, 4]",Here Comes Pete Now.
two,"[158, 0, 0, 0, 26]",Here Comes Pete Now.
line,"[6, 24, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 0, 31, 0, 3, 26, 0, 0, 2, 0, 36, 0, 0, 0, 7, 0, 0, 39, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 2, 1, 2, 0, 0, 0, 5, 0, 9, 7, 0, 3, 0, 0, 0]",Here Comes Pete Now.
permanently,"[0, 0]",Here Comes Pete Now.
away,"[9, 7, 29, 102, 40, 309, 497]",Here Comes Pete Now.
