w,vector_uso
fit,"[0, 2, 0, 0, 7, 0, 0, 2, 5, 19, 0, 46, 6, 90, 3, 1, 0, 0, 0, 8, 7, 0, 3, 12]",The Fairbrothers
mash,"[5, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",The Fairbrothers
disliked,"[1, 0]",The Fairbrothers
devil,"[0, 1, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0]",The Fairbrothers
thought,"[0, 14, 10, 0, 0, 12, 0, 4, 1, 0, 0, 0, 0, 2, 0, 15, 0, 12, 65, 67, 0, 1, 17, 31, 31, 5, 37, 0, 0, 15]",The Fairbrothers
showing,"[1, 15, 44, 1, 0, 8, 1, 19, 1, 3, 1, 7, 6, 0, 0, 20, 0, 37, 3, 21, 14, 0, 2, 0, 1, 0, 7, 36]",The Fairbrothers
attentive,"[1, 0, 0, 3]",The Fairbrothers
by,"[40, 7, 39, 497]",The Fairbrothers
round,"[0, 0, 0, 0, 1, 0, 0, 37, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 10, 9, 0, 3, 0, 0, 5, 85, 0, 0, 0]",The Fairbrothers
must,"[0, 115, 0]",The Fairbrothers
good,"[3, 2, 0, 0, 8, 0, 9, 0, 24, 7, 5, 0, 0, 25, 0, 0, 0, 1, 3, 0, 8, 1, 23, 1, 84, 0, 1, 0, 134, 4, 82, 5, 115, 7, 0, 2, 8]",The Fairbrothers
Swift,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",The Fairbrothers
fool,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 10, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0]",The Fairbrothers
tell,"[15, 2, 0, 1, 34, 0, 0, 0, 0, 0, 0, 5, 70, 39, 49, 0, 0, 0, 0, 0]",The Fairbrothers
plain-out,[],The Fairbrothers
and,[],The Fairbrothers
your,[],The Fairbrothers
walking,"[0, 0, 17, 8]",The Fairbrothers
give,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 12, 38, 0, 3, 6, 4, 19, 17, 0, 19, 13, 6, 3, 0, 10, 50, 6, 1, 1, 1, 7, 0, 1, 13, 0, 36, 0, 6, 492]",The Fairbrothers
disappointment,"[0, 2, 0]",The Fairbrothers
Night,"[31, 1, 0, 0, 51]",The Fairbrothers
house,"[0, 0, 0, 0, 0, 54, 2, 11, 74, 0, 0, 0, 0, 3, 13, 52]",The Fairbrothers
cook,"[0, 0, 0, 0, 0, 0, 113, 4, 0, 0, 0, 1, 1, 0, 21]",The Fairbrothers
weakness,"[2, 3, 0, 0]",The Fairbrothers
:,[],The Fairbrothers
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",The Fairbrothers
Laban,"[0, 0]",The Fairbrothers
tore,"[0, 3, 0, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 7, 5]",The Fairbrothers
gifted,"[1, 0, 1, 2, 0, 51, 0, 0, 36, 6]",The Fairbrothers
stamp,"[1, 0, 0, 0, 3, 2, 3, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 4]",The Fairbrothers
Jonathan,[0],The Fairbrothers
racing,"[0, 30, 0, 0, 4, 1, 0, 0, 43, 0, 0, 0, 14, 0]",The Fairbrothers
feeling,"[37, 6, 6, 59, 0, 55, 11, 0, 2, 6, 23, 3, 0, 4, 40, 0, 0, 8, 0, 14, 49, 6]",The Fairbrothers
those,[],The Fairbrothers
Mamma,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",The Fairbrothers
nothing,"[0, 0, 38, 0, 0, 0, 1, 13, 0, 0, 0, 0, 0, 3]",The Fairbrothers
kind,"[39, 57, 2, 18, 10, 0]",The Fairbrothers
touching,"[7, 0, 11, 11, 5, 3, 0, 0, 3, 3, 0, 2, 2, 19, 0, 1, 2, 1, 2, 0, 0, 0, 0, 12, 0, 0, 3, 0, 0, 3, 0]",The Fairbrothers
She,[],The Fairbrothers
hours,"[15, 0, 0, 21, 0, 5]",The Fairbrothers
June,[1],The Fairbrothers
try,"[7, 4, 3, 2, 7, 8, 0, 0, 0, 9, 22, 0, 10, 1, 0, 18, 0, 15, 1, 1, 12]",The Fairbrothers
More,"[0, 0, 271, 7, 0, 0]",The Fairbrothers
coming,"[0, 22, 123, 6, 5, 163, 3, 0, 11, 6, 3, 0, 26, 0, 0, 0, 0, 11, 3, 0, 0, 12, 3, 0, 20, 1, 42, 84, 0]",The Fairbrothers
afterwards,"[0, 0, 3, 89, 33, 0]",The Fairbrothers
write,"[0, 1, 4, 3, 0, 0, 14, 1]",The Fairbrothers
Sis,"[0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Fairbrothers
his,[],The Fairbrothers
damn,"[2, 0, 0, 0, 5, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0]",The Fairbrothers
nip,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 15, 2, 0, 0, 0, 1, 0, 0, 1, 0]",The Fairbrothers
What,[],The Fairbrothers
C'un,[],The Fairbrothers
Tolley,[],The Fairbrothers
babies,"[0, 6, 0, 3, 0, 0, 0, 0, 17, 0, 0, 17, 0]",The Fairbrothers
joke,"[10, 0, 0, 0, 0, 0, 6, 0, 0, 5, 0]",The Fairbrothers
dear,"[0, 3, 1, 134, 0, 0, 0, 1, 2, 49, 0, 0, 0, 8, 1, 23, 0, 0]",The Fairbrothers
from,[],The Fairbrothers
hear,"[0, 102, 0, 0, 4, 0, 0, 5, 22, 3, 15, 0]",The Fairbrothers
he'd,[],The Fairbrothers
past,"[0, 0, 3, 0, 0, 39, 497]",The Fairbrothers
best,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 5, 0, 0, 25, 0, 57, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 8, 1, 23, 1, 36, 84, 0, 0, 134, 0, 82, 5, 115, 0, 7, 0, 0, 5, 2, 8, 1]",The Fairbrothers
callers,"[15, 0, 0, 0, 0, 0]",The Fairbrothers
predictions,"[2, 0, 0, 5, 0, 3]",The Fairbrothers
expensive,[5],The Fairbrothers
country,"[32, 28, 11, 0, 0, 32, 0, 49, 0]",The Fairbrothers
Human,"[173, 49, 0, 0]",The Fairbrothers
Howdy,"[0, 0, 0, 0, 0]",The Fairbrothers
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",The Fairbrothers
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Fairbrothers
rubbing,"[0, 1, 1, 0, 1, 1, 0, 0, 0]",The Fairbrothers
You've,[],The Fairbrothers
who,"[0, 0]",The Fairbrothers
Eph,[],The Fairbrothers
colt,"[0, 2]",The Fairbrothers
chances,"[17, 1, 0, 3, 7, 0, 2, 0, 55, 0, 3, 3, 15, 10, 3, 14, 2]",The Fairbrothers
danger,"[6, 0, 15]",The Fairbrothers
happy,"[1, 19, 0, 4]",The Fairbrothers
things,"[29, 53, 0, 50]",The Fairbrothers
early,"[0, 10, 41, 0, 0, 183, 0]",The Fairbrothers
Yes,[10],The Fairbrothers
neighborhood,"[9, 3, 7, 1, 0, 0]",The Fairbrothers
subtle,"[0, 1, 2, 0]",The Fairbrothers
How,[],The Fairbrothers
Pleasant,[3],The Fairbrothers
chickens,"[0, 0, 2, 0, 0, 0]",The Fairbrothers
entertain,"[0, 0, 17, 0, 1, 2, 0, 0, 3]",The Fairbrothers
concern,"[21, 11, 5, 0, 1, 0, 3, 0, 0, 31, 0, 33, 0, 1, 1, 0, 0, 8, 10, 0]",The Fairbrothers
burst,"[0, 1, 2, 0, 0, 2, 0, 1, 3, 0, 7, 1, 13, 8, 0, 0, 0]",The Fairbrothers
camera,"[0, 0, 0, 2]",The Fairbrothers
satisfactions,"[3, 0, 0, 0]",The Fairbrothers
night,"[31, 1, 0, 0, 51]",The Fairbrothers
sent,"[8, 16, 10, 1, 0, 0, 0, 0, 72, 0, 10, 2, 7, 17, 14, 26, 0, 1, 0, 0]",The Fairbrothers
ever',[],The Fairbrothers
father,"[123, 0, 21, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1]",The Fairbrothers
sight,"[0, 0, 12, 0, 18, 0, 1, 0, 0, 0, 2, 2, 0, 12, 0, 0, 20, 0, 0, 12, 4, 0, 2, 1, 2, 3, 1, 17, 0, 0, 0, 0, 4, 0]",The Fairbrothers
ever'body,[],The Fairbrothers
died,"[0, 11, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 3, 0, 0, 0, 13, 0, 1]",The Fairbrothers
stay,"[0, 0, 1, 13, 18, 0, 0, 2, 16, 6, 0, 1, 13, 1, 0, 0, 0, 0, 0, 6, 16, 0, 1, 1]",The Fairbrothers
what-nots,[],The Fairbrothers
years,"[0, 0, 0, 36, 61, 0, 33, 0, 12, 0, 133]",The Fairbrothers
pioneer,"[1, 3, 0, 0, 0, 0]",The Fairbrothers
anybody,[],The Fairbrothers
rise,"[0, 0, 0, 0, 0, 4, 1, 2, 0, 1, 8, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 10, 0, 0, 1, 0, 7, 7, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4, 3, 0, 18, 0, 12, 0]",The Fairbrothers
Jennifer,[],The Fairbrothers
preserved,"[0, 13, 0, 4, 0, 35, 3, 1, 5, 1, 0]",The Fairbrothers
saw,"[11, 0, 59, 8, 0, 1, 55, 0, 0, 4, 0, 2, 7, 1, 0, 0, 2, 10, 5, 0, 0, 0, 1, 1, 13, 0, 19, 0, 0, 4, 6, 0, 0, 6, 0, 4, 4, 0, 59, 20, 1, 15, 0, 7, 102, 12, 0, 22, 17, 0, 8, 0, 17, 0, 3, 3, 0, 0, 0, 49, 38]",The Fairbrothers
Hurry,"[4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 14]",The Fairbrothers
posts,"[0, 0, 9, 1, 6, 0, 0, 0, 1, 1, 0, 0, 0, 72, 0, 16, 0, 19, 10, 7, 2, 14, 43, 0]",The Fairbrothers
Roy's,[],The Fairbrothers
looking,"[0, 59, 0, 26, 7, 10, 0, 15, 41, 4, 0, 0, 0, 4, 7, 5, 23, 0, 102, 62, 3]",The Fairbrothers
Fair's,[],The Fairbrothers
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",The Fairbrothers
Brace's,[],The Fairbrothers
if,[],The Fairbrothers
husband,"[0, 0, 0, 0, 0, 21]",The Fairbrothers
Mare's,[],The Fairbrothers
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",The Fairbrothers
changes,"[10, 6, 0, 3, 0, 1, 5, 1, 5, 0, 34, 10, 0, 7, 0]",The Fairbrothers
Strong,"[0, 0, 25, 0, 1, 11, 0, 33, 3, 14, 3, 11, 0]",The Fairbrothers
meant,"[2, 1, 2, 0, 0, 0, 37, 0, 65]",The Fairbrothers
settled,"[1, 0, 0, 0, 1, 2, 0, 0, 0, 4, 1, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 20, 0, 0, 0, 8, 4, 1, 0, 0]",The Fairbrothers
beside,[],The Fairbrothers
an,"[0, 0]",The Fairbrothers
around,"[237, 0, 3, 0, 85, 0, 0, 6, 2, 182]",The Fairbrothers
oh,"[2, 0, 0]",The Fairbrothers
tenant,"[0, 0]",The Fairbrothers
taking,"[0, 0, 3, 0, 0, 123, 9, 0, 0, 113, 16, 0, 5, 0, 1, 5, 2, 11, 10, 0, 5, 0, 0, 1, 24, 0, 0, 3, 1, 1, 6, 0, 0, 14, 7, 1, 10, 18, 3, 9, 5, 20, 17, 4, 6, 3, 80, 6, 2, 0, 7, 21, 1, 0, 0, 54, 0, 4, 1, 7, 1, 18, 22, 20, 5, 2, 4, 4, 5, 492]",The Fairbrothers
Robards,[],The Fairbrothers
church,"[0, 0, 0, 54]",The Fairbrothers
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Fairbrothers
Make,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 0, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 2, 1, 0, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The Fairbrothers
To,[],The Fairbrothers
gateway,[0],The Fairbrothers
Tillie's,[],The Fairbrothers
Beyond,[18],The Fairbrothers
herself,[],The Fairbrothers
giving,"[51, 13, 113, 11, 3, 0, 0, 0, 0, 0, 1, 53, 0, 0, 0, 2, 0, 7, 32, 12, 38, 0, 0, 3, 6, 4, 2, 19, 17, 0, 0, 13, 6, 0, 3, 0, 10, 50, 6, 1, 1, 1, 7, 1, 13, 0, 36, 0, 6, 492]",The Fairbrothers
Miss,"[0, 9, 3, 1, 0, 0, 0, 9, 1, 10, 7, 0, 0, 51, 8, 0, 0, 0]",The Fairbrothers
lift,"[0, 0, 1, 0, 0, 2, 12, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 4, 0, 0, 0, 2, 4, 0]",The Fairbrothers
could,[],The Fairbrothers
an',[],The Fairbrothers
mares,"[0, 0, 0, 0, 0, 0, 1, 0, 1]",The Fairbrothers
bite,"[0, 1, 1, 1, 0, 1, 3, 0, 24, 1, 0, 0, 0, 0]",The Fairbrothers
Home,"[74, 0, 52, 0, 0, 0, 0, 72, 8, 1, 0, 3, 0, 0, 0, 4, 54, 0, 3, 3]",The Fairbrothers
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",The Fairbrothers
spiritual,"[0, 0, 14, 0, 0, 0, 10, 0, 1]",The Fairbrothers
but,"[211, 25, 11, 115, 409]",The Fairbrothers
Of,[],The Fairbrothers
ought,[],The Fairbrothers
lines,"[39, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 24, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 2, 0, 26, 7, 1, 0, 0, 6, 0, 74, 0, 7, 2, 0, 0, 0, 0, 0, 9, 0, 5]",The Fairbrothers
something,[],The Fairbrothers
nice,"[11, 0, 4, 1, 0, 1, 0, 1, 0, 0]",The Fairbrothers
invariably,"[4, 46, 3]",The Fairbrothers
Thrifty,"[6, 0]",The Fairbrothers
Kiz,[],The Fairbrothers
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]",The Fairbrothers
Jockey,"[0, 1, 3, 0, 0, 1]",The Fairbrothers
buggy,"[0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",The Fairbrothers
Rest,"[1, 0, 0, 2, 0, 0, 26, 13, 1, 0, 19, 0, 0, 0, 1, 0, 16, 8, 0, 0, 3, 0, 8, 0, 16, 0]",The Fairbrothers
seemed,"[3, 26, 59]",The Fairbrothers
shall,[],The Fairbrothers
yourself,[],The Fairbrothers
himself,[],The Fairbrothers
And,[],The Fairbrothers
swung,"[9, 0, 0, 0, 0, 0, 4, 1]",The Fairbrothers
twenty,"[6, 8, 0, 0, 0]",The Fairbrothers
idea,"[50, 7, 0, 0, 31, 1, 67, 3, 0]",The Fairbrothers
triplets,"[0, 0, 0, 0, 0, 0, 15, 56, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",The Fairbrothers
strength,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 14, 0, 6]",The Fairbrothers
didn't,[],The Fairbrothers
even,"[0, 14, 1, 103, 47, 0, 10, 0, 8, 115, 1, 14]",The Fairbrothers
consorting,"[2, 0, 43, 0, 2, 0, 0, 0, 0, 0, 1]",The Fairbrothers
whole,"[28, 13, 2, 352, 5, 0, 2, 0, 6, 1, 24, 14, 2, 0]",The Fairbrothers
folks,"[0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 52]",The Fairbrothers
now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",The Fairbrothers
lacerate,"[0, 4, 0, 1]",The Fairbrothers
second,"[0, 40, 24, 0, 0, 0, 5, 0, 0, 0, 0, 1, 45, 0, 1, 0, 0, 1, 13, 162, 0]",The Fairbrothers
beloved,"[3, 0, 1, 2, 49, 8]",The Fairbrothers
young,"[0, 0, 0, 38, 0, 92, 0, 0, 13, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Fairbrothers
momentary,"[1, 0, 2, 0]",The Fairbrothers
It,"[0, 0]",The Fairbrothers
Roy,[],The Fairbrothers
``,[],The Fairbrothers
time,"[0, 0, 1, 0, 0, 1, 3, 188, 0]",The Fairbrothers
At,"[0, 580, 0, 35]",The Fairbrothers
cruel,"[20, 1, 1, 0, 5, 0, 3]",The Fairbrothers
will,"[218, 0, 0, 32, 0]",The Fairbrothers
