drove,"[0, 80, 7, 0, 123, 9, 14, 11, 0, 0, 4, 11, 5, 0, 0, 0, 0, 24, 0, 3, 1]",Trail of the Tattered Star
which,[],Trail of the Tattered Star
luck,"[2, 17, 1, 4, 12, 8, 3, 13, 10]",Trail of the Tattered Star
went,"[5, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 123, 0, 3, 0, 0, 33, 26, 19, 6, 0, 0, 17, 19, 0, 0, 0, 43, 25, 0, 0, 0, 1, 0, 6, 0, 0, 11, 127, 90, 0, 0, 12, 20, 13, 0, 0, 1, 0, 83]",Trail of the Tattered Star
nearby,[4],Trail of the Tattered Star
spun,"[0, 0, 0, 2, 0, 0, 0, 0]",Trail of the Tattered Star
hand,"[0, 0, 0, 50, 0, 0, 20, 0, 12, 0, 1, 51, 0, 1, 11, 0]",Trail of the Tattered Star
sizable,"[3, 0, 1, 1, 0, 0, 5, 0, 0]",Trail of the Tattered Star
form,"[0, 0, 0, 3, 1, 19, 0, 6, 3, 57, 113, 0, 1, 0, 0, 0, 0, 0, 0, 13, 5, 0, 0, 0, 0, 9, 4, 8, 74, 22, 0, 0, 18, 127, 0, 4, 0, 39, 1, 0, 0, 10, 0, 1, 0, 12, 1, 12]",Trail of the Tattered Star
walk,"[0, 8, 0, 17, 12, 0, 0, 0, 0]",Trail of the Tattered Star
will,"[0, 0, 32, 218, 0]",Trail of the Tattered Star
lantern,[0],Trail of the Tattered Star
shield,"[0, 6, 0, 0, 2, 0, 3, 1]",Trail of the Tattered Star
but,"[409, 25, 115, 211, 11]",Trail of the Tattered Star
mounts,"[0, 0, 0, 0, 9, 0, 3, 0, 0, 10, 0, 0, 0, 5, 4, 0, 2, 0, 0]",Trail of the Tattered Star
doubt,"[0, 14, 0, 0, 33, 1, 0]",Trail of the Tattered Star
hung,"[1, 0, 20, 2, 0, 0, 4, 0, 3, 0]",Trail of the Tattered Star
door,"[36, 0, 2, 0]",Trail of the Tattered Star
containers,[0],Trail of the Tattered Star
powder,"[0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
knee,"[6, 0, 0, 0, 0, 0]",Trail of the Tattered Star
again,"[0, 0, 0, 74]",Trail of the Tattered Star
He,"[0, 1039, 2, 486]",Trail of the Tattered Star
an',[],Trail of the Tattered Star
navy,"[0, 0, 0, 0, 0, 0, 3, 0]",Trail of the Tattered Star
cover,"[0, 0, 0, 20, 0, 2, 0, 8, 1, 6, 1, 0, 6, 0, 3, 0, 0, 8, 3, 0, 4, 5, 0, 0, 29, 10, 0, 1, 0, 0, 1, 13, 3, 0, 0, 4, 1, 2, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 2, 162]",Trail of the Tattered Star
search,"[12, 2, 7, 0, 0, 7, 59, 8, 0]",Trail of the Tattered Star
whoop,"[0, 0]",Trail of the Tattered Star
yourself,[],Trail of the Tattered Star
toward,[],Trail of the Tattered Star
might,"[81, 58, 0]",Trail of the Tattered Star
sad,"[3, 5, 0, 0, 1, 0]",Trail of the Tattered Star
windows,"[0, 13, 0]",Trail of the Tattered Star
concealed,"[6, 2, 1, 0, 0, 0, 1]",Trail of the Tattered Star
pails,"[4, 0, 0]",Trail of the Tattered Star
joined,"[1, 3, 0, 0, 2, 4, 1, 5, 0, 0, 0, 0, 0]",Trail of the Tattered Star
this,[],Trail of the Tattered Star
You'll,[],Trail of the Tattered Star
made,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 117, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 0, 0, 0, 21, 1, 0, 0]",Trail of the Tattered Star
imagined,"[0, 0, 14, 0, 12, 65, 12, 0, 0]",Trail of the Tattered Star
bullet,"[5, 0, 0, 0, 5, 7, 0]",Trail of the Tattered Star
thigh,"[0, 2]",Trail of the Tattered Star
pallet,"[0, 2]",Trail of the Tattered Star
Feds,"[0, 3, 0, 0, 0, 0]",Trail of the Tattered Star
slugging,"[0, 5, 1, 0, 0, 0]",Trail of the Tattered Star
walked,"[17, 0]",Trail of the Tattered Star
Dammit,[],Trail of the Tattered Star
west,"[0, 0, 12, 2, 0, 24, 0, 0, 0, 0, 0, 2]",Trail of the Tattered Star
good,"[0, 115, 0, 0, 8, 0, 8, 7, 5, 5, 84, 82, 0, 1, 2, 1, 3, 0, 3, 7, 0, 23, 2, 0, 0, 25, 0, 134, 1, 9, 0, 24, 4, 0, 0, 8, 1]",Trail of the Tattered Star
canisters,"[0, 0, 0, 0, 1]",Trail of the Tattered Star
comes,"[84, 0, 0, 5, 42, 12, 0, 0, 0, 3, 1, 123, 11, 3, 3, 163, 0, 0, 0, 0, 0, 0, 20, 22, 0]",Trail of the Tattered Star
spread,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 4, 0, 0, 11, 0, 0, 1, 3, 0, 0, 0, 0, 0, 6, 0, 0, 2]",Trail of the Tattered Star
oak,"[0, 0]",Trail of the Tattered Star
blow,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 7, 0, 1, 1, 0, 0, 0, 6, 0, 0, 13, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",Trail of the Tattered Star
been,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Trail of the Tattered Star
.,[],Trail of the Tattered Star
above,"[0, 0, 0, 0, 20]",Trail of the Tattered Star
off,"[2, 102, 0, 54, 1, 1, 0, 21, 0, 9, 7, 0, 40]",Trail of the Tattered Star
work,"[0, 0, 0, 0, 0, 0, 6, 12, 0, 3, 113, 0, 0, 12, 9, 0, 24, 18, 0, 0, 0, 2, 3, 0, 1, 5, 37, 13, 0, 0, 43, 0, 22, 1, 127, 90, 39, 1, 6, 23, 0]",Trail of the Tattered Star
looming,"[0, 3, 0, 1, 0, 0, 0]",Trail of the Tattered Star
flames,"[1, 29, 1, 1]",Trail of the Tattered Star
walking,"[17, 0, 0, 8]",Trail of the Tattered Star
never,"[96, 0]",Trail of the Tattered Star
arms,"[2, 0, 0, 3, 0, 5, 19, 0, 0, 2, 0, 0, 1, 0, 0, 0, 18, 0]",Trail of the Tattered Star
careful,"[0, 6, 1, 4, 0]",Trail of the Tattered Star
reins,"[0, 8, 0, 5, 1]",Trail of the Tattered Star
few,[71],Trail of the Tattered Star
interior,"[0, 1, 25, 0, 0, 54, 0, 0, 3, 4, 0, 8]",Trail of the Tattered Star
sighted,"[0, 2, 18]",Trail of the Tattered Star
bat,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3]",Trail of the Tattered Star
hadn't,[],Trail of the Tattered Star
emergency,"[4, 0, 0, 0, 0, 0]",Trail of the Tattered Star
rushing,"[0, 0, 0, 1, 14, 0, 0, 0, 0, 0, 1, 30, 0, 4, 0, 0, 1, 0, 0]",Trail of the Tattered Star
fact,[74],Trail of the Tattered Star
bunch,"[0, 1, 0, 0, 12, 8, 0, 4, 0, 8, 0, 4]",Trail of the Tattered Star
only,"[409, 25, 3, 4, 115, 13, 3, 1, 0, 211, 17, 3, 0, 0, 11]",Trail of the Tattered Star
frantically,"[2, 1]",Trail of the Tattered Star
wake,"[0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 2, 0, 0, 4, 0, 0, 0, 1]",Trail of the Tattered Star
foolish,"[0, 0, 0, 0, 0, 2, 0, 0]",Trail of the Tattered Star
between,"[0, 0, 83]",Trail of the Tattered Star
in,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",Trail of the Tattered Star
There's,[],Trail of the Tattered Star
sop,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
their,[],Trail of the Tattered Star
if,[],Trail of the Tattered Star
ropes,"[0, 0, 0, 0, 0, 10, 0, 0, 4, 0]",Trail of the Tattered Star
stacked,"[2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",Trail of the Tattered Star
would,[],Trail of the Tattered Star
stood,"[0, 0, 0, 5, 6, 13, 0, 0, 0, 19, 0, 2, 0, 0, 3, 0, 0]",Trail of the Tattered Star
before,"[14, 0, 123, 17]",Trail of the Tattered Star
tore,"[2, 0, 8, 2, 0, 0, 5, 3, 7, 0, 0, 0, 1, 0, 0]",Trail of the Tattered Star
sentry,"[12, 1, 4, 0, 0, 0, 0, 0]",Trail of the Tattered Star
hovered,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",Trail of the Tattered Star
hinges,"[0, 0]",Trail of the Tattered Star
rock,"[0, 2, 0, 1, 0, 4, 0, 6, 0, 0, 1, 0, 17, 0]",Trail of the Tattered Star
my,[],Trail of the Tattered Star
Beyond,[18],Trail of the Tattered Star
bag,"[1, 2, 0, 7, 1, 3, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0]",Trail of the Tattered Star
south,"[23, 0, 0, 0, 1, 0, 11, 6, 0, 0, 0, 0]",Trail of the Tattered Star
And,[],Trail of the Tattered Star
backlash,"[0, 0, 0, 0, 3]",Trail of the Tattered Star
spreading,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 4, 0, 1, 11, 3, 0, 0, 0, 0, 0, 2]",Trail of the Tattered Star
sake,"[0, 33, 3, 0]",Trail of the Tattered Star
kiss,"[0, 0, 0, 0, 0, 1]",Trail of the Tattered Star
heading,"[0, 3, 0, 16, 37, 0, 0, 4, 0, 20, 0, 0, 0, 73, 3, 3, 0, 5]",Trail of the Tattered Star
for,[],Trail of the Tattered Star
moonlight,"[0, 0, 1]",Trail of the Tattered Star
thrust,"[1, 0, 0, 6, 5, 14, 0, 11, 4, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 5, 0]",Trail of the Tattered Star
gagged,"[0, 0, 0, 1, 0, 2, 0, 0, 0]",Trail of the Tattered Star
peg,"[0, 4, 0, 0, 0, 0, 0, 0, 7, 0, 2, 6, 0, 0]",Trail of the Tattered Star
glow,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 3, 1, 0]",Trail of the Tattered Star
hell,"[0, 0, 3, 0, 18, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
reviving,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 1, 1, 0, 0]",Trail of the Tattered Star
given,"[7, 0, 0, 6, 51, 1, 0, 4, 0, 3, 113, 0, 3, 36, 1, 0, 13, 0, 2, 6, 1, 0, 11, 38, 0, 6, 2, 492, 32, 1, 19, 0, 10, 0, 0, 0, 17, 1, 50, 0, 0, 41, 3, 12, 13, 6, 2, 2, 1]",Trail of the Tattered Star
yards,"[0, 0, 0, 4, 0, 5, 10, 0, 0, 3, 0, 5, 0, 5, 0, 5]",Trail of the Tattered Star
Hurry,"[0, 0, 0, 0, 0, 0, 4, 1, 14, 1, 1, 0, 0]",Trail of the Tattered Star
wagon,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0]",Trail of the Tattered Star
hit,"[9, 2, 1, 1, 0, 5, 2, 113, 0, 0, 0, 5, 7, 0, 0, 11, 0, 1, 1, 1, 1, 0, 2, 102, 1, 0, 21, 0, 1, 3]",Trail of the Tattered Star
bounced,"[0, 0, 0, 0, 0, 19, 0, 0, 7, 3]",Trail of the Tattered Star
outside,"[4, 5, 0, 0, 0, 0, 0, 8, 2, 29, 1, 40]",Trail of the Tattered Star
roof,"[1, 8, 4]",Trail of the Tattered Star
picket,"[12, 1, 4, 7, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
departing,"[0, 47, 0, 0, 4, 0, 0, 0, 19, 0, 32, 0, 5, 0, 0, 90, 0, 0, 0, 0]",Trail of the Tattered Star
showing,"[14, 8, 21, 3, 7, 1, 19, 0, 15, 37, 36, 0, 2, 44, 3, 0, 1, 20, 0, 1, 1, 7, 1, 0, 0, 0, 6, 1]",Trail of the Tattered Star
bucket,"[4, 0, 0]",Trail of the Tattered Star
rushed,"[0, 0, 30, 0, 0, 0, 0, 1, 4, 4, 14, 0, 1, 0, 0, 0, 0, 0]",Trail of the Tattered Star
dark,"[0, 0, 0, 1, 0, 31, 0, 0, 2, 1, 0, 0, 0, 2, 51, 0, 0, 1, 8, 1, 5, 0, 0, 0, 3, 21, 1, 0, 8, 0, 1, 1, 13]",Trail of the Tattered Star
were,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Trail of the Tattered Star
make,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 2, 0, 0, 0, 21, 0, 1, 0, 0]",Trail of the Tattered Star
shattered,"[0, 0, 1]",Trail of the Tattered Star
'',[],Trail of the Tattered Star
hats,"[1, 0, 12]",Trail of the Tattered Star
tell,"[0, 70, 1, 0, 2, 5, 0, 49, 15, 0, 39, 34, 0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
muzzle,"[0, 0, 2]",Trail of the Tattered Star
regret,"[0, 0, 0, 0, 2]",Trail of the Tattered Star
Fortune,"[2, 17, 1, 4, 12, 8, 3, 13, 10]",Trail of the Tattered Star
recovered,"[0, 1, 0, 1, 1, 0, 0, 0, 55, 1, 0, 0]",Trail of the Tattered Star
No,"[50, 266, 0, 0, 0]",Trail of the Tattered Star
have,"[49, 2, 1, 4, 80, 0, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 0, 51, 17, 0]",Trail of the Tattered Star
dash,"[0, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 8, 0, 0, 3, 0, 0]",Trail of the Tattered Star
increasing,"[5, 13]",Trail of the Tattered Star
felt,"[49, 0, 0, 55, 37, 49, 0, 40, 8, 0, 0, 1, 0]",Trail of the Tattered Star
?,[],Trail of the Tattered Star
guerrillas,"[0, 0, 0, 0]",Trail of the Tattered Star
Powder,"[0, 0, 0, 0, 0, 0, 0, 0]",Trail of the Tattered Star
having,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",Trail of the Tattered Star
hills,"[0, 6, 0, 0, 2, 3, 0, 0]",Trail of the Tattered Star
spectacle,[3],Trail of the Tattered Star
on,"[37, 839]",Trail of the Tattered Star
!,[],Trail of the Tattered Star
slashed,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 20, 0, 2, 0, 0, 2, 0]",Trail of the Tattered Star
they,[],Trail of the Tattered Star
placed,"[0, 0, 6, 14, 7, 10, 72, 21, 4, 29, 37, 4, 0, 34, 3, 19, 2, 16, 1, 17, 2, 0, 19, 1, 51, 1, 0, 46, 3, 12]",Trail of the Tattered Star
beyond,[18],Trail of the Tattered Star
examine,"[3, 24, 2, 8, 0, 0, 102, 0, 22, 1, 5, 18, 0]",Trail of the Tattered Star
shirt,[3],Trail of the Tattered Star
precaution,"[1, 1, 1, 0, 4, 21]",Trail of the Tattered Star
missed,"[9, 1, 32, 10, 7, 0, 0, 6, 0, 1, 9, 0, 3]",Trail of the Tattered Star
scabbard,[2],Trail of the Tattered Star
that's,[],Trail of the Tattered Star
inflicting,"[1, 8, 0, 0]",Trail of the Tattered Star
Watch,"[12, 0, 17, 0, 4, 0, 4, 0, 6, 11, 0, 0, 0, 0, 0, 4, 1, 0, 102, 0, 1, 0, 0, 4, 0, 0]",Trail of the Tattered Star
time,"[0, 0, 3, 0, 0, 1, 0, 1, 188]",Trail of the Tattered Star
big,"[53, 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 61, 0, 7, 0, 13, 0, 0, 0, 19, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 18]",Trail of the Tattered Star
seeing,"[13, 12, 0, 49, 17, 11, 0, 0, 4, 8, 0, 1, 0, 3, 15, 0, 7, 0, 3, 0, 0, 17, 2, 7, 5, 13, 0, 0, 19, 0, 20, 0, 0, 10, 4, 4, 55, 6, 22, 38, 0, 59, 0, 4, 2, 0, 0, 102, 0, 1, 0, 0, 0, 1, 8, 6, 0, 0, 0, 0]",Trail of the Tattered Star
wing,"[5, 0, 3, 0, 0, 0, 1, 0, 2]",Trail of the Tattered Star
it,"[0, 0]",Trail of the Tattered Star
near-at-hand,[],Trail of the Tattered Star
out,"[0, 0, 0, 0, 4, 309, 2, 0, 0, 0, 0, 1, 0, 0, 40]",Trail of the Tattered Star
mighty,"[4, 84, 0, 10]",Trail of the Tattered Star
loophole,[0],Trail of the Tattered Star
more,"[7, 0, 0, 0, 271, 0]",Trail of the Tattered Star
two,"[0, 0, 26, 0, 158]",Trail of the Tattered Star
still,"[11, 0, 0, 0, 0, 0, 35, 0, 47, 2, 4, 103, 3, 0, 0, 0, 3, 0, 1, 2, 0, 115, 2, 0, 0, 1, 9, 0, 6, 0, 0, 0, 0, 0, 6, 6, 12, 0]",Trail of the Tattered Star
heap,"[0, 20, 0, 1, 2, 4, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 4, 12, 1, 1, 0, 0, 12, 0, 2, 18, 0, 0, 0, 0]",Trail of the Tattered Star
parade,"[1, 3, 2, 6, 0]",Trail of the Tattered Star
Get,"[0, 49, 0, 84, 0, 2, 1, 1, 0, 0, 1, 80, 0, 0, 0, 0, 0, 12, 3, 0, 113, 6, 0, 0, 18, 123, 7, 18, 2, 0, 0, 23, 9, 0, 33, 2, 0, 19, 3, 0, 3, 11, 0, 0, 0, 0, 0, 0, 492, 8, 0, 19, 5, 55, 6, 0, 0, 0, 0, 4, 51, 16, 90, 0, 0, 12, 21, 0, 3, 1]",Trail of the Tattered Star
Dean's,[],Trail of the Tattered Star
wound,"[0, 12, 1, 1, 0, 2, 2, 3, 0, 3, 2, 0, 1, 0, 16, 7, 9, 0, 0, 0, 2, 2, 0, 0, 0, 0]",Trail of the Tattered Star
very,"[40, 1, 81, 0, 33, 5]",Trail of the Tattered Star
saving,"[0, 0, 0, 0, 0, 35, 0, 2, 2, 0, 1, 4, 2, 1, 0, 1, 0, 3, 0, 14, 1, 2, 1, 0, 0, 0, 5, 0]",Trail of the Tattered Star
Ride,"[0, 0, 0, 0, 10, 1, 0, 1, 0, 0, 9, 0, 0, 2, 0, 11, 0, 0, 0, 0]",Trail of the Tattered Star
crashed,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",Trail of the Tattered Star
rolled,"[0, 0, 12, 21, 0, 0, 0, 0, 3, 0, 0, 1, 0, 10, 0, 11, 7, 0, 4, 0, 0, 0, 0, 3, 0, 0, 1, 2, 0, 2, 0]",Trail of the Tattered Star
pool,"[48, 0, 4, 0, 0, 0, 0]",Trail of the Tattered Star
ripped,"[0, 7, 1, 0]",Trail of the Tattered Star
you,[],Trail of the Tattered Star
That,[],Trail of the Tattered Star
army,"[0, 0, 3, 0, 7, 0, 0, 0]",Trail of the Tattered Star
blanket,"[0, 0, 3, 4, 0, 16, 0, 3, 0, 8, 0, 0]",Trail of the Tattered Star
rest,"[0, 0, 0, 0, 1, 2, 26, 0, 3, 0, 0, 8, 0, 0, 1, 1, 0, 0, 0, 16, 16, 0, 19, 13, 0, 8]",Trail of the Tattered Star
bound,"[0, 3, 4, 0, 19, 1, 0, 2, 0, 2, 0, 0, 1, 6, 3, 2, 0, 1, 2, 1, 0, 0, 6, 1, 0, 7, 0, 0, 0, 0, 5, 0, 0, 17, 1, 1, 0, 1, 0, 0, 0, 0, 0, 3]",Trail of the Tattered Star
enclosure,"[0, 0, 0, 0, 0]",Trail of the Tattered Star
herself,[],Trail of the Tattered Star
iron,"[5, 0, 0, 8, 0, 0, 0, 0]",Trail of the Tattered Star
blustered,"[0, 0, 0, 0, 0, 0, 0, 6, 0, 6, 0]",Trail of the Tattered Star
was,"[0, 6, 21, 6, 0, 722, 0, 11, 0, 3, 26, 1, 15, 12, 0]",Trail of the Tattered Star
injury,"[16, 0, 4, 0, 2, 2, 0]",Trail of the Tattered Star
contents,"[0, 0, 7, 0, 0, 1, 5, 2, 25, 0, 8, 0]",Trail of the Tattered Star
load,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 0, 0, 8, 4, 0, 6, 9, 0, 0]",Trail of the Tattered Star
Drag,"[0, 0, 7, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 1, 0, 0, 0]",Trail of the Tattered Star
managed,"[0, 0, 0, 20, 2, 0, 0, 0, 0, 10, 0, 163, 0, 3, 0, 0, 0, 0, 0, 0, 21]",Trail of the Tattered Star
building,"[0, 0, 0, 0, 9, 6, 10, 3, 0, 8, 113]",Trail of the Tattered Star
offered,"[1, 0, 11, 1, 0, 0, 0, 4, 2, 0, 16, 0]",Trail of the Tattered Star
up,"[4, 0, 0, 3, 307, 0]",Trail of the Tattered Star
connected,"[2, 0, 3, 0, 0, 4, 1, 0, 0, 2, 0, 1, 0, 0, 8, 0, 0, 0]",Trail of the Tattered Star
frantic,"[0, 7, 0, 0, 8, 0, 1, 0]",Trail of the Tattered Star
not,"[0, 602]",Trail of the Tattered Star
tried,"[8, 0, 1, 15, 0, 4, 7, 6, 3, 9, 1, 22, 0, 0, 18, 0, 7, 12, 0, 2, 0, 21, 1]",Trail of the Tattered Star
myself,[],Trail of the Tattered Star
chase,"[0, 20, 1, 25, 0, 0, 0, 0, 0, 0, 0, 3, 3, 4, 0, 2, 1]",Trail of the Tattered Star
room,"[123, 15, 31, 0]",Trail of the Tattered Star
ran,"[0, 2, 7, 0, 6, 0, 2, 1, 0, 0, 21, 1, 0, 7, 0, 3, 9, 2, 0, 0, 1, 0, 11, 0, 0, 0, 19, 0, 5, 0, 43, 0, 0, 30, 2, 0, 74, 0, 1, 9, 127, 90, 0, 1, 0, 23, 12, 0, 20, 0, 2, 6]",Trail of the Tattered Star
brace,"[0, 14, 3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 11]",Trail of the Tattered Star
dear,"[0, 0, 3, 1, 1, 0, 8, 2, 134, 0, 0, 0, 0, 1, 0, 0, 23, 49]",Trail of the Tattered Star
better,"[0, 115, 0, 0, 8, 0, 8, 57, 0, 5, 1, 5, 84, 82, 0, 1, 20, 2, 1, 3, 0, 3, 7, 0, 5, 2, 23, 0, 0, 25, 0, 0, 134, 0, 1, 8, 9, 4, 0, 0, 0, 24, 0, 0, 8, 13, 0, 36]",Trail of the Tattered Star
how,[],Trail of the Tattered Star
to,[],Trail of the Tattered Star
Something,[],Trail of the Tattered Star
struck,"[1, 80, 1, 6, 0, 3, 9, 0, 0, 0, 0, 0, 0, 19, 0, 0, 1, 7, 1, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 21, 0, 0, 0]",Trail of the Tattered Star
gallop,"[0, 0]",Trail of the Tattered Star
could,[],Trail of the Tattered Star
leather,[2],Trail of the Tattered Star
picked,"[0, 0, 0, 0, 0, 0, 9, 11, 8, 18, 5, 0, 0]",Trail of the Tattered Star
