ambitions,"[0, 0, 5, 2]","87th Congress, 1st Session. House Document No. 247. The"
someone,"[7, 28, 14, 4, 4, 19]","87th Congress, 1st Session. House Document No. 247. The"
pattern,"[3, 0, 18, 39, 8, 22, 0, 0, 8, 8, 13, 0, 0, 24, 2, 6]","87th Congress, 1st Session. House Document No. 247. The"
commemorate,"[19, 1, 15, 10, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
legislator,[2],"87th Congress, 1st Session. House Document No. 247. The"
its,"[0, 0]","87th Congress, 1st Session. House Document No. 247. The"
Dean,"[0, 0, 2, 0, 2]","87th Congress, 1st Session. House Document No. 247. The"
some,"[237, 0, 0, 85, 0, 0, 182, 6, 2]","87th Congress, 1st Session. House Document No. 247. The"
professional,"[9, 1, 12, 0]","87th Congress, 1st Session. House Document No. 247. The"
as,"[0, 0, 2793, 0, 0, 69, 828, 0, 0, 0, 0, 0, 0, 0, 147, 4, 0, 0, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
experiences,"[37, 102, 123, 7, 0, 26, 129, 49, 492]","87th Congress, 1st Session. House Document No. 247. The"
record,"[44, 1, 0, 0, 19, 0, 12, 0, 0, 1, 0, 12, 0, 0, 0, 21, 2, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
never,"[96, 0]","87th Congress, 1st Session. House Document No. 247. The"
sweep,"[0, 0, 0, 4, 1, 0, 0, 0, 3, 0, 0, 6, 0, 0, 0, 9, 5, 0, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
colleagues,"[0, 0, 6, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
means,"[2, 1, 2, 0, 0, 0, 0, 2, 27, 37, 0, 65, 2, 123]","87th Congress, 1st Session. House Document No. 247. The"
Monagan,[],"87th Congress, 1st Session. House Document No. 247. The"
community,"[0, 0, 0, 13, 0]","87th Congress, 1st Session. House Document No. 247. The"
My,[],"87th Congress, 1st Session. House Document No. 247. The"
vexed,"[0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 3, 0, 6, 0, 8, 1, 0, 3, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
struggle,"[5, 7, 0, 0, 7, 1, 0, 0, 7, 0, 10]","87th Congress, 1st Session. House Document No. 247. The"
Melvin,[],"87th Congress, 1st Session. House Document No. 247. The"
widespread,"[0, 3]","87th Congress, 1st Session. House Document No. 247. The"
purposely,"[6, 1, 0, 0, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
Although,[],"87th Congress, 1st Session. House Document No. 247. The"
been,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]","87th Congress, 1st Session. House Document No. 247. The"
both,[76],"87th Congress, 1st Session. House Document No. 247. The"
by,"[40, 7, 39, 497]","87th Congress, 1st Session. House Document No. 247. The"
freest,"[0, 5, 7, 2, 4, 1, 1, 0, 4, 0, 22, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
representative,"[0, 30, 2, 0, 10, 0, 1, 23, 1]","87th Congress, 1st Session. House Document No. 247. The"
Nation,"[32, 28, 11, 1, 0, 0, 0, 0, 49, 0]","87th Congress, 1st Session. House Document No. 247. The"
must,"[0, 115, 0]","87th Congress, 1st Session. House Document No. 247. The"
Representative,"[0, 30, 2, 0, 10, 0, 1, 23, 1]","87th Congress, 1st Session. House Document No. 247. The"
sharing,"[0, 20, 17, 1, 0, 2, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
tell,"[15, 2, 0, 1, 34, 0, 0, 0, 0, 0, 0, 5, 70, 39, 49, 0, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
express,"[0, 44, 0, 0, 9, 2, 0, 0, 7, 10, 0, 0, 49, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
force,"[7, 7, 4, 11, 10, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 58, 0, 5, 0, 0, 27, 9, 14, 4, 0, 6]","87th Congress, 1st Session. House Document No. 247. The"
and,[],"87th Congress, 1st Session. House Document No. 247. The"
devoted,"[51, 1, 19, 3, 0, 2, 0]","87th Congress, 1st Session. House Document No. 247. The"
your,[],"87th Congress, 1st Session. House Document No. 247. The"
nevertheless,"[6, 0, 0, 3, 103, 0, 35, 1, 47]","87th Congress, 1st Session. House Document No. 247. The"
tempore,[],"87th Congress, 1st Session. House Document No. 247. The"
dedication,"[0, 0, 2, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
characteristics,"[1, 0, 17]","87th Congress, 1st Session. House Document No. 247. The"
charge,"[1, 8, 1, 1, 0, 0, 21, 0, 1, 0, 3, 2, 6, 1, 9, 5, 5, 0, 3, 1, 0, 0, 0, 14, 8, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 37, 0, 10, 2, 0, 1, 0, 1, 0, 0, 0, 0, 9, 4, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
differed,"[0, 0, 0, 5]","87th Congress, 1st Session. House Document No. 247. The"
nine,"[0, 8, 0, 0, 0, 0, 0, 11, 3, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
thoroughly,"[1, 0, 7, 134]","87th Congress, 1st Session. House Document No. 247. The"
ordinary,"[8, 10, 0]","87th Congress, 1st Session. House Document No. 247. The"
:,[],"87th Congress, 1st Session. House Document No. 247. The"
free,"[1, 4, 7, 0, 1, 4, 22, 0, 0, 2, 0, 5, 7, 4, 3, 0, 1, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]","87th Congress, 1st Session. House Document No. 247. The"
week,"[0, 33, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]","87th Congress, 1st Session. House Document No. 247. The"
spared,"[5, 4, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
President,"[8, 0, 3, 0, 0, 4, 0, 14, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
those,[],"87th Congress, 1st Session. House Document No. 247. The"
length,"[9, 16, 0]","87th Congress, 1st Session. House Document No. 247. The"
conciliator,"[1, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
distinction,"[0, 3, 8, 9, 2]","87th Congress, 1st Session. House Document No. 247. The"
problems,"[39, 36, 20]","87th Congress, 1st Session. House Document No. 247. The"
More,"[0, 0, 271, 7, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
coming,"[0, 22, 123, 6, 5, 163, 3, 0, 11, 6, 3, 0, 26, 0, 0, 0, 0, 11, 3, 0, 0, 12, 3, 0, 20, 1, 42, 84, 0]","87th Congress, 1st Session. House Document No. 247. The"
his,[],"87th Congress, 1st Session. House Document No. 247. The"
historical,"[7, 1, 1]","87th Congress, 1st Session. House Document No. 247. The"
ashamed,[3],"87th Congress, 1st Session. House Document No. 247. The"
What,[],"87th Congress, 1st Session. House Document No. 247. The"
participate,"[0, 12, 0]","87th Congress, 1st Session. House Document No. 247. The"
confront,"[0, 36, 62, 0]","87th Congress, 1st Session. House Document No. 247. The"
from,[],"87th Congress, 1st Session. House Document No. 247. The"
seas,"[19, 13]","87th Congress, 1st Session. House Document No. 247. The"
necessarily,"[1, 0, 6, 0, 16]","87th Congress, 1st Session. House Document No. 247. The"
best,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 5, 0, 0, 25, 0, 57, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 8, 1, 23, 1, 36, 84, 0, 0, 134, 0, 82, 5, 115, 0, 7, 0, 0, 5, 2, 8, 1]","87th Congress, 1st Session. House Document No. 247. The"
contemporaries,"[0, 0, 13, 5, 0]","87th Congress, 1st Session. House Document No. 247. The"
Price,"[27, 0, 21, 17, 3, 0, 1, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
country,"[32, 28, 11, 0, 0, 32, 0, 49, 0]","87th Congress, 1st Session. House Document No. 247. The"
summation,"[1, 0, 0, 0, 6, 12, 5]","87th Congress, 1st Session. House Document No. 247. The"
area,"[28, 0, 9, 32, 0, 1, 1, 1, 0, 34]","87th Congress, 1st Session. House Document No. 247. The"
characteristic,"[1, 0, 17]","87th Congress, 1st Session. House Document No. 247. The"
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]","87th Congress, 1st Session. House Document No. 247. The"
others,[],"87th Congress, 1st Session. House Document No. 247. The"
who,"[0, 0]","87th Congress, 1st Session. House Document No. 247. The"
today,"[28, 2, 129]","87th Congress, 1st Session. House Document No. 247. The"
respect,"[11, 3, 0, 0, 0, 1, 17, 0, 0, 2, 0, 13, 4]","87th Congress, 1st Session. House Document No. 247. The"
witnessed,"[102, 7, 55]","87th Congress, 1st Session. House Document No. 247. The"
Providence,"[1, 0, 6]","87th Congress, 1st Session. House Document No. 247. The"
singly,"[0, 0, 4, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
Rusk,"[0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
On,"[37, 839]","87th Congress, 1st Session. House Document No. 247. The"
task,"[6, 11, 0, 7, 24, 1, 39]","87th Congress, 1st Session. House Document No. 247. The"
history,"[40, 13, 0, 31]","87th Congress, 1st Session. House Document No. 247. The"
distinct,"[0, 5, 0, 0, 10, 1]","87th Congress, 1st Session. House Document No. 247. The"
significance,"[0, 2, 21, 11, 3]","87th Congress, 1st Session. House Document No. 247. The"
sterling,"[0, 4, 0]","87th Congress, 1st Session. House Document No. 247. The"
among,[],"87th Congress, 1st Session. House Document No. 247. The"
father,"[123, 0, 21, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
politics,"[0, 3, 0, 13, 0]","87th Congress, 1st Session. House Document No. 247. The"
fights,"[3, 11, 4, 0, 5, 0, 0, 0, 5, 7, 0, 0, 10, 7, 2, 0, 5, 0, 8]","87th Congress, 1st Session. House Document No. 247. The"
integrity,"[5, 2, 1]","87th Congress, 1st Session. House Document No. 247. The"
short,"[0, 2, 0, 0, 0, 0, 0, 6, 8, 20, 28, 0, 0, 27, 1, 4, 0, 47, 99, 0, 0, 0, 0, 2]","87th Congress, 1st Session. House Document No. 247. The"
years,"[0, 0, 0, 36, 61, 0, 33, 0, 12, 0, 133]","87th Congress, 1st Session. House Document No. 247. The"
rise,"[0, 0, 0, 0, 0, 4, 1, 2, 0, 1, 8, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 10, 0, 0, 1, 0, 7, 7, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4, 3, 0, 18, 0, 12, 0]","87th Congress, 1st Session. House Document No. 247. The"
join,"[0, 0, 0, 4, 0, 0, 3, 0, 0, 15, 0, 0, 2, 5, 0]","87th Congress, 1st Session. House Document No. 247. The"
worth,"[18, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
symbol,"[10, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
meaning,"[2, 1, 2, 2, 0, 0, 0, 14, 0, 65, 2, 21, 37, 0, 11, 3]","87th Congress, 1st Session. House Document No. 247. The"
notable,"[1, 0, 0, 9, 0, 2, 0, 0, 0, 0, 0, 4, 0]","87th Congress, 1st Session. House Document No. 247. The"
heart,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 2, 15, 0, 0, 11, 3, 20, 1, 0, 2, 0, 0, 14, 23, 3, 1, 0, 0, 0, 5]","87th Congress, 1st Session. House Document No. 247. The"
our,[],"87th Congress, 1st Session. House Document No. 247. The"
massive,"[7, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
humble,"[20, 0, 0, 4, 0, 67, 0, 0, 0, 3, 3, 0]","87th Congress, 1st Session. House Document No. 247. The"
true,"[0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 4, 0, 16, 24, 1, 0]","87th Congress, 1st Session. House Document No. 247. The"
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]","87th Congress, 1st Session. House Document No. 247. The"
if,[],"87th Congress, 1st Session. House Document No. 247. The"
friends,"[1, 1, 1, 1, 0, 0, 0, 8, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]","87th Congress, 1st Session. House Document No. 247. The"
handling,"[0, 6, 3, 20, 0, 6, 3, 21, 8, 3, 8, 4, 10, 1]","87th Congress, 1st Session. House Document No. 247. The"
need,"[54, 0, 0, 0, 5, 0, 80, 8, 0, 6, 22, 51, 0, 14, 0, 6]","87th Congress, 1st Session. House Document No. 247. The"
views,"[11, 0, 8, 4, 18, 10, 3, 2, 4, 1, 0, 0, 0, 0, 7, 19, 0, 67, 102, 12, 1, 17, 4, 12, 1]","87th Congress, 1st Session. House Document No. 247. The"
privileged,"[25, 5, 0, 7, 0, 3]","87th Congress, 1st Session. House Document No. 247. The"
an,"[0, 0]","87th Congress, 1st Session. House Document No. 247. The"
battles,"[7, 5, 7, 5, 0, 10]","87th Congress, 1st Session. House Document No. 247. The"
vigor,"[7, 0, 0, 1, 0, 1, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
local,"[0, 20, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
shoals,"[0, 69, 3]","87th Congress, 1st Session. House Document No. 247. The"
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]","87th Congress, 1st Session. House Document No. 247. The"
To,[],"87th Congress, 1st Session. House Document No. 247. The"
endowed,"[0, 1, 0, 0, 0, 0, 0, 6]","87th Congress, 1st Session. House Document No. 247. The"
leadership,"[9, 11, 5]","87th Congress, 1st Session. House Document No. 247. The"
fundamentally,"[5, 1, 2]","87th Congress, 1st Session. House Document No. 247. The"
example,"[0, 0, 0, 2, 10, 0, 5, 8, 1, 1, 23, 35]","87th Congress, 1st Session. House Document No. 247. The"
devastating,"[0, 0, 2, 1, 0, 0, 0, 3, 0, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
desire,"[22, 16, 7, 51]","87th Congress, 1st Session. House Document No. 247. The"
could,[],"87th Congress, 1st Session. House Document No. 247. The"
satisfaction,"[3, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
consciously,[4],"87th Congress, 1st Session. House Document No. 247. The"
kindly,"[0, 0, 0, 0, 0, 0, 14]","87th Congress, 1st Session. House Document No. 247. The"
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]","87th Congress, 1st Session. House Document No. 247. The"
self-respect,"[0, 0, 0, 6]","87th Congress, 1st Session. House Document No. 247. The"
but,"[211, 25, 11, 115, 409]","87th Congress, 1st Session. House Document No. 247. The"
Of,[],"87th Congress, 1st Session. House Document No. 247. The"
define,"[2, 0, 0, 0, 1, 0, 1, 46, 0]","87th Congress, 1st Session. House Document No. 247. The"
gauntlet,"[2, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
sincere,"[1, 0, 1]","87th Congress, 1st Session. House Document No. 247. The"
background,"[8, 0, 0, 21, 0, 0, 1, 0, 0, 5, 4, 0]","87th Congress, 1st Session. House Document No. 247. The"
Others,[],"87th Congress, 1st Session. House Document No. 247. The"
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]","87th Congress, 1st Session. House Document No. 247. The"
beginning,"[1, 123, 0, 4, 0, 1, 0, 169, 4, 0, 0, 0, 0, 0, 20, 0, 19, 0, 8, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
Henry,"[0, 3, 0, 0, 2, 0]","87th Congress, 1st Session. House Document No. 247. The"
moving,"[0, 6, 0, 7, 0, 0, 19, 22, 1, 43, 1, 1, 90, 0, 0, 16, 1, 1, 0]","87th Congress, 1st Session. House Document No. 247. The"
esteem,"[11, 0, 0, 1, 0, 0, 0, 17, 0, 0, 0, 13, 0]","87th Congress, 1st Session. House Document No. 247. The"
services,"[0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 41, 0, 9, 0, 8, 0, 3]","87th Congress, 1st Session. House Document No. 247. The"
Many,[94],"87th Congress, 1st Session. House Document No. 247. The"
Illinois,"[0, 0, 1, 0]","87th Congress, 1st Session. House Document No. 247. The"
chorus,"[3, 0, 0, 1, 0]","87th Congress, 1st Session. House Document No. 247. The"
shall,[],"87th Congress, 1st Session. House Document No. 247. The"
himself,[],"87th Congress, 1st Session. House Document No. 247. The"
remembered,"[0, 1, 0, 0, 15, 5, 0, 0, 1, 65, 0]","87th Congress, 1st Session. House Document No. 247. The"
deep,"[4, 15, 0, 0, 30, 13, 3, 0, 7, 9, 0, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
eyes,"[0, 70, 0, 0, 23, 11, 0, 20, 15]","87th Congress, 1st Session. House Document No. 247. The"
And,[],"87th Congress, 1st Session. House Document No. 247. The"
honor,"[0, 3, 2, 1, 0, 0, 0, 2, 0, 13, 4]","87th Congress, 1st Session. House Document No. 247. The"
indispensable,"[13, 1]","87th Congress, 1st Session. House Document No. 247. The"
loyalty,"[0, 0, 0, 2, 0]","87th Congress, 1st Session. House Document No. 247. The"
dignity,"[0, 6, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
genuine,"[2, 33, 0, 0, 4, 10, 24]","87th Congress, 1st Session. House Document No. 247. The"
strength,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 14, 0, 6]","87th Congress, 1st Session. House Document No. 247. The"
conduct,"[13, 9, 0, 16, 3, 0, 0, 5, 0, 0, 0, 20, 0, 80, 1, 6, 2, 1, 0, 20, 2, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
even,"[0, 14, 1, 103, 47, 0, 10, 0, 8, 115, 1, 14]","87th Congress, 1st Session. House Document No. 247. The"
sponsored,"[0, 4, 0, 7, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
briefly,"[8, 0, 0, 0, 2]","87th Congress, 1st Session. House Document No. 247. The"
whole,"[28, 13, 2, 352, 5, 0, 2, 0, 6, 1, 24, 14, 2, 0]","87th Congress, 1st Session. House Document No. 247. The"
Government,"[8, 0, 3, 0, 3, 0, 4, 3, 13]","87th Congress, 1st Session. House Document No. 247. The"
50,"[12, 3, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
young,"[0, 0, 0, 38, 0, 92, 0, 0, 13, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
beloved,"[3, 0, 1, 2, 49, 8]","87th Congress, 1st Session. House Document No. 247. The"
affects,"[3, 11, 0, 0, 7, 0, 0, 11, 0, 0, 19, 1, 0, 5, 0]","87th Congress, 1st Session. House Document No. 247. The"
part,"[7, 6, 47, 6, 0, 0, 0, 3, 9, 12, 5, 0, 0, 1, 0, 0, 30, 0, 17, 5, 1, 16, 0, 4, 19, 0, 1, 0, 11, 6, 0, 4, 13, 3, 0, 12]","87th Congress, 1st Session. House Document No. 247. The"
twice,"[5, 13, 0]","87th Congress, 1st Session. House Document No. 247. The"
It,"[0, 0]","87th Congress, 1st Session. House Document No. 247. The"
At,"[0, 580, 0, 35]","87th Congress, 1st Session. House Document No. 247. The"
``,[],"87th Congress, 1st Session. House Document No. 247. The"
time,"[0, 0, 1, 0, 0, 1, 3, 188, 0]","87th Congress, 1st Session. House Document No. 247. The"
patriot,"[0, 0]","87th Congress, 1st Session. House Document No. 247. The"
science,"[11, 0, 8]","87th Congress, 1st Session. House Document No. 247. The"
will,"[218, 0, 0, 32, 0]","87th Congress, 1st Session. House Document No. 247. The"
first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
undiminished,"[1, 1]","87th Congress, 1st Session. House Document No. 247. The"
Bonham,[],"87th Congress, 1st Session. House Document No. 247. The"
admiration,"[4, 0, 0, 0, 11]","87th Congress, 1st Session. House Document No. 247. The"
consider,"[102, 11, 10, 20, 0, 0, 1, 17, 4, 24, 80, 7, 31, 3, 0, 65, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
service,"[0, 1, 0, 0, 0, 19, 0, 0, 0, 0, 41, 0, 9, 0, 0, 3]","87th Congress, 1st Session. House Document No. 247. The"
ever,"[59, 0, 46, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
major,"[0, 1, 0, 18, 0]","87th Congress, 1st Session. House Document No. 247. The"
continues,"[0, 0, 0, 13, 35, 0, 1, 0, 0, 0, 8, 1, 0, 0, 16, 1, 13, 0]","87th Congress, 1st Session. House Document No. 247. The"
Through,"[125, 32, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
answer,"[1, 1, 8, 0, 10, 163, 1, 3, 25, 27, 8, 9]","87th Congress, 1st Session. House Document No. 247. The"
limited,"[2, 0, 0, 24, 1, 7, 0, 0, 7, 10, 0, 1, 0, 1, 1, 5, 46, 0]","87th Congress, 1st Session. House Document No. 247. The"
Kaisers,[0],"87th Congress, 1st Session. House Document No. 247. The"
qualities,"[2, 6, 9, 3, 0, 0, 0, 12]","87th Congress, 1st Session. House Document No. 247. The"
aspire,"[0, 3, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]","87th Congress, 1st Session. House Document No. 247. The"
adding,"[22, 18, 0, 1, 4, 1, 1, 3, 0, 0, 2, 0, 9, 0, 5, 1, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
courtesy,"[0, 0]","87th Congress, 1st Session. House Document No. 247. The"
United,"[0, 4, 3, 0, 3, 5, 5, 0, 0, 2]","87th Congress, 1st Session. House Document No. 247. The"
stabilizing,"[0, 0, 3, 4, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
certainly,"[9, 0, 16, 42, 0, 0, 0]","87th Congress, 1st Session. House Document No. 247. The"
gentle,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 3, 13, 0, 16, 0]","87th Congress, 1st Session. House Document No. 247. The"
remember,"[0, 1, 0, 0, 15, 5, 0, 0, 1, 65, 0]","87th Congress, 1st Session. House Document No. 247. The"
happens,"[17, 0, 1, 0, 0, 0, 0, 0, 0, 3, 55, 0, 12, 3, 0, 0, 14]","87th Congress, 1st Session. House Document No. 247. The"
career,"[2, 0, 1, 8]","87th Congress, 1st Session. House Document No. 247. The"
mankind,"[173, 0, 4, 96, 0, 0, 8, 11]","87th Congress, 1st Session. House Document No. 247. The"
Mr.,"[70, 4, 0]","87th Congress, 1st Session. House Document No. 247. The"
