w,vector_uso
newel,"[0, 0]",Hunter at Large
fingers,"[37, 0, 1, 8, 0, 0]",Hunter at Large
interruption,"[0, 1, 0, 0, 0, 13, 3]",Hunter at Large
agony,"[5, 0, 0, 0, 1]",Hunter at Large
twisted,"[0, 0, 0, 12, 0, 0, 37, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 0, 0, 2, 0]",Hunter at Large
lowest,"[20, 0, 0, 4, 0, 0, 0, 0, 1, 0, 0, 1, 83, 10, 67, 0, 13, 0, 0, 0, 3, 0, 0, 0, 0, 0, 146, 0, 0, 2]",Hunter at Large
been,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",Hunter at Large
trying,"[7, 4, 3, 2, 7, 8, 0, 0, 0, 0, 9, 22, 0, 1, 0, 18, 15, 29, 1, 0, 1, 12]",Hunter at Large
softly,"[7, 2, 6, 10, 3]",Hunter at Large
both,[76],Hunter at Large
muffled,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 4, 0, 0, 0]",Hunter at Large
thought,"[0, 14, 10, 0, 0, 12, 0, 4, 1, 0, 0, 0, 0, 2, 0, 15, 0, 12, 65, 67, 0, 1, 17, 31, 31, 5, 37, 0, 0, 15]",Hunter at Large
by,"[40, 7, 39, 497]",Hunter at Large
mind,"[0, 4, 14, 0, 0, 50, 0, 0, 0, 0, 5, 31, 1, 0, 73, 0]",Hunter at Large
fool,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 10, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 0, 0]",Hunter at Large
tell,"[15, 2, 0, 1, 34, 0, 0, 0, 0, 0, 0, 5, 70, 39, 49, 0, 0, 0, 0, 0]",Hunter at Large
and,[],Hunter at Large
sum,"[22, 0, 1, 2, 0, 0, 0, 0, 1, 0, 2, 1, 2, 2, 15, 0, 0, 4, 0, 0, 0, 3, 9, 0, 20, 12, 0, 0, 0, 1, 0, 0, 0, 0, 23, 0, 5]",Hunter at Large
snow,"[0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 1, 0, 0, 13, 0]",Hunter at Large
hurtling,"[0, 1, 0, 0, 4]",Hunter at Large
low,"[20, 0, 0, 4, 0, 0, 0, 169, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 10, 67, 13, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 146, 0, 0, 4]",Hunter at Large
overlapped,[0],Hunter at Large
nine,"[0, 8, 0, 0, 0, 0, 0, 11, 3, 0, 0]",Hunter at Large
Mickey's,[],Hunter at Large
:,[],Hunter at Large
free,"[1, 4, 7, 0, 1, 4, 22, 0, 0, 2, 0, 5, 7, 4, 3, 0, 1, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",Hunter at Large
threw,"[0, 51, 113, 0, 0, 0, 1, 0, 0, 1, 0, 0, 6, 6, 9, 0, 17, 492, 0, 6, 0, 1, 0, 0, 0, 0, 4]",Hunter at Large
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",Hunter at Large
bag,"[0, 0, 0, 7, 0, 1, 0, 0, 4, 1, 0, 1, 0, 3, 0, 2]",Hunter at Large
tore,"[0, 3, 0, 0, 0, 8, 1, 2, 0, 2, 0, 0, 0, 7, 5]",Hunter at Large
floor,"[0, 23, 0, 0, 31, 14, 7, 0, 0, 0, 0, 3, 0, 0, 4]",Hunter at Large
kept,"[0, 0, 7, 0, 0, 0, 1, 28, 1, 4, 0, 0, 13, 35, 17, 0, 1, 0, 0, 2, 0, 4, 1, 5]",Hunter at Large
those,[],Hunter at Large
sprawled,"[0, 0]",Hunter at Large
backward,"[5, 0, 0, 0, 162, 0, 0, 0]",Hunter at Large
his,[],Hunter at Large
hole,"[0, 0, 6, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0]",Hunter at Large
enter,"[1, 0, 2, 2, 0, 19, 0, 0, 0, 0, 0, 3, 0, 12, 0, 0, 0, 0, 22, 0]",Hunter at Large
arms,"[2, 3, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 18, 0, 0, 5]",Hunter at Large
When,[],Hunter at Large
from,[],Hunter at Large
pit,"[3, 0, 0, 3, 0, 0, 6, 1, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3]",Hunter at Large
across,"[36, 1, 0]",Hunter at Large
advanced,"[2, 2, 0, 16, 0, 0, 0, 0, 25, 6, 0, 0, 0, 0, 0, 18, 0, 5, 0, 0, 0, 0, 7, 0, 0, 0, 0, 4, 0, 1, 0, 0, 3, 0, 3, 0]",Hunter at Large
lamming,"[0, 0, 7, 43, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0]",Hunter at Large
already,[27],Hunter at Large
signs,"[0, 1, 0, 74, 0, 0, 13, 0, 10, 0, 1, 0, 0, 0, 1, 2, 6, 0, 0, 0, 1, 0]",Hunter at Large
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",Hunter at Large
others,[],Hunter at Large
earlier,"[10, 41, 4, 0, 3, 123, 0, 0, 4, 17, 183]",Hunter at Large
who,"[0, 0]",Hunter at Large
tension,"[0, 0, 4, 0, 0, 5]",Hunter at Large
gasping,"[0, 0, 0, 0]",Hunter at Large
illumination,"[0, 0, 2, 0, 47, 0]",Hunter at Large
things,"[29, 53, 0, 50]",Hunter at Large
flashed,"[0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 5, 0, 3]",Hunter at Large
returned,"[0, 51, 0, 1, 0, 0, 12, 0, 0, 2, 6, 0, 0, 0, 0, 13, 0, 0, 0, 0, 20, 0, 1, 5, 0]",Hunter at Large
slab,[0],Hunter at Large
forcing,"[5, 11, 10, 0, 9, 1, 0, 0, 14, 4, 0, 0, 7, 4]",Hunter at Large
subtle,"[0, 1, 2, 0]",Hunter at Large
ribs,"[0, 0, 0, 7, 0, 0, 0, 0, 0, 1]",Hunter at Large
desk,[7],Hunter at Large
dance,"[0, 0, 10, 9, 0, 0]",Hunter at Large
sagged,"[0, 1, 0, 0, 0]",Hunter at Large
clutching,"[0, 0, 0, 0, 0, 0, 0]",Hunter at Large
concern,"[21, 11, 5, 0, 1, 0, 3, 0, 0, 31, 0, 33, 0, 1, 1, 0, 0, 8, 10, 0]",Hunter at Large
tripped,"[0, 4, 0, 0, 6, 1, 12, 0, 0, 0, 0, 0, 0, 0, 3, 0]",Hunter at Large
edge,"[0, 0, 1, 3, 1, 7, 1, 0, 2, 6, 3, 0]",Hunter at Large
night,"[31, 1, 0, 0, 51]",Hunter at Large
managed,"[0, 21, 0, 163, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 10, 2, 0, 0, 3, 0, 0]",Hunter at Large
shoulders,"[0, 0, 0, 5]",Hunter at Large
hoping,"[0, 22, 0, 7, 0, 16, 0]",Hunter at Large
belly,"[0, 0, 8, 5, 2, 0]",Hunter at Large
sight,"[0, 0, 12, 0, 18, 0, 1, 0, 0, 0, 2, 2, 0, 12, 0, 0, 20, 0, 0, 12, 4, 0, 2, 1, 2, 3, 1, 17, 0, 0, 0, 0, 4, 0]",Hunter at Large
level,"[0, 31, 8, 0, 18, 11, 0, 23, 14, 0, 0, 12, 0, 0, 10, 1, 0, 37, 0, 8, 0, 1, 0, 0, 0, 22, 0, 115]",Hunter at Large
approach,"[0, 0, 6, 0, 0, 0, 0, 11, 26, 0, 0, 0, 0, 0, 23, 0, 0, 9, 0, 0, 3, 0]",Hunter at Large
short,"[0, 2, 0, 0, 0, 0, 0, 6, 8, 20, 28, 0, 0, 27, 1, 4, 0, 47, 99, 0, 0, 0, 0, 2]",Hunter at Large
feet,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1]",Hunter at Large
onto,[],Hunter at Large
shaft,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 15, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0]",Hunter at Large
foot,"[0, 0, 0, 1, 0, 0, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",Hunter at Large
stairs,"[12, 10, 5, 1]",Hunter at Large
timber,"[2, 3, 6, 9, 6, 0, 0, 0]",Hunter at Large
smeared,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Hunter at Large
saw,"[11, 0, 59, 8, 0, 1, 55, 0, 0, 4, 0, 2, 7, 1, 0, 0, 2, 10, 5, 0, 0, 0, 1, 1, 13, 0, 19, 0, 0, 4, 6, 0, 0, 6, 0, 4, 4, 0, 59, 20, 1, 15, 0, 7, 102, 12, 0, 22, 17, 0, 8, 0, 17, 0, 3, 3, 0, 0, 0, 49, 38]",Hunter at Large
sudden,[10],Hunter at Large
looking,"[0, 59, 0, 26, 7, 10, 0, 15, 41, 4, 0, 0, 0, 4, 7, 5, 23, 0, 102, 62, 3]",Hunter at Large
our,[],Hunter at Large
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",Hunter at Large
external,"[29, 5, 2, 0]",Hunter at Large
if,[],Hunter at Large
waited,"[10, 0, 59, 0, 15, 0, 0]",Hunter at Large
leaning,"[1, 1, 2, 2, 2, 0, 1, 43, 1, 0, 0, 0, 2, 21, 0, 2, 3, 0, 1]",Hunter at Large
hand,"[50, 51, 0, 20, 1, 11, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0]",Hunter at Large
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",Hunter at Large
unlocked,"[0, 0, 0, 0, 0, 1]",Hunter at Large
marks,"[0, 0, 0, 2, 0, 0, 1, 0, 3, 0, 0, 0, 0, 9, 13, 0, 0, 0, 0, 3, 0, 10, 0, 12, 0, 0, 46, 0, 6, 0, 0, 1, 0, 1, 0, 6, 0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 5, 0, 0, 0, 0, 8, 14, 0, 1, 0]",Hunter at Large
dusty,"[0, 15, 4, 0, 1]",Hunter at Large
settled,"[1, 0, 0, 0, 1, 2, 0, 0, 0, 4, 1, 6, 0, 0, 0, 0, 0, 0, 2, 0, 0, 20, 0, 0, 0, 8, 4, 1, 0, 0]",Hunter at Large
settle,"[1, 0, 0, 0, 1, 2, 0, 0, 0, 4, 1, 6, 0, 0, 0, 0, 0, 2, 0, 0, 20, 0, 0, 0, 4, 1, 0, 0]",Hunter at Large
beside,[],Hunter at Large
an,"[0, 0]",Hunter at Large
around,"[237, 0, 3, 0, 85, 0, 0, 6, 2, 182]",Hunter at Large
blood,"[1, 0, 3, 1, 0, 0, 24, 0, 3, 0, 36, 7, 0, 0, 0, 0, 0, 0]",Hunter at Large
local,"[0, 20, 0, 0, 0]",Hunter at Large
casually,"[0, 3]",Hunter at Large
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",Hunter at Large
five,"[0, 0, 0, 35, 1, 0, 0, 0, 0, 0, 7, 0, 18, 0, 0]",Hunter at Large
Come,"[0, 22, 123, 163, 3, 0, 0, 3, 0, 0, 0, 11, 0, 3, 0, 0, 12, 0, 20, 1, 42, 84, 0, 0, 5]",Hunter at Large
giving,"[51, 13, 113, 11, 3, 0, 0, 0, 0, 0, 1, 53, 0, 0, 0, 2, 0, 7, 32, 12, 38, 0, 0, 3, 6, 4, 2, 19, 17, 0, 0, 13, 6, 0, 3, 0, 10, 50, 6, 1, 1, 1, 7, 1, 13, 0, 36, 0, 6, 492]",Hunter at Large
spot,"[0, 0, 0, 5, 2, 6, 0, 0, 11, 24, 0, 1, 0, 1, 0, 0, 0, 72, 0, 0, 1, 0, 0, 1, 1, 37, 0, 16, 0, 0, 19, 2, 7, 0, 43, 0, 0, 0]",Hunter at Large
watched,"[102, 12, 0, 0, 4, 11, 17, 0, 1, 0, 4, 0, 0, 0, 6, 4, 0]",Hunter at Large
wind,"[0, 0, 1, 12, 0, 2, 0, 0, 8, 0, 7, 1, 0, 0, 0, 1, 1, 0, 0, 0, 3, 0, 0, 0, 9, 0, 0, 2, 0, 0, 0, 0, 20, 0]",Hunter at Large
hired,"[0, 0, 1, 80, 1, 1, 0, 5, 1, 5]",Hunter at Large
tossed,"[0, 0, 1, 0, 3, 2, 0, 0, 0, 0, 16, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Hunter at Large
could,[],Hunter at Large
exclusive,"[4, 1, 24, 0, 2]",Hunter at Large
dryly,"[0, 0, 1]",Hunter at Large
thigh,"[2, 0]",Hunter at Large
cut,"[0, 2, 0, 0, 16, 0, 0, 0, 0, 0, 4, 0, 1, 5, 1, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 6, 0, 0, 1, 2, 0, 0, 0, 4, 1, 1, 0, 1, 0, 0, 0, 3, 2, 4, 1, 0, 0, 0, 0, 1]",Hunter at Large
smashed,"[2, 1, 0, 0, 0, 1, 0, 2, 0, 9, 0, 0, 0, 1, 0, 0, 0, 2, 3, 2, 0, 0, 2, 0, 0, 0, 1, 0, 5, 0, 0, 13, 2]",Hunter at Large
tour,"[1, 2, 90, 0, 3, 0, 0, 1, 37, 0]",Hunter at Large
heaved,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Hunter at Large
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",Hunter at Large
tire,"[0, 2, 1, 7, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",Hunter at Large
heavily,"[0, 0, 33, 18, 7]",Hunter at Large
Roberts,"[0, 0, 0, 0, 0, 6, 0, 0, 1]",Hunter at Large
but,"[211, 25, 11, 115, 409]",Hunter at Large
macabre,"[3, 1, 1, 0, 2, 0]",Hunter at Large
downward,"[0, 5, 146, 0]",Hunter at Large
knee,"[0, 6, 0, 0, 0, 0]",Hunter at Large
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]",Hunter at Large
relief,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8, 0, 0, 0, 0, 16, 0, 0, 0, 0]",Hunter at Large
perfect,"[0, 3, 6, 22, 0, 0, 0, 2, 0, 0, 9, 12, 0, 1, 0, 0, 2, 0]",Hunter at Large
headlights,"[0, 0]",Hunter at Large
solid,"[1, 28, 25, 1, 0, 0, 11, 0, 0, 1, 14, 2, 8, 0]",Hunter at Large
stood,"[0, 0, 0, 13, 0, 0, 2, 5, 0, 0, 0, 19, 3, 0, 0, 0, 6]",Hunter at Large
below,"[0, 2, 1, 0, 71, 0, 10, 0, 0]",Hunter at Large
seemed,"[3, 26, 59]",Hunter at Large
impulse,"[4, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0]",Hunter at Large
himself,[],Hunter at Large
remembered,"[0, 1, 0, 0, 15, 5, 0, 0, 1, 65, 0]",Hunter at Large
eyes,"[0, 70, 0, 0, 23, 11, 0, 20, 15]",Hunter at Large
swung,"[9, 0, 0, 0, 0, 0, 4, 1]",Hunter at Large
Only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",Hunter at Large
thud,"[0, 0, 0, 0, 0, 1, 0]",Hunter at Large
anticipated,"[0, 1, 0, 25, 1, 0, 9, 4, 15, 2, 0, 1, 0, 0, 0, 1, 0, 0]",Hunter at Large
didn't,[],Hunter at Large
even,"[0, 14, 1, 103, 47, 0, 10, 0, 8, 115, 1, 14]",Hunter at Large
mildly,"[7, 0]",Hunter at Large
now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",Hunter at Large
oiled,"[0, 0, 0, 0, 0, 6]",Hunter at Large
stiffly,"[0, 2, 3, 3]",Hunter at Large
lover,"[0, 0, 1, 0]",Hunter at Large
eight,"[0, 0, 0, 13, 12, 0, 0, 0, 0, 0, 0, 0, 2]",Hunter at Large
second,"[0, 40, 24, 0, 0, 0, 5, 0, 0, 0, 0, 1, 45, 0, 1, 0, 0, 1, 13, 162, 0]",Hunter at Large
key,"[2, 6, 6, 0, 31, 0, 0, 0, 0, 4, 14, 0, 6, 0, 0, 0, 0, 3, 0, 5, 0, 0]",Hunter at Large
knifelike,"[0, 1, 0, 0, 14, 0, 0, 0, 3, 0, 0, 0, 1]",Hunter at Large
door,"[0, 2, 36, 0]",Hunter at Large
momentary,"[1, 0, 2, 0]",Hunter at Large
It,"[0, 0]",Hunter at Large
gasped,"[0, 0, 0, 0]",Hunter at Large
time,"[0, 0, 1, 0, 0, 1, 3, 188, 0]",Hunter at Large
``,[],Hunter at Large
packed,"[0, 0, 0, 1, 9, 0, 0, 1, 0, 0, 80, 1, 0, 2, 2, 1, 0]",Hunter at Large
poised,"[0, 1, 3, 1, 0, 0, 0, 26, 1]",Hunter at Large
Peabody,"[0, 0, 0]",Hunter at Large
first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",Hunter at Large
she,[],Hunter at Large
taller,"[1, 6, 0, 0, 0, 1]",Hunter at Large
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",Hunter at Large
slide,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6]",Hunter at Large
charged,"[8, 6, 1, 0, 2, 0, 1, 9, 5, 5, 0, 3, 14, 0, 4, 0, 0, 0, 0, 5, 37, 10, 2, 0, 1, 0, 0, 0, 4, 0, 0]",Hunter at Large
road,"[47, 3]",Hunter at Large
remember,"[0, 1, 0, 0, 15, 5, 0, 0, 1, 65, 0]",Hunter at Large
rag,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3, 0, 0, 0, 12, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 0]",Hunter at Large
starts,"[1, 0, 3, 123, 0, 0, 0, 47, 0, 4, 0, 3, 0, 1, 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 20, 0, 0, 19, 0, 8, 0, 1, 0, 0, 0, 0]",Hunter at Large
sheriff,[4],Hunter at Large
after,"[0, 0, 3, 89, 33, 0]",Hunter at Large
