w,vector_uso
carrying,"[3, 0, 15, 0, 7, 1, 0, 0, 9, 2, 0, 80, 0, 17, 0, 0, 1, 0, 43, 2, 36, 0, 7, 4, 0, 6, 1, 0]"," The Atlanta Constitution,"
constitute,"[0, 3, 39, 59, 1, 722, 13, 0, 31, 113, 3, 0, 0, 6]"," The Atlanta Constitution,"
strength,"[0, 0, 14, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 7, 0]"," The Atlanta Constitution,"
outline,"[0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 2, 7]"," The Atlanta Constitution,"
replacing,"[3, 5, 0, 4, 3, 1, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
A-bombs,"[0, 0, 0, 0, 0]"," The Atlanta Constitution,"
If,[]," The Atlanta Constitution,"
propaganda,[1]," The Atlanta Constitution,"
House,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]"," The Atlanta Constitution,"
conservative,"[1, 0, 0, 1, 0, 0, 1, 0]"," The Atlanta Constitution,"
institutions,"[0, 3, 4, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2]"," The Atlanta Constitution,"
Dulles,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0]"," The Atlanta Constitution,"
grant,"[0, 0, 0, 12, 0, 0, 0, 1, 51, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0]"," The Atlanta Constitution,"
historic,"[7, 1]"," The Atlanta Constitution,"
gives,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 0, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 19, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]"," The Atlanta Constitution,"
group,"[1, 30, 0, 0, 0, 0]"," The Atlanta Constitution,"
as,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
progress,"[0, 0, 0, 0, 3, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 9]"," The Atlanta Constitution,"
fear,"[1, 0, 0, 10, 1, 0, 21, 0, 0, 5, 3]"," The Atlanta Constitution,"
figure,"[0, 0, 1, 13, 0, 0, 31, 0, 6, 0, 0, 4, 0, 0, 1, 42, 0, 0, 13, 0, 0, 102, 0, 1, 22, 0, 0, 20, 0, 0, 18, 12, 39, 8, 5, 0, 6, 0, 3, 9, 1]"," The Atlanta Constitution,"
mentally,[0]," The Atlanta Constitution,"
professor,"[1, 0]"," The Atlanta Constitution,"
numerous,"[0, 6]"," The Atlanta Constitution,"
seeking,"[0, 0, 7, 22, 6, 7, 6, 3, 12]"," The Atlanta Constitution,"
bills,"[0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 4, 9, 0, 0, 8]"," The Atlanta Constitution,"
judges,"[0, 0, 9, 0, 1, 0, 1, 4, 1, 0, 22, 9, 12, 3, 0, 3]"," The Atlanta Constitution,"
desire,"[16, 7, 22, 51]"," The Atlanta Constitution,"
results,"[6, 5, 8, 16, 10, 0, 0, 27, 32, 25, 8, 27, 1, 0, 6, 20, 0, 0]"," The Atlanta Constitution,"
home,"[0, 0, 0, 0, 0, 0, 3, 3, 52, 4, 8, 72, 0, 54, 0, 0, 74, 1, 3, 0]"," The Atlanta Constitution,"
dictator,"[0, 0, 1]"," The Atlanta Constitution,"
fate,"[0, 13, 12, 1, 10, 4, 8, 1, 1, 3]"," The Atlanta Constitution,"
countries,"[32, 0, 11, 0, 28, 49, 32, 0, 0]"," The Atlanta Constitution,"
dictatorship,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0]"," The Atlanta Constitution,"
go-it-alone,[]," The Atlanta Constitution,"
tends,"[1, 1, 0, 2, 43]"," The Atlanta Constitution,"
legislators,[2]," The Atlanta Constitution,"
other,"[41, 10, 183]"," The Atlanta Constitution,"
raise,"[0, 10, 0, 48, 0, 1, 0, 0, 0, 0, 0, 2, 12, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 29, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 7, 2, 0, 0, 0, 16, 0, 8, 1, 4]"," The Atlanta Constitution,"
another,"[0, 61]"," The Atlanta Constitution,"
drive,"[0, 0, 4, 5, 0, 18, 5, 0, 24, 14, 0, 123, 0, 80, 3, 0, 16, 10, 9, 7, 3, 0, 1, 11, 11, 0, 0, 0]"," The Atlanta Constitution,"
problems,"[36, 39, 20]"," The Atlanta Constitution,"
frankly,"[0, 4, 0]"," The Atlanta Constitution,"
away,"[29, 9, 7, 497, 102, 309, 40]"," The Atlanta Constitution,"
sort,"[57, 1, 0, 0, 39, 0, 0, 2, 12, 0, 18, 5, 10]"," The Atlanta Constitution,"
same,"[0, 0, 0, 0, 0, 3, 88, 176]"," The Atlanta Constitution,"
doctors,"[13, 7, 6, 1, 0, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 1, 0]"," The Atlanta Constitution,"
considered,"[65, 17, 0, 0, 0, 11, 3, 20, 80, 10, 102, 31, 0, 4, 0, 7, 1, 24, 13]"," The Atlanta Constitution,"
management,"[3, 8]"," The Atlanta Constitution,"
oppressive,"[0, 0, 1]"," The Atlanta Constitution,"
filled,"[15, 80, 19, 1, 0, 7, 0, 0, 0, 0, 1, 1, 0]"," The Atlanta Constitution,"
amply,"[0, 8, 2]"," The Atlanta Constitution,"
choice,"[4, 1, 11, 0, 9, 13, 0, 9, 3]"," The Atlanta Constitution,"
and,[]," The Atlanta Constitution,"
level,"[0, 14, 0, 23, 115, 8, 8, 22, 0, 1, 0, 1, 0, 0, 11, 10, 0, 0, 31, 37, 0, 0, 0, 12, 0, 0, 0, 18]"," The Atlanta Constitution,"
Considering,"[65, 80, 10, 4, 17, 102, 3, 0, 0, 0, 7, 1, 24, 11, 31, 0, 20, 0]"," The Atlanta Constitution,"
performed,"[1, 163, 0]"," The Atlanta Constitution,"
justice,"[0, 9, 0, 0, 1, 9, 1, 0]"," The Atlanta Constitution,"
balance,"[16, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"," The Atlanta Constitution,"
proudly,[1]," The Atlanta Constitution,"
Jefferson,"[2, 0, 0]"," The Atlanta Constitution,"
crisis-to-crisis,[]," The Atlanta Constitution,"
legislation,"[0, 0, 0, 1]"," The Atlanta Constitution,"
him,[]," The Atlanta Constitution,"
Parkway,"[11, 0]"," The Atlanta Constitution,"
promptly,"[0, 9, 2, 4, 0, 11]"," The Atlanta Constitution,"
office,"[1, 0, 0, 43, 19, 2, 16, 58, 1, 47, 7, 0, 72, 1, 6, 0, 7, 0, 6]"," The Atlanta Constitution,"
placed,"[0, 34, 46, 10, 1, 19, 0, 17, 1, 6, 19, 4, 1, 3, 21, 51, 3, 2, 72, 16, 14, 4, 0, 37, 7, 12, 0, 29, 2, 0]"," The Atlanta Constitution,"
regularly,"[4, 0]"," The Atlanta Constitution,"
squarely,"[0, 0, 0, 8, 2, 1]"," The Atlanta Constitution,"
censure,"[0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
freedom,"[13, 1]"," The Atlanta Constitution,"
past,"[0, 3, 0, 0, 497, 0, 39]"," The Atlanta Constitution,"
insured,"[0, 102, 6, 8, 2, 0, 0, 3, 0, 2, 38, 5, 1, 0]"," The Atlanta Constitution,"
The,[]," The Atlanta Constitution,"
health,"[0, 5]"," The Atlanta Constitution,"
officials,"[6, 0]"," The Atlanta Constitution,"
suppressed,"[3, 0, 0, 3, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0]"," The Atlanta Constitution,"
start,"[0, 0, 0, 0, 1, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 123, 0, 47, 0, 0, 4, 0, 0, 90, 169, 0, 0, 20, 0, 1, 1, 0, 19, 0, 8, 0, 0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
up,"[3, 0, 0, 0, 4, 307]"," The Atlanta Constitution,"
weakened,"[4, 20, 0, 13, 0, 0, 0, 2, 1, 1, 0, 0, 4, 0, 1, 16, 0, 0, 0, 1, 3, 1]"," The Atlanta Constitution,"
Women,"[48, 0, 0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
reforms,"[0, 1, 0, 0, 0, 0]"," The Atlanta Constitution,"
limits,"[0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 2, 5, 46, 7]"," The Atlanta Constitution,"
additional,"[13, 6]"," The Atlanta Constitution,"
better,"[0, 0, 2, 13, 3, 82, 0, 0, 7, 9, 1, 0, 0, 8, 0, 0, 84, 0, 8, 115, 5, 24, 0, 0, 2, 0, 0, 23, 1, 20, 0, 0, 36, 0, 8, 0, 3, 57, 5, 8, 5, 25, 0, 1, 1, 4, 134, 0]"," The Atlanta Constitution,"
price,"[0, 0, 0, 17, 27, 21, 1, 3, 0]"," The Atlanta Constitution,"
authoritarianism,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0]"," The Atlanta Constitution,"
administrator,"[1, 5, 0]"," The Atlanta Constitution,"
state,"[70, 0, 21, 7, 0, 5, 11, 0, 0, 0, 0, 0, 0, 32, 0, 39, 28, 0, 49, 0]"," The Atlanta Constitution,"
Congress,"[9, 0, 0, 0, 0, 0, 0, 0, 5, 8, 1, 0, 0, 0, 0]"," The Atlanta Constitution,"
illustrating,"[10, 3, 1]"," The Atlanta Constitution,"
greater,"[61, 0, 2, 0, 0, 0, 5, 0, 4, 18, 0, 0, 53, 0, 2, 1, 0, 0, 0, 30, 0, 3, 21, 3, 0, 0]"," The Atlanta Constitution,"
nurses,"[0, 3, 0, 0, 0, 0, 17, 0, 0, 2, 0, 0, 1]"," The Atlanta Constitution,"
commissioners,[0]," The Atlanta Constitution,"
presented,"[2, 3, 0, 36, 0, 6, 5, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]"," The Atlanta Constitution,"
any,"[14, 0, 168]"," The Atlanta Constitution,"
modification,"[1, 34, 0, 0, 0, 1]"," The Atlanta Constitution,"
most,"[237, 18, 23, 66, 0, 104, 3, 0, 0]"," The Atlanta Constitution,"
pros,"[12, 1]"," The Atlanta Constitution,"
tops,"[2, 0, 29, 0, 0, 0, 0, 0, 0, 3, 26, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 1, 12, 0, 20, 1, 0, 0, 0, 1, 0, 0, 0, 0]"," The Atlanta Constitution,"
wade,"[0, 1, 0]"," The Atlanta Constitution,"
complex,"[15, 0, 0, 0]"," The Atlanta Constitution,"
issues,"[0, 8, 20, 13, 1, 0, 0, 1, 0, 29, 0, 27, 0, 1, 2, 42, 0, 0, 0, 27, 0, 0, 0, 0, 1, 6, 5, 80, 0, 25, 0, 0, 7, 1, 3, 0, 16, 6, 0, 0, 0]"," The Atlanta Constitution,"
even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]"," The Atlanta Constitution,"
several,"[16, 41, 4]"," The Atlanta Constitution,"
President,"[0, 14, 0, 4, 8, 0, 0, 0, 0, 3]"," The Atlanta Constitution,"
Cuba,"[0, 0]"," The Atlanta Constitution,"
work,"[0, 0, 1, 23, 0, 13, 18, 0, 127, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 0, 0, 22, 90, 0, 0, 3, 12, 12, 37, 2, 43, 6, 39, 6, 24, 113, 0, 0, 3, 9]"," The Atlanta Constitution,"
agency,"[0, 1, 2, 27, 123, 16, 0, 1, 0, 5]"," The Atlanta Constitution,"
U.S.,"[14, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
powers,"[10, 0, 0, 14, 16, 0, 58, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 81]"," The Atlanta Constitution,"
undertaking,"[0, 6, 24, 0, 0, 2, 7, 7, 0, 6, 0, 1]"," The Atlanta Constitution,"
nation,"[0, 0, 11, 0, 0, 1, 28, 49, 32, 0]"," The Atlanta Constitution,"
Communist,"[0, 0, 1, 1]"," The Atlanta Constitution,"
High-speed,"[2, 1]"," The Atlanta Constitution,"
behooves,"[0, 0]"," The Atlanta Constitution,"
few,[71]," The Atlanta Constitution,"
ban,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]"," The Atlanta Constitution,"
amounts,"[4, 5, 84, 42, 0, 0, 22, 0, 12, 8]"," The Atlanta Constitution,"
known,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 24, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]"," The Atlanta Constitution,"
tyranny,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0]"," The Atlanta Constitution,"
budgeting,[1]," The Atlanta Constitution,"
door,"[2, 0, 0, 36]"," The Atlanta Constitution,"
grave,"[9, 1, 4, 2, 0, 18, 0, 0, 6, 0, 0, 0, 1, 8, 0, 2, 0, 0]"," The Atlanta Constitution,"
spending,"[0, 2, 0, 9, 2, 0, 0, 0, 4, 12]"," The Atlanta Constitution,"
Stolzenbach,[]," The Atlanta Constitution,"
put,"[19, 51, 5, 29, 4, 3, 1, 0, 0, 34, 0, 72, 1, 0, 0, 46, 0]"," The Atlanta Constitution,"
final,"[2, 21, 0, 0, 2, 83, 0]"," The Atlanta Constitution,"
Until,[]," The Atlanta Constitution,"
Rusk,"[0, 0, 0, 0]"," The Atlanta Constitution,"
attractive,[4]," The Atlanta Constitution,"
And,[]," The Atlanta Constitution,"
already,[27]," The Atlanta Constitution,"
convened,"[0, 0]"," The Atlanta Constitution,"
maintaining,"[4, 17, 0, 3, 2, 35, 0, 0, 1, 5, 2, 1, 0, 1]"," The Atlanta Constitution,"
best,"[0, 0, 2, 1, 82, 3, 0, 9, 7, 1, 0, 0, 0, 84, 0, 0, 0, 8, 115, 5, 24, 0, 0, 2, 0, 0, 0, 23, 0, 1, 20, 0, 36, 0, 8, 0, 3, 0, 57, 5, 8, 5, 25, 1, 1, 4, 134, 0]"," The Atlanta Constitution,"
doing,"[3, 0, 0, 9, 18, 0, 84, 0, 5, 0, 1, 6, 22, 0, 6, 25, 0, 1, 163, 0, 0, 3, 113, 46]"," The Atlanta Constitution,"
procedures,"[6, 0, 6, 0, 12, 5, 6]"," The Atlanta Constitution,"
kind,"[57, 39, 0, 2, 18, 10]"," The Atlanta Constitution,"
area,"[34, 0, 32, 0, 1, 0, 1, 9, 28, 1]"," The Atlanta Constitution,"
65,"[1, 0, 0]"," The Atlanta Constitution,"
Patients,"[0, 12, 0]"," The Atlanta Constitution,"
look,"[41, 5, 0, 0, 26, 0, 15, 0, 0, 3, 14, 10, 37, 0, 102, 14, 23, 0, 8, 2, 7, 59, 4, 6, 7, 62, 6, 23, 4]"," The Atlanta Constitution,"
removes,"[2, 0, 80, 0, 0, 21, 1, 0, 0, 0, 0, 1, 8, 1, 102, 7]"," The Atlanta Constitution,"
much,"[0, 0, 0, 6, 47, 111, 0, 11]"," The Atlanta Constitution,"
make,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 2, 80, 0, 0, 51, 17, 6, 1, 0, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]"," The Atlanta Constitution,"
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]"," The Atlanta Constitution,"
British,"[2, 0, 0]"," The Atlanta Constitution,"
efforts,"[0, 0, 1, 0, 16, 22, 0, 0, 11, 7, 0, 11, 10, 18, 0, 5]"," The Atlanta Constitution,"
sanitation,"[0, 0, 0]"," The Atlanta Constitution,"
appropriations,"[0, 0]"," The Atlanta Constitution,"
membership,"[1, 3]"," The Atlanta Constitution,"
great,"[61, 0, 2, 0, 0, 0, 5, 0, 4, 18, 0, 0, 53, 0, 2, 1, 0, 0, 0, 30, 0, 3, 3, 0, 0]"," The Atlanta Constitution,"
fund,"[8, 4, 0, 0, 0, 0, 36]"," The Atlanta Constitution,"
Mennen,[]," The Atlanta Constitution,"
men,"[0, 63, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 0, 0, 51, 173, 0, 0, 0, 0, 0, 6, 11]"," The Atlanta Constitution,"
poetic,"[0, 1]"," The Atlanta Constitution,"
elsewhere,[2]," The Atlanta Constitution,"
meals,"[0, 8]"," The Atlanta Constitution,"
expended,"[66, 9, 4, 0]"," The Atlanta Constitution,"
war,"[2, 31, 0]"," The Atlanta Constitution,"
getting,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 18, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 1, 5, 113, 2, 19, 16, 1, 0, 0, 2]"," The Atlanta Constitution,"
whether,[]," The Atlanta Constitution,"
repression,[1]," The Atlanta Constitution,"
unit,"[5, 28, 0, 0, 0]"," The Atlanta Constitution,"
banning,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
Somewhere,"[1, 5]"," The Atlanta Constitution,"
Rome,"[0, 0, 0, 0, 5]"," The Atlanta Constitution,"
character,"[0, 12, 16, 47, 0, 0, 0, 9, 7, 0, 35, 0, 0, 0, 3, 0, 0, 0]"," The Atlanta Constitution,"
National,"[8, 25, 54, 0, 4]"," The Atlanta Constitution,"
Secretary,"[2, 1, 0, 0, 2, 0]"," The Atlanta Constitution,"
because,[]," The Atlanta Constitution,"
somebody,"[4, 7, 28, 19, 4, 14]"," The Atlanta Constitution,"
alternative,"[1, 11, 0, 4, 13]"," The Atlanta Constitution,"
duty,"[4, 0, 0, 3]"," The Atlanta Constitution,"
without,[]," The Atlanta Constitution,"
considering,"[65, 80, 10, 4, 17, 102, 3, 0, 0, 0, 7, 1, 24, 11, 31, 0, 20, 0]"," The Atlanta Constitution,"
projects,"[0, 6, 4, 0, 0, 1, 24, 0, 0, 0, 7, 1, 0, 13, 0, 15, 0, 102, 6, 22, 20, 0, 2, 0, 18, 4]"," The Atlanta Constitution,"
Benefactor,"[0, 0]"," The Atlanta Constitution,"
mouthing,"[0, 14, 26, 2, 0, 14]"," The Atlanta Constitution,"
We,[]," The Atlanta Constitution,"
stations,"[0, 7, 0, 72, 14, 10]"," The Atlanta Constitution,"
await,"[0, 59, 15, 10]"," The Atlanta Constitution,"
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]"," The Atlanta Constitution,"
received,"[49, 0, 4, 10, 19, 13, 55, 5, 7, 0, 3, 1, 2, 492, 123]"," The Atlanta Constitution,"
fire,"[0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 9, 29, 0, 2, 1, 3, 0, 0, 0, 0, 1, 0, 235, 1, 1, 1, 0, 0, 1, 7, 2, 0, 0, 0, 1]"," The Atlanta Constitution,"
Agency,"[0, 1, 2, 27, 123, 16, 0, 1, 0, 5]"," The Atlanta Constitution,"
Africans,[4]," The Atlanta Constitution,"
peeled,"[0, 0, 0, 0, 0, 0, 0, 4, 1, 0, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"," The Atlanta Constitution,"
system,"[4, 23, 8, 1, 0, 0]"," The Atlanta Constitution,"
banding,"[0, 12, 0, 0, 0, 0]"," The Atlanta Constitution,"
may,"[0, 2, 0, 167, 0, 0]"," The Atlanta Constitution,"
normal,"[8, 8, 24, 3, 2]"," The Atlanta Constitution,"
sales,"[0, 0, 12, 0, 4, 0, 0]"," The Atlanta Constitution,"
He,"[0, 1039, 486, 2]"," The Atlanta Constitution,"
politicians,"[0, 0, 1, 0]"," The Atlanta Constitution,"
By,"[7, 40, 497, 39]"," The Atlanta Constitution,"
arrived,"[84, 3, 0, 0, 0, 123]"," The Atlanta Constitution,"
abduction,[0]," The Atlanta Constitution,"
learning,"[0, 0, 12, 21, 3, 0, 0, 3, 1, 4, 0, 0, 0, 4, 0, 80, 102, 1, 0, 1, 3, 0, 1, 5, 15, 6, 0, 24, 0, 0, 0]"," The Atlanta Constitution,"
thus,"[0, 12, 0, 3, 0, 0, 0, 228, 22]"," The Atlanta Constitution,"
Glen,[0]," The Atlanta Constitution,"
Dictator,"[0, 0, 1]"," The Atlanta Constitution,"
deter,"[0, 0, 2]"," The Atlanta Constitution,"
the,[]," The Atlanta Constitution,"
understand,"[17, 0, 102, 21, 8, 2, 0, 4, 0, 0, 0, 0]"," The Atlanta Constitution,"
improving,"[3, 0, 0, 57, 8, 0, 307]"," The Atlanta Constitution,"
fiefdom,[0]," The Atlanta Constitution,"
even-handed,[]," The Atlanta Constitution,"
study,"[34, 21, 0, 5, 0, 2, 2, 0, 127, 0, 4, 8, 0, 80, 10, 0, 25, 2, 0, 0, 7, 0, 0, 5, 24, 0]"," The Atlanta Constitution,"
showdown,"[3, 1, 0, 0]"," The Atlanta Constitution,"
tyrant,"[1, 0, 0]"," The Atlanta Constitution,"
Then,"[177, 228, 0, 0]"," The Atlanta Constitution,"
ways,"[15, 27, 2, 8, 0, 8, 123, 0, 6, 9, 3, 0, 0, 12, 31]"," The Atlanta Constitution,"
defense,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"," The Atlanta Constitution,"
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]"," The Atlanta Constitution,"
"$83,750",[]," The Atlanta Constitution,"
Trujillo,[]," The Atlanta Constitution,"
uncovered,"[0, 2, 2, 0, 6, 1, 0]"," The Atlanta Constitution,"
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]"," The Atlanta Constitution,"
interim,"[1, 1, 0, 2]"," The Atlanta Constitution,"
will,"[218, 0, 32, 0, 0]"," The Atlanta Constitution,"
bond,"[6, 3, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 2]"," The Atlanta Constitution,"
five-member,[]," The Atlanta Constitution,"
brinkmanship,[0]," The Atlanta Constitution,"
which,[]," The Atlanta Constitution,"
forces,"[0, 7, 0, 4, 0, 14, 0, 6, 9, 27, 10, 7, 0, 58, 0, 5, 5, 0, 0, 0, 0, 11, 1, 0, 0, 4]"," The Atlanta Constitution,"
limited,"[0, 0, 24, 1, 0, 1, 1, 0, 10, 1, 5, 0, 2, 7, 0, 0, 46, 7]"," The Atlanta Constitution,"
faith,"[0, 7, 11, 10, 0]"," The Atlanta Constitution,"
ideological,"[1, 0]"," The Atlanta Constitution,"
tackle,"[0, 5, 0, 0, 0, 0, 1, 0, 1]"," The Atlanta Constitution,"
present,"[2, 3, 0, 36, 0, 2, 6, 5, 0, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]"," The Atlanta Constitution,"
fee,"[0, 0, 1]"," The Atlanta Constitution,"
advised,"[0, 0, 0, 0, 0, 1, 0, 0, 5, 2, 2, 0]"," The Atlanta Constitution,"
This,[]," The Atlanta Constitution,"
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]"," The Atlanta Constitution,"
League,"[0, 2]"," The Atlanta Constitution,"
we,[]," The Atlanta Constitution,"
conditions,"[7, 13, 0, 15, 17, 2, 0, 0, 0, 8, 0, 8, 2, 5, 0, 7, 6, 0, 1]"," The Atlanta Constitution,"
position,"[1, 17, 43, 0, 19, 4, 4, 0, 16, 61, 0, 0, 51, 0, 0, 72, 0, 1, 0, 7, 18, 29, 1, 0, 6, 0, 1, 46]"," The Atlanta Constitution,"
army,"[3, 0, 0, 7, 0, 0, 0, 0]"," The Atlanta Constitution,"
dictum,"[0, 0, 0, 0]"," The Atlanta Constitution,"
extended,"[0, 0, 1, 0, 0, 4, 9, 8, 0, 0, 0, 0, 13, 1, 0, 90, 0, 0, 0, 12, 0, 20, 43, 5, 0, 0, 4, 3, 0, 0, 0, 0, 11, 0]"," The Atlanta Constitution,"
toward,[]," The Atlanta Constitution,"
opened,"[38, 0, 0, 10, 12, 51, 11, 0]"," The Atlanta Constitution,"
Vandiver,[]," The Atlanta Constitution,"
