Little,"[3, 3, 0, 28, 0, 99, 1, 0, 0, 0, 0, 0, 0, 67]",America's Secret Poison Gas Tragedy
ship,"[10, 0, 0, 17]",America's Secret Poison Gas Tragedy
bullets,"[5, 0, 0, 0, 5, 7, 0]",America's Secret Poison Gas Tragedy
radar,"[3, 0, 0, 0]",America's Secret Poison Gas Tragedy
little,"[3, 3, 0, 28, 0, 99, 1, 0, 0, 0, 0, 0, 0, 67]",America's Secret Poison Gas Tragedy
north,"[9, 0, 17, 0, 0, 0, 12, 0, 0, 5, 0, 0]",America's Secret Poison Gas Tragedy
at,"[0, 0, 580, 35]",America's Secret Poison Gas Tragedy
laughed,"[0, 10, 0]",America's Secret Poison Gas Tragedy
mouth,"[2, 0, 0, 1, 0, 0, 0, 0, 26, 0, 14, 0, 0, 14, 0]",America's Secret Poison Gas Tragedy
bellowed,"[0, 2, 0]",America's Secret Poison Gas Tragedy
In,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",America's Secret Poison Gas Tragedy
rounds,"[0, 0, 0, 0, 3, 0, 0, 10, 23, 0, 37, 0, 0, 9, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0]",America's Secret Poison Gas Tragedy
always,"[59, 46, 0, 0, 0, 7, 4, 3]",America's Secret Poison Gas Tragedy
be,"[6, 21, 6, 0, 722, 0, 11, 0, 4, 3, 26, 1, 12, 0, 0, 0]",America's Secret Poison Gas Tragedy
him,[],America's Secret Poison Gas Tragedy
anchor,"[0, 0, 3, 0, 0, 0, 0, 21, 0, 0, 0, 1]",America's Secret Poison Gas Tragedy
which,[],America's Secret Poison Gas Tragedy
despatched,"[0, 0, 1]",America's Secret Poison Gas Tragedy
terrified,"[0, 0, 0, 4, 0, 0, 1, 0, 0]",America's Secret Poison Gas Tragedy
valiantly,"[0, 0]",America's Secret Poison Gas Tragedy
bugs,"[0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0]",America's Secret Poison Gas Tragedy
sticks,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 123, 1, 0, 23, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 16, 0, 2, 4, 0, 1, 0, 0, 0, 1, 0, 0]",America's Secret Poison Gas Tragedy
because,[],America's Secret Poison Gas Tragedy
went,"[5, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 123, 0, 3, 0, 0, 33, 26, 19, 6, 0, 0, 17, 19, 0, 0, 0, 43, 25, 0, 0, 0, 1, 0, 6, 0, 0, 11, 127, 90, 0, 0, 12, 20, 13, 0, 0, 1, 0, 83]",America's Secret Poison Gas Tragedy
since,[],America's Secret Poison Gas Tragedy
7:30,[],America's Secret Poison Gas Tragedy
mud,"[2, 0, 3, 0, 0]",America's Secret Poison Gas Tragedy
extremists,[0],America's Secret Poison Gas Tragedy
hand,"[0, 0, 0, 50, 0, 0, 20, 0, 12, 0, 1, 51, 0, 1, 11, 0]",America's Secret Poison Gas Tragedy
attempting,"[7, 0, 12, 22, 1, 0, 3]",America's Secret Poison Gas Tragedy
However,"[0, 1, 0, 6, 35, 47, 0, 103, 3]",America's Secret Poison Gas Tragedy
shiver,"[4, 1, 0, 0, 0, 0, 3, 0, 0, 1]",America's Secret Poison Gas Tragedy
aboard,"[2, 0, 5, 0]",America's Secret Poison Gas Tragedy
variety,"[0, 0, 0, 2, 0, 0, 0, 18, 39, 0, 0, 34, 10, 0, 0, 0, 0, 57]",America's Secret Poison Gas Tragedy
slightly,"[19, 0, 12, 0, 0]",America's Secret Poison Gas Tragedy
stuff,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 16, 0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5]",America's Secret Poison Gas Tragedy
waves,"[0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 2, 1, 0]",America's Secret Poison Gas Tragedy
will,"[0, 0, 32, 218, 0]",America's Secret Poison Gas Tragedy
glinting,"[0, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0]",America's Secret Poison Gas Tragedy
but,"[409, 25, 115, 211, 11]",America's Secret Poison Gas Tragedy
commander,"[0, 0, 0, 1]",America's Secret Poison Gas Tragedy
hope,"[22, 16, 3, 9, 0, 7, 0, 0]",America's Secret Poison Gas Tragedy
Officer,"[0, 0, 0, 10, 0, 2]",America's Secret Poison Gas Tragedy
come,"[84, 0, 0, 5, 42, 12, 0, 0, 0, 3, 1, 123, 11, 3, 3, 163, 0, 0, 0, 0, 0, 0, 20, 22, 0]",America's Secret Poison Gas Tragedy
everything,[],America's Secret Poison Gas Tragedy
powers,"[10, 16, 58, 0, 0, 0, 6, 0, 0, 81, 0, 0, 0, 14, 0, 0, 0, 12, 0, 0, 0]",America's Secret Poison Gas Tragedy
third,"[1, 0, 16, 0, 2, 0, 0, 0]",America's Secret Poison Gas Tragedy
again,"[0, 0, 0, 74]",America's Secret Poison Gas Tragedy
He,"[0, 1039, 2, 486]",America's Secret Poison Gas Tragedy
2,"[0, 0, 26, 0, 158]",America's Secret Poison Gas Tragedy
sector,"[1, 0]",America's Secret Poison Gas Tragedy
Pentagon,"[1, 1]",America's Secret Poison Gas Tragedy
attacking,"[0, 1, 0, 0, 3, 0, 0, 0, 9, 0]",America's Secret Poison Gas Tragedy
knows,"[49, 0, 0, 2, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
shower,"[0, 0, 0, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
toward,[],America's Secret Poison Gas Tragedy
Axis,"[0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
Berth,"[0, 19, 16, 0, 1, 7, 0, 7, 0, 43, 0, 6, 0, 72, 0, 0]",America's Secret Poison Gas Tragedy
noxious,[0],America's Secret Poison Gas Tragedy
use,"[7, 0, 6, 0, 0, 0, 9, 11, 0, 66, 6, 5, 7, 3, 0, 0, 0, 1, 0, 1, 1, 0, 2]",America's Secret Poison Gas Tragedy
swayed,"[9, 4, 4, 1, 17, 0]",America's Secret Poison Gas Tragedy
Office,"[16, 58, 0, 7, 47, 6, 43, 72, 0, 0, 1, 0, 1, 7, 19, 0, 2, 1, 6]",America's Secret Poison Gas Tragedy
this,[],America's Secret Poison Gas Tragedy
calf,"[0, 0, 2]",America's Secret Poison Gas Tragedy
made,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 117, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 0, 0, 0, 21, 1, 0, 0]",America's Secret Poison Gas Tragedy
24th,"[0, 0]",America's Secret Poison Gas Tragedy
appearances,"[6, 0, 44, 0, 1]",America's Secret Poison Gas Tragedy
beacon,"[0, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
city,"[0, 44, 0]",America's Secret Poison Gas Tragedy
incendiaries,"[0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
La,"[4, 0, 0, 0, 0, 0, 0, 1]",America's Secret Poison Gas Tragedy
exactly,"[13, 0, 4, 115, 0, 0, 0]",America's Secret Poison Gas Tragedy
future,"[37, 0, 0, 0, 0, 0, 47]",America's Secret Poison Gas Tragedy
started,"[0, 0, 4, 0, 47, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 0, 19, 0, 0, 0, 8, 0, 0, 90, 0, 0, 0]",America's Secret Poison Gas Tragedy
together,"[30, 0, 0]",America's Secret Poison Gas Tragedy
North,"[9, 0, 17, 0, 0, 0, 12, 0, 0, 5, 0, 0]",America's Secret Poison Gas Tragedy
Security,"[0, 0, 0, 6, 0, 5, 0, 1]",America's Secret Poison Gas Tragedy
H.,[],America's Secret Poison Gas Tragedy
nation,"[0, 49, 0, 32, 11, 1, 28, 0, 0, 0]",America's Secret Poison Gas Tragedy
America,"[0, 0, 0, 0, 17, 14, 0, 0]",America's Secret Poison Gas Tragedy
everywhere,"[0, 0, 8]",America's Secret Poison Gas Tragedy
blown,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
Italian,[2],America's Secret Poison Gas Tragedy
stage,"[22, 0, 0, 4, 37, 6, 36, 14, 7, 11, 0]",America's Secret Poison Gas Tragedy
tarry,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
persisted,"[0, 43, 0, 0, 0, 0, 13, 2, 1, 0, 16]",America's Secret Poison Gas Tragedy
tragedy,"[1, 0, 1, 8, 1]",America's Secret Poison Gas Tragedy
.,[],America's Secret Poison Gas Tragedy
been,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",America's Secret Poison Gas Tragedy
liberty,"[0, 0, 2, 0, 0, 0]",America's Secret Poison Gas Tragedy
chocolate,"[0, 0, 0, 1, 10, 1, 0, 0]",America's Secret Poison Gas Tragedy
above,"[0, 0, 0, 0, 20]",America's Secret Poison Gas Tragedy
Howard,"[0, 1, 0, 0]",America's Secret Poison Gas Tragedy
off,"[2, 102, 0, 54, 1, 1, 0, 21, 0, 9, 7, 0, 40]",America's Secret Poison Gas Tragedy
fluid,"[0, 1, 4, 1, 6, 0, 2]",America's Secret Poison Gas Tragedy
write,"[1, 14, 0, 0, 0, 1, 3, 4]",America's Secret Poison Gas Tragedy
never,"[96, 0]",America's Secret Poison Gas Tragedy
chosen,"[3, 0, 4, 3, 0, 8, 80, 0, 0]",America's Secret Poison Gas Tragedy
officer's,[],America's Secret Poison Gas Tragedy
put,"[1, 0, 19, 0, 1, 4, 46, 3, 0, 0, 5, 51, 72, 0, 34, 0, 29]",America's Secret Poison Gas Tragedy
whispering,"[0, 0, 0, 0, 0, 0, 1, 2]",America's Secret Poison Gas Tragedy
Maintenance,"[0, 0, 1, 0, 0, 0, 2, 21]",America's Secret Poison Gas Tragedy
few,[71],America's Secret Poison Gas Tragedy
ancient,"[0, 8]",America's Secret Poison Gas Tragedy
must,"[0, 0, 115]",America's Secret Poison Gas Tragedy
mankind,"[173, 11, 96, 8, 0, 0, 4, 0]",America's Secret Poison Gas Tragedy
only,"[409, 25, 3, 4, 115, 13, 3, 1, 0, 211, 17, 3, 0, 0, 11]",America's Secret Poison Gas Tragedy
general,"[0, 1, 0, 0, 1, 32, 9, 0, 0]",America's Secret Poison Gas Tragedy
under,"[10, 71, 0]",America's Secret Poison Gas Tragedy
in,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",America's Secret Poison Gas Tragedy
their,[],America's Secret Poison Gas Tragedy
if,[],America's Secret Poison Gas Tragedy
anchored,"[0, 21, 3, 0]",America's Secret Poison Gas Tragedy
bomber's,[],America's Secret Poison Gas Tragedy
would,[],America's Secret Poison Gas Tragedy
filthy,"[1, 1, 1, 9, 0, 0, 0]",America's Secret Poison Gas Tragedy
surprise,"[13, 0, 4]",America's Secret Poison Gas Tragedy
noncommittal,[0],America's Secret Poison Gas Tragedy
before,"[14, 0, 123, 17]",America's Secret Poison Gas Tragedy
cloud,"[0, 1, 0, 0, 6, 0, 0, 3, 0, 0, 5, 0, 2, 0, 0, 0]",America's Secret Poison Gas Tragedy
wait,"[17, 0, 0, 10, 17, 1, 15, 0, 0, 0, 59, 0]",America's Secret Poison Gas Tragedy
Jenks,[],America's Secret Poison Gas Tragedy
stockpiling,"[9, 0, 0, 36]",America's Secret Poison Gas Tragedy
nine,"[0, 0, 0, 0, 0, 3, 0, 11, 0, 8, 0]",America's Secret Poison Gas Tragedy
Nine,"[0, 0, 0, 0, 0, 3, 0, 11, 0, 8, 0]",America's Secret Poison Gas Tragedy
compelled,"[0, 0, 0]",America's Secret Poison Gas Tragedy
has,"[49, 2, 0, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 0, 6, 4, 1, 492, 0, 0, 51, 17, 0]",America's Secret Poison Gas Tragedy
deck,"[0, 0, 4, 0, 23, 0, 0, 0, 0, 0, 6, 0, 0, 0]",America's Secret Poison Gas Tragedy
Bari's,[],America's Secret Poison Gas Tragedy
direct,"[16, 0, 0, 0, 0, 10, 80, 73, 7, 72, 0, 4, 2, 37, 0, 0, 0, 5, 0, 4, 16, 12, 0, 0, 0, 6, 1, 20, 0, 3, 0]",America's Secret Poison Gas Tragedy
shine,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 20, 0, 6, 0, 0]",America's Secret Poison Gas Tragedy
And,[],America's Secret Poison Gas Tragedy
To,[],America's Secret Poison Gas Tragedy
ruined,"[1, 0, 0, 0, 1, 10, 5, 13, 0, 0, 2, 4, 0]",America's Secret Poison Gas Tragedy
701st,[],America's Secret Poison Gas Tragedy
What,[],America's Secret Poison Gas Tragedy
complete,"[0, 1, 0, 1, 3, 4, 0, 3, 12, 163, 0, 2, 3, 6, 0, 0, 0, 1, 0, 22, 9, 6, 0, 0, 0, 2, 2]",America's Secret Poison Gas Tragedy
home,"[0, 72, 3, 0, 0, 52, 4, 3, 1, 8, 0, 0, 0, 54, 0, 0, 0, 3, 74, 0]",America's Secret Poison Gas Tragedy
for,[],America's Secret Poison Gas Tragedy
flares,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 1, 0, 0, 0]",America's Secret Poison Gas Tragedy
country,"[0, 49, 32, 0, 11, 32, 28, 0, 0]",America's Secret Poison Gas Tragedy
protect,[2],America's Secret Poison Gas Tragedy
proper,"[9, 84]",America's Secret Poison Gas Tragedy
hell,"[0, 0, 3, 0, 18, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
wounded,"[0, 2, 16, 3, 2, 1, 0, 1]",America's Secret Poison Gas Tragedy
given,"[7, 0, 0, 6, 51, 1, 0, 4, 0, 3, 113, 0, 3, 36, 1, 0, 13, 0, 2, 6, 1, 0, 11, 38, 0, 6, 2, 492, 32, 1, 19, 0, 10, 0, 0, 0, 17, 1, 50, 0, 0, 41, 3, 12, 13, 6, 2, 2, 1]",America's Secret Poison Gas Tragedy
missions,"[1, 0, 0, 8, 0, 0, 1, 0, 9, 0, 0]",America's Secret Poison Gas Tragedy
freighter,"[0, 0, 13, 0]",America's Secret Poison Gas Tragedy
heard,"[5, 0, 0, 102, 0, 22, 24, 0, 4, 0, 3, 15, 0]",America's Secret Poison Gas Tragedy
hit,"[9, 2, 1, 1, 0, 5, 2, 113, 0, 0, 0, 5, 7, 0, 0, 11, 0, 1, 1, 1, 1, 0, 2, 102, 1, 0, 21, 0, 1, 3]",America's Secret Poison Gas Tragedy
Thomas,"[0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0]",America's Secret Poison Gas Tragedy
defensive,"[0, 0, 1, 0]",America's Secret Poison Gas Tragedy
schooner,[1],America's Secret Poison Gas Tragedy
blips,"[0, 1, 0]",America's Secret Poison Gas Tragedy
mushroom,"[0, 0, 0]",America's Secret Poison Gas Tragedy
departing,"[0, 47, 0, 0, 4, 0, 0, 0, 19, 0, 32, 0, 5, 0, 0, 90, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
those,[],America's Secret Poison Gas Tragedy
happy,"[19, 0, 4, 1]",America's Secret Poison Gas Tragedy
energetic,"[0, 0, 0, 0]",America's Secret Poison Gas Tragedy
gangplank,"[0, 0, 0]",America's Secret Poison Gas Tragedy
rushed,"[0, 0, 30, 0, 0, 0, 0, 1, 4, 4, 14, 0, 1, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
Italy,"[0, 4, 0]",America's Secret Poison Gas Tragedy
were,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",America's Secret Poison Gas Tragedy
inhumane,[0],America's Secret Poison Gas Tragedy
dark,"[0, 0, 0, 1, 0, 31, 0, 0, 2, 1, 0, 0, 0, 2, 51, 0, 0, 1, 8, 1, 5, 0, 0, 0, 3, 21, 1, 0, 8, 0, 1, 1, 13]",America's Secret Poison Gas Tragedy
Ensign,"[0, 0]",America's Secret Poison Gas Tragedy
marked,"[3, 9, 1, 3, 0, 0, 0, 10, 0, 8, 2, 0, 0, 6, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 8, 0, 0, 46, 0, 12]",America's Secret Poison Gas Tragedy
next,"[20, 0, 37, 0, 0, 47]",America's Secret Poison Gas Tragedy
range,"[1, 0, 0, 1, 2, 0, 0, 0, 72, 21, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 34, 11, 0, 1, 3, 43, 7, 0, 0, 4, 0, 17, 0, 4, 3, 0, 3, 0, 6, 0, 2, 0, 12]",America's Secret Poison Gas Tragedy
Balkans,"[0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
pain,"[0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 3, 1, 32, 20, 0]",America's Secret Poison Gas Tragedy
Rochford,[],America's Secret Poison Gas Tragedy
'',[],America's Secret Poison Gas Tragedy
burn,"[0, 0, 1, 29, 1, 0, 1, 0, 3, 7, 0, 1, 0, 0, 0, 1, 0, 20]",America's Secret Poison Gas Tragedy
become,"[123, 90, 33, 37, 7]",America's Secret Poison Gas Tragedy
Walter,"[0, 2]",America's Secret Poison Gas Tragedy
grins,"[4, 0, 2, 4]",America's Secret Poison Gas Tragedy
True,"[0, 16, 0, 4, 0, 0, 0, 0, 24, 0, 1, 0, 0, 9, 1, 0]",America's Secret Poison Gas Tragedy
impossible,"[0, 0, 1, 0, 0, 14, 0]",America's Secret Poison Gas Tragedy
No,"[50, 266, 0, 0, 0]",America's Secret Poison Gas Tragedy
explosive,"[4, 0]",America's Secret Poison Gas Tragedy
Field,"[1, 2, 1, 0, 0, 1, 0, 0, 0, 5, 7, 24, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 0, 0, 0, 0, 0, 0, 0, 0, 34]",America's Secret Poison Gas Tragedy
keening,"[3, 0]",America's Secret Poison Gas Tragedy
have,"[49, 2, 1, 4, 80, 0, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 0, 51, 17, 0]",America's Secret Poison Gas Tragedy
leave,"[0, 0, 51, 9, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 20, 27, 0, 0, 1, 218, 16, 12]",America's Secret Poison Gas Tragedy
increasing,"[5, 13]",America's Secret Poison Gas Tragedy
felt,"[49, 0, 0, 55, 37, 49, 0, 40, 8, 0, 0, 1, 0]",America's Secret Poison Gas Tragedy
?,[],America's Secret Poison Gas Tragedy
gazed,"[2, 1]",America's Secret Poison Gas Tragedy
Delano,[],America's Secret Poison Gas Tragedy
More,"[7, 0, 0, 0, 271, 0]",America's Secret Poison Gas Tragedy
morning,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0]",America's Secret Poison Gas Tragedy
on,"[37, 839]",America's Secret Poison Gas Tragedy
!,[],America's Secret Poison Gas Tragedy
they,[],America's Secret Poison Gas Tragedy
Norton,[],America's Secret Poison Gas Tragedy
flammable,"[0, 0]",America's Secret Poison Gas Tragedy
brilliant,"[0, 4, 1, 3, 4, 6, 2, 0, 2]",America's Secret Poison Gas Tragedy
Force,"[58, 7, 7, 27, 0, 0, 0, 0, 9, 5, 14, 0, 10, 0, 11, 0, 6, 0, 4, 0, 4, 0, 1, 0, 5, 0]",America's Secret Poison Gas Tragedy
homing,"[54, 0]",America's Secret Poison Gas Tragedy
coughed,[2],America's Secret Poison Gas Tragedy
somewhere,"[1, 5]",America's Secret Poison Gas Tragedy
delay,"[6, 0, 17, 0, 0, 1, 10, 1, 0, 16, 0]",America's Secret Poison Gas Tragedy
observe,"[12, 13, 0, 35, 3, 3, 9, 11, 0, 0, 0, 1, 9, 5, 55, 0, 0, 8, 4, 0]",America's Secret Poison Gas Tragedy
time,"[0, 0, 3, 0, 0, 1, 0, 1, 188]",America's Secret Poison Gas Tragedy
following,"[20, 0, 12, 3, 84, 0, 3, 2, 0, 47, 0, 0, 11, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 722, 0, 0, 0, 0, 2, 0, 0, 0, 4, 1]",America's Secret Poison Gas Tragedy
below,"[10, 0, 1, 2, 0, 71, 0, 0, 0]",America's Secret Poison Gas Tragedy
squadron,[0],America's Secret Poison Gas Tragedy
R.A.F.,[],America's Secret Poison Gas Tragedy
it,"[0, 0]",America's Secret Poison Gas Tragedy
immediately,"[12, 0, 12, 129, 0, 0, 0, 3, 1, 0]",America's Secret Poison Gas Tragedy
warfront,[],America's Secret Poison Gas Tragedy
out,"[0, 0, 0, 0, 4, 309, 2, 0, 0, 0, 0, 1, 0, 0, 40]",America's Secret Poison Gas Tragedy
stunned,"[0, 0, 0, 0, 0, 0, 0, 309, 0, 0, 0, 0, 0, 0, 5, 0, 2]",America's Secret Poison Gas Tragedy
2/c,[],America's Secret Poison Gas Tragedy
1943,[],America's Secret Poison Gas Tragedy
white,"[0, 0, 0, 36, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
Not,"[0, 602]",America's Secret Poison Gas Tragedy
retaliatory,"[0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
more,"[7, 0, 0, 0, 271, 0]",America's Secret Poison Gas Tragedy
knew,"[49, 0, 0, 2, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
two,"[0, 0, 26, 0, 158]",America's Secret Poison Gas Tragedy
place,"[12, 0, 16, 0, 7, 14, 43, 10, 72, 21, 0, 0, 4, 37, 4, 0, 34, 3, 19, 2, 16, 1, 54, 0, 10, 17, 2, 0, 0, 1, 1, 1, 7, 0, 0, 46, 12, 6, 43, 0, 51, 3, 29]",America's Secret Poison Gas Tragedy
still,"[11, 0, 0, 0, 0, 0, 35, 0, 47, 2, 4, 103, 3, 0, 0, 0, 3, 0, 1, 2, 0, 115, 2, 0, 0, 1, 9, 0, 6, 0, 0, 0, 0, 0, 6, 6, 12, 0]",America's Secret Poison Gas Tragedy
coast,"[0, 1, 0, 0, 0, 6]",America's Secret Poison Gas Tragedy
themselves,[],America's Secret Poison Gas Tragedy
conduct,"[20, 80, 3, 2, 2, 0, 6, 0, 5, 0, 0, 0, 16, 0, 0, 13, 0, 9, 1, 20, 0, 0, 1]",America's Secret Poison Gas Tragedy
August,"[1, 4, 1, 2, 0, 1, 0]",America's Secret Poison Gas Tragedy
Allies,"[0, 0, 0, 8]",America's Secret Poison Gas Tragedy
world,"[0, 1, 173, 11, 9, 1, 0, 35, 0, 0, 96, 0, 4, 4, 0, 1, 0, 0, 0, 20, 22, 11, 8, 0, 16, 0]",America's Secret Poison Gas Tragedy
Now,"[12, 28, 0, 129, 12, 2, 0, 0, 0, 0, 3, 1, 0]",America's Secret Poison Gas Tragedy
very,"[40, 1, 81, 0, 33, 5]",America's Secret Poison Gas Tragedy
K.,[],America's Secret Poison Gas Tragedy
rain,"[1, 5, 0, 1, 0]",America's Secret Poison Gas Tragedy
Franklin,"[0, 0, 4, 0]",America's Secret Poison Gas Tragedy
multiple,[4],America's Secret Poison Gas Tragedy
weapons,"[5, 0, 18, 0]",America's Secret Poison Gas Tragedy
he'd,[],America's Secret Poison Gas Tragedy
fighter,"[0, 0, 1, 0, 0, 0, 2, 1, 0, 5]",America's Secret Poison Gas Tragedy
second,"[1, 0, 45, 0, 0, 0, 1, 5, 0, 0, 0, 40, 1, 0, 13, 0, 0, 0, 24, 0, 162]",America's Secret Poison Gas Tragedy
sailing,"[0, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0]",America's Secret Poison Gas Tragedy
crashed,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
else,[],America's Secret Poison Gas Tragedy
crane's,[],America's Secret Poison Gas Tragedy
you,[],America's Secret Poison Gas Tragedy
War,"[0, 2, 31]",America's Secret Poison Gas Tragedy
officer,"[0, 0, 0, 10, 0, 2]",America's Secret Poison Gas Tragedy
Japan,"[0, 3, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
defenses,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",America's Secret Poison Gas Tragedy
battering,"[0, 0, 1, 1, 0, 2, 0, 0]",America's Secret Poison Gas Tragedy
radar-controlled,[],America's Secret Poison Gas Tragedy
