w,vector_uso
eat,"[0, 0, 1, 0, 0, 0, 0, 1, 6, 0, 8, 0]",The Lovers
It,"[0, 0]",The Lovers
Neither,[10],The Lovers
suspicion,"[5, 0, 0, 0, 0, 0, 0]",The Lovers
Said,"[0, 12, 49, 316, 70, 1, 0, 0, 21, 0, 0, 34, 0, 0, 39, 0, 0]",The Lovers
among,[],The Lovers
second,"[13, 1, 24, 0, 0, 0, 1, 0, 5, 0, 40, 1, 162, 0, 0, 0, 0, 0, 0, 45, 0]",The Lovers
America,"[0, 0, 0, 0, 0, 17, 14, 0]",The Lovers
Mary,"[0, 0, 1, 3, 0]",The Lovers
over,"[22, 0, 1, 0, 6, 0, 163]",The Lovers
any,"[168, 0, 14]",The Lovers
lopsidedly,"[0, 0]",The Lovers
passengers,"[0, 3]",The Lovers
before,"[14, 123, 0, 17]",The Lovers
somewhere,"[1, 5]",The Lovers
exists,"[5, 722, 6, 26, 0]",The Lovers
grew,"[3, 7, 2, 10, 48, 0, 123, 12, 16, 0, 0, 12, 0, 1, 37]",The Lovers
tense,"[1, 1, 0]",The Lovers
records,"[1, 44, 1, 0, 0, 21, 0, 19, 12, 0, 0, 0, 12, 0, 0, 0, 0, 2, 0, 0, 0]",The Lovers
swift,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",The Lovers
whipped,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 1]",The Lovers
off,"[7, 1, 1, 0, 102, 0, 0, 2, 0, 54, 40, 21, 9]",The Lovers
scriptural,"[2, 0]",The Lovers
:,[],The Lovers
pardon,"[5, 0, 0, 0, 7]",The Lovers
pardons,"[5, 0, 0, 0, 7]",The Lovers
You,[],The Lovers
linguist,"[0, 0, 0]",The Lovers
more,"[7, 0, 0, 0, 271, 0]",The Lovers
horrified,"[0, 0, 3, 0, 2, 0, 0, 0]",The Lovers
Bazaar,"[0, 15, 0]",The Lovers
Asia,[3],The Lovers
He,"[2, 486, 0, 1039]",The Lovers
Is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",The Lovers
responsible,"[0, 0, 9]",The Lovers
R.'s,[],The Lovers
other,"[183, 41, 10]",The Lovers
above,"[0, 0, 0, 20, 0]",The Lovers
be,"[4, 12, 1, 0, 11, 722, 6, 0, 26, 0, 0, 21, 0, 6, 3, 0]",The Lovers
frozen,"[1, 0, 0, 0, 1, 0, 7, 0, 1, 0, 0, 1, 0, 0, 0, 15, 0, 0, 6]",The Lovers
way,"[3, 0, 8, 27, 8, 0, 15, 6, 9, 123, 0, 31, 2]",The Lovers
tenses,"[1, 1, 0]",The Lovers
again,"[0, 74, 0, 0]",The Lovers
months,"[8, 0]",The Lovers
few,[71],The Lovers
Urielites,[],The Lovers
its,"[0, 0]",The Lovers
Federation,"[0, 0, 0]",The Lovers
one-gee,[],The Lovers
notified,"[0, 1, 0, 0, 0, 0]",The Lovers
instructing,"[4, 0, 4, 0, 0]",The Lovers
slowly,"[21, 16, 5, 0, 0]",The Lovers
caused,"[113, 163, 123, 0, 1, 492, 18]",The Lovers
Forerunner,"[0, 0, 2, 0, 0, 0]",The Lovers
cover,"[0, 0, 29, 0, 2, 1, 0, 0, 0, 0, 6, 8, 0, 4, 4, 0, 8, 0, 6, 0, 0, 1, 2, 0, 162, 0, 1, 0, 0, 2, 0, 0, 1, 0, 6, 0, 0, 0, 13, 0, 3, 5, 20, 3, 0, 0, 3, 0, 10, 1, 1]",The Lovers
because,[],The Lovers
choose,"[3, 0, 4, 3, 0, 80]",The Lovers
endure,"[2, 0, 0, 5, 0, 0, 26, 13, 90, 1, 43, 8, 0, 5, 0, 0, 0, 0, 3, 0, 6, 83, 0, 19, 7, 2, 0]",The Lovers
We,[],The Lovers
squat,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Lovers
cremated,[0],The Lovers
situation,"[1, 19, 16, 6, 0, 0, 2, 7, 72, 43]",The Lovers
or,"[0, 0, 1, 1, 0, 0, 0]",The Lovers
ball,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 1, 0, 0, 0, 1, 0, 0]",The Lovers
recordings,"[19, 0, 1, 44, 1, 0, 0, 0, 5, 0, 21, 0, 2, 12]",The Lovers
pronouns,[0],The Lovers
Fortunately,"[0, 0, 0, 0]",The Lovers
gasped,"[0, 0, 0, 0]",The Lovers
watched,"[12, 102, 0, 4, 0, 11, 17, 0, 1, 0, 4, 6, 0, 0, 0, 4, 0]",The Lovers
Please,"[5, 5]",The Lovers
varied,"[0, 5, 0, 1, 0, 3, 34, 0, 0, 0]",The Lovers
Hal,[],The Lovers
obscure,"[0, 1, 0, 2, 0, 0, 6, 6, 1, 0, 0, 6, 1, 5, 0, 2, 31, 1, 0, 0, 0, 0, 3, 1]",The Lovers
away,"[309, 497, 102, 40, 7, 29, 9]",The Lovers
empty,"[1, 0, 0, 0, 3, 0, 1, 0, 12]",The Lovers
three,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 56, 0, 0, 0]",The Lovers
unrecognized,"[0, 0]",The Lovers
simple,"[1, 3, 0, 0, 15, 5, 0, 0, 6, 0, 0, 0, 1, 0]",The Lovers
never,"[0, 96]",The Lovers
can't,[],The Lovers
knew,"[0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 5, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 0, 0, 3, 0, 0, 0, 0, 129, 0, 0, 49]",The Lovers
we,[],The Lovers
foreseen,"[0, 1, 2, 0, 1, 0, 0]",The Lovers
for,[],The Lovers
get,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",The Lovers
eye,"[0, 0, 0, 0, 11, 15, 20, 23]",The Lovers
lost,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 2, 1, 0, 2, 3, 0, 9, 32, 3]",The Lovers
except,"[0, 1, 0, 0, 1, 19, 0]",The Lovers
?,[],The Lovers
discovery,"[2, 1, 55, 0]",The Lovers
planned,"[0, 6, 18, 1, 0, 15, 3, 0]",The Lovers
eyes,"[0, 0, 0, 0, 11, 15, 70, 20, 23]",The Lovers
mistaken,"[6, 0, 6, 0, 0, 1, 5]",The Lovers
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]",The Lovers
sleep,"[19, 0, 1, 0, 0, 0, 16, 0, 0, 0, 0]",The Lovers
disposal,"[0, 2, 8, 0, 0]",The Lovers
language,"[0, 0, 0, 1, 18, 0, 0, 1, 3, 0, 0, 0, 25]",The Lovers
able,"[7, 29, 0]",The Lovers
Another,"[0, 61]",The Lovers
volunteer,"[0, 0, 5, 1, 0, 1, 11, 0]",The Lovers
under,"[0, 71, 10]",The Lovers
he,"[2, 486, 0, 1039]",The Lovers
told,"[0, 0, 1, 0, 0, 0, 49, 0, 70, 15, 0, 0, 34, 2, 5, 39, 0, 0]",The Lovers
friends,"[1, 1, 1, 0, 8, 1, 0, 0, 0, 1]",The Lovers
third,"[1, 0, 2, 0, 0, 0, 0, 16]",The Lovers
naked,"[0, 5, 0, 8, 4, 5]",The Lovers
couple,"[5, 11, 0, 0, 2, 1, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0]",The Lovers
face,"[0, 8, 0, 62, 59, 0, 61, 36, 0, 14, 3, 0, 41, 0, 0, 0, 1, 35, 5, 0]",The Lovers
approximations,"[0, 3, 31, 1, 0]",The Lovers
indicate,"[37, 4, 2, 44, 0, 5, 0, 7, 1]",The Lovers
As,"[0, 0, 0, 0, 0, 69, 828, 0, 0, 0, 2793, 0, 0, 0, 0, 0, 147, 0, 4, 0, 0, 0]",The Lovers
expense,"[0, 8, 0, 0, 0]",The Lovers
Meanwhile,"[1, 0, 1, 0, 2]",The Lovers
idea,"[0, 50, 7, 3, 67, 0, 31, 1, 0]",The Lovers
whatever,"[168, 0, 14]",The Lovers
system,"[0, 0, 23, 1, 4, 8]",The Lovers
star,"[0, 0, 0, 0, 0, 0, 0, 7, 20, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 3, 9, 2]",The Lovers
elaborate,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 2, 1]",The Lovers
Its,"[0, 0]",The Lovers
southeast,"[0, 0, 0, 0, 0, 0, 0, 2, 0]",The Lovers
ksu'u'peli'afo,[],The Lovers
globe,"[16, 0, 11, 96, 1, 10]",The Lovers
arise,"[2, 0, 0, 0, 10, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 12, 1]",The Lovers
borders,"[0, 7, 5, 0, 0, 1, 1, 12, 1, 6, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0]",The Lovers
native,"[7, 0, 0, 0, 0]",The Lovers
cases,"[12, 0, 0, 0, 0, 1, 62, 0, 0, 0, 16, 0, 0, 10, 0, 0, 0, 25, 0, 7, 23, 0, 0, 8, 0, 18, 6, 35, 0, 0, 0, 0]",The Lovers
is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",The Lovers
applied,"[0, 0, 0, 51, 1, 6, 0, 7, 0, 0, 66, 0, 17, 7]",The Lovers
enemies,"[5, 1, 14, 0]",The Lovers
death,"[51, 0, 83, 69, 4, 4, 4, 0, 0]",The Lovers
knowing,"[0, 0, 0, 0, 0, 1, 12, 0, 2, 14, 0, 4, 0, 0, 0, 5, 0, 0, 26, 2, 0, 0, 49, 1, 8, 0, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 129, 0, 0, 49]",The Lovers
correlating,[0],The Lovers
M.,[],The Lovers
apartment,"[6, 10]",The Lovers
disgrace,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",The Lovers
impression,"[4, 27, 6, 1, 20, 0, 4, 3, 0, 0, 6, 23]",The Lovers
lightyears,[],The Lovers
Europe,"[0, 0, 0, 4, 0, 0, 0, 0]",The Lovers
prevented,"[0, 7, 0, 35, 0, 1]",The Lovers
obviously,"[2, 10, 7, 3, 0, 9, 0]",The Lovers
sorry,"[3, 0, 0, 13, 0, 0, 0, 1, 1, 0, 2, 1, 0, 0, 0, 31, 0, 1, 5, 19, 0, 0, 0, 0]",The Lovers
only,"[3, 211, 13, 25, 1, 3, 0, 409, 4, 115, 17, 11, 3, 0, 0]",The Lovers
Here,"[96, 12, 0, 0]",The Lovers
towards,[],The Lovers
block,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 18, 0, 0, 1, 0, 9, 0, 0, 0, 0, 0, 0, 5, 0, 0, 12, 1, 0, 15, 0, 0, 0, 0, 0, 0]",The Lovers
Tahiti,[0],The Lovers
some,"[2, 0, 0, 0, 237, 6, 0, 85, 182]",The Lovers
apparatus,"[2, 2]",The Lovers
leaves,"[1, 0, 0, 12, 0, 0, 0, 0, 27, 20, 0, 218, 51, 9, 3, 0, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 32, 16]",The Lovers
cared,"[17, 176, 3, 21, 20, 0, 8, 10]",The Lovers
speed,"[1, 14, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 3, 1, 0, 0, 1, 0, 30, 0, 0, 0, 0, 0, 0]",The Lovers
old,"[10, 11, 0, 9, 79, 0, 0, 0, 0, 0, 1, 0, 10]",The Lovers
parts,"[12, 3, 12, 0, 1, 7, 0, 6, 47, 4, 3, 0, 9, 4, 0, 30, 0, 0, 0, 1, 0, 12, 11, 19, 0, 13, 5, 0, 16, 0, 0, 0, 1, 5, 17]",The Lovers
went,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 6, 0, 0, 26, 90, 43, 127, 0, 0, 0, 0, 11, 17, 3, 0, 6, 19, 0, 8, 13, 0, 0, 0, 0, 3, 83, 12, 0, 123, 0, 0, 0, 19]",The Lovers
duty,"[4, 0, 3, 0]",The Lovers
half-year,[],The Lovers
busy,"[0, 0, 0, 0, 1, 0, 4, 3, 0, 0]",The Lovers
considerably,"[5, 0, 82]",The Lovers
disappearance,"[3, 0, 0]",The Lovers
an,"[0, 0]",The Lovers
want,"[0, 0, 17, 2, 54, 51, 16, 1, 6, 10, 0]",The Lovers
Six,"[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]",The Lovers
wish,"[17, 176, 21, 0, 11, 1, 0, 4, 0, 51]",The Lovers
Israeli,[0],The Lovers
all,"[13, 24, 352, 6, 2, 2, 28]",The Lovers
thoughts,"[4, 0, 67, 15, 1, 31, 0, 1, 17, 0, 0]",The Lovers
huge,"[2, 0, 0, 7]",The Lovers
frigid,"[0, 0, 0, 0, 1, 0, 1, 0, 6, 15]",The Lovers
felt,"[0, 0, 37, 49, 0, 0, 40, 8, 0, 55, 49, 0, 1]",The Lovers
equal,"[0, 11, 0, 12, 3, 0, 0, 0, 9, 722, 2]",The Lovers
two,"[0, 158, 0, 0, 26]",The Lovers
provision,"[8, 4, 1, 3, 2, 1, 0]",The Lovers
adjust,"[46, 0, 8, 4, 0, 0, 2, 0]",The Lovers
just,"[134, 211, 13, 11, 25, 7, 115, 4, 1, 15, 409, 4, 5, 1, 11, 0]",The Lovers
go,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 3, 6, 0, 19, 0, 26, 90, 43, 127, 0, 0, 3, 0, 0, 37, 0, 0, 11, 17, 3, 0, 6, 1, 19, 0, 0, 8, 13, 0, 0, 0, 0, 3, 0, 0, 83, 0, 12, 0, 123, 0, 0, 0, 0, 19, 2]",The Lovers
astronomical,"[0, 0, 1]",The Lovers
R.,[],The Lovers
love,"[0, 1, 0, 0, 0, 0, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49, 1, 8, 4, 0, 0, 0, 0, 3, 0, 0, 0, 2, 129, 0, 0, 0, 0]",The Lovers
own,"[0, 492, 4, 111]",The Lovers
a,"[0, 147, 0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0]",The Lovers
asked,"[1, 0, 0, 5, 54, 80, 15, 0, 22, 6, 14, 0]",The Lovers
Southeast,"[0, 0, 0, 0, 0, 0, 0, 2, 0]",The Lovers
Malay,"[0, 0]",The Lovers
cherished,"[36, 0, 1, 2, 2, 1, 0, 3]",The Lovers
inhabited,"[0, 2, 26, 1, 1]",The Lovers
one,"[0, 0, 0, 5, 24, 0, 0, 29, 0, 0, 786, 0, 3, 321, 0, 1, 0]",The Lovers
Sea,"[19, 13]",The Lovers
She,[],The Lovers
deceleration,"[0, 0, 0]",The Lovers
those,[],The Lovers
If,[],The Lovers
For,[],The Lovers
blue,"[0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 146, 2, 0, 1, 0, 0, 31, 0, 1, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]",The Lovers
getting,"[0, 0, 0, 7, 18, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",The Lovers
discs,"[0, 19, 0, 0, 0, 0, 0, 0, 0]",The Lovers
entire,"[14, 0, 1, 1, 24, 22]",The Lovers
neuter,"[0, 0, 0, 3, 0]",The Lovers
North,"[0, 0, 5, 0, 9, 0, 0, 0, 17, 0, 0, 12]",The Lovers
well,"[134, 5, 4, 20, 0, 0, 82, 1, 2, 1, 0]",The Lovers
land,"[0, 0, 0, 28, 0, 0, 32, 1, 0, 2, 3, 0, 49, 16, 1, 5, 0, 3, 146, 11, 0, 0, 0, 18, 21, 0, 0, 11, 0, 2, 8, 0]",The Lovers
blaze,"[4, 0, 14, 1, 1, 0, 0]",The Lovers
states,"[0, 0, 0, 28, 0, 32, 49, 7, 39, 0, 5, 0, 0, 0, 0, 0, 0, 21, 70, 11]",The Lovers
she,[],The Lovers
masculine,[1],The Lovers
extra,"[0, 0, 0, 6, 0, 5, 2, 13, 0, 0, 2, 24]",The Lovers
how,[],The Lovers
City,"[0, 44, 0]",The Lovers
faced,"[0, 36, 10, 41, 0, 62, 59]",The Lovers
after,"[0, 33, 0, 3, 89, 0]",The Lovers
Republics,"[0, 0, 0]",The Lovers
desired,"[22, 0, 16, 0, 0, 7, 1, 1, 51]",The Lovers
her,[],The Lovers
acceleration,"[1, 1, 0]",The Lovers
meaning,"[2, 3, 0, 2, 0, 0, 1, 37, 0, 2, 11, 14, 0, 65, 21, 2]",The Lovers
considered,"[11, 3, 0, 24, 0, 1, 10, 65, 13, 17, 80, 0, 0, 20, 4, 0, 31, 7, 102]",The Lovers
six,"[24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]",The Lovers
out,"[0, 309, 1, 2, 0, 0, 0, 0, 0, 0, 0, 4, 40, 0, 0]",The Lovers
stretch,"[0, 5, 1, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 11]",The Lovers
nouns,[0],The Lovers
",",[],The Lovers
photon-counting,[],The Lovers
future,"[47, 37, 0, 0, 0, 0, 0]",The Lovers
increase,"[0, 12, 0, 5, 13, 8]",The Lovers
bodies,"[0, 0, 0, 0, 3, 0, 50, 0, 2, 0, 1]",The Lovers
