w,vector_uso
What,[],The Shadow Catcher
arms,"[2, 3, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 18, 0, 0, 5]",The Shadow Catcher
pitiful,"[1, 0, 3, 3, 0, 2, 1, 0, 0, 0, 0, 8, 5, 0]",The Shadow Catcher
swift,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",The Shadow Catcher
voyageurs,[],The Shadow Catcher
from,[],The Shadow Catcher
hear,"[0, 102, 0, 0, 4, 0, 0, 5, 22, 3, 15, 0]",The Shadow Catcher
across,"[36, 1, 0]",The Shadow Catcher
past,"[0, 0, 3, 0, 0, 39, 497]",The Shadow Catcher
best,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 5, 0, 0, 25, 0, 57, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 8, 1, 23, 1, 36, 84, 0, 0, 134, 0, 82, 5, 115, 0, 7, 0, 0, 5, 2, 8, 1]",The Shadow Catcher
country,"[32, 28, 11, 0, 0, 32, 0, 49, 0]",The Shadow Catcher
sounds,"[30, 0, 90, 0, 1, 0, 11, 0, 0, 0, 25]",The Shadow Catcher
Coyotes,"[0, 1, 0, 0]",The Shadow Catcher
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",The Shadow Catcher
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Shadow Catcher
others,[],The Shadow Catcher
who,"[0, 0]",The Shadow Catcher
letter,"[0, 0, 0, 0, 22]",The Shadow Catcher
spine-chilling,[],The Shadow Catcher
powder,"[0, 0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
His,[],The Shadow Catcher
nor,[],The Shadow Catcher
lance,"[0, 0, 0, 0, 0, 2, 1]",The Shadow Catcher
it's,[],The Shadow Catcher
burst,"[0, 1, 2, 0, 0, 2, 0, 1, 3, 0, 7, 1, 13, 8, 0, 0, 0]",The Shadow Catcher
delayed,"[0, 1, 1, 0, 16, 1, 6]",The Shadow Catcher
night,"[31, 1, 0, 0, 51]",The Shadow Catcher
attempt,"[12, 10, 3, 0, 0, 22, 1, 0, 7, 9, 0]",The Shadow Catcher
mile,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",The Shadow Catcher
cruelly,[1],The Shadow Catcher
streaks,"[43, 2, 0, 0, 12, 0]",The Shadow Catcher
defenses,"[6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
That's,[],The Shadow Catcher
wounded,"[16, 0, 0, 1, 1, 2, 2, 3]",The Shadow Catcher
feet,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1]",The Shadow Catcher
goin',[],The Shadow Catcher
onto,[],The Shadow Catcher
rise,"[0, 0, 0, 0, 0, 4, 1, 2, 0, 1, 8, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 10, 0, 0, 1, 0, 7, 7, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4, 3, 0, 18, 0, 12, 0]",The Shadow Catcher
grew,"[0, 0, 10, 123, 16, 2, 7, 48, 3, 12, 12, 37, 0, 1, 0]",The Shadow Catcher
saw,"[11, 0, 59, 8, 0, 1, 55, 0, 0, 4, 0, 2, 7, 1, 0, 0, 2, 10, 5, 0, 0, 0, 1, 1, 13, 0, 19, 0, 0, 4, 6, 0, 0, 6, 0, 4, 4, 0, 59, 20, 1, 15, 0, 7, 102, 12, 0, 22, 17, 0, 8, 0, 17, 0, 3, 3, 0, 0, 0, 49, 38]",The Shadow Catcher
Knife's,[],The Shadow Catcher
brandishing,"[1, 2, 0]",The Shadow Catcher
looking,"[0, 59, 0, 26, 7, 10, 0, 15, 41, 4, 0, 0, 0, 4, 7, 5, 23, 0, 102, 62, 3]",The Shadow Catcher
our,[],The Shadow Catcher
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",The Shadow Catcher
water,"[0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0]",The Shadow Catcher
dug,"[0, 0, 5, 24, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 2, 0, 0, 1, 0, 0, 0, 0]",The Shadow Catcher
friends,"[1, 1, 1, 1, 0, 0, 0, 8, 0, 1]",The Shadow Catcher
if,[],The Shadow Catcher
waited,"[10, 0, 59, 0, 15, 0, 0]",The Shadow Catcher
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",The Shadow Catcher
sake,"[0, 3, 33, 0]",The Shadow Catcher
an,"[0, 0]",The Shadow Catcher
blood,"[1, 0, 3, 1, 0, 0, 24, 0, 3, 0, 36, 7, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
gracefully,"[1, 0]",The Shadow Catcher
badly,"[0, 4, 19, 0, 2, 0, 0, 2, 5, 0]",The Shadow Catcher
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Shadow Catcher
defense,"[6, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
thoughtfully,[2],The Shadow Catcher
meals,"[8, 0]",The Shadow Catcher
ponies,"[0, 0, 0, 0, 0]",The Shadow Catcher
watched,"[102, 12, 0, 0, 4, 11, 17, 0, 1, 0, 4, 0, 0, 0, 6, 4, 0]",The Shadow Catcher
barrier,"[3, 1]",The Shadow Catcher
devastating,"[0, 0, 2, 1, 0, 0, 0, 3, 0, 0, 1]",The Shadow Catcher
could,[],The Shadow Catcher
stared,"[2, 0, 1, 3]",The Shadow Catcher
cut,"[0, 2, 0, 0, 16, 0, 0, 0, 0, 0, 4, 0, 1, 5, 1, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 6, 0, 0, 1, 2, 0, 0, 0, 4, 1, 1, 0, 1, 0, 0, 0, 3, 2, 4, 1, 0, 0, 0, 0, 1]",The Shadow Catcher
aggressive,"[0, 1, 0, 2]",The Shadow Catcher
mountains,"[0, 0, 12, 0, 0, 0, 18, 1, 0, 0, 2, 0, 0, 0, 20, 0, 12, 4, 0, 1, 2, 3, 1, 0, 0, 0, 4, 0]",The Shadow Catcher
grease,"[0, 11, 0, 0, 0, 2, 1, 0]",The Shadow Catcher
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",The Shadow Catcher
horses',[],The Shadow Catcher
but,"[211, 25, 11, 115, 409]",The Shadow Catcher
Indians,"[0, 6, 0, 0, 0, 0]",The Shadow Catcher
feathered,"[0, 0, 0, 0, 8, 0]",The Shadow Catcher
fish,"[1, 2, 0, 0, 5]",The Shadow Catcher
top,"[0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 12, 0, 0, 29, 3, 0, 26, 0, 0, 0, 0, 0, 0, 8, 0, 0]",The Shadow Catcher
soared,"[0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
Others,[],The Shadow Catcher
fearful,"[4, 3, 0, 1, 3, 2, 0, 0, 7, 2, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
signaling,"[1, 0, 0, 2, 0, 37, 7, 0, 13]",The Shadow Catcher
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]",The Shadow Catcher
relief,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 8, 0, 0, 0, 0, 16, 0, 0, 0, 0]",The Shadow Catcher
swept,"[0, 9, 5, 6, 0, 3, 0, 4, 0, 6, 0, 0, 0, 0, 1]",The Shadow Catcher
stitched,"[0, 1, 0, 0, 0, 0, 0]",The Shadow Catcher
shot,"[0, 0, 1, 0, 2, 8, 0, 0, 0, 0, 2, 0, 1, 5, 0, 3, 21, 3, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1, 5, 3, 3, 0, 0, 3, 0, 0, 2, 0, 0, 12, 0, 1, 80, 15, 1, 3, 0, 0, 0, 1, 5, 0, 5, 0, 12]",The Shadow Catcher
kill,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 146, 0, 4, 0, 9, 0, 0]",The Shadow Catcher
oil,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6, 0]",The Shadow Catcher
easy,"[5, 20, 4, 0, 0, 1, 0, 6, 1, 5, 0, 3, 0, 47, 0, 16, 0, 0, 0, 0, 21]",The Shadow Catcher
uncontrollable,"[0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
You're,[],The Shadow Catcher
seemed,"[3, 26, 59]",The Shadow Catcher
symbols,"[10, 0, 0, 0]",The Shadow Catcher
yourself,[],The Shadow Catcher
flaw,"[0, 0, 3, 0]",The Shadow Catcher
hoofs,"[8, 0, 0, 0]",The Shadow Catcher
And,[],The Shadow Catcher
eyes,"[0, 70, 0, 0, 23, 11, 0, 20, 15]",The Shadow Catcher
swung,"[9, 0, 0, 0, 0, 0, 4, 1]",The Shadow Catcher
That'll,[],The Shadow Catcher
rifles,"[17, 0, 0, 90, 0, 1, 0, 0, 0, 8]",The Shadow Catcher
Far,"[0, 0, 0, 57, 0, 0]",The Shadow Catcher
mouths,"[1, 14, 14, 0, 0, 0, 0, 2, 26, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
didn't,[],The Shadow Catcher
cry,"[4, 0, 0, 1, 2, 0, 0, 0, 25, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0, 0]",The Shadow Catcher
now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",The Shadow Catcher
relentless,"[0, 1, 0, 0, 0, 7, 2, 0]",The Shadow Catcher
logic,"[0, 0, 0]",The Shadow Catcher
trumpet,"[0, 0, 0, 7]",The Shadow Catcher
second,"[0, 40, 24, 0, 0, 0, 5, 0, 0, 0, 0, 1, 45, 0, 1, 0, 0, 1, 13, 162, 0]",The Shadow Catcher
young,"[0, 0, 0, 38, 0, 92, 0, 0, 13, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
part,"[7, 6, 47, 6, 0, 0, 0, 3, 9, 12, 5, 0, 0, 1, 0, 0, 30, 0, 17, 5, 1, 16, 0, 4, 19, 0, 1, 0, 11, 6, 0, 4, 13, 3, 0, 12]",The Shadow Catcher
insects,"[0, 0, 1, 1]",The Shadow Catcher
odor,"[6, 0, 0, 1, 0, 0, 0, 0]",The Shadow Catcher
Pierre,"[1, 0]",The Shadow Catcher
It,"[0, 0]",The Shadow Catcher
At,"[0, 580, 0, 35]",The Shadow Catcher
``,[],The Shadow Catcher
time,"[0, 0, 1, 0, 0, 1, 3, 188, 0]",The Shadow Catcher
fightin',[],The Shadow Catcher
will,"[218, 0, 0, 32, 0]",The Shadow Catcher
first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
stone,"[6, 1, 0, 0, 0, 0, 0, 1, 17, 0, 0, 0, 0, 0, 0, 0, 0]",The Shadow Catcher
how,[],The Shadow Catcher
ever,"[59, 0, 46, 0, 0]",The Shadow Catcher
company's,[],The Shadow Catcher
south,"[1, 0, 0, 0, 0, 0, 0, 23, 0, 6, 11, 0]",The Shadow Catcher
done,"[0, 113, 163, 22, 3, 0, 1, 1, 5, 6, 25, 6, 32, 46, 0, 0, 0, 125, 0, 0, 0, 9, 0, 18, 84, 3, 0]",The Shadow Catcher
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The Shadow Catcher
crawl,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",The Shadow Catcher
streamed,"[0, 0, 0, 0, 5, 0, 0, 0, 1]",The Shadow Catcher
Some,"[237, 0, 0, 85, 0, 0, 182, 6, 2]",The Shadow Catcher
ranks,"[72, 34, 0, 17, 0, 0, 0, 3, 21, 0, 1, 12]",The Shadow Catcher
charged,"[8, 6, 1, 0, 2, 0, 1, 9, 5, 5, 0, 3, 14, 0, 4, 0, 0, 0, 0, 5, 37, 10, 2, 0, 1, 0, 0, 0, 4, 0, 0]",The Shadow Catcher
savages,"[1, 1, 2, 0, 1, 0, 0, 2, 0]",The Shadow Catcher
Eyes,"[0, 70, 0, 0, 23, 11, 0, 20, 15]",The Shadow Catcher
remember,"[0, 1, 0, 0, 15, 5, 0, 0, 1, 65, 0]",The Shadow Catcher
after,"[0, 0, 3, 89, 33, 0]",The Shadow Catcher
reorganizing,"[0, 0, 0, 0]",The Shadow Catcher
shattered,"[0, 0, 1]",The Shadow Catcher
wheeled,"[0, 7, 5, 0, 11, 0, 2, 0]",The Shadow Catcher
struck,"[0, 7, 0, 0, 19, 0, 0, 0, 21, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 9, 0, 80, 0, 1, 6, 20, 0, 0, 0, 3, 0, 1]",The Shadow Catcher
protection,"[0, 5, 0, 0, 0, 2, 0, 3, 6]",The Shadow Catcher
Mr.,"[70, 4, 0]",The Shadow Catcher
company,"[15, 14, 0, 0, 0, 2, 11, 0, 2, 1, 0]",The Shadow Catcher
