w,vector_uso
penetration,"[1, 7, 0]",High Fidelity
never,"[96, 0]",High Fidelity
authority,"[0, 0, 0, 2, 0, 1, 3, 16, 4, 0, 1, 1, 1, 2, 0, 0, 0]",High Fidelity
rhythmic,"[0, 1]",High Fidelity
cumulative,"[1, 0]",High Fidelity
slack,"[0, 0, 5, 0, 0, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 9]",High Fidelity
means,"[2, 1, 2, 0, 0, 0, 0, 2, 27, 37, 0, 65, 2, 123]",High Fidelity
fascinating,"[0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 4, 0, 2, 5, 1, 2, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0]",High Fidelity
frequent,"[4, 0, 0, 0, 7, 0, 0, 0]",High Fidelity
student's,[],High Fidelity
Every,[49],High Fidelity
lucidity,"[0, 1, 1, 0, 0, 0]",High Fidelity
common,"[8, 3, 2, 0, 20, 0, 2, 2, 0, 0, 0, 8, 1]",High Fidelity
Although,[],High Fidelity
been,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",High Fidelity
Seen,"[11, 0, 59, 8, 0, 1, 55, 0, 4, 0, 2, 7, 0, 0, 2, 10, 5, 0, 0, 1, 13, 0, 19, 0, 0, 4, 6, 0, 0, 6, 0, 4, 4, 0, 20, 1, 15, 0, 7, 102, 12, 0, 22, 17, 0, 8, 0, 17, 0, 3, 3, 0, 0, 49, 38]",High Fidelity
both,[76],High Fidelity
hearing,"[0, 5, 0, 0, 0, 0, 8, 22, 0, 0, 15, 4, 0, 15, 6, 0, 102, 0, 0, 0, 3]",High Fidelity
thought,"[0, 14, 10, 0, 0, 12, 0, 4, 1, 0, 0, 0, 0, 2, 0, 15, 0, 12, 65, 67, 0, 1, 17, 31, 31, 5, 37, 0, 0, 15]",High Fidelity
serve,"[0, 1, 1, 19, 1, 6, 0, 0, 163, 4, 25, 41, 12, 0, 9, 0, 0, 0]",High Fidelity
likely,"[0, 6, 7, 0, 27, 0, 13]",High Fidelity
string,"[0, 0, 0, 3, 1, 0, 3, 9, 0, 0, 0, 7, 4]",High Fidelity
by,"[40, 7, 39, 497]",High Fidelity
Whether,[],High Fidelity
Demus-Schubert,[],High Fidelity
must,"[0, 115, 0]",High Fidelity
good,"[3, 2, 0, 0, 8, 0, 9, 0, 24, 7, 5, 0, 0, 25, 0, 0, 0, 1, 3, 0, 8, 1, 23, 1, 84, 0, 1, 0, 134, 4, 82, 5, 115, 7, 0, 2, 8]",High Fidelity
filled,"[1, 15, 7, 0, 0, 80, 1, 0, 0, 0, 19, 1, 0]",High Fidelity
paper,"[8, 6, 4, 17, 0, 0, 7]",High Fidelity
spirit,"[37, 6, 6, 0, 23, 59, 0, 0, 98, 14, 0, 1, 0, 0, 0, 0, 20, 2]",High Fidelity
master's,[],High Fidelity
group,"[0, 0, 30, 1, 0, 0]",High Fidelity
everyone's,[],High Fidelity
and,[],High Fidelity
trio,"[0, 0, 0, 0, 0, 0, 15, 56, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",High Fidelity
experience,"[37, 102, 123, 7, 0, 26, 129, 49, 492]",High Fidelity
your,[],High Fidelity
chamber,"[1, 0, 6, 0, 0]",High Fidelity
offers,"[4, 3, 0, 0, 2, 90, 0, 0, 0, 0, 16, 0, 4, 1, 12, 0, 1, 11]",High Fidelity
delightful,"[0, 0]",High Fidelity
give,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 12, 38, 0, 3, 6, 4, 19, 17, 0, 19, 13, 6, 3, 0, 10, 50, 6, 1, 1, 1, 7, 0, 1, 13, 0, 36, 0, 6, 492]",High Fidelity
playing,"[0, 23, 6, 2, 22, 0, 0, 0, 0, 43, 19, 0, 0, 18, 0, 6, 0, 4, 0, 127, 0, 0, 0, 5, 0, 1, 3, 0]",High Fidelity
stated,"[0, 70, 5, 0, 9, 39, 7, 49, 5]",High Fidelity
phrase,"[0, 0, 0, 37, 7, 3, 0, 1, 0, 0]",High Fidelity
Schubert-Beethoven-Mozart,[],High Fidelity
:,[],High Fidelity
free,"[1, 4, 7, 0, 1, 4, 22, 0, 0, 2, 0, 5, 7, 4, 3, 0, 1, 0, 0, 0, 3, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",High Fidelity
reaches,"[1, 1, 51, 113, 11, 0, 11, 1, 3, 0, 0, 0, 21, 7, 12, 0, 5, 1, 0, 1, 5, 0, 0, 0, 0, 50, 1, 1, 0, 21, 4]",High Fidelity
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",High Fidelity
stamp,"[1, 0, 0, 0, 3, 2, 3, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 4]",High Fidelity
con,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",High Fidelity
achieve,"[1, 7, 1, 11]",High Fidelity
tend,"[1, 43, 2, 0, 1]",High Fidelity
kept,"[0, 0, 7, 0, 0, 0, 1, 28, 1, 4, 0, 0, 13, 35, 17, 0, 1, 0, 0, 2, 0, 4, 1, 5]",High Fidelity
relation,"[0, 5, 8, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1]",High Fidelity
Johann,[],High Fidelity
those,[],High Fidelity
technique,"[9, 1]",High Fidelity
distinction,"[0, 3, 8, 9, 2]",High Fidelity
problems,"[39, 36, 20]",High Fidelity
favor,"[5, 0, 3, 0, 7, 0]",High Fidelity
differ,"[0, 0, 0, 5]",High Fidelity
song,"[2, 1, 0, 25, 0, 0, 0, 3, 0, 0]",High Fidelity
his,[],High Fidelity
needed,"[28, 54, 0, 0, 0, 51, 80, 0, 22, 6, 5, 14, 0, 9]",High Fidelity
enter,"[1, 0, 2, 2, 0, 19, 0, 0, 0, 0, 0, 3, 0, 12, 0, 0, 0, 0, 22, 0]",High Fidelity
intimate,"[4, 0, 8, 0, 0, 3, 0, 0, 0, 23, 0, 3, 5]",High Fidelity
Great,"[5, 0, 0, 0, 0, 0, 2, 18, 0, 61, 0, 4, 0, 0, 0, 3, 0, 3, 2, 1, 0, 30, 0, 53, 0]",High Fidelity
from,[],High Fidelity
hear,"[0, 102, 0, 0, 4, 0, 0, 5, 22, 3, 15, 0]",High Fidelity
laendler,[],High Fidelity
Glazer,"[0, 0, 0, 0, 0]",High Fidelity
copy,"[3, 0, 1, 0, 0, 0, 0]",High Fidelity
best,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 5, 0, 0, 25, 0, 57, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 8, 1, 23, 1, 36, 84, 0, 0, 134, 0, 82, 5, 115, 0, 7, 0, 0, 5, 2, 8, 1]",High Fidelity
quite,"[0, 0, 40, 28]",High Fidelity
conventional,"[0, 0, 5, 2, 10]",High Fidelity
sounds,"[30, 0, 90, 0, 1, 0, 11, 0, 0, 0, 25]",High Fidelity
pedagogical,"[0, 0]",High Fidelity
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",High Fidelity
already,[27],High Fidelity
appreciate,"[0, 0, 0, 1, 0, 7, 17, 1]",High Fidelity
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",High Fidelity
today,"[28, 2, 129]",High Fidelity
color,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]",High Fidelity
china,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]",High Fidelity
vanish,"[0, 2, 0, 20, 2, 0]",High Fidelity
structural,"[0, 1, 0, 0, 0]",High Fidelity
happy,"[1, 19, 0, 4]",High Fidelity
things,"[29, 53, 0, 50]",High Fidelity
On,"[37, 839]",High Fidelity
rhythms,"[0, 0, 23, 3, 0, 5, 3, 0, 0, 0, 0]",High Fidelity
),[],High Fidelity
awareness,"[0, 0, 5, 0, 6, 0]",High Fidelity
bristles,"[0, 2, 0, 7, 0]",High Fidelity
brilliance,"[0, 4, 2, 1, 2, 1, 0, 0, 0]",High Fidelity
fourth,"[0, 1, 0, 5, 0, 0, 0, 0, 3, 0]",High Fidelity
significance,"[0, 2, 21, 11, 3]",High Fidelity
Quartet,"[0, 0, 0, 24, 0, 0, 0, 0, 1, 0, 0, 0, 0, 20]",High Fidelity
particular,"[0, 20, 0, 5, 3, 0, 0, 24, 6, 1, 0, 8, 0]",High Fidelity
strait-laced,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",High Fidelity
approach,"[0, 0, 6, 0, 0, 0, 0, 11, 26, 0, 0, 0, 0, 0, 23, 0, 0, 9, 0, 0, 3, 0]",High Fidelity
Belgian,[1],High Fidelity
cleaner,"[0, 36, 2, 0, 18, 15, 4, 5, 2, 0, 0, 0, 26, 47, 0, 0, 0, 0, 0, 0]",High Fidelity
resonance,"[1, 0, 0, 0, 0, 0, 1, 0]",High Fidelity
substance,"[2, 0, 0, 0, 0, 2, 1, 2, 27, 8, 7, 0, 0, 3, 21, 0, 20, 0, 0, 23, 5]",High Fidelity
Roloff,[],High Fidelity
interest,"[3, 1, 8, 0, 0, 0, 5, 33, 0, 1, 2, 2]",High Fidelity
tightly,[1],High Fidelity
testimony,"[5, 0]",High Fidelity
delicious,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",High Fidelity
humanity,"[173, 0, 4, 0, 8, 96, 0, 0, 1, 11]",High Fidelity
rugged,"[0, 10, 1, 7]",High Fidelity
years,"[0, 0, 0, 36, 61, 0, 33, 0, 12, 0, 133]",High Fidelity
comfortable,"[0, 0, 0, 0, 0, 1, 16, 5, 1]",High Fidelity
feet,"[8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1]",High Fidelity
intensity,"[0, 0, 0, 0, 0, 7, 11, 0, 6]",High Fidelity
discs,"[19, 0, 0, 0, 0, 0, 0, 0, 0]",High Fidelity
Scheherazade,[],High Fidelity
our,[],High Fidelity
appealing,"[0, 4, 0, 0, 4, 3, 14]",High Fidelity
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",High Fidelity
claim,"[4, 25, 0, 0, 80, 2, 7]",High Fidelity
true,"[0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 4, 0, 16, 24, 1, 0]",High Fidelity
if,[],High Fidelity
marks,"[0, 0, 0, 2, 0, 0, 1, 0, 3, 0, 0, 0, 0, 9, 13, 0, 0, 0, 0, 3, 0, 10, 0, 12, 0, 0, 46, 0, 6, 0, 0, 1, 0, 1, 0, 6, 0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0, 0, 0, 5, 0, 0, 0, 0, 8, 14, 0, 1, 0]",High Fidelity
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",High Fidelity
Westminster,"[0, 17]",High Fidelity
hand,"[50, 51, 0, 20, 1, 11, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0]",High Fidelity
Ma,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",High Fidelity
scherzo,[0],High Fidelity
an,"[0, 0]",High Fidelity
responses,"[1, 25, 1, 8, 28]",High Fidelity
bits,"[0, 1, 7, 42, 45, 1, 40, 11, 0, 6, 0, 0, 24, 0, 5, 22, 5, 37]",High Fidelity
gossamer,"[0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",High Fidelity
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",High Fidelity
multiplied,"[0, 0, 0, 1, 0, 0]",High Fidelity
variation,"[0, 0, 0, 0, 4, 0, 1, 0, 7, 0, 0, 0]",High Fidelity
Aeschbacher,[],High Fidelity
five,"[0, 0, 0, 35, 1, 0, 0, 0, 0, 0, 7, 0, 18, 0, 0]",High Fidelity
quantitatively,[0],High Fidelity
miss,"[0, 9, 3, 1, 0, 0, 0, 9, 1, 10, 7, 0, 0, 51, 8, 0, 0, 0]",High Fidelity
distinctly,"[14, 1]",High Fidelity
Pro,"[1, 12]",High Fidelity
difficulty,"[20, 7, 0]",High Fidelity
diminished,"[0, 0, 0, 0, 67, 0, 4, 1, 1, 0, 2, 1, 20]",High Fidelity
creating,"[4, 16, 113]",High Fidelity
valuable,"[0, 3]",High Fidelity
example,"[0, 0, 0, 2, 10, 0, 5, 8, 1, 1, 23, 35]",High Fidelity
indications,"[0, 22, 0, 0, 0]",High Fidelity
charms,"[1, 0, 0, 0, 12, 4, 4, 0, 0, 2, 5, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0]",High Fidelity
Victor,"[9, 0, 0, 1]",High Fidelity
associate,"[0, 8, 6, 1, 0, 2, 3, 0, 1, 0, 0, 0, 2, 0, 0, 0]",High Fidelity
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",High Fidelity
Special,"[20, 5, 24, 1, 6, 10, 0]",High Fidelity
clearer,"[2, 0, 26, 0, 18, 0, 0, 0, 0, 0, 47, 38, 0, 0, 0, 0, 0]",High Fidelity
Telefunken,[],High Fidelity
contrabass,"[0, 0, 0, 0, 0, 0, 0]",High Fidelity
but,"[211, 25, 11, 115, 409]",High Fidelity
pronounced,"[70, 9, 3, 0, 0, 0, 0, 8, 1, 3]",High Fidelity
Of,[],High Fidelity
something,[],High Fidelity
background,"[8, 0, 0, 21, 0, 0, 1, 0, 0, 5, 4, 0]",High Fidelity
movement,"[0, 11, 0, 0, 6, 16, 18, 0, 10, 0, 0, 11, 19, 41, 0, 0, 4]",High Fidelity
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]",High Fidelity
crippled,"[0, 0, 0, 0, 13, 0, 1, 1]",High Fidelity
beginning,"[1, 123, 0, 4, 0, 1, 0, 169, 4, 0, 0, 0, 0, 0, 20, 0, 19, 0, 8, 0, 0, 0]",High Fidelity
reading,"[0, 44, 7, 19, 0, 2, 1, 1, 24, 10, 0, 4, 22, 80, 0, 21, 70, 17, 0, 4, 0]",High Fidelity
light,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 1, 0, 2, 0, 0, 18, 0, 0, 1, 0, 3, 0, 3, 0, 28, 2, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 47, 0, 0, 1, 0, 0, 16, 8, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0]",High Fidelity
perfect,"[0, 3, 6, 22, 0, 0, 0, 2, 0, 0, 9, 12, 0, 1, 0, 0, 2, 0]",High Fidelity
Presto,[0],High Fidelity
master,"[0, 15, 1, 0, 0, 0, 0, 0, 0, 12, 10, 0, 1, 0, 0, 5, 0, 0, 0, 7, 0, 0, 9, 12, 14, 13, 38, 3]",High Fidelity
convey,"[2, 18, 123, 1, 9, 80, 7, 0, 1, 2, 1, 0]",High Fidelity
effect,"[5, 3, 16, 0, 0, 2, 0, 6, 6, 3, 14, 27, 0, 8, 27]",High Fidelity
Arte's,[],High Fidelity
accumulation,"[5, 1, 0, 0, 0, 0, 0]",High Fidelity
And,[],High Fidelity
recorded,"[19, 3, 2, 12, 44, 1, 1, 0, 0, 0, 0, 21, 0]",High Fidelity
locating,"[72, 0, 0, 4, 0, 0, 0, 4, 2, 19, 0, 0, 2, 1, 1]",High Fidelity
remains,"[13, 16, 13, 6, 0, 1, 2, 2, 3, 16, 1]",High Fidelity
pianists,"[0, 0]",High Fidelity
long-awaited,[],High Fidelity
superb,"[2, 4]",High Fidelity
genuine,"[2, 33, 0, 0, 4, 10, 24]",High Fidelity
substantially,"[82, 0, 5]",High Fidelity
didn't,[],High Fidelity
ultravehement,[],High Fidelity
writing,"[0, 0, 1, 0, 6, 4, 0, 0, 0, 3, 0, 11, 0, 14, 1]",High Fidelity
Decca,[],High Fidelity
finale,"[0, 83, 0, 3, 0, 7, 0, 0, 27]",High Fidelity
whole,"[28, 13, 2, 352, 5, 0, 2, 0, 6, 1, 24, 14, 2, 0]",High Fidelity
performance,"[8, 6, 0, 0, 0, 2, 1]",High Fidelity
lyric,"[0, 2, 0, 18, 25]",High Fidelity
marathon,"[0, 0, 0, 0]",High Fidelity
now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",High Fidelity
produces,"[4, 0, 0, 123, 0, 16, 113, 0, 0, 48, 7, 3, 12, 12, 0, 0, 0]",High Fidelity
distinctive,"[2, 4, 0]",High Fidelity
second,"[0, 40, 24, 0, 0, 0, 5, 0, 0, 0, 0, 1, 45, 0, 1, 0, 0, 1, 13, 162, 0]",High Fidelity
pastel,[0],High Fidelity
young,"[0, 0, 0, 38, 0, 92, 0, 0, 13, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",High Fidelity
touch,"[0, 0, 0, 7, 6, 0, 11, 11, 0, 5, 3, 0, 3, 3, 0, 0, 3, 23, 0, 2, 2, 0, 0, 0, 19, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 12, 0, 3, 0, 3, 0, 0, 3, 0, 0]",High Fidelity
It,"[0, 0]",High Fidelity
timbre,"[2, 6, 9, 0]",High Fidelity
``,[],High Fidelity
time,"[0, 0, 1, 0, 0, 1, 3, 188, 0]",High Fidelity
environments,"[0, 2, 1, 1]",High Fidelity
will,"[218, 0, 0, 32, 0]",High Fidelity
first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",High Fidelity
Because,[],High Fidelity
reduce,"[0, 0, 5, 0, 20, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 6, 0, 0, 1, 1, 0, 0, 0, 0, 0]",High Fidelity
how,[],High Fidelity
discreetly,[0],High Fidelity
different,"[1, 0, 24]",High Fidelity
major,"[0, 1, 0, 18, 0]",High Fidelity
limited,"[2, 0, 0, 24, 1, 7, 0, 0, 7, 10, 0, 1, 0, 1, 1, 5, 46, 0]",High Fidelity
qualities,"[2, 6, 9, 3, 0, 0, 0, 12]",High Fidelity
fifth,"[0, 0, 0, 0, 3]",High Fidelity
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",High Fidelity
regarded,"[102, 11, 10, 7, 17, 5, 0]",High Fidelity
Babin-Festival,[],High Fidelity
Some,"[237, 0, 0, 85, 0, 0, 182, 6, 2]",High Fidelity
Schnabel-Pro,[],High Fidelity
pianist's,[],High Fidelity
demands,"[54, 0, 3, 80, 0, 22, 6, 5, 14, 0, 2]",High Fidelity
acoustically,[0],High Fidelity
attain,"[21, 1, 7, 1, 0, 0, 0, 5, 113, 11, 0, 0, 0, 3, 0, 1, 0]",High Fidelity
romantic,"[0, 3, 0, 0, 0, 0, 0]",High Fidelity
provide,"[0, 0, 0, 3, 16, 1, 32, 0, 1, 0, 11, 12]",High Fidelity
Brahmsian,[],High Fidelity
