temporarily,[4],Tracts published by American Tract Society
century,"[1, 11, 23, 0, 13]",Tracts published by American Tract Society
television,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Tracts published by American Tract Society
depart,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 0, 0, 4, 0, 0, 47, 90, 19]",Tracts published by American Tract Society
though,[56],Tracts published by American Tract Society
radio,"[0, 0, 9, 0, 0, 0, 0]",Tracts published by American Tract Society
half,"[36, 1]",Tracts published by American Tract Society
wrote,"[3, 1, 4, 0, 0, 14, 1, 0]",Tracts published by American Tract Society
functions,"[1, 6, 0, 0, 6, 3, 11, 127, 1, 7, 5, 16, 0, 0, 43, 9, 0, 47, 0, 66, 90, 0, 0, 5]",Tracts published by American Tract Society
destroy,"[2, 0, 0, 5, 0]",Tracts published by American Tract Society
Psalm,"[0, 0]",Tracts published by American Tract Society
:,[],Tracts published by American Tract Society
continue,"[1, 0, 1, 13, 35, 0, 0, 13, 0, 8, 0, 16, 0, 0, 0, 1, 0, 0]",Tracts published by American Tract Society
holding,"[2, 0, 113, 3, 0, 0, 2, 0, 10, 2, 0, 492, 1, 5, 13, 10, 0, 0, 1, 3, 0, 6, 6, 0, 2, 0, 1, 12, 6, 4, 9, 5, 1, 1, 0, 0, 1, 1, 1, 8, 80, 9, 1, 35, 0, 0, 0, 7, 3, 38, 51, 0, 0, 0, 0, 17, 4, 0, 2, 3]",Tracts published by American Tract Society
inspired,"[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 5, 1, 5, 0, 0]",Tracts published by American Tract Society
spiritually,[0],Tracts published by American Tract Society
any,"[14, 168, 0]",Tracts published by American Tract Society
ask,"[5, 15, 0, 80, 1, 0, 0, 6, 22, 14, 0, 54]",Tracts published by American Tract Society
them,[],Tracts published by American Tract Society
Jesus,"[0, 0, 19, 0, 0, 0, 0, 1, 12, 0]",Tracts published by American Tract Society
``,[],Tracts published by American Tract Society
share,"[0, 20, 0, 0, 47, 0, 5, 0, 4, 0, 17, 0, 4, 0]",Tracts published by American Tract Society
help,"[3, 9, 3, 7, 0, 0, 0, 19, 1, 0, 41, 1]",Tracts published by American Tract Society
through,"[0, 32, 125, 0]",Tracts published by American Tract Society
'',[],Tracts published by American Tract Society
religious,"[10, 14]",Tracts published by American Tract Society
truly,"[0, 0, 40, 0, 8, 0, 1]",Tracts published by American Tract Society
Testaments,"[1, 0, 218]",Tracts published by American Tract Society
every,[49],Tracts published by American Tract Society
Americans,"[0, 39, 0]",Tracts published by American Tract Society
Read,"[17, 70, 80, 24, 21, 2, 1, 4, 4, 44, 1, 19]",Tracts published by American Tract Society
Peace,"[0, 1, 0, 11, 1, 0, 0, 0, 0, 0]",Tracts published by American Tract Society
Prophet,"[0, 2, 0, 0, 1]",Tracts published by American Tract Society
States,"[0, 0, 0, 0, 5, 0, 0, 0, 39, 7, 49, 70, 28, 0, 21, 32, 0, 11, 0, 0]",Tracts published by American Tract Society
four,"[0, 0, 0, 0, 20, 0, 24, 0, 0, 0, 1, 0, 0, 0]",Tracts published by American Tract Society
marriages,"[0, 9, 1, 0, 15, 0, 5, 1, 0]",Tracts published by American Tract Society
has,"[2, 49, 0, 113, 0, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 0, 17, 7]",Tracts published by American Tract Society
refute,"[0, 0, 0]",Tracts published by American Tract Society
constantly,"[46, 0, 7, 3, 0, 4]",Tracts published by American Tract Society
whether,[],Tracts published by American Tract Society
dismissing,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9, 0, 0, 0, 29, 0, 235, 0, 0]",Tracts published by American Tract Society
opposed,"[0, 10, 0, 0, 3, 0, 0, 4, 0, 3, 0, 2, 3]",Tracts published by American Tract Society
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",Tracts published by American Tract Society
forms,"[1, 0, 0, 113, 8, 0, 22, 0, 0, 0, 0, 0, 0, 12, 1, 1, 74, 0, 9, 1, 4, 0, 10, 6, 57, 0, 0, 127, 0, 39, 0, 4, 0, 0, 0, 5, 0, 12, 0, 1, 19, 13, 3, 0, 18, 0, 3, 0]",Tracts published by American Tract Society
Thou,"[3, 5, 0, 4, 0, 0, 0, 5, 10, 0]",Tracts published by American Tract Society
recorded,"[12, 3, 0, 21, 0, 2, 1, 0, 1, 0, 44, 0, 19]",Tracts published by American Tract Society
years,"[133, 0, 0, 33, 0, 12, 36, 0, 0, 61, 0]",Tracts published by American Tract Society
for,[],Tracts published by American Tract Society
step,"[0, 5, 3, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 8]",Tracts published by American Tract Society
"70,000,000",[],Tracts published by American Tract Society
sense,"[0, 0, 3, 40, 0, 0, 0, 1, 0, 0, 0, 6, 0, 37]",Tracts published by American Tract Society
Saviour,"[0, 0, 19, 0, 0, 0, 1, 0, 1, 0, 12, 0, 0, 0]",Tracts published by American Tract Society
He,"[486, 2, 0, 1039]",Tracts published by American Tract Society
been,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Tracts published by American Tract Society
leads,"[3, 1, 0, 0, 0, 0, 4, 0, 5, 0, 0, 4, 0, 0, 0, 0, 73, 0, 9, 32, 0, 16, 12, 0, 29, 12, 7, 0, 8, 0, 43, 80, 20, 0, 27, 2, 90, 0, 3, 0]",Tracts published by American Tract Society
important,"[0, 4, 14, 32, 0]",Tracts published by American Tract Society
beyond,[18],Tracts published by American Tract Society
inculcated,"[0, 0, 0]",Tracts published by American Tract Society
merely,"[25, 11, 211, 115, 409]",Tracts published by American Tract Society
gain,"[0, 113, 0, 0, 26, 21, 0, 12, 16, 0, 0, 1, 0, 0, 0, 1, 3, 7, 1, 13, 1, 2, 11, 0, 0, 5, 8, 3]",Tracts published by American Tract Society
room,"[123, 31, 0, 15]",Tracts published by American Tract Society
public,"[35, 0, 96]",Tracts published by American Tract Society
bread,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",Tracts published by American Tract Society
looked,"[15, 3, 0, 10, 59, 4, 62, 4, 5, 102, 0, 0, 0, 7, 26, 41, 7]",Tracts published by American Tract Society
props,"[0, 0, 0, 0, 0, 0, 3, 10]",Tracts published by American Tract Society
likewise,"[3, 121, 1, 1, 2, 0, 118]",Tracts published by American Tract Society
substitutes,"[0, 3, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 4, 0, 5, 0, 3, 0, 3]",Tracts published by American Tract Society
herpetology,[0],Tracts published by American Tract Society
exception,"[8, 0, 0]",Tracts published by American Tract Society
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",Tracts published by American Tract Society
privilege,"[0, 7, 0, 0, 5, 0]",Tracts published by American Tract Society
followed,"[0, 3, 2, 0, 0, 0, 12, 2, 0, 0, 0, 0, 0, 2, 0, 0, 722, 0, 0, 0, 4, 0, 0, 84, 0, 11, 3, 0]",Tracts published by American Tract Society
need,"[8, 5, 0, 51, 80, 0, 6, 0, 6, 0, 22, 0, 14, 0, 0, 54]",Tracts published by American Tract Society
and,[],Tracts published by American Tract Society
"$200,000,000",[],Tracts published by American Tract Society
hearty,"[0, 0, 1, 1, 0, 14, 8, 1]",Tracts published by American Tract Society
guiding,"[1, 9, 0, 5, 0, 0, 0, 73, 16, 0, 0, 37, 1, 12, 43, 0, 20, 80, 0, 2, 2]",Tracts published by American Tract Society
message,"[2, 7, 0, 8]",Tracts published by American Tract Society
believe,"[0, 7, 31, 65, 10]",Tracts published by American Tract Society
duties,"[0, 3, 0, 4]",Tracts published by American Tract Society
portion,"[8, 4, 4, 0, 12, 1, 4, 1, 0, 0, 10, 0, 0, 13, 1, 0, 0, 3, 0, 47, 17]",Tracts published by American Tract Society
link,"[5, 0, 3, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 0, 1]",Tracts published by American Tract Society
Before,"[123, 0, 17, 14]",Tracts published by American Tract Society
Father,"[0, 21, 0, 0, 5, 0, 19, 0, 0, 0, 0, 0, 123, 0, 0, 0, 0, 1, 0, 0, 0]",Tracts published by American Tract Society
spirituality,"[0, 0, 0, 0, 0, 0]",Tracts published by American Tract Society
relatives,"[0, 0, 9, 0, 5]",Tracts published by American Tract Society
naturally,"[0, 4, 0, 74]",Tracts published by American Tract Society
tendered,"[0, 11, 4, 0, 1]",Tracts published by American Tract Society
Are,"[1, 12, 479, 0, 21, 3, 6, 0, 26, 722, 0, 6, 11, 0]",Tracts published by American Tract Society
reported,"[6, 12, 8, 8, 13]",Tracts published by American Tract Society
all,"[13, 352, 28, 24, 2, 2, 6]",Tracts published by American Tract Society
vital,"[0, 0, 2, 5, 4]",Tracts published by American Tract Society
Book,"[0, 1, 0, 0, 0, 4, 0, 11, 0, 0, 4, 2, 19, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 17, 3]",Tracts published by American Tract Society
gazing,"[2, 1]",Tracts published by American Tract Society
times,"[0, 188, 0, 0, 29, 0, 1, 0, 3, 1, 0]",Tracts published by American Tract Society
profit,"[3, 5, 1, 5, 0, 7, 0, 2, 0, 0]",Tracts published by American Tract Society
dearest,"[0, 49, 0, 1, 0, 8, 0, 0, 0, 1, 0, 2, 3, 23, 134]",Tracts published by American Tract Society
sputniks,[0],Tracts published by American Tract Society
out,"[0, 4, 1, 0, 0, 40, 0, 0, 2, 0, 0, 309, 0, 0, 0]",Tracts published by American Tract Society
events,"[35, 0, 5, 6, 27, 8, 27, 16]",Tracts published by American Tract Society
average,"[1, 0, 2, 0, 0, 21, 10, 0, 37, 15, 0, 8]",Tracts published by American Tract Society
ministering,[7],Tracts published by American Tract Society
newspaper,"[0, 4, 17, 0]",Tracts published by American Tract Society
too,"[1, 0, 3, 121, 0, 2, 0, 118]",Tracts published by American Tract Society
significant,"[21, 14, 2, 32, 1]",Tracts published by American Tract Society
Gospel,"[5, 0, 1, 0, 0, 0, 0, 0, 0]",Tracts published by American Tract Society
Unfortunately,"[1, 0, 0, 1]",Tracts published by American Tract Society
modern,"[36, 25, 0, 0, 0, 0, 4, 0, 0, 0, 4]",Tracts published by American Tract Society
8,"[0, 0, 12, 0, 0, 0, 0, 0, 0, 13]",Tracts published by American Tract Society
standards,"[0, 10, 0, 2, 1, 8]",Tracts published by American Tract Society
",",[],Tracts published by American Tract Society
praise,"[0, 1, 0, 0]",Tracts published by American Tract Society
Genesis,"[13, 0, 1, 0]",Tracts published by American Tract Society
Such,[107],Tracts published by American Tract Society
assurance,"[0, 2, 3, 0, 1, 0, 1]",Tracts published by American Tract Society
such,[107],Tracts published by American Tract Society
Test,"[18, 0, 0, 43, 0, 22, 8, 3, 0, 10, 3, 0, 2, 2, 0, 0, 0]",Tracts published by American Tract Society
let,"[12, 0, 1, 123, 0, 0, 492, 0, 10, 1, 0, 0, 51, 5, 0]",Tracts published by American Tract Society
mouth-watering,"[0, 0, 0]",Tracts published by American Tract Society
New,"[0, 36, 1, 92, 3, 4, 4, 38, 0, 5, 12]",Tracts published by American Tract Society
captured,"[123, 5, 0, 2, 0, 0, 0, 2, 0, 4, 0, 0, 6, 0, 2, 1, 0]",Tracts published by American Tract Society
intimate,"[23, 5, 8, 0, 3, 3, 0, 0, 0, 4, 0, 0, 0]",Tracts published by American Tract Society
full-time,[7],Tracts published by American Tract Society
Higher,"[0, 0, 12, 0, 61, 0, 2, 0]",Tracts published by American Tract Society
come,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",Tracts published by American Tract Society
suicides,"[0, 2, 1, 0]",Tracts published by American Tract Society
And,[],Tracts published by American Tract Society
.,[],Tracts published by American Tract Society
pray,"[0, 1, 3]",Tracts published by American Tract Society
mycology,[0],Tracts published by American Tract Society
inexpressibly,[],Tracts published by American Tract Society
number,"[42, 22, 0, 0, 21, 22, 16, 0, 7, 12, 0, 0, 0, 0, 22, 24, 84, 5, 37, 0]",Tracts published by American Tract Society
sure,"[42, 42, 0, 0, 0, 2, 0, 9, 16, 0]",Tracts published by American Tract Society
17,"[0, 8, 0, 5]",Tracts published by American Tract Society
when,[],Tracts published by American Tract Society
up,"[307, 0, 4, 3, 0, 0]",Tracts published by American Tract Society
next,"[0, 47, 37, 20, 0, 0]",Tracts published by American Tract Society
While,"[1, 1, 11, 77]",Tracts published by American Tract Society
floundering,"[0, 0]",Tracts published by American Tract Society
itself,[],Tracts published by American Tract Society
Isaiah,"[0, 0]",Tracts published by American Tract Society
reasons,"[1, 30, 0, 0, 0, 4, 9, 2, 18, 5, 21]",Tracts published by American Tract Society
formulate,"[12, 0, 0, 0, 7, 1, 37, 0, 0, 3, 0, 0]",Tracts published by American Tract Society
by,"[40, 497, 7, 39]",Tracts published by American Tract Society
fortune-tellers,[],Tracts published by American Tract Society
),[],Tracts published by American Tract Society
still,"[0, 2, 115, 4, 12, 0, 0, 0, 0, 6, 2, 0, 103, 0, 0, 11, 9, 0, 0, 47, 0, 0, 0, 1, 3, 0, 0, 6, 0, 3, 0, 1, 35, 6, 0, 2, 0, 0]",Tracts published by American Tract Society
earth,"[0, 16, 1, 0, 96, 11, 0, 32, 0, 21, 0]",Tracts published by American Tract Society
What,[],Tracts published by American Tract Society
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",Tracts published by American Tract Society
bliss,"[0, 2, 0, 0, 0]",Tracts published by American Tract Society
seeming,"[4, 3, 1, 59, 0, 26]",Tracts published by American Tract Society
they'll,[],Tracts published by American Tract Society
representative,"[1, 0, 30, 1, 2, 0, 0, 23, 10]",Tracts published by American Tract Society
discuss,"[0, 0, 0, 0, 0, 2, 3]",Tracts published by American Tract Society
daring,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5]",Tracts published by American Tract Society
aware,"[0, 0, 10, 0]",Tracts published by American Tract Society
tested,"[21, 18, 3, 0, 22, 0, 0, 8, 2, 2, 0, 0, 6]",Tracts published by American Tract Society
implied,"[5, 2, 0, 0, 0, 37, 0]",Tracts published by American Tract Society
light,"[0, 3, 0, 0, 1, 0, 0, 0, 16, 0, 0, 26, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 4, 0, 0, 0, 0, 0, 47, 0, 8, 2, 2, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0]",Tracts published by American Tract Society
I,"[321, 786, 0, 0, 24, 1, 3, 0, 5, 29, 0]",Tracts published by American Tract Society
stood,"[0, 5, 0, 0, 0, 0, 6, 0, 0, 13, 19, 0, 2, 0, 3, 0, 0]",Tracts published by American Tract Society
Pragmatism,"[5, 0]",Tracts published by American Tract Society
abide,"[5, 0, 1, 0, 0, 6, 0, 13, 19, 0, 16, 3, 0, 0]",Tracts published by American Tract Society
more,"[0, 271, 0, 0, 7, 0]",Tracts published by American Tract Society
most,"[0, 3, 237, 104, 18, 0, 66, 23, 0]",Tracts published by American Tract Society
deep,"[0, 0, 0, 0, 4, 0, 15, 7, 13, 0, 9, 30, 0, 3, 0]",Tracts published by American Tract Society
advances,"[0, 1, 0, 0, 0, 16, 0, 7, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 10, 0, 0, 0, 1, 6, 5, 0, 0, 18, 0, 0, 3]",Tracts published by American Tract Society
Him,[],Tracts published by American Tract Society
path,"[4, 0, 0, 74, 3, 123, 9]",Tracts published by American Tract Society
into,[],Tracts published by American Tract Society
member,"[1, 0, 0, 0, 0, 7]",Tracts published by American Tract Society
commendable,"[0, 0, 0, 0, 0, 0, 0]",Tracts published by American Tract Society
my,[],Tracts published by American Tract Society
joys,"[0, 17, 0, 6, 0, 5, 0]",Tracts published by American Tract Society
difficult,"[0, 33, 17]",Tracts published by American Tract Society
stiff,"[0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 1, 5, 6, 0, 1, 0, 0, 3, 0, 0, 2, 11, 0, 0, 0, 0, 0, 3, 0, 9, 4, 0, 2, 0, 1, 0, 25]",Tracts published by American Tract Society
an,"[0, 0]",Tracts published by American Tract Society
Never,"[0, 96]",Tracts published by American Tract Society
beat,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 6, 3, 0, 1, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 23, 0, 0, 0, 0, 2, 0, 7, 0, 8]",Tracts published by American Tract Society
50,"[12, 3, 0, 0]",Tracts published by American Tract Society
alone,"[1, 10, 13, 0, 11, 211, 2, 17, 0, 3, 3, 0, 3, 0]",Tracts published by American Tract Society
spite,"[2, 0, 1, 0, 0, 2, 0, 1, 0, 0, 0, 16, 3]",Tracts published by American Tract Society
gave,"[0, 13, 1, 113, 0, 0, 492, 0, 6, 4, 3, 0, 1, 32, 0, 0, 6, 6, 1, 0, 13, 19, 1, 12, 0, 11, 0, 0, 6, 1, 50, 3, 10, 3, 38, 51, 36, 17, 7, 0, 2]",Tracts published by American Tract Society
hope,"[0, 3, 22, 9, 0, 7, 0, 16]",Tracts published by American Tract Society
Your,[],Tracts published by American Tract Society
appetites,"[0, 0, 0]",Tracts published by American Tract Society
look,"[0, 0, 0, 59, 4, 102, 6, 7, 6, 15, 3, 0, 23, 62, 5, 7, 41, 37, 14, 4, 0, 2, 10, 26, 14, 8, 0, 23, 0]",Tracts published by American Tract Society
deepest,"[0, 0, 0, 4, 15, 13, 0, 9, 0, 3, 0]",Tracts published by American Tract Society
all-time,[0],Tracts published by American Tract Society
generation,"[0, 0, 0, 1, 13, 0]",Tracts published by American Tract Society
avenues,"[0, 1]",Tracts published by American Tract Society
assuredly,[0],Tracts published by American Tract Society
thousand,"[3, 5, 0, 4, 0, 0, 0, 5, 0, 0, 10, 0]",Tracts published by American Tract Society
men,"[1, 0, 49, 11, 0, 0, 0, 8, 11, 63, 0, 4, 7, 0, 0, 51, 6, 0, 173, 0, 0, 0, 96, 0, 0, 0, 0]",Tracts published by American Tract Society
noticed,"[10, 0, 0, 4, 9, 8, 55, 2, 9, 10, 0, 3]",Tracts published by American Tract Society
appear,"[0, 3, 59, 26, 0]",Tracts published by American Tract Society
neither,[10],Tracts published by American Tract Society
about,"[0, 85, 3, 237, 0, 6, 2, 104, 18, 0, 0, 0, 66, 0, 182, 23, 0]",Tracts published by American Tract Society
words,"[1, 1, 0, 1, 0, 0, 0, 0, 3, 2, 4, 0, 3, 7, 0, 25, 4, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 11, 0, 2, 0, 0, 18, 4, 0, 37]",Tracts published by American Tract Society
obviously,"[3, 0, 2, 9, 7, 10, 0]",Tracts published by American Tract Society
Virgin,"[0, 0, 6, 12, 0, 0, 2, 0]",Tracts published by American Tract Society
gnawing,"[0, 0, 0, 0, 0]",Tracts published by American Tract Society
Russians,[4],Tracts published by American Tract Society
leave,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 32, 16, 0, 1, 218, 0, 2, 0, 9, 0, 20, 1, 27, 51, 0]",Tracts published by American Tract Society
claims,"[7, 2, 4, 0, 80, 25, 0]",Tracts published by American Tract Society
Head,"[0, 0, 0, 0, 12, 0, 5, 0, 1, 0, 0, 33, 0, 50, 73, 0, 0, 4, 0, 0, 0, 16, 0, 37, 0, 0, 0, 1, 0, 12, 7, 0, 0, 20, 0, 0, 0, 0, 14]",Tracts published by American Tract Society
why,"[0, 40]",Tracts published by American Tract Society
sinners,"[1, 0]",Tracts published by American Tract Society
wilt,"[0, 0, 0, 0]",Tracts published by American Tract Society
bars,"[0, 0, 0, 18, 0, 0, 0, 1, 0, 0, 0, 0, 0, 15, 1, 0, 0, 0, 0, 2, 1, 0, 0, 2, 12, 8]",Tracts published by American Tract Society
fool,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 5, 0, 1, 1, 0, 0, 0, 5]",Tracts published by American Tract Society
drink,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 8, 0, 2, 0, 0, 0]",Tracts published by American Tract Society
Our,[],Tracts published by American Tract Society
