w,vector_uso
Help,"[0, 3, 1, 0, 19, 9, 0, 3, 7, 0, 41, 1]",The Valley
backed,"[0, 40, 3, 2, 13, 162, 0, 0, 1, 0, 0, 0, 0, 13]",The Valley
freed,"[0, 0, 0, 4, 0, 0, 22, 0, 3, 0, 7, 0, 2, 0, 0, 3, 1, 1, 0, 4]",The Valley
All,"[28, 2, 2, 24, 6, 352, 13]",The Valley
courage,"[0, 0, 0, 4]",The Valley
few,[71],The Valley
created,"[113, 16, 4]",The Valley
gained,"[0, 0, 8, 0, 7, 1, 26, 16, 0, 3, 0, 0, 0, 3, 2, 5, 1, 1, 21, 11, 113, 1, 0, 0, 0]",The Valley
themselves,[],The Valley
known,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 24, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]",The Valley
door,"[2, 0, 0, 36]",The Valley
!,[],The Valley
blow,"[0, 2, 0, 0, 0, 7, 0, 0, 0, 4, 0, 0, 0, 6, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",The Valley
mile,"[0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Valley
Joe,[],The Valley
begun,"[0, 0, 0, 0, 0, 0, 19, 8, 123]",The Valley
Lester,"[12, 0, 3]",The Valley
father,"[0, 0, 0, 0, 0, 1, 5, 0, 0, 123, 0, 21, 0, 0, 0, 0, 19, 0, 0, 0, 0]",The Valley
first,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]",The Valley
slept,"[19, 0, 0, 0, 0]",The Valley
voice,"[0, 47, 0, 0, 2, 30, 0, 1, 0, 0, 25, 0, 0, 0]",The Valley
And,[],The Valley
staccato,"[2, 1]",The Valley
kind,"[57, 39, 0, 2, 18, 10]",The Valley
look,"[41, 5, 0, 0, 26, 0, 15, 0, 0, 3, 14, 10, 37, 0, 102, 14, 23, 0, 8, 2, 7, 59, 4, 6, 7, 62, 6, 23, 4]",The Valley
house,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]",The Valley
much,"[0, 0, 0, 6, 47, 111, 0, 11]",The Valley
loose,"[0, 0, 0, 9, 38, 0, 0, 0, 0, 7, 0, 0, 22, 7, 0, 47, 16, 0, 3, 0, 1, 4, 0, 2, 0]",The Valley
make,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 2, 80, 0, 0, 51, 17, 6, 1, 0, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]",The Valley
beneath,"[0, 10, 1, 0]",The Valley
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]",The Valley
postures,"[0, 19, 8, 10, 0, 18, 3, 1, 6, 0, 0, 0, 0]",The Valley
driftin,[],The Valley
bold,"[0, 2, 2, 0, 0]",The Valley
stay,"[6, 16, 0, 16, 0, 0, 0, 1, 2, 0, 0, 0, 1, 1, 0, 13, 0, 1, 18, 0, 6, 13, 0, 1]",The Valley
men,"[0, 63, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 0, 0, 51, 173, 0, 0, 0, 0, 0, 6, 11]",The Valley
break,"[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 90, 0, 0, 1, 3, 0, 2, 0, 1, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 47, 51, 1, 2, 0, 0, 0, 0, 11, 0, 57, 0, 0, 0, 0, 1, 0, 4, 0, 3, 12, 0, 0, 0, 6, 0, 1, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 13, 1, 0, 0, 0, 0, 1, 0, 7, 3, 0, 18, 7, 0, 7, 0, 0, 0, 0, 0, 0]",The Valley
childish,"[2, 1]",The Valley
slowly,"[0, 0, 21, 5, 16]",The Valley
child,"[1, 0, 0, 4, 0, 0, 0, 17, 4, 1, 0, 17, 0]",The Valley
hate,"[1, 5, 11]",The Valley
desires,"[16, 7, 22, 51]",The Valley
warm,"[9, 1, 11, 0, 1, 0, 0, 1, 2, 25]",The Valley
ever,"[59, 0, 46, 0, 0]",The Valley
patch,"[0, 11, 1, 0, 77, 0, 7, 0, 0, 6, 0, 0, 0, 1, 1, 0, 0, 0]",The Valley
stain,"[0, 0, 10, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 6, 2]",The Valley
accustomed,"[1, 0, 0, 0, 0, 0]",The Valley
We,[],The Valley
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]",The Valley
saw,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 1, 0, 1, 4, 0, 3, 0, 0, 13, 59, 1, 0, 8, 0, 7, 10, 0, 102, 7, 1, 0, 0, 1, 22, 20, 0, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0, 0]",The Valley
snarled,"[0, 0, 0, 1, 1, 0, 0, 2, 0, 0]",The Valley
earth,"[0, 11, 21, 16, 0, 0, 0, 96, 1, 32, 0]",The Valley
may,"[0, 2, 0, 167, 0, 0]",The Valley
weary,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 7]",The Valley
They'll,[],The Valley
flat,"[0, 12, 14, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 18]",The Valley
?,[],The Valley
He,"[0, 1039, 486, 2]",The Valley
A,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",The Valley
understand,"[17, 0, 102, 21, 8, 2, 0, 4, 0, 0, 0, 0]",The Valley
the,[],The Valley
anythin,[],The Valley
confinement,"[1, 24, 0, 2, 0, 0, 0, 0]",The Valley
looped,"[2, 0, 1, 0]",The Valley
Then,"[177, 228, 0, 0]",The Valley
cold,"[0, 0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 15]",The Valley
faces,"[0, 41, 0, 1, 0, 0, 0, 36, 14, 0, 61, 0, 8, 0, 59, 5, 35, 62, 3, 0]",The Valley
She,[],The Valley
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]",The Valley
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]",The Valley
Clay,"[1, 1, 3, 0, 6, 0, 3, 0, 0, 1, 2]",The Valley
sleeve,"[1, 18]",The Valley
will,"[218, 0, 32, 0, 0]",The Valley
pushing,"[3, 24, 14, 0, 1, 0, 0, 0, 8, 10, 11, 4, 11, 0, 0, 0, 8]",The Valley
which,[],The Valley
half-breed,"[4, 0, 0]",The Valley
owl,"[0, 0, 0, 0]",The Valley
floor,"[0, 0, 14, 7, 0, 0, 4, 0, 0, 0, 0, 3, 23, 31, 0]",The Valley
chest,"[0, 1, 0, 0, 0, 10, 1]",The Valley
nights,"[0, 31, 51, 0, 1]",The Valley
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]",The Valley
we,[],The Valley
after,"[33, 0, 0, 89, 0, 3]",The Valley
lathered,"[0, 0, 0, 0, 0, 1, 1, 0, 0]",The Valley
come,"[0, 1, 0, 12, 0, 0, 3, 0, 5, 84, 42, 3, 3, 0, 0, 123, 0, 20, 22, 0, 0, 163, 0, 11, 0]",The Valley
its,"[0, 0]",The Valley
shadows,"[0, 0, 3, 31, 0, 0, 3, 0, 0, 1, 3, 0, 0, 1, 0, 0, 8]",The Valley
cracked,"[0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 3, 0, 0, 0, 0, 6, 0, 2, 0, 0, 0, 1]",The Valley
Keep,"[0, 35, 0, 7, 4, 0, 1, 0, 0, 0, 13, 0, 4, 13, 17, 0, 1, 5, 33, 0, 0, 0, 0, 0, 1, 0, 2, 0, 1]",The Valley
Do,"[1, 0, 3, 0, 0, 0, 9, 18, 0, 0, 84, 0, 5, 0, 0, 1, 6, 22, 0, 6, 25, 0, 0, 1, 163, 0, 0, 3, 113, 46]",The Valley
still,"[1, 3, 0, 6, 0, 2, 0, 0, 0, 115, 47, 0, 4, 6, 3, 0, 35, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 1, 12, 0, 0, 6, 2, 9, 0, 0, 0, 11]",The Valley
killed,"[0, 4, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0]",The Valley
darkness,"[0, 31, 3, 0, 0, 0, 8]",The Valley
sunlight,"[1, 1, 12]",The Valley
mock,"[0, 1]",The Valley
get,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 5, 113, 2, 19, 16, 1, 0, 0, 2]",The Valley
more,"[271, 7, 0, 0, 0, 0]",The Valley
at,"[580, 0, 0, 35]",The Valley
went,"[0, 0, 0, 0, 0, 0, 13, 0, 0, 83, 1, 26, 0, 3, 0, 127, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 123, 33, 0, 0, 90, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12, 11, 20, 6, 19, 43, 6, 1, 0, 6, 0, 25, 0, 19, 17, 5]",The Valley
stand,"[0, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 13, 1, 19, 0, 0, 3, 0, 0, 0, 1, 0, 0, 2, 3, 0, 0, 6]",The Valley
wherever,"[1, 0]",The Valley
turned,"[0, 1, 0, 4, 3, 0, 0, 0, 127, 12, 0, 0, 102, 0, 0, 33, 0, 7, 37, 54, 0, 0, 0, 0, 4]",The Valley
stared,"[2, 0, 3, 1]",The Valley
paw,"[50, 0, 1, 0]",The Valley
about,"[237, 6, 2, 85, 0, 18, 0, 23, 66, 0, 104, 0, 3, 182, 0, 0, 0]",The Valley
tire,"[1, 0, 5, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 7, 0, 0, 0, 0]",The Valley
parted,"[47, 0, 2, 0, 1, 0, 13, 0, 0, 0, 0, 0, 19, 5, 3, 0]",The Valley
fell,"[0, 13, 3, 0, 0, 0, 1, 0, 0, 2, 1, 0, 4, 1, 84, 5, 0, 2, 0, 3, 0, 0, 1, 20, 12, 47, 0, 0, 6, 9, 20, 0, 0, 1]",The Valley
be,"[6, 0, 3, 11, 0, 1, 722, 0, 12, 21, 0, 0, 0, 6, 4, 26]",The Valley
almost,"[237, 18, 23, 66, 0, 104, 3, 0]",The Valley
shirt,[3],The Valley
someone,"[4, 7, 28, 19, 4, 14]",The Valley
crossed,"[0, 0, 5, 0, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 4, 0, 6, 0, 0, 0, 0, 0, 0, 4, 0]",The Valley
campfire,[0],The Valley
hills,"[6, 0, 0, 0, 3, 0, 2, 0]",The Valley
rose,"[10, 0, 0, 18, 12, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 4, 3, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 4]",The Valley
posted,"[2, 7, 0, 9, 0, 72, 14, 1, 10, 2]",The Valley
neither,[10],The Valley
down,"[146, 0, 0, 20, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0]",The Valley
tightened,"[0, 0, 0, 0, 5, 0]",The Valley
smile,"[4, 4, 0, 2]",The Valley
pain,"[0, 0, 16, 0, 3, 0, 0, 20, 32, 0, 3, 0, 0, 1, 0, 0]",The Valley
pace,"[0, 5, 12, 1, 17, 1, 3, 0, 5]",The Valley
let,"[10, 492, 0, 5, 0, 0, 1, 1, 0, 0, 0, 51, 0, 12, 123]",The Valley
Silas,[],The Valley
croaks,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 90, 0, 0, 0, 11, 12, 1, 0, 0, 0]",The Valley
frail,"[2, 0, 2, 0, 8, 1]",The Valley
prairie,[1],The Valley
know,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]",The Valley
party,"[15, 0, 14]",The Valley
dissolve,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]",The Valley
ashamed,[3],The Valley
lamp,[0],The Valley
rode,"[0, 0, 1, 0, 0, 0, 0, 10, 0, 0, 0, 9, 0, 2, 0, 0, 0, 11, 1, 0]",The Valley
part,"[0, 9, 12, 1, 0, 13, 17, 6, 12, 1, 16, 0, 5, 0, 4, 5, 11, 47, 0, 7, 30, 0, 0, 0, 19, 0, 6, 0, 0, 1, 0, 4, 3, 6, 3, 0]",The Valley
somethin,[],The Valley
free,"[1, 0, 4, 0, 0, 0, 0, 7, 4, 0, 0, 2, 1, 22, 0, 3, 0, 5, 7, 0, 2, 0, 0, 0, 3, 1, 1, 1, 0, 0, 0, 4]",The Valley
give,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 0, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 19, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]",The Valley
Heaven,"[0, 0, 2, 1, 0, 0, 1]",The Valley
too,"[0, 0, 2, 121, 118, 3, 1, 0]",The Valley
crest,"[0, 29, 1, 0, 0, 1, 1]",The Valley
looming,"[0, 0, 1, 0, 3, 0, 0]",The Valley
but,"[25, 211, 115, 11, 409]",The Valley
stock,"[0, 6, 4, 24, 3, 1, 0, 7, 1, 0, 0, 0, 8, 1, 0, 9, 10, 0, 2, 0, 0, 1, 7, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 0, 36, 2, 7, 0, 0, 0, 0, 0, 0]",The Valley
game,"[0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 13, 162, 7, 0, 0, 0, 1, 0]",The Valley
running,"[30, 23, 1, 0, 74, 1, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 2, 15, 0, 0, 127, 2, 0, 9, 0, 0, 9, 0, 7, 0, 21, 0, 6, 0, 4, 90, 1, 0, 3, 2, 0, 12, 0, 20, 43, 6, 9, 5, 2, 0, 0, 17, 1, 0, 11, 7, 0, 19, 0]",The Valley
burning,"[0, 7, 0, 1, 0, 20, 0, 1, 0, 3, 0, 0, 0, 0, 1, 0, 0, 29]",The Valley
lived,"[49, 0, 1, 0, 0, 90, 0, 722, 129, 0, 0, 83, 26, 5, 6, 2]",The Valley
called,"[6, 0, 0, 12, 2, 31, 0, 9, 1, 4, 0, 1, 8, 0, 4, 10, 0, 0, 0, 25, 11, 0, 5, 0, 0, 2]",The Valley
hand,"[0, 0, 0, 51, 0, 0, 0, 50, 11, 1, 0, 12, 0, 1, 20, 0]",The Valley
face,"[0, 41, 0, 1, 0, 0, 0, 36, 14, 0, 61, 0, 8, 0, 59, 5, 35, 62, 3, 0]",The Valley
reach,"[1, 0, 1, 0, 1, 7, 11, 0, 0, 21, 0, 0, 1, 0, 1, 51, 1, 4, 12, 5, 0, 5, 0, 21, 3, 50, 11, 113, 1, 0, 0]",The Valley
taken,"[6, 2, 0, 6, 0, 5, 21, 1, 0, 1, 0, 0, 7, 1, 3, 0, 18, 1, 1, 0, 5, 0, 0, 9, 0, 2, 0, 4, 1, 54, 7, 20, 6, 123, 22, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 4, 3, 24, 11, 0, 113, 0, 4, 3, 1, 28, 1]",The Valley
on,"[839, 37]",The Valley
gust,"[0, 2, 6]",The Valley
It,"[0, 0]",The Valley
dance,"[0, 10, 0, 0, 0, 9]",The Valley
for,[],The Valley
asked,"[22, 0, 80, 1, 0, 5, 0, 15, 0, 54, 6, 14]",The Valley
head,"[0, 50, 73, 0, 0, 4, 0, 1, 33, 0, 0, 1, 0, 0, 12, 0, 0, 0, 0, 0, 12, 0, 20, 0, 16, 7, 5, 0, 0, 14, 37, 0, 0, 0, 0, 0, 0, 0, 0]",The Valley
their,[],The Valley
bend,"[0, 3, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 37, 1, 0, 0, 0, 0]",The Valley
you're,[],The Valley
seen,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 1, 4, 0, 3, 0, 0, 13, 1, 8, 0, 7, 10, 0, 102, 7, 1, 0, 0, 0, 22, 20, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0]",The Valley
a,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",The Valley
ahead,"[0, 0, 123, 1, 0, 0, 9, 0, 0, 0, 0, 9, 14]",The Valley
together,"[0, 0, 30]",The Valley
watchful,"[0, 0, 0, 5]",The Valley
whispered,"[2, 2]",The Valley
three,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Valley
could,[],The Valley
river,[18],The Valley
mocking,"[0, 0, 0, 1, 1, 0, 0, 0, 0]",The Valley
smelled,"[40, 0, 6, 1, 0]",The Valley
finished,"[51, 0, 0, 10, 0, 0, 0, 3, 0, 0, 0, 2, 22, 0, 18]",The Valley
dotting,"[0, 0, 1, 0, 2, 0, 12]",The Valley
shoulder,"[0, 5, 0, 0]",The Valley
cattle,"[6, 1, 0, 3, 0]",The Valley
here,"[0, 96, 0, 12]",The Valley
halfway,"[23, 3, 15, 0]",The Valley
sought,"[0, 0, 0, 7, 22, 7, 2, 3, 12]",The Valley
dying,"[0, 69, 0, 0, 0, 13, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 90, 0, 0, 0, 0, 0, 11, 12, 1, 0, 1, 0, 0]",The Valley
off,"[0, 2, 0, 1, 21, 0, 0, 9, 1, 40, 54, 102, 7]",The Valley
of,[],The Valley
porch,[6],The Valley
said,"[1, 0, 12, 39, 21, 0, 70, 0, 34, 0, 0, 0, 49, 0, 0, 316, 0]",The Valley
trespassed,"[0, 0, 0, 0, 0, 18]",The Valley
But,"[25, 211, 115, 11, 409]",The Valley
Ed,"[0, 0, 0]",The Valley
