w,vector_uso
gives,"[13, 13, 3, 36, 4, 38, 0, 3, 0, 1, 0, 1, 0, 3, 0, 10, 1, 7, 1, 51, 6, 0, 17, 6, 0, 2, 0, 12, 0, 1, 19, 492, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11]",Chicago Daily Tribune
human,"[49, 0, 0, 173]",Chicago Daily Tribune
Russians,[4],Chicago Daily Tribune
as,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
fired,"[0, 5, 0, 1, 3, 0, 0, 0, 0, 0, 0, 29, 1, 3, 0, 0, 0, 5, 0, 1, 0, 235, 1, 0, 0, 0, 7, 0, 1]",Chicago Daily Tribune
sing,"[0, 0, 0, 26, 0, 4, 0, 0, 0, 0, 1]",Chicago Daily Tribune
scribbled,"[0, 0, 0]",Chicago Daily Tribune
progress,"[0, 0, 0, 0, 3, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 9]",Chicago Daily Tribune
Court,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0]",Chicago Daily Tribune
bow,"[11, 0, 0, 1, 1, 5, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0]",Chicago Daily Tribune
hardly,"[4, 1, 11, 115, 7]",Chicago Daily Tribune
fate,"[0, 13, 12, 1, 10, 4, 8, 1, 1, 3]",Chicago Daily Tribune
results,"[6, 5, 8, 16, 10, 0, 0, 27, 32, 25, 8, 27, 1, 0, 6, 20, 0, 0]",Chicago Daily Tribune
news,"[0, 2, 0, 1, 37, 0, 11]",Chicago Daily Tribune
times,"[29, 0, 1, 1, 0, 0, 0, 3, 0, 0, 188]",Chicago Daily Tribune
England,[2],Chicago Daily Tribune
Jerebohms,[],Chicago Daily Tribune
sides,"[5, 19, 1, 62, 0, 61, 14]",Chicago Daily Tribune
melting,"[0, 3, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 43, 0, 0]",Chicago Daily Tribune
mood,"[0, 3, 3, 3, 1, 10, 0]",Chicago Daily Tribune
other,"[41, 10, 183]",Chicago Daily Tribune
bill,"[0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 4, 9, 0, 0, 8]",Chicago Daily Tribune
knight-errantry,[],Chicago Daily Tribune
another,"[0, 61]",Chicago Daily Tribune
Also,"[2, 121, 118, 3, 0]",Chicago Daily Tribune
roles,"[12, 47, 0, 66, 7, 16, 0, 11, 6]",Chicago Daily Tribune
entertaining,"[3, 0, 17, 0, 2, 0, 0, 0, 1, 0]",Chicago Daily Tribune
threads,"[1, 0, 3, 2, 0, 0, 12, 4, 9, 0, 0, 0, 0, 0]",Chicago Daily Tribune
sort,"[57, 1, 0, 0, 39, 0, 0, 2, 12, 0, 18, 5, 10]",Chicago Daily Tribune
dazzling,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
yesterday,[6],Chicago Daily Tribune
glories,"[0, 1, 5, 0, 2, 0, 0, 0, 0]",Chicago Daily Tribune
drama,"[0, 2, 0, 23]",Chicago Daily Tribune
and,[],Chicago Daily Tribune
couple,"[2, 14, 0, 5, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 3, 0]",Chicago Daily Tribune
kitchens,[15],Chicago Daily Tribune
exchange,"[14, 5, 2, 0, 34, 6, 3, 1, 4, 0, 10, 0, 0, 0]",Chicago Daily Tribune
wit,"[14, 1, 0, 0, 0, 0, 1, 0, 10, 0, 1, 0]",Chicago Daily Tribune
violinist,"[0, 0]",Chicago Daily Tribune
Anyway,"[3, 0, 0, 6, 0, 0]",Chicago Daily Tribune
rural,[5],Chicago Daily Tribune
him,[],Chicago Daily Tribune
Chicago,"[0, 14, 0, 1, 0, 0]",Chicago Daily Tribune
shown,"[0, 21, 3, 0, 3, 7, 36, 1, 1, 1, 0, 20, 1, 0, 44, 37, 15, 7, 0, 0, 1, 19, 6, 8]",Chicago Daily Tribune
Tudor,"[0, 0, 0]",Chicago Daily Tribune
inevitable,[2],Chicago Daily Tribune
inclined,"[5, 3, 0, 1, 1, 0, 2, 6, 1, 3, 43, 0]",Chicago Daily Tribune
4,"[0, 24, 0, 0, 20, 0, 0, 0, 0, 0, 0, 1, 0]",Chicago Daily Tribune
office,"[1, 0, 0, 43, 19, 2, 16, 58, 1, 47, 7, 0, 72, 1, 6, 0, 7, 0, 6]",Chicago Daily Tribune
wizard,"[0, 0, 1, 0, 0, 3, 0, 2, 0, 0, 0, 13, 3, 0, 0, 10, 0, 0, 1, 1, 0, 1, 0, 0, 2, 0]",Chicago Daily Tribune
half,"[36, 1]",Chicago Daily Tribune
dignity,"[0, 0, 0, 6, 0, 0]",Chicago Daily Tribune
Sixty-eighth,[],Chicago Daily Tribune
gaunt,"[0, 0, 1, 0, 1, 3, 1, 1]",Chicago Daily Tribune
doesn't,[],Chicago Daily Tribune
The,[],Chicago Daily Tribune
Community,"[0, 13, 0, 0, 0]",Chicago Daily Tribune
conjures,"[1, 0, 4, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 1, 0, 0, 0, 7, 0, 2]",Chicago Daily Tribune
lesson,"[23, 1, 0, 15, 0]",Chicago Daily Tribune
hold,"[4, 1, 2, 35, 0, 12, 2, 38, 1, 0, 3, 3, 0, 0, 0, 0, 10, 0, 3, 9, 0, 0, 10, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 13, 0, 0, 80, 4, 7, 51, 0, 17, 6, 0, 0, 3, 1, 4, 1, 0, 1, 10, 5, 0, 0, 0, 492, 0, 0, 1, 0, 4, 6, 0, 0, 1, 0, 113, 2, 0, 5, 0, 6, 1, 2]",Chicago Daily Tribune
paintings,"[20, 0, 5, 13]",Chicago Daily Tribune
booker,"[0, 0]",Chicago Daily Tribune
Dallas,[22],Chicago Daily Tribune
windows,"[0, 0, 13]",Chicago Daily Tribune
shining,"[0, 1, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 20, 3, 1, 1, 0, 0, 0, 5, 6, 0, 1, 0, 0, 0, 0]",Chicago Daily Tribune
contented,"[0, 7]",Chicago Daily Tribune
chronicled,[0],Chicago Daily Tribune
hands,"[63, 0, 0, 0, 0, 20, 0, 51, 0, 0, 0, 51, 12, 1, 0, 0, 50, 11, 1, 0, 0, 0]",Chicago Daily Tribune
up,"[3, 0, 0, 0, 4, 307]",Chicago Daily Tribune
Elizabeth,"[1, 0, 0]",Chicago Daily Tribune
don't,[],Chicago Daily Tribune
point,"[14, 73, 0, 0, 0, 8, 0, 22, 0, 0, 0, 0, 1, 0, 2, 0, 0, 3, 0, 11, 3, 14, 2, 0, 0, 1, 44, 0, 16, 72, 5, 0, 18, 4, 37, 0, 0, 7, 0, 0, 0, 6, 6, 0, 0, 0, 0]",Chicago Daily Tribune
manse,"[0, 3, 9, 0, 0]",Chicago Daily Tribune
Lena,"[0, 0]",Chicago Daily Tribune
none,[17],Chicago Daily Tribune
Splendor,"[0, 0, 1, 1, 0, 0, 0, 0, 2]",Chicago Daily Tribune
impress,"[0, 0, 7, 0, 1, 0, 0, 19, 0, 0, 0]",Chicago Daily Tribune
soloist,[0],Chicago Daily Tribune
might,"[0, 58, 81]",Chicago Daily Tribune
10,"[1, 18, 20, 0, 3, 0]",Chicago Daily Tribune
local,"[0, 0, 0, 20, 0]",Chicago Daily Tribune
buoyant,"[0, 0, 0, 0]",Chicago Daily Tribune
extraordinary,"[0, 5, 1]",Chicago Daily Tribune
state,"[70, 0, 21, 7, 0, 5, 11, 0, 0, 0, 0, 0, 0, 32, 0, 39, 28, 0, 49, 0]",Chicago Daily Tribune
When,[],Chicago Daily Tribune
life,"[0, 0, 0, 14, 0, 0, 0, 1, 0, 98, 0, 33, 0, 1]",Chicago Daily Tribune
presented,"[2, 3, 0, 36, 0, 6, 5, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]",Chicago Daily Tribune
artistry,"[26, 0, 0]",Chicago Daily Tribune
Kempe,[],Chicago Daily Tribune
inner,"[3, 0, 25, 3, 0, 4]",Chicago Daily Tribune
any,"[14, 0, 168]",Chicago Daily Tribune
sports,"[23, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]",Chicago Daily Tribune
converted,"[5, 34, 1, 0, 0, 10, 1, 0, 0, 0]",Chicago Daily Tribune
richness,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
most,"[237, 18, 23, 66, 0, 104, 3, 0, 0]",Chicago Daily Tribune
even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]",Chicago Daily Tribune
Will,"[218, 0, 32, 0, 0]",Chicago Daily Tribune
series,"[0, 4, 0]",Chicago Daily Tribune
several,"[16, 41, 4]",Chicago Daily Tribune
incandescent,"[1, 0]",Chicago Daily Tribune
weep,"[2, 4]",Chicago Daily Tribune
work,"[0, 0, 1, 23, 0, 13, 18, 0, 127, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 0, 0, 22, 90, 0, 0, 3, 12, 12, 37, 2, 43, 6, 39, 6, 24, 113, 0, 0, 3, 9]",Chicago Daily Tribune
dubbed,"[0, 0, 3]",Chicago Daily Tribune
embodies,"[0, 0, 0, 722, 0, 1]",Chicago Daily Tribune
courage,"[0, 0, 0, 4]",Chicago Daily Tribune
learn,"[0, 12, 21, 3, 0, 0, 4, 0, 4, 80, 102, 1, 0, 1, 3, 0, 15, 6, 0, 24, 0, 0, 0]",Chicago Daily Tribune
Lehmann,[],Chicago Daily Tribune
television,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
Parsifal,[],Chicago Daily Tribune
3,"[0, 0, 0, 0, 0, 0, 0, 56, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
court,"[0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 5, 0, 0, 0, 2, 0, 0, 0]",Chicago Daily Tribune
rounded,"[0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 9, 0, 0]",Chicago Daily Tribune
McCormick,"[0, 0, 0, 0]",Chicago Daily Tribune
!,[],Chicago Daily Tribune
deer,"[2, 0]",Chicago Daily Tribune
put,"[19, 51, 5, 29, 4, 3, 1, 0, 0, 34, 0, 72, 1, 0, 0, 46, 0]",Chicago Daily Tribune
drawings,"[0, 2, 0, 0, 24, 1, 0, 0, 0, 0, 1, 5, 0, 0, 0, 14, 3, 0, 0, 4, 0, 9, 2, 1, 7, 0, 123, 4, 6, 0, 0, 0, 0, 0, 3, 12, 43, 5, 0, 0, 0, 0, 4, 0, 0, 2, 113, 2]",Chicago Daily Tribune
logic,"[0, 0, 0]",Chicago Daily Tribune
barring,"[15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 18]",Chicago Daily Tribune
style,"[0, 0, 4, 0, 8, 4, 123, 2, 6, 1, 3, 0, 0, 15]",Chicago Daily Tribune
firmness,"[10, 0, 0, 0, 0, 1, 0]",Chicago Daily Tribune
first,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]",Chicago Daily Tribune
conductor,"[0, 4, 0]",Chicago Daily Tribune
maids,"[0, 0, 0, 0, 0]",Chicago Daily Tribune
And,[],Chicago Daily Tribune
already,[27],Chicago Daily Tribune
rugged,"[10, 0, 7, 1]",Chicago Daily Tribune
best,"[0, 0, 2, 1, 82, 3, 0, 9, 7, 1, 0, 0, 0, 84, 0, 0, 0, 8, 115, 5, 24, 0, 0, 2, 0, 0, 0, 23, 0, 1, 20, 0, 36, 0, 8, 0, 3, 0, 57, 5, 8, 5, 25, 1, 1, 4, 134, 0]",Chicago Daily Tribune
Hark,"[0, 0, 0]",Chicago Daily Tribune
doing,"[3, 0, 0, 9, 18, 0, 84, 0, 5, 0, 1, 6, 22, 0, 6, 25, 0, 1, 163, 0, 0, 3, 113, 46]",Chicago Daily Tribune
Paintings,"[20, 0, 5, 13]",Chicago Daily Tribune
kind,"[57, 39, 0, 2, 18, 10]",Chicago Daily Tribune
27,"[1, 0, 0, 0]",Chicago Daily Tribune
pages,"[0, 0, 0, 0, 0, 2, 2, 0]",Chicago Daily Tribune
boisterous,"[0, 1, 0, 0, 0, 0, 4, 0]",Chicago Daily Tribune
Shrine,"[1, 0]",Chicago Daily Tribune
look,"[41, 5, 0, 0, 26, 0, 15, 0, 0, 3, 14, 10, 37, 0, 102, 14, 23, 0, 8, 2, 7, 59, 4, 6, 7, 62, 6, 23, 4]",Chicago Daily Tribune
house,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]",Chicago Daily Tribune
breath,"[0, 0, 0, 0, 8, 0, 0, 0]",Chicago Daily Tribune
lurking,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
loose,"[0, 0, 0, 9, 38, 0, 0, 0, 0, 7, 0, 0, 22, 7, 0, 47, 16, 0, 3, 0, 1, 4, 0, 2, 0]",Chicago Daily Tribune
much,"[0, 0, 0, 6, 47, 111, 0, 11]",Chicago Daily Tribune
forever,"[0, 3, 0, 0, 46, 7, 0, 0, 0]",Chicago Daily Tribune
personalities,[11],Chicago Daily Tribune
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]",Chicago Daily Tribune
booked,"[0, 17, 12, 1, 3, 3]",Chicago Daily Tribune
poignancy,"[0, 0, 0]",Chicago Daily Tribune
great,"[61, 0, 2, 0, 0, 0, 5, 0, 4, 18, 0, 0, 53, 0, 2, 1, 0, 0, 0, 30, 0, 3, 3, 0, 0]",Chicago Daily Tribune
instead,"[40, 0, 23, 0]",Chicago Daily Tribune
vegetable,"[0, 1, 0]",Chicago Daily Tribune
urges,"[0, 0, 5, 0, 1, 0, 4, 5, 0, 0, 1, 8, 2]",Chicago Daily Tribune
Ballet,"[0, 1]",Chicago Daily Tribune
war,"[2, 31, 0]",Chicago Daily Tribune
close,"[0, 3, 0, 27, 83, 0, 1, 0, 0, 3, 0, 7, 2, 0, 0, 0, 51, 0, 0, 0, 23, 0, 5, 0, 4, 0, 7, 1, 0, 0, 0, 0, 0, 3, 2, 5, 0]",Chicago Daily Tribune
unlocks,[0],Chicago Daily Tribune
symbol,"[0, 0, 10, 0]",Chicago Daily Tribune
flow,"[8, 14, 0, 0, 0, 3, 6, 74, 5, 0, 0, 0, 20, 0, 0, 43, 2, 3]",Chicago Daily Tribune
glass,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",Chicago Daily Tribune
character,"[0, 12, 16, 47, 0, 0, 0, 9, 7, 0, 35, 0, 0, 0, 3, 0, 0, 0]",Chicago Daily Tribune
warm,"[9, 1, 11, 0, 1, 0, 0, 1, 2, 25]",Chicago Daily Tribune
thrusts,"[0, 4, 0, 1, 0, 0, 0, 14, 0, 0, 0, 1, 5, 0, 5, 0, 0, 6, 0, 1, 11]",Chicago Daily Tribune
patch,"[0, 11, 1, 0, 77, 0, 7, 0, 0, 6, 0, 0, 0, 1, 1, 0, 0, 0]",Chicago Daily Tribune
True,"[0, 0, 0, 0, 0, 0, 0, 4, 0, 9, 16, 1, 24, 0, 1, 0]",Chicago Daily Tribune
somebody,"[4, 7, 28, 19, 4, 14]",Chicago Daily Tribune
opens,"[38, 0, 10, 51, 11, 18, 0, 0, 0, 3, 0, 26]",Chicago Daily Tribune
We,[],Chicago Daily Tribune
Everett,[],Chicago Daily Tribune
south,"[0, 0, 0, 6, 1, 0, 0, 23, 11, 0, 0, 0]",Chicago Daily Tribune
allows,"[0, 10, 6, 1, 3, 0, 16, 0, 1, 0, 32, 0, 10, 0, 51, 12]",Chicago Daily Tribune
affectingly,"[0, 0, 0]",Chicago Daily Tribune
core,"[0, 0, 5, 0, 0, 20, 0, 0, 2, 23, 27, 2, 6, 0, 0, 1, 3, 4, 0, 0, 2, 0, 0]",Chicago Daily Tribune
may,"[0, 2, 0, 167, 0, 0]",Chicago Daily Tribune
near,"[0, 104, 27, 0, 1, 0, 0, 3, 0, 0, 0, 23, 0, 237, 11, 8, 18, 0, 66, 0, 134]",Chicago Daily Tribune
among,[],Chicago Daily Tribune
earth,"[0, 11, 21, 16, 0, 0, 0, 96, 1, 32, 0]",Chicago Daily Tribune
toughness,"[0, 0, 1, 0, 1, 0, 0]",Chicago Daily Tribune
?,[],Chicago Daily Tribune
He,"[0, 1039, 486, 2]",Chicago Daily Tribune
ventures,"[2, 0, 12, 0, 1, 4, 0, 2, 2]",Chicago Daily Tribune
photographed,"[5, 2, 1]",Chicago Daily Tribune
episode,"[0, 0, 0, 2]",Chicago Daily Tribune
kinds,"[57, 10, 39, 18]",Chicago Daily Tribune
A,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]",Chicago Daily Tribune
acres,"[0, 8, 0, 0, 3, 0, 0, 32, 0, 3]",Chicago Daily Tribune
sets,"[0, 2, 0, 10, 10, 0, 0, 2, 0, 1, 0, 0, 19, 0, 0, 1, 0, 8, 13, 0, 0, 0, 6, 4, 0, 51, 0, 0, 1, 0, 0, 12, 0, 72, 0, 0, 0, 163, 0, 0, 0, 0, 0, 29, 0, 21, 0, 0, 46, 2]",Chicago Daily Tribune
the,[],Chicago Daily Tribune
Ring,"[1, 12, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 8, 0, 10, 1, 0, 0, 0, 0, 25, 11, 0, 2, 0]",Chicago Daily Tribune
communication,"[0, 3]",Chicago Daily Tribune
episodes,"[0, 0, 0, 2]",Chicago Daily Tribune
Playhouses,"[0, 0]",Chicago Daily Tribune
stems,"[11, 0, 1, 0, 4, 0, 0, 7, 0, 3, 0, 1, 1, 0, 0]",Chicago Daily Tribune
orchestral,[0],Chicago Daily Tribune
Then,"[177, 228, 0, 0]",Chicago Daily Tribune
Alexander,"[0, 0, 0, 0, 5, 0]",Chicago Daily Tribune
broader,"[0, 0, 0, 0, 4, 0, 0, 3, 0, 7, 0, 0, 16, 3, 0, 0, 24]",Chicago Daily Tribune
Remember,"[65, 0, 1, 0, 0, 1, 0, 0, 0, 15, 5]",Chicago Daily Tribune
thenceforth,"[0, 1]",Chicago Daily Tribune
Spanish,"[2, 0]",Chicago Daily Tribune
affluence,"[0, 0]",Chicago Daily Tribune
ways,"[15, 27, 2, 8, 0, 8, 123, 0, 6, 9, 3, 0, 0, 12, 31]",Chicago Daily Tribune
squire,"[0, 0]",Chicago Daily Tribune
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]",Chicago Daily Tribune
saddled,"[6, 8, 0, 4]",Chicago Daily Tribune
San,[],Chicago Daily Tribune
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]",Chicago Daily Tribune
will,"[218, 0, 32, 0, 0]",Chicago Daily Tribune
handsome,"[0, 0, 2, 13, 53, 0, 7, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
Bolshoi,[],Chicago Daily Tribune
which,[],Chicago Daily Tribune
coarsened,"[0, 0]",Chicago Daily Tribune
cushion,"[7, 3, 0, 0, 1]",Chicago Daily Tribune
Great,"[61, 0, 2, 0, 0, 0, 5, 0, 4, 18, 0, 0, 53, 0, 2, 1, 0, 0, 0, 30, 0, 3, 3, 0, 0]",Chicago Daily Tribune
visualization,"[0, 0, 0]",Chicago Daily Tribune
Venus,"[1, 0, 0]",Chicago Daily Tribune
Royal,"[1, 0, 0, 1, 0, 4]",Chicago Daily Tribune
nights,"[0, 31, 51, 0, 1]",Chicago Daily Tribune
cradle,"[0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
This,[],Chicago Daily Tribune
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]",Chicago Daily Tribune
we,[],Chicago Daily Tribune
position,"[1, 17, 43, 0, 19, 4, 4, 0, 16, 61, 0, 0, 51, 0, 0, 72, 0, 1, 0, 7, 18, 29, 1, 0, 6, 0, 1, 46]",Chicago Daily Tribune
army,"[3, 0, 0, 7, 0, 0, 0, 0]",Chicago Daily Tribune
Franco,"[0, 0, 0, 0]",Chicago Daily Tribune
excellently,"[0, 0, 0, 0]",Chicago Daily Tribune
opened,"[38, 0, 0, 10, 12, 51, 11, 0]",Chicago Daily Tribune
simple,"[1, 0, 3, 1, 15, 6, 0, 0, 0, 5, 0, 0, 0, 0]",Chicago Daily Tribune
its,"[0, 0]",Chicago Daily Tribune
number,"[0, 0, 0, 12, 84, 42, 0, 0, 22, 22, 37, 21, 22, 0, 16, 24, 7, 0, 5, 0]",Chicago Daily Tribune
needs,"[0, 6, 0, 0, 0, 51, 16, 54, 8, 6, 22, 80, 0, 5, 6, 14, 0, 0, 1, 0]",Chicago Daily Tribune
impious,"[0, 0]",Chicago Daily Tribune
Something,[],Chicago Daily Tribune
crowding,"[8, 4, 1, 0, 2]",Chicago Daily Tribune
casts,"[0, 3, 0, 0, 13, 0, 6, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 0, 0, 2, 21, 0, 0, 2, 51, 0, 1, 0, 6, 0, 1, 0, 1, 0, 39, 9, 5, 4, 0, 0, 0, 1, 3, 0, 7, 3, 0]",Chicago Daily Tribune
still,"[1, 3, 0, 6, 0, 2, 0, 0, 0, 115, 47, 0, 4, 6, 3, 0, 35, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 1, 12, 0, 0, 6, 2, 9, 0, 0, 0, 11]",Chicago Daily Tribune
considers,"[65, 80, 10, 4, 17, 102, 3, 0, 0, 0, 7, 1, 24, 11, 31, 0, 20, 0]",Chicago Daily Tribune
semi-abstractions,[0],Chicago Daily Tribune
get,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 5, 113, 2, 19, 16, 1, 0, 0, 2]",Chicago Daily Tribune
anything,[],Chicago Daily Tribune
more,"[271, 7, 0, 0, 0, 0]",Chicago Daily Tribune
at,"[580, 0, 0, 35]",Chicago Daily Tribune
nourishment,"[0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
worth,"[0, 0, 18, 0]",Chicago Daily Tribune
gets,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 5, 113, 2, 19, 16, 1, 0, 0, 2]",Chicago Daily Tribune
Lotte,"[0, 0, 0, 0, 0, 0, 0, 0]",Chicago Daily Tribune
finely,"[22, 0, 0, 0]",Chicago Daily Tribune
sent,"[0, 2, 8, 10, 0, 1, 0, 0, 0, 1, 10, 16, 14, 72, 0, 26, 0, 7, 0, 17]",Chicago Daily Tribune
