w,vector_uso
comes,"[84, 0, 0, 5, 42, 12, 0, 0, 0, 3, 1, 123, 11, 3, 3, 163, 0, 0, 0, 0, 0, 0, 20, 22, 0]",Encounter with Evil
curled,"[0, 0, 2, 2, 0, 0, 1, 0, 2, 1]",Encounter with Evil
spread,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 4, 0, 0, 11, 0, 0, 1, 3, 0, 0, 0, 0, 0, 6, 0, 0, 2]",Encounter with Evil
instance,"[23, 2, 35, 3, 1, 1, 10]",Encounter with Evil
heart,"[1, 0, 1, 2, 14, 0, 3, 0, 0, 2, 0, 1, 0, 0, 0, 1, 2, 3, 0, 0, 0, 20, 0, 0, 11, 0, 23, 0, 5, 15, 2, 0]",Encounter with Evil
slum,"[0, 2]",Encounter with Evil
.,[],Encounter with Evil
been,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Encounter with Evil
above,"[0, 0, 0, 0, 20]",Encounter with Evil
wet,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 2, 1, 1, 0, 9, 0, 5, 0, 0, 1, 0, 0]",Encounter with Evil
off,"[2, 102, 0, 54, 1, 1, 0, 21, 0, 9, 7, 0, 40]",Encounter with Evil
work,"[0, 0, 0, 0, 0, 0, 6, 12, 0, 3, 113, 0, 0, 12, 9, 0, 24, 18, 0, 0, 0, 2, 3, 0, 1, 5, 37, 13, 0, 0, 43, 0, 22, 1, 127, 90, 39, 1, 6, 23, 0]",Encounter with Evil
husband's,[],Encounter with Evil
walking,"[17, 0, 0, 8]",Encounter with Evil
attempts,"[7, 0, 12, 22, 10, 0, 1, 0, 9, 3, 0]",Encounter with Evil
never,"[96, 0]",Encounter with Evil
arms,"[2, 0, 0, 3, 0, 5, 19, 0, 0, 2, 0, 0, 1, 0, 0, 0, 18, 0]",Encounter with Evil
frightened,"[5, 0, 0, 4, 0, 2, 1, 0, 1, 0, 0]",Encounter with Evil
careful,"[0, 6, 1, 4, 0]",Encounter with Evil
spot,"[16, 0, 0, 7, 2, 43, 0, 0, 0, 0, 72, 2, 0, 0, 37, 0, 1, 5, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 0, 11, 24, 6, 1, 0, 1, 0, 1]",Encounter with Evil
break,"[7, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0, 0, 3, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 47, 57, 0, 6, 51, 0, 12, 0, 4, 18, 0, 0, 0, 0, 0, 0, 3, 0, 0, 90, 0, 13, 0, 0, 0, 3, 0, 0, 0, 3, 5, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 11, 0, 0, 0, 7, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 2, 0, 2, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 6, 0]",Encounter with Evil
put,"[1, 0, 19, 0, 1, 4, 46, 3, 0, 0, 5, 51, 72, 0, 34, 0, 29]",Encounter with Evil
few,[71],Encounter with Evil
about,"[104, 2, 0, 23, 18, 0, 237, 182, 66, 85, 0, 0, 0, 3, 0, 0, 6]",Encounter with Evil
appeared,"[26, 0, 0, 3, 59]",Encounter with Evil
glass,"[5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Encounter with Evil
hadn't,[],Encounter with Evil
delinquency,"[0, 0, 0, 0]",Encounter with Evil
sniggered,"[0, 0]",Encounter with Evil
only,"[409, 25, 3, 4, 115, 13, 3, 1, 0, 211, 17, 3, 0, 0, 11]",Encounter with Evil
dangers,"[6, 15, 0]",Encounter with Evil
Walk,"[0, 8, 0, 17, 12, 0, 0, 0, 0]",Encounter with Evil
under,"[10, 71, 0]",Encounter with Evil
Lauren,[],Encounter with Evil
rash,"[0, 0, 2, 2, 0, 2, 0, 0]",Encounter with Evil
waved,"[1, 0, 7, 0, 0, 2, 1, 0]",Encounter with Evil
in,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",Encounter with Evil
between,"[0, 0, 83]",Encounter with Evil
their,[],Encounter with Evil
if,[],Encounter with Evil
thumb,"[1, 0, 0, 0, 1, 0, 3, 0, 8, 1, 0, 0]",Encounter with Evil
Steiner,"[0, 0]",Encounter with Evil
would,[],Encounter with Evil
stood,"[0, 0, 0, 5, 6, 13, 0, 0, 0, 19, 0, 2, 0, 0, 3, 0, 0]",Encounter with Evil
before,"[14, 0, 123, 17]",Encounter with Evil
watched,"[12, 4, 0, 6, 17, 0, 102, 0, 0, 11, 0, 1, 0, 4, 0, 4, 0]",Encounter with Evil
tore,"[2, 0, 8, 2, 0, 0, 5, 3, 7, 0, 0, 0, 1, 0, 0]",Encounter with Evil
profanity,[0],Encounter with Evil
borrow,"[0, 0, 0, 0]",Encounter with Evil
greasy,"[1, 0, 0, 0]",Encounter with Evil
closed,"[5, 2, 0, 0, 0, 0, 0, 27, 0, 21, 0, 2, 0]",Encounter with Evil
bottles,"[0, 0, 0, 6]",Encounter with Evil
yesterday,[6],Encounter with Evil
says,"[49, 0, 0, 21, 0, 0, 1, 70, 39, 12, 0, 0, 0, 34]",Encounter with Evil
works,"[0, 0, 0, 0, 0, 13, 1, 0, 0, 6, 12, 0, 1, 3, 113, 0, 0, 0, 0, 9, 24, 12, 18, 0, 0, 0, 2, 3, 0, 1, 5, 37, 13, 0, 0, 22, 0, 43, 0, 0, 22, 1, 127, 0, 0, 0, 90, 39, 1, 6, 23, 0, 0, 0, 0]",Encounter with Evil
my,[],Encounter with Evil
bridge,"[0, 3, 5, 0, 0, 0, 0]",Encounter with Evil
And,[],Encounter with Evil
nose,"[0, 0, 1, 9, 0, 0, 12, 0, 0, 0]",Encounter with Evil
What,[],Encounter with Evil
home,"[0, 72, 3, 0, 0, 52, 4, 3, 1, 8, 0, 0, 0, 54, 0, 0, 0, 3, 74, 0]",Encounter with Evil
for,[],Encounter with Evil
fast,"[0, 11, 9, 0, 5, 0, 5, 0, 0, 1, 0, 19, 0, 0, 0, 0, 0]",Encounter with Evil
grinned,[2],Encounter with Evil
hell,"[0, 0, 3, 0, 18, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Encounter with Evil
heard,"[5, 0, 0, 102, 0, 22, 24, 0, 4, 0, 3, 15, 0]",Encounter with Evil
waited,"[0, 0, 10, 15, 0, 0, 59]",Encounter with Evil
nasty,"[1, 1, 5, 0, 0, 0, 2]",Encounter with Evil
outside,"[4, 5, 0, 0, 0, 0, 0, 8, 2, 29, 1, 40]",Encounter with Evil
am,"[0, 0, 6, 11, 26, 0, 12, 0, 21, 6, 0, 0, 722, 0, 0, 0, 3, 1, 0, 0]",Encounter with Evil
convey,"[9, 1, 7, 2, 2, 0, 0, 18, 1, 123, 80, 1]",Encounter with Evil
tourists,"[0, 0, 0]",Encounter with Evil
trickling,"[0, 1, 0]",Encounter with Evil
those,[],Encounter with Evil
shoe,"[0, 0, 0, 3]",Encounter with Evil
measured,"[0, 0, 0, 0, 1, 1, 6, 17, 1, 8, 0, 1, 3, 4, 0, 0, 0]",Encounter with Evil
dark,"[0, 0, 0, 1, 0, 31, 0, 0, 2, 1, 0, 0, 0, 2, 51, 0, 0, 1, 8, 1, 5, 0, 0, 0, 3, 21, 1, 0, 8, 0, 1, 1, 13]",Encounter with Evil
were,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",Encounter with Evil
sweep,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 4, 5, 0, 0, 3, 9, 0, 6]",Encounter with Evil
next,"[20, 0, 37, 0, 0, 47]",Encounter with Evil
Quebec,"[0, 0]",Encounter with Evil
tissue,"[0, 1, 2]",Encounter with Evil
make,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 2, 0, 0, 0, 21, 0, 1, 0, 0]",Encounter with Evil
opened,"[38, 12, 0, 0, 51, 11, 10, 0]",Encounter with Evil
With,[],Encounter with Evil
Still,"[11, 0, 0, 0, 0, 0, 35, 0, 47, 2, 4, 103, 3, 0, 0, 0, 3, 0, 1, 2, 0, 115, 2, 0, 0, 1, 9, 0, 6, 0, 0, 0, 0, 0, 6, 6, 12, 0]",Encounter with Evil
'',[],Encounter with Evil
tell,"[0, 70, 1, 0, 2, 5, 0, 49, 15, 0, 39, 34, 0, 0, 0, 0, 0, 0, 0, 0]",Encounter with Evil
sending,"[1, 0, 7, 14, 26, 10, 72, 0, 17, 0, 0, 3, 16, 1, 0, 0, 0, 8, 0, 2]",Encounter with Evil
didn't,[],Encounter with Evil
Stupid,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0]",Encounter with Evil
attention,"[1, 7, 17, 0, 21]",Encounter with Evil
have,"[49, 2, 1, 4, 80, 0, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 0, 51, 17, 0]",Encounter with Evil
leave,"[0, 0, 51, 9, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 20, 27, 0, 0, 1, 218, 16, 12]",Encounter with Evil
felt,"[49, 0, 0, 55, 37, 49, 0, 40, 8, 0, 0, 1, 0]",Encounter with Evil
?,[],Encounter with Evil
person,"[7, 14, 4, 19, 4, 28]",Encounter with Evil
chairs,"[0, 14, 0, 0, 4, 0, 20, 8, 0, 0, 0]",Encounter with Evil
Heights,"[0, 0, 2, 3, 0, 0, 2, 0, 0, 61, 2, 29, 0, 2, 0]",Encounter with Evil
tracing,"[3, 3, 24, 2, 11, 0, 9, 6, 0, 0, 0]",Encounter with Evil
placed,"[0, 0, 6, 14, 7, 10, 72, 21, 4, 29, 37, 4, 0, 34, 3, 19, 2, 16, 1, 17, 2, 0, 19, 1, 51, 1, 0, 46, 3, 12]",Encounter with Evil
on,"[37, 839]",Encounter with Evil
they,[],Encounter with Evil
Impatiently,[1],Encounter with Evil
kidding,"[0, 0, 4, 0, 0, 0]",Encounter with Evil
zipper,"[0, 0, 0, 1, 0]",Encounter with Evil
somewhere,"[1, 5]",Encounter with Evil
booths,"[0, 0, 2, 0, 0, 0]",Encounter with Evil
won't,[],Encounter with Evil
latch,"[0, 0]",Encounter with Evil
restaurant,"[0, 3, 0, 0]",Encounter with Evil
reaching,"[0, 1, 0, 1, 0, 0, 51, 5, 113, 0, 7, 4, 11, 3, 5, 1, 0, 0, 0, 11, 50, 1, 12, 0, 21, 1]",Encounter with Evil
paying,"[0, 0, 8, 0, 0, 6, 0, 6, 19, 0, 3, 51, 0, 2, 0, 0, 0]",Encounter with Evil
tasted,"[0, 1, 0, 0, 0, 22, 7]",Encounter with Evil
time,"[0, 0, 3, 0, 0, 1, 0, 1, 188]",Encounter with Evil
big,"[53, 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 61, 0, 7, 0, 13, 0, 0, 0, 19, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 18]",Encounter with Evil
it,"[0, 0]",Encounter with Evil
out,"[0, 0, 0, 0, 4, 309, 2, 0, 0, 0, 0, 1, 0, 0, 40]",Encounter with Evil
coke,"[13, 0, 0, 6, 0, 0, 1]",Encounter with Evil
white,"[0, 0, 0, 36, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Encounter with Evil
Not,"[0, 602]",Encounter with Evil
pull,"[0, 0, 3, 7, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 9, 14, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4]",Encounter with Evil
sitter,"[0, 0, 0, 0, 21, 0, 0, 0, 0, 0]",Encounter with Evil
busy,"[0, 0, 3, 0, 4, 0, 0, 0, 1, 0]",Encounter with Evil
Rat-face,[],Encounter with Evil
knew,"[49, 0, 0, 2, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",Encounter with Evil
more,"[7, 0, 0, 0, 271, 0]",Encounter with Evil
message,"[7, 2, 0, 8]",Encounter with Evil
two,"[0, 0, 26, 0, 158]",Encounter with Evil
place,"[12, 0, 16, 0, 7, 14, 43, 10, 72, 21, 0, 0, 4, 37, 4, 0, 34, 3, 19, 2, 16, 1, 54, 0, 10, 17, 2, 0, 0, 1, 1, 1, 7, 0, 0, 46, 12, 6, 43, 0, 51, 3, 29]",Encounter with Evil
still,"[11, 0, 0, 0, 0, 0, 35, 0, 47, 2, 4, 103, 3, 0, 0, 0, 3, 0, 1, 2, 0, 115, 2, 0, 0, 1, 9, 0, 6, 0, 0, 0, 0, 0, 6, 6, 12, 0]",Encounter with Evil
awful,"[3, 0, 1, 0, 7, 0, 2, 2, 2, 4, 0, 0, 0, 2, 4, 0, 0, 0, 6, 4, 2, 0, 0, 3, 0, 1, 0]",Encounter with Evil
Get,"[0, 49, 0, 84, 0, 2, 1, 1, 0, 0, 1, 80, 0, 0, 0, 0, 0, 12, 3, 0, 113, 6, 0, 0, 18, 123, 7, 18, 2, 0, 0, 23, 9, 0, 33, 2, 0, 19, 3, 0, 3, 11, 0, 0, 0, 0, 0, 0, 492, 8, 0, 19, 5, 55, 6, 0, 0, 0, 0, 4, 51, 16, 90, 0, 0, 12, 21, 0, 3, 1]",Encounter with Evil
customers,"[0, 1]",Encounter with Evil
Now,"[12, 28, 0, 129, 12, 2, 0, 0, 0, 0, 3, 1, 0]",Encounter with Evil
second,"[1, 0, 45, 0, 0, 0, 1, 5, 0, 0, 0, 40, 1, 0, 13, 0, 0, 0, 24, 0, 162]",Encounter with Evil
top,"[0, 3, 0, 1, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 2, 29, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 12, 20, 0, 0, 0]",Encounter with Evil
crashed,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",Encounter with Evil
else,[],Encounter with Evil
you,[],Encounter with Evil
softly,"[10, 6, 2, 7, 3]",Encounter with Evil
blanket,"[0, 0, 3, 4, 0, 16, 0, 3, 0, 8, 0, 0]",Encounter with Evil
thirsty,"[0, 3, 0]",Encounter with Evil
chattered,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 8, 0, 0]",Encounter with Evil
container,[0],Encounter with Evil
herself,[],Encounter with Evil
sleep,"[19, 0, 0, 0, 0, 0, 16, 0, 0, 1, 0]",Encounter with Evil
where,[],Encounter with Evil
was,"[0, 6, 21, 6, 0, 722, 0, 11, 0, 3, 26, 1, 15, 12, 0]",Encounter with Evil
rubbed,"[1, 0, 0, 0, 1, 0]",Encounter with Evil
building,"[0, 0, 0, 0, 9, 6, 10, 3, 0, 8, 113]",Encounter with Evil
question,"[0, 6, 0, 14, 0, 0, 11, 0, 0, 0, 33, 73, 0, 0, 3, 2, 0]",Encounter with Evil
up,"[4, 0, 0, 3, 307, 0]",Encounter with Evil
subsequent,[1],Encounter with Evil
offered,"[1, 0, 11, 1, 0, 0, 0, 4, 2, 0, 16, 0]",Encounter with Evil
heavy,"[53, 0, 0, 30, 9, 0, 0, 0, 0, 0, 1, 4, 0, 61, 0, 0, 0, 0, 33, 0, 25, 3, 0, 0, 1, 0, 0, 1, 0, 7, 0, 0, 0, 0, 0, 2, 0, 0, 18, 0, 0]",Encounter with Evil
not,"[0, 602]",Encounter with Evil
cold,"[4, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 15, 0]",Encounter with Evil
shut,"[5, 0, 0, 0, 1, 27, 21]",Encounter with Evil
room,"[123, 15, 31, 0]",Encounter with Evil
ran,"[0, 2, 7, 0, 6, 0, 2, 1, 0, 0, 21, 1, 0, 7, 0, 3, 9, 2, 0, 0, 1, 0, 11, 0, 0, 0, 19, 0, 5, 0, 43, 0, 0, 30, 2, 0, 74, 0, 1, 9, 127, 90, 0, 1, 0, 23, 12, 0, 20, 0, 2, 6]",Encounter with Evil
definite,[6],Encounter with Evil
throbbed,"[0, 0, 0, 0, 0, 1]",Encounter with Evil
how,[],Encounter with Evil
to,[],Encounter with Evil
think,"[0, 14, 0, 65, 0, 31, 5, 12, 0, 0, 37, 10, 0, 12, 0, 2, 0, 15, 0]",Encounter with Evil
give,"[7, 0, 19, 6, 51, 1, 0, 4, 0, 3, 113, 3, 36, 1, 13, 0, 6, 0, 11, 38, 0, 6, 492, 32, 1, 0, 19, 0, 10, 0, 0, 0, 17, 1, 50, 0, 0, 3, 12, 13, 6, 2, 1]",Encounter with Evil
Something,[],Encounter with Evil
shown,"[8, 21, 3, 7, 1, 19, 0, 15, 37, 36, 44, 3, 0, 1, 20, 0, 1, 7, 1, 0, 0, 0, 6, 1]",Encounter with Evil
could,[],Encounter with Evil
believe,"[7, 10, 65, 31, 0]",Encounter with Evil
box,"[4, 4, 0, 17, 0, 0, 0]",Encounter with Evil
Landis,[],Encounter with Evil
Falls,"[0, 0, 0, 84, 0, 2, 0, 0, 6, 2, 0, 4, 0, 0, 13, 0, 0, 1, 0, 3, 0, 4, 0, 1, 1, 0, 0, 2, 1, 0, 0, 47, 9, 4, 0, 0, 20, 0, 0, 12, 0, 0, 3, 0, 0, 0, 0]",Encounter with Evil
phony,"[0, 0, 1, 1, 0, 0, 0, 0, 0]",Encounter with Evil
releasing,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 37, 0, 0, 2, 1, 0, 0, 16, 0, 7, 0, 0, 0, 4, 22]",Encounter with Evil
even,"[10, 1, 0, 1, 14, 8, 0, 14, 47, 0, 115, 103]",Encounter with Evil
wall,"[0, 0, 1, 0, 0, 0, 14, 12]",Encounter with Evil
pipe,"[0, 1, 0, 0, 0, 2, 6, 0, 2, 0]",Encounter with Evil
found,"[13, 0, 3, 3, 0, 7, 123, 3, 2, 1, 1, 7, 0, 21, 59, 3, 0, 1, 37, 5, 55, 0, 0, 0, 17, 102, 8, 0, 8, 1, 0, 1, 4, 14, 0, 0]",Encounter with Evil
This,[],Encounter with Evil
gotta,[],Encounter with Evil
order,"[0, 0, 0, 1, 0, 70, 0, 11, 21, 0, 0, 0, 0, 72, 0, 0, 39, 0, 1, 0, 1, 34, 3, 0, 0, 0, 17, 11, 1, 0, 1, 0, 51, 0, 0, 0, 0, 0, 0, 12, 0, 0]",Encounter with Evil
