w,vector_uso
slit,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Ikon
fixed,"[0, 0, 1, 0, 0, 113, 0, 0, 123, 3, 2, 4, 0, 4, 0, 7, 6, 0, 0, 0, 0, 7, 21, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 0, 1, 46]",The Ikon
laughed,"[0, 10, 0]",The Ikon
English,"[61, 0, 14, 0]",The Ikon
Big,"[53, 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 61, 0, 7, 0, 13, 0, 0, 0, 19, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 18]",The Ikon
knowledge,"[0, 18, 0]",The Ikon
In,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",The Ikon
motion,"[6, 0, 16, 0, 19, 33, 0, 5, 0]",The Ikon
always,"[59, 46, 0, 0, 0, 7, 4, 3]",The Ikon
sound,"[0, 0, 0, 0, 0, 4, 11, 0, 1, 4, 0, 0, 25, 134, 0, 0, 4, 90, 0, 0, 0, 30, 18]",The Ikon
quick,"[11, 2, 1, 1, 0, 9, 5, 0, 21, 19, 11, 1, 13, 0]",The Ikon
be,"[6, 21, 6, 0, 722, 0, 11, 0, 4, 3, 26, 1, 12, 0, 0, 0]",The Ikon
try,"[8, 0, 1, 15, 0, 4, 10, 7, 3, 9, 1, 22, 0, 18, 0, 7, 12, 0, 2, 0, 1]",The Ikon
him,[],The Ikon
don't,[],The Ikon
which,[],The Ikon
whir,"[0, 0, 0, 0, 1, 0, 1]",The Ikon
honest,"[15, 0, 134, 24, 9, 1, 2]",The Ikon
because,[],The Ikon
warped,"[0, 0, 0, 0, 0, 1, 0]",The Ikon
went,"[5, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 0, 123, 0, 3, 0, 0, 33, 26, 19, 6, 0, 0, 17, 19, 0, 0, 0, 43, 25, 0, 0, 0, 1, 0, 6, 0, 0, 11, 127, 90, 0, 0, 12, 20, 13, 0, 0, 1, 0, 83]",The Ikon
speak,"[2, 6, 26, 14, 0, 0, 14]",The Ikon
Off,"[2, 102, 0, 54, 1, 1, 0, 21, 0, 9, 7, 0, 40]",The Ikon
hand,"[0, 0, 0, 50, 0, 0, 20, 0, 12, 0, 1, 51, 0, 1, 11, 0]",The Ikon
angry,"[10, 7, 1, 0, 0]",The Ikon
hulk,"[0, 0, 3, 0, 2, 0, 0]",The Ikon
size,"[18, 0, 0]",The Ikon
supports,"[0, 0, 0, 0, 2, 5, 13, 0, 0, 0, 0, 35, 0, 0, 0, 3, 1, 0, 0, 6, 0, 19, 0, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 3, 0, 33, 0, 3, 0, 0, 0, 0, 0, 0, 0, 17, 2, 0, 162]",The Ikon
walk,"[0, 8, 0, 17, 12, 0, 0, 0, 0]",The Ikon
safe,"[0, 0, 13, 134, 4, 3, 0, 8]",The Ikon
overheat,[0],The Ikon
Give,"[7, 0, 19, 6, 51, 1, 0, 4, 0, 3, 113, 3, 36, 1, 13, 0, 6, 0, 11, 38, 0, 6, 492, 32, 1, 0, 19, 0, 10, 0, 0, 0, 17, 1, 50, 0, 0, 3, 12, 13, 6, 2, 1]",The Ikon
notice,"[0, 2, 0, 4, 4, 10, 3, 0, 4, 9, 9, 0, 55, 0, 1, 1, 8, 0, 4]",The Ikon
waves,"[0, 1, 0, 0, 0, 7, 0, 0, 0, 0, 2, 1, 0]",The Ikon
fear-filled,[],The Ikon
glowed,"[0, 1, 1, 0, 3]",The Ikon
advanced,"[18, 0, 0, 0, 0, 0, 0, 3, 6, 0, 5, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 16, 3, 7, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4]",The Ikon
lacked,"[10, 3]",The Ikon
hut,"[0, 0, 1, 0, 0, 0, 0]",The Ikon
will,"[0, 0, 32, 218, 0]",The Ikon
but,"[409, 25, 115, 211, 11]",The Ikon
come,"[84, 0, 0, 5, 42, 12, 0, 0, 0, 3, 1, 123, 11, 3, 3, 163, 0, 0, 0, 0, 0, 0, 20, 22, 0]",The Ikon
trip,"[0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 6, 0, 4, 0]",The Ikon
interested,"[5, 14, 8, 0, 12, 33, 1]",The Ikon
wild,"[10, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 0, 2, 0, 1, 0, 0, 0, 7, 1, 0, 0]",The Ikon
hung,"[1, 0, 20, 2, 0, 0, 4, 0, 3, 0]",The Ikon
door,"[36, 0, 2, 0]",The Ikon
again,"[0, 0, 0, 74]",The Ikon
He,"[0, 1039, 2, 486]",The Ikon
part,"[0, 16, 4, 12, 4, 47, 6, 0, 0, 0, 17, 5, 1, 0, 0, 0, 0, 1, 19, 7, 0, 0, 3, 3, 6, 0, 9, 11, 12, 0, 5, 6, 13, 30, 1, 0]",The Ikon
coils,"[0, 0, 0, 0, 2, 0, 7, 6, 0, 0, 0, 0, 1, 0, 0]",The Ikon
opening,"[0, 0, 11, 51, 0, 0, 0, 0, 38, 0, 0, 0, 11, 10, 0, 0, 10, 0, 0, 1, 0]",The Ikon
cover,"[0, 0, 0, 20, 0, 2, 0, 8, 1, 6, 1, 0, 6, 0, 3, 0, 0, 8, 3, 0, 4, 5, 0, 0, 29, 10, 0, 1, 0, 0, 1, 13, 3, 0, 0, 4, 1, 2, 0, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 2, 162]",The Ikon
distance,"[0, 0, 43, 9, 16, 0]",The Ikon
wandered,"[0, 0, 0, 12, 21, 1, 3, 0, 0, 0, 1, 0, 7, 4, 0, 0, 0, 0, 3, 0, 2, 0]",The Ikon
tripod,[0],The Ikon
hundred,"[11, 0, 0, 1, 0, 23, 13]",The Ikon
solid,"[0, 1, 0, 11, 0, 8, 1, 28, 25, 0, 1, 2, 0, 14]",The Ikon
blackness,"[0, 0, 0, 0, 21, 2]",The Ikon
clip,"[0, 0, 0, 0, 1, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 6, 4, 1, 188]",The Ikon
child's,[],The Ikon
yourself,[],The Ikon
lost,"[1, 0, 2, 9, 3, 32, 0, 1, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 6, 0, 0, 2, 0]",The Ikon
might,"[81, 58, 0]",The Ikon
point,"[0, 0, 6, 0, 0, 0, 0, 14, 0, 73, 72, 0, 4, 0, 14, 0, 37, 3, 0, 0, 1, 18, 44, 5, 0, 0, 0, 0, 0, 16, 0, 0, 2, 0, 11, 22, 7, 1, 8, 2, 0, 0, 0, 6, 0, 3, 0]",The Ikon
exclaimed,"[0, 0, 0, 2, 0, 4, 1, 0]",The Ikon
Figures,"[0, 0, 6, 42, 0, 3, 0, 1, 0, 0, 31, 0, 18, 0, 13, 0, 0, 0, 5, 13, 0, 12, 1, 0, 20, 0, 0, 9, 4, 8, 6, 22, 0, 0, 0, 39, 102, 1, 1, 0, 0]",The Ikon
countryside,[0],The Ikon
malevolencies,"[0, 1, 0]",The Ikon
ache,"[4, 16, 0, 0, 0, 0, 1, 3, 2]",The Ikon
this,[],The Ikon
gaze,"[2, 1, 11]",The Ikon
occur,"[0, 84, 0, 0, 12, 0, 0, 0, 14, 3]",The Ikon
ivory,"[0, 0, 0, 2, 3]",The Ikon
pilgrimage,"[0, 0]",The Ikon
ringing,"[0, 0, 0, 0, 0, 25, 1, 11, 0, 0, 0, 0, 1, 1, 12, 0, 1, 0, 0, 0, 0, 10, 0]",The Ikon
Automatic,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 5]",The Ikon
ridge,"[0, 3, 0, 0]",The Ikon
together,"[30, 0, 0]",The Ikon
children's,[],The Ikon
walked,"[17, 0]",The Ikon
west,"[0, 0, 12, 2, 0, 24, 0, 0, 0, 0, 0, 2]",The Ikon
Where,[],The Ikon
reflected,"[0, 0, 0, 2, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 0]",The Ikon
good,"[0, 115, 0, 0, 8, 0, 8, 7, 5, 5, 84, 82, 0, 1, 2, 1, 3, 0, 3, 7, 0, 23, 2, 0, 0, 25, 0, 134, 1, 9, 0, 24, 4, 0, 0, 8, 1]",The Ikon
Pierre,"[1, 0]",The Ikon
near-strangers,[],The Ikon
tension,"[0, 4, 0, 0, 5, 0]",The Ikon
.,[],The Ikon
been,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",The Ikon
amidst,[],The Ikon
above,"[0, 0, 0, 0, 20]",The Ikon
off,"[2, 102, 0, 54, 1, 1, 0, 21, 0, 9, 7, 0, 40]",The Ikon
write,"[1, 14, 0, 0, 0, 1, 3, 4]",The Ikon
Brittany,"[0, 0, 0]",The Ikon
release,"[0, 1, 0, 0, 3, 0, 4, 0, 2, 0, 0, 0, 0, 1, 1, 0, 37, 0, 3, 0, 1, 0, 0, 7, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 3, 71, 16, 0, 7, 0, 2, 0, 0, 0, 4, 22]",The Ikon
vague,"[1, 0, 1, 1, 2, 0, 3]",The Ikon
immobility,"[2, 0, 0]",The Ikon
spot,"[16, 0, 0, 7, 2, 43, 0, 0, 0, 0, 72, 2, 0, 0, 37, 0, 1, 5, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 1, 0, 11, 24, 6, 1, 0, 1, 0, 1]",The Ikon
granted,"[2, 6, 0, 41, 1, 1, 0, 51, 0, 2, 0, 12]",The Ikon
tread,"[12, 0, 3, 1, 5]",The Ikon
anybody,[],The Ikon
about,"[104, 2, 0, 23, 18, 0, 237, 182, 66, 85, 0, 0, 0, 3, 0, 0, 6]",The Ikon
concertina,[0],The Ikon
hadn't,[],The Ikon
must,"[0, 0, 115]",The Ikon
fact,[74],The Ikon
itself,[],The Ikon
briefing,"[10, 0]",The Ikon
only,"[409, 25, 3, 4, 115, 13, 3, 1, 0, 211, 17, 3, 0, 0, 11]",The Ikon
under,"[10, 71, 0]",The Ikon
awake,"[16, 0, 5, 2, 0, 4, 0, 0, 1]",The Ikon
between,"[0, 0, 83]",The Ikon
in,"[3, 0, 0, 2, 1, 152, 2255, 0, 0, 0]",The Ikon
testicle,"[10, 0, 0, 1, 0, 1, 0, 1]",The Ikon
their,[],The Ikon
if,[],The Ikon
ask,"[6, 5, 54, 0, 0, 80, 15, 0, 14, 22, 1, 0]",The Ikon
most,"[0, 104, 18, 0, 66, 0, 3, 23, 237]",The Ikon
would,[],The Ikon
stood,"[0, 0, 0, 5, 6, 13, 0, 0, 0, 19, 0, 2, 0, 0, 3, 0, 0]",The Ikon
before,"[14, 0, 123, 17]",The Ikon
cloud,"[0, 1, 0, 0, 6, 0, 0, 3, 0, 0, 5, 0, 2, 0, 0, 0]",The Ikon
watched,"[12, 4, 0, 6, 17, 0, 102, 0, 0, 11, 0, 1, 0, 4, 0, 4, 0]",The Ikon
vouching,"[2, 0]",The Ikon
wait,"[17, 0, 0, 10, 17, 1, 15, 0, 0, 0, 59, 0]",The Ikon
slope's,[],The Ikon
addition,"[6, 0, 0, 0, 12, 13, 5, 0]",The Ikon
nine,"[0, 0, 0, 0, 0, 3, 0, 11, 0, 8, 0]",The Ikon
sure,"[9, 42, 16, 0, 0, 42, 0, 0, 0, 2]",The Ikon
diluting,"[5, 0, 14, 9, 0, 0, 0, 20, 5]",The Ikon
my,[],The Ikon
extended,"[0, 4, 1, 8, 0, 0, 0, 11, 0, 1, 0, 0, 0, 5, 43, 13, 4, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 90, 0, 12, 3, 20, 0]",The Ikon
And,[],The Ikon
defied,"[5, 17, 0, 0, 2, 3, 1]",The Ikon
hoops,"[0, 0, 12, 1, 0, 0, 0, 0]",The Ikon
for,[],The Ikon
united,"[3, 5, 2, 4, 0, 3, 5, 0, 0, 0]",The Ikon
clump,"[0, 1, 1, 0, 0, 10, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 4]",The Ikon
extra,"[0, 24, 0, 0, 0, 2, 0, 2, 0, 5, 6, 13]",The Ikon
peninsula,[1],The Ikon
forgotten,"[0, 5, 32, 0, 0, 1, 15, 9]",The Ikon
thoughts,"[67, 15, 17, 0, 1, 0, 0, 0, 1, 31, 4]",The Ikon
wounded,"[0, 2, 16, 3, 2, 1, 0, 1]",The Ikon
mercifully,[1],The Ikon
filed,"[0, 1, 0, 8, 2]",The Ikon
Wait,"[17, 0, 0, 10, 17, 1, 15, 0, 0, 0, 59, 0]",The Ikon
footstep,"[12, 0, 0, 3, 5]",The Ikon
abbey,[0],The Ikon
bounced,"[0, 0, 0, 0, 0, 19, 0, 0, 7, 3]",The Ikon
parlor,"[0, 0, 0, 0, 4, 0]",The Ikon
outside,"[4, 5, 0, 0, 0, 0, 0, 8, 2, 29, 1, 40]",The Ikon
land,"[1, 32, 3, 0, 2, 5, 0, 0, 11, 49, 0, 18, 0, 21, 0, 2, 0, 0, 11, 3, 0, 28, 8, 0, 1, 0, 0, 0, 0, 146, 16, 0]",The Ikon
ones,"[786, 5, 29, 24, 321, 1]",The Ikon
provides,"[11, 0, 32, 12, 1, 0, 0, 0, 16, 0, 1, 3]",The Ikon
dark,"[0, 0, 0, 1, 0, 31, 0, 0, 2, 1, 0, 0, 0, 2, 51, 0, 0, 1, 8, 1, 5, 0, 0, 0, 3, 21, 1, 0, 8, 0, 1, 1, 13]",The Ikon
were,"[6, 21, 6, 0, 722, 0, 11, 3, 26, 1, 12, 0]",The Ikon
oui,[],The Ikon
next,"[20, 0, 37, 0, 0, 47]",The Ikon
range,"[1, 0, 0, 1, 2, 0, 0, 0, 72, 21, 0, 0, 0, 0, 0, 0, 13, 0, 0, 1, 34, 11, 0, 1, 3, 43, 7, 0, 0, 4, 0, 17, 0, 4, 3, 0, 3, 0, 6, 0, 2, 0, 12]",The Ikon
bones,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 2]",The Ikon
marked,"[3, 9, 1, 3, 0, 0, 0, 10, 0, 8, 2, 0, 0, 6, 9, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 8, 0, 0, 46, 0, 12]",The Ikon
make,"[0, 9, 0, 0, 1, 1, 1, 0, 0, 80, 0, 1, 8, 0, 51, 5, 3, 0, 113, 0, 0, 0, 0, 18, 123, 31, 0, 0, 0, 9, 0, 6, 4, 0, 4, 11, 163, 0, 0, 26, 0, 0, 0, 492, 9, 1, 0, 21, 0, 0, 0, 0, 0, 0, 16, 0, 17, 127, 39, 0, 0, 2, 0, 0, 0, 21, 0, 1, 0, 0]",The Ikon
ponderous,"[0, 1, 18]",The Ikon
opened,"[38, 12, 0, 0, 51, 11, 10, 0]",The Ikon
shattered,"[0, 0, 1]",The Ikon
great,"[53, 0, 30, 0, 0, 0, 0, 61, 1, 0, 5, 3, 4, 2, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 18]",The Ikon
With,[],The Ikon
curious,"[0, 0, 8, 6, 5, 2, 3, 1]",The Ikon
flashes,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 3]",The Ikon
'',[],The Ikon
burn,"[0, 0, 1, 29, 1, 0, 1, 0, 3, 7, 0, 1, 0, 0, 0, 1, 0, 20]",The Ikon
surrounding,"[0, 0, 0, 12, 0, 0, 0, 0, 3, 0, 0, 1, 0, 0, 14, 0, 12]",The Ikon
become,"[123, 90, 33, 37, 7]",The Ikon
artillery,"[28, 5, 0, 0, 1, 0]",The Ikon
gentle,"[0, 0, 0, 0, 0, 16, 0, 0, 6, 0, 3, 0, 0, 0, 0, 0, 0, 1, 13]",The Ikon
didn't,[],The Ikon
muzzle,"[0, 0, 2]",The Ikon
journey,"[0, 3, 6]",The Ikon
snugly,[1],The Ikon
crowded,"[4, 2, 8, 0, 2]",The Ikon
diffused,"[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 1, 0, 0, 11, 0, 0, 3, 0, 0, 0, 2]",The Ikon
figures,"[0, 0, 6, 42, 0, 3, 0, 1, 0, 0, 31, 0, 18, 0, 13, 0, 0, 0, 5, 13, 0, 12, 1, 0, 20, 0, 0, 9, 4, 8, 6, 22, 0, 0, 0, 39, 102, 1, 1, 0, 0]",The Ikon
Aj,[],The Ikon
attention,"[1, 7, 17, 0, 21]",The Ikon
have,"[49, 2, 1, 4, 80, 0, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 0, 51, 17, 0]",The Ikon
thirty-caliber,[],The Ikon
felt,"[49, 0, 0, 55, 37, 49, 0, 40, 8, 0, 0, 1, 0]",The Ikon
?,[],The Ikon
shapes,"[0, 0, 1, 3, 12, 6, 3, 0, 1, 0, 1, 17, 5, 13, 0, 0, 0, 9, 4, 8, 22, 0, 0, 0, 127, 0, 0, 39, 0, 1]",The Ikon
having,"[49, 2, 1, 4, 80, 0, 0, 51, 3, 113, 18, 7, 123, 2, 6, 0, 111, 6, 6, 4, 1, 492, 0, 0, 51, 17, 0]",The Ikon
hills,"[0, 6, 0, 0, 2, 3, 0, 0]",The Ikon
placed,"[0, 0, 6, 14, 7, 10, 72, 21, 4, 29, 37, 4, 0, 34, 3, 19, 2, 16, 1, 17, 2, 0, 19, 1, 51, 1, 0, 46, 3, 12]",The Ikon
on,"[37, 839]",The Ikon
pallid,"[0, 0, 7, 3]",The Ikon
they,[],The Ikon
briefed,[10],The Ikon
!,[],The Ikon
shoulders,"[5, 0, 0, 0]",The Ikon
vain,"[0, 1, 2, 0, 0, 0, 0, 0, 0, 2, 0]",The Ikon
beyond,[18],The Ikon
somewhere,"[1, 5]",The Ikon
chords,"[0, 1, 0]",The Ikon
pulls,"[0, 0, 3, 7, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 9, 14, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4]",The Ikon
afternoon,"[13, 0]",The Ikon
sticky,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",The Ikon
time,"[0, 0, 3, 0, 0, 1, 0, 1, 188]",The Ikon
big,"[53, 0, 30, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 61, 0, 7, 0, 13, 0, 0, 0, 19, 0, 4, 0, 8, 0, 0, 0, 0, 0, 0, 0, 18]",The Ikon
field,"[1, 2, 1, 0, 0, 1, 0, 0, 0, 5, 7, 24, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 32, 0, 0, 0, 0, 0, 0, 0, 0, 34]",The Ikon
immediately,"[12, 0, 12, 129, 0, 0, 0, 3, 1, 0]",The Ikon
it,"[0, 0]",The Ikon
peering,[0],The Ikon
hatred,"[5, 11]",The Ikon
out,"[0, 0, 0, 0, 4, 309, 2, 0, 0, 0, 0, 1, 0, 0, 40]",The Ikon
Yet,"[0, 0, 0, 35, 47, 1, 3, 103, 0, 0, 115, 0, 0, 0, 1, 6, 0, 0, 0]",The Ikon
white,"[0, 0, 0, 36, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Ikon
pull,"[0, 0, 3, 7, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 9, 14, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4]",The Ikon
Others,[],The Ikon
knew,"[49, 0, 0, 2, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 5, 26, 0, 0, 0, 49, 1, 0, 3, 0, 0, 0, 12, 8, 0, 0, 0, 0]",The Ikon
more,"[7, 0, 0, 0, 271, 0]",The Ikon
themselves,[],The Ikon
two,"[0, 0, 26, 0, 158]",The Ikon
still,"[11, 0, 0, 0, 0, 0, 35, 0, 47, 2, 4, 103, 3, 0, 0, 0, 3, 0, 1, 2, 0, 115, 2, 0, 0, 1, 9, 0, 6, 0, 0, 0, 0, 0, 6, 6, 12, 0]",The Ikon
place,"[12, 0, 16, 0, 7, 14, 43, 10, 72, 21, 0, 0, 4, 37, 4, 0, 34, 3, 19, 2, 16, 1, 54, 0, 10, 17, 2, 0, 0, 1, 1, 1, 7, 0, 0, 46, 12, 6, 43, 0, 51, 3, 29]",The Ikon
nicely,[1],The Ikon
coast,"[0, 1, 0, 0, 0, 6]",The Ikon
sharp,"[0, 0, 14, 0, 1, 0, 3, 0, 1, 0, 8, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2]",The Ikon
mourners,"[0, 0, 0, 0]",The Ikon
glacier-like,[],The Ikon
meaning,"[2, 2, 0, 14, 21, 0, 3, 2, 2, 0, 65, 0, 1, 11, 37, 0]",The Ikon
Now,"[12, 28, 0, 129, 12, 2, 0, 0, 0, 0, 3, 1, 0]",The Ikon
very,"[40, 1, 81, 0, 33, 5]",The Ikon
dirge,"[0, 0, 0, 1, 0]",The Ikon
live,"[49, 5, 0, 0, 4, 129, 12, 6, 0, 0, 1, 2, 0, 0, 26, 0, 16, 0, 0, 722, 0, 90, 83]",The Ikon
merveilleux,[],The Ikon
scanned,"[0, 0, 21, 0, 1, 0]",The Ikon
Gouge,"[0, 0, 0, 1, 0, 1, 5, 0, 0, 0]",The Ikon
weapons,"[5, 0, 18, 0]",The Ikon
Mexican,[0],The Ikon
departure,"[1, 3, 7, 71, 2, 0, 9, 7, 16, 0, 0, 3]",The Ikon
beatings,"[0, 0, 0, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 123, 0, 0, 23, 0, 0, 0, 1, 2, 0, 0, 6, 0, 0, 0, 0, 0, 5, 0, 1, 0, 6, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",The Ikon
presence,"[41, 0, 3, 4, 0]",The Ikon
weirdly,[0],The Ikon
months,"[0, 8]",The Ikon
stone-gray,"[0, 0, 0, 0, 0, 0, 0, 0]",The Ikon
you,[],The Ikon
That,[],The Ikon
ray,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",The Ikon
turmoil,"[0, 0, 0, 6, 0, 0, 1]",The Ikon
rest,"[0, 0, 0, 0, 1, 2, 26, 0, 3, 0, 0, 8, 0, 0, 1, 1, 0, 0, 0, 16, 16, 0, 19, 13, 0, 8]",The Ikon
people,"[0, 0, 4, 0, 0, 2, 102]",The Ikon
Looming,"[0, 3, 0, 1, 0, 0, 0]",The Ikon
sweaty,[],The Ikon
cups,"[0, 1, 0, 0]",The Ikon
anyone,[],The Ikon
beam,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 26, 0, 10, 1, 0, 0, 2]",The Ikon
was,"[0, 6, 21, 6, 0, 722, 0, 11, 0, 3, 26, 1, 15, 12, 0]",The Ikon
booby,"[0, 0, 0, 1, 0, 1]",The Ikon
change,"[0, 5, 0, 7, 0, 34, 10, 1, 10, 0, 1, 5, 0, 6, 3]",The Ikon
approached,"[0, 0, 0, 0, 0, 0, 0, 23, 0, 11]",The Ikon
blast,"[1, 0, 0, 0, 0, 0, 0, 0, 29, 5, 0, 0, 9, 6, 0, 1, 1, 6, 1, 2, 2, 0]",The Ikon
up,"[4, 0, 0, 3, 307, 0]",The Ikon
crouch,"[3, 0, 0, 0, 0, 0, 0, 0, 1]",The Ikon
unseen,"[0, 0, 0, 0]",The Ikon
old,"[0, 11, 0, 0, 1, 9, 10, 10, 0, 0, 0, 0, 79]",The Ikon
Doesn't,[],The Ikon
not,"[0, 602]",The Ikon
tried,"[8, 0, 1, 15, 0, 4, 7, 6, 3, 9, 1, 22, 0, 0, 18, 0, 7, 12, 0, 2, 0, 21, 1]",The Ikon
horror,"[1, 0, 0, 4]",The Ikon
stuck,"[0, 1, 0, 1, 0, 0, 0, 0, 123, 1, 0, 23, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 16, 0, 0, 1, 0, 1, 0, 0, 4]",The Ikon
weeks,"[0, 33, 0, 0]",The Ikon
holds,"[0, 1, 0, 7, 0, 0, 0, 2, 10, 0, 13, 0, 1, 3, 4, 0, 0, 80, 0, 51, 1, 2, 35, 0, 0, 3, 113, 0, 0, 6, 0, 0, 6, 3, 1, 0, 0, 10, 6, 1, 0, 1, 0, 10, 0, 0, 0, 4, 0, 0, 4, 492, 5, 5, 0, 4, 1, 0, 0, 1, 0, 1, 38, 9, 3, 1, 0, 17, 2, 1, 0, 2, 1, 0, 12]",The Ikon
relax,"[0, 0, 9, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1]",The Ikon
room,"[123, 15, 31, 0]",The Ikon
large,"[53, 4, 30, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0]",The Ikon
ran,"[0, 2, 7, 0, 6, 0, 2, 1, 0, 0, 21, 1, 0, 7, 0, 3, 9, 2, 0, 0, 1, 0, 11, 0, 0, 0, 19, 0, 5, 0, 43, 0, 0, 30, 2, 0, 74, 0, 1, 9, 127, 90, 0, 1, 0, 23, 12, 0, 20, 0, 2, 6]",The Ikon
assumed,"[5, 0, 0, 80, 0, 0, 0, 9, 0, 6, 0, 0, 0, 6, 3, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 0, 6]",The Ikon
