Vivaldi,"[0, 0, 0]",Riding the Dark Train Out
over,"[22, 0, 1, 0, 6, 0, 163]",Riding the Dark Train Out
vernacular,"[0, 0, 20, 0, 0, 1, 1, 0, 2]",Riding the Dark Train Out
Ah-ah,[],Riding the Dark Train Out
defiantly,"[1, 0, 0]",Riding the Dark Train Out
before,"[14, 123, 0, 17]",Riding the Dark Train Out
scream,"[1, 0, 0, 0, 0, 0, 0, 4, 1, 5, 2, 0, 2, 0, 1, 0, 0, 0, 25, 0]",Riding the Dark Train Out
pig,"[2, 0, 0, 2, 4, 0, 5, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0]",Riding the Dark Train Out
answering,"[25, 1, 1, 163, 0, 1, 9, 3, 1]",Riding the Dark Train Out
didn't,[],Riding the Dark Train Out
every,[49],Riding the Dark Train Out
opening,"[0, 0, 38, 0, 10, 0, 0, 51, 0, 0, 1, 11, 0, 0, 10, 0, 0, 0, 11, 0, 0]",Riding the Dark Train Out
records,"[1, 44, 1, 0, 0, 21, 0, 19, 12, 0, 0, 0, 12, 0, 0, 0, 0, 2, 0, 0, 0]",Riding the Dark Train Out
off,"[7, 1, 1, 0, 102, 0, 0, 2, 0, 54, 40, 21, 9]",Riding the Dark Train Out
help,"[1, 0, 7, 19, 41, 1, 3, 3, 9, 0, 0, 0]",Riding the Dark Train Out
:,[],Riding the Dark Train Out
heard,"[15, 3, 0, 0, 4, 0, 22, 0, 0, 24, 5, 0, 102]",Riding the Dark Train Out
You,[],Riding the Dark Train Out
more,"[7, 0, 0, 0, 271, 0]",Riding the Dark Train Out
Feathertop,"[0, 0, 0, 0, 0]",Riding the Dark Train Out
He,"[2, 486, 0, 1039]",Riding the Dark Train Out
surprisingly,"[2, 1, 2]",Riding the Dark Train Out
got,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",Riding the Dark Train Out
other,"[183, 41, 10]",Riding the Dark Train Out
besides,"[121, 2, 3, 0, 118, 0]",Riding the Dark Train Out
indecent,"[0, 0, 0, 1, 0, 0]",Riding the Dark Train Out
be,"[4, 12, 1, 0, 11, 722, 6, 0, 26, 0, 0, 21, 0, 6, 3, 0]",Riding the Dark Train Out
inquired,"[1, 0, 3, 11, 22]",Riding the Dark Train Out
remembered,"[0, 1, 0, 65, 1, 5, 0, 0, 0, 0, 15]",Riding the Dark Train Out
circle,"[3, 0, 0, 0, 4, 3, 0, 0, 46, 0, 0, 0, 10, 0, 0, 12, 3, 0, 0, 0]",Riding the Dark Train Out
nodded,[1],Riding the Dark Train Out
askin',[],Riding the Dark Train Out
again,"[0, 74, 0, 0]",Riding the Dark Train Out
taste,"[0, 7, 0, 0, 0, 22, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0]",Riding the Dark Train Out
few,[71],Riding the Dark Train Out
its,"[0, 0]",Riding the Dark Train Out
gathered,"[0, 1, 0, 5, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 19]",Riding the Dark Train Out
liked,"[17, 21, 176, 9]",Riding the Dark Train Out
motioning,"[0, 5, 6]",Riding the Dark Train Out
pure,"[9, 0, 12, 22, 0, 0, 0, 6, 0, 3, 0, 0, 0, 1, 6, 2, 0, 0, 2]",Riding the Dark Train Out
threw,"[6, 0, 17, 0, 0, 9, 0, 0, 0, 51, 1, 6, 0, 1, 113, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 492, 6]",Riding the Dark Train Out
offal,[0],Riding the Dark Train Out
lonelier,"[1, 3, 0, 17, 10, 0]",Riding the Dark Train Out
diddle,"[0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Riding the Dark Train Out
connoisseur,"[0, 0]",Riding the Dark Train Out
stud,"[0, 0, 0, 0, 2, 0, 0, 0, 0]",Riding the Dark Train Out
hard,"[0, 0, 0, 7, 33, 2, 0, 18, 0, 5, 0, 0, 0, 7, 0, 2, 25, 17, 0, 0, 0, 0, 0, 0]",Riding the Dark Train Out
dim,"[0, 0, 21, 1, 0, 0, 3, 2, 7, 1, 1, 1, 0, 5, 0, 0, 0, 0]",Riding the Dark Train Out
early,"[183, 0, 41, 0, 0, 0, 10]",Riding the Dark Train Out
We,[],Riding the Dark Train Out
doped,"[0, 0, 1, 0, 0, 0]",Riding the Dark Train Out
freights,"[4, 0, 0, 0, 9, 0, 4, 0, 0, 0]",Riding the Dark Train Out
softer,"[0, 16, 0, 1, 2, 0, 3, 0, 0, 3, 6, 0, 0, 0, 0, 0, 0, 3]",Riding the Dark Train Out
or,"[0, 0, 1, 1, 0, 0, 0]",Riding the Dark Train Out
ball,"[1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10, 1, 0, 0, 0, 1, 0, 0]",Riding the Dark Train Out
pot,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2, 12, 2, 0, 3, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 0, 0, 10, 12, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 20, 0, 18, 0, 0, 235]",Riding the Dark Train Out
What,[],Riding the Dark Train Out
y'know,[],Riding the Dark Train Out
watched,"[12, 102, 0, 4, 0, 11, 17, 0, 1, 0, 4, 6, 0, 0, 0, 4, 0]",Riding the Dark Train Out
rise,"[0, 1, 8, 3, 2, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 12, 1, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 4, 7, 0, 4, 0, 12, 0, 0, 18]",Riding the Dark Train Out
finger,"[0, 37, 8, 1, 0, 0]",Riding the Dark Train Out
far,"[0, 0, 0, 57, 0, 0]",Riding the Dark Train Out
away,"[309, 497, 102, 40, 7, 29, 9]",Riding the Dark Train Out
flapping,"[2, 0, 0, 7, 0, 1, 0, 0, 23, 0]",Riding the Dark Train Out
three-quarters,"[0, 0]",Riding the Dark Train Out
nice,"[1, 0, 0, 1, 0, 1, 0, 0, 4, 11]",Riding the Dark Train Out
Boyd,[],Riding the Dark Train Out
here,"[96, 12, 0, 0]",Riding the Dark Train Out
three,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 56, 0, 0, 0]",Riding the Dark Train Out
explained,"[7, 5, 0]",Riding the Dark Train Out
never,"[0, 96]",Riding the Dark Train Out
we,[],Riding the Dark Train Out
fun,"[23, 4, 0, 7, 0]",Riding the Dark Train Out
for,[],Riding the Dark Train Out
breasts,"[10, 0, 0, 1, 0, 41, 0, 0, 0, 0]",Riding the Dark Train Out
get,"[0, 0, 0, 7, 0, 2, 0, 0, 0, 0, 23, 4, 0, 0, 3, 1, 0, 6, 0, 1, 33, 19, 0, 0, 51, 0, 0, 2, 0, 90, 2, 12, 5, 0, 0, 21, 0, 113, 0, 0, 19, 0, 80, 8, 1, 55, 1, 0, 0, 0, 11, 18, 18, 0, 3, 84, 0, 0, 0, 3, 6, 123, 9, 12, 0, 0, 49, 492, 3, 16]",Riding the Dark Train Out
?,[],Riding the Dark Train Out
eyes,"[0, 0, 0, 0, 11, 15, 70, 20, 23]",Riding the Dark Train Out
house,"[52, 0, 3, 0, 0, 0, 0, 0, 0, 54, 0, 2, 11, 13, 0, 74]",Riding the Dark Train Out
see,"[13, 6, 1, 0, 8, 0, 11, 1, 0, 4, 22, 0, 0, 59, 0, 15, 0, 4, 10, 4, 0, 0, 8, 3, 0, 12, 2, 0, 17, 0, 0, 7, 0, 0, 17, 1, 3, 55, 0, 0, 0, 2, 7, 0, 20, 38, 0, 0, 0, 6, 4, 49, 5, 102, 19]",Riding the Dark Train Out
sacks,"[0, 0, 0, 3, 0, 7, 2, 0, 0, 0, 1, 0, 29, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 7, 0, 26, 0, 0, 0, 0, 235, 7, 0]",Riding the Dark Train Out
sheets,"[0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 18, 12, 0, 5]",Riding the Dark Train Out
leaped,"[7, 0, 4, 3, 19]",Riding the Dark Train Out
newspaper,"[4, 17, 0, 0]",Riding the Dark Train Out
under,"[0, 71, 10]",Riding the Dark Train Out
within,"[25, 38]",Riding the Dark Train Out
he,"[2, 486, 0, 1039]",Riding the Dark Train Out
told,"[0, 0, 1, 0, 0, 0, 49, 0, 70, 15, 0, 0, 34, 2, 5, 39, 0, 0]",Riding the Dark Train Out
open,"[12, 0, 7, 0, 0, 38, 0, 51, 0, 2, 0, 0, 0, 25, 0, 3, 10, 0, 26, 0, 0, 0, 0, 0, 11, 18, 4, 0]",Riding the Dark Train Out
offer,"[4, 0, 0, 0, 1, 12, 1, 4, 2, 11, 90, 0, 0, 16, 0, 3, 0, 0]",Riding the Dark Train Out
clobbered,"[0, 1, 3, 1, 0, 0, 1, 1]",Riding the Dark Train Out
couple,"[5, 11, 0, 0, 2, 1, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0]",Riding the Dark Train Out
face,"[0, 8, 0, 62, 59, 0, 61, 36, 0, 14, 3, 0, 41, 0, 0, 0, 1, 35, 5, 0]",Riding the Dark Train Out
itself,[],Riding the Dark Train Out
driving,"[5, 3, 5, 14, 0, 1, 0, 9, 1, 24, 0, 0, 0, 11, 123, 7, 4, 80, 0]",Riding the Dark Train Out
what're,[],Riding the Dark Train Out
kitchen,[15],Riding the Dark Train Out
damn,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 1, 1, 5, 0, 2]",Riding the Dark Train Out
hooch,"[0, 0]",Riding the Dark Train Out
bags,"[4, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 7, 1, 0, 3]",Riding the Dark Train Out
ocarina,"[0, 0]",Riding the Dark Train Out
pulling,"[0, 0, 0, 0, 0, 7, 0, 1, 0, 2, 1, 0, 0, 0, 0, 4, 0, 0, 0, 9, 0, 0, 0, 3, 14]",Riding the Dark Train Out
thighs,"[2, 0]",Riding the Dark Train Out
elaborate,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 2, 1]",Riding the Dark Train Out
hot,"[1, 12, 0, 0, 0, 26]",Riding the Dark Train Out
Sure,"[0, 0, 0, 9, 42, 2, 16, 0, 42, 0]",Riding the Dark Train Out
is,"[12, 1, 11, 722, 6, 0, 26, 0, 21, 0, 6, 3]",Riding the Dark Train Out
corner,"[12, 4, 1, 1, 0, 0, 17, 0, 0, 0]",Riding the Dark Train Out
Outsville,[],Riding the Dark Train Out
throat,"[0, 6]",Riding the Dark Train Out
decent,"[84, 3, 0, 0, 0, 9, 0, 0, 4, 0, 1, 76, 7, 11]",Riding the Dark Train Out
till,"[0, 0, 0, 0, 0, 10]",Riding the Dark Train Out
grabbed,"[0, 0, 0, 4, 3, 0]",Riding the Dark Train Out
only,"[3, 211, 13, 25, 1, 3, 0, 409, 4, 115, 17, 11, 3, 0, 0]",Riding the Dark Train Out
wait,"[10, 59, 0, 17, 0, 0, 0, 0, 15, 1, 0, 17]",Riding the Dark Train Out
bag,"[4, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 7, 1, 0, 3]",Riding the Dark Train Out
irritably,"[0, 0, 0, 0]",Riding the Dark Train Out
backward,"[0, 0, 5, 0, 0, 0, 162, 0]",Riding the Dark Train Out
leather,[2],Riding the Dark Train Out
grains,"[0, 0, 5, 0, 0, 0, 1, 0]",Riding the Dark Train Out
slatted,[0],Riding the Dark Train Out
some,"[2, 0, 0, 0, 237, 6, 0, 85, 182]",Riding the Dark Train Out
pair,"[5, 11, 0, 0, 2, 14, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0]",Riding the Dark Train Out
sound,"[4, 25, 4, 0, 0, 0, 0, 1, 18, 0, 90, 30, 134, 0, 0, 0, 4, 0, 0, 11, 0, 0, 0]",Riding the Dark Train Out
old,"[10, 11, 0, 9, 79, 0, 0, 0, 0, 0, 1, 0, 10]",Riding the Dark Train Out
bit,"[42, 24, 0, 0, 5, 0, 40, 0, 22, 0, 37, 6, 0, 3, 0, 11, 1, 1, 1, 7, 5, 45]",Riding the Dark Train Out
went,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 6, 0, 0, 26, 90, 43, 127, 0, 0, 0, 0, 11, 17, 3, 0, 6, 19, 0, 8, 13, 0, 0, 0, 0, 3, 83, 12, 0, 123, 0, 0, 0, 19]",Riding the Dark Train Out
belched,"[0, 4, 1, 0, 0, 0]",Riding the Dark Train Out
offered,"[0, 0, 1, 1, 2, 11, 0, 4, 16, 0, 0, 0]",Riding the Dark Train Out
gratingly,"[0, 0, 1]",Riding the Dark Train Out
heap,"[0, 0, 0, 1, 1, 0, 2, 1, 2, 0, 12, 0, 0, 3, 2, 0, 0, 0, 4, 0, 12, 1, 0, 0, 4, 0, 0, 0, 0, 20, 0, 0, 18]",Riding the Dark Train Out
full,"[134, 0, 0, 0, 14, 8, 3, 0, 0, 0, 24, 16, 0, 22]",Riding the Dark Train Out
cheekbones,"[0, 0, 0, 0, 0, 0, 0]",Riding the Dark Train Out
an,"[0, 0]",Riding the Dark Train Out
want,"[0, 0, 17, 2, 54, 51, 16, 1, 6, 10, 0]",Riding the Dark Train Out
snick,"[0, 0, 0]",Riding the Dark Train Out
all,"[13, 24, 352, 6, 2, 2, 28]",Riding the Dark Train Out
Curly,[2],Riding the Dark Train Out
thoughts,"[4, 0, 67, 15, 1, 31, 0, 1, 17, 0, 0]",Riding the Dark Train Out
isn't,[],Riding the Dark Train Out
two,"[0, 158, 0, 0, 26]",Riding the Dark Train Out
nothin',[],Riding the Dark Train Out
foil,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0]",Riding the Dark Train Out
boy,"[0, 47, 27]",Riding the Dark Train Out
go,"[0, 0, 1, 0, 1, 25, 0, 0, 0, 0, 0, 0, 1, 11, 0, 0, 0, 0, 0, 5, 33, 6, 0, 20, 0, 0, 3, 6, 0, 19, 0, 26, 90, 43, 127, 0, 0, 3, 0, 0, 37, 0, 0, 11, 17, 3, 0, 6, 1, 19, 0, 0, 8, 13, 0, 0, 0, 0, 3, 0, 0, 83, 0, 12, 0, 123, 0, 0, 0, 0, 19, 2]",Riding the Dark Train Out
just,"[134, 211, 13, 11, 25, 7, 115, 4, 1, 15, 409, 4, 5, 1, 11, 0]",Riding the Dark Train Out
