w,vector_uso
glass,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","Organic Gardening and Farming,"
character,"[0, 12, 16, 47, 0, 0, 0, 9, 7, 0, 35, 0, 0, 0, 3, 0, 0, 0]","Organic Gardening and Farming,"
warm,"[9, 1, 11, 0, 1, 0, 0, 1, 2, 25]","Organic Gardening and Farming,"
spade,"[0, 0, 0, 0, 0, 0]","Organic Gardening and Farming,"
aren't,[],"Organic Gardening and Farming,"
because,[],"Organic Gardening and Farming,"
ever,"[59, 0, 46, 0, 0]","Organic Gardening and Farming,"
Today,"[2, 129, 28]","Organic Gardening and Farming,"
buds,[1],"Organic Gardening and Farming,"
pin,"[0, 6, 0, 0, 0, 9, 0, 0, 0, 4, 20, 0, 0, 0, 0, 0, 0, 0]","Organic Gardening and Farming,"
requirement,"[0, 3, 0, 13, 18, 4, 14]","Organic Gardening and Farming,"
bone,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 3, 0, 0]","Organic Gardening and Farming,"
consumer,[2],"Organic Gardening and Farming,"
sprinkling,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 2, 1, 0, 12, 0]","Organic Gardening and Farming,"
We,[],"Organic Gardening and Farming,"
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]","Organic Gardening and Farming,"
nut-like,[],"Organic Gardening and Farming,"
sow,"[0, 0, 0, 5]","Organic Gardening and Farming,"
material,"[0, 16, 33, 1, 2, 0, 5, 0]","Organic Gardening and Farming,"
weeds,"[10, 0, 0, 4, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0]","Organic Gardening and Farming,"
aim,"[3, 1, 4, 0, 0, 0, 8, 0, 0, 123, 80, 3, 5, 72, 16, 2, 4, 7, 18, 37, 11, 7, 0, 11]","Organic Gardening and Farming,"
earth,"[0, 11, 21, 16, 0, 0, 0, 96, 1, 32, 0]","Organic Gardening and Farming,"
may,"[0, 2, 0, 167, 0, 0]","Organic Gardening and Farming,"
system,"[4, 23, 8, 1, 0, 0]","Organic Gardening and Farming,"
Gables,"[0, 0, 0, 0, 0, 0]","Organic Gardening and Farming,"
normal,"[8, 8, 24, 3, 2]","Organic Gardening and Farming,"
flat,"[0, 12, 14, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 16, 0, 18]","Organic Gardening and Farming,"
?,[],"Organic Gardening and Farming,"
He,"[0, 1039, 486, 2]","Organic Gardening and Farming,"
quickly,"[9, 2, 0, 0, 6, 11, 0, 0]","Organic Gardening and Farming,"
A,"[0, 0, 0, 0, 0, 0, 0, 2793, 0, 0, 147, 0, 0]","Organic Gardening and Farming,"
June,[1],"Organic Gardening and Farming,"
gardener,"[0, 0]","Organic Gardening and Farming,"
comprised,"[3, 4, 1, 722, 0, 0, 6, 0]","Organic Gardening and Farming,"
the,[],"Organic Gardening and Farming,"
Grant,"[0, 0, 0, 12, 0, 0, 0, 1, 51, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 6, 0]","Organic Gardening and Farming,"
tell,"[2, 0, 70, 0, 34, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 15, 39, 49, 0, 0]","Organic Gardening and Farming,"
strongest,"[33, 0, 11, 3, 1, 3, 0, 0, 0, 14, 11, 25, 0]","Organic Gardening and Farming,"
study,"[34, 21, 0, 5, 0, 2, 2, 0, 127, 0, 4, 8, 0, 80, 10, 0, 25, 2, 0, 0, 7, 0, 0, 5, 24, 0]","Organic Gardening and Farming,"
vitamin,[0],"Organic Gardening and Farming,"
Then,"[177, 228, 0, 0]","Organic Gardening and Farming,"
cold,"[0, 0, 1, 4, 0, 0, 0, 0, 0, 1, 0, 0, 15]","Organic Gardening and Farming,"
ship,"[17, 0, 0, 10]","Organic Gardening and Farming,"
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]","Organic Gardening and Farming,"
directions,"[5, 0, 8, 1, 0, 4, 0, 4, 1, 0, 0, 2, 8, 0, 123, 3]","Organic Gardening and Farming,"
soil,"[11, 0, 0, 21, 0, 5, 0, 0, 1, 0, 9, 32, 0, 2]","Organic Gardening and Farming,"
keeping,"[0, 1, 35, 7, 4, 0, 1, 0, 0, 0, 0, 0, 9, 4, 13, 17, 2, 1, 5, 0, 0, 0, 0, 1, 2, 0, 8]","Organic Gardening and Farming,"
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]","Organic Gardening and Farming,"
rise,"[10, 0, 0, 18, 12, 0, 0, 0, 0, 0, 0, 1, 0, 2, 12, 0, 3, 0, 0, 7, 0, 0, 0, 1, 0, 4, 3, 0, 8, 0, 0, 0, 0, 1, 7, 1, 0, 0, 0, 0, 0, 0, 0, 4]","Organic Gardening and Farming,"
will,"[218, 0, 32, 0, 0]","Organic Gardening and Farming,"
which,[],"Organic Gardening and Farming,"
values,"[1, 0, 1, 1, 17, 10, 17, 7, 0, 0, 1, 1, 8, 0, 0, 0, 13]","Organic Gardening and Farming,"
healthy,"[0, 4, 0, 0, 1, 0, 0, 5, 0, 25, 0, 0, 1, 0]","Organic Gardening and Farming,"
largest,"[30, 0, 0, 0, 18, 61, 53, 0, 0, 0, 0, 4, 0, 0, 0]","Organic Gardening and Farming,"
limited,"[0, 0, 24, 1, 0, 1, 1, 0, 10, 1, 5, 0, 2, 7, 0, 0, 46, 7]","Organic Gardening and Farming,"
Every,[49],"Organic Gardening and Farming,"
inch,"[6, 2255, 3, 0]","Organic Gardening and Farming,"
Sometimes,[18],"Organic Gardening and Farming,"
present,"[2, 3, 0, 36, 0, 2, 6, 5, 0, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]","Organic Gardening and Farming,"
nights,"[0, 31, 51, 0, 1]","Organic Gardening and Farming,"
sawdust,[0],"Organic Gardening and Farming,"
This,[],"Organic Gardening and Farming,"
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]","Organic Gardening and Farming,"
we,[],"Organic Gardening and Farming,"
specialist,"[2, 0, 0, 0]","Organic Gardening and Farming,"
leaving,"[0, 0, 218, 16, 3, 9, 0, 12, 9, 0, 27, 0, 0, 0, 0, 71, 0, 51, 0, 0, 20, 0, 1, 0, 32, 0]","Organic Gardening and Farming,"
thirty,"[0, 0, 7, 5]","Organic Gardening and Farming,"
after,"[33, 0, 0, 89, 0, 3]","Organic Gardening and Farming,"
pear,"[0, 0, 0]","Organic Gardening and Farming,"
come,"[0, 1, 0, 12, 0, 0, 3, 0, 5, 84, 42, 3, 3, 0, 0, 123, 0, 20, 22, 0, 0, 163, 0, 11, 0]","Organic Gardening and Farming,"
its,"[0, 0]","Organic Gardening and Farming,"
needs,"[0, 6, 0, 0, 0, 51, 16, 54, 8, 6, 22, 80, 0, 5, 6, 14, 0, 0, 1, 0]","Organic Gardening and Farming,"
right,"[0, 0, 0, 0, 2, 0, 10, 0, 1, 0, 3, 0, 0, 4, 84, 0, 0, 3, 0, 4, 0, 3, 9, 0, 0, 0, 8, 134]","Organic Gardening and Farming,"
thiamin,"[0, 0, 0, 0, 0]","Organic Gardening and Farming,"
possible,"[41, 6]","Organic Gardening and Farming,"
still,"[1, 3, 0, 6, 0, 2, 0, 0, 0, 115, 47, 0, 4, 6, 3, 0, 35, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 1, 12, 0, 0, 6, 2, 9, 0, 0, 0, 11]","Organic Gardening and Farming,"
appreciable,[0],"Organic Gardening and Farming,"
get,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 5, 113, 2, 19, 16, 1, 0, 0, 2]","Organic Gardening and Farming,"
more,"[271, 7, 0, 0, 0, 0]","Organic Gardening and Farming,"
