molten,"[0, 0, 1, 2, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",The Normal Forces and Their Thermodynamic Significance
times,"[29, 0, 0, 1, 0, 0, 1, 3, 0, 188, 0]",The Normal Forces and Their Thermodynamic Significance
similar,"[176, 1, 15, 0, 0, 1, 0]",The Normal Forces and Their Thermodynamic Significance
four,"[0, 0, 24, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 20]",The Normal Forces and Their Thermodynamic Significance
spinnability,[0],The Normal Forces and Their Thermodynamic Significance
reached,"[1, 51, 113, 11, 0, 11, 3, 0, 0, 0, 21, 7, 12, 0, 5, 1, 0, 1, 0, 0, 0, 50, 1]",The Normal Forces and Their Thermodynamic Significance
include,"[9, 10, 0]",The Normal Forces and Their Thermodynamic Significance
blocks,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 18, 0, 0, 0, 15, 0, 0, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
interesting,"[0, 8, 9, 5, 33, 1]",The Normal Forces and Their Thermodynamic Significance
base,"[59, 0, 0, 0, 1, 0, 1, 2, 1, 23, 26, 11, 4, 0, 0, 0, 0, 8, 0, 21, 0, 0, 19, 0, 3, 0, 3, 54, 0, 0, 0, 0, 0, 37, 0, 0, 0, 3, 0, 7]",The Normal Forces and Their Thermodynamic Significance
formula,"[3, 8, 3, 8, 0, 14, 24, 2]",The Normal Forces and Their Thermodynamic Significance
contains,"[3, 0, 0, 3, 9, 17, 4, 6, 80, 0, 0, 0, 38, 0, 6, 18]",The Normal Forces and Their Thermodynamic Significance
concept,"[2, 0, 7]",The Normal Forces and Their Thermodynamic Significance
Q,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
shortness,"[0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
generalized,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
labeled,"[0, 0, 1, 9, 1, 3, 0, 10]",The Normal Forces and Their Thermodynamic Significance
assumption,"[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 0]",The Normal Forces and Their Thermodynamic Significance
system,"[8, 1, 23, 0, 4, 0]",The Normal Forces and Their Thermodynamic Significance
prepared,"[113, 4, 3, 0, 6, 0, 1, 0, 0, 0, 0, 0, 7, 46, 1, 0, 21, 1, 1, 0, 12]",The Normal Forces and Their Thermodynamic Significance
shown,"[1, 15, 44, 1, 0, 8, 1, 19, 3, 1, 7, 6, 0, 0, 20, 37, 3, 21, 0, 0, 1, 0, 7, 36]",The Normal Forces and Their Thermodynamic Significance
its,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
some,"[237, 0, 0, 85, 0, 0, 182, 6, 2]",The Normal Forces and Their Thermodynamic Significance
turn,"[0, 1, 0, 23, 7, 24, 22, 0, 37, 0, 2, 0, 1, 12, 3, 0, 0, 0, 5, 12, 0, 0, 0, 90, 33, 0, 0, 127, 2, 3, 42, 0, 0, 0, 4, 0, 4]",The Normal Forces and Their Thermodynamic Significance
silicone,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
combines,"[0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 1, 0, 5, 0, 1, 7]",The Normal Forces and Their Thermodynamic Significance
syrup,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
as,"[0, 0, 2793, 0, 0, 69, 828, 0, 0, 0, 0, 0, 0, 0, 147, 4, 0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
forecast,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 22, 1]",The Normal Forces and Their Thermodynamic Significance
printing,"[0, 0, 0, 0, 3, 0]",The Normal Forces and Their Thermodynamic Significance
justified,"[0, 5, 0, 0, 0, 3, 3, 0, 0, 22, 0]",The Normal Forces and Their Thermodynamic Significance
equals,"[12, 0, 0, 0, 722, 11, 2, 0, 0, 3]",The Normal Forces and Their Thermodynamic Significance
means,"[2, 1, 2, 0, 0, 0, 0, 2, 27, 37, 0, 65, 2, 123]",The Normal Forces and Their Thermodynamic Significance
P,"[0, 3, 0, 9]",The Normal Forces and Their Thermodynamic Significance
data,"[0, 16, 4, 0]",The Normal Forces and Their Thermodynamic Significance
subject,"[5, 29, 2, 0, 0, 16, 1, 0, 24, 38, 1, 7, 5, 25, 8, 0, 35, 0, 7, 34, 0, 7]",The Normal Forces and Their Thermodynamic Significance
statement,"[7, 0, 3, 8, 0, 2, 4, 0]",The Normal Forces and Their Thermodynamic Significance
Although,[],The Normal Forces and Their Thermodynamic Significance
been,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Normal Forces and Their Thermodynamic Significance
unknown,"[0, 0, 0, 1, 5, 0, 0, 7, 1, 0, 5, 12]",The Normal Forces and Their Thermodynamic Significance
both,[76],The Normal Forces and Their Thermodynamic Significance
developed,"[0, 0, 123, 1, 0, 0, 16, 0, 0, 3, 12, 7, 13, 0, 0, 10, 0, 18, 0, 1, 3, 0, 12, 0, 0]",The Normal Forces and Their Thermodynamic Significance
by,"[40, 7, 39, 497]",The Normal Forces and Their Thermodynamic Significance
D,"[0, 13, 0, 0, 0, 0, 3, 0, 0]",The Normal Forces and Their Thermodynamic Significance
equal,"[12, 0, 0, 0, 722, 11, 2, 0, 0, 3, 9]",The Normal Forces and Their Thermodynamic Significance
must,"[0, 115, 0]",The Normal Forces and Their Thermodynamic Significance
paper,"[8, 6, 4, 17, 0, 0, 7]",The Normal Forces and Their Thermodynamic Significance
exerting,"[5, 0, 1, 5]",The Normal Forces and Their Thermodynamic Significance
normal,"[3, 8, 8, 24, 2]",The Normal Forces and Their Thermodynamic Significance
force,"[7, 7, 4, 11, 10, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 58, 0, 5, 0, 0, 27, 9, 14, 4, 0, 6]",The Normal Forces and Their Thermodynamic Significance
and,[],The Normal Forces and Their Thermodynamic Significance
available,"[18, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
band,"[0, 0, 12, 0, 46, 12, 0, 0, 0, 0, 0, 10]",The Normal Forces and Their Thermodynamic Significance
molal,[0],The Normal Forces and Their Thermodynamic Significance
relax,"[0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 1, 9, 0]",The Normal Forces and Their Thermodynamic Significance
corn,"[0, 0, 0, 0, 0, 0, 3, 0]",The Normal Forces and Their Thermodynamic Significance
material,"[16, 33, 1, 0, 2, 5, 0, 0]",The Normal Forces and Their Thermodynamic Significance
low,"[20, 0, 0, 4, 0, 0, 0, 169, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 10, 67, 13, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 146, 0, 0, 4]",The Normal Forces and Their Thermodynamic Significance
apparatus,"[2, 2]",The Normal Forces and Their Thermodynamic Significance
give,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 12, 38, 0, 3, 6, 4, 19, 17, 0, 19, 13, 6, 3, 0, 10, 50, 6, 1, 1, 1, 7, 0, 1, 13, 0, 36, 0, 6, 492]",The Normal Forces and Their Thermodynamic Significance
clearance,"[0, 1, 0]",The Normal Forces and Their Thermodynamic Significance
viscosity,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
obtained,"[1, 2, 123, 17, 7, 55, 5]",The Normal Forces and Their Thermodynamic Significance
stated,"[0, 70, 5, 0, 9, 39, 7, 49, 5]",The Normal Forces and Their Thermodynamic Significance
:,[],The Normal Forces and Their Thermodynamic Significance
eliminated,"[0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",The Normal Forces and Their Thermodynamic Significance
These,[],The Normal Forces and Their Thermodynamic Significance
relation,"[0, 5, 8, 0, 9, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1]",The Normal Forces and Their Thermodynamic Significance
those,[],The Normal Forces and Their Thermodynamic Significance
manometer,[0],The Normal Forces and Their Thermodynamic Significance
length,"[9, 16, 0]",The Normal Forces and Their Thermodynamic Significance
kept,"[0, 0, 7, 0, 0, 0, 1, 28, 1, 4, 0, 0, 13, 35, 17, 0, 1, 0, 0, 2, 0, 4, 1, 5]",The Normal Forces and Their Thermodynamic Significance
energies,"[7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2, 4]",The Normal Forces and Their Thermodynamic Significance
derivative,"[0, 0, 0, 0, 0, 9]",The Normal Forces and Their Thermodynamic Significance
acetate,"[0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
breakup,"[0, 1, 0, 1]",The Normal Forces and Their Thermodynamic Significance
equating,"[12, 1, 0, 1, 0, 0, 0, 3, 0, 7]",The Normal Forces and Their Thermodynamic Significance
hr.,[],The Normal Forces and Their Thermodynamic Significance
characterization,"[0, 0, 0, 0, 0, 20, 0, 0, 0, 1]",The Normal Forces and Their Thermodynamic Significance
measurements,"[8, 1, 0, 0]",The Normal Forces and Their Thermodynamic Significance
hole,"[0, 0, 6, 0, 1, 0, 0, 0, 9, 0, 0, 0, 0, 1, 0]",The Normal Forces and Their Thermodynamic Significance
limit,"[0, 0, 0, 0, 1, 1, 7, 1, 1, 46, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 5]",The Normal Forces and Their Thermodynamic Significance
flat,"[0, 12, 1, 18, 0, 0, 14, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 16, 0, 0, 6, 0, 0, 0, 1, 2, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
parameter,"[0, 0, 7]",The Normal Forces and Their Thermodynamic Significance
test,"[0, 8, 0, 0, 43, 3, 0, 0, 18, 22, 0, 3, 2, 0, 0, 10, 2]",The Normal Forces and Their Thermodynamic Significance
from,[],The Normal Forces and Their Thermodynamic Significance
Its,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
temperature,[2],The Normal Forces and Their Thermodynamic Significance
1,"[5, 29, 321, 0, 786, 24, 1, 3]",The Normal Forces and Their Thermodynamic Significance
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",The Normal Forces and Their Thermodynamic Significance
area,"[28, 0, 9, 32, 0, 1, 1, 1, 0, 34]",The Normal Forces and Their Thermodynamic Significance
Newtonian,[0],The Normal Forces and Their Thermodynamic Significance
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The Normal Forces and Their Thermodynamic Significance
differential,"[0, 0, 0, 0, 0, 9]",The Normal Forces and Their Thermodynamic Significance
theory,"[9, 4, 10]",The Normal Forces and Their Thermodynamic Significance
multiplying,"[0, 0, 1, 0, 0]",The Normal Forces and Their Thermodynamic Significance
tension,"[0, 0, 4, 0, 0, 5]",The Normal Forces and Their Thermodynamic Significance
respect,"[11, 3, 0, 0, 0, 1, 17, 0, 0, 2, 0, 13, 4]",The Normal Forces and Their Thermodynamic Significance
method,"[11, 0]",The Normal Forces and Their Thermodynamic Significance
states,"[0, 0, 32, 0, 0, 5, 0, 70, 28, 11, 0, 21, 0, 0, 39, 0, 7, 49, 0, 0]",The Normal Forces and Their Thermodynamic Significance
analogous,"[1, 0]",The Normal Forces and Their Thermodynamic Significance
mechanical,"[0, 3]",The Normal Forces and Their Thermodynamic Significance
negative,"[0, 6, 1, 0, 0, 1, 0, 0]",The Normal Forces and Their Thermodynamic Significance
potential,"[6, 0, 0, 0, 0, 1, 41, 0, 13]",The Normal Forces and Their Thermodynamic Significance
),[],The Normal Forces and Their Thermodynamic Significance
distinct,"[0, 5, 0, 0, 10, 1]",The Normal Forces and Their Thermodynamic Significance
shape,"[0, 8, 0, 0, 13, 1, 12, 0, 3, 9, 0, 0, 0, 0, 1, 5, 1, 1, 3, 17, 0, 0, 6, 127, 0, 39, 22, 0, 0, 4]",The Normal Forces and Their Thermodynamic Significance
poises,"[4, 1, 0, 3, 0, 0, 26]",The Normal Forces and Their Thermodynamic Significance
shear,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
applied,"[0, 66, 1, 51, 17, 7, 0, 0, 0, 0, 7, 6, 0, 0]",The Normal Forces and Their Thermodynamic Significance
**yc,[],The Normal Forces and Their Thermodynamic Significance
information,"[0, 16, 4, 0, 0]",The Normal Forces and Their Thermodynamic Significance
appreciable,[0],The Normal Forces and Their Thermodynamic Significance
radius,"[0, 0, 0, 13]",The Normal Forces and Their Thermodynamic Significance
block,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 18, 0, 0, 0, 15, 0, 0, 0, 5, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
introduced,"[0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 2, 36, 2, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
build-up,[],The Normal Forces and Their Thermodynamic Significance
certain,"[42, 1, 42]",The Normal Forces and Their Thermodynamic Significance
rise,"[0, 0, 0, 0, 0, 4, 1, 2, 0, 1, 8, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 10, 0, 0, 1, 0, 7, 7, 0, 0, 0, 0, 0, 3, 0, 0, 1, 4, 3, 0, 18, 0, 12, 0]",The Normal Forces and Their Thermodynamic Significance
interfacial,[0],The Normal Forces and Their Thermodynamic Significance
appears,"[0, 59, 0, 26, 3]",The Normal Forces and Their Thermodynamic Significance
separate,"[2, 47, 0, 0, 0, 1, 12, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 4, 0, 0, 18, 5, 0, 0, 3, 0, 39, 1, 0, 13, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",The Normal Forces and Their Thermodynamic Significance
if,[],The Normal Forces and Their Thermodynamic Significance
usually,"[1, 0, 0, 1, 18]",The Normal Forces and Their Thermodynamic Significance
hand,"[50, 51, 0, 20, 1, 11, 0, 0, 0, 0, 0, 12, 0, 0, 1, 0]",The Normal Forces and Their Thermodynamic Significance
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",The Normal Forces and Their Thermodynamic Significance
changes,"[10, 6, 0, 3, 0, 1, 5, 1, 5, 0, 34, 10, 0, 7, 0]",The Normal Forces and Their Thermodynamic Significance
design,"[3, 7, 6, 18, 22, 8, 2, 0, 0, 11, 0, 1, 0, 0, 0, 15]",The Normal Forces and Their Thermodynamic Significance
balloon,"[0, 0, 3]",The Normal Forces and Their Thermodynamic Significance
conforms,"[4, 2, 0]",The Normal Forces and Their Thermodynamic Significance
an,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
surface,"[0, 0, 10, 0, 4, 0, 0, 0, 18, 0, 38, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
taking,"[0, 0, 3, 0, 0, 123, 9, 0, 0, 113, 16, 0, 5, 0, 1, 5, 2, 11, 10, 0, 5, 0, 0, 1, 24, 0, 0, 3, 1, 1, 6, 0, 0, 14, 7, 1, 10, 18, 3, 9, 5, 20, 17, 4, 6, 3, 80, 6, 2, 0, 7, 21, 1, 0, 0, 54, 0, 4, 1, 7, 1, 18, 22, 20, 5, 2, 4, 4, 5, 492]",The Normal Forces and Their Thermodynamic Significance
asymptotically,[0],The Normal Forces and Their Thermodynamic Significance
compatible,[1],The Normal Forces and Their Thermodynamic Significance
weights,"[0, 0, 0, 0, 1, 0, 6, 0, 1, 2, 0, 13]",The Normal Forces and Their Thermodynamic Significance
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Normal Forces and Their Thermodynamic Significance
development,"[23, 1, 0, 0, 3, 0, 13, 0, 8]",The Normal Forces and Their Thermodynamic Significance
could,[],The Normal Forces and Their Thermodynamic Significance
well-known,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
3,"[0, 0, 0, 0, 0, 0, 15, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",The Normal Forces and Their Thermodynamic Significance
lower,"[0, 20, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 0, 0, 1, 10, 0, 67, 13, 0, 0, 3, 0, 0, 0, 0, 0, 0, 146, 0, 0, 2]",The Normal Forces and Their Thermodynamic Significance
top,"[0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 20, 0, 0, 0, 0, 0, 12, 0, 0, 29, 3, 0, 26, 0, 0, 0, 0, 0, 0, 8, 0, 0]",The Normal Forces and Their Thermodynamic Significance
converted,"[10, 0, 0, 0, 1, 1, 5, 0, 34, 0]",The Normal Forces and Their Thermodynamic Significance
properties,"[0, 72, 1, 9, 10, 2, 1]",The Normal Forces and Their Thermodynamic Significance
compressed,"[5, 5, 1, 10, 6, 1, 0, 0, 0, 8]",The Normal Forces and Their Thermodynamic Significance
related,"[0, 0, 9, 0, 1, 1, 2, 3, 0, 0, 11, 5, 0, 0, 0, 3, 0, 0]",The Normal Forces and Their Thermodynamic Significance
shearing,"[0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
perfect,"[0, 3, 6, 22, 0, 0, 0, 2, 0, 0, 9, 12, 0, 1, 0, 0, 2, 0]",The Normal Forces and Their Thermodynamic Significance
S,"[1, 0, 0, 40, 0, 0, 0, 0, 0, 0, 6, 0, 0, 11, 0]",The Normal Forces and Their Thermodynamic Significance
drops,"[0, 3, 1, 20, 0, 0, 2, 4, 0, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 9, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",The Normal Forces and Their Thermodynamic Significance
pastes,"[0, 0, 11, 0]",The Normal Forces and Their Thermodynamic Significance
occasionally,"[1, 0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
recorded,"[19, 3, 2, 12, 44, 1, 1, 0, 0, 0, 0, 21, 0]",The Normal Forces and Their Thermodynamic Significance
45-degrees,[],The Normal Forces and Their Thermodynamic Significance
subjected,"[25, 5, 1]",The Normal Forces and Their Thermodynamic Significance
etc.,"[5, 1, 0, 0]",The Normal Forces and Their Thermodynamic Significance
unit,"[0, 28, 5, 0, 0]",The Normal Forces and Their Thermodynamic Significance
rate,"[72, 34, 17, 17, 3, 21, 12, 5, 0]",The Normal Forces and Their Thermodynamic Significance
reason,"[0, 0, 2, 21, 18, 4, 30, 1, 5, 9, 0]",The Normal Forces and Their Thermodynamic Significance
field,"[5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 0, 0, 0, 25, 0, 1, 1, 0, 0, 32, 0, 1, 0, 34, 7]",The Normal Forces and Their Thermodynamic Significance
fluids,[1],The Normal Forces and Their Thermodynamic Significance
inks,[0],The Normal Forces and Their Thermodynamic Significance
travel,"[0, 0, 0, 6, 90, 0, 12, 1, 0, 19, 0, 3]",The Normal Forces and Their Thermodynamic Significance
show,"[1, 15, 44, 1, 0, 8, 1, 19, 3, 1, 7, 6, 0, 0, 20, 37, 3, 21, 0, 2, 0, 1, 6, 0, 7, 36]",The Normal Forces and Their Thermodynamic Significance
part,"[7, 6, 47, 6, 0, 0, 0, 3, 9, 12, 5, 0, 0, 1, 0, 0, 30, 0, 17, 5, 1, 16, 0, 4, 19, 0, 1, 0, 11, 6, 0, 4, 13, 3, 0, 12]",The Normal Forces and Their Thermodynamic Significance
function,"[7, 6, 1, 6, 11, 47, 0, 0, 0, 0, 43, 0, 5, 0, 66, 90, 1, 16, 5, 9, 127, 3, 0, 0]",The Normal Forces and Their Thermodynamic Significance
It,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
forces,"[7, 7, 4, 11, 10, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 58, 0, 5, 0, 0, 27, 9, 14, 4, 0, 6]",The Normal Forces and Their Thermodynamic Significance
time,"[0, 0, 1, 0, 0, 1, 3, 188, 0]",The Normal Forces and Their Thermodynamic Significance
``,[],The Normal Forces and Their Thermodynamic Significance
will,"[218, 0, 0, 32, 0]",The Normal Forces and Their Thermodynamic Significance
first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
elasticity,"[2, 0]",The Normal Forces and Their Thermodynamic Significance
pressures,"[0, 0, 10, 2, 0, 5, 0, 0, 0, 0, 1, 14, 0, 0, 1, 0, 8]",The Normal Forces and Their Thermodynamic Significance
polybutene,"[0, 0]",The Normal Forces and Their Thermodynamic Significance
pulls,"[0, 1, 0, 0, 0, 0, 7, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 0, 0, 2, 14, 1]",The Normal Forces and Their Thermodynamic Significance
determined,"[55, 13, 1, 12, 0, 0, 0, 1, 9, 1, 46, 6, 0, 6, 2, 3, 1, 0, 4, 102, 12, 0, 8, 4, 0, 0]",The Normal Forces and Their Thermodynamic Significance
approximate,"[0, 4, 9, 0, 0, 4, 12, 23, 0, 3]",The Normal Forces and Their Thermodynamic Significance
major,"[0, 1, 0, 18, 0]",The Normal Forces and Their Thermodynamic Significance
different,"[1, 0, 24]",The Normal Forces and Their Thermodynamic Significance
osmotic,[0],The Normal Forces and Their Thermodynamic Significance
obtain,"[1, 2, 123, 17, 7, 55, 5]",The Normal Forces and Their Thermodynamic Significance
suction,"[2, 0, 0]",The Normal Forces and Their Thermodynamic Significance
negligible,"[0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
done,"[0, 113, 163, 22, 3, 0, 1, 1, 5, 6, 25, 6, 32, 46, 0, 0, 0, 125, 0, 0, 0, 9, 0, 18, 84, 3, 0]",The Normal Forces and Their Thermodynamic Significance
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The Normal Forces and Their Thermodynamic Significance
Some,"[237, 0, 0, 85, 0, 0, 182, 6, 2]",The Normal Forces and Their Thermodynamic Significance
axes,"[0, 0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
expected,"[10, 59, 9, 0, 15, 2, 22, 6, 0, 0, 6, 20]",The Normal Forces and Their Thermodynamic Significance
B,"[0, 9, 0, 0, 9, 0, 0, 1, 0, 0, 0, 0, 0, 0]",The Normal Forces and Their Thermodynamic Significance
had,"[123, 51, 113, 3, 4, 4, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The Normal Forces and Their Thermodynamic Significance
removed,"[8, 1, 0, 8, 0, 2, 5, 21, 0, 7, 0, 0, 0, 80, 1, 0, 1, 12, 102]",The Normal Forces and Their Thermodynamic Significance
paste,"[0, 0, 11, 0]",The Normal Forces and Their Thermodynamic Significance
