w,vector_uso
made,"[0, 0, 0, 113, 0, 9, 0, 0, 0, 26, 0, 18, 21, 0, 0, 0, 1, 1, 0, 4, 1, 0, 492, 0, 9, 0, 21, 0, 163, 0, 0, 0, 0, 127, 123, 39, 6, 0, 1, 31, 1, 9, 0, 4, 11, 0, 1, 0, 0, 0, 80, 0, 16, 5, 3, 8, 0, 117, 51, 0, 0, 17, 0, 0, 0, 0, 0, 0]",The Providence Journal
Amy,[],The Providence Journal
carries,"[0, 15, 0, 3, 0, 0, 7, 0, 2, 1, 36, 7, 6, 1, 1, 0, 0, 4, 9, 0, 0, 43, 80, 2, 0, 0, 17, 0]",The Providence Journal
performing,"[1, 0, 0, 163, 6, 2, 5]",The Providence Journal
So,"[0, 0, 22, 17, 0, 0, 12, 0, 177, 0, 3, 228]",The Providence Journal
wasn't,[],The Providence Journal
memories,"[0, 0, 0, 1, 2, 0, 13, 0, 0, 8]",The Providence Journal
unstilted,[0],The Providence Journal
body,"[3, 0, 50, 1, 0, 2, 0, 0, 0, 0, 0]",The Providence Journal
portrayal,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",The Providence Journal
life,"[1, 0, 14, 0, 98, 0, 1, 0, 0, 0, 0, 0, 0, 33]",The Providence Journal
war,"[31, 0, 2]",The Providence Journal
perfect,"[6, 0, 0, 3, 9, 0, 0, 1, 0, 12, 0, 0, 0, 2, 0, 0, 22, 2]",The Providence Journal
called,"[12, 0, 2, 9, 4, 2, 5, 0, 1, 0, 0, 0, 8, 25, 11, 0, 0, 31, 0, 0, 10, 0, 6, 1, 4, 0]",The Providence Journal
minimum,"[16, 6, 0]",The Providence Journal
sharp,"[0, 0, 14, 0, 0, 1, 8, 2, 0, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 1, 0]",The Providence Journal
in,"[0, 0, 0, 3, 0, 2255, 152, 2, 1, 0]",The Providence Journal
to,[],The Providence Journal
Politics,"[3, 0, 0, 13, 0]",The Providence Journal
recently,"[0, 0, 8, 2, 30]",The Providence Journal
Brazilian,[1],The Providence Journal
down,"[0, 0, 0, 0, 0, 146, 0, 9, 20, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 2]",The Providence Journal
comedy,"[2, 0, 0, 0]",The Providence Journal
boards,"[0, 0, 1, 7, 0, 0, 0, 0, 2, 15, 0, 0, 0, 0, 0, 0, 31, 1, 26]",The Providence Journal
Side,"[0, 62, 61, 1, 14, 19, 5]",The Providence Journal
happy,"[1, 0, 19, 4]",The Providence Journal
forgotten,"[5, 9, 15, 0, 1, 0, 0, 32]",The Providence Journal
Performed,"[1, 0, 163]",The Providence Journal
around,"[85, 237, 6, 2, 0, 0, 0, 182, 3, 0]",The Providence Journal
interruption,"[0, 3, 0, 1, 0, 13, 0]",The Providence Journal
West,"[0, 12, 0, 0, 2, 24, 0, 2, 0, 0, 0, 0]",The Providence Journal
managed,"[0, 0, 2, 21, 20, 0, 0, 163, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 0, 0]",The Providence Journal
makes,"[0, 0, 0, 113, 0, 9, 0, 0, 0, 26, 0, 18, 21, 0, 0, 0, 1, 1, 0, 4, 1, 0, 492, 0, 9, 0, 21, 0, 0, 163, 0, 0, 0, 0, 127, 123, 39, 6, 0, 0, 2, 1, 31, 1, 9, 0, 4, 11, 0, 1, 0, 0, 0, 80, 0, 16, 5, 3, 8, 0, 51, 0, 0, 17, 0, 0, 0, 0, 0, 0]",The Providence Journal
finished,"[2, 0, 3, 0, 0, 18, 10, 0, 0, 0, 0, 0, 0, 51, 22]",The Providence Journal
becomes,"[123, 7, 90, 37, 33]",The Providence Journal
opener,"[0, 0, 0, 0]",The Providence Journal
turns,"[42, 3, 0, 4, 0, 12, 2, 0, 0, 0, 0, 2, 1, 127, 0, 0, 0, 12, 0, 7, 4, 0, 0, 23, 33, 3, 0, 22, 24, 0, 90, 37, 0, 1, 0, 5, 0]",The Providence Journal
acting,"[0, 3, 22, 19, 0, 6, 0, 163, 23, 0, 0, 6, 2, 5, 0, 127]",The Providence Journal
complete,"[9, 3, 2, 12, 0, 0, 2, 3, 0, 0, 0, 163, 4, 22, 6, 0, 0, 1, 2, 0, 6, 1, 3, 0, 0, 0, 1]",The Providence Journal
entertain,"[1, 2, 0, 0, 3, 0, 17, 0, 0]",The Providence Journal
Gennaro,[],The Providence Journal
actor,"[0, 0, 0, 1, 0, 0, 4]",The Providence Journal
Aunt,"[0, 1, 0]",The Providence Journal
Osborne,"[0, 0, 0]",The Providence Journal
spectacle,[3],The Providence Journal
break,"[0, 0, 0, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 57, 0, 3, 0, 3, 0, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 11, 1, 0, 7, 0, 0, 0, 0, 13, 0, 5, 0, 7, 0, 47, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 12, 0, 1, 1, 1, 0, 0, 0, 3, 18, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 6, 0, 0, 2, 0, 90, 51, 0, 3, 0, 1]",The Providence Journal
Carroll,"[0, 0, 0, 0, 0, 0]",The Providence Journal
horse,"[3, 0, 0, 2, 0, 0, 12, 0, 0]",The Providence Journal
lines,"[6, 24, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74, 0, 31, 0, 3, 26, 0, 0, 2, 0, 36, 0, 0, 0, 7, 0, 0, 39, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 2, 1, 2, 0, 0, 0, 5, 0, 9, 7, 0, 3, 0, 0, 0]",The Providence Journal
playwright,"[1, 0]",The Providence Journal
talent,"[6, 0, 2, 5]",The Providence Journal
produced,"[12, 123, 12, 0, 16, 113, 0, 0, 3, 0, 0, 48, 4, 7]",The Providence Journal
LaGuardia,[],The Providence Journal
:,[],The Providence Journal
strip,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 5, 18, 17, 0, 1, 0]",The Providence Journal
girls,"[51, 0, 0, 0, 0, 0, 0, 4, 0, 0, 3]",The Providence Journal
Prize,"[3, 0, 13, 0, 0, 11, 1, 1, 1, 1, 4, 0, 0, 2, 0, 3, 0, 0, 7, 9, 17, 0]",The Providence Journal
any,"[14, 168, 0]",The Providence Journal
ask,"[5, 15, 0, 80, 1, 0, 0, 6, 22, 14, 0, 54]",The Providence Journal
Where's,[],The Providence Journal
Cherry,"[0, 0, 1, 0, 4, 0, 0, 0, 2, 10, 0, 0, 0, 0]",The Providence Journal
them,[],The Providence Journal
``,[],The Providence Journal
enters,"[12, 22, 2, 0, 3, 0, 0, 19, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0]",The Providence Journal
Nelson,"[0, 0, 0, 0, 1, 0]",The Providence Journal
through,"[0, 32, 125, 0]",The Providence Journal
'',[],The Providence Journal
familiar,"[6, 8, 2, 3, 2, 1, 0, 0]",The Providence Journal
happier,"[1, 0, 19, 4]",The Providence Journal
usually,"[18, 1, 0, 1, 0]",The Providence Journal
positively,[1],The Providence Journal
Several,"[4, 41, 16]",The Providence Journal
cliches,"[0, 0, 0, 6, 0]",The Providence Journal
big,"[30, 0, 0, 0, 13, 53, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 61, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 18, 0, 0, 0, 19, 0, 8]",The Providence Journal
entertaining,"[1, 2, 0, 0, 3, 0, 0, 17, 0, 0]",The Providence Journal
Conlow,[],The Providence Journal
Paul,"[0, 0, 0, 0, 0, 3, 0, 0, 0]",The Providence Journal
report,"[6, 0, 24, 0, 6, 17, 31, 7, 0, 0, 8, 8, 13, 3]",The Providence Journal
dead,"[0, 9, 3, 0, 4, 23, 0, 20, 28, 27, 0, 0, 0, 8, 2, 1]",The Providence Journal
moment,"[40, 24, 3, 6, 0, 0, 13, 45, 0, 5]",The Providence Journal
every,[49],The Providence Journal
Anthony,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",The Providence Journal
mermaid,[0],The Providence Journal
Hedison,[],The Providence Journal
profess,"[0, 0, 0, 0]",The Providence Journal
has,"[2, 49, 0, 113, 0, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 0, 17, 7]",The Providence Journal
constantly,"[46, 0, 7, 3, 0, 4]",The Providence Journal
lack,"[2, 51, 10, 3]",The Providence Journal
whether,[],The Providence Journal
it's,[],The Providence Journal
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",The Providence Journal
attempt,"[3, 12, 22, 10, 0, 9, 1, 0, 0, 0, 7]",The Providence Journal
ears,"[0, 0, 0, 3, 0]",The Providence Journal
witty,[0],The Providence Journal
distraught,"[0, 0]",The Providence Journal
years,"[133, 0, 0, 33, 0, 12, 36, 0, 0, 61, 0]",The Providence Journal
job,"[24, 0, 39, 5, 36, 31, 0, 0, 7, 0, 1, 0, 0, 0]",The Providence Journal
for,[],The Providence Journal
honestly,"[0, 4, 0, 0]",The Providence Journal
finest,"[2, 22, 0, 0, 0, 0]",The Providence Journal
Martin,"[0, 0, 0, 0, 0, 0, 1]",The Providence Journal
He,"[486, 2, 0, 1039]",The Providence Journal
party,"[14, 0, 15]",The Providence Journal
been,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",The Providence Journal
contrast,"[0, 24, 0, 1, 0, 6]",The Providence Journal
daisies,[0],The Providence Journal
among,[],The Providence Journal
jazz,"[0, 0, 0, 12, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 129, 0, 0, 0, 8, 0, 49, 0, 0, 0]",The Providence Journal
corner,"[17, 1, 0, 0, 12, 1, 0, 0, 4, 0]",The Providence Journal
Dolores,[],The Providence Journal
ballet,"[1, 0]",The Providence Journal
latter,[9],The Providence Journal
Not,"[0, 602]",The Providence Journal
charm,"[4, 0, 2, 0, 0, 0, 0, 4, 1, 0, 5, 0, 0, 0, 0, 0, 2, 0, 2, 12, 0]",The Providence Journal
result,"[8, 0, 20, 0, 6, 5, 6, 25, 27, 0, 32, 0, 8, 27, 0, 16, 10, 1]",The Providence Journal
fracases,"[0, 0, 0]",The Providence Journal
edgy,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",The Providence Journal
teenagers,"[0, 0, 1, 0]",The Providence Journal
Marching,"[6, 1, 1, 6, 1, 0, 0, 12, 0, 3, 3, 0, 0]",The Providence Journal
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",The Providence Journal
virtual,"[0, 6]",The Providence Journal
tortured,"[1, 0, 0, 1, 2, 0, 1]",The Providence Journal
and,[],The Providence Journal
vitality,"[7, 2, 0, 0, 0, 0, 0, 0]",The Providence Journal
blaze,"[0, 4, 0, 1, 0, 1, 14]",The Providence Journal
opening,"[0, 11, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 11, 0, 10, 0, 0, 51, 1, 0, 38]",The Providence Journal
session,"[0, 12, 3, 0, 0, 0]",The Providence Journal
believable,"[1, 0]",The Providence Journal
visibly,[1],The Providence Journal
On,"[839, 37]",The Providence Journal
Certainly,"[42, 0, 0, 0, 9, 16, 0]",The Providence Journal
I'm,[],The Providence Journal
anybody,[],The Providence Journal
Ashmolean,[],The Providence Journal
did,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 3, 1, 9, 0, 22, 1, 84, 0]",The Providence Journal
frolic,"[0, 0, 1, 0, 0, 0, 23, 0, 0, 0, 4, 0, 0, 0]",The Providence Journal
plays,"[0, 0, 0, 18, 4, 19, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 127, 0, 6, 0, 2, 23, 0, 0, 0, 0, 1, 43, 0, 22, 0, 4, 0, 37, 7, 0, 4, 0]",The Providence Journal
Are,"[1, 12, 479, 0, 21, 3, 6, 0, 26, 722, 0, 6, 11, 0]",The Providence Journal
Kerr,[],The Providence Journal
all,"[13, 352, 28, 24, 2, 2, 6]",The Providence Journal
rallies,"[2, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 1, 0, 0, 0, 0, 0, 0]",The Providence Journal
times,"[0, 188, 0, 0, 29, 0, 1, 0, 3, 1, 0]",The Providence Journal
reasonably,"[6, 17, 0, 0, 2, 0, 19, 3, 0, 0]",The Providence Journal
out,"[0, 4, 1, 0, 0, 40, 0, 0, 2, 0, 0, 309, 0, 0, 0]",The Providence Journal
events,"[35, 0, 5, 6, 27, 8, 27, 16]",The Providence Journal
too,"[1, 0, 3, 121, 0, 2, 0, 118]",The Providence Journal
example,"[1, 0, 8, 0, 35, 2, 1, 5, 0, 23, 10, 0]",The Providence Journal
highly,"[12, 4]",The Providence Journal
wild,"[1, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 3, 2, 0, 0, 0, 0, 0, 7, 0, 5, 1, 1, 0, 0, 0, 0]",The Providence Journal
",",[],The Providence Journal
cast,"[51, 0, 21, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 7, 0, 3, 0, 39, 6, 0, 0, 0, 4, 0, 9, 0, 5, 0, 2, 13, 1, 1, 6, 3, 1, 1, 0, 0, 3]",The Providence Journal
Floyd,[],The Providence Journal
Coletta,[],The Providence Journal
technically,[1],The Providence Journal
Weidman,[],The Providence Journal
Such,[107],The Providence Journal
elaborate,"[5, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The Providence Journal
such,[107],The Providence Journal
let,"[12, 0, 1, 123, 0, 0, 492, 0, 10, 1, 0, 0, 51, 5, 0]",The Providence Journal
Murray,"[0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",The Providence Journal
King,"[0, 0, 0, 0, 0, 2, 6, 0, 0, 0, 1, 0, 0, 0, 3, 0, 58, 0, 0, 0]",The Providence Journal
overcomes,"[0, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 9, 0, 0]",The Providence Journal
repeat,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 1, 5]",The Providence Journal
New,"[0, 36, 1, 92, 3, 4, 4, 38, 0, 5, 12]",The Providence Journal
Little,"[3, 0, 1, 0, 0, 99, 3, 28, 0, 0, 67, 0, 0, 0]",The Providence Journal
despoilers,"[0, 0, 0, 0, 0, 0, 0]",The Providence Journal
opportunity,"[17, 7]",The Providence Journal
Memorial,"[1, 0, 1, 0]",The Providence Journal
bit,"[42, 7, 1, 0, 45, 11, 1, 0, 40, 0, 5, 1, 0, 3, 0, 0, 22, 24, 0, 6, 37, 5]",The Providence Journal
answers,"[3, 8, 9, 1, 27, 0, 163, 1, 8, 25, 1, 10]",The Providence Journal
come,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",The Providence Journal
candid,"[0, 0, 0, 0, 0, 0, 0, 2, 1, 38, 0]",The Providence Journal
festival,"[1, 0]",The Providence Journal
And,[],The Providence Journal
Tom,"[0, 0, 0, 0, 0, 6, 0]",The Providence Journal
liked,"[17, 176, 21, 9]",The Providence Journal
Rhode,[],The Providence Journal
.,[],The Providence Journal
Loesser,[],The Providence Journal
club,"[0, 34, 1, 1, 11, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 11, 0]",The Providence Journal
that's,[],The Providence Journal
know,"[49, 0, 0, 0, 12, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 129, 0, 2, 0, 0, 8, 0, 49, 0, 0, 0, 5, 0]",The Providence Journal
famous,"[0, 4, 0, 0, 0, 2, 1, 9]",The Providence Journal
number,"[42, 22, 0, 0, 21, 22, 16, 0, 7, 12, 0, 0, 0, 0, 22, 24, 84, 5, 37, 0]",The Providence Journal
sure,"[42, 42, 0, 0, 0, 2, 0, 9, 16, 0]",The Providence Journal
when,[],The Providence Journal
wife,"[34, 0]",The Providence Journal
sensitive,"[2, 3, 4, 9, 21, 0, 1]",The Providence Journal
up,"[307, 0, 4, 3, 0, 0]",The Providence Journal
does,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 0, 163, 46, 0, 5, 6, 6, 0, 0, 0, 0, 3, 1, 9, 0, 22, 1, 84, 0]",The Providence Journal
Easter,"[1, 0, 0, 0]",The Providence Journal
William,[],The Providence Journal
instead,"[23, 0, 40, 0]",The Providence Journal
by,"[40, 497, 7, 39]",The Providence Journal
lively,"[0, 0, 2, 1, 0, 0, 0, 26, 0, 1, 4, 0, 0, 1, 5]",The Providence Journal
refreshing,"[0, 1, 0, 0, 0, 0, 5, 0, 12, 1, 0, 0, 0]",The Providence Journal
),[],The Providence Journal
evocations,"[0, 1, 0, 0]",The Providence Journal
preferred,"[3, 3, 0, 1, 7, 0, 0, 3, 0, 4, 0, 0, 0]",The Providence Journal
seems,"[26, 3, 59]",The Providence Journal
blame,"[0, 2, 2, 0, 0, 5, 3, 0, 0, 8, 2, 1, 9, 1, 0, 1, 1, 0, 3]",The Providence Journal
less,"[0, 0, 68, 0]",The Providence Journal
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",The Providence Journal
problem,"[20, 36, 39]",The Providence Journal
era,"[0, 0, 0, 1, 0]",The Providence Journal
exuberant,"[1, 0, 0, 0, 1, 0, 1, 2, 0, 0]",The Providence Journal
wondered,"[11, 1, 0, 33, 1]",The Providence Journal
he's,[],The Providence Journal
hurrying,"[0, 0, 0, 14, 0, 0, 1, 1, 1, 1, 4]",The Providence Journal
later,"[0, 15, 10, 0, 0, 0, 1, 4, 89, 30, 0, 11, 33, 1, 3]",The Providence Journal
light,"[0, 3, 0, 0, 1, 0, 0, 0, 16, 0, 0, 26, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 4, 0, 0, 0, 0, 0, 47, 0, 8, 2, 2, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0]",The Providence Journal
I,"[321, 786, 0, 0, 24, 1, 3, 0, 5, 29, 0]",The Providence Journal
handle,"[20, 10, 3, 0, 4, 6, 8, 21, 17, 0, 1, 0, 4, 3]",The Providence Journal
commonly,"[18, 1, 0, 1, 0]",The Providence Journal
fashion,"[3, 6, 123, 8, 0, 15]",The Providence Journal
folk-dance,[],The Providence Journal
eyes,"[70, 0, 20, 0, 23, 15, 0, 0, 11]",The Providence Journal
more,"[0, 271, 0, 0, 7, 0]",The Providence Journal
most,"[0, 3, 237, 104, 18, 0, 66, 23, 0]",The Providence Journal
deep,"[0, 0, 0, 0, 4, 0, 15, 7, 13, 0, 9, 30, 0, 3, 0]",The Providence Journal
Producer,"[1, 2]",The Providence Journal
into,[],The Providence Journal
clever,"[0, 0, 2, 1, 0, 1, 0]",The Providence Journal
my,[],The Providence Journal
difficult,"[0, 33, 17]",The Providence Journal
an,"[0, 0]",The Providence Journal
remember,"[15, 0, 1, 65, 1, 0, 0, 5, 0, 0, 0]",The Providence Journal
Peter,"[0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0]",The Providence Journal
Gibson,"[0, 0, 0, 0, 0, 0]",The Providence Journal
Brooke,"[0, 0]",The Providence Journal
beat,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 6, 3, 0, 1, 0, 1, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 23, 0, 0, 0, 0, 2, 0, 7, 0, 8]",The Providence Journal
hats,"[12, 0, 1]",The Providence Journal
scoundrel,"[0, 0]",The Providence Journal
alone,"[1, 10, 13, 0, 11, 211, 2, 17, 0, 3, 3, 0, 3, 0]",The Providence Journal
springtime,"[0, 19]",The Providence Journal
Love,"[0, 0, 0, 12, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 129, 0, 3, 2, 0, 0, 0, 8, 0, 0, 49, 8, 0, 0, 0, 4, 0]",The Providence Journal
--,[],The Providence Journal
gave,"[0, 13, 1, 113, 0, 0, 492, 0, 6, 4, 3, 0, 1, 32, 0, 0, 6, 6, 1, 0, 13, 19, 1, 12, 0, 11, 0, 0, 6, 1, 50, 3, 10, 3, 38, 51, 36, 17, 7, 0, 2]",The Providence Journal
shenanigans,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]",The Providence Journal
hero's,[],The Providence Journal
Box,"[17, 0, 4, 0, 0, 0, 4]",The Providence Journal
obtrusiveness,[0],The Providence Journal
ideas,"[0, 1, 3, 0, 7, 67, 0, 50, 31]",The Providence Journal
Hewett,[],The Providence Journal
chosen,"[0, 3, 0, 80, 0, 8, 3, 4, 0]",The Providence Journal
movement,"[0, 0, 0, 6, 11, 19, 10, 11, 16, 0, 0, 0, 18, 4, 0, 41, 0]",The Providence Journal
days,"[7, 1, 0, 133, 0, 0, 56, 36, 0, 0, 0, 0, 1, 0]",The Providence Journal
Mrs.,"[36, 0]",The Providence Journal
stage,"[0, 7, 0, 37, 4, 14, 6, 36, 0, 11, 22]",The Providence Journal
credit,"[0, 4, 2, 0, 0, 3, 0, 0, 5, 0, 9, 0, 0]",The Providence Journal
style,"[3, 4, 0, 6, 0, 0, 123, 8, 0, 1, 15, 4, 2, 0]",The Providence Journal
Christopher,"[0, 0, 0]",The Providence Journal
vacation,"[2, 0]",The Providence Journal
specific,"[8, 20]",The Providence Journal
Island,[5],The Providence Journal
reputation,"[0, 8, 3]",The Providence Journal
Students',[],The Providence Journal
chorines,"[0, 0, 0]",The Providence Journal
clarity,"[1, 1, 0, 0, 0, 0, 0]",The Providence Journal
earlier,"[0, 10, 17, 0, 4, 123, 183, 41, 4, 0, 3]",The Providence Journal
happen,"[0, 14, 0, 0, 3, 0, 0, 0, 55, 17, 1, 3, 0, 0, 12, 0, 0]",The Providence Journal
Warwick,"[0, 0, 0, 5]",The Providence Journal
about,"[0, 85, 3, 237, 0, 6, 2, 104, 18, 0, 0, 0, 66, 0, 182, 23, 0]",The Providence Journal
