w,vector_uso
When,[],Deadlier Than the Male.
azaleas,[0],Deadlier Than the Male.
estate,"[0, 8, 0, 3, 0, 32, 0]",Deadlier Than the Male.
around,"[85, 237, 6, 2, 0, 0, 0, 182, 3, 0]",Deadlier Than the Male.
Except,"[1, 0, 0, 0, 19, 0, 1]",Deadlier Than the Male.
gas,"[6, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 1, 0, 0, 0, 0, 0, 5, 0, 0, 28, 0]",Deadlier Than the Male.
finished,"[2, 0, 3, 0, 0, 18, 10, 0, 0, 0, 0, 0, 0, 51, 22]",Deadlier Than the Male.
plod,"[1, 0, 0, 0, 1, 0, 0]",Deadlier Than the Male.
insurance,"[0, 5, 0, 6]",Deadlier Than the Male.
air,"[24, 0, 26, 2, 13, 0, 2, 0, 0, 0, 0, 1, 2, 2, 0, 2, 0, 0, 10, 0, 0, 5, 0, 0, 0, 0]",Deadlier Than the Male.
months,"[0, 8]",Deadlier Than the Male.
hemmed,[0],Deadlier Than the Male.
century,"[1, 11, 23, 0, 13]",Deadlier Than the Male.
Gaylor's,[],Deadlier Than the Male.
tempt,"[0, 0, 1, 2, 0, 12, 3]",Deadlier Than the Male.
inherited,"[0, 2, 1, 0, 0, 0, 2]",Deadlier Than the Male.
gone,"[4, 1, 0, 0, 0, 0, 0, 0, 26, 11, 0, 0, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 127, 83, 0, 0, 123, 0, 0, 8, 19, 0, 0, 13, 6, 25, 0, 33, 12, 0, 0, 0, 0, 43, 0, 0, 20, 0, 8, 0, 90, 25, 5, 0, 0, 0, 19, 17, 3, 1, 0, 6, 0]",Deadlier Than the Male.
tilted,"[0, 1, 1, 7, 2, 0, 0, 0, 0, 3, 2, 0, 0, 2, 2, 1]",Deadlier Than the Male.
out-of-town,[0],Deadlier Than the Male.
five,"[0, 0, 0, 0, 18, 0, 0, 0, 1, 0, 7, 0, 35, 0, 0]",Deadlier Than the Male.
half,"[36, 1]",Deadlier Than the Male.
overnight,"[2, 1, 0]",Deadlier Than the Male.
Nobody,"[0, 0, 0, 7]",Deadlier Than the Male.
spring,"[4, 0, 0, 0, 0, 3, 4, 0, 0, 7, 0, 39, 0, 0, 0, 19, 0, 0, 3, 0, 51, 0, 0]",Deadlier Than the Male.
market,"[31, 0, 0, 0, 1, 0, 0, 0, 0, 0]",Deadlier Than the Male.
leather,[2],Deadlier Than the Male.
dirt,"[2, 0, 0, 0, 11, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0]",Deadlier Than the Male.
match,"[0, 0, 11, 1, 19, 1, 0, 0, 0, 4, 0, 0, 0, 14, 8, 2, 6, 2, 0, 0, 3, 12, 2, 3, 0, 0, 11, 2, 0]",Deadlier Than the Male.
merging,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 18, 5, 0, 0]",Deadlier Than the Male.
any,"[14, 168, 0]",Deadlier Than the Male.
them,[],Deadlier Than the Male.
semitropical,"[0, 0, 0, 0]",Deadlier Than the Male.
``,[],Deadlier Than the Male.
desk,[7],Deadlier Than the Male.
marked,"[0, 0, 0, 0, 0, 0, 0, 0, 8, 46, 10, 3, 0, 0, 0, 6, 0, 9, 0, 2, 0, 12, 3, 9, 1, 3, 0, 1, 8, 0, 0]",Deadlier Than the Male.
through,"[0, 32, 125, 0]",Deadlier Than the Male.
Lindsay,"[0, 0, 0, 0]",Deadlier Than the Male.
'',[],Deadlier Than the Male.
familiar,"[6, 8, 2, 3, 2, 1, 0, 0]",Deadlier Than the Male.
usually,"[18, 1, 0, 1, 0]",Deadlier Than the Male.
society,"[0, 34, 1, 11, 0, 0, 1, 0, 0, 0, 0, 11, 0, 15]",Deadlier Than the Male.
files,"[0, 2, 0, 0, 0, 1, 0, 8, 0, 0]",Deadlier Than the Male.
big,"[30, 0, 0, 0, 13, 53, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 61, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 18, 0, 0, 0, 19, 0, 8]",Deadlier Than the Male.
minutes,"[2, 40, 1, 0, 24, 19, 0, 15, 0, 13, 45, 0, 5]",Deadlier Than the Male.
Paul,"[0, 0, 0, 0, 0, 3, 0, 0, 0]",Deadlier Than the Male.
Pity,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 2]",Deadlier Than the Male.
distracted,"[0, 0, 0, 0, 0, 0, 0, 0, 20, 0]",Deadlier Than the Male.
Revere,"[0, 0, 1, 0, 0, 0, 4, 0, 10, 0, 0]",Deadlier Than the Male.
rose,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 2, 0, 12, 5, 4, 18, 0, 0, 0, 0, 12, 0, 8, 0, 10, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
janitor,[1],Deadlier Than the Male.
Married,"[0, 0, 0, 1, 3, 16, 0, 0, 0, 0, 2, 0]",Deadlier Than the Male.
four,"[0, 0, 0, 0, 20, 0, 24, 0, 0, 0, 1, 0, 0, 0]",Deadlier Than the Male.
marriages,"[0, 9, 1, 0, 15, 0, 5, 1, 0]",Deadlier Than the Male.
has,"[2, 49, 0, 113, 0, 0, 3, 0, 18, 6, 111, 492, 1, 0, 0, 123, 6, 6, 1, 51, 0, 4, 4, 80, 2, 51, 0, 17, 7]",Deadlier Than the Male.
everything,[],Deadlier Than the Male.
specifically,[6],Deadlier Than the Male.
lack,"[2, 51, 10, 3]",Deadlier Than the Male.
was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",Deadlier Than the Male.
tried,"[0, 12, 22, 1, 15, 18, 0, 1, 6, 7, 21, 0, 8, 0, 4, 0, 9, 0, 1, 3, 7, 2, 0]",Deadlier Than the Male.
job,"[24, 0, 39, 5, 36, 31, 0, 0, 7, 0, 1, 0, 0, 0]",Deadlier Than the Male.
advice,[4],Deadlier Than the Male.
years,"[133, 0, 0, 33, 0, 12, 36, 0, 0, 61, 0]",Deadlier Than the Male.
for,[],Deadlier Than the Male.
Was,"[1, 0, 12, 0, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0, 15]",Deadlier Than the Male.
one-,[],Deadlier Than the Male.
cropping,"[6, 1, 21, 1, 0, 0, 0, 0, 0, 6, 1, 1, 0, 127]",Deadlier Than the Male.
She,[],Deadlier Than the Male.
He,"[486, 2, 0, 1039]",Deadlier Than the Male.
been,"[1, 12, 0, 21, 3, 6, 0, 26, 722, 6, 11, 0]",Deadlier Than the Male.
contrast,"[0, 24, 0, 1, 0, 6]",Deadlier Than the Male.
beyond,[18],Deadlier Than the Male.
others,[],Deadlier Than the Male.
room,"[123, 31, 0, 15]",Deadlier Than the Male.
looked,"[15, 3, 0, 10, 59, 4, 62, 4, 5, 102, 0, 0, 0, 7, 26, 41, 7]",Deadlier Than the Male.
basketball-playing,[],Deadlier Than the Male.
some,"[85, 237, 6, 2, 0, 0, 0, 182, 0]",Deadlier Than the Male.
followed,"[0, 3, 2, 0, 0, 0, 12, 2, 0, 0, 0, 0, 0, 2, 0, 0, 722, 0, 0, 0, 4, 0, 0, 84, 0, 11, 3, 0]",Deadlier Than the Male.
ones,"[321, 29, 786, 24, 5, 1]",Deadlier Than the Male.
ignoring,"[0, 0, 20, 1, 0, 0, 0, 1, 0, 0]",Deadlier Than the Male.
and,[],Deadlier Than the Male.
Mississippi,"[5, 0, 0, 0]",Deadlier Than the Male.
On,"[839, 37]",Deadlier Than the Male.
information,"[0, 4, 16, 0, 0]",Deadlier Than the Male.
sharing,"[0, 20, 0, 0, 0, 2, 0, 1, 17, 0]",Deadlier Than the Male.
I'm,[],Deadlier Than the Male.
gallstone,"[0, 0]",Deadlier Than the Male.
businesses,"[24, 39, 5, 0, 3, 31, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]",Deadlier Than the Male.
Before,"[123, 0, 17, 14]",Deadlier Than the Male.
did,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 163, 46, 5, 6, 6, 0, 3, 1, 9, 0, 22, 1, 84, 0]",Deadlier Than the Male.
pressed,"[0, 0, 1, 0, 0, 4, 10, 5, 0, 4, 0, 0, 5, 0, 0, 8, 1, 0, 0, 5, 11, 6, 1, 4, 0, 0]",Deadlier Than the Male.
pecked,"[9, 0, 0, 0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
all,"[13, 352, 28, 24, 2, 2, 6]",Deadlier Than the Male.
blemish,"[0, 0, 0, 6, 0, 1, 0]",Deadlier Than the Male.
weight,"[1, 13, 6, 0, 1, 0, 0, 0, 0, 0, 2, 0]",Deadlier Than the Male.
tracking,"[3, 4, 0, 25, 4, 3, 0, 0, 0, 0, 6, 0, 8, 1, 0, 0, 0, 0, 1]",Deadlier Than the Male.
Lilac,"[0, 0, 0]",Deadlier Than the Male.
balance,"[0, 0, 16, 1, 5, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
allergy,"[0, 0]",Deadlier Than the Male.
stay,"[0, 13, 18, 16, 0, 0, 1, 6, 1, 16, 2, 0, 1, 0, 0, 0, 6, 0, 0, 13, 1, 0, 1, 0]",Deadlier Than the Male.
out,"[0, 4, 1, 0, 0, 40, 0, 0, 2, 0, 0, 309, 0, 0, 0]",Deadlier Than the Male.
newspaper,"[0, 4, 17, 0]",Deadlier Than the Male.
too,"[1, 0, 3, 121, 0, 2, 0, 118]",Deadlier Than the Male.
",",[],Deadlier Than the Male.
such,[107],Deadlier Than the Male.
top,"[0, 1, 2, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 8, 29, 0, 12, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
Sounds,"[0, 1, 0, 30, 0, 0, 90, 25, 0, 11, 0]",Deadlier Than the Male.
caught,"[0, 102, 0, 0, 0, 12, 2, 0, 0, 0, 0, 4, 0, 0, 123, 5, 0, 0, 17, 3, 0, 0, 0, 2, 1, 2, 0]",Deadlier Than the Male.
legal,"[0, 25, 4]",Deadlier Than the Male.
New,"[0, 36, 1, 92, 3, 4, 4, 38, 0, 5, 12]",Deadlier Than the Male.
prepared,"[0, 0, 113, 4, 1, 0, 1, 21, 46, 0, 1, 12, 0, 7, 1, 6, 0, 0, 0, 3, 0]",Deadlier Than the Male.
bit,"[42, 7, 1, 0, 45, 11, 1, 0, 40, 0, 5, 1, 0, 3, 0, 0, 22, 24, 0, 6, 37, 5]",Deadlier Than the Male.
reality,"[9, 96, 0, 5]",Deadlier Than the Male.
come,"[42, 5, 22, 3, 0, 0, 0, 0, 0, 3, 163, 0, 12, 0, 123, 0, 20, 1, 3, 0, 0, 0, 84, 0, 11]",Deadlier Than the Male.
burrowing,"[0, 0]",Deadlier Than the Male.
And,[],Deadlier Than the Male.
courtyard,"[0, 6]",Deadlier Than the Male.
.,[],Deadlier Than the Male.
enthusiasm,"[0, 2, 0]",Deadlier Than the Male.
excitedly,[2],Deadlier Than the Male.
sure,"[42, 42, 0, 0, 0, 2, 0, 9, 16, 0]",Deadlier Than the Male.
supervisors,"[0, 0, 0]",Deadlier Than the Male.
when,[],Deadlier Than the Male.
up,"[307, 0, 4, 3, 0, 0]",Deadlier Than the Male.
next,"[0, 47, 37, 20, 0, 0]",Deadlier Than the Male.
hedges,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
does,"[113, 0, 0, 18, 25, 3, 0, 0, 0, 0, 0, 163, 46, 0, 5, 6, 6, 0, 0, 0, 0, 3, 1, 9, 0, 22, 1, 84, 0]",Deadlier Than the Male.
Kingsley,[],Deadlier Than the Male.
transferred,"[0, 0, 0, 2, 7, 1, 0, 0, 34, 0, 2, 0]",Deadlier Than the Male.
by,"[40, 497, 7, 39]",Deadlier Than the Male.
senatorial,[0],Deadlier Than the Male.
still,"[0, 2, 115, 4, 12, 0, 0, 0, 0, 6, 2, 0, 103, 0, 0, 11, 9, 0, 0, 47, 0, 0, 0, 1, 3, 0, 0, 6, 0, 3, 0, 1, 35, 6, 0, 2, 0, 0]",Deadlier Than the Male.
What,[],Deadlier Than the Male.
as,"[147, 0, 0, 0, 0, 0, 0, 828, 0, 0, 0, 0, 0, 4, 0, 0, 2793, 0, 0, 69, 0, 0]",Deadlier Than the Male.
shining,"[1, 0, 0, 0, 6, 0, 0, 3, 0, 0, 0, 5, 1, 0, 0, 1, 0, 20, 6, 1, 0, 0, 0, 1, 0, 0, 0, 0, 7, 0]",Deadlier Than the Male.
explained,"[7, 0, 5]",Deadlier Than the Male.
legend,"[4, 0, 0]",Deadlier Than the Male.
inches,"[6, 2255, 0, 3]",Deadlier Than the Male.
call,"[7, 12, 0, 2, 9, 4, 2, 0, 5, 0, 0, 0, 1, 0, 3, 0, 0, 0, 8, 25, 11, 0, 0, 0, 0, 0, 31, 0, 0, 10, 0, 0, 6, 0, 1, 4, 0]",Deadlier Than the Male.
earliest,"[10, 17, 183, 41, 4, 0]",Deadlier Than the Male.
later,"[0, 15, 10, 0, 0, 0, 1, 4, 89, 30, 0, 11, 33, 1, 3]",Deadlier Than the Male.
ending,"[2, 7, 7, 3, 18, 0, 51, 27, 6, 3]",Deadlier Than the Male.
went,"[1, 0, 0, 0, 0, 0, 0, 26, 11, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 127, 83, 0, 123, 0, 0, 8, 19, 0, 0, 13, 6, 0, 33, 12, 0, 0, 43, 0, 0, 20, 0, 90, 25, 5, 0, 0, 0, 19, 17, 3, 1, 0, 6, 0]",Deadlier Than the Male.
Jackson,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",Deadlier Than the Male.
light,"[0, 3, 0, 0, 1, 0, 0, 0, 16, 0, 0, 26, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 28, 0, 0, 4, 0, 0, 0, 0, 0, 47, 0, 8, 2, 2, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0]",Deadlier Than the Male.
I,"[321, 786, 0, 0, 24, 1, 3, 0, 5, 29, 0]",Deadlier Than the Male.
stood,"[0, 5, 0, 0, 0, 0, 6, 0, 0, 13, 19, 0, 2, 0, 3, 0, 0]",Deadlier Than the Male.
vague,"[0, 1, 3, 1, 1, 0, 2]",Deadlier Than the Male.
stone-blind,[0],Deadlier Than the Male.
more,"[0, 271, 0, 0, 7, 0]",Deadlier Than the Male.
Springs,"[4, 0, 0, 0, 0, 3, 4, 0, 0, 7, 0, 39, 0, 0, 0, 19, 0, 0, 3, 0, 51, 0, 0]",Deadlier Than the Male.
most,"[0, 3, 237, 104, 18, 0, 66, 23, 0]",Deadlier Than the Male.
stating,"[70, 0, 5, 39, 7, 49, 0]",Deadlier Than the Male.
wanted,"[51, 3, 1, 2, 6, 36, 16, 54]",Deadlier Than the Male.
into,[],Deadlier Than the Male.
eye,"[0, 20, 0, 23, 15, 0, 0, 11]",Deadlier Than the Male.
Never,"[0, 96]",Deadlier Than the Male.
newer,"[0, 36, 92, 4, 4, 38, 0, 5, 12]",Deadlier Than the Male.
an,"[0, 0]",Deadlier Than the Male.
remember,"[15, 0, 1, 65, 1, 0, 0, 5, 0, 0, 0]",Deadlier Than the Male.
grillework,[],Deadlier Than the Male.
Near,"[0, 134, 0, 237, 0, 1, 11, 0, 104, 0, 0, 18, 0, 0, 27, 23, 0, 3, 8, 0, 66]",Deadlier Than the Male.
April,"[1, 0]",Deadlier Than the Male.
Sunday,"[10, 0, 0, 0, 1, 0]",Deadlier Than the Male.
Black's,[],Deadlier Than the Male.
McKinley's,[],Deadlier Than the Male.
pictures,"[0, 1, 0, 13, 12, 0, 22, 0, 102, 0, 0, 0, 13, 0, 0, 1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 20, 44, 0, 4, 0, 2, 3, 1, 6, 0, 3, 0, 0]",Deadlier Than the Male.
fire,"[1, 2, 0, 0, 1, 3, 1, 0, 0, 0, 7, 0, 9, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 3, 0, 0, 0, 0, 0, 29, 0, 0, 1, 2, 235, 0]",Deadlier Than the Male.
sound,"[1, 0, 134, 0, 4, 0, 4, 0, 0, 11, 0, 0, 0, 0, 0, 4, 30, 0, 90, 18, 25, 0, 0]",Deadlier Than the Male.
--,[],Deadlier Than the Male.
rolled-up,[],Deadlier Than the Male.
noise,"[0, 0, 1, 0, 2, 0, 3, 0, 0, 1]",Deadlier Than the Male.
leaving,"[0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 12, 32, 16, 0, 71, 0, 218, 0, 0, 9, 0, 20, 27, 51, 9]",Deadlier Than the Male.
highway,"[6, 0]",Deadlier Than the Male.
closing,"[7, 1, 0, 0, 0, 0, 2, 0, 3, 7, 0, 5, 0, 2, 51, 27, 0, 0, 0, 0, 0]",Deadlier Than the Male.
breaking-out,[],Deadlier Than the Male.
somehow,"[0, 0, 0, 0, 5]",Deadlier Than the Male.
look,"[0, 0, 0, 59, 4, 102, 6, 7, 6, 15, 3, 0, 23, 62, 5, 7, 41, 37, 14, 4, 0, 2, 10, 26, 14, 8, 0, 23, 0]",Deadlier Than the Male.
beach,[6],Deadlier Than the Male.
Mrs.,"[36, 0]",Deadlier Than the Male.
we'll,[],Deadlier Than the Male.
columns,"[0, 3, 0, 4, 0, 3]",Deadlier Than the Male.
days,"[7, 1, 0, 133, 0, 0, 56, 36, 0, 0, 0, 0, 1, 0]",Deadlier Than the Male.
wall,"[0, 0, 0, 0, 12, 0, 1, 14]",Deadlier Than the Male.
clamped,[0],Deadlier Than the Male.
Ferrell,[],Deadlier Than the Male.
Maybe,"[13, 0, 0, 13, 18, 0]",Deadlier Than the Male.
about,"[0, 85, 3, 237, 0, 6, 2, 104, 18, 0, 0, 0, 66, 0, 182, 23, 0]",Deadlier Than the Male.
dropped,"[0, 4, 3, 0, 0, 1, 3, 2, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 0, 0, 6, 0, 4, 0, 9, 20, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",Deadlier Than the Male.
downtown,"[2, 0]",Deadlier Than the Male.
career,"[0, 2, 8, 1]",Deadlier Than the Male.
suggested,"[7, 5, 1, 3, 1, 0, 2, 0]",Deadlier Than the Male.
supervisor's,[],Deadlier Than the Male.
couple,"[11, 0, 1, 0, 0, 0, 0, 0, 0, 14, 0, 0, 2, 0, 0, 0, 3, 0, 0, 5, 0, 3]",Deadlier Than the Male.
last,"[0, 26, 0, 0, 0, 2, 0, 18, 2, 0, 83, 69, 2, 7, 0, 0, 0, 0, 0, 0, 51, 0, 27, 0, 3, 90, 5, 0, 21]",Deadlier Than the Male.
leave,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 32, 16, 0, 1, 218, 0, 2, 0, 9, 0, 20, 1, 27, 51, 0]",Deadlier Than the Male.
crash,"[0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1]",Deadlier Than the Male.
answered,"[3, 9, 1, 163, 1, 25, 1]",Deadlier Than the Male.
why,"[0, 40]",Deadlier Than the Male.
anagram,"[0, 0, 0]",Deadlier Than the Male.
tenuous,"[3, 0, 2, 0, 14]",Deadlier Than the Male.
frizzled,"[0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
prisoners,"[2, 0]",Deadlier Than the Male.
old,"[0, 10, 1, 0, 10, 0, 0, 0, 79, 11, 0, 9, 0]",Deadlier Than the Male.
it,"[0, 0]",Deadlier Than the Male.
Now,"[12, 28, 2, 1, 12, 0, 3, 0, 129, 0, 0, 0, 0]",Deadlier Than the Male.
hopeful,"[0, 2, 0, 0, 0, 2, 6]",Deadlier Than the Male.
matter,"[1, 53, 0, 25, 1, 7, 16, 29]",Deadlier Than the Male.
between,"[0, 83, 0]",Deadlier Than the Male.
No,"[50, 0, 0, 266, 0]",Deadlier Than the Male.
grass,"[4, 0, 5, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 0, 0]",Deadlier Than the Male.
trying,"[12, 22, 1, 15, 18, 0, 1, 7, 0, 8, 0, 4, 9, 0, 1, 3, 7, 29, 0, 2, 0, 0]",Deadlier Than the Male.
Theater,"[34, 1, 0, 74, 0, 0, 0, 2, 0, 0]",Deadlier Than the Male.
tough,"[0, 3, 0, 2, 0, 1, 33, 0, 0, 0, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 7, 19, 1, 0, 0]",Deadlier Than the Male.
L.S.U.,[],Deadlier Than the Male.
crossed,"[1, 0, 4, 0, 0, 0, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 5]",Deadlier Than the Male.
Calhoun,[],Deadlier Than the Male.
