toes,"[1, 0]", A Cup of the Sun
smoked,"[0, 1, 0, 0, 5]", A Cup of the Sun
leg,"[3, 7, 0, 0, 1, 11, 0]", A Cup of the Sun
whirling,"[0, 0, 0, 0, 0, 0, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
as,"[0, 0, 2793, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 828, 4, 147, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
always,"[0, 4, 59, 3, 0, 46, 0, 7]", A Cup of the Sun
fear,"[1, 0, 0, 10, 1, 0, 21, 0, 0, 5, 3]", A Cup of the Sun
figure,"[0, 0, 1, 13, 0, 0, 31, 0, 6, 0, 0, 4, 0, 0, 1, 42, 0, 0, 13, 0, 0, 102, 0, 1, 22, 0, 0, 20, 0, 0, 18, 12, 39, 8, 5, 0, 6, 0, 3, 9, 1]", A Cup of the Sun
station,"[7, 10, 72, 14]", A Cup of the Sun
elders,"[0, 0, 2]", A Cup of the Sun
silent,"[0, 0, 6, 1, 1, 103, 12, 0, 0]", A Cup of the Sun
sure,"[16, 0, 9, 2, 0, 42, 0, 0, 42, 0]", A Cup of the Sun
pushed,"[24, 14, 0, 1, 0, 0, 0, 8, 10, 11, 4, 11, 0, 0, 0, 8]", A Cup of the Sun
bill,"[0, 0, 0, 0, 8, 1, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 13, 0, 0, 0, 4, 9, 0, 0, 8]", A Cup of the Sun
other,"[41, 10, 183]", A Cup of the Sun
guessed,"[65, 9, 14, 12, 4, 0, 0, 0, 12, 4, 3, 0, 0, 2]", A Cup of the Sun
mood,"[0, 3, 3, 3, 1, 10, 0]", A Cup of the Sun
raise,"[0, 10, 0, 48, 0, 1, 0, 0, 0, 0, 0, 2, 12, 0, 0, 1, 0, 2, 3, 0, 0, 0, 0, 1, 0, 0, 29, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 7, 2, 0, 0, 0, 16, 0, 8, 1, 4]", A Cup of the Sun
against,[], A Cup of the Sun
paste,"[0, 0, 11, 0]", A Cup of the Sun
ones,"[29, 24, 5, 321, 1, 786]", A Cup of the Sun
Rossi,[], A Cup of the Sun
shouldn't,[], A Cup of the Sun
straining,"[22, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 11, 1, 4, 0]", A Cup of the Sun
sun,"[0, 0, 1, 0, 10, 0, 0, 12, 0, 1, 1]", A Cup of the Sun
away,"[29, 9, 7, 497, 102, 309, 40]", A Cup of the Sun
Dante,"[0, 0]", A Cup of the Sun
same,"[0, 0, 0, 0, 0, 3, 88, 176]", A Cup of the Sun
kiss,"[0, 0, 1, 0, 0, 0]", A Cup of the Sun
pulling,"[0, 0, 0, 0, 0, 3, 0, 14, 0, 0, 0, 9, 1, 7, 0, 0, 0, 4, 0, 0, 0, 0, 1, 0, 2]", A Cup of the Sun
park,"[2, 0, 0, 0, 0, 20, 4, 0, 0, 0, 8]", A Cup of the Sun
alleyways,"[2, 0, 0]", A Cup of the Sun
and,[], A Cup of the Sun
mouths,"[0, 0, 0, 14, 1, 26, 14, 0, 0, 2, 0, 0, 0, 0, 0]", A Cup of the Sun
son,"[1, 27, 47, 1, 0]", A Cup of the Sun
questioned,"[0, 33, 0, 0, 11, 0, 3]", A Cup of the Sun
Sameness,"[0, 0, 0]", A Cup of the Sun
cheesecloth,[0], A Cup of the Sun
property,"[0, 9, 1, 72, 10, 2, 1]", A Cup of the Sun
Bari,[0], A Cup of the Sun
happened,"[1, 0, 0, 0, 0, 55, 0, 3, 14, 0, 12, 0, 17, 0, 0, 3, 0]", A Cup of the Sun
impetuous,"[0, 0, 0, 1, 0, 0]", A Cup of the Sun
else,[], A Cup of the Sun
seams,"[12, 24, 0, 0, 0, 0, 0]", A Cup of the Sun
feasting,"[0, 0, 6, 1, 0, 0]", A Cup of the Sun
smooth,"[0, 0, 0, 6, 0, 0, 2, 0, 1, 1, 0, 11, 0, 0, 1, 103, 0]", A Cup of the Sun
him,[], A Cup of the Sun
stockings,"[0, 0, 9, 1, 0, 0, 36]", A Cup of the Sun
closer,"[27, 2, 1, 0, 0, 0, 15, 0, 0, 0, 0, 0, 23, 5, 0, 0, 1, 0, 0, 0, 0, 3]", A Cup of the Sun
tower,"[0, 0, 0, 0, 1, 4, 3, 0, 0]", A Cup of the Sun
fortresses,"[1, 1]", A Cup of the Sun
portentous,"[1, 1, 1, 0, 0, 0, 0, 0]", A Cup of the Sun
city's,[], A Cup of the Sun
past,"[0, 3, 0, 0, 497, 0, 39]", A Cup of the Sun
doesn't,[], A Cup of the Sun
grape,"[0, 0, 0, 0]", A Cup of the Sun
The,[], A Cup of the Sun
hold,"[4, 1, 2, 35, 0, 12, 2, 38, 1, 0, 3, 3, 0, 0, 0, 0, 10, 0, 3, 9, 0, 0, 10, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 13, 0, 0, 80, 4, 7, 51, 0, 17, 6, 0, 0, 3, 1, 4, 1, 0, 1, 10, 5, 0, 0, 0, 492, 0, 0, 1, 0, 4, 6, 0, 0, 1, 0, 113, 2, 0, 5, 0, 6, 1, 2]", A Cup of the Sun
surveyed,"[0, 11, 1, 1, 2, 0]", A Cup of the Sun
shining,"[0, 1, 0, 0, 6, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 20, 3, 1, 1, 0, 0, 0, 5, 6, 0, 1, 0, 0, 0, 0]", A Cup of the Sun
light,"[0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 18, 0, 0, 2, 0, 0, 8, 20, 0, 3, 47, 16, 1, 0, 0, 0, 0, 0, 1, 28, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
buttocks,"[1, 0, 1, 7, 38, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 13, 3, 0, 4, 0, 235, 0, 3, 5, 0, 0, 0, 0]", A Cup of the Sun
sensing,"[0, 40, 6, 37, 2, 4, 0]", A Cup of the Sun
up,"[3, 0, 0, 0, 4, 307]", A Cup of the Sun
two-story,[], A Cup of the Sun
hedge,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]", A Cup of the Sun
glowed,"[1, 3, 1, 0, 0]", A Cup of the Sun
brother,"[16, 1, 0, 1, 0, 1, 0, 0, 0]", A Cup of the Sun
price,"[0, 0, 0, 17, 27, 21, 1, 3, 0]", A Cup of the Sun
torn,"[0, 0, 0, 0, 4, 1, 5, 0, 0, 0, 2, 8, 1, 2, 7, 3, 0]", A Cup of the Sun
hatred,"[5, 11]", A Cup of the Sun
cards,"[0, 0, 0, 1, 0, 1, 0, 8, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 0, 0]", A Cup of the Sun
might,"[0, 58, 81]", A Cup of the Sun
local,"[0, 0, 0, 20, 0]", A Cup of the Sun
unity,"[0, 29, 24, 5, 2, 321, 1, 1, 786]", A Cup of the Sun
warmth,"[3, 0, 0, 1, 5, 0, 0, 5]", A Cup of the Sun
provided,"[1, 0, 0, 16, 0, 32, 0, 1, 0, 3, 11, 12]", A Cup of the Sun
When,[], A Cup of the Sun
daydreaming,"[0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 0]", A Cup of the Sun
life,"[0, 0, 0, 14, 0, 0, 0, 1, 0, 98, 0, 33, 0, 1]", A Cup of the Sun
looking,"[41, 5, 0, 26, 15, 0, 0, 3, 10, 0, 0, 102, 0, 0, 7, 59, 4, 7, 62, 23, 4]", A Cup of the Sun
eye,"[0, 0, 15, 0, 23, 0, 11, 20]", A Cup of the Sun
distance,"[9, 0, 0, 43, 16, 0]", A Cup of the Sun
meantime,"[1, 0, 1, 0, 2]", A Cup of the Sun
suppleness,"[0, 0, 0, 0, 0, 0]", A Cup of the Sun
chins,"[0, 0, 6, 0, 0, 0]", A Cup of the Sun
variegated,"[0, 0, 0, 5, 0, 0]", A Cup of the Sun
With,[], A Cup of the Sun
hinges,"[0, 0]", A Cup of the Sun
within,"[38, 25]", A Cup of the Sun
seemed,"[3, 59, 26]", A Cup of the Sun
higher,"[0, 2, 0, 12, 0, 61, 0, 0]", A Cup of the Sun
even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]", A Cup of the Sun
gilded,"[0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 4, 0]", A Cup of the Sun
boy's,[], A Cup of the Sun
gloves,"[4, 0, 0, 0, 0]", A Cup of the Sun
work,"[0, 0, 1, 23, 0, 13, 18, 0, 127, 0, 0, 0, 0, 0, 0, 5, 1, 0, 0, 1, 0, 0, 22, 90, 0, 0, 3, 12, 12, 37, 2, 43, 6, 39, 6, 24, 113, 0, 0, 3, 9]", A Cup of the Sun
tanned,"[0, 1, 0, 0, 0]", A Cup of the Sun
tomato,"[0, 0, 0, 0]", A Cup of the Sun
features,"[0, 0, 0, 1, 0, 17, 0, 4, 492]", A Cup of the Sun
All,"[28, 2, 2, 24, 6, 352, 13]", A Cup of the Sun
taking,"[6, 2, 0, 6, 0, 5, 21, 1, 0, 1, 0, 0, 7, 0, 3, 0, 18, 1, 1, 1, 0, 5, 0, 4, 0, 9, 0, 2, 18, 0, 4, 1, 54, 7, 20, 6, 123, 22, 0, 80, 10, 3, 5, 0, 17, 5, 5, 9, 3, 16, 20, 10, 492, 2, 0, 5, 14, 0, 7, 4, 0, 24, 11, 0, 113, 0, 4, 3, 1, 1]", A Cup of the Sun
Henh,[], A Cup of the Sun
fist,"[0, 4]", A Cup of the Sun
disfigured,"[0, 0, 0, 0]", A Cup of the Sun
polished,"[0, 0, 0, 6, 3, 0, 146, 0, 0, 0, 0, 1, 7, 0, 1, 0, 0]", A Cup of the Sun
yellow,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0]", A Cup of the Sun
known,"[49, 0, 49, 0, 0, 0, 0, 0, 0, 26, 3, 0, 0, 0, 129, 2, 0, 0, 24, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 1, 8, 5, 0]", A Cup of the Sun
boiling,"[0, 0, 3, 0, 0, 0, 0, 1]", A Cup of the Sun
door,"[2, 0, 0, 36]", A Cup of the Sun
lyric,"[0, 25, 2, 18, 0]", A Cup of the Sun
!,[], A Cup of the Sun
first,"[0, 0, 0, 20, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 169, 20, 0, 1, 19, 4, 0, 0, 0]", A Cup of the Sun
voice,"[0, 47, 0, 0, 2, 30, 0, 1, 0, 0, 25, 0, 0, 0]", A Cup of the Sun
And,[], A Cup of the Sun
having,"[49, 0, 6, 111, 2, 7, 0, 0, 51, 18, 0, 4, 123, 80, 51, 17, 0, 6, 1, 3, 492, 4, 1, 0, 113, 2, 6]", A Cup of the Sun
sink,"[1, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 12, 1, 0, 2, 9, 0]", A Cup of the Sun
evening,"[1, 1, 14, 0, 14, 0, 115]", A Cup of the Sun
house,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]", A Cup of the Sun
lithe,"[0, 0, 0, 0, 1, 0, 3, 0]", A Cup of the Sun
beneath,"[0, 10, 1, 0]", A Cup of the Sun
are,"[3, 11, 0, 1, 722, 0, 12, 0, 21, 479, 0, 26, 6, 6]", A Cup of the Sun
neighborhood,"[3, 9, 0, 0, 1, 7]", A Cup of the Sun
Christ,"[19, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12]", A Cup of the Sun
thick,"[0, 0, 9, 0, 0, 0, 15, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]", A Cup of the Sun
Youth,"[0, 0, 38, 0, 0, 0, 0, 13]", A Cup of the Sun
top,"[2, 29, 0, 0, 0, 0, 0, 26, 0, 0, 0, 8, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 12, 0, 20, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
men,"[0, 63, 8, 0, 96, 0, 4, 7, 0, 0, 11, 0, 1, 0, 49, 0, 0, 0, 51, 173, 0, 0, 0, 0, 0, 6, 11]", A Cup of the Sun
milk,"[0, 0, 1]", A Cup of the Sun
houses,"[0, 54, 74, 0, 0, 0, 0, 52, 13, 3, 0, 2, 0, 0, 11, 0]", A Cup of the Sun
player,"[0, 0, 0, 0, 0, 0, 1, 0]", A Cup of the Sun
perched,"[16, 0, 47, 0, 1]", A Cup of the Sun
close,"[0, 3, 0, 27, 83, 0, 1, 0, 0, 3, 0, 7, 2, 0, 0, 0, 51, 0, 0, 0, 23, 0, 5, 0, 4, 0, 7, 1, 0, 0, 0, 0, 0, 3, 2, 5, 0]", A Cup of the Sun
youth,"[0, 0, 38, 0, 0, 0, 0, 13]", A Cup of the Sun
calling,"[6, 0, 0, 12, 2, 31, 8, 0, 9, 1, 4, 2, 0, 1, 1, 8, 0, 4, 10, 0, 0, 0, 25, 11, 0, 5, 0, 0, 2]", A Cup of the Sun
glass,"[0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]", A Cup of the Sun
warm,"[9, 1, 11, 0, 1, 0, 0, 1, 2, 25]", A Cup of the Sun
step,"[0, 1, 0, 5, 0, 0, 0, 0, 12, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8]", A Cup of the Sun
because,[], A Cup of the Sun
without,[], A Cup of the Sun
screeched,"[0, 0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
fleshy,"[18, 0, 0, 0]", A Cup of the Sun
saw,"[0, 12, 0, 49, 8, 17, 3, 0, 0, 55, 0, 0, 11, 2, 6, 4, 0, 5, 38, 4, 1, 0, 1, 4, 0, 3, 0, 0, 13, 59, 1, 0, 8, 0, 7, 10, 0, 102, 7, 1, 0, 0, 1, 22, 20, 0, 2, 0, 0, 0, 0, 17, 15, 6, 19, 59, 4, 0, 0, 0, 0]", A Cup of the Sun
out,"[0, 0, 4, 1, 0, 0, 2, 0, 0, 0, 0, 0, 309, 40, 0]", A Cup of the Sun
clutched,"[0, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
laced,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0]", A Cup of the Sun
core,"[0, 0, 5, 0, 0, 20, 0, 0, 2, 23, 27, 2, 6, 0, 0, 1, 3, 4, 0, 0, 2, 0, 0]", A Cup of the Sun
near,"[0, 104, 27, 0, 1, 0, 0, 3, 0, 0, 0, 23, 0, 237, 11, 8, 18, 0, 66, 0, 134]", A Cup of the Sun
?,[], A Cup of the Sun
He,"[0, 1039, 486, 2]", A Cup of the Sun
quickly,"[9, 2, 0, 0, 6, 11, 0, 0]", A Cup of the Sun
June,[1], A Cup of the Sun
sidewalk,"[2, 1]", A Cup of the Sun
savored,"[0, 1, 4, 0, 0, 7]", A Cup of the Sun
the,[], A Cup of the Sun
concrete,[4], A Cup of the Sun
tell,"[2, 0, 70, 0, 34, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 15, 39, 49, 0, 0]", A Cup of the Sun
surging,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]", A Cup of the Sun
dollar,"[1, 0, 0, 9, 0, 2, 0]", A Cup of the Sun
devil,"[2, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]", A Cup of the Sun
belly,"[0, 2, 8, 5, 0, 0]", A Cup of the Sun
She,[], A Cup of the Sun
like,"[5, 15, 17, 1, 2, 0, 0, 21, 88, 0, 176]", A Cup of the Sun
Did,"[3, 0, 0, 9, 18, 0, 84, 0, 5, 0, 1, 6, 22, 0, 6, 25, 0, 1, 163, 0, 0, 3, 113, 46]", A Cup of the Sun
been,"[3, 11, 0, 1, 722, 0, 12, 21, 0, 26, 6, 6]", A Cup of the Sun
sour,"[1, 0, 0, 0, 0, 127, 0, 0, 0, 0, 102, 0, 0, 1, 37, 0, 54, 6, 0, 31, 0, 0, 0]", A Cup of the Sun
dregs,"[0, 0, 0]", A Cup of the Sun
which,[], A Cup of the Sun
scent,"[0, 0, 0, 9, 0, 0, 1, 6, 12, 0, 0, 0]", A Cup of the Sun
girl,"[0, 0, 0, 0, 51, 0, 3, 0, 0, 0, 4]", A Cup of the Sun
monotonous,"[10, 0, 2, 0, 0]", A Cup of the Sun
chest,"[0, 1, 0, 0, 0, 10, 1]", A Cup of the Sun
present,"[2, 3, 0, 36, 0, 2, 6, 5, 0, 0, 11, 51, 0, 44, 0, 2, 0, 6, 62, 3, 6, 0]", A Cup of the Sun
fancy,"[0, 13, 102, 10, 5, 1, 0, 1, 22, 20, 0, 0, 0, 0, 4, 6]", A Cup of the Sun
owned,"[3, 492, 4, 111]", A Cup of the Sun
jowls,"[0, 0, 0, 0, 1, 0, 0, 0]", A Cup of the Sun
This,[], A Cup of the Sun
made,"[0, 0, 0, 0, 4, 8, 0, 0, 31, 0, 3, 0, 0, 0, 18, 26, 117, 0, 127, 0, 0, 1, 1, 0, 0, 9, 0, 9, 0, 0, 123, 80, 0, 51, 17, 6, 1, 0, 0, 0, 492, 0, 163, 0, 5, 1, 0, 0, 4, 0, 39, 21, 1, 0, 0, 0, 0, 0, 113, 11, 1, 21, 0, 16, 0, 0, 9, 0]", A Cup of the Sun
we,[], A Cup of the Sun
everywhere,"[0, 8, 0]", A Cup of the Sun
toward,[], A Cup of the Sun
Ash,"[0, 0]", A Cup of the Sun
contemptuous,"[0, 0, 0, 0]", A Cup of the Sun
opened,"[38, 0, 0, 10, 12, 51, 11, 0]", A Cup of the Sun
after,"[33, 0, 0, 89, 0, 3]", A Cup of the Sun
Americans,"[0, 0, 39]", A Cup of the Sun
come,"[0, 1, 0, 12, 0, 0, 3, 0, 5, 84, 42, 3, 3, 0, 0, 123, 0, 20, 22, 0, 0, 163, 0, 11, 0]", A Cup of the Sun
its,"[0, 0]", A Cup of the Sun
marbleized,"[0, 0, 0, 0, 0]", A Cup of the Sun
aluminum,"[0, 0, 1, 2]", A Cup of the Sun
rising,"[10, 0, 18, 12, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 7, 0, 0, 0, 4, 3, 0, 8, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 3, 0, 4]", A Cup of the Sun
obeyed,[2], A Cup of the Sun
manure-scented,[], A Cup of the Sun
Even,"[47, 1, 1, 14, 0, 14, 0, 0, 115, 10, 8, 103]", A Cup of the Sun
still,"[1, 3, 0, 6, 0, 2, 0, 0, 0, 115, 47, 0, 4, 6, 3, 0, 35, 0, 0, 0, 2, 103, 0, 0, 0, 0, 0, 1, 12, 0, 0, 6, 2, 9, 0, 0, 0, 11]", A Cup of the Sun
get,"[49, 6, 0, 6, 12, 55, 0, 0, 7, 0, 18, 0, 0, 0, 51, 4, 18, 0, 0, 1, 0, 0, 12, 84, 3, 9, 0, 0, 0, 0, 0, 123, 80, 33, 3, 23, 0, 90, 21, 0, 1, 0, 0, 0, 0, 3, 3, 0, 0, 2, 492, 19, 8, 0, 0, 0, 0, 1, 0, 0, 11, 5, 113, 2, 19, 16, 1, 0, 0, 2]", A Cup of the Sun
anything,[], A Cup of the Sun
amber,"[0, 0, 0, 3]", A Cup of the Sun
at,"[580, 0, 0, 35]", A Cup of the Sun
went,"[0, 0, 0, 0, 0, 0, 13, 0, 0, 83, 1, 26, 0, 3, 0, 127, 0, 0, 1, 0, 8, 0, 0, 0, 0, 0, 123, 33, 0, 0, 90, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12, 11, 20, 6, 19, 43, 6, 1, 0, 6, 0, 25, 0, 19, 17, 5]", A Cup of the Sun
holding,"[2, 35, 0, 12, 10, 2, 38, 1, 0, 3, 3, 0, 3, 9, 0, 0, 1, 1, 1, 0, 0, 0, 0, 13, 0, 9, 80, 4, 7, 51, 0, 17, 6, 0, 0, 2, 3, 1, 1, 0, 1, 10, 0, 5, 0, 492, 0, 4, 6, 0, 0, 5, 113, 2, 0, 6, 1, 2, 1, 8]", A Cup of the Sun
somewhat,"[12, 19, 17, 0, 0, 0, 3, 0, 6, 0]", A Cup of the Sun
skin,"[5, 6, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 1, 0, 0]", A Cup of the Sun
given,"[13, 13, 3, 2, 36, 4, 38, 0, 3, 0, 1, 0, 1, 1, 0, 0, 3, 10, 1, 7, 1, 51, 6, 0, 2, 17, 6, 0, 2, 0, 41, 12, 1, 0, 492, 0, 0, 0, 0, 19, 32, 0, 6, 6, 113, 50, 11, 2, 0]", A Cup of the Sun
Its,"[0, 0]", A Cup of the Sun
Perhaps,"[18, 13, 0, 13, 0, 0]", A Cup of the Sun
stared,"[2, 0, 3, 1]", A Cup of the Sun
Sundays,"[0, 0, 10, 0, 0, 1]", A Cup of the Sun
fluttering,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]", A Cup of the Sun
pass,"[0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 17, 90, 0, 0, 0, 12, 43, 0, 0, 0, 0, 11, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 51, 0, 0, 11, 20, 5, 0, 0, 0, 2, 50, 11, 0, 0, 0, 0, 13, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 1, 2, 0, 0, 0, 0, 29, 0, 0, 0, 4, 26, 1, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1]", A Cup of the Sun
parents,"[7, 3, 0, 1, 0]", A Cup of the Sun
haunches,[0], A Cup of the Sun
about,"[237, 6, 2, 85, 0, 18, 0, 23, 66, 0, 104, 0, 3, 182, 0, 0, 0]", A Cup of the Sun
breaking,"[4, 0, 3, 0, 0, 0, 2, 13, 1, 0, 3, 12, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 6, 0, 0, 1, 1, 5, 1, 3, 0, 0, 0, 3, 47, 1, 0, 0, 51, 90, 1, 2, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 3, 7, 0, 57, 2, 7, 6, 0, 0, 0, 0, 0]", A Cup of the Sun
waiting,"[17, 0, 10, 59, 0, 15, 0, 0, 0]", A Cup of the Sun
pay,"[0, 19, 51, 3, 5, 0, 0, 6, 0, 0, 6, 5, 0, 1]", A Cup of the Sun
swayed,"[4, 9, 0, 17, 1, 4]", A Cup of the Sun
streetcars,"[0, 0, 0, 0, 0]", A Cup of the Sun
be,"[6, 0, 3, 11, 0, 1, 722, 0, 12, 21, 0, 0, 0, 6, 4, 26]", A Cup of the Sun
Aunt,"[0, 0, 1]", A Cup of the Sun
fly-dotted,[], A Cup of the Sun
thinner,"[0, 2, 3, 2, 0, 0, 14, 2, 3, 1, 0]", A Cup of the Sun
months,"[8, 0]", A Cup of the Sun
Niobe,[0], A Cup of the Sun
fur-piece,[0], A Cup of the Sun
rose,"[10, 0, 0, 18, 12, 0, 0, 0, 0, 0, 0, 0, 2, 12, 0, 0, 0, 4, 3, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 4]", A Cup of the Sun
possessed,"[0, 111, 0, 0, 4, 0, 492, 1, 0, 4]", A Cup of the Sun
sleep,"[19, 16, 0, 0, 0, 0, 1, 0, 0, 0, 0]", A Cup of the Sun
smoothness,"[0, 0, 0, 0, 0, 0]", A Cup of the Sun
neither,[10], A Cup of the Sun
down,"[146, 0, 0, 20, 0, 0, 0, 0, 0, 5, 0, 13, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 9, 0]", A Cup of the Sun
front,"[0, 1, 16, 41, 0, 0, 59, 0, 0, 0, 0, 0, 62, 0, 4, 0]", A Cup of the Sun
bigger,"[2, 9, 61, 1, 0, 0, 0, 0, 0, 0, 13, 18, 0, 0, 0, 0, 7, 0, 4, 0, 0, 0, 0, 0, 53, 13, 0, 0, 0, 0, 30, 0, 19, 0, 0, 8]", A Cup of the Sun
rang,"[25, 11, 1, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10]", A Cup of the Sun
reeked,"[0, 6, 0, 1, 0]", A Cup of the Sun
while,"[1, 1, 11, 77]", A Cup of the Sun
angels,"[5, 0, 0, 0, 4, 0, 4]", A Cup of the Sun
undulated,"[0, 0, 0, 3, 0, 0, 7, 2]", A Cup of the Sun
let,"[10, 492, 0, 5, 0, 0, 1, 1, 0, 0, 0, 51, 0, 12, 123]", A Cup of the Sun
watching,"[12, 0, 17, 0, 0, 4, 10, 4, 0, 0, 4, 0, 102, 1, 0, 11, 6, 4, 4, 0]", A Cup of the Sun
iron,"[0, 0, 0, 0, 0, 0, 8, 5]", A Cup of the Sun
city,"[0, 0, 44]", A Cup of the Sun
actresses,[0], A Cup of the Sun
skilled,[2], A Cup of the Sun
vines,[1], A Cup of the Sun
divided,"[0, 0, 47, 1, 2, 1, 4, 0, 0, 0, 0, 5, 3, 0]", A Cup of the Sun
wicker,"[0, 0, 1]", A Cup of the Sun
