w,vector_uso
on-stage,[],The New York Times
three,"[0, 0, 0, 0, 0, 0, 15, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The New York Times
Field,"[5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 0, 0, 0, 25, 0, 1, 1, 0, 0, 32, 0, 1, 0, 34, 7]",The New York Times
means,"[2, 1, 2, 0, 0, 0, 0, 2, 27, 37, 0, 65, 2, 123]",The New York Times
demand,"[54, 0, 3, 80, 0, 22, 6, 5, 14, 0, 2]",The New York Times
excerpts,"[0, 0, 0, 0, 0]",The New York Times
Ziminska-Sygietynska,[],The New York Times
Geroge,[],The New York Times
audience,"[6, 15, 3, 0]",The New York Times
sizable,"[0, 3, 0, 0, 1, 0, 0, 5, 1]",The New York Times
attitude,"[19, 18, 0, 1]",The New York Times
been,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The New York Times
stylish,"[0, 0]",The New York Times
Mazowsze,[],The New York Times
trying,"[7, 4, 3, 2, 7, 8, 0, 0, 0, 0, 9, 22, 0, 1, 0, 18, 15, 29, 1, 0, 1, 12]",The New York Times
Conservatory,"[0, 0, 0, 0]",The New York Times
hospitals,"[15, 0]",The New York Times
likely,"[0, 6, 7, 0, 27, 0, 13]",The New York Times
by,"[40, 7, 39, 497]",The New York Times
showing,"[1, 15, 44, 1, 0, 8, 1, 19, 1, 3, 1, 7, 6, 0, 0, 20, 0, 37, 3, 21, 14, 0, 2, 0, 1, 0, 7, 36]",The New York Times
faculty,"[2, 0, 0, 1]",The New York Times
good,"[3, 2, 0, 0, 8, 0, 9, 0, 24, 7, 5, 0, 0, 25, 0, 0, 0, 1, 3, 0, 8, 1, 23, 1, 84, 0, 1, 0, 134, 4, 82, 5, 115, 7, 0, 2, 8]",The New York Times
identifiable,[1],The New York Times
origin,"[1, 3, 4, 0, 0, 1, 0, 0, 3, 4, 3, 24, 20, 36, 0, 0, 0, 0, 7, 0]",The New York Times
Latin,"[0, 4]",The New York Times
spirit,"[37, 6, 6, 0, 23, 59, 0, 0, 98, 14, 0, 1, 0, 0, 0, 0, 20, 2]",The New York Times
group,"[0, 0, 30, 1, 0, 0]",The New York Times
irresistible,"[0, 4]",The New York Times
and,[],The New York Times
band,"[0, 0, 12, 0, 46, 12, 0, 0, 0, 0, 0, 10]",The New York Times
president,"[8, 0, 3, 0, 0, 4, 0, 14, 0, 0]",The New York Times
devoted,"[51, 1, 19, 3, 0, 2, 0]",The New York Times
control,"[0, 0, 1, 2, 0, 4, 0, 5, 0, 4, 38, 0, 6, 0, 0, 17, 0, 9, 1, 3, 102, 3, 0, 0, 0, 1, 0, 4]",The New York Times
inner,"[4, 25, 3, 0, 0, 3]",The New York Times
your,[],The New York Times
material,"[16, 33, 1, 0, 2, 5, 0, 0]",The New York Times
overly,"[1, 0, 118, 0]",The New York Times
men,"[63, 0, 0, 1, 0, 0, 0, 0, 4, 0, 0, 0, 8, 173, 0, 6, 0, 51, 0, 0, 11, 0, 11, 49, 96, 7, 0]",The New York Times
give,"[51, 113, 11, 3, 0, 0, 0, 0, 1, 0, 0, 2, 0, 32, 12, 38, 0, 3, 6, 4, 19, 17, 0, 19, 13, 6, 3, 0, 10, 50, 6, 1, 1, 1, 7, 0, 1, 13, 0, 36, 0, 6, 492]",The New York Times
playing,"[0, 23, 6, 2, 22, 0, 0, 0, 0, 43, 19, 0, 0, 18, 0, 6, 0, 4, 0, 127, 0, 0, 0, 5, 0, 1, 3, 0]",The New York Times
neatly,[3],The New York Times
phrase,"[0, 0, 0, 37, 7, 3, 0, 1, 0, 0]",The New York Times
thoroughly,"[1, 0, 7, 134]",The New York Times
:,[],The New York Times
abridged,"[0, 5, 0, 0, 20, 6, 1, 0]",The New York Times
way,"[15, 0, 0, 31, 8, 9, 6, 27, 8, 0, 3, 2, 123]",The New York Times
gifted,"[1, 0, 1, 2, 0, 51, 0, 0, 36, 6]",The New York Times
Commenting,"[0, 9, 8, 0, 0, 0]",The New York Times
feeling,"[37, 6, 6, 59, 0, 55, 11, 0, 2, 6, 23, 3, 0, 4, 40, 0, 0, 8, 0, 14, 49, 6]",The New York Times
those,[],The New York Times
inadequate,"[0, 6, 8, 28]",The New York Times
kind,"[39, 57, 2, 18, 10, 0]",The New York Times
She,[],The New York Times
failed,"[0, 0, 1, 0, 0, 90, 0, 11, 0, 0, 6, 13, 0, 3, 0, 0, 0]",The New York Times
medical,"[0, 0, 0, 9, 0, 0, 0]",The New York Times
tough,"[0, 19, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 7, 1, 2, 0, 1, 0, 2, 0, 3, 33, 0, 0, 0, 0, 0, 1]",The New York Times
problems,"[39, 36, 20]",The New York Times
song,"[2, 1, 0, 25, 0, 0, 0, 3, 0, 0]",The New York Times
fitted,"[0, 2, 90, 0, 2, 3, 0, 1, 0, 19, 5, 3, 0, 8, 3, 6, 7]",The New York Times
write,"[0, 1, 4, 3, 0, 0, 14, 1]",The New York Times
D'Albert,[],The New York Times
Viscount,[0],The New York Times
cowboy,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",The New York Times
his,[],The New York Times
recital,"[0, 0, 22, 0, 0]",The New York Times
error,"[4, 0, 0, 0, 0, 6, 0, 3]",The New York Times
mention,"[9, 0, 0, 3, 3, 0, 0, 0, 0, 9, 2, 5, 0, 4, 31]",The New York Times
flat,"[0, 12, 1, 18, 0, 0, 14, 0, 0, 0, 0, 1, 0, 0, 0, 10, 0, 0, 16, 0, 0, 6, 0, 0, 0, 1, 2, 0, 0, 0]",The New York Times
intimate,"[4, 0, 8, 0, 0, 3, 0, 0, 0, 23, 0, 3, 5]",The New York Times
daughters,"[4, 51]",The New York Times
Their,[],The New York Times
Hall,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 9, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0]",The New York Times
When,[],The New York Times
directness,"[0, 0, 0, 0, 1, 0, 0]",The New York Times
ebullient,"[0, 0, 1]",The New York Times
originally,"[0, 0, 0, 0, 4, 17]",The New York Times
from,[],The New York Times
necessarily,"[1, 0, 6, 0, 16]",The New York Times
comedian,"[0, 2]",The New York Times
best,"[3, 2, 0, 0, 8, 20, 4, 0, 9, 0, 24, 5, 0, 0, 25, 0, 57, 0, 1, 0, 0, 0, 1, 0, 0, 3, 0, 8, 1, 23, 1, 36, 84, 0, 0, 134, 0, 82, 5, 115, 0, 7, 0, 0, 5, 2, 8, 1]",The New York Times
supplies,"[0, 0, 0, 3, 16, 16, 1, 9, 2, 1, 1]",The New York Times
cardinal,"[0, 0, 14, 6, 0, 0, 0, 0, 6, 0, 0]",The New York Times
country,"[32, 28, 11, 0, 0, 32, 0, 49, 0]",The New York Times
delicate,"[0, 0, 2, 2, 6, 0, 0]",The New York Times
Dixon,[],The New York Times
quite,"[0, 0, 40, 28]",The New York Times
considerable,[6],The New York Times
sounds,"[30, 0, 90, 0, 1, 0, 11, 0, 0, 0, 25]",The New York Times
out,"[0, 0, 2, 309, 0, 4, 0, 0, 40, 0, 0, 0, 0, 1, 0]",The New York Times
nickname,"[0, 0, 0, 0, 0, 0, 0]",The New York Times
courses,"[0, 24, 39, 43, 9, 74, 0, 12, 4, 2, 6, 2, 12, 0, 4]",The New York Times
is,"[12, 3, 6, 21, 0, 11, 722, 6, 0, 0, 26, 1]",The New York Times
tones,"[37, 12, 6, 59, 0, 0, 0, 0, 0, 9, 2, 0, 6, 23, 0, 0, 2, 0, 0, 0, 0, 0, 0, 9, 0, 0, 14, 0, 0]",The New York Times
earlier,"[10, 41, 4, 0, 3, 123, 0, 0, 4, 17, 183]",The New York Times
others,[],The New York Times
who,"[0, 0]",The New York Times
defeat,"[0, 1, 0, 0, 0, 4, 9, 0, 3]",The New York Times
fireworks,"[0, 0]",The New York Times
Dwor',[],The New York Times
color,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17]",The New York Times
Hungarian-born,[],The New York Times
Remaking,"[0, 0, 0, 0, 0]",The New York Times
Town,"[0, 0, 0, 0, 2, 41]",The New York Times
danger,"[6, 0, 15]",The New York Times
singing,"[0, 2, 0, 0, 0, 0, 0, 1, 26, 0, 8, 0, 4, 0, 0, 0, 0, 0, 0]",The New York Times
win,"[5, 0, 3, 0, 16, 3, 0, 0, 3, 0, 0, 0, 1, 3]",The New York Times
On,"[37, 839]",The New York Times
returned,"[0, 51, 0, 1, 0, 0, 12, 0, 0, 2, 6, 0, 0, 0, 0, 13, 0, 0, 0, 0, 20, 0, 1, 5, 0]",The New York Times
His,[],The New York Times
Robert,"[0, 6, 0]",The New York Times
),[],The New York Times
Prokofieff,[],The New York Times
nor,[],The New York Times
account,"[0, 8, 0, 31, 9, 13, 0, 1, 0, 40, 0, 4, 0, 0, 6, 6, 0]",The New York Times
folk,"[0, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 52]",The New York Times
dance,"[0, 0, 10, 9, 0, 0]",The New York Times
admirable,[1],The New York Times
night,"[31, 1, 0, 0, 51]",The New York Times
disastrous,"[0, 0, 4, 21, 3]",The New York Times
Krakowiak,[],The New York Times
particular,"[0, 20, 0, 5, 3, 0, 0, 24, 6, 1, 0, 8, 0]",The New York Times
exuberant,"[2, 0, 1, 1, 1, 0, 0, 0, 0, 0]",The New York Times
Choir,"[3, 0, 0]",The New York Times
produce,"[4, 0, 0, 123, 0, 16, 113, 0, 0, 48, 7, 3, 12, 12, 0, 0, 0]",The New York Times
lapse,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The New York Times
least,"[0, 46]",The New York Times
ballet,"[0, 1]",The New York Times
Haydn's,[],The New York Times
Everywhere,"[0, 0, 8]",The New York Times
died,"[0, 11, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 3, 0, 0, 0, 13, 0, 1]",The New York Times
short,"[0, 2, 0, 0, 0, 0, 0, 6, 8, 20, 28, 0, 0, 27, 1, 4, 0, 47, 99, 0, 0, 0, 0, 2]",The New York Times
unrelieved,"[1, 1]",The New York Times
within,"[25, 38]",The New York Times
years,"[0, 0, 0, 36, 61, 0, 33, 0, 12, 0, 133]",The New York Times
dancers,"[0, 5, 0, 0]",The New York Times
fresh,"[0, 1, 0, 0, 3, 92, 1, 0, 18, 4, 5, 0, 0, 0, 12, 0, 0, 0, 0, 1, 0, 0, 0, 4]",The New York Times
vigorous,[2],The New York Times
endure,"[3, 5, 0, 7, 0, 0, 43, 0, 2, 0, 8, 2, 1, 0, 90, 5, 83, 0, 19, 0, 6, 0, 13, 0, 0, 0, 26]",The New York Times
intensity,"[0, 0, 0, 0, 0, 7, 11, 0, 6]",The New York Times
Slim,"[5, 1, 0, 0, 14, 0, 3, 3, 0, 0]",The New York Times
being,"[12, 3, 1, 6, 21, 0, 11, 722, 6, 0, 0, 20, 26, 2, 100, 0]",The New York Times
if,[],The New York Times
self-critical,[],The New York Times
usually,"[1, 0, 0, 1, 18]",The New York Times
only,"[211, 13, 4, 11, 25, 0, 1, 3, 115, 3, 17, 0, 3, 0, 409]",The New York Times
desirable,"[3, 3, 1]",The New York Times
husband,"[0, 0, 0, 0, 0, 21]",The New York Times
choir's,[],The New York Times
need,"[54, 0, 0, 0, 5, 0, 80, 8, 0, 6, 22, 51, 0, 14, 0, 6]",The New York Times
an,"[0, 0]",The New York Times
around,"[237, 0, 3, 0, 85, 0, 0, 6, 2, 182]",The New York Times
completed,"[0, 4, 0, 22, 3, 3, 0, 0, 5, 14, 2, 1]",The New York Times
nonstop,"[0, 0, 0, 0, 0]",The New York Times
refers,"[9, 0, 0, 0, 1, 0, 1, 3, 0, 0, 11, 5, 0, 4, 0, 0, 31]",The New York Times
battles,"[7, 5, 7, 5, 0, 10]",The New York Times
health,"[0, 5]",The New York Times
unsettled,"[0, 0, 0, 0, 0, 0, 1]",The New York Times
surface,"[0, 0, 10, 0, 4, 0, 0, 0, 18, 0, 38, 0, 0, 0]",The New York Times
rally,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 9, 2]",The New York Times
DePaul,[],The New York Times
discipline,"[5, 0, 0, 25, 0, 8, 17, 24, 0, 34, 0, 7, 0, 6]",The New York Times
have,"[123, 51, 113, 3, 4, 4, 0, 0, 1, 0, 1, 0, 2, 51, 17, 7, 80, 6, 0, 0, 6, 111, 6, 18, 0, 2, 49, 0, 492]",The New York Times
variation,"[0, 0, 0, 0, 4, 0, 1, 0, 7, 0, 0, 0]",The New York Times
To,[],The New York Times
five,"[0, 0, 0, 35, 1, 0, 0, 0, 0, 0, 7, 0, 18, 0, 0]",The New York Times
anecdotes,[3],The New York Times
National,"[4, 25, 8, 54, 0]",The New York Times
romanticism,"[0, 0, 0, 2]",The New York Times
Anna,[0],The New York Times
untrained,[0],The New York Times
leadership,"[9, 11, 5]",The New York Times
believed,"[10, 31, 65, 7, 0]",The New York Times
Miss,"[0, 9, 3, 1, 0, 0, 0, 9, 1, 10, 7, 0, 0, 51, 8, 0, 0, 0]",The New York Times
stage,"[0, 14, 6, 22, 0, 4, 0, 37, 7, 11, 36]",The New York Times
example,"[0, 0, 0, 2, 10, 0, 5, 8, 1, 1, 23, 35]",The New York Times
Britten,"[0, 0, 0, 0]",The New York Times
495,[],The New York Times
could,[],The New York Times
rehash,"[0, 0, 0]",The New York Times
cut,"[0, 2, 0, 0, 16, 0, 0, 0, 0, 0, 4, 0, 1, 5, 1, 20, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 6, 0, 0, 1, 2, 0, 0, 0, 4, 1, 1, 0, 1, 0, 0, 0, 3, 2, 4, 1, 0, 0, 0, 0, 1]",The New York Times
basically,"[5, 1, 2]",The New York Times
ill-equipped,[1],The New York Times
be,"[12, 0, 3, 6, 21, 0, 11, 0, 722, 6, 0, 0, 0, 26, 4, 1]",The New York Times
heavily,"[0, 0, 33, 18, 7]",The New York Times
but,"[211, 25, 11, 115, 409]",The New York Times
Indians,"[0, 6, 0, 0, 0, 0]",The New York Times
Of,[],The New York Times
something,[],The New York Times
filagree,"[0, 0, 0]",The New York Times
lines,"[39, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 24, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 2, 0, 26, 7, 1, 0, 0, 6, 0, 74, 0, 7, 2, 0, 0, 0, 0, 0, 9, 0, 5]",The New York Times
commanders,"[0, 0, 0, 1]",The New York Times
background,"[8, 0, 0, 21, 0, 0, 1, 0, 0, 5, 4, 0]",The New York Times
last,"[0, 69, 5, 0, 0, 27, 2, 0, 2, 51, 0, 18, 0, 0, 0, 90, 83, 0, 0, 3, 0, 0, 7, 0, 21, 0, 0, 26, 2]",The New York Times
equally,"[0, 0, 4, 828]",The New York Times
opportunity,"[17, 7]",The New York Times
won,"[5, 0, 0, 16, 0, 3, 0, 8, 0, 3, 0, 0, 0, 0, 3]",The New York Times
solid,"[1, 28, 25, 1, 0, 0, 11, 0, 0, 1, 14, 2, 8, 0]",The New York Times
debut,"[0, 2, 1, 0, 0, 1]",The New York Times
stood,"[0, 0, 0, 13, 0, 0, 2, 5, 0, 0, 0, 19, 3, 0, 0, 0, 6]",The New York Times
description,"[5, 0]",The New York Times
kill,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 146, 0, 4, 0, 9, 0, 0]",The New York Times
curtain,"[0, 0, 0, 2, 0]",The New York Times
seemed,"[3, 26, 59]",The New York Times
himself,[],The New York Times
unending,"[0, 0, 2, 0, 7, 2, 0, 0]",The New York Times
And,[],The New York Times
Durante,"[0, 0]",The New York Times
presentation,"[0, 2, 2, 0, 3, 1]",The New York Times
twenty,"[6, 8, 0, 0, 0]",The New York Times
field,"[5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 0, 0, 0, 0, 25, 0, 1, 1, 0, 0, 32, 0, 1, 0, 34, 7]",The New York Times
frank,"[0, 7, 0, 0, 0, 0, 1, 25, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",The New York Times
even,"[0, 14, 1, 103, 47, 0, 10, 0, 8, 115, 1, 14]",The New York Times
technicalities,"[0, 0, 0]",The New York Times
whole,"[28, 13, 2, 352, 5, 0, 2, 0, 6, 1, 24, 14, 2, 0]",The New York Times
narrative,"[0, 1, 4, 31]",The New York Times
now,"[129, 0, 12, 12, 0, 0, 1, 0, 3, 2, 0, 28, 0]",The New York Times
performance,"[8, 6, 0, 0, 0, 2, 1]",The New York Times
lyric,"[0, 2, 0, 18, 25]",The New York Times
Lines,"[39, 0, 0, 0, 0, 0, 0, 9, 0, 3, 0, 1, 0, 0, 0, 1, 0, 3, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 24, 1, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 2, 0, 26, 7, 1, 0, 0, 6, 0, 74, 0, 7, 2, 0, 0, 0, 0, 0, 9, 0, 5]",The New York Times
eight,"[0, 0, 0, 13, 12, 0, 0, 0, 0, 0, 0, 0, 2]",The New York Times
second,"[0, 40, 24, 0, 0, 0, 5, 0, 0, 0, 0, 1, 45, 0, 1, 0, 0, 1, 13, 162, 0]",The New York Times
young,"[0, 0, 0, 38, 0, 92, 0, 0, 13, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The New York Times
youngsters,"[1, 0, 1, 0, 0, 4, 0, 4, 0, 0, 17, 0]",The New York Times
acoustics,"[0, 0]",The New York Times
touch,"[0, 0, 0, 7, 6, 0, 11, 11, 0, 5, 3, 0, 3, 3, 0, 0, 3, 23, 0, 2, 2, 0, 0, 0, 19, 0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 12, 0, 3, 0, 3, 0, 0, 3, 0, 0]",The New York Times
500,"[3, 13, 0, 0]",The New York Times
Violin,"[0, 0]",The New York Times
It,"[0, 0]",The New York Times
forces,"[7, 7, 4, 11, 10, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 58, 0, 5, 0, 0, 27, 9, 14, 4, 0, 6]",The New York Times
``,[],The New York Times
Mater,"[0, 0, 10, 1, 0, 1]",The New York Times
virtues,"[6, 0, 4, 0, 0, 0]",The New York Times
wonderfully,"[1, 0, 0, 0, 0, 1, 0, 1]",The New York Times
will,"[218, 0, 0, 32, 0]",The New York Times
first,"[1, 20, 0, 1, 1, 4, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0]",The New York Times
Serieuses,[],The New York Times
extremely,"[4, 1, 12, 3, 1]",The New York Times
loud,"[0, 0, 2, 1, 2, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 3]",The New York Times
instance,"[2, 10, 1, 23, 1, 3, 35]",The New York Times
No.,"[0, 0, 0]",The New York Times
recruits,"[1, 0, 0, 12, 2, 7, 0, 0, 0]",The New York Times
Pat,"[0, 3, 0, 1, 1, 0, 0]",The New York Times
she,[],The New York Times
ever,"[59, 0, 46, 0, 0]",The New York Times
professionally,[0],The New York Times
generals,"[0, 32, 0]",The New York Times
smack,"[7, 1, 0, 0, 0, 0, 2, 6, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 2, 3, 0, 0, 1, 0, 0, 0]",The New York Times
says,"[70, 34, 12, 0, 0, 0, 39, 0, 0, 0, 49, 0, 21, 1]",The New York Times
made,"[0, 123, 8, 51, 0, 113, 11, 163, 0, 4, 1, 0, 9, 0, 1, 31, 4, 21, 0, 0, 0, 0, 16, 1, 0, 0, 1, 0, 117, 0, 5, 0, 1, 0, 0, 0, 0, 26, 17, 0, 0, 0, 80, 0, 3, 0, 0, 0, 0, 0, 127, 21, 0, 0, 0, 6, 18, 39, 9, 0, 0, 0, 9, 0, 1, 0, 0, 492]",The New York Times
rivers,[18],The New York Times
pianist's,[],The New York Times
romantic,"[0, 3, 0, 0, 0, 0, 0]",The New York Times
demands,"[54, 0, 3, 80, 0, 22, 6, 5, 14, 0, 2]",The New York Times
United,"[0, 4, 3, 0, 3, 5, 5, 0, 0, 2]",The New York Times
1948,[],The New York Times
defeated,"[0, 3, 0, 3, 0, 0, 1, 0, 4, 1, 9, 0, 3]",The New York Times
twenty-six,"[0, 0, 0, 0]",The New York Times
Brahmsian,[],The New York Times
engaging,"[2, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 80, 0, 0, 3, 0, 0, 5, 0, 0, 1, 5]",The New York Times
treatment,"[4, 6, 2, 8, 1]",The New York Times
after,"[0, 0, 3, 89, 33, 0]",The New York Times
Baroque,"[0, 0, 0, 0, 0, 0, 0]",The New York Times
outmaneuvered,"[0, 0, 0]",The New York Times
Center,"[0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 2, 0, 0, 0, 2, 1, 2, 0, 0, 15, 0, 0, 0, 0, 0, 11, 0, 3, 20, 0, 0, 0, 0, 0, 23, 3, 0, 1, 5, 0, 0]",The New York Times
Mr.,"[70, 4, 0]",The New York Times
her,[],The New York Times
